variable ordering: c0, c2, dp, r, Rad, u, L, mu, delP
-.0130758-.0157529*ii, .0284118-.00409898*ii, .0668396-.0979058*ii, .923017-1.63415*ii, -.736772-.412738*ii, .384264+.434809*ii, 0, .697895-.760804*ii, 0
-.906657+.406695*ii, -.345871+.355058*ii, 3.19473-.642067*ii, -2.05418-.804942*ii, -.265208+1.39083*ii, -2.34815-2.55773*ii, -1.26349e-175+1.89524e-175*ii, -1.3563-.928234*ii, -2.52698e-175+1.26349e-175*ii
3.5765-1.05138*ii, 6.74645+2.79103*ii, 9.40097-3.81878*ii, 6.56873+.860492*ii, -.237683-.67387*ii, 3.36929-3.26511*ii, -1.1782e-88+1.11378e-86*ii, .247469-.24389*ii, -2.42234e-86-6.44701e-86*ii
.177338+2.35054*ii, 3.32088+.317741*ii, 2.18302+1.49978*ii, -.70211+.750745*ii, .541557-.642891*ii, 1.34939-3.50808*ii, 3.4183e-86-1.40754e-86*ii, .173555+.0963*ii, -1.12603e-85-2.0108e-87*ii
2.5448+1.83235*ii, -2.4818+.49554*ii, 1.36496-.881393*ii, -.072050-.850168*ii, -1.02063-.444281*ii, -1.07422-.494301*ii, 0, -.149274+.0589802*ii, 0
2.24949-4.97822*ii, -1.72344+.802836*ii, 3.38621-1.97309*ii, -1.07176+1.15284*ii, -1.58925+.589549*ii, 1.45914-.524454*ii, -4.00417e-146+2.72158e-146*ii, -.51317+.047162*ii, 1.20125e-145-1.10115e-145*ii
.109617-1.6052*ii, -.314536-.827081*ii, 2.68083+1.45727*ii, -.913512+.352386*ii, -.288732+1.31716*ii, -.741199-.054091*ii, 0, -.654058+.561593*ii, 0
-.710913-1.43912*ii, -.0236713+.369315*ii, -1.9077+2.99738*ii, -.557364+1.33599*ii, 2.01187-.538259*ii, -.53347+.792315*ii, 2.33472e-201+5.51146e-201*ii, 2.10314+1.15658*ii, 1.14312e-200+1.22477e-201*ii
-.283792+.454397*ii, .116534-.0181684*ii, -.356258-.95148*ii, -.0860976-.393506*ii, 1.93822-.886402*ii, .509594+.280241*ii, 1.49601e-312-3.9058e-313*ii, -.435458-2.10911*ii, 5.2652e-313+1.78214e-312*ii
-4.28238+.729649*ii, 2.78653-.793764*ii, -.903788-1.05724*ii, .882999+1.56545*ii, -1.22266-.066544*ii, 1.42706+1.51752*ii, 1.99515e-158-1.57219e-158*ii, -.050008-.109098*ii, 2.95382e-158+7.25175e-159*ii
-.0387487-.306512*ii, -.0571666-.111686*ii, .876095-.830686*ii, 2.78265+.498386*ii, -.271153+1.54561*ii, -2.90453-1.96902*ii, -1.7678e-92-2.27717e-93*ii, .678013+2.30812*ii, 1.01274e-92-1.95357e-92*ii
25.8254+26.8287*ii, .188889+.0734024*ii, 19.6082+23.1899*ii, -11.6042+37.4815*ii, 2.91732-13.2382*ii, 5.40718+10.7754*ii, 0, 32.9096+17.9039*ii, 0
-.76742-1.32765*ii, -1.69861-2.10458*ii, -1.33876-.355557*ii, -1.96457+2.41865*ii, .058281-.750739*ii, -1.3094+.051973*ii, 8.22378e-247+9.74339e-247*ii, .103299-.0756565*ii, 7.15111e-247+5.00578e-247*ii
1.152-1.68494*ii, -1.31222-1.00239*ii, .450915+1.00631*ii, .037985+1.4704*ii, .765201-.806567*ii, .409855-.0248478*ii, -1.19032e-137-3.13641e-137*ii, -.146735-.0796305*ii, 5.85715e-138+2.89813e-137*ii
19.1429-20.879*ii, .352157+4.10594*ii, -7.48541-22.9422*ii, -12.7493+6.44221*ii, 2.40048+1.05419*ii, -28.9388+10.1042*ii, 1.40283e-147+5.86548e-148*ii, -1.42549+.333506*ii, -1.12617e-146+2.06465e-146*ii
-.316648-1.05285*ii, -.197093-.293239*ii, 2.32282-1.24023*ii, 1.58857+.686417*ii, .263282-1.74425*ii, -.943493-2.40447*ii, 4.94066e-324+4.94066e-324*ii, -.188499+1.85361*ii, -1.97626e-323-9.88131e-324*ii
.311786+.0835797*ii, .0194347+.189972*ii, -.059917-1.13018*ii, 1.17732-.15993*ii, .73783+1.07049*ii, -.425006-.740245*ii, 9.36335e-97-2.2238e-96*ii, -1.47988-.072546*ii, 2.34084e-96-2.80901e-96*ii
-.251001-.110761*ii, -.317909+.271743*ii, .38434+.901627*ii, -1.36546+.755949*ii, -.431201+.685611*ii, .288242+.107954*ii, 0, .175555-.558968*ii, 0
.274791-.199479*ii, .0164852+.375111*ii, 1.13218+1.42119*ii, .798949+.612919*ii, .837551+.450404*ii, -.063336+.956669*ii, -2.92638e-198-2.92638e-198*ii, .978452-.711565*ii, -8.36109e-199+5.85276e-198*ii
-.480552-2.61173*ii, -.811127-1.44202*ii, -.35522+10.644*ii, 1.74423+.47088*ii, .208356-1.24966*ii, -3.65713+4.82236*ii, -5.96832e-284+4.37117e-284*ii, -1.37548-.835283*ii, 4.30392e-283+6.05239e-283*ii
7.48133+2.437*ii, -1.83434+2.21659*ii, 4.64311-2.6916*ii, 5.60821+5.28788*ii, -1.36747-.929913*ii, .56131-2.67528*ii, 0, -.437398-.161709*ii, 0
.329566-1.73298*ii, -2.3847-.898407*ii, 2.45845+.436263*ii, -2.64455-1.0373*ii, .535495-.636774*ii, -.474784-2.84968*ii, 3.11475e-206-1.29262e-205*ii, -.240787+.0449779*ii, -3.11475e-206+2.77213e-205*ii
-.430366-2.88166*ii, -.095471+.0039803*ii, -2.9093+1.77258*ii, -.187453-.821458*ii, -3.69108+4.10705*ii, -4.15678-.25307*ii, -2.93274e-149+4.15471e-149*ii, 7.79825-4.31654*ii, -4.8879e-149+1.07534e-148*ii
-2.02254+1.19812*ii, .363904-.536646*ii, .4914+.373032*ii, .756696-1.75078*ii, 1.85817+.415635*ii, 1.28939-1.63982*ii, 0, -.0127038+.237536*ii, 0
-7.44435-14.8629*ii, -.0620818+.332076*ii, -1.92007+18.9532*ii, -15.1448+10.2671*ii, 6.64838-2.23705*ii, -7.86488-5.98522*ii, 0, 14.048-1.18077*ii, 0
2.36851-2.42519*ii, -3.48467-3.00975*ii, 2.42389+1.13459*ii, -.701035-2.98182*ii, -.624989+.587878*ii, -1.86232+1.88727*ii, -5.15933e-135-8.59888e-136*ii, -.139864+.039403*ii, 2.06373e-135+9.63075e-135*ii
.327796-1.78456*ii, .062759+1.27956*ii, .198048+.374325*ii, .444254-2.71096*ii, -1.18218-.136953*ii, .433224-1.08601*ii, 2.65697e-231-2.01286e-231*ii, .0748534-.0350232*ii, -8.05144e-233
-.291664+6.1144*ii, 3.24633+.701297*ii, 1.1924-.904482*ii, -.428273-2.38501*ii, .877554-1.03586*ii, -.094507+5.61838*ii, 7.46965e-215-1.95806e-215*ii, .0733559-.0855011*ii, -3.91613e-215+6.16428e-215*ii
-.191722+.856167*ii, .203991-.991333*ii, -.420563-.374787*ii, -1.39455-1.1543*ii, .931028+.008079*ii, -.93042-.373263*ii, -5.96111e-33-1.48035e-32*ii, .0697386-.12041*ii, 3.24341e-33+4.22028e-33*ii
15.0726-25.2364*ii, -7.75343+.783631*ii, 2.22193-22.0224*ii, 9.75369+.90456*ii, -1.73522+.87236*ii, -17.8907+22.4452*ii, -3.66264e-91-1.87926e-91*ii, -.141961+.695737*ii, 4.11137e-90-6.32046e-90*ii
60.8038-93.3313*ii, .0887773+.0049804*ii, -28.6855+4.00081*ii, 29.7998-106.627*ii, -17.7311-30.6326*ii, 70.6385+2.1449*ii, -1.01124e-185-9.1931e-187*ii, -79.8959+15.7486*ii, -1.76508e-184+6.25132e-185*ii
-1.0689+1.48866*ii, .15549-.022167*ii, 1.648-2.40311*ii, -6.92459+3.54435*ii, -3.14193+1.34038*ii, 1.6156+4.75852*ii, 6.63678e-264-8.18743e-264*ii, 3.13676-3.41658*ii, 9.42795e-264+2.22053e-263*ii
.363077-.286791*ii, 1.08991+.574946*ii, .507971+.979766*ii, 1.09473+.642875*ii, -.334258-.513561*ii, -.20814-.428212*ii, -1.00228e-297-9.52302e-298*ii, .183895+.127728*ii, -1.87586e-298+1.63732e-297*ii
-2+1.0034*ii, .420894-.415827*ii, 3.20155-.623363*ii, -1.76289+1.8788*ii, -1.92073-.304388*ii, -2.82908-.834929*ii, -4.58638e-210*ii, 1.14745+.763375*ii, 3.04175e-210+1.40681e-209*ii
.767639+3.39703*ii, 1.3119+.921152*ii, -.470994+.272141*ii, .146352-1.52379*ii, .53053-1.37519*ii, 1.48253-4.32989*ii, 3.39377e-46-2.62743e-46*ii, -.0357267+.0769457*ii, 2.18953e-47-5.0975e-47*ii
1.21234+1.81214*ii, .333334-.212297*ii, -3.87289-.953543*ii, 1.60763+.383049*ii, -1.64206+1.67946*ii, 1.13787-.652981*ii, -7.89683e-177-3.94841e-177*ii, -1.74242-1.82488*ii, -3.94841e-177-2.36905e-176*ii
-2.61153-7.62288*ii, .0756393-.131649*ii, 2.81853+2.60933*ii, 8.19939-1.57862*ii, 3.00891+6.63455*ii, -4.24575-.875348*ii, 8.73324e-138+5.71019e-138*ii, -1.41332+6.16438*ii, -6.7179e-139-8.73324e-138*ii
2.68329+.442962*ii, -2.843+9.98883*ii, 1.79868+23.3093*ii, -4.4257+10.5206*ii, .381818+.340706*ii, -12.2029+9.82123*ii, 2.22146e-314-4.79107e-314*ii, .527816-.195243*ii, -2.4403e-313-6.41904e-313*ii
.238157+.101769*ii, -.121722-.0591408*ii, -.023961+.820567*ii, .584691-1.63668*ii, -1.38299+.033507*ii, -1.04608+1.70831*ii, -1.58857e-149-2.44395e-150*ii, -.62265-1.38281*ii, -1.46637e-149*ii
-.716398-.154424*ii, -.329069-.0502737*ii, -.21166+.0407113*ii, .329564+1.51879*ii, -.045028+1.48306*ii, .622398+.76717*ii, 5.4166e-74+1.19386e-73*ii, .152517-.05423*ii, 1.5476e-74+1.43706e-74*ii
1.21262+.120931*ii, 2.11184-1.00827*ii, -.486436-.481678*ii, .991869-.41919*ii, .19416-.695013*ii, .404536+1.50582*ii, -6.36049e-276-4.6452e-276*ii, -.0247246-.0688257*ii, -9.06343e-277-4.41074e-276*ii
2.16173+2.52069*ii, 3.55218+.849309*ii, 1.24224-1.44474*ii, -4.2398-.303512*ii, .294157-.907015*ii, -.160516-3.20702*ii, 1.184e-102-7.6739e-104*ii, .0597038-.115955*ii, -1.37432e-102+1.51036e-102*ii
.468989-1.55669*ii, -.503745-.9226*ii, -2.33122+.020713*ii, 1.0633-.059968*ii, .479941-1.14731*ii, 1.12482-.92294*ii, -6.54179e-233+1.50964e-233*ii, .261376-.488985*ii, -1.61029e-232-1.00643e-233*ii
-.63594-.007525*ii, .776654+1.19194*ii, -.977788-5.3927*ii, .205552+.0076492*ii, .589708-.315101*ii, 3.52049+2.89064*ii, -6.21662e-106-8.34134e-106*ii, -.887783-.373386*ii, 5.32756e-105-3.75169e-105*ii
-.931753-1.50316*ii, -.0929971-.0996034*ii, -7.05463-4.79403*ii, 9.40158+1.1335*ii, .352866-3.58519*ii, -7.1636+8.98823*ii, 0, 15.2612-3.45777*ii, 0
.572131+1.39668*ii, .006521+.973941*ii, 1.99393+5.36266*ii, 2.30022+2.88085*ii, -.23638-1.22221*ii, 1.13956+1.48147*ii, -3.73401e-271-1.47882e-272*ii, 1.3799-.502581*ii, 7.39408e-271+1.45294e-270*ii
-2.16969-.772426*ii, .270932+.199524*ii, -.853905+.265262*ii, -2.83535-1.34044*ii, -2.58828+.381584*ii, -4.07062-.894452*ii, 2.36421e-286-1.1033e-285*ii, -.393998+.534922*ii, -2.29854e-287-4.99112e-286*ii
-2.28508+.438372*ii, 2.02282+2.94479*ii, -2.07284-.855913*ii, .614228-3.57176*ii, -.675381+.441738*ii, 1.30173+2.07749*ii, 0, -.131496+.0856481*ii, 0
.264153+.406802*ii, .0440376+.455313*ii, -.890921+.507511*ii, 1.36636+1.08051*ii, -.244515-1.00028*ii, -.900945+2.03948*ii, -4.25796e-109*ii, .229203+.511349*ii, -1.99592e-109-4.25796e-109*ii
.486802+.925043*ii, -.013089-.556514*ii, .761086+.973056*ii, -1.81137-1.49253*ii, -1.3341+.313012*ii, -.502447-.164637*ii, 0, -.444916+.331435*ii, 0
.256727+.474223*ii, .439292+.276855*ii, -.175088-.340006*ii, -1.24847-1.49787*ii, .25817-.985832*ii, -.603522-.743859*ii, 0, -.158597-.0935444*ii, 0
-.375374-.163264*ii, .835032-1.52752*ii, -.503174-.367602*ii, .304975-1.91403*ii, -.357963-.327109*ii, .456381-.0227498*ii, -2.864e-152*ii, .0116605-.0887258*ii, 2.74467e-152+3.81867e-152*ii
-.619177-.54759*ii, .029929+.179353*ii, 2.16176-.383239*ii, 1.3869+.750992*ii, 2.00957-.71236*ii, 1.94741+.280073*ii, 7.87251e-141-2.84968e-140*ii, -.030516-3.01836*ii, -5.24834e-141+6.29801e-140*ii
1.06969-1.95644*ii, -1.42263-1.02865*ii, .975826+1.16047*ii, -.909537+.480386*ii, .745285-.845381*ii, -.138839-.159445*ii, -3.9852e-166+4.0064e-166*ii, -.209439-.0524941*ii, 8.19828e-166+2.9412e-167*ii
-4.30628-7.49972*ii, -.0209645-.228899*ii, -1.19274+3.52132*ii, .249599-.66478*ii, -1.30832-5.99268*ii, 4.7601-6.29632*ii, 0, -3.69562-1.64117*ii, 0
.0226491-.00478495*ii, .040989-.0412182*ii, -.517135-.401536*ii, -1.72579-5.28085*ii, -.180446+.604707*ii, .836787-1.93609*ii, -1.76289e-278+1.32216e-278*ii, -.343757-2.79473*ii, -1.41031e-278-2.20361e-279*ii
.116067-.744138*ii, -.228466+.0309387*ii, .08194+1.18963*ii, -1.21111-1.80175*ii, 1.44891-1.08043*ii, .688985+.102689*ii, -1.4822e-323, .085060-1.29024*ii, 0
-1.25748-1.68231*ii, .0328766-.347892*ii, 3.32005-1.64713*ii, .54797+.778576*ii, .882097+2.28746*ii, -1.40581+3.2266*ii, -1.04584e-299-3.0914e-301*ii, 1.39664+2.25385*ii, 2.06251e-299-1.25699e-299*ii
.833714+.022972*ii, -.158808+.296501*ii, -.899362-4.10078*ii, -2.10581+1.24297*ii, 1.33973+.827505*ii, .035519+.154068*ii, -1.51431e-268+5.51302e-269*ii, -2.37124+2.02837*ii, -1.49538e-268+6.05723e-269*ii
.756784-.274317*ii, -.0153205+.110637*ii, 1.05291-1.56948*ii, -2.36949-1.91803*ii, -2.29882-1.38651*ii, 2.14319-2.4566*ii, 7.796e-216+3.26344e-216*ii, -3.80299-1.85257*ii, -9.06511e-216+2.17563e-216*ii
-3.81612+2.63644*ii, .960144-2.62678*ii, 2.57659+1.32407*ii, 1.65869+3.29831*ii, -1.22725-.390274*ii, 1.54321-2.56932*ii, 7.89683e-177-1.60404e-177*ii, -.0320946+.256954*ii, -3.94841e-177-5.42907e-177*ii
-.462454-1.70234*ii, .176033+.102894*ii, .730553-.977089*ii, -.030358-1.4543*ii, -2.72239-1.11362*ii, -1.37998+4.34025*ii, 0, .168761-1.4863*ii, 0
-10.4809-12.0397*ii, -.438145-.124681*ii, 6.56199+3.13808*ii, -1.55305-4.56417*ii, -1.68497+5.67467*ii, -.347648+3.56308*ii, -4.41278e-269+5.95667e-269*ii, -3.93506-.67077*ii, 3.48823e-268-1.47408e-268*ii
.798384+2.54381*ii, .305646+1.99761*ii, -2.35258-.395832*ii, -.56058-1.63889*ii, .087376+1.14529*ii, .555547+.475364*ii, 6.68353e-213+5.27604e-212*ii, -.0924235+.280284*ii, 5.7553e-213+1.16289e-211*ii
16.9162-4.1553*ii, -.282754-.524789*ii, -8.71+.82596*ii, -9.14207-4.23991*ii, 4.27461-3.30888*ii, 1.96191-2.42192*ii, -8.07572e-272-1.21685e-271*ii, 1.42769-3.38006*ii, -4.30474e-271-6.74132e-271*ii
-2.23886-3.85045*ii, 1.08227-1.4626*ii, 2.88479-2.28897*ii, -.969349-1.25462*ii, .859869+1.30713*ii, -2.06611+.009027*ii, 1.19418e-248+4.64403e-249*ii, .488593+.131552*ii, -4.32977e-248+1.05276e-248*ii
-.329151+.0291749*ii, -.0639679-.469225*ii, -2.16094+.591829*ii, -.254031+.139957*ii, .576598+.604407*ii, -.578422-.775068*ii, 0, -.155476-1.17253*ii, 0
-1.82425+4.27034*ii, -2.07767+1.17339*ii, -.942219+1.02411*ii, -2.43968+2.40316*ii, .447407+1.32134*ii, -2.15993-.842148*ii, 4.82061e-160+3.87316e-160*ii, .138722-.0448825*ii, 1.13027e-159-6.5571e-161*ii
2.48434+6.42386*ii, -.139181-.0752453*ii, 2.38531-4.56328*ii, 9.34394+16.5123*ii, -6.19085-2.28146*ii, -13.0946-12.7134*ii, 1.47593e-272-1.44416e-272*ii, .11361+8.13525*ii, 3.05006e-272+6.82797e-272*ii
-.559099-1.45419*ii, -1.56746-2.72628*ii, -.088799+3.44671*ii, .324024-.390206*ii, .054403-.701752*ii, -.486366+.0668726*ii, -1.00023e-199-3.08234e-200*ii, -.234023-.142693*ii, -1.28192e-199+3.55999e-199*ii
.32927+.607425*ii, .0727531+.138605*ii, -.699757-1.13239*ii, -.018614+.915383*ii, .014049+2.10086*ii, 1.05641-.397409*ii, 0, -2.12069+.149002*ii, 0
-3.32368-.668795*ii, -4.34774+.257714*ii, -.814352-3.53186*ii, 1.12458+1.40714*ii, .113401-.874961*ii, 2.63001-.494791*ii, 4.70311e-180-4.71441e-180*ii, .0346664+.205141*ii, 1.47909e-179+9.00708e-180*ii
-1.58944+.940039*ii, .0621286+.136083*ii, .2068+.125783*ii, .459454+.118629*ii, 2.34952-2.61226*ii, 2.40991-1.28875*ii, 3.16013e-187+1.6088e-186*ii, .334753-.227085*ii, -7.18212e-188-5.7457e-188*ii
.351881+.076299*ii, .167092-.0536249*ii, -.365352+1.24545*ii, -.147183+.724317*ii, -.371062+1.38351*ii, -.215629+1.13423*ii, 1.70433e-173-1.80966e-173*ii, -1.03778+1.53037*ii, -2.51613e-173-8.85826e-174*ii
.477085+.500487*ii, -.258112-.160814*ii, -2.00495+.616897*ii, -1.17809-.063688*ii, -1.4959-.189597*ii, -.534275+.165268*ii, 5.34666e-234-9.39596e-234*ii, 1.13074-1.302*ii, 5.66117e-234-2.30378e-233*ii
-.718719-.013488*ii, .125662+.0804247*ii, -1.49447+2.52483*ii, -.958773+.067611*ii, 2.11239-.596639*ii, 2.71361+1.23311*ii, 2.36421e-286-2.36421e-286*ii, .171391+4.91336*ii, -3.15228e-286-6.04188e-286*ii

component_2:
equations:
4*c2*r*mu-dp*r
dp*L+delP
c0+c2*Rad^2
.9978*r^3*delP-1.0012*r*Rad^2*delP+4.0073*r*u*L*mu
points:
48.2352+16.4636*ii, .0413584+.125037*ii, -12.6931-15.4047*ii, 15.324+13.7355*ii, 8.75492+17.6167*ii, -2.31827+39.5427*ii, -.0905425+.253583*ii, -35.3293+13.6929*ii, -5.05563+1.82398*ii
-1.10581+.028369*ii, 2.93602+1.98852*ii, .797924+.25031*ii, -.447733+.551338*ii, -.531816+.170639*ii, -.430007-1.62035*ii, 1.97884+1.91344*ii, .0564731-.0169347*ii, -1.10001-2.0221*ii
-.398156+.441133*ii, -.24539-.394926*ii, -1.07713-.267275*ii, .286883+.295944*ii, .903324+.679761*ii, -.329827+.401434*ii, -.335388-.604589*ii, .427729-.416083*ii, -.199664-.740861*ii
-.660731-1.39235*ii, .0329941-.464348*ii, -.097486-1.44862*ii, -1.50307-1.10358*ii, .462495+1.75976*ii, .908198-1.76405*ii, .429269-.490906*ii, .772295-.10736*ii, .752986+.573993*ii
-6.23313-1.89133*ii, -.148543+.184624*ii, -1.62031+4.27012*ii, -1.46709+3.84221*ii, 2.93412-4.34507*ii, -2.29057-2.54104*ii, .917534+.142921*ii, 4.58163-1.49218*ii, 2.09698-3.68641*ii
1.18037+.178225*ii, .300686+.317532*ii, -.482829-.605857*ii, -.440283-.915784*ii, .537558+1.56231*ii, .7315+.21569*ii, -.051473+.678748*ii, -.44128-.0377272*ii, -.436077+.296534*ii
.276774-.0347417*ii, 1.808-.048522*ii, .53398+.130853*ii, .0783794+.407924*ii, .0192433+.392248*ii, -.0088922+.0881744*ii, 1.81737+.522014*ii, .0732972+.0200606*ii, -.902131-.516553*ii
-.015164-.500218*ii, 1.09788+.651649*ii, .938746+.530182*ii, .972345+.000480*ii, -.548715-.301486*ii, 1.01807+.114745*ii, 1.18437+.465662*ii, .211063-.0045485*ii, -.864935-1.06507*ii
.665663-.812495*ii, -.467382+.770642*ii, 1.51436+.169152*ii, 1.11434-1.0598*ii, -1.07684-.07616*ii, 2.42296+.378525*ii, .205142+.177417*ii, -.177706-.383488*ii, -.280647-.303373*ii
.151518+.0583552*ii, -.179097-.0114848*ii, -.211828+.575999*ii, -.851345+.412085*ii, .940237+.143829*ii, .0444032+.17713*ii, .390094+.572596*ii, .243129-.819625*ii, .412447-.103402*ii
2.66654-.81302*ii, -1.92785-.550843*ii, -.289631+1.49135*ii, .775262-1.01986*ii, 1.13088-.333934*ii, 2.64041+2.46468*ii, -.773536+.295345*ii, -.0163641-.18872*ii, .216422+1.23915*ii
1.84684-6.04045*ii, -7.42825-.67642*ii, 1.13683-1.1077*ii, .438742-.975182*ii, .714132-.580382*ii, 6.88077+.805175*ii, -1.96786-3.27404*ii, -.0345789+.0404287*ii, 5.86377+1.54224*ii
-.510902+.348714*ii, -.105028-.0331361*ii, -.914979+.390447*ii, -3.35613-3.91076*ii, 1.03567+2.13167*ii, .777349-2.2644*ii, -1.48442+2.01893*ii, 1.7141-1.47018*ii, -.569925+2.42686*ii
.89506+.00903*ii, .0174341+.436925*ii, -1.76777-.768481*ii, 1.74782+.275194*ii, .986097+1.03664*ii, .527607+1.32216*ii, -.651101-.573601*ii, -.479306+.992358*ii, -.710196-1.51435*ii
