variable ordering: pp, pmu, Ev, Emu, Ep, pv, mp, mmu
-2.48591-.443715*ii, 1.72231+.735154*ii, .190198+.436725*ii, .728395+.670054*ii, .918593+1.10678*ii, 1.72231+.735154*ii, .993919+.0651*ii, -.484512+1.60595*ii
.136969+1.09743*ii, .462613+.360121*ii, .55952-.992359*ii, -.53773+1.18708*ii, .0217896+.194722*ii, .462613+.360121*ii, 1.00034-.82696*ii, .634882-1.26784*ii
-.968314+2.04653*ii, -1.06347+.578329*ii, -.771535+.685773*ii, -.252821+.509857*ii, -1.02436+1.19563*ii, -1.06347+.578329*ii, -.810648+.068473*ii, -.445456-1.09131*ii
-.591463+.212387*ii, .710129-.731096*ii, -.908761+.090911*ii, .703599-.795139*ii, -.205161-.704228*ii, .710129-.731096*ii, .0065297+.0640432*ii, .11608-.34706*ii
-4.59911+.020388*ii, -.473091-.993924*ii, -3.92337-1.10834*ii, .840095-1.31508*ii, -3.08327-2.42342*ii, -.473091-.993924*ii, -1.31319+.321157*ii, 1.20439-1.30773*ii
-1.025-.407202*ii, -.458739-1.52919*ii, .767637-.376113*ii, -.482627-1.3963*ii, .28501-1.77241*ii, -.458739-1.52919*ii, .0238879-.132892*ii, -.642734+.042954*ii
-2.04928+.085923*ii, 1.46202+1.42795*ii, .0830798-.0042208*ii, 2.13801+1.10939*ii, 2.22109+1.10517*ii, 1.46202+1.42795*ii, -.675995+.318561*ii, 1.80738+.157244*ii
-.50881+1.91729*ii, -1.24965-.126804*ii, -1.09836+.917853*ii, .80378+.116067*ii, -.294585+1.03392*ii, -1.24965-.126804*ii, -2.05343-.242871*ii, -.068033+.957902*ii
.979542+1.66628*ii, .306424-.267727*ii, 1.14472-1.11019*ii, .513765-.227327*ii, 1.65848-1.33751*ii, .306424-.267727*ii, -.20734-.0403998*ii, -.442961+.0784598*ii
-.380101-1.08002*ii, -.039246+.558092*ii, -1.55511+1.21753*ii, .666597-.852548*ii, -.888513+.364983*ii, -.039246+.558092*ii, -.705843+1.41064*ii, -.748529+.729969*ii
5.14442+.98516*ii, .687886+.984167*ii, 2.01108+1.16547*ii, -.370898+.637063*ii, 1.64018+1.80253*ii, .687886+.984167*ii, 1.05878+.347104*ii, 1.01679-.898196*ii
.791027+.34259*ii, -.536146+.200572*ii, .499783+4.62682*ii, .336691-.823417*ii, .836474+3.8034*ii, -.536146+.200572*ii, -.872838+1.02399*ii, -.18451+.91974*ii
1.35181+.018640*ii, .011456-.560777*ii, -1.05352-.5894*ii, 1.31975-.198207*ii, .266232-.787607*ii, .011456-.560777*ii, -1.30829-.362571*ii, -1.43128+.178273*ii
-2.08721+.411671*ii, -.755443+.488989*ii, .444928-1.50975*ii, .810866+.955489*ii, 1.25579-.554259*ii, -.755443+.488989*ii, -1.56631-.4665*ii, .942182+1.21439*ii
.920954+1.67538*ii, -.22514+2.10074*ii, 2.44333+1.72219*ii, .462104-.74347*ii, 2.90544+.978716*ii, -.22514+2.10074*ii, -.687244+2.84421*ii, -2.00683-.064480*ii
1.338-2.34796*ii, 1.51249+1.89799*ii, .0810533+.0826296*ii, 1.10809+1.5768*ii, 1.18914+1.65943*ii, 1.51249+1.89799*ii, .404399+.32119*ii, 1.07329-1.04673*ii
-1.41743-.44735*ii, -.356501-.129409*ii, .319488-.533311*ii, -.640585+.376094*ii, -.321097-.157217*ii, -.356501-.129409*ii, .284084-.505503*ii, -.614068+.467465*ii
-2.83305-1.46715*ii, .451268-.45926*ii, -.547798+1.46627*ii, .038782-1.00383*ii, -.509016+.462433*ii, .451268-.45926*ii, .412487+.544574*ii, -.166132-1.01316*ii
-5.06348-.610259*ii, -.592113+.371501*ii, 1.54004+.273391*ii, -.735247-.140907*ii, .804789+.132484*ii, -.592113+.371501*ii, .143133+.512409*ii, -.715861-.452005*ii
1.71277-.955421*ii, -.737765-1.45323*ii, 1.04569+.244195*ii, -.727899-.55427*ii, .317789-.310076*ii, -.737765-1.45323*ii, -.009866-.898963*ii, 1.41859-.471377*ii
-2.32983-1.73076*ii, .108607-.305687*ii, .252269+.838548*ii, -.185484+.301225*ii, .066785+1.13977*ii, .108607-.305687*ii, .294091-.606912*ii, .196534-.115363*ii
6.89636+6.15417*ii, 2.39923-1.66254*ii, -2.91146+9.41247*ii, -3.18103-1.67765*ii, -6.09249+7.73482*ii, 2.39923-1.66254*ii, 5.58027+.015116*ii, -3.42455-2.72312*ii
-1.13765-1.17933*ii, -.16188+.184254*ii, -.144226-.246296*ii, -.0772345-.203548*ii, -.22146-.449844*ii, -.16188+.184254*ii, -.0846459+.387803*ii, .18371+.247935*ii
1.73034-2.64916*ii, -1.40195-.471946*ii, -.404542-.663372*ii, -1.13234+.566725*ii, -1.53689-.096647*ii, -1.40195-.471946*ii, -.269605-1.03867*ii, .984817-1.32347*ii
1.1652+1.99195*ii, -.465432-.809973*ii, -.747567+.632833*ii, -.067656-.785582*ii, -.815222-.152749*ii, -.465432-.809973*ii, -.397776-.0243903*ii, .49864-.649442*ii
-.027871-.562864*ii, -.904179+.661121*ii, -.837892+.162543*ii, 1.10373-.883006*ii, .265841-.720463*ii, -.904179+.661121*ii, -2.00791+1.54413*ii, -.637952+.59069*ii
3.57986-.671235*ii, -1.25161+.587538*ii, -1.13445-4.36254*ii, 1.30976+1.53518*ii, .175316-2.82735*ii, -1.25161+.587538*ii, -2.56138-.947645*ii, 1.403+1.95731*ii
1.62386+3.6368*ii, 1.06916-.821949*ii, .0151647-.273247*ii, .471816-1.05272*ii, .48698-1.32597*ii, 1.06916-.821949*ii, .597349+.230775*ii, -.316933-1.20564*ii
.20879-.397933*ii, .50015-.33902*ii, -1.70531+1.61267*ii, .495762+.280612*ii, -1.20955+1.89328*ii, .50015-.33902*ii, .004388-.619632*ii, .570086+.541458*ii
-2.42471+5.78562*ii, 1.2621-.121374*ii, -4.54767+3.12626*ii, 2.48285-.166528*ii, -2.06482+2.95973*ii, 1.2621-.121374*ii, -1.22075+.045154*ii, 2.13856-.121707*ii
-.407065-1.4337*ii, -1.20825+.264355*ii, 2.83501+2.09892*ii, -1.27052-.906638*ii, 1.56449+1.19228*ii, -1.20825+.264355*ii, .062270+1.17099*ii, 1.09657+1.34173*ii
.934493-.591293*ii, .547852+.853115*ii, -.40285+1.59515*ii, -.0067416+.463136*ii, -.409591+2.05829*ii, .547852+.853115*ii, .554594+.389979*ii, .767487-.613044*ii
2.78859+1.08121*ii, -.330023-.301381*ii, -.191776+.416656*ii, -.740292-.044518*ii, -.932068+.372138*ii, -.330023-.301381*ii, .410269-.256863*ii, -.732267+.090823*ii
-2.36185+3.79496*ii, -.226292+.480137*ii, -.191931-2.16511*ii, 1.08653+.865824*ii, .894604-1.29929*ii, -.226292+.480137*ii, -1.31283-.385687*ii, 1.18236+.887548*ii
.926594-.076287*ii, -.596174-.085477*ii, .200701+.0069515*ii, .619844+.041504*ii, .820545+.048456*ii, -.596174-.085477*ii, -1.21602-.126981*ii, -.218431+.115519*ii
-2.44454-2.45913*ii, .750573-1.09645*ii, .081-.853721*ii, 1.09773-.733347*ii, 1.17872-1.58707*ii, .750573-1.09645*ii, -.347152-.363106*ii, -1.14293-.015709*ii
.911038-.41791*ii, .541504-.276867*ii, -.34797+.301147*ii, .199085+.0203029*ii, -.148885+.32145*ii, .541504-.276867*ii, .34242-.29717*ii, .298332+.516092*ii
-2.59356-1.83953*ii, -.941067+.440167*ii, .9469-1.42582*ii, -.963357+.184307*ii, -.016457-1.24151*ii, -.941067+.440167*ii, .0222896+.25586*ii, .598733+.39529*ii
.554814+1.64444*ii, -1.09724+.068489*ii, -.0993672-.164075*ii, -1.21818-.139154*ii, -1.31755-.303228*ii, -1.09724+.068489*ii, .120943+.207642*ii, .641096+.381632*ii
1.44435+.007268*ii, 1.43474+.082887*ii, -.0304998+.29787*ii, .103808+.432797*ii, .073308+.730667*ii, 1.43474+.082887*ii, 1.33093-.349909*ii, .049543-1.49352*ii
2.81739-8.15458*ii, -5.40441-2.44681*ii, .553477-3.71826*ii, -7.18586-2.16641*ii, -6.63238-5.88468*ii, -5.40441-2.44681*ii, 1.78145-.280396*ii, 4.89407+.478945*ii
.50893-10.8902*ii, 1.07374-.031809*ii, -3.94031-9.16902*ii, -2.74858+3.77654*ii, -6.68889-5.39248*ii, 1.07374-.031809*ii, 3.82232-3.80835*ii, -2.6716+3.87258*ii
-1.02594-6.89082*ii, -.646224+.398381*ii, 2.97084-1.34551*ii, -3.60765+.369483*ii, -.636817-.976026*ii, -.646224+.398381*ii, 2.96143+.028898*ii, -3.56522+.301672*ii
-.995442+.838238*ii, .390902+.164005*ii, .503813-.579782*ii, .604051+.626911*ii, 1.10786+.047128*ii, .390902+.164005*ii, -.213149-.462906*ii, -.496836-.63316*ii
1.71044+.397504*ii, -.434051+.527148*ii, .0869589+.253009*ii, .7659-.547748*ii, .852859-.294739*ii, -.434051+.527148*ii, -1.19995+1.0749*ii, -.675165+.282467*ii
-1.40957-.698163*ii, -1.12912-1.34595*ii, 1.00667+1.5493*ii, .366774-1.51918*ii, 1.37345+.030126*ii, -1.12912-1.34595*ii, -1.49589+.173225*ii, -1.18912+1.74662*ii
-.663114-1.08644*ii, .461609+.232072*ii, .403497+.960421*ii, -1.13192+1.18408*ii, -.728425+2.1445*ii, .461609+.232072*ii, 1.59353-.952003*ii, 1.14637-1.2626*ii
-.643413+1.60883*ii, .119079-.209684*ii, 1.38487-.250603*ii, .093766+.948038*ii, 1.47863+.697435*ii, .119079-.209684*ii, .025313-1.15772*ii, -.121723-.935421*ii
-1.45137+.196212*ii, -.421729-.299657*ii, -.575234+.953846*ii, .0910982+.477553*ii, -.484136+1.4314*ii, -.421729-.299657*ii, -.512827-.77721*ii, .144541-.573333*ii
.544467+2.00004*ii, -.0899789-.278335*ii, .697641+.469914*ii, .258306+.381312*ii, .955947+.851227*ii, -.0899789-.278335*ii, -.348285-.659648*ii, -.262577-.279731*ii
-1.92128-.151191*ii, .222559+.644624*ii, .439589+.0787802*ii, -.457264+.383526*ii, -.0176753+.462306*ii, .222559+.644624*ii, .679823+.261098*ii, .773307-.412306*ii
-.576515-.094565*ii, .128435+.782862*ii, -.366846-.113295*ii, .040321+.849416*ii, -.326525+.736121*ii, .128435+.782862*ii, .0881149-.0665536*ii, -.169854+.390326*ii
-.375075+4.09159*ii, -.637996+2.39571*ii, .57668-.434046*ii, -2.07467-1.16223*ii, -1.49799-1.59627*ii, -.637996+2.39571*ii, 1.43667+3.55793*ii, 3.14006+1.25465*ii
31.0164+13.0252*ii, 8.81301+6.25802*ii, 7.04256-15.3012*ii, 1.95133+7.97471*ii, 8.99389-7.32644*ii, 8.81301+6.25802*ii, 6.86169-1.71669*ii, 3.73668-10.5952*ii
.407137+2.15218*ii, -.088587-.674987*ii, -.311921-.0649384*ii, .394603-.315753*ii, .0826817-.380691*ii, -.088587-.674987*ii, -.483189-.359235*ii, .751033-.245517*ii
-.83178+2.09609*ii, -.289287+1.21385*ii, -.687252-3.42695*ii, -1.41215+.562426*ii, -2.0994-2.86452*ii, -.289287+1.21385*ii, 1.12286+.651426*ii, -1.76927+.25043*ii
-.229398-.437267*ii, .0156519-.117302*ii, -1.23825+1.1496*ii, .216915-.0327195*ii, -1.02134+1.11688*ii, .0156519-.117302*ii, -.201263-.0845825*ii, -.244864+.0214869*ii
-1.87536-.285735*ii, .042792+.848024*ii, .573243-.86481*ii, .138904+.987132*ii, .712148+.122322*ii, .042792+.848024*ii, -.0961121-.139108*ii, .192336+.524227*ii
.001642-1.7388*ii, -.1526+.652465*ii, .208172+.509359*ii, -.0794886-.417012*ii, .128683+.0923464*ii, -.1526+.652465*ii, -.073112+1.06948*ii, .542793+.244502*ii
1.98064+2.65618*ii, 1.00158-2.18237*ii, 1.12976-.012447*ii, .165625-2.33131*ii, 1.29539-2.34376*ii, 1.00158-2.18237*ii, .835958+.148944*ii, -1.07488-1.67433*ii
-.551673-.311837*ii, .786387+.293574*ii, -1.39027-2.50973*ii, -.462256+.428889*ii, -1.85252-2.08084*ii, .786387+.293574*ii, 1.24864-.135315*ii, -.496+.865159*ii
-7.98952+.415981*ii, -1.38818+6.1385*ii, 2.68599-2.02759*ii, -1.36824+2.06654*ii, 1.31775+.038944*ii, -1.38818+6.1385*ii, -.019940+4.07196*ii, 5.85669+.972191*ii
.209638+.727975*ii, .175629+.238109*ii, .633755+1.06994*ii, -.983415-.175573*ii, -.34966+.894372*ii, .175629+.238109*ii, 1.15904+.413682*ii, .98975+.132197*ii
.799418-.487384*ii, -.286447-.0562002*ii, -.116576+.995403*ii, .183566+.270365*ii, .066989+1.26577*ii, -.286447-.0562002*ii, -.470013-.326565*ii, .0940403+.356564*ii
1.42321+.183684*ii, 2.45264-.276275*ii, -2.89499+1.79529*ii, 1.13975-1.24046*ii, -1.75524+.554823*ii, 2.45264-.276275*ii, 1.31289+.964189*ii, .294124-2.50307*ii
.074725+2.3697*ii, .088918-.590082*ii, -.985233-.168358*ii, .919476-.4105*ii, -.065757-.578858*ii, .088918-.590082*ii, -.830558-.179581*ii, -1.0546+.308153*ii
-.239378-1.00661*ii, -.28695-.341989*ii, -.124502+.568052*ii, -.300391-.0275324*ii, -.424893+.540519*ii, -.28695-.341989*ii, .0134409-.314457*ii, -.413822+.217154*ii
-.598241+.907656*ii, .049164+.7574*ii, .510163+.329618*ii, .0567901+.378775*ii, .566953+.708392*ii, .049164+.7574*ii, -.007626+.378625*ii, .656936-.023939*ii
-1.46752+.006365*ii, .833135+.836852*ii, .600761-.237409*ii, -.468898+.95079*ii, .131862+.713381*ii, .833135+.836852*ii, 1.30203-.113938*ii, .923727-1.23742*ii
1.71933+1.75711*ii, -.504029+.403809*ii, -2.69475-.682427*ii, .404839-1.28585*ii, -2.28991-1.96828*ii, -.504029+.403809*ii, -.908869+1.68966*ii, .24743-1.2813*ii
.335915-2.19121*ii, -.0153326+.00114418*ii, .408669-.370298*ii, -.377185+.0653784*ii, .031484-.30492*ii, -.0153326+.00114418*ii, .361852-.0642342*ii, .376876-.0653854*ii

component_2:
equations:
-pmu+pv
-Ev-Emu+Ep
-pmu^2+Emu^2-mmu^2
2*pv*mp-mp^2+mmu^2
points:
3.06415-1.59421*ii, 2.06937+.518288*ii, 1.26995+.113234*ii, -2.57953-.023467*ii, -1.30958+.089767*ii, 2.06937+.518288*ii, -.510163+.494821*ii, -1.72716+.58593*ii
-.222424-.779626*ii, .848834-.182437*ii, -.100571-.307898*ii, .009245+.720691*ii, -.0913267+.412794*ii, .848834-.182437*ii, .858079+.538254*ii, -.145769-1.10806*ii
-1.66754+4.21106*ii, -2.65528-.20341*ii, -.838379+3.47617*ii, -.862218-1.26684*ii, -1.7006+2.20933*ii, -2.65528-.20341*ii, -3.5175-1.47025*ii, .196344+2.81232*ii
-.902675+.320424*ii, -.065068+1.10552*ii, 1.28118+.224707*ii, -.0490328-.418085*ii, 1.23215-.193378*ii, -.065068+1.10552*ii, -.114101+.687435*ii, -1.02648-.090049*ii
.686965+.677742*ii, -.043931+1.1399*ii, .234726+1.14234*ii, -.728171-1.38347*ii, -.493445-.241129*ii, -.043931+1.1399*ii, -.772102-.243569*ii, 1.00757+1.04953*ii
1.01-2.86587*ii, .832539-.664831*ii, -.171154-2.60304*ii, .551857+1.67234*ii, .380703-.930696*ii, .832539-.664831*ii, 1.3844+1.00751*ii, .802234+1.84035*ii
.151741+1.19076*ii, -.156286-.274378*ii, .50525-.830622*ii, -.150223-.302451*ii, .355028-1.13307*ii, -.156286-.274378*ii, -.306509-.576829*ii, -.0188205-.135668*ii
-1.83309-2.30899*ii, -.300828+.641768*ii, .137603+.274254*ii, .634944+.057474*ii, .772547+.331728*ii, -.300828+.641768*ii, .334116+.699242*ii, .887741+.258583*ii
-2.18758+2.15117*ii, .42601-.676724*ii, -.382078+.307355*ii, -.629811+1.0119*ii, -1.01189+1.31926*ii, .42601-.676724*ii, -.203801+.335176*ii, -.463905+.752341*ii
1.73725+.387978*ii, -1.47391-.325879*ii, -1.18748-.626662*ii, .626286+1.05669*ii, -.561191+.430027*ii, -1.47391-.325879*ii, -.847624+.73081*ii, .108406+1.67401*ii
-1.6475+2.20722*ii, -.003616+1.05649*ii, -2.4282-1.12926*ii, 1.62603+.371941*ii, -.802171-.757321*ii, -.003616+1.05649*ii, 1.62241+1.42843*ii, -1.92907-.315492*ii
-.092703+3.44449*ii, 3.31717-5.50751*ii, 6.36465-6.87645*ii, -4.46578+3.6428*ii, 1.89887-3.23365*ii, 3.31717-5.50751*ii, -1.14861-1.86471*ii, -5.11424-.391338*ii
1.31554+.78667*ii, .0179774+.492498*ii, -.588495-1.35516*ii, .552186+.54266*ii, -.036309-.812498*ii, .0179774+.492498*ii, .570164+1.03516*ii, -.665869-.436716*ii
-2.73331-.340034*ii, -.29273+.923593*ii, .962048+3.04812*ii, -.478332-1.68668*ii, .483716+1.36144*ii, -.29273+.923593*ii, -.771062-.763088*ii, .703589+1.53095*ii
.566878+1.37082*ii, .577774+1.16848*ii, .103039-.262798*ii, .417691-.227327*ii, .52073-.490124*ii, .577774+1.16848*ii, .995465+.941149*ii, -1.24076+.620639*ii
-.367941+1.06169*ii, .776583-.238183*ii, .343129+.214015*ii, -.365287+.209374*ii, -.0221579+.423389*ii, .776583-.238183*ii, .411296-.0288091*ii, -.156391-.693694*ii
-.096421-1.40936*ii, .18857-.0660256*ii, .333382-.553851*ii, .508165+.160702*ii, .841546-.39315*ii, .18857-.0660256*ii, .696735+.094676*ii, .488227+.192766*ii
-.298968+.599837*ii, -.878864-.264185*ii, -1.85734-.818446*ii, .760206+.204696*ii, -1.09714-.61375*ii, -.878864-.264185*ii, -.118659-.0594895*ii, -.172763+.443219*ii
-1.50691-.884668*ii, .400547+.629613*ii, -.929431-.34595*ii, .271889-.32343*ii, -.657542-.66938*ii, .400547+.629613*ii, .672436+.306183*ii, -.6767+.502625*ii
1.01788+.976109*ii, .918066+.719663*ii, .842771-.395442*ii, .265539+.699593*ii, 1.10831+.304151*ii, .918066+.719663*ii, 1.1836+1.41926*ii, .480941-.987499*ii
-1.40567-.201966*ii, -.341309+.567603*ii, -.855146-1.36532*ii, -.450728-.769835*ii, -1.30587-2.13515*ii, -.341309+.567603*ii, -.792038-.202232*ii, .675696+.800233*ii
6.63244-3.93375*ii, 2.58595-1.97642*ii, -.642135+1.11042*ii, 1.89467-2.71689*ii, 1.25253-1.60647*ii, 2.58595-1.97642*ii, 4.48061-4.69331*ii, -.01431+2.56375*ii
2.03321-3.56206*ii, 1.72037+2.51384*ii, -2.39325+.197932*ii, -.0097586+.20764*ii, -2.40301+.405572*ii, 1.72037+2.51384*ii, 1.71061+2.72148*ii, 2.5084-1.72491*ii
1.32523-.973501*ii, 1.01327+.556209*ii, 1.19985+.407168*ii, -.828323-.360422*ii, .371529+.0467458*ii, 1.01327+.556209*ii, .184943+.195787*ii, .44323-.597978*ii
-2.10101+.987085*ii, 1.1141-1.42666*ii, -.813683+.174835*ii, 1.36513-.631738*ii, .551447-.456903*ii, 1.1141-1.42666*ii, 2.47923-2.0584*ii, 1.57239+.462379*ii
-1.9322+.847183*ii, -2.05042-.645248*ii, 1.746+1.8256*ii, -.162431-1.73738*ii, 1.58357+.088219*ii, -2.05042-.645248*ii, -2.21285-2.38263*ii, .3952-2.63366*ii
-2.19244-.321277*ii, .485125-.449122*ii, -.353654+.264333*ii, .851841-.386833*ii, .498186-.1225*ii, .485125-.449122*ii, 1.33697-.835955*ii, .75129-.148598*ii
-3.82039+.468253*ii, 1.3893-.164663*ii, .323396+2.50049*ii, .480352-.949241*ii, .803748+1.55124*ii, 1.3893-.164663*ii, 1.86965-1.1139*ii, .141089-1.61036*ii
-1.93571-.200914*ii, -.531734+.585675*ii, 1.47869-.823241*ii, .351599-.255017*ii, 1.83029-1.07826*ii, -.531734+.585675*ii, -.180135+.330658*ii, .537602+.412497*ii
1.93477+.327706*ii, .392079-.48135*ii, .143792+.0776831*ii, -.838059-.447705*ii, -.694266-.370021*ii, .392079-.48135*ii, -.445979-.929054*ii, -.961268-.586652*ii
-1.74982-.289478*ii, -1.36518-1.17567*ii, 1.0096-.776488*ii, 1.45444+2.12906*ii, 2.46404+1.35257*ii, -1.36518-1.17567*ii, .089259+.953387*ii, .793959+1.87866*ii
-1.16761+.891978*ii, -.595565-.033101*ii, 1.57017-.453237*ii, .0341735+.479638*ii, 1.60434+.026401*ii, -.595565-.033101*ii, -.561391+.446537*ii, -.004353+.76322*ii
1.79108-1.0747*ii, .260746+.0412277*ii, -1.14953-.011732*ii, .984748-.557657*ii, -.164779-.569389*ii, .260746+.0412277*ii, 1.24549-.516429*ii, .964191-.580695*ii
-.979235+.930417*ii, 1.32818-.895922*ii, -.497666-.0858182*ii, -.934783+1.52666*ii, -1.43245+1.44084*ii, 1.32818-.895922*ii, .393398+.630741*ii, -.15178+1.56247*ii
-5.39122-2.74075*ii, -.711139-1.64567*ii, .647975-.805969*ii, -1.14245+1.30494*ii, -.49448+.498971*ii, -.711139-1.64567*ii, -1.85359-.340729*ii, 1.92676-1.38115*ii
1.87986+.051961*ii, .805334-.704956*ii, -.105453+.620091*ii, .005407+.645751*ii, -.100046+1.26584*ii, .805334-.704956*ii, .810741-.059205*ii, -.594782-.96038*ii
1.34285+1.97327*ii, .147079+.178478*ii, -.107365-1.62636*ii, .217428+1.56608*ii, .110063-.060275*ii, .147079+.178478*ii, .364507+1.74456*ii, .201363+1.56066*ii
2.32187-1.43469*ii, -.607729+1.10969*ii, -.443903+.250438*ii, -.285157+.753634*ii, -.72906+1.00407*ii, -.607729+1.10969*ii, -.892886+1.86333*ii, -.827085-.555551*ii
