variable ordering: ad, T, omega, theta, sintheta, d, g, L, j, Pii, Tj
1.03763-1.52412*ii, 1.23064-.788098*ii, -.112017-2.78449*ii, -1.0116-.481803*ii, .976219-2.30456*ii, 1.02385-.778351*ii, -.633494-.372339*ii, -.526268+1.02008*ii, -4.62453e-29+1.97635e-29*ii, -1.16615-1.66922*ii, -4.1336e-29+6.07677e-29*ii
1.93883+.451826*ii, -1.92147+.673978*ii, .778093-1.09114*ii, 1.21583-2.08151*ii, .745357+.701318*ii, -2.4245-.916185*ii, -.00986-.364478*ii, -.1791-1.06017*ii, -7.19923e-34-6.0352e-34*ii, -.379839+1.31051*ii, 1.79007e-33+6.74435e-34*ii
-6.52602-1.3577*ii, -7.00804-7.4333*ii, -5.99723-1.84838*ii, 5.50076+9.24507*ii, 25.1852-19.9188*ii, -24.7274+1.89424*ii, -3.97876-3.36903*ii, -1.024+2.06539*ii, 5.57659e-24+2.54293e-24*ii, 14.1447+28.7663*ii, -2.01786e-23-5.92734e-23*ii
-.147882+1.11815*ii, .50712+.792489*ii, .112528-3.11288*ii, .018817-1.10453*ii, -.615555+3.30213*ii, 1.45212+.431771*ii, -1.14297+2.86478*ii, -.368405+1.32098*ii, 7.42952e-22+3.44943e-22*ii, 1.262-.744714*ii, 1.03403e-22+7.63709e-22*ii
-3.03299-5.01435*ii, .53784+.159404*ii, -2.30529-3.18654*ii, -2.06535-.831789*ii, .785076+.238245*ii, -1.011+2.01343*ii, -1.14777-.099749*ii, .083372-1.00844*ii, -7.03972e-19+1.4021e-19*ii, -.365965-1.04066*ii, -4.00975e-19-3.68053e-20*ii
6.51704-3.59508*ii, 1.9944-3.64737*ii, -.569737+4.24908*ii, -.106439-1.1575*ii, -3.4992-2.61363*ii, -.571198-2.22301*ii, -5.04028+.131946*ii, 1.94942-.314214*ii, -1.12217e-33-1.62278e-33*ii, 7.18084+5.2762*ii, -8.15694e-33+8.5648e-34*ii
-.352564-.0760805*ii, -2.55764+.888571*ii, -2.34373-3.1176*ii, .186454+.0087176*ii, 2.93026-3.1104*ii, -.0576697+.346922*ii, -2.14309+1.07278*ii, -.221819+1.871*ii, 9.49096e-36+1.38161e-35*ii, 4.38232+2.94557*ii, -3.6551e-35-2.69032e-35*ii
-.502685-4.3183*ii, -2.51632+1.15172*ii, -4.9912-.574577*ii, .29673+.319031*ii, -1.66068-.707077*ii, 2.2842+1.79901*ii, -.219722+.100595*ii, 6.59397-1.02676*ii, 4.0616e-29-8.61099e-28*ii, 6.6106-2.15133*ii, 8.89545e-28+2.21358e-27*ii
.27577+.107533*ii, -1.92633+.262169*ii, -.390144+1.37618*ii, -.045387+.0565798*ii, .930153-.517475*ii, -.0179052+.120068*ii, .125543+.316292*ii, 1.44568-.843233*ii, 6.27224e-23+2.76861e-23*ii, .195377-1.37664*ii, -1.28083e-22-3.68888e-23*ii
1.78402-1.93334*ii, -6.49647+6.44848*ii, -.422478-.865592*ii, 10.123-.59086*ii, -1.85511+8.90137*ii, -5.54708-8.8021*ii, 4.75866+5.22546*ii, -.495529-.89844*ii, 5.62351e-23+7.4755e-24*ii, 4.16319+1.44947*ii, -4.13536e-22+3.14067e-22*ii
.344144+1.76126*ii, -2.06397-.79797*ii, -.627578+1.57915*ii, -.175155+.921085*ii, 1.26485-1.31336*ii, .58579-1.30985*ii, 2.81829+.057596*ii, -1.48916-.352797*ii, -4.40367e-24-3.35029e-24*ii, 1.27771-1.37926*ii, 6.41562e-24+1.04289e-23*ii
10.8568-6.75764*ii, .211186-1.46109*ii, 8.29599-1.53534*ii, -.80026-.679703*ii, 7.30894-12.2221*ii, -7.58778-5.30416*ii, 15.327+1.28148*ii, 8.77843-.82794*ii, 6.4218e-26+1.20053e-25*ii, -.245631-6.22271*ii, 1.8897e-25-6.84746e-26*ii
.941411-.583136*ii, -1.03346+3.10801*ii, .2095+.123494*ii, -.908963+.699687*ii, 1.63155+2.04154*ii, 1.6469-2.03938*ii, .943245-2.15063*ii, -2.22218+.533074*ii, -9.90174e-25-1.87977e-24*ii, -.300165+.261751*ii, 6.86564e-24-1.13481e-24*ii
-4.8871+10.7186*ii, -8.28428-1.63985*ii, -1.45835-11.6406*ii, .18824+11.3492*ii, 1.76297-39.1342*ii, -41.2963+22.3824*ii, 3.07464-18.0841*ii, 1.91128+3.67041*ii, 5.51795e-28+7.98308e-28*ii, -3.50377+49.4129*ii, -3.26212e-27-7.51827e-27*ii
4.40723-1.87069*ii, -1.55384+4.04292*ii, -.431012-1.03472*ii, -.202088-.0260713*ii, .317949+2.05459*ii, -.985933-.894744*ii, -1.3922-.149151*ii, 5.36069+3.73591*ii, 5.83709e-26+3.2697e-27*ii, 2.42652-.067377*ii, -1.03918e-25+2.30908e-25*ii
-2.86185+3.13388*ii, -.38799-8.0864*ii, -.327349-1.32342*ii, -4.0857-2.88451*ii, 2.74336+2.67446*ii, 3.19011+3.41531*ii, -6.50802-1.46562*ii, -.914926-.189979*ii, 1.26352e-25-1.49018e-25*ii, -5.28734+1.58027*ii, -1.25405e-24-9.63915e-25*ii
-2.63926+2.36701*ii, -.501805+1.92677*ii, -1.31419-1.82456*ii, .0134733+.264972*ii, 3.15247+4.58316*ii, -.302188+.820087*ii, -.276295-2.60885*ii, 3.02917+1.29448*ii, 9.70261e-22-2.98756e-22*ii, 2.08749-.808283*ii, 8.8752e-23+2.01939e-21*ii
-.925438-6.46017*ii, 1.27469-19.3104*ii, .054444+.611655*ii, 2.47407+.457919*ii, -4.11428+6.89057*ii, .054221+5.77952*ii, 5.72617-6.32623*ii, .43924+2.25474*ii, -8.25239e-30+1.6007e-30*ii, 5.94033-.135831*ii, 2.03908e-29+1.61397e-28*ii
-5.86644-2.57229*ii, 1.66333-.768831*ii, -5.39194-.284735*ii, 1.48386+2.08602*ii, .598868+1.04757*ii, -7.98814+4.27185*ii, 2.96198+.770078*ii, -.448948+3.51001*ii, 3.9744e-21-6.08374e-20*ii, -4.59374+1.83594*ii, -4.01629e-20-1.04248e-19*ii
-3.49349-20.503*ii, 14.5517+16.0521*ii, 1.04427+3.59675*ii, .993393-1.23673*ii, -13.7459+25.5074*ii, -6.13453-33.1855*ii, -8.06594-22.3804*ii, 13.8883-16.1159*ii, -8.56165e-32-2.65356e-31*ii, -21.2698+34.5509*ii, 3.01365e-30-5.23571e-30*ii
15.0823+7.2074*ii, -1.73987-2.00999*ii, 2.78081+20.8036*ii, 3.55282+12.805*ii, -1.92124+8.7202*ii, 8.32512-31.0949*ii, -44.1849+15.6722*ii, -2.08728-1.22928*ii, -3.56394e-29-5.60994e-29*ii, 18.4885-20.8926*ii, -5.07513e-29+1.69241e-28*ii
-3.25166-.442361*ii, -3.39952+1.31409*ii, -1.32755+2.19527*ii, .041362-.74245*ii, -3.31141-.252888*ii, 1.33473+1.28694*ii, 7.47668+.665166*ii, -1.62816+1.88844*ii, 9.04446e-31-3.39444e-31*ii, .814128-4.60369*ii, -2.62862e-30+2.34247e-30*ii
-.297479+.331911*ii, -.884147-.780612*ii, .002454-.632583*ii, .580394-.208702*ii, .722083-1.42805*ii, -.851186-.691681*ii, .0568786-.185477*ii, -.919178-1.52227*ii, -8.10349e-19-6.55092e-19*ii, -.247986+.27869*ii, 2.05094e-19+1.21177e-18*ii
1.35339+1.13711*ii, 3.03313-.507574*ii, -.654692-1.04522*ii, .335584-.0895804*ii, .0481175-.406704*ii, .760103+.927376*ii, -1.19935+1.12376*ii, 1.42575+3.14406*ii, 1.08904e-29+7.20436e-30*ii, -1.25814-1.41899*ii, 3.66886e-29+1.63241e-29*ii
-.856972-3.22021*ii, -.956338+.032007*ii, 3.46139-1.02316*ii, .136487-2.50251*ii, .186371-2.67522*ii, 1.88832-2.11703*ii, -1.38936+.762988*ii, .884485+.706329*ii, 4.59698e-21-2.90406e-21*ii, -1.63876+.544636*ii, -4.30331e-21+2.92439e-21*ii
-3.12386+2.5947*ii, 1.2003+2.76456*ii, -.51778+2.40533*ii, .873157-1.37289*ii, .696504-2.15525*ii, -4.02805-2.97522*ii, 3.42789-3.45737*ii, .214393-3.07034*ii, 1.65674e-20+2.17891e-21*ii, -3.63559+.72785*ii, 1.38622e-20+4.8417e-20*ii
1.98611-3.32914*ii, .656211+4.79003*ii, -.0799422+.344098*ii, -2.52527-.157868*ii, .002583-2.92757*ii, 5.02237-.340079*ii, -1.95168+.801784*ii, -1.97272+.257995*ii, -7.65981e-31+1.5222e-30*ii, -.850349-.078563*ii, -7.79403e-30-2.67019e-30*ii
2.16383-2.71757*ii, -.843599-1.65684*ii, -.526483-1.23216*ii, .544784+.368861*ii, -.124496+.760944*ii, -.879583+.272573*ii, 1.13004+.354439*ii, -.874767+1.09262*ii, -5.26557e-26+1.09767e-26*ii, -.798673+.955872*ii, 6.26069e-26+7.79822e-26*ii
-1.33871-1.02806*ii, 3.22246+1.75801*ii, 1.7518+1.16599*ii, 3.12688+2.88148*ii, -2.27864-1.41028*ii, -.658592+2.27896*ii, 1.49077-.907786*ii, .249302+.499093*ii, -7.10287e-25-9.84085e-25*ii, 1.79764+3.41852*ii, -5.58845e-25-4.41987e-24*ii
-2.26433+3.73831*ii, 1.22036-2.79467*ii, -1.56314-2.03616*ii, .403224-.124834*ii, -1.98539-3.46314*ii, -1.36778+1.81178*ii, 1.87973-3.30654*ii, -4.3648+3.14192*ii, 8.65848e-24+9.59375e-24*ii, -3.799+.941801*ii, 3.73778e-23-1.24897e-23*ii
-2.93185+2.26762*ii, .55438+2.28781*ii, 1.83351-.541228*ii, .121829+1.05711*ii, .431488-2.21918*ii, -1.38619-1.5633*ii, 2.63865+.630313*ii, -1.6086+1.12592*ii, 2.39809e-25+2.34545e-24*ii, 1.12734+1.94734*ii, -5.23299e-24+1.8489e-24*ii
1.57181-4.1621*ii, 4.63357-3.66071*ii, .875447-.164348*ii, -1.36955+.013363*ii, -2.96483-.150384*ii, .017683+3.48913*ii, 8.54596+1.02558*ii, .011946-2.54753*ii, -1.132e-31+2.1588e-33*ii, 1.72741-1.98313*ii, -5.16617e-31+4.24395e-31*ii
-.755176+3.42675*ii, .381509+1.82059*ii, -2.93841+1.87254*ii, -1.33377-1.10672*ii, -1.9654+2.26525*ii, 6.47858+2.82612*ii, -3.53166-.221443*ii, -3.91796+1.1321*ii, 7.09815e-36-1.4066e-36*ii, -2.26507-2.31762*ii, 5.26884e-36+1.23862e-35*ii
3.24581+1.70101*ii, -.932989+.836361*ii, -1.42106-1.3865*ii, 3.21417-1.55505*ii, .480757-.0031433*ii, -.715388-.837542*ii, -3.01969+1.22773*ii, -.0781987-.298412*ii, 7.10129e-28-2.6682e-29*ii, 1.24272+.052537*ii, -6.40226e-28+6.18818e-28*ii
18.6359+1.79184*ii, -1.72857+4.07001*ii, 2.91015-3.10641*ii, 9.56706+9.25356*ii, .658898-2.58798*ii, 11.1654-.69294*ii, 4.69455+1.65647*ii, .566773-.620631*ii, 2.68109e-37-2.15703e-37*ii, 3.80636+8.60698*ii, 4.1447e-37+1.46406e-36*ii
5.24225+2.1218*ii, -1.97371+.633775*ii, 1.46423+.28459*ii, .208835-.593092*ii, 1.87765-.664932*ii, -5.09625-1.56217*ii, -5.68108-3.19141*ii, -.34845-8.46999*ii, -2.36009e-26-4.19193e-26*ii, -1.53517+.183148*ii, 7.31488e-26+6.77792e-26*ii
-3.86713+3.29196*ii, -1.94522+3.14532*ii, -2.37973-.643514*ii, 2.3185+1.17053*ii, 3.92131-1.49205*ii, 2.24809-2.59249*ii, -4.68583-2.59223*ii, .322822-1.28115*ii, -4.30158e-34+9.13892e-35*ii, 3.32657-3.11662*ii, 5.49301e-34-1.53076e-33*ii
.225513-1.32455*ii, 1.08458-1.49237*ii, .459107+.744463*ii, -1.43453+.041593*ii, .226834+1.02883*ii, .057142-1.71893*ii, 1.18195-1.17985*ii, -.074513+1.19609*ii, -7.90048e-29-4.82149e-29*ii, .804475+.061136*ii, -1.57641e-28+6.56114e-29*ii
-1.45047+1.82189*ii, 1.43702+3.0251*ii, -1.22922-1.78326*ii, -2.4569-.362979*ii, -.618971-2.48823*ii, 2.43052+1.43905*ii, 5.72888+2.87752*ii, -1.05282-.430175*ii, 1.9614e-26-3.95536e-26*ii, 1.81406-3.14055*ii, 1.47839e-25+2.4951e-27*ii
-3.35039-6.36473*ii, -1.31563+2.0443*ii, 3.42958-4.81869*ii, .810008-.013799*ii, -5.24055+1.11472*ii, 1.21562+3.25198*ii, 1.19898+7.79216*ii, 1.43195+4.03914*ii, 7.08172e-23-4.91814e-22*ii, 2.66939+6.67535*ii, 9.12245e-22+7.91816e-22*ii
-.480035-1.40746*ii, .726642+.378831*ii, 2.35649+3.49212*ii, .0737956+.385359*ii, .775251-.222446*ii, .563956-.786986*ii, -2.54051-.496439*ii, -1.69964-1.78894*ii, -4.44955e-32+1.63616e-31*ii, .194698+1.71512*ii, -9.43151e-32+1.02034e-31*ii
1.29522+2.99223*ii, 2.05153+.441111*ii, -1.17526-2.00351*ii, 3.81152-5.28124*ii, -4.55974+8.13771*ii, -2.53631-3.84732*ii, 1.22944-.989055*ii, .251099-.66147*ii, -4.24243e-25-3.57111e-25*ii, -.763653-2.31435*ii, -7.12823e-25-9.19764e-25*ii
2.86658-.190269*ii, -3.30306+3.27412*ii, -.322393-.854675*ii, -.131545-.520582*ii, -1.0944-3.56196*ii, -1.26535-1.15249*ii, .0395669-.4324*ii, 2.6583-1.75891*ii, -1.05855e-27-1.51528e-27*ii, 1.9316+.883747*ii, 8.45768e-27+1.53924e-27*ii
-3.23876-.90152*ii, -2.67005-1.72655*ii, .418369+.766749*ii, .273047-2.73473*ii, -.692052+.662607*ii, -2.98842-2.67169*ii, -.52424-.642836*ii, .859278-1.17856*ii, 2.54083e-23-2.56569e-23*ii, .103381-1.3848*ii, -1.1214e-22+2.46367e-23*ii
1.89305-.559828*ii, .426754-.489347*ii, -1.13563-.139654*ii, .092048-.0233985*ii, -.667254+2.70335*ii, .138353+.0213526*ii, .314813-1.24409*ii, 1.35644+.576778*ii, 5.53914e-19+8.15378e-19*ii, -.276488+.24806*ii, 6.35388e-19+7.69101e-20*ii
2.04097+.714958*ii, -1.93647-3.43561*ii, 2.30334-.217169*ii, 3.30051-4.4803*ii, -1.00216+.302685*ii, 1.2113-1.91775*ii, 3.00694-2.99089*ii, .40657-.0291468*ii, 2.47093e-30+1.84775e-29*ii, -2.60322-3.74641*ii, 5.86965e-29-4.42702e-29*ii
.097393+1.02888*ii, 2.58892+2.09081*ii, -.978748-.986931*ii, -.152633-.417819*ii, .375434-.0329068*ii, -.566467+3.5562*ii, -.945433+2.229*ii, -7.07228-3.93933*ii, 5.65239e-38+1.59659e-37*ii, -.235208-2.30073*ii, -1.87481e-37+5.31525e-37*ii
-.520347-.158227*ii, -.74253-.120924*ii, 1.26359+.618279*ii, .042272-.894452*ii, -2.28667+1.79316*ii, 1.00109+1.37427*ii, -.846915+.041614*ii, -1.48024+1.18918*ii, 1.25059e-19-7.91172e-20*ii, -.431745-.305945*ii, -1.02427e-19+4.36242e-20*ii
1.67902-5.97846*ii, -3.2732-.580982*ii, 3.19804-2.62297*ii, .153467-.315197*ii, -2.2579-6.55855*ii, 3.13031-.813841*ii, -3.50704-.228613*ii, 5.99602+7.01184*ii, -7.81697e-23-2.99958e-22*ii, -5.99585+3.36375*ii, 8.1595e-23+1.02724e-21*ii
.650402-4.89623*ii, -.952112-2.89166*ii, -2.44302+1.70022*ii, .214676-4.57356*ii, 3.79205-.13256*ii, -4.06293+1.14381*ii, -3.96575-1.88007*ii, -.291148-.874687*ii, -1.0281e-31-1.60719e-29*ii, 3.62125+2.72279*ii, -4.63765e-29+1.55995e-29*ii
1.4246-2.14115*ii, .469246+.484907*ii, 3.57042+.321587*ii, 1.76509+3.39493*ii, 1.32175-.100457*ii, -1.2114-1.57252*ii, -4.52602+2.76156*ii, -.510673+.091316*ii, -1.49361e-17-1.05677e-17*ii, .759734+.941112*ii, -1.88439e-18-1.22015e-17*ii
.952189+2.47633*ii, .795781-1.40386*ii, -.216406+.221452*ii, -.616653+.304706*ii, 1.73598+.873059*ii, .485379-1.76608*ii, .389713-2.48021*ii, -1.7701+1.98932*ii, -1.82572e-22-4.82249e-23*ii, .0693374+.240015*ii, -2.12988e-22+2.17929e-22*ii
1.27271+.238975*ii, -.245485-.912432*ii, 1.77215-.271086*ii, -.395515+.284918*ii, -1.57415-.58451*ii, .0353391-.328115*ii, .064924-.583061*ii, -.452266+.503791*ii, 1.36094e-19-8.66238e-20*ii, -.341192-.775211*ii, -1.12447e-19-1.02912e-19*ii
2.06467+1.35722*ii, 1.93785-1.52099*ii, 1.31272-.059719*ii, -.715635-1.40007*ii, .370799+1.84768*ii, 1.30662-1.95638*ii, -4.56106-1.50962*ii, .729679+1.30622*ii, 1.07421e-19+4.7897e-20*ii, 1.22651-1.05618*ii, 2.81017e-19-7.05697e-20*ii
.0045891-.173273*ii, -1.44905+.64374*ii, -.586283+.077566*ii, -.491473+.328726*ii, 1.07455-1.23891*ii, .425113+.0973515*ii, .216393-.358542*ii, -.506082-.536578*ii, 9.6657e-19-8.19262e-18*ii, .399811-.244905*ii, 3.87331e-18+1.24937e-17*ii
.499163-.817389*ii, -1.34834-1.1812*ii, -.76852+.517628*ii, -.224366+.764276*ii, -.548124-1.85546*ii, .187091+.162707*ii, -.340702-1.05481*ii, .129837-.282911*ii, -2.95004e-27-3.06405e-26*ii, .823823+.104921*ii, -3.2215e-26+4.47983e-26*ii
3.48474-3.4083*ii, 4.23728+1.96364*ii, 2.39344+.491002*ii, .106769-.650653*ii, .252338-1.53728*ii, 2.76799+4.63653*ii, 1.69091+2.63025*ii, -6.25934+5.2813*ii, 2.86868e-21+7.98158e-22*ii, 4.58876+3.39017*ii, 1.05881e-20+9.01506e-21*ii
-3.39369-2.89142*ii, -2.65548+.943751*ii, .899829+.468824*ii, -1.23745-2.04098*ii, 4.41715+4.92516*ii, 10.5009+2.65747*ii, 1.9797-2.57259*ii, -3.23303+3.18484*ii, 7.93438e-28-2.01235e-28*ii, -1.41596-.197868*ii, -1.91704e-27+1.28318e-27*ii
-4.77613+.305535*ii, -.770641+.036203*ii, -7.85273+.650086*ii, .38859+3.32216*ii, -3.30263-2.19531*ii, 5.26622-2.74017*ii, -1.59771+6.59595*ii, -.630768-1.65896*ii, -1.55855e-18+5.3144e-20*ii, 3.01405-.392639*ii, 1.19916e-18-9.7379e-20*ii
-1.51651-3.58693*ii, .523962+2.83703*ii, -.339798+1.8978*ii, -1.35995+.873584*ii, 6.14638-2.53958*ii, -.399355+2.83204*ii, -1.9949+1.41605*ii, 1.15483-1.34063*ii, 2.82192e-25+1.31058e-24*ii, -2.78107+.015179*ii, -3.5703e-24+1.48728e-24*ii
-1.36363-.390414*ii, -.486535+1.08239*ii, -1.0534-2.92565*ii, .171661+4.09834*ii, -.059654+2.00378*ii, -2.32449-1.04008*ii, 1.32151+.646838*ii, -.27705+.555574*ii, -3.28337e-29+1.83658e-29*ii, 1.8396+.141621*ii, -3.90415e-30-4.44744e-29*ii
-2.80478-1.68135*ii, 1.31567+.444421*ii, .554797-.138964*ii, 2.08459+1.17278*ii, -.215077+.767448*ii, 1.01849+1.57949*ii, -.707224+2.03991*ii, .694908+.366747*ii, 8.22976e-20+2.09726e-19*ii, .395843+.0318669*ii, 1.50696e-20+3.12504e-19*ii
2.14496+.675031*ii, -.210293+.241838*ii, -1.2258-4.37704*ii, -1.10848+2.1952*ii, -.634585+3.89244*ii, 3.67292+2.9897*ii, -1.97421-.095584*ii, .411998-1.88121*ii, -2.03738e-18+2.41219e-18*ii, .658157+.312007*ii, -1.54912e-19-9.99981e-19*ii
2.40246+.251995*ii, -1.12472+1.06379*ii, -1.85512+1.08152*ii, .332665-.638593*ii, .95946-1.89891*ii, .134692-.357227*ii, -3.5098-.405644*ii, .526418-.063309*ii, -1.70732e-29-1.05619e-28*ii, .467994-1.59494*ii, 1.31559e-28+1.0063e-28*ii
.043444-2.58474*ii, -.366495-.383212*ii, -2.12278-.841905*ii, .163304-.895325*ii, -.0185317-.198166*ii, -.563822+.411602*ii, .353402+.301868*ii, -.556086-.528312*ii, -1.09052e-19-1.27474e-20*ii, .227679+.561013*ii, 3.50819e-20+4.64617e-20*ii
2.50381+.70908*ii, .474587+.428976*ii, 1.01755+5.71797*ii, -.424512-.332079*ii, -2.06019-1.36577*ii, -.508972+1.42169*ii, -.504668-3.42256*ii, -.881444-2.65947*ii, 1.85739e-18-1.65108e-18*ii, -.984981+1.57509*ii, 1.58977e-18+1.3195e-20*ii
-1.98685+1.10495*ii, 1.52009-.715706*ii, 1.09659-.202429*ii, -.925054-1.48493*ii, .741851+1.02149*ii, .598301-1.13297*ii, .66751-.932417*ii, .368837+.632685*ii, -7.99846e-34+9.93122e-34*ii, .761018-.546273*ii, -5.05056e-34+2.08209e-33*ii
2.49382+.378273*ii, 1.0014+1.26506*ii, 3.82132-1.13612*ii, 2.25499-3.17446*ii, 1.63511+.367839*ii, -.786008+2.16886*ii, 3.49617-.168234*ii, -.570987+.157999*ii, 3.78433e-34-3.88805e-34*ii, 2.63197+1.84824*ii, 8.70825e-34+8.9390e-35*ii
1.11278+.007439*ii, -.566324+.524559*ii, .552941-1.29414*ii, .157826+.144854*ii, .209577-.633469*ii, .348575+.181997*ii, .247329+.23254*ii, 1.77324-.474348*ii, 3.11565e-20+4.33776e-20*ii, .182855+.511476*ii, -4.03988e-20-8.22235e-21*ii
-1.64466-2.43039*ii, -.349179-1.14027*ii, .346771+.668989*ii, -.100543-.689522*ii, -.469377-.0411847*ii, .897618-.719467*ii, 1.77855+.416452*ii, .835835+1.42368*ii, 3.09575e-20-2.5157e-20*ii, .32087-.314504*ii, -3.94954e-20-2.65155e-20*ii
