variable ordering: ad, T, omega, theta, sintheta, d, g, L, j, Pii, Tj
1.77042+1.97886*ii, 5.6218e-22-3.55999e-22*ii, -.810577+1.17364*ii, -.406525+2.94625*ii, .132467+.784794*ii, -3.70167+4.6809*ii, 2.82188-1.7796*ii, -6.66479-1.65504*ii, -8.57998-3.84403*ii, -1.8937e-23+4.74181e-22*ii, -6.19196e-21+8.93431e-22*ii
.198125-.0518716*ii, -6.66515e-24-1.56047e-24*ii, -.144846+1.45902*ii, -1.62443+.347845*ii, 1.80793+.615607*ii, .198623+.43503*ii, .0894468-.0591482*ii, .385975-.675584*ii, 1.12775+1.25287*ii, 1.62109e-24-4.74927e-24*ii, -5.56158e-24-1.01104e-23*ii
1.98675-.819534*ii, -3.31431e-25+5.61033e-25*ii, -.39692+.505259*ii, 1.75654-1.117*ii, .954453-.032189*ii, -1.71373-.040844*ii, 2.10812-.787547*ii, -.438526+.870347*ii, -.53489+.319475*ii, -7.59577e-26-1.95072e-25*ii, -1.9571e-27-4.05975e-25*ii
-3.80744-.187024*ii, -1.41655e-22-4.70214e-22*ii, 1.4455-2.44298*ii, .092159+5.69009*ii, -2.18249+.653146*ii, -1.00689-1.61312*ii, 1.5776+.557817*ii, -1.45241-1.08765*ii, 1.52439+5.2403*ii, -6.76743e-22-1.66816e-22*ii, 2.24812e-21-1.45911e-21*ii
4.98219-.641476*ii, -4.8704e-30-9.6576e-29*ii, -.400644+2.59445*ii, 3.09745+2.31226*ii, -.557572+2.05037*ii, -.711711-1.68631*ii, -.906595-2.18336*ii, 2.33648-.602307*ii, -4.34458-1.45057*ii, 1.26256e-28+1.30283e-29*ii, -1.18931e-28+4.26647e-28*ii
.332098-3.51946*ii, 2.59275e-24-2.19188e-24*ii, 3.75137-2.18331*ii, 3.5387-.947591*ii, 3.31091+1.76818*ii, 2.6849+.529197*ii, -.363662-.868774*ii, -1.92659-2.13686*ii, .139493-5.76773*ii, 2.47042e-24-6.94166e-24*ii, -1.22805e-23-1.526e-23*ii
-.129677+1.3663*ii, -1.43475e-23-3.75917e-23*ii, 1.00001+2.13998*ii, .786353+1.97094*ii, 1.01303+2.00883*ii, 1.82648-.948599*ii, .516295+.324915*ii, .089291-4.33805*ii, -1.36833-2.34798*ii, 3.3049e-23-3.41478e-23*ii, -6.86325e-23+8.51256e-23*ii
-3.14403+.996676*ii, 7.57751e-27+2.18061e-27*ii, .00509297+.0578039*ii, 1.72662-.128239*ii, .554185-1.0174*ii, -.2893+2.87112*ii, -2.05361-1.97165*ii, .668492-.247032*ii, 3.64742+.782674*ii, -4.37279e-29+2.24558e-28*ii, 2.59317e-26+1.38843e-26*ii
.47523+.118278*ii, -4.23144e-24-5.51247e-24*ii, .174423+.722909*ii, .380385-.28944*ii, .394853+.176472*ii, 2.12227-.535743*ii, 1.11477-.198674*ii, .441762+1.47639*ii, -.822462+.107618*ii, 1.62347e-24-2.01022e-24*ii, 4.07344e-24+4.07842e-24*ii
.757233-.926976*ii, -6.23852e-24-5.80292e-25*ii, .166746-.033048*ii, -1.55238+2.11953*ii, -.79365-.710416*ii, -.778238+1.48834*ii, .050734+1.12258*ii, -2.22754+.018653*ii, .884591-2.10126*ii, -5.29714e-25+5.47046e-26*ii, -6.73788e-24+1.25954e-23*ii
-.508391+.125586*ii, 2.24581e-19-2.88088e-19*ii, 1.28962+1.30131*ii, -1.11622+1.53338*ii, -.496414-.934145*ii, .275408+.982108*ii, .120688-.480096*ii, -.345654+.0255969*ii, .405027+.620037*ii, 3.32258e-19-3.9637e-20*ii, 2.69586e-19+2.25653e-20*ii
-1.51264-1.34933*ii, 1.73529e-24+2.54528e-23*ii, -.241439-.0945806*ii, -.212827+1.31948*ii, -.405253+2.43567*ii, -.778188+1.08593*ii, -.438518+.693999*ii, 1.90134-.071897*ii, 1.70154-.646618*ii, 9.94187e-25-3.15471e-24*ii, 1.94109e-23+4.2187e-23*ii
-.376983-.326236*ii, 1.03738e-28+1.16439e-28*ii, -.856243+1.53935*ii, .058594-1.96526*ii, -.195234-.233407*ii, .013829-2.52991*ii, 1.61721-.262411*ii, 1.69547-.537295*ii, 1.0414+2.66979*ii, -1.34032e-28+2.99944e-29*ii, -2.02834e-28+3.98217e-28*ii
.428512-1.29456*ii, 2.44145e-24-3.40998e-24*ii, -1.84331-1.86373*ii, -.552663-.469853*ii, 1.28521+2.80169*ii, .889066+2.45251*ii, -.323773-.30147*ii, -.0715701-.497461*ii, -1.11269-.371066*ii, -5.42781e-24+8.67719e-25*ii, -3.9819e-24+2.8883e-24*ii
-2.12903+2.01046*ii, -2.65772e-29+4.48647e-29*ii, 1.56027-.748053*ii, -5.10419+1.92876*ii, -2.6912-2.93043*ii, -3.91181+1.11*ii, -.010225-.735915*ii, -4.11237-1.20129*ii, 1.23812+.597395*ii, -3.95322e-30+4.49411e-29*ii, -5.97077e-29+3.96709e-29*ii
1.10991+1.07723*ii, -3.07132e-19+7.23918e-20*ii, -.499263-.145877*ii, .159226-.0034482*ii, -.724627+.556119*ii, 1.60597-.294436*ii, -.245937-1.67535*ii, -.216821-.412949*ii, -.153818-.835646*ii, 8.19499e-20+4.3304e-21*ii, 1.07736e-19+2.45518e-19*ii
.38772+9.1901*ii, -4.24238e-39-4.70764e-40*ii, -3.17477-1.52912*ii, -7.25496+10.6615*ii, 2.18313+.953129*ii, -1.87997+11.6698*ii, 1.6928+3.47054*ii, -10.2618-2.23339*ii, 8.02014-11.847*ii, 6.37435e-39+3.99083e-39*ii, -3.96016e-38+4.64838e-38*ii
4.92182+3.13636*ii, 7.7013e-27+4.93096e-26*ii, -3.02771-2.31014*ii, -3.82784-.660423*ii, .305847+1.72234*ii, -1.15653-.865087*ii, 2.25726-2.4568*ii, -1.09582-.56755*ii, -1.3559+1.01785*ii, 4.52973e-26-8.35431e-26*ii, -6.06321e-26-5.90199e-26*ii
-.057127+.992625*ii, 3.6906e-23-1.00808e-21*ii, 1.74199-1.0045*ii, -.226406+1.50632*ii, .325032-.412037*ii, -.70003+.333246*ii, -1.55242+1.08596*ii, 1.64147+.25771*ii, .043606-4.32091*ii, -4.74159e-22-8.96562e-22*ii, -4.35419e-21-2.03425e-22*ii
.632309-.200123*ii, 1.83385e-29-1.34591e-29*ii, 1.38724+.750814*ii, -.470738+.718033*ii, -.217191-.312499*ii, 3.69632-1.97963*ii, -.516433+1.66447*ii, 1.23416+.831079*ii, .620687+1.12811*ii, 1.77726e-29-2.45112e-30*ii, 2.65658e-29+1.23339e-29*ii
-1.38073+.243793*ii, 1.00875e-21-5.8454e-23*ii, 1.30902+.38058*ii, -.178524-.0651332*ii, .497592+1.03072*ii, -2.36988+.403804*ii, -.332647+1.17899*ii, -1.63231-.931148*ii, -.053329-.780941*ii, 6.71357e-22+1.53696e-22*ii, -9.94447e-23-7.84655e-22*ii
.821615+.321589*ii, -7.29221e-39+2.7356e-39*ii, 1.53422-1.45158*ii, -.605645+.330519*ii, -.893157-.004017*ii, 1.49979-.269491*ii, -.921501-.355913*ii, -1.20625+.696863*ii, .020183-1.3876*ii, -3.60846e-39+7.3911e-39*ii, 3.64874e-39+1.01739e-38*ii
.364042+.248786*ii, -6.26792e-23+1.07413e-22*ii, .015586-.015643*ii, .0481253-.290747*ii, .94316-.046244*ii, -3.60103+.425271*ii, .372153+.282026*ii, -1.53028+1.87623*ii, .563985-3.24689*ii, 3.5167e-25+1.32731e-24*ii, 3.13407e-22+2.64092e-22*ii
-6.94994-3.96581*ii, -9.14133e-25+4.18702e-25*ii, -5.478-8.2489*ii, 7.81694+7.91343*ii, 2.91573-1.76771*ii, 4.87439-.691001*ii, -1.13998-2.05128*ii, -1.89548+7.94071*ii, 6.57106+9.24765*ii, 4.23073e-24+2.62347e-24*ii, -9.87883e-24-5.70226e-24*ii
1.77296-1.41814*ii, -1.18589e-24-2.1467e-25*ii, 1.74662-.918118*ii, .883487+1.55698*ii, .147172-1.56188*ii, -1.54053-.732818*ii, 1.006+1.04036*ii, .791393-.659542*ii, .376456-1.51782*ii, -1.1342e-24+3.5692e-25*ii, -7.72267e-25+1.71915e-24*ii
-.369277+.0160229*ii, 1.46863e-24-3.24682e-24*ii, -1.02307-.139175*ii, 1.29621-.419786*ii, .555856+1.08709*ii, -1.69708+1.96711*ii, -.126008+.275261*ii, -.947783+.652212*ii, .0276853-.450918*ii, -9.77191e-25+1.55866e-24*ii, -1.42339e-24-7.52122e-25*ii
-.0112318+.352395*ii, -1.47076e-26+1.52843e-26*ii, .623977-.130607*ii, .129144+.886905*ii, -.152074-.398301*ii, -1.07606-.172768*ii, -.762782-.319433*ii, -.222564-1.99222*ii, .798411+.980649*ii, -3.5905e-27+5.729e-27*ii, -2.67313e-26-2.21986e-27*ii
-.826343-.203391*ii, -6.02632e-25-1.30578e-24*ii, -.971197+.871476*ii, -.0275+.649761*ii, .110367-1.07905*ii, -2.14859-.532255*ii, .109023-.776955*ii, .643296+.402202*ii, -1.62816-1.96985*ii, 8.61614e-25+3.71493e-25*ii, -1.591e-24+3.31311e-24*ii
-.735556-.404435*ii, -3.62611e-22-8.16944e-22*ii, -3.9495+.606341*ii, 2.54929+1.37541*ii, -.156171+.11051*ii, -3.08949+.152951*ii, 1.91735+3.94646*ii, -3.57197-2.0893*ii, -1.90895-2.54795*ii, 9.63738e-22+1.50332e-21*ii, -1.38933e-21+2.48342e-21*ii
.585142+2.04054*ii, 2.25897e-24-2.31029e-24*ii, .05065-.849311*ii, 2.22045-4.10343*ii, -.191114-1.20926*ii, 2.59348+1.30644*ii, -1.72092+.211906*ii, -2.89511+5.33579*ii, 1.11064-1.2495*ii, -9.23871e-25-1.01779e-24*ii, -3.77797e-25-5.38849e-24*ii
4.75214+4.44767*ii, -1.1769e-29+4.03171e-29*ii, -1.54721+2.0913*ii, 5.43437+2.05738*ii, -5.54083+3.69034*ii, -.373403-2.1085*ii, -.22377-.951745*ii, -5.66445-1.97129*ii, 2.34582-2.67512*ii, -3.30531e-29-4.34958e-29*ii, 8.02453e-29+1.2606e-28*ii
-.970167+.898502*ii, 3.63911e-27+2.19975e-27*ii, 2.48419+.061232*ii, -.420131+1.31312*ii, -.518634-.611291*ii, -1.76783-2.16062*ii, -.071709-1.64792*ii, -.967513+.749404*ii, -1.41477-.324501*ii, 4.45278e-27+2.84372e-27*ii, -4.43467e-27-4.29303e-27*ii
.626291-.887933*ii, -1.27272e-25-1.93195e-25*ii, 1.78783+.248595*ii, 1.07308+.099597*ii, -.067724-.725326*ii, -1.96114+1.68163*ii, 1.13368+.969313*ii, -3.32264+1.0403*ii, -.7422-1.63072*ii, -8.97571e-26-1.8852e-25*ii, -2.20586e-25+3.50935e-25*ii
-.189986+1.01074*ii, 1.46392e-21-1.6578e-21*ii, -.0834878+.136989*ii, -.283636-.717668*ii, -.713+.027457*ii, -.0943544+.263268*ii, .320574-1.40524*ii, 2.61984+1.16811*ii, -1.19468+1.10721*ii, 5.24404e-23+1.69473e-22*ii, 8.6623e-23+3.6014e-21*ii
2.61675+.884951*ii, 2.11375e-20-1.30308e-20*ii, 1.61126+2.54497*ii, 1.85933-3.02891*ii, -3.33261+2.62281*ii, -3.18659+2.531*ii, -.355819-.545578*ii, -3.044-1.27681*ii, .312232+1.13403*ii, 3.36105e-20+1.63992e-20*ii, 2.13771e-20+1.99019e-20*ii
-.42997-.189193*ii, -9.26375e-31-6.15787e-31*ii, 1.94456-2.77216*ii, -.900796+3.84483*ii, -.2808-.699385*ii, -.294618-2.26977*ii, .445528-.435906*ii, -.429165+.381459*ii, .174294+2.75353*ii, -1.75423e-30+6.85315e-31*ii, 1.53413e-30-2.65813e-30*ii
-9.60616+7.56922*ii, 2.73738e-30+7.45789e-31*ii, -6.94672-8.15488*ii, -8.00697-7.30669*ii, 1.90653+.596247*ii, -.954624-6.32514*ii, -3.45865+5.0518*ii, -2.91544-1.03177*ii, -4.18923-.411629*ii, -6.46699e-30-1.37519e-29*ii, -1.11605e-29-4.25107e-30*ii
1.18927-3.81572*ii, -3.91896e-22+4.49245e-22*ii, 1.75112-.094372*ii, .731057-.081932*ii, 1.05351+1.02931*ii, -2.62334-.973525*ii, -1.23292-2.41731*ii, 1.02093+2.17971*ii, -.85767-2.77139*ii, -3.21931e-22+4.11834e-22*ii, 1.58115e-21+7.0079e-22*ii
.211405+3.84887*ii, 3.6545e-27+1.083e-25*ii, -3.69898-3.00659*ii, -4.95829-.271259*ii, -.240902-4.07008*ii, -3.79937-8.7384*ii, -.94541-.004016*ii, -2.80983-2.45271*ii, -2.74829+3.78869*ii, 1.56047e-25-2.05793e-25*ii, -4.20356e-25-2.83792e-25*ii
.778751+.275771*ii, 4.50664e-23-1.18313e-22*ii, -.204485-.162583*ii, -.418368-.0016825*ii, 1.44826+1.97464*ii, -.63593+.99093*ii, .278885-.189833*ii, .788535-.504769*ii, .959218+.508469*ii, -1.42255e-23+8.43308e-24*ii, 1.03387e-22-9.05729e-23*ii
.437198-.299958*ii, -8.05363e-22+8.18182e-22*ii, -1.8854+.131346*ii, -1.01279+1.67848*ii, .0046178-.145609*ii, -.761895+.348402*ii, 2.15308+2.93426*ii, -.297425-.446422*ii, .301938-.496701*ii, 7.05482e-22-8.24189e-22*ii, 1.63221e-22+6.47065e-22*ii
-.702595+1.09729*ii, -5.48631e-27+3.68575e-28*ii, -.376459-1.27224*ii, .797625+.315862*ii, .228073-.899692*ii, -.792295+1.22143*ii, -1.332-.443266*ii, -1.53348-4.96872*ii, -.805675+.772445*ii, 1.26714e-27+3.42058e-27*ii, 4.13548e-27-4.53482e-27*ii
3.81987+1.73371*ii, 2.45328e-24-9.06632e-24*ii, 3.42107-.863279*ii, .7907-2.87269*ii, 1.32905-1.47479*ii, 2.39185+.205437*ii, .639358+2.01394*ii, -2.63387-1.57269*ii, -2.32684+4.71879*ii, 2.8304e-25-1.65672e-23*ii, 3.70736e-23+3.26724e-23*ii
-.061140-1.05839*ii, -8.2909e-22-4.01326e-22*ii, -.0209061+.315392*ii, -.894775-2.32101*ii, 1.60221-.701516*ii, .635255+.097221*ii, .210682-.568337*ii, -1.77607-3.92123*ii, -1.05596-2.20235*ii, 7.1954e-23-1.26549e-22*ii, -8.373e-24+2.24973e-21*ii
1.32016-3.79577*ii, -3.44093e-23+1.97314e-23*ii, 3.55021-.587957*ii, -4.43552-2.30592*ii, 1.0395+1.14881*ii, 2.14835+1.36728*ii, -1.24496-2.27566*ii, -3.3917+2.31628*ii, 2.40792+.055613*ii, -5.52795e-23+4.51409e-23*ii, -8.3952e-23+4.55981e-23*ii
-.362465-.935246*ii, 1.36061e-21-1.85745e-21*ii, .685731-.484686*ii, -.293666-.803552*ii, .297572-.489364*ii, -.757582+2.48579*ii, 1.06643-1.38916*ii, .675932+.243378*ii, -1.69458-2.1221*ii, 1.6367e-23-9.66592e-22*ii, -6.24738e-21+2.60239e-22*ii
.0952767+.282345*ii, 7.93806e-18+5.79215e-18*ii, -.152363-.177872*ii, 1.06126-.37468*ii, -.930308+.103072*ii, -.559386+.045515*ii, -.0679547-.311025*ii, .98765+.952079*ii, -.358764-.0499975*ii, -8.96e-20-1.14723e-18*ii, -2.5583e-18-2.4749e-18*ii
-.394259-3.84951*ii, -1.35793e-22+5.87557e-22*ii, .703498+.399597*ii, -1.25675-4.98973*ii, 1.16987+.298517*ii, 1.4028+1.25339*ii, -1.10472-3.00864*ii, 2.53213-.739927*ii, -.179728+1.18591*ii, -1.65158e-22+1.79541e-22*ii, -6.72381e-22-2.66638e-22*ii
.708226-2.81356*ii, -1.57281e-31+5.2832e-32*ii, 1.98534-.679936*ii, -.404895+1.34309*ii, -2.18288-.727397*ii, 1.71933+.393133*ii, .094559+1.25741*ii, -1.12625+1.26077*ii, .085867+1.75247*ii, -1.38167e-31+1.05915e-31*ii, -1.06092e-31-2.71093e-31*ii
.452392+3.49332*ii, -7.96223e-26+3.53069e-26*ii, -2.99485-2.34355*ii, -1.18423-2.58813*ii, -2.99123+2.4133*ii, -2.28164-.89174*ii, .479113-.781307*ii, -1.96966-2.25124*ii, -3.0623+5.59383*ii, 1.606e-25+4.04301e-26*ii, 4.63261e-26-5.53514e-25*ii
.686115-.224188*ii, -7.03951e-36+2.68141e-35*ii, 2.40731+3.0841*ii, 3.31718-2.3066*ii, 1.35509+.880073*ii, 1.84384-3.67916*ii, .280545-.347644*ii, 1.88478-.15623*ii, -.179902+2.11495*ii, -4.98218e-35+2.14196e-35*ii, -5.54441e-35-1.97122e-35*ii
5.18921+3.43298*ii, -2.51635e-22-1.60492e-22*ii, .345043-.892162*ii, 1.33853+3.39313*ii, .875383-3.14804*ii, -2.41132+1.1208*ii, -.586768+1.81156*ii, 4.74519-.346441*ii, 2.04883-2.14375*ii, -1.15005e-22+8.45614e-23*ii, -8.59614e-22+2.10622e-22*ii
.615417-.8255*ii, 8.4969e-21+9.21778e-20*ii, .137039-.809774*ii, -1.24492+.131514*ii, -.899404-.208647*ii, -.519223-1.2179*ii, -.447258+1.02159*ii, -1.2831-.88328*ii, .663954+1.69661*ii, 3.79038e-20+2.87569e-21*ii, -1.50748e-19+7.56178e-20*ii
-2.21647+.75687*ii, 1.82211e-25-2.57175e-26*ii, -.042392-2.91389*ii, -1.05324+.119298*ii, -2.77947+.646071*ii, -1.00471+1.99352*ii, .816619-.082489*ii, -3.78703-1.30661*ii, .135002+4.05184*ii, -4.13311e-26-2.64926e-25*ii, 1.28802e-25+7.34817e-25*ii
-.575166+3.81464*ii, -1.83305e-30-3.58142e-30*ii, -.376343-.117292*ii, 3.91654+.365972*ii, -.667716-2.05142*ii, .2892-.0618809*ii, -1.59887-.800789*ii, 7.83843-.109464*ii, .346019+1.52095*ii, 1.34891e-31+7.81422e-31*ii, 4.81289e-30-4.02721e-30*ii
1.4932-.520673*ii, -4.84352e-21-6.06001e-21*ii, -.707138-1.49896*ii, .642268+.996095*ii, .2187-1.27827*ii, -.0130507-.477214*ii, .589912+1.06721*ii, .369825+.145788*ii, -.386364+.187603*ii, -2.82933e-21+5.77275e-21*ii, 3.00824e-21+1.43271e-21*ii
-1.0319-.734192*ii, -1.86064e-24+1.38523e-24*ii, -1.72769-.914424*ii, .287141+1.14994*ii, -.527792-1.43737*ii, -.309449+.401834*ii, .682393-.467337*ii, -1.81091-.584408*ii, -.784952-.364345*ii, 2.24065e-24-3.45917e-25*ii, 1.96522e-24-4.09424e-25*ii
-1.75503-.665952*ii, 2.41822e-21+5.12523e-22*ii, -1.58353+2.2722*ii, 2.52051-.269511*ii, -.005567-.640511*ii, .848908+2.67389*ii, 1.06345-2.7308*ii, -1.17641-3.08203*ii, 1.31948-3.05286*ii, -2.49695e-21+2.34154e-21*ii, 4.75546e-21-6.70623e-21*ii
-2.07696-5.46661*ii, -1.25416e-20-8.82429e-20*ii, -2.4043+2.63353*ii, -1.13003+3.00646*ii, .354634+3.07688*ii, .476751-1.69805*ii, -1.83016+.464083*ii, 3.94241+.090584*ii, 2.07068+2.96727*ii, 1.31272e-19+8.95668e-20*ii, 2.35871e-19-2.19937e-19*ii
.154477-3.09461*ii, -1.99462e-25-2.72879e-25*ii, .462263-.77624*ii, -.348082+.546784*ii, .50538+1.94765*ii, .431251+2.77224*ii, -1.46938-.46059*ii, 2.42959+5.96211*ii, -1.62647+.64718*ii, -1.52012e-25+1.43443e-26*ii, 5.01021e-25+3.14742e-25*ii
.834005-.21369*ii, 5.65274e-36+3.63487e-35*ii, .082983-1.02881*ii, -.0893496-.180537*ii, 1.26295+.130716*ii, -.380502+3.06735*ii, .636039-.235031*ii, .055961+.722196*ii, -.857405-1.07365*ii, 1.89325e-35-1.39965e-36*ii, 3.41791e-35-3.72346e-35*ii
-3.57154+.777932*ii, 2.26242e-21+1.71611e-21*ii, 1.24172+.656542*ii, -.251761+.555672*ii, -1.24404-.483715*ii, -1.71799+1.61058*ii, 2.28266-1.51288*ii, -.960418+2.00343*ii, 3.05377-.338837*ii, 8.41294e-22+1.80815e-21*ii, 7.49037e-21+4.474e-21*ii
-2.92286+3.90455*ii, 2.85924e-25-1.53003e-25*ii, 5.22051-.463287*ii, -2.14982-3.03058*ii, .662529+1.76358*ii, -2.49977+1.31711*ii, 1.39456+2.18124*ii, -5.2414+.678075*ii, 2.00116+2.44586*ii, 7.10892e-25-4.6561e-25*ii, 9.46405e-25+3.93144e-25*ii
.001333-2.43241*ii, -7.80769e-20-1.72685e-19*ii, 2.46265-.703801*ii, 1.0652-4.62791*ii, -.298709+1.41417*ii, 1.12879-.292431*ii, -1.64675+.346893*ii, -.745213-.16955*ii, -2.43085-.400973*ii, -1.56906e-19-1.85156e-19*ii, 1.20551e-19+4.51078e-19*ii
-.028938-.608489*ii, -3.24715e-19+1.57531e-20*ii, -.961328+.943728*ii, 1.20795-.333045*ii, 1.28653-.474158*ii, -.584745+.049*ii, .133666-.423705*ii, -1.83969-2.19522*ii, 1.26718-.603104*ii, 1.48646e-19-1.60793e-19*ii, -4.01971e-19+2.15799e-19*ii
.263015+2.07738*ii, 4.56641e-22+9.14048e-22*ii, -.135992-3.04233*ii, 6.34572-1.61334*ii, 2.0063-3.05626*ii, .127709+3.70714*ii, -.435534+.371967*ii, -1.85316-3.04287*ii, 2.18879+.069000*ii, 1.35937e-21-7.56777e-22*ii, 9.36423e-22+2.03217e-21*ii
-.303362+.218083*ii, 8.68602e-28+5.14475e-27*ii, .505408-.37882*ii, 1.45955+.235774*ii, .12944+.494536*ii, -.795386+.126987*ii, .262447+.68212*ii, -.636533-.296664*ii, .81283-.625179*ii, 1.19397e-27+1.13558e-27*ii, 3.92241e-27+3.63877e-27*ii
