variable ordering: c0, c2, dp, r, Rad, u, L, mu, delP
.922049+.6241*ii, 3.77329-2.03919*ii, -.185347+1.07208*ii, -1.11042-.847946*ii, .856959+1.62955*ii, .793204-.200515*ii, -2.54718e-129+9.01658e-130*ii, 2.90306-1.09075*ii, 3.60663e-130+2.5021e-129*ii
-.329305+.298527*ii, -1.37642+.211076*ii, -.161896+1.80253*ii, .165659-1.50706*ii, .777215-.56788*ii, -.357673-2.35661*ii, 3.32801e-122+6.24002e-123*ii, .905084-.132096*ii, -6.05092e-123-6.05092e-122*ii
.481844+.90135*ii, -.328047-.502183*ii, 1.90942-.252418*ii, -.255517-.685009*ii, -.129591-.408774*ii, .74505-1.17381*ii, 4.77334e-153+7.45834e-153*ii, .549463-1.59329*ii, -4.77334e-153-9.52528e-153*ii
-4.02671-.755509*ii, .387407-.668069*ii, -2.54531-1.6006*ii, -.895316-.915651*ii, 1.39971+1.1216*ii, -1.60019-.296977*ii, 1.25673e-88-1.96364e-88*ii, 3.10233-.093983*ii, 3.456e-88-6.28364e-89*ii
1.87223-1.23222*ii, -2.39801-1.91295*ii, 1.56127-2.89522*ii, -6.82265-4.0346*ii, -3.46133-4.06847*ii, -3.17143-.125829*ii, 1.36315e-118+2.78827e-119*ii, -3.78741+4.56063*ii, -3.84161e-118+2.47846e-118*ii
-2.38832-3.09565*ii, -1.39805+1.6516*ii, -1.53072+2.42978*ii, .612053+1.30758*ii, -1.09394+3.38037*ii, 2.38415-.31012*ii, 5.91713e-131, -.350232+.291071*ii, 4.50829e-131-1.35249e-130*ii
-.2752-.429323*ii, -1.33768+.027817*ii, -1.07195+.835631*ii, -1.69863-.681282*ii, -.748978-.385234*ii, .68281-.686672*ii, -2.98334e-154-4.77334e-153*ii, -.359977+.290759*ii, -1.79e-153-1.67813e-153*ii
-.168289+.291994*ii, .676294-.451718*ii, -.219588-.630337*ii, 1.22588+.824062*ii, 3.02285+.356927*ii, 1.04403+.04746*ii, 2.42885e-100-7.50085e-101*ii, .635949+.526726*ii, 1.25014e-100+7.85804e-101*ii
.082784+1.50571*ii, .27774+1.67929*ii, -.120586+.765972*ii, 1.58585-1.38044*ii, -4.11143+.840143*ii, -1.49649-.013665*ii, 4.6434e-135+4.6434e-135*ii, .998631+1.97605*ii, 2.75164e-135-3.43955e-135*ii
.648288+2.47441*ii, -.006263-1.56922*ii, -.240508-.146339*ii, 1.9009+1.01272*ii, -1.06864+.236637*ii, .698195+.549122*ii, 4.50829e-131+3.87431e-131*ii, -.805669-.350882*ii, 2.25415e-131
-1.29502+.357908*ii, -.930792-.095876*ii, .443255+.608808*ii, -.31172+.321291*ii, -.427494-1.3549*ii, .177391+.100556*ii, 6.94813e-32-2.72843e-32*ii, 1.03091+.188231*ii, -1.61875e-32-1.23319e-32*ii
1.73285-1.1486*ii, -.779506+1.02113*ii, -2.16505-.28385*ii, -.189819-1.09523*ii, -.132042+.556946*ii, -.160087+1.06602*ii, -1.40884e-132-1.76105e-132*ii, .29097+.781157*ii, -2.46547e-132-5.63536e-132*ii
-1.18991+.740327*ii, 1.33646+.228805*ii, 1.8728-.759088*ii, -1.33028-.321064*ii, -2.22016+1.98012*ii, 3.268+1.37077*ii, -1.78592e-102-5.35775e-102*ii, .428179-.397374*ii, 4.5495e-103+7.14367e-102*ii
-.0650739-.317587*ii, -.493275-.191014*ii, 2.73622-1.02097*ii, -.634607-.769532*ii, -1.12335-.002009*ii, -.325598+.695517*ii, -2.01536e-138*ii, -.0393765-.228507*ii, 2.68715e-138+1.07486e-137*ii
.636324-1.79636*ii, -.584619-1.45299*ii, .612417+1.98752*ii, -1.88713-1.53788*ii, -1.19821+.077198*ii, 1.2567-.604877*ii, -3.17243e-117+5.9483e-117*ii, -.217172+1.28141*ii, 1.03104e-116
-.731391+.351724*ii, -.788693-.828105*ii, -.609659-1.26257*ii, -.780058+1.40785*ii, .455112-.0056948*ii, 2.01714+.132937*ii, -6.87911e-136+1.20384e-135*ii, -2.19273-.540865*ii, -1.89175e-135+3.43955e-136*ii
-.009685+.550339*ii, .132856+1.34422*ii, .015743+.532396*ii, -2.06372+.28591*ii, -.093839-1.39132*ii, 1.34177+.528291*ii, -1.922e-144-6.40667e-145*ii, -.256+.866549*ii, -3.20333e-145+6.40667e-145*ii
.344189-1.41963*ii, 1.4752-.338158*ii, -.665968-1.18156*ii, -.414211+.581293*ii, .783141-.510707*ii, .786806+1.34288*ii, 8.37149e-104-9.06911e-104*ii, 1.98512+.690263*ii, 1.1162e-103+2.7905e-104*ii
.009573-.934266*ii, 1.15186+1.61792*ii, -1.41182+.492017*ii, .282289+.554521*ii, -.921801-1.13908*ii, -.2153+1.58751*ii, 1.0126e-132-2.20131e-133*ii, .647031-.941483*ii, 1.05663e-132-1.05663e-132*ii
-.322923+1.12888*ii, -.424874+.814669*ii, .490492+.506707*ii, -.30024+.454781*ii, .975591+.839622*ii, -.150297-.0885737*ii, 8.63617e-78*ii, 1.13273-.908489*ii, 3.77832e-77+8.63617e-78*ii
-1.96163+1.64867*ii, 1.2432+.706017*ii, -.074271+1.08942*ii, -.781348-.87793*ii, -.285944-.207212*ii, -.506033-.196468*ii, -9.7758e-150+9.7758e-150*ii, -1.77525-.732362*ii, 2.93274e-149*ii
-5.95372+.150529*ii, 8.41165+3.38203*ii, 5.14266-7.9275*ii, -7.64641-5.60924*ii, -7.61086-1.1769*ii, -1.30998-1.27955*ii, -1.07486e-136-3.65452e-136*ii, 2.42387-3.62836*ii, 7.73899e-136-8.59888e-136*ii
-.904476-.793085*ii, -2.06008+3.09121*ii, -.555796-2.18876*ii, .661289-.729116*ii, -.903921+.547417*ii, -1.31754-2.71301*ii, 1.05581e-161*ii, -1.05406+1.88746*ii, -6.66828e-161+3.55641e-161*ii
-.85867-.549105*ii, -.240615+.0688917*ii, .42283-.447495*ii, .235678+.921541*ii, .195464-1.57486*ii, 1.44965+.509825*ii, 8.25493e-135-6.8791e-136*ii, .891094-1.83408*ii, -5.50328e-135
.836199+.409012*ii, -.0704452-.470621*ii, .128372+.916729*ii, -1.01613-.099194*ii, -.583966+1.25048*ii, -.153562+.0966459*ii, 1.76421e-91+6.13637e-92*ii, 1.24393-.337165*ii, 2.87642e-92-9.20455e-92*ii
-.362332+.369311*ii, .195879-.117711*ii, -1.12177+.338011*ii, .299267+.394623*ii, -.265443+.162183*ii, .763369+.28882*ii, -2.42037e-121+9.68148e-122*ii, -.238993-1.17789*ii, -1.9363e-121+9.68148e-122*ii
.588691+.754665*ii, .104933+3.43129*ii, 1.11726+4.55911*ii, -2.95509+.38594*ii, 1.6578+1.81762*ii, -.891667-.523572*ii, -1.66707e-161+8.89103e-162*ii, 2.56236-1.5575*ii, 1.77821e-161
-.313354-.0488236*ii, -.608547-1.41626*ii, -.640729+.244793*ii, .127544-1.09836*ii, -.611664+1.60481*ii, .115271+.788575*ii, -4.55762e-120-9.29422e-120*ii, -1.33533-1.12142*ii, 1.3841e-120-1.23923e-119*ii
-.908744-.124851*ii, .149162-1.43706*ii, .193752-1.39089*ii, -1.46022-.047919*ii, 1.65224+.274295*ii, -.0949654-.140812*ii, 1.89754e-102-1.45106e-102*ii, 1.17196+1.43931*ii, 1.78592e-102+2.7905e-102*ii
-.015596+.976883*ii, -1.24794-.771998*ii, .078413-.89929*ii, -1.17288+.312321*ii, 1.98423-1.65855*ii, -.196404+.687881*ii, 1.87695e-147+7.03857e-148*ii, .625612+.151892*ii, -1.72054e-147-6.25651e-148*ii
-1.45454-.035293*ii, .394004-1.6166*ii, -1.52114+1.82537*ii, -.051523+1.77723*ii, -3.5754-.52852*ii, 1.61979-1.32161*ii, -1.12707e-131-1.40884e-131*ii, -.0450362-.315945*ii, -1.97238e-131-1.79627e-131*ii
1.28225+.528576*ii, 3.30278-.419178*ii, -1.76546-3.29632*ii, .324264+1.14644*ii, -1.58772-.6604*ii, .806965-.667489*ii, 8.25493e-135+7.15427e-134*ii, 1.10559+2.65693*ii, -8.80525e-134+9.90591e-134*ii
-.968947-.87159*ii, 1.6623+.671146*ii, -.151553+1.46731*ii, .752186-2.34095*ii, -.922645-.514596*ii, .091187-1.14988*ii, -3.77018e-88-3.456e-88*ii, -.213296-1.09136*ii, -5.65528e-88+1.88509e-88*ii
1.78024+.702331*ii, -1.61215+.667069*ii, 1.05446-2.66742*ii, .223491+.0101975*ii, -1.97554-.324836*ii, -.165705-.343311*ii, -1.80577e-135-1.71978e-136*ii, .025572-1.05713*ii, 1.03187e-135-3.70272e-135*ii
.268584-.126815*ii, -.843751+.419577*ii, -.368508+.657298*ii, .33544-.293387*ii, -1.1289+.746737*ii, .261319-.0442972*ii, -1.14133e-31-1.0825e-31*ii, .539659-.852516*ii, -6.5319e-32+2.31698e-32*ii
-1.31031-.973259*ii, 5.18895-3.23862*ii, .421233+4.92466*ii, 1.761-.828689*ii, -.324702-2.67582*ii, -.857841-1.66904*ii, 6.31161e-130+3.49393e-130*ii, 1.53112-.412146*ii, 8.34034e-130-2.16398e-129*ii
-.17357+3.04838*ii, -1.45507-.310576*ii, .093991+2.84521*ii, 4.12077-1.87824*ii, .229045+1.11077*ii, -.068726+2.93981*ii, 4.0174e-133+1.05663e-132*ii, .167636+2.01775*ii, 2.81768e-132+3.5221e-133*ii
-.113756+.811602*ii, -1.15428+1.20985*ii, -.353509-.425582*ii, .427328+.726276*ii, .116317+.0629776*ii, .315127-.264868*ii, -1.53477e-103-2.7905e-104*ii, .859228+.490657*ii, -1.39525e-104-8.37149e-104*ii
-1.11801+.339542*ii, .182695+.117797*ii, -1.50075+3.16352*ii, -1.211+.589727*ii, -.398046+2.48193*ii, -.238635-4.84876*ii, -1.03505e-171+7.7629e-171*ii, -.68749+.917614*ii, 2.89815e-170+1.24206e-170*ii
2.04481-2.69521*ii, -1.40872-2.84657*ii, -.795231+1.08562*ii, -2.67356+.239573*ii, -.188166-3.57626*ii, 1.54434+.781471*ii, -4.43183e-126+7.38638e-126*ii, -.397393-1.57706*ii, 1.47728e-126*ii
6.28332+2.81782*ii, .672171+.476465*ii, -6.28935-2.46818*ii, 2.01143+.647373*ii, 2.25793+.81934*ii, .858068+2.63092*ii, 8.94284e-135-6.87911e-135*ii, -3.62801-4.01985*ii, 4.40263e-134-2.20131e-134*ii
1.14986-2.73199*ii, -.263556+1.73842*ii, 2.8388+2.03113*ii, 3.17577-.295461*ii, -.6531-.738681*ii, .029844+1.1494*ii, -2.91737e-162+2.77845e-163*ii, -3.70846-1.84495*ii, 9.37726e-162+5.5569e-163*ii
-.440831-.0866374*ii, -.0017873+.238973*ii, .100597+.0474859*ii, -1.4084+.79216*ii, 1.1913+.567334*ii, -.759686-.374767*ii, 2.70497e-130-9.01658e-131*ii, .735808-.69484*ii, 1.01437e-130+1.69061e-130*ii
1.3792-.583702*ii, .505844+2.19838*ii, 1.10236+.166534*ii, .616605-.506803*ii, .83501+1.47383*ii, .35316-.333035*ii, -7.77877e-62-1.1182e-61*ii, -.137529+1.76082*ii, 5.83408e-62+1.75022e-61*ii
-2.57387+1.45208*ii, -2.46125+2.09349*ii, -1.58974+.877984*ii, -1.60241-.493984*ii, -.773064-.426928*ii, 4.30932+2.86185*ii, 7.24949e-118-4.95692e-119*ii, 1.35964-.314303*ii, 1.33837e-117-3.46984e-118*ii
-1.32814-1.75432*ii, -2.52728+4.01378*ii, 3.24218-5.93496*ii, 2.49613-4.19874*ii, -3.31149-1.63812*ii, 3.15149+9.55128*ii, 4.14333e-100+7.85804e-100*ii, -5.52136-8.61453*ii, -4.91485e-99-4.57195e-100*ii
-.0681049-.28029*ii, -1.03721+1.29654*ii, -2.36774+1.08968*ii, 1.07366-.180166*ii, -.522191-.011061*ii, .342156-.41128*ii, 9.68578e-133+5.28315e-133*ii, -.276894+.647516*ii, 2.81768e-132+1.05663e-132*ii
-1.19125-.836673*ii, -.486466-.397352*ii, -1.73324-.452901*ii, -.742726+.040178*ii, .273704+1.5558*ii, -1.7489-.011783*ii, 2.32356e-120-1.13273e-119*ii, .604537-.702076*ii, 6.97067e-120-1.51999e-119*ii
-.050874+1.82547*ii, .409635+.704778*ii, .896719-.867107*ii, -.291465+.573429*ii, 1.53738-2.06417*ii, .597959+.888311*ii, -1.72585e-92-3.83523e-93*ii, 1.83239+1.09714*ii, -1.79776e-92*ii
1.22374-1.66332*ii, .123745-1.14977*ii, -1.41731+.626486*ii, .447522-1.32601*ii, 1.41475-2.77728*ii, .368772-3.44529*ii, -5.84724e-135-6.8791e-136*ii, -.858591+2.46046*ii, -8.59888e-135+4.12746e-135*ii
.653137-.876379*ii, -1.49944+.25529*ii, -.168958-.966164*ii, -1.21371+.22988*ii, -2.01195+.274854*ii, .217579+1.44498*ii, -3.83205e-130-1.12707e-130*ii, 1.40432-1.30003*ii, -2.25415e-131-4.50829e-130*ii
2.50136-.533273*ii, 3.40837-.949311*ii, -4.71356-.838418*ii, 2.54736-1.45495*ii, .361737+2.01839*ii, .06309+1.36883*ii, -5.91713e-131-4.93094e-131*ii, -.002533+1.14503*ii, -7.18509e-131-3.0431e-130*ii
-1.54442-2.0213*ii, .99306+.764671*ii, -.702968+.059206*ii, .190675-.144083*ii, -1.24039+.579131*ii, .232181+.0312491*ii, 2.27595e-31+6.6501e-33*ii, .584611-.916365*ii, 1.37475e-31+8.1014e-33*ii
.319098-.533975*ii, 1.77122-.720585*ii, .455918+.309508*ii, .935363+.796784*ii, -1.32742-2.24163*ii, .061532-1.73875*ii, -5.28315e-133-4.62276e-133*ii, 2.0828+.663329*ii, 1.76105e-133+7.92473e-133*ii
-.231021+1.14623*ii, .298458-.431227*ii, .011984-1.14605*ii, -.861762+.891776*ii, 1.283+.501094*ii, -.140363+.380139*ii, 6.33978e-132+9.86189e-132*ii, .759527-.664712*ii, -9.86189e-132+1.05663e-132*ii
.825472-.450251*ii, -2.07126+1.5299*ii, -1.17929+.255315*ii, -.598754+1.33286*ii, -.471132+1.09956*ii, -.903293-.926174*ii, 1.51152e-138-2.01536e-138*ii, .102088+.889456*ii, 6.71788e-139-2.01536e-138*ii
.0729905-.24824*ii, -3.05291+.135142*ii, -1.99136-1.3969*ii, .355456+1.60844*ii, .695809-.123703*ii, .3196-3.21336*ii, 2.68715e-138+1.34358e-137*ii, 1.20364-.141454*ii, 1.34358e-137*ii
-1.31251+3.90332*ii, .70034-.226428*ii, .191353+1.18016*ii, 1.20407+.907636*ii, -.881719-.391248*ii, -.026310-.951326*ii, -7.14367e-101*ii, .884654+.189588*ii, -5.71494e-101-2.1431e-101*ii
-1.20184+2.87628*ii, -1.09732+.860527*ii, -1.45162+.17371*ii, .808945+1.36738*ii, .320553+.927863*ii, -2.10778-1.89857*ii, 7.93107e-117+4.12416e-116*ii, -1.46232-2.91554*ii, -9.51728e-117+2.2207e-116*ii
.0210799+.265358*ii, -.349764+.391541*ii, .732566+1.73817*ii, -.000712-.74571*ii, -.081676-.814814*ii, -1.16961-.166476*ii, 6.54023e-106-7.63026e-106*ii, .784992+1.13213*ii, -9.81034e-106-1.09004e-105*ii
.799441-.082439*ii, -.394661-.911203*ii, -.039904-1.03315*ii, 1.12142-.569776*ii, .075268-.530325*ii, -.311021-1.22535*ii, -1.10796e-125-2.95455e-126*ii, .626777-.061434*ii, -1.18182e-125*ii
1.7023+.071072*ii, .194097+.940391*ii, 2.45176-.744418*ii, .366089+.308214*ii, -.460037+1.33144*ii, -.147856+.762005*ii, -8.92218e-140-4.19867e-140*ii, 1.81493+1.75871*ii, 1.99437e-139+5.37955e-140*ii
.14145-.924557*ii, -1.61541+.734726*ii, .824143-1.02268*ii, .979678-.611433*ii, 1.0409-1.1861*ii, -.823456-.807707*ii, 1.55807e-127+9.23298e-128*ii, .877508+1.02557*ii, -1.8466e-127-2.30824e-128*ii
-.736035+.876691*ii, -.187785-.382323*ii, -.231076-.492237*ii, -1.03626-.223587*ii, 1.54715+.201753*ii, -.991372+1.62085*ii, -5.5569e-163, .504211-.409371*ii, 1.7291e-164+2.77845e-163*ii
1.17817-.21969*ii, 1.38917+2.54191*ii, -.900703-.803658*ii, -.888786-.403921*ii, .361819-1.29912*ii, -.944888-.713025*ii, -4.50829e-131-2.25415e-131*ii, -1.09946+.139534*ii, 6.76244e-131+1.69061e-130*ii
-.123049+1.00011*ii, .682272-.670427*ii, -.850098-.172102*ii, .192388+.323834*ii, .071992+1.27614*ii, .678584-1.06899*ii, -4.8879e-149-4.8879e-149*ii, -.670924-1.02024*ii, -5.86548e-149-4.39911e-149*ii
1.6095-1.77271*ii, 1.30853-.791021*ii, 3.36867-.747039*ii, 2.80689+.343279*ii, -.432428-.0122468*ii, .537239+.774448*ii, -7.26111e-122+4.5987e-121*ii, 1.32818+.256194*ii, -6.29296e-121-1.9363e-120*ii
.190372+.720293*ii, .816105+1.90998*ii, -1.47347+2.02117*ii, -.332774+.523073*ii, -.117107-.878233*ii, 4.47306-.619943*ii, -1.71978e-136-9.45877e-136*ii, -1.36445+1.04948*ii, -1.5478e-135-2.06373e-135*ii
-.283225+.315276*ii, -2.44493-.993043*ii, .406695+1.67768*ii, .0524951+.194523*ii, -1.18599+1.08548*ii, -1.70548+.830965*ii, 1.91552e-60-2.17806e-60*ii, -.284741-.407245*ii, -3.73381e-60-2.37252e-60*ii
1.35814+1.05415*ii, -.369063+.499788*ii, -.0586467+.121257*ii, .690654+.931416*ii, -1.68022-.761125*ii, .63879-.588654*ii, -7.21326e-130+7.21326e-130*ii, -.618048+.369652*ii, -1.53282e-129+3.24597e-129*ii
-2.05304+.049836*ii, -1.35972+.236058*ii, -.627615+.579254*ii, .22072+.709138*ii, 1.44553-.818487*ii, .203326-.761248*ii, 1.6388e-157+1.59327e-158*ii, .825388+2.27177*ii, 1.09253e-157-5.91787e-158*ii
.779006+.211995*ii, -3.18846+.574397*ii, -1.63273-1.37167*ii, .667414-1.16825*ii, -2.86612-2.80844*ii, 5.13051-.899323*ii, 3.5221e-133+3.08184e-133*ii, -3.7465+1.36226*ii, -8.80525e-133+1.28496e-132*ii
-.334077-.336149*ii, -.108491-1.47749*ii, .0101115-.0930153*ii, -.582454+.198712*ii, -.470372-.5668*ii, .259893-.0063115*ii, 2.10586e-32-4.2592e-32*ii, -1.95009+.351346*ii, -1.97996e-34-1.48094e-33*ii
.65681+.950302*ii, .32322-2.31687*ii, 1.02397+1.46778*ii, .923544-1.21228*ii, -.722315-1.05741*ii, -1.29413+1.41168*ii, 5.23218e-105-8.7203e-106*ii, 1.3256-.898383*ii, -7.84827e-105-8.7203e-105*ii
.542382-2.29176*ii, .535877-.784629*ii, -1.88708-1.65731*ii, 1.53093-2.31663*ii, 1.43263-.149679*ii, -.55594+1.22114*ii, 1.43085e-133-6.60394e-134*ii, .487096-.29147*ii, 8.80525e-134-1.32079e-133*ii
-2.16626-1.35965*ii, -.268003-3.29365*ii, -.034668+1.88752*ii, 1.76613+.022895*ii, -1.14854-1.57449*ii, 1.32496+.679239*ii, -4.64711e-119+2.78827e-119*ii, -.393053-1.36894*ii, 4.3373e-119+7.43538e-119*ii
-.333801-.514807*ii, -.383071-1.17983*ii, 1.84994+1.96611*ii, 1.05673-1.51111*ii, -2.60191-.217413*ii, .615211+.663041*ii, -5.08749e-167-1.86541e-166*ii, -1.39857-.047719*ii, -2.71333e-166+1.69583e-166*ii

component_2:
equations:
dp*L+delP
.999931*r^3*delP-1.00122*r*Rad^2*delP+3.99978*r*u*L*mu
points:
1.31549+1.67616*ii, 1.14091+1.96557*ii, .428746+.371951*ii, 1.66331e-16-2.35688e-16*ii, .391285+.894489*ii, .886299+1.4492*ii, -1.32444-1.36585*ii, 1.32287+.090877*ii, .059817+1.07823*ii
-.193814-.0291341*ii, -.513391-.777891*ii, -.763151-.924213*ii, -9.32308e-17-4.55649e-17*ii, -.0860019+.265709*ii, -.476173-.246123*ii, .0453339+.195324*ii, -.0271299-.0806905*ii, -.145924+.19096*ii
-.791784-.634956*ii, 1.45752+.071878*ii, -.540571+.909013*ii, 1.88417e-112-2.59479e-112*ii, -.483238-.440892*ii, .781196-.39602*ii, .268105+.745976*ii, .594348-.887679*ii, .823032+.159542*ii
.620751-.824983*ii, -.301351-3.76872*ii, 3.07916+1.39715*ii, -1.19662e-138*ii, 3.68227+2.02051*ii, 6.98769+3.04871*ii, .720641-1.98488*ii, -.298665-.158164*ii, -4.99215+5.10493*ii
17.6646+6.75404*ii, -5.06397-5.33872*ii, 7.60683-.644116*ii, -6.39209e-187+4.30927e-187*ii, -21.1313-30.4372*ii, -18.9785+7.12006*ii, -6.98286-5.52739*ii, 2.23038+7.52294*ii, 56.6777+37.5482*ii
-.760895+.611271*ii, -.558681+.566039*ii, .112109-1.64183*ii, 1.60039e-160-1.2892e-160*ii, .464021-.541321*ii, .689351-.054768*ii, -.0721802+.16674*ii, -1.29051-.546827*ii, -.265666-.1372*ii
.366676+1.12243*ii, .044298+1.53733*ii, .0518367+.0465024*ii, 5.8525e-172+4.95289e-171*ii, -.239939-.723491*ii, .379678-.379322*ii, .611455-.589502*ii, .557707+1.50439*ii, -.0591091+.00212375*ii
.036384+1.84598*ii, -.239811+.526864*ii, -.496006-.0751071*ii, 4.75778e-29+6.55145e-29*ii, .198529+.942969*ii, -.164993+.137146*ii, .472235-.0264737*ii, .257628-.331003*ii, .23622+.0223371*ii
-.942029+.030911*ii, -.746207+.03072*ii, .147672-.643557*ii, -3.6932e-127+6.27843e-126*ii, 1.66893-.158353*ii, .372524+.382185*ii, .216995-.377056*ii, .330127-1.5113*ii, .210613+.19533*ii
1.80742-1.97505*ii, .452997+2.05608*ii, .433924-.655169*ii, -2.42252e-144+2.41852e-143*ii, 2.57537-1.63961*ii, .208671+.524814*ii, 1.49971+1.32377*ii, .04172-2.14363*ii, -1.51805+.408144*ii
