variable ordering: c0, c2, dp, r, Rad, u, L, mu, delP
.069465-.886261*ii, -.897321-.70546*ii, -.382347+.43292*ii, -1.51273e-123, .455112-.850854*ii, 1.19696-1.24467*ii, .832895-.256151*ii, -1.1184-1.16069*ii, -.183062-.258242*ii
-1.16868-.113216*ii, 1.12766-.753379*ii, .671079+.275482*ii, 8.56176e-196-1.28426e-195*ii, .465598-.385139*ii, .266856+.507102*ii, .650073+.006141*ii, -.49068-.684036*ii, -.374419-.66929*ii
-.257699+.986117*ii, -.631523+.054436*ii, 1.98894+.052346*ii, -7.52498e-198+4.18054e-198*ii, .382599+.660294*ii, .070927+.900077*ii, 1.20637+1.59403*ii, -.886955-1.47578*ii, .100683-1.01587*ii
-.442162+.472699*ii, 1.19996-.414298*ii, -.691606+.665454*ii, 5.89091e-90+6.87273e-90*ii, 1.14421+.74249*ii, -.483346+.865896*ii, -.0807852-.33346*ii, .0782163-.121415*ii, -.944513+.410534*ii
1.361-.726911*ii, -1.63786-.578267*ii, 1.47745+.968855*ii, 1.06496e-120-3.87259e-120*ii, -1.16515-.306938*ii, .936385-.619107*ii, .073931-1.04721*ii, -1.21302+.070939*ii, -.342811-.485448*ii
-1.38615-1.20907*ii, 4.32884+.634564*ii, 3.35626+.614456*ii, 2.92638e-197+1.33777e-197*ii, 1.08002-.401038*ii, -1.19138+4.01908*ii, -.399463+.95*ii, 1.49065-5.2382*ii, .89142-1.19521*ii
.276582+.906735*ii, -.321786-.600258*ii, -.272074+1.33467*ii, 3.72608e-192+2.73976e-192*ii, .0706797+.374693*ii, .208374-.618169*ii, .126799-.46434*ii, .024707-1.30729*ii, .586739-1.11281*ii
2.30795-.779154*ii, .46549+.321762*ii, -1.76976+.685932*ii, -1.64722e-83-4.11805e-84*ii, -2.20773+.485743*ii, .644757+2.14027*ii, .0907865+.0764337*ii, -.252322+3.1907*ii, .518106-.808786*ii
1.84798+.367063*ii, -1.72352+1.36918*ii, .812218+.707226*ii, 2.18104e-117*ii, 1.05385+4.14969*ii, .021677-.71087*ii, 3.23935-2.29176*ii, .73351+1.17746*ii, .999501+2.8247*ii
-1.17239+.775542*ii, .743029+.349955*ii, -2.29174-.479577*ii, 2.53794e-115-1.01518e-115*ii, 1.74733-.15604*ii, -2.29253-1.30246*ii, -.021541-.802069*ii, -.551-1.91623*ii, 1.88931-1.13424*ii
-.147182+.732857*ii, -1.63556+.661787*ii, 4.77774+1.57249*ii, -1.07022e-195-1.17724e-195*ii, -3.16024-2.19474*ii, -1.88484-.677135*ii, -3.59867+3.32348*ii, 1.1396+1.31472*ii, 2.74174+.555678*ii
-.26599+.164139*ii, .125269-.751812*ii, .516983+.705662*ii, 1.57161e-100-1.14299e-100*ii, 1.49259-.164671*ii, -.08072-.466949*ii, .193716+.57415*ii, 1.05152-.304488*ii, -.086436-.0454078*ii
-.488645-.503513*ii, -.704349-.124773*ii, -.0082948+.139746*ii, 1.71235e-195+3.08223e-194*ii, -1.46314+.251357*ii, .851692-.659471*ii, -.033343-1.25354*ii, -.633475+.422755*ii, .372564+.664953*ii
.460955+.50602*ii, -.631841+.396719*ii, -1.81796+1.0226*ii, 2.12898e-109*ii, 1.15442-.234617*ii, -1.14498-1.78689*ii, -.915525+.558512*ii, -.564642+.120179*ii, -.082897+.573847*ii
1.11123-.90579*ii, .596182-.160943*ii, -.826351+.500697*ii, 1.05207e-191-3.85758e-191*ii, -1.2005+.079012*ii, -.48394+.139509*ii, .875946+.378408*ii, -1.37572+1.21886*ii, -.876697-.550609*ii
-.17356+.533652*ii, .145845+.2212*ii, .581373+.496395*ii, 4.23907e-32-3.66554e-32*ii, .371847+.0748318*ii, -.380684+.576668*ii, -.104995-.424854*ii, -.106125-.108162*ii, .261161-1.35092*ii
.207378+1.47216*ii, 1.22325+.420698*ii, -3.3278-.182305*ii, 5.85276e-197-6.6889e-198*ii, .632158+.321295*ii, -.143293-.0533513*ii, 1.00636+2.26359*ii, -2.32088+.573905*ii, .415369+.35592*ii
1.09106+.828727*ii, .389109-3.82941*ii, -1.6766+1.51334*ii, -9.58917e-194-3.4247e-194*ii, .335824-1.95176*ii, -1.26946+3.1936*ii, .481111-2.46234*ii, .556606+.457236*ii, .156516-1.50901*ii
-.891782-.284668*ii, .782493+.457741*ii, -.46962+.809444*ii, 4.20827e-191, .416613-.147125*ii, -.042695-.768972*ii, .100474+.532987*ii, .259554-1.1232*ii, .121046-1.01868*ii
-1.05783+1.21033*ii, -1.00074-.416961*ii, -1.46597-2.57244*ii, 2.67555e-197+8.02665e-197*ii, -1.36236+1.32966*ii, .959029-1.12575*ii, .750116+.255946*ii, -.0027244-.201445*ii, -.16274+.110415*ii
.712282+.666526*ii, -1.01358-.734278*ii, .0330775-.496877*ii, 3.54649e-31+4.27272e-31*ii, .458875+.0545011*ii, .229336+.403949*ii, -.228429-1.18461*ii, .0787551+.133412*ii, .033067+.890685*ii
.878066-2.01374*ii, 1.91832+.152372*ii, .927414+1.0239*ii, 2.7369e-48+1.04003e-46*ii, .441593-.429652*ii, .523068+.05147*ii, .981407-.654971*ii, .0580633+.364463*ii, -1.16212+.455084*ii
-.119912+.807324*ii, .202298+.36933*ii, -.472627+.0902878*ii, 2.43087e-63-9.11575e-64*ii, -1.20613-.031381*ii, -.578347+.727538*ii, -1.22484-.034052*ii, .0568287+.458975*ii, -.297225+.268031*ii
-.174492-.234549*ii, 1.10305-.333182*ii, -.736969+.045129*ii, -5.3511e-196+2.14044e-196*ii, -.399006+.735614*ii, -1.6816+.882213*ii, 1.12761+.703765*ii, -.261705+.0766694*ii, -.253256-.292487*ii
.872301+4.35511*ii, -.174009+1.65929*ii, .879807+3.95783*ii, -2.76512e-187-1.54416e-187*ii, .091981-3.7857*ii, 3.69541-1.75243*ii, 2.95192+7.62916*ii, -.533184-7.30379*ii, -1.13394-2.32541*ii
-.0028147+.0657238*ii, -.182891-.574831*ii, -1.01973+.328881*ii, 2.51346e-87+8.04306e-87*ii, .199732+.248645*ii, .656012-1.67678*ii, -1.0654-.179108*ii, -1.61588-.216423*ii, -.146102-.189893*ii
.950479+.228001*ii, .295768-.65925*ii, -.005899-1.12955*ii, -4.88337e-104+3.62765e-103*ii, 1.57958+.041899*ii, -.407846+.387611*ii, -.432552+.574079*ii, -.07821-.73619*ii, .627156-.438797*ii
.946316+.46563*ii, .570864-1.02285*ii, 1.10063+.025354*ii, -1.97263e-192+9.86314e-193*ii, -1.51552+1.21079*ii, .804521+.038938*ii, 1.46326-.299131*ii, .376503-.0294888*ii, .307303+.0255894*ii
-.087663-.812507*ii, -.213012+1.3635*ii, .526987+2.68104*ii, -3.4247e-195+2.73976e-194*ii, .334879-.0508141*ii, .616505-.638497*ii, 1.02384-.004519*ii, .706821+.20641*ii, -1.0484-1.08762*ii
-.692897+.555664*ii, -2.81829-6.99838*ii, -5.86294-.240101*ii, 1.04514e-198-3.97152e-198*ii, -.810038-4.14307*ii, -2.84783+1.92333*ii, 7.98914-1.70608*ii, 1.72746-5.78278*ii, -2.36691+.453718*ii
-.568367+.003402*ii, -.244948+.303612*ii, -.980584+.056390*ii, -3.21066e-196-5.3511e-196*ii, .0486386-.0214301*ii, .276333-.718516*ii, -.056744+1.36534*ii, -.768244+.135067*ii, -.773918+.266229*ii
.923868-1.03248*ii, -.527352+.455738*ii, 1.2547+.88827*ii, 4.31808e-78-6.47713e-78*ii, -.85147+.003675*ii, .806377+.306582*ii, -1.31934-.48041*ii, .684194+.440747*ii, .477215+1.41365*ii
1.23628+.295012*ii, .625821+.431348*ii, -.034944-.51098*ii, 7.67046e-93-1.53409e-92*ii, -.045669+1.18476*ii, 2.06444+.671848*ii, -.938383-.265477*ii, 1.02622-.100826*ii, .12226+.903693*ii
-.912575-.791678*ii, .381372+1.04709*ii, -1.44689-1.94799*ii, -1.0456e-119-7.74518e-120*ii, .348044-.691155*ii, -.975072+1.40809*ii, -1.38598+.053919*ii, -.260275+.270038*ii, .194875+.563584*ii
.731689-.515692*ii, .413647+1.12462*ii, -.504838+.106561*ii, -9.57919e-48-8.21073e-48*ii, .136712+.499332*ii, .822539-.633158*ii, .552266+.499665*ii, -.779795+.134277*ii, 1.7007-.676918*ii
1.08686-.741752*ii, -.304569-.0046784*ii, .381242-.673145*ii, -1.70966e-194-1.71235e-195*ii, -.45583-1.00239*ii, -.704246+.407886*ii, -.485942-.343258*ii, -.120176+.272481*ii, .578921-1.47501*ii
-.278688-.305219*ii, -.253124+.0354098*ii, -.240157+1.11392*ii, 1.28426e-195+1.71235e-195*ii, .0851917-.470843*ii, .556494+.876007*ii, .911433-1.39009*ii, -.105205-.481613*ii, .086822-.805464*ii
-.196473-.605766*ii, -.372702+.487292*ii, -1.14904+.469293*ii, 8.82539e-184+7.06031e-184*ii, -.232386+.92754*ii, -.725795-1.45006*ii, -.425781+.109079*ii, 1.4291-1.18486*ii, .0781944+.430572*ii
-.357341+1.57822*ii, .483326+.672072*ii, .316042+.321964*ii, -7.48896e-201-1.63303e-200*ii, 1.37612-1.98396*ii, -1.09181+1.53238*ii, -.555802-.360572*ii, -.0459729-.333711*ii, -2.17254+1.41045*ii
1.19359-.165483*ii, .987939+.382482*ii, -1.02332+.172825*ii, -1.46302e-98+1.38987e-97*ii, .578684+1.05728*ii, .13071-1.72799*ii, -.348275+1.07659*ii, .133705+.565872*ii, .158306-1.01005*ii
-5.25355+1.1147*ii, -.060477-2.36662*ii, -1.07283+1.80018*ii, 6.09106e-115-1.21821e-114*ii, 2.31007+5.0242*ii, 1.14211-6.00619*ii, -1.56273-1.58755*ii, 1.24375-2.77968*ii, -2.17865+2.92176*ii
-.74952-.197637*ii, -.0721782-.125554*ii, -.676646+.204199*ii, -8.63617e-77+1.72723e-77*ii, .944671-.095200*ii, -.269819-.523117*ii, .28273+.683983*ii, -.804114+.489514*ii, .721439+.208646*ii
.681538+.061117*ii, .0595633-.438684*ii, -.157568+.555892*ii, -2.45455e-91-4.90909e-91*ii, -.926047+.868893*ii, -.396512+1.09177*ii, -.91057-.755089*ii, 1.39222-.245682*ii, .953914+.311169*ii
1.31819+1.18937*ii, .522613-.38651*ii, .122501+.485324*ii, 0, -.476947+1.02293*ii, 1.79201+.647433*ii, -1.09308+.964606*ii, -.55534+1.76788*ii, -.799382-.383548*ii
.47127-.219666*ii, .059345+1.07698*ii, 1.75805-.203269*ii, -2.61661e-32-7.66294e-32*ii, -.331473-.006019*ii, -.930623-.111953*ii, -.74697-.666838*ii, -1.1003+.202209*ii, -.0351198+.233994*ii
.532478+1.68962*ii, 2.22313+1.30177*ii, 1.89477+2.00774*ii, 4.70311e-199-8.36109e-199*ii, .018958-1.47633*ii, -1.79252-.76158*ii, .998462+.056649*ii, 2.09413+.140482*ii, 1.10111+1.14796*ii
-.370204+.564387*ii, -.282468-.779543*ii, -.103663-.378085*ii, -8.76724e-193*ii, 1.35991+.506175*ii, .27548-.827076*ii, 1.07453-.29181*ii, .90572-.460255*ii, .060454-.578813*ii
-2.84927+2.00445*ii, -1.34009+3.21619*ii, .765594+3.03258*ii, 2.76767e-108+1.27739e-108*ii, -2.5927-2.15462*ii, -2.61613+2.81116*ii, 3.26772+2.81652*ii, -.4302+.840284*ii, 1.02988-1.1647*ii
-.444605+.729926*ii, -.119698-.371113*ii, 1.57697-.22035*ii, 7.01379e-192-6.8494e-193*ii, -.308407-1.85985*ii, .589492+.815575*ii, 1.23693+1.09271*ii, .160684-.875511*ii, -1.1773+1.13959*ii
2.1837+1.01733*ii, -1.65192-1.70345*ii, .203686+1.2422*ii, 1.98632e-76, -2.23161+1.43313*ii, -.36547-.189552*ii, 1.39207+1.9391*ii, 1.20288-.485231*ii, -.225393-.550279*ii
-.73375+.281641*ii, -1.00431+.310676*ii, -.444292+1.0265*ii, 1.82315e-63+1.03312e-62*ii, 1.23007+.018414*ii, -.383053+.276714*ii, -.390131-.583071*ii, .04034-.775496*ii, -.927862+.041703*ii
2.10694+2.12696*ii, -.510123-.3391*ii, .982299+.403498*ii, -1.05207e-191-7.01379e-192*ii, .597753+.358795*ii, .402907+1.57599*ii, -1.53536-.508*ii, -1.05723-1.17084*ii, 1.03191-.201579*ii
-.561412-.510914*ii, .0200187-.415484*ii, -.285826-.412431*ii, 6.5321e-201+5.22568e-200*ii, .336166-.75322*ii, .947468+.119534*ii, 1.00104-.778589*ii, -.514818+.33438*ii, .368305-.787106*ii
1.11864+.072500*ii, .66118+.867565*ii, .283155+.144756*ii, 3.83932e-197, -.247389+.37159*ii, .0673847+.222226*ii, -.120891-.385768*ii, -.42072-.732798*ii, -.0814862-.0587201*ii
-1.42929+1.62413*ii, .450152+.362182*ii, 1.87847+1.26949*ii, -5.3511e-197-1.33777e-196*ii, -.627402-2.76153*ii, -.187173+.558726*ii, -.448729-2.45064*ii, .951804-1.6221*ii, .962459+1.33316*ii
.208367-1.01197*ii, -.169779+.250774*ii, -.981237-.405195*ii, -5.33907e-32+4.32991e-32*ii, -.295698-.82581*ii, .63527+.355184*ii, -.190373-.256191*ii, -.0875691-.0342093*ii, .130543-.403809*ii
-1.10217+.706827*ii, -.233738+.259169*ii, .109368+.861886*ii, -2.70517e-32+7.78482e-32*ii, -.737951+.484434*ii, .473886-.657259*ii, .573298-.50146*ii, .0432913-.448125*ii, -.163378-.51446*ii
-.753755-.038233*ii, .265884+.62677*ii, .0781815-.0897131*ii, 1.75345e-192+1.31509e-192*ii, -1.25148-.238557*ii, .239902-.798888*ii, .274425-.42865*ii, .223767+.0966718*ii, .91997+.926609*ii
.211187+2.13586*ii, .428339+.794205*ii, -.046267+.964516*ii, -6.8494e-195-1.71235e-194*ii, -.0540142+.319212*ii, -.732806+.747857*ii, -1.11867+.998786*ii, -.866442+.722328*ii, .109821+.312565*ii
-.511768-1.17034*ii, -.890015+2.19374*ii, .416247-1.4579*ii, -2.99627e-94-1.19851e-93*ii, -.58398-1.10414*ii, .389773+.623923*ii, -.349434+.286595*ii, -.63984+.795024*ii, -1.05125-.112293*ii
-1.01198-1.49537*ii, -1.83944-.179142*ii, -1.44496+.741211*ii, -1.75345e-192-3.50689e-192*ii, .256112-.498208*ii, .288147-.0858854*ii, .74841+1.5719*ii, .863832+.200747*ii, -.215064+1.10758*ii
1.04485-2.53677*ii, 2.99303+.641846*ii, .646078-1.29984*ii, -4.62476e-86+7.03768e-86*ii, -.922329+1.46166*ii, -.818431+.081793*ii, 3.22416+1.60513*ii, 1.79634+.292776*ii, 1.33805+.651228*ii
-1.02585-.269971*ii, -.273837+.049093*ii, .0830332+.330195*ii, 5.83408e-62+1.94469e-62*ii, .927683-.863344*ii, -.304278-.7234*ii, 1.21484-1.10038*ii, .394894+.0297904*ii, -.203872+.210555*ii
.772811+1.45889*ii, .745355-.635416*ii, 1.39876-1.18094*ii, -1.40466e-196-5.3511e-197*ii, -.691127-1.8006*ii, .342806-.141395*ii, .826045+.796609*ii, .338361+.801032*ii, -.131027-.863438*ii
.004321+.91919*ii, -.086985+.35108*ii, -.721364+1.15236*ii, 1.00538e-86+3.14182e-87*ii, .578546+.819962*ii, -.264524-.709416*ii, 1.069-.658634*ii, -.05846-.621513*ii, .113843-.301092*ii
1.68103+.427133*ii, 2.27819-1.27425*ii, .697766+.967167*ii, -1.16178e-120+1.31668e-119*ii, -1.68435+1.58766*ii, 2.64641-1.65397*ii, -.502768+.820331*ii, -1.50165-.158915*ii, -1.13533+.685761*ii
-.987958-.495933*ii, .73489-2.55045*ii, 1.26065-.380551*ii, -6.02748e-193+3.01374e-193*ii, -1.42803+1.57638*ii, -.42567+1.26919*ii, -2.19452+.245425*ii, -1.00642+1.575*ii, -.377498+.120024*ii
1.9339-.786903*ii, -.539598+.614968*ii, .406759-1.38639*ii, 3.21066e-195-2.78257e-195*ii, -.647825+.605595*ii, -1.79551+.281117*ii, -.109465+.979483*ii, 1.52684-1.19167*ii, -.231153+1.10973*ii
-1.68438+2.17445*ii, -1.81082-.152474*ii, .704921+1.01136*ii, 1.1162e-103, .738976+1.32452*ii, -.79617-.320943*ii, -.557207+.443427*ii, -.263272+.779197*ii, -.570591-1.82875*ii
-.259652-.15354*ii, -2.04396-1.40062*ii, 1.60736+1.3029*ii, 2.6884e-72-2.8299e-73*ii, 2.1114+2.92498*ii, .19182-.370423*ii, 1.07568-.703668*ii, 2.48691-.178432*ii, -1.44826+1.38124*ii
-.795279-.255742*ii, .277437+.163373*ii, .925735-.082326*ii, 8.21073e-48+1.84741e-47*ii, -.632715+.121381*ii, .800037+.238167*ii, .948633+.829417*ii, .546377+.162463*ii, .390698+1.52891*ii
-1.09692-.355738*ii, 1.7254+2.3263*ii, -1.8818+.314033*ii, -7.14131e-107-8.17528e-107*ii, 1.06621-2.03179*ii, 2.24715-.609822*ii, .800277+1.7814*ii, 1.35849-.831772*ii, 2.82708-1.3139*ii
1.4921+.583914*ii, -.843037-.062149*ii, -.213512+.995849*ii, -2.50833e-198+1.67222e-198*ii, 1.60881+.22254*ii, -1.26751-.988975*ii, -1.28653+.434879*ii, .946389+.059125*ii, .090253+1.70929*ii
-1.78527+1.5507*ii, .550403+.584752*ii, -.740262-.827918*ii, 9.36442e-197+7.35776e-197*ii, .745628-1.21873*ii, .99248-.100813*ii, -.808759-.055853*ii, -.459305-.262945*ii, .00339366+.00905065*ii
.321491-.81818*ii, .756601+.195216*ii, .091614+.772707*ii, 1.88163e-48+9.15755e-49*ii, -.639312+.573067*ii, .0287066+.462231*ii, -.747243+.708474*ii, -.27951+.38399*ii, .429708+.872497*ii

component_2:
equations:
4*c2*r*mu-dp*r
1.04*r^3*delP-1.03*r*Rad^2*delP+3.98*r*u*L*mu
points:
-.909916-1.1064*ii, -1.15245-.253365*ii, .00436868-.00626058*ii, -.279414-.449372*ii, -.432653-.832164*ii, -.052676+.972509*ii, 1.37413+.669055*ii, -.000619188+.00149423*ii, -.00331605+.0150976*ii
-3.13388+1.54131*ii, .336586-.565539*ii, 1.4848+.662138*ii, -1.04643+1.4932*ii, -.481506-1.13807*ii, .029902+.65608*ii, 1.2212-1.78732*ii, .072322+.613322*ii, .716394+.351223*ii
.637701+.111912*ii, .030386+.293846*ii, .512273-.4468*ii, .493359+.0561293*ii, -.0068415+.105089*ii, .16725+.235318*ii, .0408722+.2255*ii, -.331518-.470116*ii, -.564541+.035645*ii
-.505602+.502805*ii, -.267926-.963451*ii, .80483-.347918*ii, .216+.494239*ii, -.242688-.858354*ii, -.232015+.623969*ii, .257528-.0888428*ii, .0298912+.217153*ii, .284112+.0832003*ii
-7.93259-16.7029*ii, -9.7964+3.02128*ii, -7.17641+3.68989*ii, -6.03584-8.79739*ii, -2.2248-3.32328*ii, .3136+5.15018*ii, 12.9868+7.5763*ii, .193751-.0344103*ii, -.594612+.043434*ii
.972306+2.64869*ii, .292487+.496357*ii, 1.44331-.710398*ii, 1.00768+1.29224*ii, -.494933+.579021*ii, .531704+.030705*ii, -1.0503-1.063*ii, .052376-.696089*ii, -.483781-.448807*ii
-.598607+.940807*ii, -.03699-.658314*ii, -.557738-.551923*ii, .693671-.996799*ii, .022783-1.75839*ii, -1.95585-.694576*ii, -.010642-1.39451*ii, .220801-.199399*ii, .08254-1.148*ii
-1.52192-1.41813*ii, .793549-1.48974*ii, .802994+.118023*ii, -.163101+.433788*ii, .125103-.502114*ii, .290813-.553865*ii, .177076-.26181*ii, .0404865+.113188*ii, -1.0027+.693617*ii
1.42038+.861335*ii, -1.07846+.049268*ii, -.873639+.276289*ii, -1.21108+.292033*ii, -1.28786+.09146*ii, -.789449+.925451*ii, -.156606-.718522*ii, .205018-.0546812*ii, .8926-1.01539*ii
-1.2624-.426066*ii, .069794+.94827*ii, -.274862+.502108*ii, -.431715-.446203*ii, -.789606-1.24718*ii, .05598+1.13852*ii, -.337458+.679195*ii, .126357+.081764*ii, -.121975+.246442*ii
1.72086-.524949*ii, .244275+.285118*ii, .0100139-.357675*ii, .098560+1.85288*ii, .317265+1.03188*ii, .647627+.684036*ii, -.280213+.18695*ii, -.176524-.160018*ii, .0771486+.0872103*ii
1.09031-.157524*ii, 2.43348+.170756*ii, .244213+.130154*ii, .577849+1.4556*ii, 1.46629-.625204*ii, .637182+.389135*ii, .473765+2.02016*ii, .0258996+.0115539*ii, -.0338011+.00175975*ii
-.95321+.902831*ii, -.00244323-.0051345*ii, .0163297+.0334344*ii, -.477028-.282929*ii, -.143969+2.18307*ii, .557186-.309504*ii, 1.07559-.093175*ii, -1.63586+.016681*ii, .617893-.618314*ii
-.23379-.291603*ii, -.28981-.125368*ii, -.0681049+.0332739*ii, .18567-.0189941*ii, -.17589-.748208*ii, .262225+.471879*ii, -2.49166-1.18494*ii, .0390294-.0455868*ii, .254589+.490668*ii
3.46024+6.46166*ii, 8.97214-6.37888*ii, .39006-11.7577*ii, -9.21743+3.76018*ii, -7.00961-5.53193*ii, 2.3926+2.80925*ii, -13.6-4.92505*ii, .161938-.212485*ii, .0181071+.351005*ii
-.062444-.669047*ii, -.24581+.651373*ii, -1.3915+1.16745*ii, -.572473+.324601*ii, -.433955-.993965*ii, .494211-.97867*ii, .221469+.282104*ii, .568635+.319477*ii, -.227207-.573444*ii
-.139493+.997774*ii, -.551722+.157671*ii, .404462-.289963*ii, -.654452-.006045*ii, -.957483+.032459*ii, -.606929-.466185*ii, .584922+.534659*ii, -.204148+.0730486*ii, .380867+.968256*ii
-.662594+2.05331*ii, .124182+.0443521*ii, .213564+.928986*ii, -2.25533+.835873*ii, 1.44288+.151344*ii, -.419868-.533397*ii, .346892+.275526*ii, .973693+1.52245*ii, -.379795-.205806*ii
-.0881358+.28643*ii, .59499-1.32263*ii, -.841734-.943987*ii, -.330084+.0042676*ii, -.909226+.433991*ii, -.52273+.135262*ii, -.578975+1.34787*ii, .0888723-.199082*ii, -.013553-.704223*ii
