variable ordering: S, ap, sintheta, dA, dtheta, r, P, qc, x0, w
-2.48441+.422176*ii, .025139-3.61661*ii, -1.45642-3.43422*ii, .996436-.28659*ii, 1.35641+.966831*ii, -1.4165+3.62586*ii, -2.35456+1.13268*ii, -.150021+.0353068*ii, -2.51474-.399771*ii, -1.07477-.923886*ii
.482335+1.38105*ii, .15939+.182795*ii, -.233738+.339817*ii, .339087-.53932*ii, .029915-.559177*ii, 1.987+1.69148*ii, .908381+.208162*ii, -1.01265+.926601*ii, -.890904-.614822*ii, -.070077+.558522*ii
4.59487+4.31225*ii, .185227+.0811944*ii, -2.92546-.533821*ii, .048637-.773927*ii, 1.65451+2.12343*ii, -3.4598-3.34083*ii, 3.56085-3.34636*ii, 2.65208-2.67822*ii, -1.49587+.596142*ii, .162634-.388801*ii
1.30488-.602589*ii, .369539+.150008*ii, -.223913-.0277722*ii, 2.60597+1.85071*ii, -.933293+.703192*ii, -1.36805-.889421*ii, 4.51569+.844622*ii, -1.77415+.535539*ii, 2.95898+1.06874*ii, -.423333-.0082572*ii
-.466787-2.56115*ii, -.0089451+.221981*ii, -.58284-.14221*ii, .111409+.135059*ii, .472244+.487115*ii, -.923802+1.61453*ii, .293901-.34838*ii, .479518+.931772*ii, -.0579-.63663*ii, -.045877+.699555*ii
5.25641+1.60109*ii, -4.15115+8.43943*ii, -7.67919-3.18216*ii, .225931+2.56605*ii, -2.26982+15.4732*ii, 6.83803+5.107*ii, -2.9209+13.85*ii, -.0577796+.125259*ii, 1.60711+.358689*ii, -1.75738-2.23363*ii
.768985+1.73684*ii, -1.48229-.392847*ii, .51831+1.66755*ii, -.94619-.700954*ii, .997579+.8174*ii, .875686+2.96606*ii, .489839-2.1824*ii, .199959-.270412*ii, .359615-1.18876*ii, -.918038+.95045*ii
-.160929-.430752*ii, .0429467+.0511836*ii, -.759707-.111981*ii, .0328321-.207915*ii, .51704-.170446*ii, -.517106+1.15952*ii, -.0948435+.0193169*ii, 1.32735+.903524*ii, .564797-.802454*ii, .189201+.245957*ii
2.25426-2.58668*ii, .0788161-.333554*ii, -.698466+.219013*ii, .545251+.240537*ii, -2.08124+3.82098*ii, -2.78157-1.87419*ii, 1.85133-.868157*ii, .627449+1.29468*ii, .661419+1.19501*ii, -.214739+.555665*ii
-1.9102+.014071*ii, .104462+.1152*ii, -2.88021-1.82892*ii, .260163+.414208*ii, .887941+.161611*ii, 2.632+3.27771*ii, -.502792-.787562*ii, .700532+2.02575*ii, .467797-1.47715*ii, -.187728-.326642*ii
.796916+.084599*ii, .681556-.103321*ii, 1.04035+.048427*ii, .185521+.0865275*ii, 1.62693+1.15493*ii, -.41841+1.14737*ii, .140525+.08465*ii, .184877+.0829019*ii, -.42637+2.24284*ii, .377684-.533263*ii
.305328-.839026*ii, -1.03784-1.75114*ii, -24.0935-4.61741*ii, -22.4484+2.82961*ii, -13.6168+15.7151*ii, 5.37853-9.68575*ii, -4.48+19.6987*ii, -.754112+.105178*ii, 22.5374+2.37495*ii, -.15995+.318504*ii
7.58371+3.23013*ii, .0551612-.153346*ii, .672016-2.10332*ii, .034709-1.33683*ii, -.947394-.626102*ii, -2.29483-4.63025*ii, 4.58135-10.026*ii, 5.57405+4.27625*ii, .56977+1.02269*ii, -.183672+.403891*ii
1.61878-1.30011*ii, -.944269-.510423*ii, -1.75965-.646824*ii, -.189271-.808314*ii, -.60427+1.13233*ii, 1.06848+1.82586*ii, -1.35728-1.06241*ii, -.0686492-.416148*ii, .887783+.125092*ii, .230124-1.28071*ii
.514177+.543609*ii, .0768324+.0533127*ii, -.501316-.004341*ii, -.867769+5.57154*ii, -.126573+5.93008*ii, -1.54156-3.16525*ii, -3.47493+2.39303*ii, 5.97124+4.65973*ii, -.522589-.131683*ii, -.0886307+.487388*ii
-.0584756+.291944*ii, .381659-.206*ii, .867634-.650589*ii, 1.63925+.356695*ii, -.216193-.569943*ii, -.31221+1.321*ii, -.199991+.457713*ii, -.047421-.559931*ii, .064074+.448837*ii, -.665187+.954119*ii
-2.45038+.096843*ii, -.327013+.229941*ii, 3.04318-1.90862*ii, -1.20182+2.05218*ii, .048654+5.00457*ii, -1.01813-2.47752*ii, 2.74619-5.14501*ii, 2.07767+.151075*ii, -1.89778-2.77056*ii, .288343-.291902*ii
1.69067-.905471*ii, .275267+.26064*ii, .547391+1.55814*ii, 1.08934-.724896*ii, -2.87714-1.25095*ii, -3.98843-1.78251*ii, 1.18534-2.21193*ii, -.388891+1.38756*ii, 2.95606-.896865*ii, -.360205-.209284*ii
.404389-.159818*ii, -.100109-1.06381*ii, .911693-1.22353*ii, -1.12537+1.8799*ii, -2.80976-.857211*ii, 2.72887+2.1298*ii, -.154643+.940064*ii, .258182-.180467*ii, .239442-1.84775*ii, -.894991+.100069*ii
-.564758-.151538*ii, .121698+.152893*ii, -2.0598+6.88485*ii, -2.5292+1.84243*ii, 1.43157-5.40916*ii, 4.13967+4.37879*ii, 1.70759-.657255*ii, 1.12035-2.10772*ii, 4.89438-4.03902*ii, -.146254-.148861*ii
-.58153-.830137*ii, .0473096-.137925*ii, .59581-1.53614*ii, .84928+.938702*ii, -1.48935-1.15446*ii, -1.11619+.742602*ii, .28537-1.2509*ii, -2.25943-1.43903*ii, -.398726+.656431*ii, -.055703-.515158*ii
1.40203+2.31786*ii, -.465565+.203374*ii, 20.075-1.3625*ii, 4.30275+2.01727*ii, 10.8168+4.08823*ii, 15.1205+3.34667*ii, 1.35687+12.8014*ii, -1.00711-2.2173*ii, 1.77596-7.6079*ii, -.135937+.271087*ii
.176261+.120101*ii, -.010318-1.33407*ii, 1.35177-.08058*ii, -1.07665-1.25047*ii, 1.16899-.426717*ii, -.52549+.170182*ii, -.039589-.349716*ii, -.113572-.103031*ii, 1.75872-2.3139*ii, -.762534+.260185*ii
-4.6791+4.02315*ii, -2.43262-5.76713*ii, -3.94516+4.13892*ii, -.377657-.161691*ii, -.010325-5.1968*ii, 3.47184-3.46966*ii, 2.4176-.762804*ii, .0213912-.0850704*ii, -.661555-.73584*ii, 2.94955+.495879*ii
4.24002-2.86387*ii, 3.60256-11.1899*ii, -2.12449-2.72368*ii, 1.60879+1.29228*ii, 2.96845-3.27789*ii, .801477-3.8487*ii, 10.5222+.87194*ii, .0254359+.0918601*ii, -.172911+.708009*ii, .17175-4.77296*ii
-.0364275+.0356073*ii, .682686-.154665*ii, -.023276+.769551*ii, -.074994-1.71362*ii, .243903-1.28367*ii, .895387-.178156*ii, .0637494+.0597526*ii, -.12024-.0821405*ii, -.839227+.37447*ii, -.102016+1.03286*ii
-.0113967+.435487*ii, -.521725+.126437*ii, .713119+.706102*ii, 2.3811-1.49492*ii, -.795152-1.48914*ii, .896727+.164169*ii, .623879+1.05397*ii, .517277+.487652*ii, .487832-.218713*ii, .109306-1.18664*ii
.856977+.57829*ii, -.550137+.281352*ii, .378183+.306597*ii, .551502-.78842*ii, .321816-.516214*ii, -.602169+.909137*ii, .928559-.35673*ii, .533461+.158813*ii, -.935237-1.53151*ii, -.511705+.47447*ii
-.590092+2.07184*ii, -1.91985-3.9805*ii, .348616+7.90151*ii, 3.78734-1.4858*ii, -9.52166-5.68348*ii, 7.76424-4.51353*ii, .84346+8.72355*ii, .214163-.0865825*ii, 1.64689-4.77817*ii, 1.02825-.423457*ii
.661975+.525344*ii, -2.03352-2.49206*ii, -4.6298+2.25162*ii, -.878183+4.98851*ii, 1.50117-1.12552*ii, -.994484+1.8901*ii, -3.20202+2.84092*ii, -.210445-.0701044*ii, -.0259489-.325832*ii, -3.56111+1.11124*ii
2.72804-3.06732*ii, -3.02997+3.59557*ii, -7.237+2.21194*ii, -.802446-.674385*ii, -2.99952+4.41668*ii, 14.016+6.85201*ii, -4.25766+.621611*ii, .108924-.106198*ii, -1.72641+1.56235*ii, -1.68609+.113985*ii
5.65193-4.8694*ii, -.0135147+.0603232*ii, -1.27433+2.46497*ii, .911759+2.14988*ii, 16.4061-6.47936*ii, -10.1389-25.2079*ii, 15.6218+7.71123*ii, -.20645+23.2819*ii, -.0000577373-.000113128*ii, 8.90139-24.6798*ii
-.634395+.134231*ii, -.0966386+.231182*ii, .467563-.982578*ii, 2.07802-.733197*ii, -.918808+.571627*ii, -1.28006+.325419*ii, -1.21986+.74407*ii, 1.28965-1.02131*ii, -.561514+2.53145*ii, .368218+.0327955*ii
-2.50452+3.69646*ii, 5.87654-1.40827*ii, 2.30216+1.48444*ii, .284085+.144882*ii, .370252+.103918*ii, -1.68213-4.83967*ii, -1.24705+.687251*ii, -.0011329-.0680837*ii, -.147556+.115334*ii, -1.43535+6.60086*ii
.953598+5.41282*ii, .0722026-.0172*ii, .933662-3.14547*ii, -.249961-.235205*ii, -3.12366-.039272*ii, -.360527-4.48904*ii, 1.03476-1.57729*ii, 6.16458-1.64806*ii, 4.05636+4.82786*ii, -.109794+.0677605*ii
-1.31525+2.28916*ii, 1.21173-6.36712*ii, 3.35887+5.96609*ii, -1.45018-.001119*ii, -.391149-1.09766*ii, 6.93135-4.03046*ii, 1.9099-3.31821*ii, .0680416+.0787902*ii, 1.19902+1.84202*ii, -.762302+1.89455*ii
-1.19724+.284285*ii, -.257238+.379466*ii, -2.20735-.700694*ii, -.433939+.900869*ii, 1.13225+.385159*ii, 1.04384-1.75384*ii, .263425-1.20192*ii, .797718+.244615*ii, .261096+.662602*ii, .843836+.44528*ii
-.498088-.535191*ii, -.0117641-.124801*ii, -.607166-.373938*ii, -.145561+.0052895*ii, .548956-.091903*ii, .761429-2.06942*ii, .0753329+.0752681*ii, .41968-.793555*ii, -.100085+.118337*ii, .41452+.985905*ii
-.251956+1.26261*ii, -9.56424+7.49107*ii, 12.6114-5.17885*ii, 5.51653-10.7173*ii, -15.4854-1.63039*ii, -8.30565+11.3889*ii, 12.1419+9.66555*ii, -.0603605-.0941297*ii, 7.92431-8.72425*ii, .101886-1.20307*ii
-1.26993-1.81966*ii, .488766-.0799295*ii, -.370864+1.33308*ii, -1.12869+.666189*ii, -.164871+1.77734*ii, 2.12945-.927961*ii, 2.6456+1.20782*ii, 1.10435+.436281*ii, .573231+.901372*ii, -.675881+.445942*ii
.742735+2.2345*ii, .136414-.140022*ii, 1.66262+.597931*ii, .468469-.934411*ii, -4.48614-.772771*ii, 2.33067+1.84006*ii, 2.43589+.352772*ii, -1.78376-2.11588*ii, -.529263-.387094*ii, -.425688-.490313*ii
2.20886+.152145*ii, -.829592-.116562*ii, .074985-.600271*ii, .419918-.524045*ii, .929856+.128762*ii, -1.1323-.958147*ii, 1.00727-1.09365*ii, -.427154+.26356*ii, .141302+.310442*ii, .896835+1.63375*ii
.084805+1.22994*ii, .0833318-.209668*ii, -.192402+.165601*ii, -1.1899+.05313*ii, -.286429-1.26554*ii, -.569808-1.49633*ii, -.166255-1.459*ii, 1.73957+.635711*ii, -.042046+2.13155*ii, -.0689897+.380662*ii
.213378+.999947*ii, -1.08836-1.23965*ii, -1.12678-.681699*ii, 2.55097-.787933*ii, -1.97203+.723101*ii, -.083823-2.55583*ii, 1.33221+2.3827*ii, -.327869+.10858*ii, .327547+.506117*ii, -.14359-1.96192*ii
-1.72694-1.55981*ii, -.278165-.591151*ii, 1.14659-.042029*ii, .409966-1.01041*ii, 4.89517-1.5532*ii, -2.86227-.184242*ii, -2.28404+1.10545*ii, .821531+.178913*ii, .697589-3.6277*ii, .475518-.154891*ii
-.520833+1.94614*ii, .0364843-.0919614*ii, .529542+1.97777*ii, .97134-.529711*ii, 3.0413+.837767*ii, -3.70966+.815925*ii, .524987+2.16626*ii, 1.48218-4.98822*ii, .746977-1.03362*ii, -.328684+.0409836*ii
-.701638+.319975*ii, -.781179+.557268*ii, -2.05488+1.70248*ii, -3.23955-3.20834*ii, -1.5415-.506207*ii, 2.35815-2.03535*ii, 3.29958+1.21452*ii, -.471406-.481498*ii, .332227+3.62526*ii, .529459+.304042*ii
-.417919-.376432*ii, -.667467-.346062*ii, 1.20231-1.333*ii, -1.14465+1.15441*ii, 1.01695-.706428*ii, .386874+.797037*ii, .912929-.051566*ii, -.383511+.212775*ii, -.293932+.364749*ii, 1.16634+.953651*ii
-.244752-.982868*ii, 3.91393+.025071*ii, .12415+2.18724*ii, 3.56262-3.80795*ii, .447968-3.47083*ii, -3.49911+.837454*ii, -4.61467-2.56958*ii, -.0496295+.196305*ii, -2.57767-1.11574*ii, .280335+1.37554*ii
-2.8697+.757054*ii, -.0583269-.212134*ii, 2.95174-1.14184*ii, .029406-1.26787*ii, .522025+.860459*ii, 5.01084+.720782*ii, .875461+3.66067*ii, -2.44911+1.80242*ii, .0120217+.0071396*ii, 1.76409-4.37501*ii
-.321099+5.8926*ii, -.485375-2.59088*ii, 1.67726+1.09472*ii, .661505+.516949*ii, 4.93885-.270869*ii, 2.04328+.340221*ii, -3.25858+3.73199*ii, -.282749+.0695877*ii, 6.78963-.285675*ii, -.484925+.559827*ii
-1.70512-1.83965*ii, -.179382+.115142*ii, 12.353+3.69564*ii, 2.98172+2.46371*ii, -.099393+2.87561*ii, 4.8747-.090064*ii, -.55181-9.68626*ii, -4.89073+1.21346*ii, .0625401-.236362*ii, -.402297+1.03494*ii
3.48864-5.95999*ii, -2.55867-.669386*ii, 6.26477-5.22469*ii, -1.00598+.041417*ii, -4.07394-5.73025*ii, .128231+4.20973*ii, -3.26265+6.1401*ii, .245928+.240255*ii, .318688+2.66926*ii, -.664123-.974834*ii
1.28682-1.13363*ii, .274642-.0610499*ii, -.211242-.547709*ii, .279573+.866746*ii, -1.7112+.139651*ii, -.357607+1.10494*ii, 1.34233+.798412*ii, 1.35366+.716862*ii, .189141-.252493*ii, -1.05317-.389904*ii
.27304-1.21665*ii, -.0144067+.202419*ii, -.911853-1.3309*ii, .588741+.575081*ii, 1.17637-.115064*ii, -.431826+1.3267*ii, .860422-.559271*ii, .605182+1.61152*ii, -1.04002+1.74219*ii, -.365877+.0870442*ii
-1.61265+.104271*ii, -.21681-.16305*ii, 2.84104-1.47122*ii, -.0209079-.121271*ii, -1.8796-.851575*ii, 1.22861-1.3089*ii, .0463621+.193386*ii, -.566716-.013005*ii, -.104091+.327451*ii, .611282+.861909*ii
-.955981+.319075*ii, .015579-.0248977*ii, 13.6239+8.21507*ii, -5.51613+22.9832*ii, 52.4853-13.9042*ii, 4.64533-17.7886*ii, -2.06004-23.7315*ii, -56.3476-10.4275*ii, 8.48151+26.7619*ii, .01614-.0349144*ii
3.409-.869333*ii, 1.39841+.219339*ii, -.859661-.876011*ii, .502178+.070299*ii, .363521-1.69667*ii, -1.70246-1.4*ii, 1.77304-.19691*ii, -.318173+.0681103*ii, -.944456+.577622*ii, -.463921+1.26213*ii
-7.93229+7.47429*ii, 2.45424+6.02333*ii, -4.2788-17.2096*ii, .316113+.903168*ii, -10.6872+4.94551*ii, -6.31577+.344862*ii, -9.25804-4.80146*ii, -.138737-.100336*ii, .00019338+.0155679*ii, -23.8815+4.52478*ii
.267422-.293944*ii, .0598228+.267391*ii, .798698-.110188*ii, -1.31797+.18529*ii, 1.68698+.028546*ii, -1.37948+.143439*ii, -.29799+.43696*ii, -.883068+.240632*ii, .202129-.2074*ii, .550821+1.01716*ii
-.690834-.224729*ii, -14.9777+3.24539*ii, 2.04525-4.18235*ii, -.23156+9.05421*ii, -6.48459+2.40533*ii, -.730423-1.35265*ii, 2.19471-6.20292*ii, .053117-.0225815*ii, 4.13862-.99979*ii, -.026680+2.25603*ii
-2.80593+1.44924*ii, .114859-.0409906*ii, .685836-1.23101*ii, .591443-.137431*ii, -3.2285-1.29947*ii, 3.01788-4.48875*ii, -1.46037+1.24277*ii, .038167+3.91538*ii, .0830267-.0106249*ii, -1.42711+.154376*ii
.142196+1.13681*ii, .202629-.307585*ii, -3.02251-.399318*ii, .037351-2.36664*ii, -2.35544+2.31523*ii, 1.07351-1.40954*ii, 2.69572-.294067*ii, -.91679-1.23948*ii, .19461+.456542*ii, .48462-.902622*ii
1.66388+2.71624*ii, -.27762-.0289953*ii, -.292613-3.54681*ii, .718992-.278724*ii, -3.57701-3.49742*ii, -.109809+2.93002*ii, 1.9534+1.48919*ii, -1.88884-.425589*ii, -.00590226-.0113299*ii, 4.8962-2.63195*ii
-.0852963+.470344*ii, -.0337394+.0857302*ii, -.43688-1.0042*ii, 1.26974+.281602*ii, 1.18848+2.91908*ii, .887853+.146292*ii, -.240754+.573196*ii, 1.68893-2.42018*ii, .274849+3.40651*ii, .190213+.0440804*ii
-5.40228+4.25702*ii, -4.19059+4.18498*ii, 3.12342+2.87589*ii, .507366-.072158*ii, -3.51142+2.91576*ii, 8.5119+2.57273*ii, -2.43375+2.54968*ii, .0405878-.101501*ii, -.812848+.660646*ii, -2.82404+.144517*ii
.476479+.14585*ii, -.0139306-.321887*ii, 2.18073+.849961*ii, -1.21487+1.89639*ii, -.65-1.7275*ii, -.380641-.197933*ii, -.855451+.726403*ii, 1.08022-.344535*ii, -2.39968-2.67493*ii, .335222+.120084*ii
.479908-.247063*ii, -8.22674-6.22508*ii, -8.72274+7.43101*ii, -12.6317-2.39848*ii, 4.70946+7.89067*ii, -5.33082-2.55*ii, -6.65463+1.96977*ii, .0626539+.0618742*ii, -12.6705-15.329*ii, -.850739+.099258*ii
.933819-.924305*ii, -1.06519-2.43027*ii, 3.60888-.729721*ii, .508863+1.58378*ii, -1.73819+1.08591*ii, -3.61246-.65885*ii, 1.93908+1.00862*ii, -.116719+.152614*ii, -.876081-1.01041*ii, 1.65615+.251343*ii
-.20505-2.4358*ii, .685181-.362041*ii, -.721275-1.60539*ii, -.0660532-.162843*ii, .609183-.203893*ii, 1.85885+2.15782*ii, -.38311+.194284*ii, -.0725588+.282472*ii, -.758382-1.04615*ii, .603674+.695525*ii
.340815-.331222*ii, -.0090136+.106747*ii, 1.67516-1.9026*ii, .760969+.154549*ii, 1.78361-.771279*ii, -2.11153+2.19971*ii, .31054-.199378*ii, .706425+1.8234*ii, -1.80091+.107754*ii, -.219117+.189636*ii
.970423+3.01108*ii, -.357373-.487059*ii, 1.00616-.255633*ii, .0629939+.361166*ii, -2.09639+.476675*ii, .090187-1.42713*ii, -1.02637+.540163*ii, .568405+.234166*ii, -.738609+2.08514*ii, -.290676-.549289*ii
-.189838-.142504*ii, .166007+.632375*ii, 1.0408+.871334*ii, -.077244-1.8711*ii, -1.41936-.098322*ii, -.528437+.749098*ii, -.251974+.366212*ii, -.342606+.0792599*ii, -.018457-.592604*ii, .140558+1.24087*ii
.174727-.92985*ii, -.408986+1.31227*ii, 1.27212-.411348*ii, -.494096-.235742*ii, -2.74722-1.48164*ii, 1.30076+1.21791*ii, -.305537+.418244*ii, -.129363+.125958*ii, -2.40526+1.09613*ii, -.78284+.350098*ii
1.00621+.550033*ii, -.0567626+.112702*ii, 1.67811+.036064*ii, -1.3745-1.70999*ii, 4.29416+.928023*ii, -3.22019-.906866*ii, -.442498-2.47664*ii, 4.21988+.989979*ii, .418469+.319686*ii, .448043+.371673*ii
-1.0085+1.83105*ii, -.380976+.0817918*ii, -2.38996-1.33548*ii, -.963013-.483338*ii, -.342238-1.49391*ii, 1.75477-2.22808*ii, 1.85621-1.27588*ii, 1.32285-.118866*ii, .407211-1.76467*ii, .295931-.465511*ii
-.312816-.0050886*ii, .28298-.0188774*ii, 1.78213-.948383*ii, -1.22744+.787648*ii, 1.13519+.92689*ii, -.487305+.25088*ii, .387969-.240143*ii, .80318-.171625*ii, 1.84332+.974587*ii, -.421928+.119722*ii

component_2:
equations:
-S*dA+P
ap^2-.5*x0^2*w^4
75.89*P-319.1*qc^2*x0^2*w^4
points:
-2.69376-.14354*ii, -.350985-.0750584*ii, 1.25386-1.16318*ii, .688998+.281096*ii, 1.13345+.516881*ii, -.594912+1.312*ii, -1.81565-.856106*ii, -.013099+1.36116*ii, .27704-.741259*ii, .606374+.523206*ii
-3.75283+.056111*ii, 2.24036-2.41788*ii, 1.58294-2.58162*ii, .953638+.280926*ii, 1.5934+1.00892*ii, -2.61882+1.9979*ii, -3.5946-1.00076*ii, -.165456+.116021*ii, -1.15023-1.34376*ii, 1.07973-1.21228*ii
.016816+.022419*ii, .0247291-.11319*ii, -.633194-.391314*ii, -.232207-.50726*ii, .196475-.152647*ii, -.121111+.355103*ii, .00746747-.0137359*ii, .254088+.271917*ii, -.832793-.171381*ii, -.312289+.308521*ii
-1.75728+.733295*ii, -.224875-.0922301*ii, .741961-4.07039*ii, 1.21529+.030352*ii, .450932+.268168*ii, -.835234+1.88523*ii, -2.15786+.837827*ii, 1.17281+1.81218*ii, -.586176-2.30052*ii, -.170984-.339929*ii
-.370593+.247346*ii, -.187568-.555357*ii, -2.04347-.140058*ii, -.095467-.886779*ii, .730582+.068940*ii, .397385+.929937*ii, .254721+.305021*ii, .256349-.267978*ii, -1.54491+.4258*ii, -.493935+.522806*ii
-.460762+.452536*ii, -1.21075-.479037*ii, -2.08647+.699251*ii, -.20377-.90266*ii, .991647-.173869*ii, 1.06516+1.02931*ii, .502376+.323699*ii, -.203898+.0185161*ii, -1.04364+1.0864*ii, -.616128+.917997*ii
.444264-.318063*ii, .137387+.0844669*ii, .200267-1.17129*ii, -.233158-.175398*ii, -.402694-.154756*ii, -.66396+.181206*ii, -.159372-.003764*ii, .438506+.732484*ii, -.556678-.837046*ii, -.465223+.102246*ii
1.08627+.718459*ii, 2.96877+.368715*ii, 2.55316+.45955*ii, -1.08718-.418505*ii, -.407478-1.38891*ii, -1.66005-2.21162*ii, -.880298-1.23571*ii, .0489972-.13326*ii, .146626-1.2163*ii, 1.31639-1.31167*ii
.035168+.695521*ii, .223449+.609633*ii, -1.43226+1.92034*ii, -.6519-1.16319*ii, .904198-.650547*ii, 1.02812-.58224*ii, .786099-.494317*ii, .036129-.510508*ii, -.704159+.897755*ii, .436556+.783716*ii
