variable ordering: c0, c2, dp, r, Rad, u, L, mu, delP
1.73179+.743078*ii, .0254115-.0896688*ii, 1.14173+2.14965*ii, -2.41292e-86-6.03229e-86*ii, -3.37818+2.96776*ii, -.41735-.762657*ii, .927171-2.40711*ii, -1.12536-1.3004*ii, -2.80046+.066252*ii
.69393+1.41114*ii, .197974-.878332*ii, .232184+1.97015*ii, 2.04006e-67-1.8546e-68*ii, 1.2462-.439928*ii, -.195316-.113219*ii, -1.45814-2.45555*ii, -.383894-2.25632*ii, -.557632-1.3489*ii
1.60085-3.43733*ii, -.254116+.096438*ii, .426781+4.40997*ii, 8.76724e-193+1.2055e-192*ii, 3.4601-1.4066*ii, -4.47523-.677642*ii, 1.46119-.453291*ii, .191458-3.71552*ii, .201355-.0391556*ii
.341726-.0304789*ii, .748256+.141374*ii, .106291+.472536*ii, 1.13187e-62+4.7478e-64*ii, .092233+.664855*ii, .41578+.0330082*ii, -1.2445+.031306*ii, .747179+.712775*ii, 1.23085+.362219*ii
-2.25405-1.09325*ii, -.174527-.319614*ii, -.245673+1.80569*ii, 5.64123e-278+1.05773e-278*ii, .799372+2.49807*ii, 1.83746+6.03175*ii, -4.46287+1.03363*ii, -5.11032+5.21304*ii, -3.75713-2.2051*ii
.813757+.449757*ii, 1.00339+2.06816*ii, .952474+.658992*ii, 7.796e-216+4.0725e-215*ii, -.19225-.606231*ii, -.243439+.13734*ii, -1.02024+.917744*ii, -.64306-.092485*ii, -.841301+.826369*ii
.144482-.668116*ii, .0671263+.133143*ii, 1.49714-.372231*ii, -4.01332e-197*ii, -2.01856-.71398*ii, -.009907-1.08351*ii, -1.0336-.417184*ii, -.823836-.082240*ii, -1.59398+.215411*ii
-2.98103-2.41751*ii, .930529+1.20724*ii, .295411+.0273637*ii, -3.20667e-291-9.62001e-291*ii, 1.5761-.184236*ii, -3.66143-1.92872*ii, -2.07852-4.55133*ii, -1.58764-.630926*ii, 3.58648+2.49817*ii
-.444932+.495125*ii, -2.1299+.878429*ii, -.385236-.55947*ii, 3.89724e-209+2.41914e-209*ii, -.119286-.524116*ii, .032512-1.07543*ii, 3.26071+1.72495*ii, -.973133-1.00593*ii, .802118-2.48227*ii
1.1594-1.20264*ii, 1.33242-.74591*ii, -1.10626+.428533*ii, -1.97678e-131+1.89423e-131*ii, .152866+1.0347*ii, -.807459-.397699*ii, -.679398+.886344*ii, -1.43977-1.12598*ii, .418867+1.11852*ii
1.09484-1.09177*ii, .403816+2.42384*ii, -.478199-1.30712*ii, 3.98041e-211-4.51509e-211*ii, -.705079-.363443*ii, -.880406-3.36512*ii, -.45712+2.91979*ii, 3.69708-4.28471*ii, -5.37574+.021949*ii
-1.26118+.489652*ii, -.815036-.008777*ii, 2.28059+.645731*ii, -6.57016e-174+6.06476e-174*ii, .244013+1.26503*ii, -2.06079-2.94436*ii, 2.64579+2.06339*ii, 1.19185-1.90186*ii, -.979757-.429124*ii
.491071+4.78241*ii, .78164-.881775*ii, 3.48691+5.47261*ii, -6.36219e-179-2.69911e-179*ii, 1.84941-.812175*ii, -1.976+6.11996*ii, -4.79591+3.72345*ii, -8.08993-8.10385*ii, -4.63896-10.5259*ii
3.93726-1.0315*ii, -1.10998-1.97572*ii, 1.70169+.62696*ii, -6.5184e-229-6.25049e-228*ii, 1.06071-.819111*ii, -6.22729-1.98004*ii, -.576577-3.24163*ii, -2.19024-.644786*ii, .253092+5.2014*ii
-.339157-1.87858*ii, -.766457-.391483*ii, .591559-1.86943*ii, -5.24886e-172-6.79759e-172*ii, .661147-1.33451*ii, -1.02369-.161242*ii, -.27813+.160458*ii, -1.18922-1.49382*ii, -.176132-1.15808*ii
-.514567+.32725*ii, .150469+.444771*ii, .739233-4.48926*ii, 2.05013e-143+1.38384e-142*ii, -.703474+.896596*ii, -2.05901-.743665*ii, -.858461+3.05037*ii, 3.80579+.962696*ii, -.026686-4.15937*ii
-2.82723-2.99711*ii, .494623+3.18585*ii, -.116742+2.46353*ii, 7.52584e-298-2.15024e-298*ii, 1.07961-.335272*ii, -1.00011-1.97275*ii, 2.63023-.244383*ii, -2.28793-2.36089*ii, 1.7644-3.9942*ii
-.985523+1.19008*ii, .416823+1.12877*ii, .489627-1.31046*ii, 1.00333e-197+3.97152e-198*ii, .565714-.981892*ii, 1.79438-1.33549*ii, 1.65826-.228269*ii, .670615+1.0783*ii, .366855+1.404*ii
.523634+.52107*ii, -5.89779+5.8595*ii, -6.96885+2.55409*ii, -2.07184e-119-2.6624e-121*ii, .21138+.210176*ii, -2.36662+4.69589*ii, 10.0483-6.68922*ii, 4.86963+3.91584*ii, 11.2688+3.32458*ii
.757911-1.50197*ii, 2.68691+1.40887*ii, 1.25519-2.87974*ii, -4.50361e-37-4.48929e-36*ii, -.530649-.522434*ii, .5136+.677207*ii, .593514+1.48277*ii, .283372+.0121673*ii, .659664-.257027*ii
2.1657+2.98777*ii, 1.53342+1.25364*ii, -5.82789+.960992*ii, 3.869e-75+6.78803e-75*ii, .175752-1.35359*ii, -1.12129-1.64289*ii, -2.08485+1.89476*ii, 1.22528-1.07035*ii, -.831684-.07202*ii
.224404+.192133*ii, .322112+1.43256*ii, 1.16366+1.27456*ii, 1.11855e-108-7.43064e-109*ii, .141427+.425667*ii, -.568052-1.03484*ii, -.855502+.678671*ii, -.116294-.926218*ii, .840491+1.25661*ii
-.00329853+.0045956*ii, .38438+.226066*ii, .774813-.422993*ii, 6.75403e-226+4.72782e-225*ii, -.0831774+.0759407*ii, .626215+.195317*ii, -.797141-1.31788*ii, .533394+.477233*ii, .156925-.217991*ii
-6.96867+24.4161*ii, -.60344+19.7997*ii, -2.12156+29.5491*ii, -2.55617e-161-4.44552e-161*ii, -.139778+1.12351*ii, -11.313-2.86105*ii, -20.2209-.30184*ii, 35.291-32.5989*ii, -2.10908-11.7447*ii
-.793449+1.09242*ii, -.399977+.208323*ii, .108226+.5549*ii, -7.4583e-155+1.11875e-153*ii, -.396524-1.68423*ii, .259063+1.18435*ii, .202098+2.39607*ii, -.973138+.005135*ii, -1.88792+.759348*ii
-.0796822+.105065*ii, -.117739-.682454*ii, -.374012-.491399*ii, 8.6396e-32-3.09208e-32*ii, -.400217-.173876*ii, .0753119-.388742*ii, -.899953-.268892*ii, .190875+.202515*ii, -1.26464-.198202*ii
-1.12316+2.14628*ii, -.0498491+.124857*ii, 3.01325-1.24926*ii, -1.35081e-225+4.6434e-225*ii, .216944-4.23925*ii, -6.73783+5.23956*ii, 4.03721+2.19556*ii, -.692748-2.09418*ii, -1.47777-.249187*ii
.188655+.249383*ii, -.604463+1.19954*ii, -1.58368+.141711*ii, 1.65611e-137+2.62306e-137*ii, -.255149-.409507*ii, .451494-.135788*ii, .273905+.742737*ii, -.94498+1.38181*ii, -1.79592-.434494*ii
-.936334-2.47733*ii, -.394437+1.00545*ii, 3.65997-.507121*ii, -2.58763e-172+2.19949e-171*ii, -1.46129+.562764*ii, -1.92181+2.68136*ii, 1.64157-1.53213*ii, -1.89+.488658*ii, 2.02296-.122859*ii
-3.87242+6.04375*ii, -.049518-1.03877*ii, 8.57232-4.50081*ii, 1.8797e-189+4.09167e-189*ii, -2.50299-.798279*ii, -1.96293-3.05688*ii, 7.93185-4.97245*ii, -4.32539+4.12175*ii, 1.03673-3.40381*ii
-.97603+.315245*ii, .724686+.962365*ii, -.278666-1.86286*ii, 1.79404e-226-2.21617e-226*ii, .75157-.535289*ii, 3.45+.606235*ii, -2.40619+1.36562*ii, -.47876+1.32994*ii, -3.1508+1.12357*ii
-.0499504-.190456*ii, .0396129+.417392*ii, -.33526+.216207*ii, 2.37932e-117, -.683046+.055403*ii, .475929-.459055*ii, .252433+.359774*ii, .98247-1.35499*ii, -.927606+.701309*ii
1.32164-3.57892*ii, .482945+3.51859*ii, -2.48913+4.57647*ii, -1.59475e-204+9.96719e-204*ii, 1.00547+.251473*ii, 5.02937-3.76901*ii, .110395-1.37273*ii, -2.83096+3.55922*ii, 2.71928-4.34324*ii
.597113-.918188*ii, -.290044-1.08918*ii, -1.0434-.701538*ii, 0, -.400539+.900721*ii, .310455+.0880048*ii, -.678371+.750119*ii, .386376+.627945*ii, -.122041+.0025021*ii
-1.06245+1.07315*ii, -.10536+.113207*ii, -2.17363-1.52837*ii, 1.15728e-190+1.33262e-190*ii, -.048243+3.12449*ii, .981031-.034088*ii, 1.69954-.25991*ii, -3.48626+1.36789*ii, 1.78338-.187002*ii
.160321-.020115*ii, -.514502-.358031*ii, 1.81726-1.4347*ii, 1.40276e-191-7.36448e-191*ii, .474019-.181886*ii, .334314+1.02311*ii, .317374-.309332*ii, -.689832+.821731*ii, -1.22013-.18488*ii
-1.22772-2.35664*ii, 1.00747+.32499*ii, -3.78696+1.77221*ii, -8.44629e-238+1.91961e-238*ii, 1.46584+.601239*ii, 1.36326+3.94661*ii, .356301+1.58227*ii, 1.48123+2.11868*ii, -1.15947+3.51898*ii
5.58837-3.67818*ii, -5.10968-.415302*ii, -3.11234-5.91751*ii, 3.01683e-287+3.64278e-287*ii, 1.08014-.37191*ii, 7.63115-4.27755*ii, -2.21224-.635062*ii, -4.64271+4.98568*ii, -5.74845+12.5105*ii
2.00884-.01515*ii, -1.88206+.379466*ii, -.311744-.394683*ii, 1.17941e-235+3.16966e-235*ii, -1.01822-.097750*ii, 2.74348-.722156*ii, .902215-2.95234*ii, -.33601-1.87498*ii, .168808+2.73275*ii
.0190052+.00542165*ii, -.516157-.684976*ii, .820726-1.54649*ii, 6.63258e-75-3.31629e-75*ii, .143921-.048265*ii, -2.62347-1.44248*ii, -.643064-.313121*ii, .247681+1.3748*ii, -2.01354+.862474*ii
2.26555+2.16728*ii, 3.19717-2.18596*ii, -1.89739+1.51047*ii, 4.26671e-164+1.19386e-164*ii, .566774-.698769*ii, 2.148-.851433*ii, .490994+.0852147*ii, -.0774722+.333891*ii, .766745+.400335*ii
4.68601+1.59113*ii, -.348873-.870151*ii, -3.28794-2.39959*ii, 2.38469e-189+1.0661e-189*ii, 2.08737-.960032*ii, -2.61282-.23788*ii, -3.63604+3.03808*ii, 4.94508-4.8174*ii, 1.64777+2.65538*ii
1.02489-.865555*ii, -2.45264+1.68107*ii, -1.13886+.405376*ii, 5.97928e-118-2.88895e-118*ii, .670832-.033719*ii, -.037167-1.67252*ii, -.881969-.374267*ii, -1.32581+1.69777*ii, -1.21538+.065717*ii
-.763055-.704176*ii, .128599-.500236*ii, -.948681-2.24099*ii, 0, -.727225-1.21715*ii, .881974+.365051*ii, -.120405+1.38133*ii, -1.44353-.559172*ii, 1.53846-.106947*ii
.791308+.305916*ii, -.153744-.310371*ii, -.999929-.39886*ii, 9.39533e-231-8.50936e-231*ii, 1.45859-.567389*ii, 1.23406+.857579*ii, .161793+.0857386*ii, -1.21015+1.08625*ii, -1.89394+.166664*ii
-.015106+.0144256*ii, .612129+.188602*ii, -.21631-.0980215*ii, -3.97539e-191+1.12707e-191*ii, -.155751+.091387*ii, -.70725-.648424*ii, 1.34171-.494411*ii, -.396117-.920156*ii, -1.54133-.637393*ii
-12.015+3.29111*ii, .042395-1.26644*ii, -.271069-1.38985*ii, 7.34768e-140-2.30927e-139*ii, 2.52431+1.85986*ii, -7.11046-.695898*ii, -2.87729-4.46018*ii, -.674857-4.64017*ii, 11.0654+.25032*ii
-.446352+2.63109*ii, .302327-.448808*ii, .493244-3.09823*ii, -2.72461e-229-7.03373e-229*ii, -2.17083+.468097*ii, 3.00496+1.60865*ii, -.56996-1.30389*ii, -1.20396+.367748*ii, .610731-.431283*ii
3.90453+2.35301*ii, -8.94492-.36543*ii, 1.60601-.374866*ii, -6.34485e-117+2.4388e-116*ii, .691278+.177074*ii, -.23334+10.5402*ii, 3.18631-5.92517*ii, 4.5799-1.37228*ii, .738125+6.2871*ii
-.0972718-.0261379*ii, .110784-.21162*ii, -.496279+1.07667*ii, -3.1587e-176+5.05397e-175*ii, -.506753-.406047*ii, -1.5328+.689122*ii, -1.61005+1.72053*ii, 1.53096+.575708*ii, 1.35933-.08106*ii
-.432158-3.06458*ii, -1.60986+1.75683*ii, -.232289-1.9811*ii, 4.02572e-232-4.42829e-232*ii, -1.03065+.486385*ii, 1.21872+1.54652*ii, -1.06975-.659322*ii, .323913-3.33969*ii, 2.07912+.583541*ii
-.920828-.91385*ii, -.561927-1.42442*ii, -2.10288-.223554*ii, -2.62447e-241+1.2185e-241*ii, .188927+.900854*ii, 2.40383-.086453*ii, -.351619-.0430238*ii, .314145+.362489*ii, -3.11665+.267093*ii
-1.12108+2.30096*ii, 2.27603-3.75411*ii, 2.47965-.980403*ii, -1.71235e-195+1.36988e-194*ii, .762753-.034977*ii, 1.05636+.994269*ii, -6.39509+.710756*ii, .946826-1.36609*ii, 2.87239+2.0575*ii
.009890-1.01553*ii, .306702+1.10446*ii, .471989+.686495*ii, -3.41257e-168+1.78443e-168*ii, .932024+.131631*ii, .155294+.585466*ii, 1.81073+1.1234*ii, -1.84516-.710412*ii, .989126-.264723*ii
13.4967+71.2035*ii, 45.8685+30.3881*ii, 32.9152-1.97198*ii, -7.50088e-180+3.16302e-180*ii, .446053-1.05744*ii, 25.2315+26.3566*ii, -39.9664+16.5433*ii, 35.8135-20.4314*ii, -40.07-58.3809*ii
.316181+.825574*ii, .415179+.0944074*ii, .084488+.591934*ii, -1.92794e-180+5.78381e-180*ii, -.679071+1.2709*ii, -.106902-1.32582*ii, -1.3692-.003993*ii, -.758169+.803695*ii, -.914707-.291289*ii
.984579+1.0771*ii, .410494-.120033*ii, -2.58306+.687854*ii, 4.43183e-126+7.38638e-127*ii, .977064-1.56762*ii, -1.20614+1.26923*ii, -1.24932+3.5476*ii, -.857058-.097003*ii, -1.26851-.762521*ii
-1.1143-2.45924*ii, -1.22073-2.7491*ii, 1.34642-1.36691*ii, 4.79404e-93+2.27717e-93*ii, .003573+.947407*ii, -.306519-1.15104*ii, -.78318+1.0376*ii, .896353-1.37518*ii, -3.12609-.779689*ii
2.11601+1.2402*ii, -1.20769-1.57058*ii, 2.54798+.380112*ii, -4.66163e-81+2.8991e-81*ii, 1.09207-.212939*ii, 1.42762-.870958*ii, -.007551+.870165*ii, 1.69417+.589542*ii, .812547+.229836*ii
2.782-.430135*ii, 2.13386+.526603*ii, .351438+.754278*ii, 1.05224e-171+1.03025e-171*ii, .222259+1.10969*ii, 2.26183+2.24975*ii, -1.44505-2.40361*ii, -.375483+1.97332*ii, -.685823+.44437*ii
3.85751+.83954*ii, -.465323-.455086*ii, -.361699+.363821*ii, -2.36145e-79-2.36145e-79*ii, -2.36691+.68059*ii, -3.32099+.941722*ii, -.637083+2.60257*ii, .094207-1.58826*ii, 1.76889+.428592*ii
.681801+1.913*ii, .920918-1.67928*ii, -.578418-1.2156*ii, 0, -.939416+.421764*ii, .843754-1.18393*ii, 1.04149+1.9489*ii, .132536-.185442*ii, -.674262-.125845*ii
-1.47818+.565824*ii, 1.60997+.636405*ii, -3.61847-.943417*ii, 4.29063e-214-1.46356e-214*ii, -.891119+.346666*ii, -2.7366+.652555*ii, -1.2872+1.26802*ii, .859917-1.17805*ii, -1.09286-1.44284*ii
.116441-.162889*ii, -.865279+.280749*ii, .899791-.794273*ii, -8.5993e-93+1.2751e-92*ii, .445602-.146785*ii, -.774201+.6513*ii, .292544+.0143825*ii, -.301607+.891239*ii, -1.04032+.686166*ii
-.111174+.328191*ii, -.543166+.128858*ii, 1.80192-1.63128*ii, 4.55896e-191-2.80552e-191*ii, -.381601-.689273*ii, -.528148-1.73972*ii, .246463-1.22476*ii, -.697784-.696327*ii, .950353+.269815*ii
-.759252-.328634*ii, -.812251+.55365*ii, .471989-.0841187*ii, 6.28464e-69+4.29239e-69*ii, .442554-.803605*ii, -.733386+.907779*ii, -.401309+.626035*ii, .325892+1.02793*ii, -1.74781-.440833*ii
-.692898+.790642*ii, -.120071+.0374509*ii, -.458775+.645403*ii, -1.31805e-265+1.47312e-265*ii, .783463+2.78292*ii, -1.93352+.220358*ii, .592439+2.00251*ii, 1.982-4.01425*ii, .947009-.532163*ii
-1.20291-1.24665*ii, -.551575+.850724*ii, 4.15286-2.08211*ii, 1.36457e-173-1.81943e-173*ii, 1.02345-.813139*ii, -.641402+2.37425*ii, -3.92957+2.08193*ii, -1.91028+2.36867*ii, .004013-.653408*ii
.207514-.132434*ii, -.970756+.905152*ii, .317396-.530399*ii, 2.05037e-243+1.90391e-243*ii, -.428874-.0392246*ii, -1.06837+.618868*ii, .007850-1.4047*ii, -.684697-.118393*ii, .325062+.842115*ii
1.07529+8.75655*ii, -.991336-1.10109*ii, 4.24074+.258349*ii, 1.30851e-121-7.14765e-122*ii, -2.32728-.733714*ii, -.107946+7.88249*ii, .81316+10.1881*ii, 7.1092+1.36779*ii, -3.33386-3.50718*ii
-.666064-.018979*ii, -.40712+.0610465*ii, .269106+.19175*ii, -1.50659e-121-7.05311e-122*ii, .112652-1.26725*ii, -.0933735+.0794896*ii, -.0239542+.314463*ii, .347148-.153136*ii, 1.48854-.016426*ii
4.18375-.735679*ii, 1.23793-1.22565*ii, 1.26963-2.22153*ii, -3.22057e-232+2.41543e-231*ii, .466208-1.49035*ii, 1.5297+2.41953*ii, -.621945-2.3997*ii, -1.12349+.347118*ii, 2.633-1.2593*ii
3.01431-5.30937*ii, 1.44234+2.33721*ii, 2.85193+2.87526*ii, 1.10543e-163+9.10407e-164*ii, -1.28292-.759694*ii, .81559+2.90684*ii, -.643376-.190479*ii, -3.05083+2.19384*ii, -3.85161+3.07334*ii
4.73985-.32916*ii, -.491878-.621776*ii, -1.90116-1.03448*ii, -2.79688e-154-1.5849e-154*ii, 2.16524-1.14222*ii, 2.3282+.515019*ii, 1.35532+4.04015*ii, .25199+.666915*ii, 1.32823+2.19567*ii
.374232-.829378*ii, -.153811+.379488*ii, .472229-.734862*ii, 1.2167e-209-6.08349e-209*ii, -1.4904-.028912*ii, .921578-.067301*ii, -.625145+.399477*ii, .484421-1.36443*ii, -.144262-.718884*ii
-.267469-.601713*ii, -.114155-.0219506*ii, .971959-2.99109*ii, 5.50573e-146+3.20333e-145*ii, -1.10174+2.10967*ii, 2.52303-1.71031*ii, 1.84966+1.41151*ii, 1.97641-1.7329*ii, -2.2904-1.74546*ii

component_2:
equations:
c0+c2*Rad^2
1.04*r^3*delP-1.03*r*Rad^2*delP+3.98*r*u*L*mu
points:
2.70553+6.34374*ii, 1.47143-2.29753*ii, -.849657-.176995*ii, -.501154+6.3081*ii, 1.40552-.743161*ii, -1.58909+1.08213*ii, -.692867+.652087*ii, -1.0739-2.58854*ii, -.458096+.13118*ii
.0373255+.00904554*ii, -.220467-.536232*ii, .692064+.212894*ii, -.111817+.255153*ii, .229294-.116901*ii, .159744+.160119*ii, .0415472-.0759244*ii, -.60261+.040984*ii, -.457839+.19084*ii
.0746243+.0086910*ii, .0980565+.429662*ii, .646425+.200905*ii, -.0482467+.162405*ii, .238297+.337175*ii, .370583+.280336*ii, -.263515-.382016*ii, .025229-.0655264*ii, -.0738557+.317465*ii
-1.9408-.297835*ii, -1.79491-1.86682*ii, 1.1403-.104792*ii, -1.52712-.475956*ii, -.279175-.824774*ii, -.413433-.467187*ii, 1.02003+.069576*ii, -1.31324+1.21502*ii, -1.49005+.28004*ii
-1.51151-.392813*ii, -1.20769+1.61907*ii, .963826-.098524*ii, -.979467-.744497*ii, -.490732+.729626*ii, .314044+.140874*ii, .119674-1.12303*ii, .83529+1.1549*ii, -.195521+.910872*ii
-.67059+.659924*ii, 1.05589-.824946*ii, .655264+.034646*ii, -1.03986+.466228*ii, .836583-.047804*ii, .0462619-.251396*ii, -.37553+.206151*ii, -.448498-.789458*ii, -.359329-.216431*ii
3.26379-13.8589*ii, -2.99959+2.343*ii, 2.67563+2.75146*ii, 7.83249-9.73906*ii, -1.82454+.64171*ii, 4.89351+.715168*ii, .948389-.744666*ii, -1.55259+3.85264*ii, .610121+.061336*ii
2.74532-1.99684*ii, 1.78769+1.53635*ii, .510131+1.00885*ii, 2.71889-.692732*ii, .744657+.941096*ii, 1.73145+.840687*ii, -1.18764-.255821*ii, .171966-1.05699*ii, 1.06956-.136159*ii
-.573863+.027841*ii, -1.42063-1.16316*ii, .838251+.081176*ii, -.540319+.184683*ii, -.200864-.522084*ii, -.205704+.0562063*ii, .651315-.089747*ii, -1.01252+.808389*ii, -1.01514+.407521*ii
.620869+.102164*ii, .203938+.21268*ii, 1.50735+1.84096*ii, -.820591+1.42272*ii, -.461959-1.38637*ii, .135469-1.92301*ii, -1.17699-.892586*ii, .239339+.437798*ii, -.186386+1.49059*ii
-.304741+1.44033*ii, 2.78976+1.74909*ii, .72155+.11692*ii, 1.13739-1.29152*ii, .382859-.548205*ii, .037837-1.76598*ii, 1.03181-2.43005*ii, .0704426+.147006*ii, -1.14664-.073316*ii
.932286+.143438*ii, -.499188-.932889*ii, -.118588-.310889*ii, .866295+.282728*ii, -.844617+.42205*ii, -.359869-.0245549*ii, -.878614+.825718*ii, .202578-.934554*ii, 1.23891-.460536*ii
2.07306+.532407*ii, -.287236-.0409799*ii, .523042+.825258*ii, -.051942-1.55391*ii, 2.71194+.148866*ii, -1.76904-2.42298*ii, -3.29265+.887354*ii, -.660487+.119554*ii, -2.46165-1.1348*ii
.611095-.14594*ii, 1.13415-1.29072*ii, .084155+.707522*ii, -.939303+.410231*ii, .183158-.576293*ii, -.119969+1.14509*ii, -.352189-.214001*ii, .924298-.988124*ii, -.707603+2.00531*ii
-.167876-.220204*ii, .923369+.075942*ii, .723746+.54098*ii, -.125012-.112299*ii, .499467+.222261*ii, -.421699+.207375*ii, .00864133+.0519045*ii, .572763+1.25821*ii, -.120707-.462623*ii
