variable ordering: c0, c2, dp, r, Rad, u, L, mu, delP
-1.70105+.785762*ii, .75441-.005410*ii, -1.42364e-89-3.92727e-89*ii, 2.57183+.451671*ii, -1.81859-2.5777*ii, 3.14753+2.50376*ii, .902748-2.20434*ii, 1.96364e-90-5.89091e-90*ii, 5.49818e-89-5.89091e-90*ii
2.43533-.375184*ii, -.874718+.215326*ii, 3.88616e-99, 1.47959+.38569*ii, -1.93256+.207726*ii, .404777-.934164*ii, 1.14444-.816073*ii, -1.48588e-99-4.50051e-100*ii, -4.75769e-99+1.82878e-99*ii
4.70821+5.43781*ii, -.139388+.0749265*ii, -7.33586e-202+7.33586e-202*ii, 5.47784+5.11009*ii, -4.80735-.490505*ii, -.029247-2.07401*ii, 2.97279+4.15609*ii, 6.12384e-201-3.35536e-201*ii, 5.35836e-201+7.39965e-202*ii
6.17803-5.94846*ii, -.118415+1.33841*ii, -3.94841e-177-1.97421e-176*ii, -3.01269-.784632*ii, 5.05125-3.10493*ii, -1.15143+4.8155*ii, -1.19204+1.47923*ii, -7.89683e-177-1.57937e-176*ii, -6.31746e-176+4.7381e-176*ii
-4.90959+1.25932*ii, .417069+.709573*ii, -1.60167e-145+1.28133e-144*ii, -2.0485+1.95044*ii, 1.00513+1.22448*ii, .924129-1.79521*ii, -2.96767-.394745*ii, 2.4025e-145+1.60167e-145*ii, -3.52367e-144+5.766e-144*ii
1.8619+.938278*ii, 3.35727+1.20703*ii, -1.80655e-88-6.67637e-89*ii, -.180885-.860734*ii, .153543-.952828*ii, -.891379+1.12894*ii, -.857752-.867857*ii, -1.32546e-89+4.9091e-91*ii, -1.09964e-88-2.04218e-88*ii
-3.78573+.546868*ii, 2.22733+1.34688*ii, -5.00521e-146-9.88529e-146*ii, .445223-.775616*ii, .61245-3.53564*ii, -3.75392-1.53469*ii, 3.9523+1.68278*ii, -1.00104e-146+1.34515e-146*ii, 8.00833e-146+3.80396e-145*ii
-2.83814-1.54996*ii, .040007+.027456*ii, 2.03965e-217-5.59487e-218*ii, -3.2659-2.73118*ii, .291597+.658846*ii, -3.19965-.74821*ii, 1.5912-2.56553*ii, -2.20962e-217-2.26628e-217*ii, -3.73936e-217+5.66569e-217*ii
1.18148-5.01743*ii, -.979811+3.16913*ii, 5.62386e-242-1.03104e-241*ii, -1.47947+.424204*ii, 1.66847-2.57362*ii, 3.19102+2.57879*ii, -1.27223-4.07561*ii, -2.28469e-242, 2.35499e-241
-1.707-.836731*ii, .0668726-.130276*ii, 8.34917e-101+2.3775e-101*ii, -3.76931+3.6472*ii, -2.63701-2.52986*ii, -5.22837-2.79337*ii, 2.38726-7.91482*ii, 3.43789e-101+1.57161e-100*ii, -4.00046e-100+6.08998e-100*ii
-1.4171-1.5501*ii, 1.76083+.576198*ii, -1.41923e-120-1.84416e-120*ii, -.092187-.854858*ii, 1.86217-.282429*ii, -2.77973-1.68875*ii, -.481534+2.44099*ii, -3.21054e-121-1.75146e-121*ii, -4.67787e-120+2.44817e-120*ii
365.136+47.0842*ii, .00373819+.0145046*ii, 2.59952e-191-2.91305e-191*ii, -102.281-138.138*ii, -129.868-178.674*ii, -76.9565+27.6799*ii, 124.827-221.542*ii, 2.75072e-190+2.40047e-189*ii, 2.89582e-189+9.81668e-189*ii
2.06155+1.61992*ii, -.235034+.135896*ii, 2.23763e-117+1.98893e-117*ii, -6.39035-1.22262*ii, -2.06515-2.47996*ii, -9.30858+3.29367*ii, -2.78053+6.7794*ii, -1.19644e-117-3.06833e-117*ii, 1.96652e-116-9.71498e-117*ii
-4.15949-2.20134*ii, 2.72311-1.74404*ii, 6.7624e-131+7.88951e-130*ii, 1.393+.768877*ii, -1.27355+.012411*ii, 3.25058+1.27862*ii, -.302246-3.73809*ii, -1.97238e-131+7.32597e-131*ii, -3.05437e-129-9.0166e-131*ii
.567888-2.50902*ii, 6.47706-5.35789*ii, 2.24022e-81+3.68977e-81*ii, .452401+.573282*ii, -5.82829+4.3455*ii, 2.544+1.51497*ii, -.187789+4.08456*ii, -2.63555e-82+3.42621e-81*ii, 1.26506e-80-5.2711e-81*ii
3.90782+.791645*ii, 4.32313+2.03764*ii, -7.43111e-189-8.78543e-189*ii, -.140356-1.26495*ii, .435135-1.44035*ii, -3.64799-.893557*ii, 5.77797+.75733*ii, -6.75844e-190-1.14741e-190*ii, 2.24932e-188+5.09201e-188*ii
-1.51036+.481294*ii, 2.23482+1.24527*ii, 2.89782e-70+2.89782e-69*ii, -.505579+.248372*ii, 2.28462+1.67088*ii, -.764239+.161519*ii, -1.6159-.377209*ii, 2.89782e-70+5.88619e-71*ii, -1.08668e-69+4.63651e-69*ii
-15.4045-.68695*ii, .0172966-.0242814*ii, 3.14182e-88+3.14182e-88*ii, -23.3497-9.54612*ii, -23.1502-15.6803*ii, 3.27421-4.00192*ii, .283652-2.85655*ii, 1.26458e-87*ii, 3.14182e-88+3.456e-88*ii
-2.9564+.642386*ii, -.503982+.212805*ii, 1.64011e-142-4.10027e-143*ii, .101487-3.20499*ii, .206227+.501652*ii, 2.35374-1.2135*ii, 1.12267+.762382*ii, -9.28967e-143-1.64011e-142*ii, -1.79387e-142
2.7893+3.59492*ii, 5.96623+2.50736*ii, 1.84233e-173-9.64597e-174*ii, .300059-1.2278*ii, -.056876-1.75003*ii, -3.82002-4.3552*ii, -.697976-1.81429*ii, 9.48606e-175-6.14225e-175*ii, 2.75441e-173+2.02475e-173*ii
.543256+4.66225*ii, -.176654-.387216*ii, 3.5354e-250-8.24927e-250*ii, 4.42465+.400293*ii, 1.36754+.165119*ii, -1.51526-3.48221*ii, -3.38436-4.31455*ii, 6.06692e-250+8.90397e-250*ii, 4.52182e-249-1.74588e-249*ii
.701528-1.03445*ii, -1.65766+1.921*ii, -2.74707e-61+8.27634e-62*ii, .0328084+.348247*ii, -.54644+.370073*ii, .856883-1.30323*ii, .815489+1.25808*ii, 2.53104e-62+9.91041e-63*ii, 3.01503e-61+2.35376e-61*ii
-1.23034-.296492*ii, -.247325-2.17026*ii, 6.7413e-128-7.18058e-128*ii, .56855-.210195*ii, -.75597-1.45602*ii, -1.81808-.843026*ii, .889676+2.10102*ii, 8.05786e-129+8.14169e-129*ii, -1.84389e-127-6.77371e-128*ii
-1.59228-.509772*ii, -.158334+.677864*ii, -1.67791e-93-1.55806e-93*ii, -1.07652+1.1606*ii, 1.5888+.242332*ii, .131364-.241624*ii, 1.18291-.524587*ii, 9.58807e-94+5.09366e-94*ii, 2.39702e-93+2.87642e-93*ii
28.8992-8.29387*ii, 11.1558-36.2139*ii, 2.85333e-155-2.78658e-155*ii, .690674-1.09004*ii, -19.7448-34.9964*ii, -33.5621+.6621*ii, -4.70509-61.8299*ii, 2.82738e-155+1.71163e-156*ii, 1.78738e-153+8.34985e-154*ii
.0435284+.0473751*ii, -1.45212-1.28503*ii, 4.28785e-29+3.23384e-28*ii, -.125257+.349101*ii, .629578+1.24467*ii, .0853355+.310816*ii, -.12214+.381612*ii, 7.45222e-30-2.55571e-29*ii, 6.59372e-30-1.5982e-30*ii
-4.24761-6.52086*ii, 2.26508+1.6226*ii, -1.4041e-186-1.2941e-186*ii, -1.15296-.871281*ii, -1.37929+4.04349*ii, -6.21606-1.04487*ii, -5.94304+.011505*ii, -1.84996e-187+5.67836e-188*ii, -8.01884e-186-5.61193e-186*ii
1.78089+.195335*ii, 1.51241+1.74197*ii, -1.37234e-87-1.593e-88*ii, .240637+1.04068*ii, 1.79939-.893485*ii, -.641959-.83287*ii, -.717278-.889377*ii, -1.85472e-88+1.64056e-88*ii, -7.67046e-88-1.82815e-87*ii
-.123457+1.07651*ii, -2.4338-.193394*ii, 1.12684e-47+4.15027e-47*ii, -.57704-.031075*ii, -.708761-.532211*ii, -.924563+.92502*ii, -.371923+.078034*ii, -1.48372e-48-3.14852e-48*ii, 6.67657e-48+3.41312e-48*ii
.889557-.171503*ii, -.11432+.111522*ii, -6.8526e-129+2.88531e-129*ii, 3.67968+1.1926*ii, -.075064-1.40161*ii, -1.47455+.176521*ii, -.319426-1.40072*ii, -2.88531e-129-1.73118e-128*ii, 2.88531e-129-2.16398e-129*ii
1.577-.813256*ii, 2.20623-1.11222*ii, 4.49081e-76-2.67721e-75*ii, .66607-1.2603*ii, 5.82695-1.02713*ii, -2.81576-3.24412*ii, -1.17275+.740017*ii, 1.8136e-76-2.41813e-76*ii, -3.45447e-76-9.88841e-76*ii
8.23996+10.3465*ii, 6.44132-8.11154*ii, -1.4679e-294+1.37615e-294*ii, 1.10753-.857863*ii, -9.08463+3.46083*ii, -4.01302-5.87373*ii, 2.60955+.357593*ii, -1.71637e-295+2.29359e-296*ii, 2.44649e-294-2.00613e-294*ii
5.84735-.182544*ii, -.934276+2.40352*ii, 0, -1.42966-.805014*ii, -.965974-2.7728*ii, -.989217+1.02199*ii, .735054+.861694*ii, 0, 0
-.515978-1.89028*ii, .418154-.86175*ii, 4.94066e-324, .469752+.844071*ii, -.218215+.0546201*ii, -.038247-1.13488*ii, -.70198+.216922*ii, 0, 0
.732824+.174511*ii, -.101631-.159991*ii, 1.26796e-131-3.5221e-133*ii, -.449959+.518274*ii, .181079+.705409*ii, .664925+.232494*ii, -1.01016+.716057*ii, -8.45304e-132+2.81768e-131*ii, 2.10446e-131-1.40884e-132*ii
-1.2256-1.46065*ii, .106122+1.35973*ii, -5.83408e-62-9.35883e-62*ii, -.818512+.262116*ii, -.776559+.301972*ii, -.578344-.688638*ii, .383624+.0464248*ii, -9.72346e-63+2.43087e-63*ii, -9.72346e-63+3.6463e-62*ii
-1.64655-1.80229*ii, -2.15566-2.64612*ii, -4.21109e-163-3.47306e-163*ii, -.213759+1.0489*ii, 4.07226-.290298*ii, -.559996+1.9547*ii, -.129415-.172462*ii, 4.55839e-164-9.76798e-165*ii, 2.71333e-165-2.71333e-166*ii
.233554-.918167*ii, 1.16069+2.67761*ii, -4.74069e-229+1.71077e-228*ii, .036889+.925123*ii, 1.3041-.138124*ii, -.941006-3.12694*ii, .0518438-.306901*ii, 1.12076e-229+1.12398e-229*ii, -6.53777e-230-3.75197e-230*ii
-.688192+.13286*ii, .019958+1.39692*ii, -2.27212e-120-3.77578e-120*ii, -1.29062+.464777*ii, .454541-.966319*ii, 1.01663+2.13401*ii, -1.60983+.719563*ii, -7.98722e-121+5.27187e-121*ii, -6.68022e-120-3.09807e-120*ii
2.98275+.988704*ii, -.307813-4.36887*ii, 0, .820082-.56772*ii, .819022-.489116*ii, -1.19314-.254777*ii, -.826893+.1977*ii, 0, 0
.277133+.993092*ii, 3.75611-1.55201*ii, 1.41768e-59-2.44326e-58*ii, -.469651+.628235*ii, .280301-.333105*ii, -1.29268-.953183*ii, -.631106+1.12055*ii, 6.58202e-60-1.36291e-59*ii, -2.68324e-58-1.6716e-58*ii
.120711+1.99839*ii, .432241+1.65889*ii, -2.36469e-136-1.01306e-135*ii, -.402336-1.12183*ii, .964807+.732735*ii, -1.85078+.569406*ii, -.951162-1.65473*ii, -2.25721e-136-1.18235e-136*ii, 1.22534e-135-1.20384e-135*ii
.828305-.64109*ii, .662081+.762995*ii, 7.49547e-132+1.3036e-133*ii, .921946+.156153*ii, .43712-.573686*ii, 1.15523+.179472*ii, .748322-1.37187*ii, 3.09216e-132-1.48073e-133*ii, -3.63079e-132+9.10381e-132*ii
-.924764+3.21325*ii, 1.17601-3.20904*ii, 4.93787e-103+6.00938e-103*ii, -.518069+.235137*ii, -.262073-.463961*ii, -1.45598+2.24287*ii, 1.22102+3.05923*ii, -6.72008e-104+9.42338e-104*ii, 8.69251e-103-1.63724e-102*ii
-.694183+.596665*ii, 1.19216-.828566*ii, 3.13484e-287-1.93067e-286*ii, -.065122-.686467*ii, -1.11646-.218612*ii, -1.17684+1.09019*ii, -1.55678-.945978*ii, 3.07488e-287-2.17092e-287*ii, 2.24262e-286-2.5325e-286*ii
1.82719+2.19679*ii, .854509+1.34746*ii, -1.3514e-111+2.80676e-111*ii, .624301+2.06865*ii, 1.9731+1.19191*ii, -4.97688-.837137*ii, .362004+2.61124*ii, 1.55931e-112+3.50845e-112*ii, 6.02934e-111+2.4949e-111*ii
-1.16316-1.08184*ii, .60025+.301438*ii, -8.09641e-79-3.3735e-78*ii, -.535419-.889363*ii, -.524263-.675311*ii, -1.75294-.662194*ii, -1.24311+.348668*ii, -6.66267e-79-6.74701e-79*ii, -3.10362e-78-4.31808e-78*ii
.573981-.050118*ii, -.930621-2.45958*ii, -1.60861e-85-5.14756e-85*ii, .453744-.623164*ii, -1.01102-.528176*ii, -.647153+.924911*ii, -.175626+.769031*ii, -1.60861e-85*ii, 9.00823e-85-1.12603e-85*ii
1.18783+1.05693*ii, .332602+.0105188*ii, 2.64433e-279, -.299356-1.77032*ii, -1.15457-1.46729*ii, .164102+1.37744*ii, 1.02418-2.13374*ii, 6.1701e-279+6.61082e-280*ii, -3.52577e-279+3.52577e-279*ii
5.13759+3.21967*ii, 2.00058-.192834*ii, -7.15427e-134-1.76105e-133*ii, .518779-1.20392*ii, -9.22698+4.94967*ii, 2.53546+.948274*ii, -.693816+3.12888*ii, 2.20131e-133+6.16368e-133*ii, 3.5221e-133+4.40263e-134*ii
2.40631-1.20423*ii, .553151+.414929*ii, 4.30794e-165+6.36466e-165*ii, 1.07934+1.81905*ii, -1.92891+.74802*ii, -.408949+.0782594*ii, .237073-1.09191*ii, 1.99896e-164-2.973e-165*ii, -8.24386e-165+4.1165e-165*ii
3.02072-1.65231*ii, .325327+3.012*ii, 0, 1.00595+1.23952*ii, -2.23209-9.72881*ii, -4.66121-2.4207*ii, -1.81346-3.54549*ii, 0, 0
1.30877+1.72909*ii, -.382851-.89645*ii, -1.17811e-155+1.06448e-155*ii, 1.73116-.17605*ii, .281883-.0445319*ii, -.373149-.696332*ii, .264905-1.09902*ii, -1.31786e-156-3.5769e-156*ii, -9.23643e-156-1.48994e-155*ii
3.12314+4.98774*ii, 8.3558-4.55376*ii, -2.61284e-199*ii, -.751174+.14681*ii, 3.67598-1.52829*ii, 6.65353+.67341*ii, -4.24297-4.16491*ii, -3.26605e-201-6.5321e-201*ii, 6.27082e-199-9.40623e-199*ii
-6.60154+2.03119*ii, -3.70446+5.08007*ii, 1.77131e-106+1.29442e-106*ii, .515655-.956416*ii, -.84911+3.19533*ii, .812824+2.38902*ii, .771894+2.28852*ii, -2.76767e-108-1.10707e-107*ii, -5.45019e-107-4.90517e-106*ii
-29.5556-41.8693*ii, 29.3893-10.3832*ii, 1.59269e-126-4.84731e-127*ii, -1.22585-.785559*ii, 2.90528+11.2714*ii, 16.4693+5.53769*ii, -5.95449-18.4265*ii, -3.82303e-128+1.15412e-128*ii, 1.43111e-125+1.80966e-125*ii
-.679332+.183211*ii, -.278786-.355105*ii, 3.89516e-219+1.37216e-219*ii, -.480196+1.69907*ii, 2.43274-.017007*ii, -.518259+1.58137*ii, -.212996+2.76896*ii, -3.14269e-219+3.18695e-219*ii, 4.07222e-219-1.48724e-218*ii
.0057246+.430965*ii, .507443+.550321*ii, -5.69164e-321+9.96036e-321*ii, -.0342786-.221243*ii, -.202398-.0437896*ii, -.0268648+.412371*ii, .007658-.947581*ii, 1.5810e-322+1.45453e-320*ii, -7.1936e-321-5.37543e-321*ii
-1.94462+.62026*ii, .38464+1.33057*ii, 2.45165e-112+1.62022e-112*ii, -.838854+.530433*ii, .252581-.520497*ii, -.598085+.839888*ii, -.0287326+.101698*ii, 3.94396e-113-3.60388e-113*ii, 3.82872e-115-1.12938e-114*ii
.510302+.459211*ii, .928234-.808452*ii, -2.26204e-109-1.86286e-109*ii, .361377+1.27758*ii, -1.52744+.384076*ii, -.137036+2.53029*ii, -1.6419-.25238*ii, -1.74643e-110-5.32245e-110*ii, -2.26204e-109-2.66122e-109*ii
.203774+1.26081*ii, -.43688-.860029*ii, 6.52605e-155-4.66146e-156*ii, -1.18321+.250022*ii, .319419-.0040496*ii, -.889383+.369033*ii, 1.04591+.118587*ii, -4.66146e-156+1.1071e-155*ii, -6.52605e-155-1.86459e-155*ii
-.302615-1.39209*ii, 2.6678-.140689*ii, 3.33021e-152+3.25125e-152*ii, .483792+.72307*ii, 4.84261-3.68372*ii, -.974583+.515019*ii, -.732639+.088209*ii, 1.60973e-153+7.92624e-153*ii, 5.64503e-153+1.63393e-152*ii
1.70777+5.81362*ii, -.189818+.125665*ii, 4.01832e-101-1.45106e-101*ii, 3.15873+5.35312*ii, -4.12366+1.93591*ii, 1.00347-2.95288*ii, .948928+1.14408*ii, -6.78649e-101-1.07155e-101*ii, -5.62564e-101-4.64339e-101*ii
.23262-.0851866*ii, .853971-.680936*ii, 8.36478e-85-1.67296e-84*ii, -.52713-.186651*ii, 1.99463+.165467*ii, .574152-.08263*ii, .084922-.595906*ii, 4.82584e-85-9.00823e-85*ii, 9.00823e-85+5.95186e-85*ii
1.84916+.171589*ii, .11491-1.14656*ii, 1.04451e-64-1.51929e-64*ii, .768155-.144963*ii, 3.00272-1.3217*ii, 1.6592-.50645*ii, -.278109-.183792*ii, 3.91692e-65, -1.1276e-65-1.72107e-65*ii
-.306004+5.77552*ii, .036415-.0232257*ii, 2.14646e-158-4.9901e-160*ii, 7.49671+1.68175*ii, 2.15524+1.65575*ii, 2.22319+5.45413*ii, .567107-5.72092*ii, 3.5917e-158-3.88938e-158*ii, -1.30787e-158+1.23032e-157*ii
-.418754+2.47948*ii, -1.85625-.068268*ii, 2.04212e-144-7.36767e-144*ii, -1.17579-.787379*ii, .127795-.186826*ii, -1.70778-1.00959*ii, -.487761+2.81927*ii, -5.20542e-145+1.31637e-144*ii, -1.71378e-143-8.12846e-144*ii
-5.59146-8.84888*ii, -4.54707+4.6179*ii, -1.0024e-151-3.31747e-151*ii, 1.27448-1.63235*ii, -7.43793-4.13617*ii, 18.3527+5.26663*ii, 8.21181+7.67772*ii, -8.33819e-153+1.41336e-152*ii, -8.59201e-151+2.3103e-150*ii
-.37966+2.7916*ii, .171789-1.74774*ii, -6.42531e-75-1.5476e-74*ii, -.840665-.012447*ii, .93208-1.80656*ii, -.221704+1.56031*ii, .252879-2.35427*ii, -1.10543e-75-3.31629e-75*ii, 2.65303e-74-6.07986e-75*ii
.387238-.243145*ii, 1.08205-.448638*ii, 1.0197e-156+1.04883e-155*ii, -.531899-1.93229*ii, .843252-.967196*ii, -2.42451+3.52924*ii, -.428989+3.46718*ii, -1.09253e-156+2.62207e-156*ii, 3.26302e-155+8.15756e-156*ii
-.944058-.319871*ii, -.0432503-.151787*ii, 1.26349e-175-2.52698e-175*ii, 2.74658-4.39211*ii, 1.57503+4.20021*ii, -4.09809+2.50663*ii, -2.96274-4.45623*ii, 2.52698e-175+7.58095e-175*ii, -1.26349e-174-3.53778e-174*ii
-.520174+1.00081*ii, .757073+1.6153*ii, -4.26031e-86+5.07223e-85*ii, -.639459+.944341*ii, 1.22333-1.30518*ii, 1.06511-.693511*ii, -.100826+.447748*ii, 5.08837e-86+1.25987e-86*ii, 2.11821e-85-1.1625e-87*ii
1.36634+.701292*ii, -1.17463+.512861*ii, 1.38179e-76+8.63617e-76*ii, -.130306-.911834*ii, -.18203+1.53055*ii, 2.20116+.004453*ii, -.146389-.873544*ii, 6.90893e-77-1.55451e-76*ii, -2.9363e-76+6.90893e-77*ii
.731072-1.29075*ii, -.101474+.181384*ii, 8.39735e-140+1.5745e-140*ii, -3.68304+2.89585*ii, 4.1874+3.41696*ii, 4.07468+1.81315*ii, -1.63179-2.28599*ii, -6.29801e-140-1.67947e-139*ii, -3.39502e-140+1.46954e-139*ii
3.0989-2.39099*ii, -1.51335+1.0379*ii, 3.33818e-89+3.92727e-90*ii, 1.38146-.468485*ii, -.457405-.983636*ii, 1.88639+1.32082*ii, -.504925+2.46155*ii, -2.7e-90-7.85455e-90*ii, -7.06909e-89*ii
1.28841+.664508*ii, 4.50948-4.70988*ii, 1.33944e-102+4.46479e-103*ii, .298475-.514737*ii, -.994625+3.66263*ii, -.951877+.10718*ii, 6.75971-.374237*ii, -3.9067e-103+2.21844e-102*ii, -1.07155e-101+3.57184e-102*ii
.827285+.938044*ii, 1.53524-.846173*ii, 6.68353e-213-3.71307e-212*ii, -.445316-.780658*ii, -.56737+.779571*ii, .784444+2.35334*ii, -.960674-.560127*ii, 3.71307e-213-4.54851e-213*ii, 3.2675e-212-3.45315e-212*ii
-.622566-.220391*ii, .364496+.330647*ii, -1.89431e-198-5.94421e-199*ii, -2.2696+.279157*ii, -.335988-.416957*ii, 1.64556+.995162*ii, .990124-.964368*ii, -9.53687e-199+9.27558e-199*ii, 2.53446e-198-9.73283e-199*ii

component_2:
equations:
4*c2*r*mu-dp*r
dp*L+delP
-c0-c2*r^2+u
1.04*r^3*delP-1.03*r*Rad^2*delP+3.98*r*u*L*mu
points:
.616297+1.05756*ii, -.360783-.669793*ii, -1.35114+.341212*ii, .856804+1.18609*ii, 1.00897-.634007*ii, 2.22034+.774833*ii, -2.79127e-16-1.22961e-16*ii, .111841-.44407*ii, 7.8537e-18-8.403e-17*ii
.394563-.0891301*ii, -.304233-.157169*ii, -.702602+.452292*ii, .0634403-.194724*ii, .476247-1.12048*ii, .400991-.0762866*ii, -6.57859e-17+8.848e-19*ii, .304171-.528803*ii, -9.75424e-17-3.8343e-18*ii
-2.32692+.973557*ii, -.448537+.266853*ii, -.846603-3.38394*ii, -2.1758+1.64278*ii, .520575-.29895*ii, -1.33222+4.72318*ii, -2.62507e-16+1.85044e-16*ii, -.480261+1.60038*ii, -1.1974e-18+2.92778e-16*ii
