variable ordering: ad, T, omega, theta, sintheta, d, g, L, j, Pii, Tj
-.489002+.178967*ii, 3.23706+.585764*ii, .649657+.11218*ii, .177229+1.69745*ii, -.129821+1.24764*ii, -.921842+.765214*ii, 2.54847-.059169*ii, .389849+.583777*ii, -8.24592e-25+5.93847e-25*ii, .200693+1.77604*ii, -3.01711e-24+1.4393e-24*ii
.823054-1.97129*ii, -.232702-2.01547*ii, 2.79087-.886904*ii, .0326769+.0342079*ii, -5.22492-1.68223*ii, .211071-.132298*ii, .611921-.439791*ii, 1.05967-5.15799*ii, -2.68317e-24-2.65035e-24*ii, -4.76979-1.85141*ii, -4.71732e-24+6.02457e-24*ii
-2.21931-.659407*ii, .048011-1.74091*ii, -1.10643+1.55455*ii, -.19195+.703747*ii, -.406326+1.59117*ii, .370768-.516626*ii, -.971411+2.17866*ii, -.817025-.304001*ii, -4.33075e-30+5.10936e-30*ii, 1.23289-3.17395*ii, 8.68702e-30+7.78476e-30*ii
-2.77346+5.41055*ii, 5.28255+7.40006*ii, -1.06971+.097362*ii, 8.44873+.775*ii, 1.83645-6.33448*ii, -3.21097+4.17844*ii, -11.6789+4.02825*ii, -.331895+.525009*ii, -3.17633e-25+8.85123e-26*ii, -4.03091+4.57718*ii, -2.33291e-24-1.88293e-24*ii
-.392235-.625788*ii, -3.13447+2.69091*ii, -.418484+.597171*ii, -.387458+.0911679*ii, -1.96595-3.8413*ii, 1.35795-.291683*ii, -2.40071+1.68233*ii, -3.48876-.068084*ii, 7.69989e-25+8.28924e-25*ii, .806438+5.36586*ii, -4.64407e-24-5.26265e-25*ii
-.684974+2.02665*ii, -.724738+2.60051*ii, .389739-.493092*ii, 3.74381+7.19714*ii, .325478-.225605*ii, -4.59107-2.87202*ii, -1.15278+.996081*ii, -.575225+.338681*ii, 1.74007e-31+9.2083e-33*ii, .110744-1.87034*ii, -1.50055e-31+4.45833e-31*ii
2.67649+1.34069*ii, 8.31382+3.80536*ii, -.071372+.529351*ii, 1.57176+.010270*ii, 3.9397+1.51435*ii, -10.2907-2.0468*ii, 1.25907-3.86336*ii, -6.55545-1.2594*ii, -9.22162e-27-4.65132e-26*ii, .311246-4.42245*ii, 1.00332e-25-4.21794e-25*ii
-.163211+.675054*ii, 1.51649+2.79555*ii, .351076-.625329*ii, -1.02824-.271282*ii, -.219506+.620634*ii, -.955389-.954382*ii, 2.62968-2.07491*ii, 1.09763+.638581*ii, 3.56448e-32+1.19027e-32*ii, .419+3.4533*ii, 2.07805e-32+1.17697e-31*ii
-1.13566+1.89896*ii, .075366+.609606*ii, -.382034+1.48696*ii, -.32513-3.83264*ii, 2.45899+2.62694*ii, .033799-.938144*ii, -1.07352+1.42966*ii, .242286+.0293724*ii, -9.45458e-19+3.77431e-19*ii, 1.66652+.53667*ii, -3.01339e-19-5.47911e-19*ii
2.85193+1.09032*ii, .045771+1.31403*ii, -.6048-1.06737*ii, 1.50647-1.89669*ii, 1.24908-1.30641*ii, -.352393-1.99782*ii, -2.71872-.354713*ii, .555384-.626915*ii, 2.58681e-25-3.27118e-25*ii, -1.14757+.954907*ii, 4.41682e-25+3.24942e-25*ii
1.51531-.53032*ii, 1.26985+1.54938*ii, 1.56738+2.43299*ii, 1.61145-3.40974*ii, -2.33074-1.52756*ii, -.132439-.138551*ii, -.233367+2.2124*ii, .01821-.0474474*ii, -2.14125e-33-4.52649e-33*ii, 2.44562-1.42161*ii, 4.2942e-33-9.06559e-33*ii
-4.55529+1.11084*ii, -1.86534-1.30222*ii, .469602+.474056*ii, 1.81763-2.42539*ii, -1.33315+3.01412*ii, 2.59131+10.2068*ii, 4.01034+6.96239*ii, -2.18209+2.7037*ii, -7.96818e-31+2.39863e-31*ii, 3.47891+5.35231*ii, 1.79869e-30+5.90206e-31*ii
-4.43777+1.38254*ii, 10.3862-1.92981*ii, -.660676-.526198*ii, -5.12975-2.47703*ii, 2.57833+8.20675*ii, .497072+6.4967*ii, -4.96508+3.53195*ii, -.574495-.989066*ii, -4.62586e-23-2.29908e-22*ii, 2.63597+11.5966*ii, -9.24129e-22-2.29859e-21*ii
.179165-1.3023*ii, -2.26135-.825299*ii, 2.15758-1.73084*ii, .0192434-.0331474*ii, -1.18254-2.1074*ii, .171241-.0140562*ii, 2.32473-.572778*ii, 2.56028+3.67972*ii, 1.62225e-19-5.71002e-20*ii, 3.0912-1.98366*ii, -4.13973e-19-4.7605e-21*ii
1.30763-.893941*ii, 2.75771-2.30016*ii, -.649197-.049181*ii, -3.10578-3.11075*ii, -3.40377-1.15996*ii, 2.73203-2.54965*ii, -2.50408-5.03538*ii, -.028659+.849641*ii, -3.54892e-26-2.57648e-27*ii, -1.47642-2.44534*ii, -1.03795e-25+7.45256e-26*ii
.272671-1.05096*ii, 1.81046-2.35432*ii, 1.25916-.771241*ii, .157934-.158707*ii, .311637+.994141*ii, .486222-.107613*ii, .449377-1.66275*ii, 1.87249+1.20028*ii, -9.93577e-33-7.65558e-33*ii, -.604287-.050008*ii, -3.6012e-32+9.53189e-33*ii
-1.32017-.835162*ii, -1.61994+.511783*ii, -2.37219-.482338*ii, -.0545976+.388004*ii, -.903054-1.27689*ii, -.263055-.0432258*ii, -.177649-.303494*ii, -.015695+.680177*ii, 9.78234e-29+2.97501e-28*ii, 2.03809+.26438*ii, -3.10725e-28-4.31871e-28*ii
1.81204+1.6273*ii, -.943602-1.16839*ii, -.297741-1.24433*ii, -.216868+1.77162*ii, -.567626+.998146*ii, -.537081-1.38746*ii, -.432332-.616863*ii, -.735034+.393136*ii, 4.91028e-29+2.63307e-28*ii, -2.19016-.214502*ii, 2.61312e-28-3.05828e-28*ii
.013188+3.13514*ii, -3.05889-1.66829*ii, .796659+.521793*ii, -.053026+4.98407*ii, -.357111-.543795*ii, 3.1747+1.36798*ii, .943623-1.77398*ii, .267663-.639816*ii, 1.19907e-19+4.36547e-19*ii, 5.30751+.619363*ii, 3.61507e-19-1.53539e-18*ii
-6.91785+.436568*ii, 2.6784-10.8743*ii, .520614+1.05872*ii, 1.25572+2.58494*ii, -1.20934+.077945*ii, 3.28284+3.74459*ii, 5.38709-.168649*ii, 1.67119-.458157*ii, -1.40058e-24+2.47041e-24*ii, -2.18091+10.8749*ii, 2.31128e-23+2.18471e-23*ii
.243188-1.6982*ii, 1.15407-.605723*ii, -.283747+1.264*ii, -1.82794+.545305*ii, -.0800182-.231207*ii, .301513+.976754*ii, 1.27235+1.1435*ii, -.00509-.535864*ii, 3.38305e-24-2.56697e-24*ii, .73259+2.08257*ii, 2.34941e-24-5.01165e-24*ii
3.56135-.958095*ii, -4.15906-4.42244*ii, .659958+.083197*ii, -.314395-1.01891*ii, 2.06826+3.32671*ii, 7.25963-4.09521*ii, 3.81778+4.5828*ii, 1.66247+7.63785*ii, 9.28242e-31-9.55441e-31*ii, -2.42841-2.23101*ii, -8.086e-30-1.3135e-31*ii
1.15093+.848209*ii, 1.13626-.339774*ii, -1.43463-.853125*ii, 1.7242-1.00502*ii, -2.6354-1.45313*ii, .464768-.21759*ii, -2.89261+.112358*ii, .256101+.0230811*ii, 6.6850e-30-6.2333e-29*ii, -.980821-.585301*ii, -1.35832e-29-7.3098e-29*ii
1.18335-3.82402*ii, 1.4778-4.71298*ii, .469085+1.65163*ii, 2.35539-1.95338*ii, -7.0152+.657555*ii, -1.02333+.892539*ii, -1.93834-.525443*ii, -.443613+.0110352*ii, -1.07792e-30+2.0176e-31*ii, -2.58892-2.83328*ii, -6.42061e-31+5.37838e-30*ii
.291343+1.83671*ii, .6178+.88121*ii, .731392+1.23456*ii, 3.0352-.348813*ii, .573404+2.19186*ii, .714351-.552626*ii, -1.88851-1.33464*ii, .252939-.153004*ii, 3.76635e-23+1.73657e-23*ii, -4.52787+2.38754*ii, 7.96569e-24+4.3918e-23*ii
-.446269+1.14721*ii, .184761+.474163*ii, -.666425+.332399*ii, 2.41132+1.23982*ii, -1.02904+1.53444*ii, -2.13642+.601553*ii, -.903746+.029895*ii, -.599292+.557607*ii, -3.7962e-20+4.249e-18*ii, -.032309-.503994*ii, -2.02173e-18+7.67051e-19*ii
1.39898+2.15433*ii, -7.90571+3.30458*ii, .437546-.932998*ii, 4.38131+2.44757*ii, -3.06835+.263092*ii, -2.40213-.284353*ii, 5.63769-5.24521*ii, -.445496+.183969*ii, 7.23535e-28-4.35075e-28*ii, 2.00456-4.80691*ii, -4.28232e-27+5.83056e-27*ii
-62.6911-25.2948*ii, 40.7263-3.67745*ii, -.809913+.102879*ii, 1.74751+4.06648*ii, 3.8521-70.9697*ii, -81.5791-60.2591*ii, -56.2644+117.293*ii, -19.7857+11.5587*ii, 2.19137e-30+2.48242e-30*ii, 39.4269+15.7294*ii, 9.83755e-29+9.3041e-29*ii
.874213+1.57744*ii, -3.31548-.740804*ii, 1.2512+.21258*ii, 1.01389-1.08436*ii, 1.37122+.4167*ii, .835754+.745147*ii, -.933675-3.20868*ii, .017856+.754036*ii, -1.88289e-28-1.70737e-28*ii, .955863+.698737*ii, 4.97786e-28+7.05561e-28*ii
4.69209-1.82497*ii, 1.61302-4.52565*ii, 7.18223+8.29568*ii, 3.36678+5.7535*ii, 4.16921-4.8942*ii, -.0205791-.0363991*ii, 7.87553-3.49276*ii, -.00627184-.000093298*ii, 5.14451e-20-1.82711e-19*ii, 7.28615+1.71286*ii, -7.43905e-19-5.2754e-19*ii
.075658+.788656*ii, 1.96407-.825572*ii, -1.1065-.579584*ii, -.740164-.923935*ii, .167881+1.08141*ii, .443129+.247953*ii, -.518963-.70004*ii, -.39749+.161182*ii, -1.36479e-31+1.25286e-31*ii, .649668+.327744*ii, -1.64621e-31+3.58743e-31*ii
-2.14226-.327838*ii, 2.81892+.41115*ii, -.433643+2.31166*ii, -.0921892+.362134*ii, .158952-.871152*ii, .382413-.0851191*ii, 1.1216+1.56516*ii, -.473209-.935532*ii, 2.97695e-23-1.06072e-23*ii, .325062-1.22011*ii, 8.82791e-23-1.76611e-23*ii
.893246-2.34149*ii, -1.90716+.560595*ii, -.895587-.325784*ii, -1.06681+1.88136*ii, -.060014-2.72999*ii, -.902829-2.60748*ii, -.834282+2.24715*ii, -.842841+.957804*ii, -4.3384e-23-3.61538e-21*ii, 1.08587-.943782*ii, 2.1095e-21+6.87077e-21*ii
.578912+1.37068*ii, -.433704+1.94794*ii, .693307-.699166*ii, 1.42124-.235614*ii, -.528755-.613886*ii, -1.41877+.585202*ii, .3189+1.28743*ii, -1.038+.239676*ii, 2.13958e-30-2.70724e-30*ii, .361021+.546854*ii, 4.34559e-30+5.34192e-30*ii
-1.24438-.151302*ii, 2.30762-.498109*ii, -.9571+.314914*ii, -.501007+.092455*ii, .464555-1.09871*ii, -.897766-.847727*ii, -2.46217-.423824*ii, 1.43095+1.95611*ii, -7.35114e-27+3.13162e-26*ii, .10065+.736853*ii, -1.3648e-27+7.59275e-26*ii
1.24845-1.86395*ii, -.704042+2.89418*ii, .932675+.437566*ii, .741945-.222009*ii, -2.44683+.532643*ii, -.598699-2.02719*ii, -.647546+.456101*ii, .009758-2.72935*ii, 1.79715e-38+3.17567e-38*ii, -.469848+.752854*ii, -1.04562e-37+2.96546e-38*ii
5.63775-5.74919*ii, -.034293-1.03738*ii, 1.1007+.836184*ii, -.124554+1.01549*ii, -.333515-2.11993*ii, -2.10756-3.64929*ii, -4.04401+.871474*ii, -3.28959+2.4789*ii, -2.09325e-30+1.63518e-30*ii, 2.21128-3.70878*ii, 1.76808e-30+2.11542e-30*ii
-11.5518+.81176*ii, -27.716+2.07879*ii, .580646+.219278*ii, 15.0507-21.4631*ii, -2.45085+29.0735*ii, -21.1081+21.4029*ii, 37.5481-5.13809*ii, -1.13079-.190511*ii, -1.54259e-25-7.48106e-26*ii, -6.32861-10.1969*ii, 4.43094e-24+1.75278e-24*ii
-1.67955-.659641*ii, -.668341-.295517*ii, .661933-.308997*ii, 1.21241+.717399*ii, 1.52726+3.69429*ii, -1.07352-3.20649*ii, -1.55526-2.62546*ii, -1.81492-1.57081*ii, 3.54059e-18+1.46545e-19*ii, .237228+.584486*ii, -2.32302e-18-1.14425e-18*ii
.738488+1.67149*ii, .771662+2.63163*ii, -.016655+.738935*ii, 1.94119-.370472*ii, 1.62782-.273383*ii, -1.48828-2.99564*ii, -.231306+1.88702*ii, -.455573-1.63014*ii, 2.70936e-24-8.53425e-25*ii, 1.1942+.108661*ii, 4.33662e-24+6.4715e-24*ii
-2.15125+.356559*ii, .249139+1.34563*ii, 1.48424+1.45417*ii, .594394+.839328*ii, -.854135+1.699*ii, .0723663+.499839*ii, .88929-1.42433*ii, .437279+.223452*ii, 3.49823e-24-2.88958e-23*ii, .235696+1.23805*ii, 3.97544e-23-2.49176e-24*ii
-12.4651-8.39471*ii, -.716261-2.91009*ii, -1.13997+.27496*ii, 1.02226-1.8782*ii, -8.98888-7.55753*ii, -5.28494-9.56577*ii, 1.63206-1.71646*ii, 2.74761-4.3093*ii, -3.1917e-32+7.70725e-33*ii, -7.03273+.213053*ii, 4.52897e-32+8.7361e-32*ii
-7.98608+6.79869*ii, .203993-7.38025*ii, 1.15009+1.36828*ii, .261829+.899789*ii, -4.40413-1.00157*ii, 2.52618+2.09641*ii, -2.07982+.93161*ii, 2.90119-1.96331*ii, 2.78306e-24+9.90118e-24*ii, -4.87516+4.94723*ii, 7.36409e-23-1.85199e-23*ii
-6.07965-10.994*ii, 5.62229-3.25781*ii, -.672781-1.05413*ii, -14.905-2.87947*ii, -5.72712-3.25214*ii, -4.73921+6.48668*ii, -3.14757-4.37746*ii, .225471-.478761*ii, 1.47354e-23-4.93092e-23*ii, -.76878+12.0624*ii, -7.77936e-23-3.25235e-22*ii
-1.33912+.518815*ii, .350903-1.0915*ii, 1.21448-.111866*ii, .432455-.186637*ii, 1.0449+.75048*ii, -.948828+.178469*ii, .528195-.030294*ii, -1.9997-.450333*ii, -1.20615e-27+9.89492e-28*ii, 1.23002-.176559*ii, 6.56792e-28+1.66373e-27*ii
3.96889-1.70968*ii, -6.01829-.621047*ii, .464851-.399541*ii, .624808-.258037*ii, -2.97931-11.1548*ii, 6.08596+9.75981*ii, 3.64783+4.75637*ii, 2.81017+16.7811*ii, -1.84024e-31-7.1558e-33*ii, -2.60993-2.0167*ii, 1.10306e-30+1.57353e-31*ii
-4.70016-.317144*ii, -8.11545+3.90292*ii, -.844+.809016*ii, .991324+.863535*ii, -9.01127+2.03138*ii, .086334-3.44544*ii, 8.0139+1.97192*ii, -1.67186-2.01925*ii, 2.5513e-23-4.63985e-21*ii, .572322-.025323*ii, 1.79019e-20+3.77541e-20*ii
1.65056+4.37594*ii, -.296884-1.98266*ii, -.876145-.852237*ii, 2.86356+1.09195*ii, -.556507-.972811*ii, 2.95857-1.0234*ii, -1.02145+.755411*ii, .783037-.655977*ii, -8.5335e-22-4.49865e-22*ii, .65454-1.24725*ii, -6.38582e-22+1.82546e-21*ii
.425681+.103504*ii, .950895+1.77273*ii, -.240393+1.08311*ii, -.712539-.936339*ii, .950925+1.7807*ii, -.348926+.0701116*ii, 1.24305-1.14693*ii, .132165-.272074*ii, -6.32862e-22+1.01787e-21*ii, 3.78606+1.2317*ii, -2.4062e-21-1.54011e-22*ii
1.64709-.938019*ii, -4.49506+.327923*ii, -.885734-.256474*ii, .878662-.16411*ii, .357236-2.33734*ii, 1.04791-1.96749*ii, -1.20186-1.09578*ii, 1.55654-1.94847*ii, -3.44691e-43+3.91569e-43*ii, 1.5491+1.05197*ii, 1.421e-42-1.87316e-42*ii
.059831-2.16638*ii, -.720967-.524878*ii, .299707-1.3611*ii, -.191172+1.36547*ii, -.776269+.580959*ii, .4405+1.02509*ii, 3.25181-.322031*ii, .691993-.419481*ii, -1.74814e-45-2.17225e-45*ii, .527548+.043998*ii, 1.20183e-46+2.48368e-45*ii
-6.54299-2.35952*ii, -1.85377-1.05997*ii, 1.57952-2.06919*ii, .139924-.217879*ii, -.957006-4.12642*ii, .590452-.839578*ii, -2.96391+1.17656*ii, 3.9604+.166599*ii, -7.5199e-21-1.37571e-20*ii, 1.29847-3.08806*ii, -6.4191e-22+3.34734e-20*ii
-3.0568-1.45337*ii, 1.21398+1.15891*ii, .400167+.589422*ii, -1.37409-.2168*ii, -8.43035+5.44841*ii, -.439105+6.65424*ii, 5.71116+12.6388*ii, -.433703-4.77422*ii, -1.22805e-20+1.53341e-19*ii, .741495-.010603*ii, -1.92617e-19+1.71921e-19*ii
-1.34199-1.86334*ii, -7.03896+3.81908*ii, -.593482-.353189*ii, .673053+.921584*ii, -2.74751+3.24236*ii, -4.77563+.609795*ii, 3.16248-5.8991*ii, -2.03658+3.69462*ii, 1.0563e-33+2.72535e-34*ii, -5.44736+2.88104*ii, -8.47607e-33+2.11573e-33*ii
-.400947-4.14996*ii, 1.14421-.385649*ii, -1.72339-.066835*ii, -1.93943+1.78466*ii, .82761+.518769*ii, -.242438-1.38054*ii, -.152387+.357436*ii, -.286998+.447732*ii, -5.36982e-28+4.27849e-28*ii, -4.75117-1.39742*ii, -4.49418e-28+6.96634e-28*ii
4.66874+.347213*ii, 1.38466+1.19248*ii, 1.63476-1.25476*ii, .963537-.998295*ii, -5.78347-.930757*ii, .20525+1.0831*ii, -3.70301-1.23083*ii, -.458954+.648575*ii, 1.78627e-21+3.69173e-21*ii, -3.92237+.016703*ii, -1.92892e-21+7.24189e-21*ii
.0888105+.0829873*ii, .378845+.0054252*ii, -.511061+.267945*ii, -.270876+.0287704*ii, -1.2742+.258209*ii, -.0532876+.361127*ii, -.058181-1.00853*ii, .33455-1.29765*ii, -3.51564e-18-3.98526e-18*ii, 1.02892+1.4907*ii, -1.31026e-18-1.52887e-18*ii
.865947-.469108*ii, .584688+.093199*ii, -1.61323+.478654*ii, -.576839+.574211*ii, .179083-.275664*ii, .34668+.0279303*ii, -.267637+1.20417*ii, -.277662-.324817*ii, 3.21034e-27-5.26903e-28*ii, -.478512+.981617*ii, 1.92616e-27-8.875e-30*ii
-.565397-.273406*ii, 1.09235-.97666*ii, 1.64568-1.05813*ii, -.070716-.965338*ii, -.326634+.555503*ii, .0036845-.164026*ii, 1.38146+2.47922*ii, .168731+.0161772*ii, 7.84822e-20+2.32128e-20*ii, -1.08178-1.19575*ii, 1.08401e-19-5.1294e-20*ii
22.9778-49.2724*ii, -5.39952+13.9045*ii, -.985395+.914053*ii, 19.1085-25.7956*ii, 3.59514+23.5006*ii, 28.1524+10.6377*ii, -15.1405-23.6495*ii, .255731+.901926*ii, 2.13231e-31-1.87095e-31*ii, 13.6857-11.0861*ii, 1.45012e-30+3.9751e-30*ii
3.8384-4.97544*ii, -3.87668-3.32448*ii, -.875095-.612887*ii, .480569+.384291*ii, 4.20397+1.27604*ii, -2.94694-4.65025*ii, 2.17072+1.3166*ii, -8.46022-2.91127*ii, -1.29683e-30-9.12778e-31*ii, -8.73605+3.49987*ii, 1.99288e-30+7.84983e-30*ii
1.21076+.466228*ii, 2.1255+1.26053*ii, .996335-.274622*ii, .990041-1.74264*ii, -.2684+.70224*ii, .749846+.955628*ii, -1.44498+1.69558*ii, -.229759+.560826*ii, 2.2952e-20-1.5021e-20*ii, 2.17396+.00948*ii, 6.77187e-20-2.9954e-21*ii
1.82298+1.32412*ii, .349299+2.21305*ii, .612711+1.11282*ii, -1.12275+.377375*ii, .886334+1.73758*ii, .089289-1.39332*ii, -3.29112-4.17868*ii, -.446232+1.091*ii, 3.76841e-29-2.79343e-29*ii, 1.35887-1.48543*ii, 7.4983e-29+7.36392e-29*ii
-2.52072-1.85096*ii, -2.5139+2.15882*ii, 1.04643-.310813*ii, -.647267-1.40085*ii, -.987609-1.9018*ii, -.924453-2.45622*ii, -1.30231-7.2005*ii, 1.69617+.123798*ii, 1.26691e-23-1.52074e-23*ii, -2.19131+.133404*ii, 9.81e-25+6.55801e-23*ii
2.4223-3.35059*ii, -.300104-2.64508*ii, -.351408-1.44716*ii, -1.4275-2.50685*ii, -5.37255-.310282*ii, -1.66346+.841643*ii, 6.62201-3.08034*ii, .031809-.645451*ii, 1.10031e-26+7.48272e-26*ii, -1.68145-5.44876*ii, 1.94622e-25-5.15601e-26*ii
-2.7225-1.17504*ii, -2.1456+2.72531*ii, .817568-2.03654*ii, -.240277-.229265*ii, .705818+2.46097*ii, .5771-.214631*ii, .611981-.191593*ii, -.811063+1.66716*ii, -1.96478e-34+1.84412e-34*ii, -1.53571+.517288*ii, -8.1017e-35-9.31138e-34*ii
.00653558+.00212974*ii, .303739-.0945272*ii, -.22098-.0173787*ii, .711836+.200167*ii, .464357+.396479*ii, .138155+.0220195*ii, -.530908+.609937*ii, .187922-.0219101*ii, 8.86623e-19-5.14561e-18*ii, 3.66046+.214679*ii, -2.17098e-19-1.64673e-18*ii
.61624-7.63798*ii, 2.16219+6.75213*ii, .897343+2.82177*ii, -.0756908-.152448*ii, -2.07424+2.71827*ii, -.560556+.670544*ii, 2.85499-1.21846*ii, -2.06404-4.70184*ii, 2.02116e-33-1.19727e-33*ii, -8.19343+1.1932*ii, 1.24542e-32+1.10584e-32*ii
-.958349-1.0065*ii, -.118708+.902322*ii, -.696949-.232502*ii, 2.52714-2.74887*ii, -.65415-.399702*ii, -2.53928-.425226*ii, -1.21586+.260082*ii, -.376414-.577703*ii, 1.82577e-19+3.89458e-18*ii, -.913057-.936322*ii, -3.53584e-18-2.97577e-19*ii
-.519948-2.91709*ii, .986461-1.26169*ii, -.603287+1.20029*ii, 1.11578+3.00434*ii, 1.5978+1.24764*ii, 1.46909+.733225*ii, 2.15119+.740841*ii, .374066-.350065*ii, 5.81951e-19-7.66029e-19*ii, .945239-1.32917*ii, -3.92416e-19-1.4899e-18*ii
