variable ordering: S, ap, sintheta, dA, dtheta, r, P, qc, x0, w
.869199+1.00863*ii, -.266861-.116435*ii, -.364045-.927458*ii, -.891955+.804075*ii, 1.21463-.584745*ii, -.278422+.254662*ii, -1.5863-.200754*ii, -.512745-1.41137*ii, .729088+.743802*ii, .119972+.617203*ii
.23233+.272617*ii, -.109392-.117249*ii, .53914+.65202*ii, -1.84507+1.62659*ii, -1.93007-1.05929*ii, -.227291+.398256*ii, -.872103-.125093*ii, -1.37778-1.48246*ii, -.0449995+.0135172*ii, 1.15939-1.86609*ii
-1.83353+1.10456*ii, 1.0971-.586114*ii, -.48101-.742895*ii, .353082+.773568*ii, 1.90096+.293157*ii, .0009305+.282032*ii, -1.50184-1.02836*ii, .266625-.263726*ii, .0571617+.209941*ii, -1.77231+2.22339*ii
-.230035+.819448*ii, .028563+.318044*ii, -1.71951-2.11738*ii, 2.24111+1.62473*ii, .0584155+.0300729*ii, -.564824-1.46305*ii, -1.84692+1.46273*ii, -1.61219+.403683*ii, .0654867-.0361238*ii, -2.05792+1.34282*ii
-1.92679+.828878*ii, 1.19969-.197678*ii, -.445181-.767224*ii, .408406+.724562*ii, 1.91037+.012445*ii, -.0008368+.279563*ii, -1.38749-1.05756*ii, .176416-.331591*ii, .0035493-.209838*ii, -1.83366+2.19794*ii
.36368+.146048*ii, .101542+.0474024*ii, -.622044+.259366*ii, -3.97115+1.53714*ii, -1.63856-4.03572*ii, .263265+.402094*ii, -1.66873-.020950*ii, -1.66332-3.6222*ii, -.00418965-.0156601*ii, 2.83376-1.32133*ii
-.502064+.387615*ii, -.596626-.331558*ii, .83913-.436659*ii, .932365+.908865*ii, .206332+1.56165*ii, -.371389+.0348238*ii, -.820397-.09491*ii, .200082+.414585*ii, .346387+.0031605*ii, -1.61782-.41146*ii
.214855+.311209*ii, -.109505-.129038*ii, .557191+.673959*ii, -1.68874+1.6568*ii, -1.74823-.958951*ii, -.219587+.409673*ii, -.878447-.169581*ii, -1.34763-1.38493*ii, .0569559-.0130083*ii, 1.05072-1.72995*ii
.309707+.521487*ii, .0976865+.113984*ii, .176239-.786995*ii, -1.88892+3.00157*ii, -1.56027-2.0066*ii, .503802-.14719*ii, -2.15029-.055438*ii, -2.53638-2.23105*ii, .0789294+.0091531*ii, .596257-1.52193*ii
.227132+.258681*ii, -.0516654-.0931425*ii, .375606+.550257*ii, -1.34006+4.46888*ii, -4.39412-1.01063*ii, .162141-.470131*ii, -1.46039+.668376*ii, -3.93992-1.18359*ii, -.0092171-.00796291*ii, .615445-3.46235*ii
-.22561+.250672*ii, -.156322+.143306*ii, .885027+.78011*ii, 3.05849+.825826*ii, -.456221-.671713*ii, -.476564-.547253*ii, -.897039+.580364*ii, -.740383+1.51388*ii, .342796-2.46439*ii, -.117515+.326691*ii
-2.13635-2.52871*ii, 1.39153+.098436*ii, -.64847+.252999*ii, .0576466-.333118*ii, -1.7368-3.55145*ii, .0669433-.122804*ii, -.965512+.565886*ii, .0863737+.247564*ii, -1.16545-2.77661*ii, .689456-.424024*ii
.0870084-.0525741*ii, .0744372-.0444895*ii, -1.42312-1.4645*ii, -3.1613-1.53118*ii, .115372+.105857*ii, -1.13064+.686286*ii, -.355561+.0329766*ii, 1.12647-2.09941*ii, -.949876+2.18738*ii, .0694394-.215883*ii
-.727573-1.77227*ii, -.100514+.316472*ii, -.129211-.774749*ii, .175998-.669556*ii, 1.30896-2.4203*ii, .165456+.153726*ii, -1.31469+.175234*ii, 1.11638-.437874*ii, .425902-1.9885*ii, -.023186+.479978*ii
-1.6833+.840682*ii, .231245-.690076*ii, -.532941-.992256*ii, .739002+.369796*ii, .929193-.085859*ii, -.0912719-.341858*ii, -1.55484-.001212*ii, .56176-.188003*ii, -.21548-.0982567*ii, -1.39513+1.54908*ii
-.37518+.30279*ii, .229837-.165435*ii, .744408-.518327*ii, 1.07086+1.53606*ii, -.448738+1.72918*ii, -.425485+.0544332*ii, -.866869-.252053*ii, -.803701+.83656*ii, -.0263705+.101235*ii, -1.8406-.663629*ii
.0823411-.289245*ii, .0170164+.174865*ii, 1.81579-.178012*ii, 1.02306-1.61443*ii, .210172+.0634444*ii, -.71908+.492695*ii, -.382726-.42885*ii, 1.29621+.73888*ii, -.911285-1.45712*ii, .0870314-.370133*ii
-.413703+1.21829*ii, -3.55169-2.6298*ii, .943367-4.86801*ii, 3.26738+3.24842*ii, -.00594061-.00918207*ii, 2.02392-3.0713*ii, -5.30923+2.63672*ii, .145327+.123147*ii, .732364+.083879*ii, -2.81266-.753226*ii
-1.5925+.415291*ii, 1.57799-.304044*ii, -.446516-.798148*ii, .739912+.842494*ii, 1.74159-.070765*ii, .0284111+.333464*ii, -1.52819-1.03439*ii, -.137+.258174*ii, -.0132834-.314786*ii, -1.75334+2.03448*ii
-2.36851+.6593*ii, -.322947+.0373872*ii, 2.20088+1.67143*ii, -.107012+.530697*ii, -.0232985-.058716*ii, .025571+.702248*ii, -.096431-1.32751*ii, .933366-.796428*ii, -.009114-1.90495*ii, -.366032-.327675*ii
-.343309-1.98401*ii, -.155327+.35278*ii, -.075743-.757139*ii, -.052573-.707018*ii, .891812-2.89201*ii, .176453+.133746*ii, -1.38468+.347031*ii, .920568-.548735*ii, .339993-2.10027*ii, .502091+.064178*ii
1.2097-1.03048*ii, .215222-2.32441*ii, -.666202+.266594*ii, -1.44142-.446302*ii, -1.50057-3.28198*ii, .0695991+.296554*ii, -2.20359+.945466*ii, .219451-.0666789*ii, -.164414+.207818*ii, 3.38372-1.0042*ii
-.082183+1.12327*ii, -.229177-.236737*ii, -.179234-1.00468*ii, .222273+1.92064*ii, .633743-1.08256*ii, .256848-.417757*ii, -2.17566+.091829*ii, -1.13503-1.05334*ii, .657439-.207304*ii, -.432215+.699397*ii
.651957+.223242*ii, -.133608-.101905*ii, -.714371+.18827*ii, -1.53107+1.90391*ii, -2.367-2.30931*ii, -.258433-.304068*ii, -1.42322+.899471*ii, -2.14563-1.58886*ii, .0231021-.0425126*ii, 1.68285-1.44205*ii
-.236721-.280062*ii, -.0992772-.150584*ii, 1.3044-.190403*ii, 1.51548-1.0156*ii, .527894+.245201*ii, -.556659+.262167*ii, -.643177-.184013*ii, 1.17649+1.03645*ii, -.364883-1.31962*ii, -.426349+.0672974*ii
.597587+.543966*ii, 2.6003+11.4959*ii, 5.18466+1.7475*ii, 4.36979-8.12425*ii, .00456664-.00673968*ii, -5.61224+1.21713*ii, 7.03064-2.47793*ii, -.004245+.0799815*ii, -5.74834-9.36266*ii, -.201205+1.21519*ii
.597121+.566263*ii, 2.58419+11.9312*ii, 5.27716+1.82566*ii, 4.35773-8.36494*ii, .0041426-.00644034*ii, -5.7936+1.24818*ii, 7.33884-2.52726*ii, .0037444-.078817*ii, -5.87148-9.60188*ii, -.20681+1.22115*ii
-.497789+.448315*ii, -.839427+.298536*ii, .9875-.453486*ii, .624426+.805017*ii, .286467+.998865*ii, -.378922-.0094882*ii, -.671734-.12079*ii, .133842-.291336*ii, .336026-.475059*ii, -1.40282-.444317*ii
-1.02076+.008711*ii, -.231887-.458142*ii, .735966+.609508*ii, .865096-.309783*ii, -.738278-1.33783*ii, -.274753-.157223*ii, -.880358+.32375*ii, .62447+.187952*ii, -.439393-1.73338*ii, .633391-.07005*ii
-.874534-.346751*ii, .544436+.058384*ii, 1.43121+2.99204*ii, .2351+1.47206*ii, -.0355621+.00841252*ii, -.35983+1.3524*ii, .304836-1.36889*ii, -.530203+.527319*ii, 1.30703-1.72523*ii, .294417-.520661*ii
1.52018+1.2762*ii, .189154+.154882*ii, -.086884-.847085*ii, -.785928+.563132*ii, .651822-2.05871*ii, -.265017+.116154*ii, -1.91342-.146936*ii, -1.18222-1.5623*ii, .138735-.0263884*ii, 1.41761+.662255*ii
-.876931-1.69046*ii, 1.52147+1.03489*ii, -.045101-.721758*ii, .479624-.556713*ii, .6562-3.46392*ii, .101244+.188797*ii, -1.3617-.322586*ii, -.102841-.197058*ii, -.659545-2.91045*ii, .342308+.868807*ii
-2.02601-1.52204*ii, 1.43433+.117044*ii, .570257+.463637*ii, .349087-.190175*ii, -1.54235-2.98356*ii, .145343+.0672255*ii, -.996707-.146028*ii, .0020940+.241129*ii, -1.414-2.93275*ii, .686099-.392887*ii
-.122851+.7743*ii, -1.89601-1.89071*ii, -.459326+.770857*ii, 1.22496+2.45627*ii, 1.84379-.076234*ii, .455857-.236937*ii, -2.05238+.646732*ii, .152591+.112233*ii, 3.23671+.115961*ii, -.395133+1.0065*ii
-1.25755-1.22809*ii, -.0854688+.375001*ii, .021426-.962415*ii, .228554-.565326*ii, -.099732-1.49128*ii, -.140414-.218564*ii, -.981691+.430239*ii, .845719-.388493*ii, -.583168-1.59794*ii, -.542348-.160079*ii
-.749298-.826979*ii, -.0499933-.348434*ii, .036963-.866875*ii, .370059-1.28274*ii, -.260236-2.02454*ii, -.196297-.285483*ii, -1.33808+.655121*ii, 1.19458-.101951*ii, -.930138-1.43338*ii, .527146+.115973*ii
-2.28569-2.61385*ii, .0476258+.363291*ii, -.700925+.324307*ii, -.0633739-.271069*ii, -.77409-2.78894*ii, .0330918-.136876*ii, -.563679+.785227*ii, .873488-.312667*ii, -.046605-2.60729*ii, -.0250564-.445059*ii
.467632+.489593*ii, -5.08094+7.91378*ii, 3.2886+2.61118*ii, 7.10333-2.03215*ii, -.00770959-.0162732*ii, -3.3998-2.00003*ii, 4.31667+2.52744*ii, -.0247634-.078409*ii, 1.35718-8.84875*ii, -1.19228-.253233*ii
.062069+.786648*ii, -.114889-.199533*ii, .095055-1.09443*ii, -.185444+2.97524*ii, -.258463-.971949*ii, .514731-.405822*ii, -2.35197+.038790*ii, -2.00535-1.13274*ii, .656345-.061156*ii, -.591467-.379645*ii
.0012262-.0884368*ii, -.122782-.030334*ii, -.515624+2.39947*ii, .337367+1.64075*ii, .0535027+.0726127*ii, -.856904+.686059*ii, .145516-.0278237*ii, -.993183+.347608*ii, 1.99387-.54444*ii, .284705+.0740277*ii
-.14002-.15433*ii, -.0819412-.105104*ii, 1.40475+.095654*ii, 1.8827-1.56283*ii, .467767-.096753*ii, -.731816+.209189*ii, -.504807-.071729*ii, 1.37703+1.2392*ii, -.568478-1.73407*ii, .0552259+.316592*ii
-.0162635-.0636109*ii, -.0192875+.0619479*ii, -1.49683-1.63247*ii, -3.06835-2.48339*ii, .0972901+.0748007*ii, -1.39955+.594813*ii, -.108069+.235569*ii, 1.74487-2.07741*ii, -1.4257+2.091*ii, .188319-.028133*ii
-.716895-1.6213*ii, -.0043364-.309671*ii, -.142541-.805288*ii, .24625-.819505*ii, 1.22304-2.10874*ii, .190187+.179378*ii, -1.5052+.188252*ii, 1.37342-.066262*ii, .272546-1.54266*ii, .049859+.526402*ii
-.659156-2.30715*ii, -.0927405-.331681*ii, -.042548-.899768*ii, -.023377-.593281*ii, .257743-1.80598*ii, .180575+.157884*ii, -1.35338+.444998*ii, 1.19052+.13608*ii, .06692-1.39022*ii, -.094463-.583968*ii
-1.92082-1.93751*ii, -.0627712-.344019*ii, -.698209+.344387*ii, .0304656-.460457*ii, -.550609-2.77152*ii, .0644181-.171035*ii, -.950659+.825428*ii, 1.09206-.195365*ii, -.022323-2.11834*ii, .481422-.0410054*ii
.197207+.235092*ii, .0450034+.0847277*ii, .364834+.547329*ii, -1.39909+4.84281*ii, -4.5979-.89865*ii, .169278-.481476*ii, -1.41442+.626122*ii, -4.30781-1.2382*ii, .00663144+.00757176*ii, .423172-3.64702*ii
-.183047+.335688*ii, .0865746-.148353*ii, .657794+.823666*ii, 2.97498+2.0787*ii, -1.02463-.496086*ii, -.250278-.647266*ii, -1.24235+.618167*ii, -1.72019+1.63203*ii, .590077-2.04646*ii, -.335135-.0416903*ii
.275855+.907064*ii, -1.74294-1.5318*ii, -.778145-.605817*ii, .488776+2.08431*ii, .558949+1.27292*ii, -.11807-.484469*ii, -1.75578+1.01832*ii, -.176751-.117577*ii, 1.89663+1.53329*ii, -1.15971-.023868*ii
-1.53348+1.56348*ii, .70852-1.94123*ii, -.673268+.568321*ii, .612709+.798949*ii, .989578-1.67961*ii, .29656-.0734498*ii, -2.18871-.267214*ii, .238128-.0708578*ii, .351564-.326774*ii, .576908+2.39915*ii
.380966+.767068*ii, -3.16154-2.39342*ii, .297278+1.10688*ii, .741401+2.61948*ii, -.627341+.625158*ii, .245496-.605642*ii, -1.72687+1.56664*ii, .113199+.0700919*ii, 2.7479+.626484*ii, .296694-1.37901*ii
-2.23718+.582257*ii, .515759-.544554*ii, 2.75099+.827204*ii, .223878+.865137*ii, .0359976-.0432165*ii, .545215+.763838*ii, -1.00459-1.80511*ii, .645611-.148966*ii, -.5559-1.76653*ii, -.65238-.383609*ii
.451057+1.14302*ii, -.796897-1.31476*ii, .692528-.619732*ii, -.23094+1.13631*ii, -.964064+1.35284*ii, -.34165-.0536186*ii, -1.40299+.24857*ii, -.240873-.11851*ii, -.064831+1.3702*ii, -.367351-1.20419*ii
-1.13254-.655209*ii, 1.36854+.100829*ii, .042349-.79009*ii, .984253-.675544*ii, -.430565-2.65712*ii, -.0731035-.289671*ii, -1.55733+.12019*ii, .035212+.312922*ii, -1.47732-2.20022*ii, .374505+.769428*ii
1.55502+1.48537*ii, -1.61517-2.97595*ii, -1.51278-.144663*ii, -.244252+1.30557*ii, -.36448+.107185*ii, -.340546-.50036*ii, -2.31907+1.66738*ii, -.169612-.0318421*ii, 1.52816+2.58004*ii, 1.26346+.023684*ii
.199614+.236478*ii, .045554+.0849893*ii, .366374+.546498*ii, -1.40671+4.8046*ii, -4.58716-.934446*ii, .168327-.480088*ii, -1.41698+.626409*ii, -4.28434-1.25012*ii, -.00687322-.00751566*ii, .453944-3.63094*ii
-1.03578-1.32692*ii, 1.34586-.039710*ii, .124841-.739289*ii, .348517-.787169*ii, -1.52188-2.77347*ii, -.0957621-.220507*ii, -1.4055+.352882*ii, .02886+.307772*ii, -1.86852-2.05029*ii, .752874-.345852*ii
-2.36737+.245674*ii, 1.95149+.106108*ii, 4.13586+1.87244*ii, .079070+1.4388*ii, .00414849-.0136315*ii, .712064+1.74356*ii, -.540665-3.38675*ii, -.198779+.260439*ii, -.775726-2.74345*ii, -.572456-.801086*ii
.838718+.717389*ii, -1.39873-1.44997*ii, -1.14911+1.52789*ii, .013748+1.19644*ii, .178337-.0678842*ii, -.714964+.105356*ii, -.846783+1.01334*ii, -.186572-.0639189*ii, 2.22362+.878235*ii, 1.06685+.231427*ii
.135412+.273586*ii, .0738764+.11436*ii, .521424+.661554*ii, -1.8859+1.97322*ii, -2.02623-.933395*ii, -.230271+.422218*ii, -.795219-.248758*ii, -1.7349-1.53749*ii, -.0419588-.00505008*ii, .906693-1.93231*ii
-1.85971-2.85401*ii, .136888+.335409*ii, -.723986+.374196*ii, -.0696831-.220584*ii, -.342932-2.43928*ii, -.0209611+.133827*ii, -.499958+.609097*ii, .845988-.045944*ii, .336411-2.35544*ii, -.121388-.447869*ii
-5.86683+1.55333*ii, -.125623+.0361973*ii, -.481031-.521308*ii, -.0497292+.237647*ii, 2.94+2.30498*ii, -.0172498+.119549*ii, -.077392-1.47148*ii, 2.7681-1.62608*ii, -.003699-.00438429*ii, -4.7635+3.08871*ii
.623205+.498456*ii, -.297533-3.11747*ii, -.889971-.346691*ii, -1.81458+1.81896*ii, -.674417+1.37366*ii, .011551+.528944*ii, -2.03752+.229098*ii, -.157971-.0061906*ii, .89025+3.42412*ii, .088971-1.11529*ii
.794906+.619687*ii, 6.2352+5.02589*ii, 5.201-.062026*ii, -1.29226-5.94185*ii, .00946906+.00033890*ii, -2.73998+3.48417*ii, 2.65486-5.52401*ii, .0347335-.10108*ii, -6.77322-3.27291*ii, 1.21904+.139756*ii
-4.72584+3.48296*ii, -.142185+.0196046*ii, -.408951-.583971*ii, -.0367908+.306325*ii, 3.5541+.952973*ii, .0317633-.133112*ii, -.893052-1.57578*ii, 1.99952-2.55195*ii, .00101532-.00686958*ii, -3.244+4.32515*ii
.704674+.19589*ii, 1.69943-3.23485*ii, -2.01209-.581235*ii, -2.89553+.204459*ii, -.0964807+.108431*ii, -.30026+1.196*ii, -2.08045-.423129*ii, .12786-.0515733*ii, -.229095+3.87618*ii, 1.12772+.243128*ii
-2.54709-1.5931*ii, 1.69128+.470848*ii, -.636581+.311593*ii, .282894-.189195*ii, -.763147-3.6665*ii, .104556-.0973899*ii, -1.02196+.031218*ii, -.0563323-.191008*ii, -1.07602-3.02664*ii, .405078+.780276*ii
.902266+.748623*ii, -2.05615-2.56862*ii, -.907518-.30655*ii, -.411293+2.04252*ii, -.848442+1.25755*ii, -.168454-.447144*ii, -1.90017+1.53499*ii, -.155094-.0540424*ii, 1.67483+2.5129*ii, -.054077-1.24012*ii
-1.03341-2.12004*ii, -.043485+.335633*ii, -.119112-.848063*ii, .12868-.474196*ii, .862952-1.93959*ii, .14772+.145652*ii, -1.13829+.217233*ii, 1.0725-.243359*ii, .270577-1.86113*ii, -.504458+.003917*ii
-2.18124-2.29075*ii, .0431993+.252709*ii, -.736881+.442385*ii, .0051801-.202094*ii, .107542-2.09733*ii, -.0340141+.129142*ii, -.474246+.42895*ii, 1.0573-.212495*ii, .438434-2.17444*ii, -.397457+.0740246*ii
-.0724249-.143574*ii, .0060951-.108739*ii, -1.44024-1.73884*ii, -2.12954-2.77104*ii, .101411+.0559868*ii, -1.41892+.33817*ii, -.243618+.50644*ii, 1.94083-1.37742*ii, -1.57832+1.69351*ii, .0877455+.242556*ii
-.948325-.594955*ii, -.0799735-.331305*ii, -.056219-.94778*ii, .757466-1.05554*ii, .275441-1.53331*ii, -.190167-.322032*ii, -1.34632+.550336*ii, 1.22234+.052393*ii, -.646817-1.32787*ii, -.061695+.567908*ii
-.167578+.321483*ii, -.0779753+.165076*ii, .722595+.805606*ii, 2.86307+1.95267*ii, -.854622-.613482*ii, -.291404-.632296*ii, -1.10754+.593205*ii, -1.64105+1.34659*ii, .651473-2.22849*ii, -.332446-.0261305*ii
-.505419+.392181*ii, -.587433-.343664*ii, 1.26531+1.87322*ii, -.314466+1.0993*ii, -.112858-.0242227*ii, -.271184+.790086*ii, -.272189-.678937*ii, .0284039-.433569*ii, 1.06383-.85232*ii, .47612-.692372*ii
.0866465+.437618*ii, -.0761192-.123348*ii, -.78052+.491593*ii, -1.56352+4.1679*ii, .195596-1.68749*ii, .618748+.263631*ii, -1.95942-.32309*ii, -2.70707-1.99296*ii, 2.2778+.160913*ii, .136673-.266623*ii
.842364+.594764*ii, 6.42782+4.54561*ii, 5.16246-.24472*ii, -1.33308-5.68756*ii, .00956109+.0013679*ii, -2.51846+3.50604*ii, 2.25982-5.58387*ii, -.0381885+.100799*ii, -6.7623-2.96672*ii, 1.22163+.123866*ii
-.25973+.862646*ii, .0408097+.33573*ii, -1.81958-2.25663*ii, 2.20815+1.47904*ii, .0489245+.0245427*ii, -.611077-1.51453*ii, -1.84941+1.5207*ii, -1.54271+.350042*ii, -.0661963+.0359882*ii, -2.08383+1.41616*ii
-.38868-.0003172*ii, -.507979+1.03971*ii, .876815+.283095*ii, 1.65611-.097746*ii, 1.0096-1.37343*ii, -.393828-.114453*ii, -.643727+.037466*ii, .212425-.111547*ii, .542202-2.62891*ii, -.097763+.774667*ii
-1.65596+.045444*ii, .147227-.646459*ii, 2.5106+1.97568*ii, .267695+.940881*ii, -.0170231-.0371793*ii, .277839+1.05602*ii, -.48605-1.5459*ii, .609055+.264106*ii, .396668-1.8519*ii, .004545-.703607*ii
-4.83018+1.71738*ii, .151512-.0528943*ii, -.474335-.570901*ii, -.0031591+.290887*ii, 2.84727+1.58899*ii, -.0134752+.137689*ii, -.484304-1.41046*ii, 2.14913-1.51777*ii, -.00479775-.00792503*ii, -3.84504+3.11666*ii
-.092558+.761748*ii, .156322+.175168*ii, 2.27172+.055607*ii, -2.45056+1.7149*ii, .113321-.0083349*ii, .376405+1.30494*ii, -1.07951-2.02543*ii, -.662806-2.13036*ii, .0946801+.100256*ii, .021877-1.55155*ii
-1.79529-.612726*ii, 1.1152+.577009*ii, .675436+.391663*ii, .638203+.093909*ii, -.015842-2.80123*ii, .17904+.122102*ii, -1.08822-.559637*ii, -.0723978-.295878*ii, -.648359-2.99363*ii, .324324+.688872*ii
-.609665-2.49816*ii, -.071822+.451024*ii, -.035677-.813278*ii, -.0529308-.480368*ii, .324118-2.45021*ii, .151245+.123988*ii, -1.16777+.425093*ii, .797737-.27545*ii, .174981-2.08278*ii, .020591-.555511*ii
-1.20102-.823324*ii, 1.24879+.795718*ii, .010082-.764237*ii, .752757-.526868*ii, -.118157-2.98401*ii, -.0729177-.242454*ii, -1.33786+.013016*ii, -.146241-.227065*ii, -1.20934-2.61549*ii, .239839+.818052*ii
-4.76403+3.54546*ii, -.141668+.0187637*ii, -.407715-.581161*ii, -.0404814+.306043*ii, 3.59704+.974262*ii, .0323203-.132424*ii, -.892209-1.60152*ii, 2.01613-2.58204*ii, -.00106203+.00668222*ii, -3.26712+4.38122*ii
-7.83972+6.80202*ii, -.114583-.0070001*ii, -.248421+.55056*ii, -.166717+.254773*ii, 5.78186+1.78351*ii, .114881-.0082642*ii, -.425958-3.13136*ii, 3.26913-4.24033*ii, .00115731-.00175731*ii, -4.4004+7.60207*ii
-1.22036-2.39099*ii, -.0416022+.399678*ii, -.658122+.398666*ii, -.0672393-.334692*ii, .184681-2.92096*ii, -.0219296+.153809*ii, -.71819+.569213*ii, .745645-.349953*ii, .618255-2.41542*ii, .476129-.0350265*ii
.078014+.34038*ii, -1.59222-.621714*ii, -.217947+.906937*ii, .353004+1.96557*ii, 1.06786+1.24863*ii, -.365806+.271454*ii, -.641503+.273498*ii, -.0916895-.14187*ii, 2.58028+.48057*ii, -.955447-.090138*ii
