variable ordering: S, ap, sintheta, dA, dtheta, r, P, qc, x0, w
.136374+.706133*ii, -.608228-.155601*ii, -.823255+.393905*ii, -1.93941+.456683*ii, -.403234-1.70707*ii, -.114207-.0304961*ii, -.0954106+.0345191*ii, .071984+.159464*ii, -.733087+1.59341*ii, -.455637+.546445*ii
-1.36968-.750791*ii, -.524354+.605921*ii, -.024498-1.11995*ii, -.293087-1.64996*ii, .062188-.946448*ii, -.240706+.200382*ii, .682805-.766828*ii, .39531+.184076*ii, -1.53306-1.75088*ii, -.526336-.458164*ii
.026813+.667789*ii, -.305105+.476253*ii, -.797628+.303655*ii, -2.66259+1.81885*ii, -.989486-1.90281*ii, .138038+.308541*ii, -.135204-.871112*ii, .566939+.07911*ii, -.319583+2.58149*ii, -.122799+.540764*ii
-.15067+.723133*ii, -.626424-.542208*ii, -.804412+.436647*ii, -1.82279+.068261*ii, -.136997-1.7335*ii, -.169562+.0501551*ii, -.135623+.188036*ii, -.185789-.0751489*ii, -.933241+1.27956*ii, -.632997+.582345*ii
-.794462-.32011*ii, -.861382+.434017*ii, -1.00143+.239813*ii, .583909-.138434*ii, -.929893-.791428*ii, -.085474+.165128*ii, -.0552792+.228251*ii, .0343968+.169806*ii, -.076416-.672383*ii, -1.16484-.811725*ii
.845434-.810606*ii, -1.13268-.25343*ii, .620306+.632047*ii, .563336+2.84461*ii, -1.39511-1.31876*ii, -.011706+.132901*ii, .127591+.183565*ii, -.135694-.0363261*ii, 2.87761+.546237*ii, .748509+.012175*ii
-.0274659-.115462*ii, -.344266-.269944*ii, .567185+.671729*ii, .888935+3.74904*ii, -1.69015-.996758*ii, .733624+.408595*ii, -.74403-.524936*ii, -.263395-.704538*ii, 3.17829+.763483*ii, .425078+.0926549*ii
-1.92761+.031870*ii, .295655+1.29044*ii, 2.01727-2.95331*ii, 1.34925-1.18613*ii, -.0283971+.00655895*ii, 1.36939-.216635*ii, .102154-2.4341*ii, .20875+.34888*ii, -.906211-3.62523*ii, .7078+.006982*ii
-1.3457-.72462*ii, -.328213-.370275*ii, .003005-1.08387*ii, .418202-.478288*ii, -.008711-1.04709*ii, -.105616+.216443*ii, -.110141-.624958*ii, -.08152-.549158*ii, -.416297-1.6457*ii, -.151832-.62383*ii
1.07332+.959629*ii, -.339794+.382068*ii, .315314+2.15377*ii, .108472-1.33796*ii, -.0546083+.117178*ii, .059687-.804942*ii, .652132+1.53176*ii, .123801+.861335*ii, .0921264+.0884756*ii, -1.64991+1.71432*ii
.802922-.18622*ii, -.0684331+.397839*ii, -.88667+.191151*ii, -.225468+2.58729*ii, -1.43632-1.06272*ii, .0222298-.305088*ii, -.742632-.264567*ii, .758463+.000587*ii, 1.56495+1.48786*ii, .242211-.453558*ii
-.452429+.0623253*ii, -1.08076-.353735*ii, .813928+.411061*ii, -1.88344-.772742*ii, .293719-1.73397*ii, -.243691+.445819*ii, 1.18934-.085478*ii, -.310805+.114223*ii, -.899154+.152195*ii, -.318232+1.28927*ii
.595689-.963437*ii, -.210809+.16084*ii, .573101+.769267*ii, 1.29024+2.76757*ii, -1.41883-.518036*ii, .127184+.0116993*ii, -.152269-.0729931*ii, .410265-.342448*ii, 3.13903+.113913*ii, .325274-.116531*ii
.796058-.04735*ii, -1.29658-.072429*ii, -.748475+.229489*ii, -1.10477+3.37988*ii, -1.74362-2.16383*ii, .0131095+.204271*ii, -.420937-.181667*ii, -.0264975+.177837*ii, 1.69458+2.24686*ii, .732791-.339988*ii
-.0877432+.212922*ii, -.156836-.834699*ii, -.36502-1.43272*ii, 2.01566-1.22958*ii, .280731-.302313*ii, .147835-1.18694*ii, -1.15046+.532019*ii, -.4569+.0140975*ii, -.315036-2.34783*ii, -.018634-.711819*ii
-.13598+.467962*ii, .118707-.539366*ii, 1.09431+.386213*ii, -.528928-.462742*ii, .448096-.726045*ii, .219551-.201695*ii, .257506-.0827822*ii, -.118081-.302507*ii, -.0536147-.339995*ii, -.27934+1.48024*ii
-.027354+.529089*ii, .420188-.0858292*ii, -.801279+.273501*ii, -2.16135+3.41888*ii, -1.21126-1.83273*ii, .32188+.388006*ii, -.987733-1.23271*ii, .610889-.805035*ii, .929688+2.98101*ii, .295534+.32694*ii
-1.37542-1.1456*ii, -.0175975-.35424*ii, 2.33773-.449214*ii, 2.39451-.243086*ii, .0832384+.0532982*ii, .473103+.298532*ii, .489225-.672116*ii, -.362408-.809003*ii, 1.59808-3.36174*ii, .0896432+.355975*ii
-.739267-.340484*ii, -.164101+.320262*ii, -1.07458+.293051*ii, .173164-.0061826*ii, -.673153-.691322*ii, -.188666+.0971876*ii, -.248472-.0031620*ii, .426503-.215123*ii, -.144787-.260469*ii, -1.15277-.615506*ii
.677829+.514617*ii, -.0626743+.311901*ii, -.862785+.328655*ii, -1.97841+1.50658*ii, -.780747-1.50358*ii, -.0628233-.228988*ii, -.315353-.35306*ii, .727386+.164624*ii, -.010314+2.22544*ii, -.0434712+.447522*ii
-.0366989+.0375263*ii, -.664272-1.25547*ii, -.21541-.792073*ii, -1.89203-3.34069*ii, 1.72369-1.68548*ii, -1.05824-.621516*ii, .689841+.705473*ii, -.18663+.152731*ii, -2.94751-.861545*ii, -.314866+.744972*ii
-.738916+.447575*ii, -.421157-.404688*ii, -1.00447+.229375*ii, 1.05221+.89809*ii, -.952831-.760346*ii, .409868-.0245135*ii, -1.12719+.246246*ii, -.485937-.407473*ii, .624665-.282913*ii, -.908684-.615497*ii
.0960498-.10164*ii, -.336069+.116547*ii, -.788102+.383242*ii, -2.70277+.872031*ii, -.418704-1.93639*ii, -.534616+.298639*ii, .34455-.459393*ii, .728455-.095109*ii, -.618761+2.04745*ii, -.220388+.431991*ii
-.0675657-.473524*ii, -.508059-.213693*ii, .538724+.895708*ii, 2.5562+1.49515*ii, -1.16593-.062625*ii, .423247-.0674609*ii, -.395775+.548415*ii, -.393587-.33139*ii, 2.70184-1.25055*ii, -.468075-.206685*ii
-.0310413-.037541*ii, -.2497+.114871*ii, 1.43134-1.0757*ii, 2.4765-.771523*ii, -.0824027+.217176*ii, .683794-.913355*ii, -.158285-.0511478*ii, -.283599+.425917*ii, .809522-2.92978*ii, .324298+.150706*ii
-.619465-1.5282*ii, -.776849-.312954*ii, 1.47205-.423776*ii, 3.2644-1.83772*ii, .247339+.276444*ii, -.194741-.36137*ii, .723391+.684429*ii, -.410881+.0016832*ii, 1.03878-4.24071*ii, -.341093-.393618*ii
.924536+.279372*ii, .283901-.314846*ii, -.856504+.317115*ii, -1.5063+2.58706*ii, -.849795-1.52994*ii, -.0989601-.294483*ii, -.881385-.325991*ii, .66948-.416596*ii, 1.02051+2.44469*ii, .401895+.254554*ii
.626729-.351705*ii, -1.03662-.377308*ii, .104579-.860786*ii, -.722909+1.72849*ii, -.725588-1.91202*ii, -.117374-.183391*ii, -.12025-.361603*ii, -.0525489+.185674*ii, .852047+.601011*ii, 1.21246-.161752*ii
-.213239-.519102*ii, -.675798-.441493*ii, .089366-.840314*ii, -1.26111+2.03637*ii, -.690516-2.09879*ii, -.0903263+.378089*ii, -.132087-.98987*ii, .0597334-.422697*ii, .665881+.830425*ii, 1.0227-.163069*ii
.451069-.170733*ii, .415255-.431917*ii, -1.13668+.197745*ii, 1.13156+1.35478*ii, -.754811-.428903*ii, -.097528-.667616*ii, -1.32198+.419786*ii, .410925-.539059*ii, 1.33913+.15702*ii, -.352571-.710027*ii
.00720445+.00395155*ii, .120407-.0555028*ii, -.290556-1.04772*ii, -.509795-2.09096*ii, .75248-.714085*ii, -.402687-.872333*ii, .0531099+.00954251*ii, .524067+.300631*ii, -1.77331-1.1092*ii, -.263404+.142344*ii
-.748642-1.76609*ii, -.0061022-.3689*ii, 1.51397-.466332*ii, 2.87303-.874675*ii, .209424+.261962*ii, -.191697-.1781*ii, .436769+.0540652*ii, .048388-.618153*ii, 1.49325-3.63634*ii, -.0734854-.356838*ii
-.454797+.212619*ii, .466358-.0482482*ii, -.905725+.167084*ii, .291262+2.98478*ii, -1.4574-.888086*ii, .556141+.159928*ii, -1.47251-.780811*ii, .322803-.892989*ii, 1.66164+1.13862*ii, -.197765-.538568*ii
.074667-.96984*ii, .282145+.272143*ii, -.923204+2.40387*ii, -.048387-1.49825*ii, .0695934+.0354172*ii, -1.13787-.054815*ii, .850737+1.35619*ii, 1.07503-.288379*ii, -.0460501-.0825805*ii, -2.39515+.355567*ii
-1.8048-.848581*ii, -.282068+1.13675*ii, 1.45952-1.04429*ii, 1.75094-1.95843*ii, -.0664844+.220889*ii, .484327+.164061*ii, .942049-.983186*ii, .206991+.274211*ii, -.473959-3.67597*ii, -.657003-.123445*ii
.126719+.622974*ii, -.210203+.567245*ii, .960752+.753181*ii, -.885203+.031744*ii, -.301393-.668009*ii, .4304-.096194*ii, .642802-.271319*ii, .250732+.404783*ii, .0833098+.334607*ii, -.464651+1.50503*ii
-1.55728-.873456*ii, .452392+.31781*ii, 1.63034-.553168*ii, 1.64868-.919741*ii, .145256+.217191*ii, .418081+.188234*ii, .454265-.963226*ii, .246695-.594516*ii, .45452-2.95409*ii, -.434552+.269742*ii
-.770023-.4096*ii, .388658+.178558*ii, 1.08175+.640657*ii, -.761416+.222923*ii, -.022332-.670588*ii, .0659532+.473611*ii, .694474-.802211*ii, .542285-.628991*ii, .369253-.164851*ii, -.504591+1.11409*ii
-1.21499+.43499*ii, .631265-.100283*ii, -.265573-1.09993*ii, -.635386-1.53464*ii, .600397-.697486*ii, .154065-.293322*ii, -.424291-.828076*ii, .337707-.39594*ii, -1.89333-1.00679*ii, -.615658+.206167*ii
-.0018191+.0626603*ii, -1.61818+.421439*ii, -.699312+.191647*ii, -1.50247+4.36423*ii, -2.43053-2.51488*ii, .441182+.905145*ii, -.341972-.957388*ii, -.158745+.134294*ii, 1.85288+2.67335*ii, .699003-.488287*ii
-.800981-.381514*ii, -.753477-.159758*ii, -.988538+.293792*ii, .692791+.21038*ii, -.787007-.926553*ii, -.158507+.205811*ii, -.327531+.341826*ii, -.177052-.252081*ii, .26878-.587222*ii, -1.01372-.811807*ii
-1.39773-1.29438*ii, -.0535478-.307345*ii, 1.68699-.800478*ii, 2.93606-.677344*ii, .0490127+.198843*ii, .314625+.055742*ii, .188283-.429654*ii, -.299264-.695393*ii, 1.29936-3.81541*ii, -.0819711-.320536*ii
-.193815+.639668*ii, .627015-.144536*ii, .072602-.975101*ii, -1.49638+1.61187*ii, -.315358-1.39092*ii, .501647-.176183*ii, -.840067-1.43397*ii, .4694-.506921*ii, -.061533+1.13847*ii, .71384+.53719*ii
-1.01926-1.18301*ii, .359299+.0135167*ii, .12916-1.06482*ii, .036769+.97282*ii, -.382752-1.01036*ii, -.131891+.31442*ii, -.209084-1.31033*ii, .684903-.866846*ii, .506105-.770272*ii, .364896-.646958*ii
.181015-.251439*ii, .277271-.0830202*ii, -.791522+.328918*ii, -2.56205+2.58652*ii, -.803545-1.95887*ii, -.351703+.403894*ii, -.297749-.972611*ii, .961638-.720493*ii, .536463+2.73603*ii, .283788+.257435*ii
-.3462+.764084*ii, -.115925+.639428*ii, .060717-.943949*ii, -2.20039+.322843*ii, -.301713-1.54629*ii, .410735-.0520165*ii, .06081-1.35009*ii, .49898+.362712*ii, -1.28031+.942898*ii, .280818+.706491*ii
.00892441-.0372427*ii, -1.1912+.878968*ii, .457699+.591952*ii, .855566+5.00527*ii, -2.92666-1.25037*ii, 1.17676+.731695*ii, -.507544-.98098*ii, -.226569+.0927159*ii, 3.73582+1.31293*ii, .642646-.340168*ii
-1.04689+1.74861*ii, -.40531-.113716*ii, 1.14101+3.45197*ii, -.226347-1.25941*ii, -.022692+.0159648*ii, .83345+.609685*ii, .891307+1.05706*ii, -.950688-.154983*ii, -.00806208+.0356726*ii, -2.92508+2.77885*ii
-.245385-.569478*ii, .253619-.113528*ii, -.935699+.308447*ii, -.53441+1.67174*ii, -.804997-1.13834*ii, -.298114+.196689*ii, -.551962-.40614*ii, .691244-.759989*ii, .816147+.969604*ii, -.335214-.44463*ii
-.410606-.65987*ii, .442753-.189334*ii, .013453-1.33995*ii, .82613+.019741*ii, -.016687-.553872*ii, -.0414168-.49385*ii, -.605441-.657714*ii, .493877-.463168*ii, .172869-1.41274*ii, .345182-.599433*ii
.214709+.0389686*ii, -.170484+.291128*ii, -.082127-.97502*ii, -1.86093-.984355*ii, .355018-1.3783*ii, -.355552-.491686*ii, .436141-.554777*ii, .714072+.476825*ii, -1.61057+.182721*ii, .242819+.485171*ii
-.0204038+.0275257*ii, .140639-1.28448*ii, -.291098-.803532*ii, -1.16542-3.3326*ii, 1.84498-1.0763*ii, -.961611-.916123*ii, .196465+.667571*ii, .113162-.191714*ii, -2.63255-1.20153*ii, -.465495+.644051*ii
.360085-.422937*ii, -.574899+.511066*ii, .507656+.967406*ii, 2.03029+.491519*ii, -1.01501+.12344*ii, .239461-.352795*ii, .194665+.68436*ii, .0741154+.370807*ii, 1.90615-1.21071*ii, -.691832+.055749*ii
1.17706+.014968*ii, -1.04983-.197434*ii, -.784871+.243702*ii, -.813545+2.97423*ii, -1.48715-1.88634*ii, -.0816388-.179268*ii, -.552431+.135092*ii, .0732911+.232145*ii, 1.65691+2.04943*ii, .710565-.261399*ii
-.068792+.750723*ii, -.538417-.298916*ii, .963278+.483497*ii, -.929058-.509507*ii, .185649-1.0486*ii, .292412-.0953792*ii, .513635+.052157*ii, -.361195+.177251*ii, -.355152-.0198469*ii, -.349853+1.52512*ii
.088698-1.17267*ii, .031255-.553716*ii, 1.64438+.121254*ii, 1.72642-.3466*ii, .290216-.0651464*ii, -.19446-.346483*ii, .510369+.263255*ii, .0851548-.463427*ii, 1.58179-2.21853*ii, .149045+.515404*ii
.0254517-.0330438*ii, -.521037+1.4568*ii, .410058+.614602*ii, 1.42495+5.43695*ii, -3.24369-.638313*ii, 1.44743+.570269*ii, -.823304-1.31933*ii, .274262+.0450952*ii, 4.19747+1.25263*ii, .512934-.486216*ii
.502852-.528305*ii, .376595+.0177132*ii, 1.10702+.422417*ii, -1.00515-.160723*ii, .368148-.71198*ii, -.364565-.256968*ii, .827402-.266107*ii, .835279-.171569*ii, .309828+.0586567*ii, .091017+1.29713*ii
-.386252-.16679*ii, -.665022+.588317*ii, .786268+.533665*ii, -2.11146+.242854*ii, -.336252-1.51698*ii, -.07606+.608626*ii, 1.26705-.753216*ii, .42332+.207684*ii, -.357305+.790571*ii, -.251992+1.17638*ii
.223874-.196192*ii, .061746-.807381*ii, 1.03477+.263133*ii, -.369676-.99719*ii, .803724-.744314*ii, -.331494-.399621*ii, .508052+.303855*ii, .0629029-.321566*ii, -.074229-.748986*ii, -.10786+1.22875*ii
1.17565+.185198*ii, -.919333-.87865*ii, -.774217+.285217*ii, -.959589+3.02589*ii, -1.16277-2.06953*ii, -.137762-.201029*ii, -.823369+.290682*ii, -.203492-.150982*ii, 1.65363+2.21001*ii, .804429-.066778*ii
.367292+.0095202*ii, -.743533-.833724*ii, .912621+.308612*ii, -.995361-1.4811*ii, .832775-1.23699*ii, -.472918-.335544*ii, .918835+.639336*ii, -.280362+.16751*ii, -.690315-.515869*ii, -.135677+1.34715*ii
-.62533-.421618*ii, .393846-.035995*ii, .010642-.898182*ii, -2.40809+1.08161*ii, -.065379-1.83857*ii, -.225309+.394817*ii, .058261-1.62333*ii, .86667-.695584*ii, -.592104+1.11456*ii, .585589+.316619*ii
1.19449-1.52936*ii, -.869703-.576485*ii, -2.952+3.93536*ii, .955865-2.57141*ii, .0104814-.00394448*ii, -2.41782-.530035*ii, .790265+4.05504*ii, .668123+.069604*ii, .103867+.0210258*ii, -3.66239-.715039*ii
.535875-.265649*ii, -.719724-.83622*ii, .055405-.864405*ii, -1.01266+1.67823*ii, -.391563-2.014*ii, -.205332-.18156*ii, -.328665-.381622*ii, -.092511-.201598*ii, .678376+.783682*ii, 1.22692+.001737*ii
1.03516-.540253*ii, -.836214-.484466*ii, .648919+.693672*ii, 1.05852+2.62654*ii, -1.20434-.984779*ii, .0985163-.187326*ii, -.199084+.445016*ii, -.222055-.112971*ii, 2.98466+.30039*ii, .659823+.142291*ii
-1.18113+.386038*ii, -.221188-.660473*ii, -.129414-.888214*ii, -1.88499-1.4564*ii, .775387-1.67278*ii, -.175506+.139739*ii, .129319-.639848*ii, -.141858-.374002*ii, -2.22534-.286638*ii, -.351827+.561459*ii
-1.12017-.194475*ii, -.657174+.080316*ii, .015866-1.21051*ii, .761645-1.35311*ii, -.02954-.750897*ii, .144743-.169259*ii, -.0032837-.32355*ii, -.232437+.183719*ii, -.962908-2.11437*ii, -.375301-.512008*ii
-.0566123+.0114266*ii, -.219326+.322442*ii, 1.01698-.665238*ii, 3.22591-1.47774*ii, -.123513+.732611*ii, .636511-1.10424*ii, -.224849+.48464*ii, -.254838+.593986*ii, .684817-3.42283*ii, -.389564-.0789379*ii
-.00517131+.000463794*ii, .0656497+.0685526*ii, -.29976-1.12589*ii, -.15681-1.99257*ii, .593248-.598946*ii, -.299493-.913812*ii, -.0291367+.00598068*ii, .494004+.385418*ii, -1.60112-1.30536*ii, -.254427-.0156716*ii
.370917-.480083*ii, -.285719+.233677*ii, -.817524+.247366*ii, -1.20641+2.79081*ii, -1.36094-1.65121*ii, -.200086+.245181*ii, -.352369-.605272*ii, .730775-.27796*ii, 1.2894+1.95233*ii, .316559-.350564*ii
2.98429-1.02052*ii, -1.37584-2.83988*ii, -7.00952+3.54591*ii, 3.62466-2.98488*ii, -.000453966-.00271295*ii, -3.40142-2.47335*ii, -2.20164+7.27662*ii, -.296033+.0561188*ii, .147898-.0413055*ii, -4.13707-3.45639*ii
.270589+.618301*ii, .52811+.32218*ii, -.011754+1.62*ii, .350721-1.03465*ii, .0068252+.313515*ii, .098678-.603694*ii, .083189+.804916*ii, .492774+.0927887*ii, .0360958-.203414*ii, -1.69922+1.16079*ii
.374008-.266525*ii, -.739967-.845431*ii, -1.15263+.360647*ii, 1.69662-.097042*ii, -.464695-.597425*ii, -.394388-.681821*ii, -.800966+1.43426*ii, -.386437-.0736109*ii, .793496-.909379*ii, -.755032-.863969*ii
-.0715108+.0993635*ii, -.679432+.820223*ii, -.746757+.160275*ii, -.929341+4.30401*ii, -2.41065-1.77342*ii, .636447+.638091*ii, -.714197-1.24288*ii, .382233-.0645005*ii, 1.99428+2.38444*ii, .445325-.535018*ii
-.598663-1.6283*ii, -.550745+.577945*ii, 1.4201-.436038*ii, 2.27177-2.2952*ii, .254811+.316999*ii, -.324935-.304105*ii, 1.28888+.230936*ii, .307964+.386604*ii, .270261-3.82002*ii, -.510913-.183802*ii
-.361331-1.32994*ii, -1.10677-.069583*ii, .709697+.921812*ii, 2.1119+.208152*ii, -.780791-.327851*ii, -.214194+.267776*ii, .682868+.739957*ii, -.293114-.106983*ii, 1.94348-1.92067*ii, -.691406-.30971*ii
-.750615-.032232*ii, -.084415-.513792*ii, .96084+.409345*ii, -1.04066-.466446*ii, .41512-1.09431*ii, -.0391858+.350505*ii, .61802-.370373*ii, -.060095-.55894*ii, -.320927-.286119*ii, -.436324+1.2338*ii
-.050694+1.265*ii, -.028443+.743519*ii, 1.82002+1.8519*ii, -.717741-.710262*ii, -.0552411-.0524362*ii, .837224-.005727*ii, 1.1069+.009973*ii, .0164444+.487327*ii, .0899889+.0801145*ii, -1.26093+2.67277*ii
-.107925-.0061811*ii, -.143388-.486242*ii, .973204-.700218*ii, 4.16897-.624746*ii, -.228843+.739056*ii, .770008-1.12556*ii, -.945513+.699628*ii, -.737358+.023424*ii, 1.64681-3.63304*ii, -.147826-.397341*ii
-.922453-.401237*ii, -.348241-.489941*ii, -.053383-1.19957*ii, 1.03134-.869869*ii, .102447-.763307*ii, -.0065454-.270856*ii, -.387645-.187687*ii, -.250345-.281198*ii, -.417936-2.01333*ii, -.131909-.629293*ii
-.0165566-.0659373*ii, .653262-.38635*ii, 1.19776-.311796*ii, 2.07049-1.13779*ii, .507809+.48652*ii, .331492-.94754*ii, -.30292+.222915*ii, .0599595-.272115*ii, .652583-2.47537*ii, -.245863+.599024*ii
.188306-1.39841*ii, .0882113-.154931*ii, .598358+.922349*ii, 1.90994+1.95105*ii, -.991164-.155538*ii, -.131398+.0561009*ii, -.0921392+.177949*ii, .42019-.757053*ii, 3.03339-.766261*ii, -.111303-.261149*ii
-.420282-1.21289*ii, -.911253+.701746*ii, .66517+.931329*ii, 1.35473-.084689*ii, -.852352-.254179*ii, -.168695+.322214*ii, 1.04127+.322861*ii, .216623+.225994*ii, 1.31766-1.54094*ii, -.890883-.092589*ii
-.620523+.680027*ii, .450149+.466037*ii, .58511+1.82268*ii, -.088366-.629946*ii, -.152578+.113345*ii, .442462+.117917*ii, .421716+.135566*ii, .282579-.213582*ii, .0942123-.128753*ii, -1.83317+1.54369*ii
.31054-.922332*ii, .0379462+.0104145*ii, .660808+.872803*ii, 1.13189+1.90104*ii, -.94627-.370633*ii, .017008+.0235069*ii, .00206901-.00536375*ii, .428879-.507516*ii, 2.54924-.216099*ii, -.0258543+.1452*ii
.09745-1.05508*ii, .265402-.0845921*ii, .517375+.853867*ii, 2.13776+2.71296*ii, -1.33713-.085005*ii, .242368+.0665341*ii, -.558632-.082522*ii, .34668-.863252*ii, 3.4244-.494211*ii, -.0278437-.33628*ii
.359087-.248902*ii, .329911-.216166*ii, -.0137-.9716*ii, -1.50848+.731582*ii, .061451-1.45197*ii, -.27591-.3884*ii, -.212043-.857451*ii, .77825-.263595*ii, -.245597+.710391*ii, .815263+.278292*ii
