variable ordering: S, ap, sintheta, dA, dtheta, r, P, qc, x0, w
-.581453-1.92411*ii, -2.38906+.979598*ii, 2.46463-1.11593*ii, -.118832+1.24586*ii, .0195952+.0644138*ii, .960196+.414803*ii, 2.4662-.49575*ii, .203415+.0606884*ii, .793001-2.60429*ii, .496499-1.04635*ii
-1.56777-2.24267*ii, -.312448+.044917*ii, 1.22079-2.20004*ii, .156889+.712412*ii, -.0836023-.0042686*ii, .687664-.280408*ii, 1.3517-1.4687*ii, -1.49045+.413538*ii, .341229-2.35074*ii, -.259563+.347217*ii
-.555961-.511581*ii, .0682282+.252768*ii, .605752+.477863*ii, -.212427+5.65418*ii, -1.218-2.63513*ii, .062498+.631152*ii, 3.01058-3.03474*ii, .356641+2.70568*ii, -.0939933-.0053466*ii, -1.60807-1.1606*ii
-.150583-2.05289*ii, -.690438+.452979*ii, 2.42003-1.52861*ii, .242676+1.00445*ii, -.00676655+.0564497*ii, 1.00016+.103891*ii, 2.02542-.649421*ii, -.555931-.251935*ii, 1.0043-1.92386*ii, -.709925-.184701*ii
.549529+.81902*ii, -.764259+.15076*ii, -.132008-1.99018*ii, .566169-.558918*ii, .0331694-.164731*ii, .270574+.552061*ii, .768868+.156557*ii, .375976+.114328*ii, -1.2652+.185829*ii, .022704+.927889*ii
2.85295+3.19784*ii, .267+.0395647*ii, .475597+.522329*ii, .259435-.043847*ii, -3.02245-2.27398*ii, .0917535+.0852171*ii, .880345+.704518*ii, 1.335+.25722*ii, -1.57145+4.6778*ii, -.178515+.213275*ii
-2.21422-1.28343*ii, .33011-.0498526*ii, -1.79008-.734892*ii, .749323+.66841*ii, -.07202+.169337*ii, .488587+.4586*ii, -.801282-2.44164*ii, -1.16315+1.18349*ii, -.416117-1.19659*ii, .390003+.469656*ii
1.2097+4.83477*ii, -.194234-.003551*ii, .53496+.489149*ii, .283641+.0096477*ii, -2.12211-2.78404*ii, -.0969425-.0917149*ii, .296466+1.38297*ii, 1.66936+1.2997*ii, -3.41576+3.68751*ii, -.21338-.0955348*ii
1.07377+3.91299*ii, -.218643-.0130497*ii, .588635+.531852*ii, .315798+.0308074*ii, -1.58084-2.15232*ii, .109418+.108979*ii, .218538+1.26876*ii, 1.43542+1.06984*ii, -2.65079+2.92586*ii, -.252564-.121115*ii
.727009+1.47556*ii, .037935-.333197*ii, .316616-.786911*ii, .133172-.232135*ii, -1.99208-.897259*ii, -.0215274-.150106*ii, .439333+.0277379*ii, .055893+.681448*ii, -1.00978+1.98147*ii, .0822065+.454415*ii
.259671-1.59563*ii, .46537-.424026*ii, -1.56282-2.01094*ii, 1.20159+.044545*ii, .0739858+.0322596*ii, .578007+.772883*ii, .383084-1.90568*ii, -.764241-.040341*ii, .125755-.171113*ii, -.202454+2.0376*ii
2.06827+4.07276*ii, -.227067-.0180054*ii, .529183+.488922*ii, .321183-.030099*ii, -2.20508-2.80153*ii, .108237+.0910101*ii, .786858+1.24581*ii, 1.67815+.758698*ii, -2.70139+3.96642*ii, -.130083+.224061*ii
2.62599+1.46946*ii, .570639+.239915*ii, .336927-.696447*ii, .234794-.183548*ii, -2.81046-.625627*ii, -.0173041+.144929*ii, .886257-.13697*ii, .470234-.241628*ii, -.292564+3.62884*ii, -.397205+.28756*ii
-.736364-1.07781*ii, .925088-.029257*ii, .374882-.373925*ii, 4.80913-2.2293*ii, -6.32681+6.37556*ii, -.22721+.354759*ii, -5.94387-3.54166*ii, .290526-.938201*ii, 3.50659+1.42373*ii, .57534-.121817*ii
-1.55442+3.10903*ii, .169521+.0021911*ii, -.80544+.396591*ii, .169554+.200788*ii, -.362757-1.80649*ii, .15901-.0036216*ii, -.887787+.215033*ii, .255923+1.93135*ii, -3.24602+1.0009*ii, .0412802-.262448*ii
2.40601+.524011*ii, .380764+.571655*ii, .32928-.594774*ii, .193129-.475384*ii, -4.23729-.228765*ii, -.014595-.167658*ii, .713754-1.04255*ii, .057789-.562593*ii, .440932+3.87269*ii, .485245-.117263*ii
-.30627-.0805237*ii, .105602+.117561*ii, -.907876-.623834*ii, -1.77548+.508331*ii, .232582+.970043*ii, -.230879+.462951*ii, .584691-.012718*ii, -1.104+1.25623*ii, .241687+.135818*ii, .146124-.885868*ii
-3.75957+.219949*ii, -.178307+.0080037*ii, -.542764-1.64083*ii, .167214+.371715*ii, .211347-.148479*ii, .0960274-.369017*ii, -.710389-1.36067*ii, -1.33397+1.99372*ii, -2.0647-2.25488*ii, .260316-.121639*ii
-.418605-.172767*ii, -3.56217+1.25525*ii, .337492+.824723*ii, -2.16229-2.33487*ii, -1.73149+.743342*ii, .549202+.012881*ii, .501742+1.35092*ii, -.064216-.0891163*ii, .182325+.124918*ii, 4.38354-2.22526*ii
-2.91845+.47451*ii, .230534-.032851*ii, -.830163-.73587*ii, .431885+.40137*ii, .555447+.803278*ii, .133617+.262303*ii, -1.45085-.966416*ii, -.826366+1.77668*ii, -1.27539-1.66617*ii, -.200107-.341913*ii
-3.20298+1.60879*ii, -.154303+.017231*ii, -.357045-1.22628*ii, .170548+.203242*ii, .480796-.422381*ii, .0346471-.224693*ii, -.873208-.376591*ii, -.67205+2.06389*ii, -2.73446-1.54598*ii, -.0813803-.251551*ii
-.413897+4.97928*ii, -.163595+.0262304*ii, -.643625+.328012*ii, .234765+.0028141*ii, -.552406-3.49353*ii, .108102-.0542784*ii, -.111177+1.16776*ii, 1.23605+1.89093*ii, -4.83532+2.42506*ii, -.0317075+.205696*ii
-.210291+.317112*ii, .149904+.0599932*ii, -1.32592-.434589*ii, -1.0166+.23187*ii, -.285419+.399286*ii, -.100045+.482118*ii, .14025-.371126*ii, -.74486+1.12369*ii, -.296836+.736628*ii, .378706-.379606*ii
-1.53413+1.17903*ii, .163742+.0128493*ii, -.800638-1.2522*ii, .0400719+.282465*ii, .40236+.0549912*ii, -.0399287+.271424*ii, -.394497-.386081*ii, -.475387+1.48921*ii, -1.73269-.504276*ii, -.356889+.036692*ii
-1.86197+.99907*ii, .130471+.0154858*ii, -.176725-1.3739*ii, -.0258892+.172975*ii, .187825-.465137*ii, .13377-.148951*ii, -.124606-.34793*ii, -.760016+1.40685*ii, -1.92238-.767949*ii, -.297033+.0391231*ii
.278694+5.2245*ii, -.160542+.014031*ii, -.666504+.294109*ii, .228325+.0136379*ii, -1.09813-3.269*ii, -.111559+.0453026*ii, -.007618+1.19665*ii, 1.50233+1.80169*ii, -4.57282+3.15707*ii, -.0517778+.195789*ii
3.16592+1.24792*ii, 1.3428-.789642*ii, .389196+.580493*ii, .0924457-.0623204*ii, -3.82715-.780071*ii, -.0625244-.0509343*ii, .370436-.0819342*ii, .124616+.056062*ii, .827747+4.84126*ii, -.380517+.551133*ii
-.187499+.892209*ii, .186415+.0842234*ii, -2.25268-1.07311*ii, -.674538+.076402*ii, -.0201592+.0834236*ii, -.268911+.657614*ii, .058307-.616136*ii, -.527607+1.21985*ii, -1.22006+.98705*ii, .365515+.22525*ii
1.13891+1.23246*ii, .502693+.321422*ii, -.810644+.038716*ii, -.257881-.219052*ii, -2.46886-.355905*ii, -.0488902+.155643*ii, -.023731-.567293*ii, -.0848257+.428111*ii, -.498314+3.00077*ii, .439619-.290061*ii
-1.36417+5.26382*ii, -.164663+.0175559*ii, -.634956+.381369*ii, .271421+.0460315*ii, .170004-3.27686*ii, .120527-.0592473*ii, -.612547+1.36588*ii, 1.15271+2.27833*ii, -5.26815+1.56861*ii, -.205545-.0188787*ii
-.684224+3.67624*ii, .147998+.0120024*ii, -.792721+.279379*ii, .113757+.147867*ii, -1.18186-1.90928*ii, -.124577-.0148551*ii, -.621409+.317013*ii, .605569+1.8472*ii, -3.27488+2.10503*ii, .0744012-.220008*ii
1.56301+1.98676*ii, 1.40839+.891503*ii, -.810906+.059684*ii, -.19313-.0895573*ii, -2.42032-.542269*ii, -.0185575+.128313*ii, -.123931-.523666*ii, -.015922+.151257*ii, -1.04627+3.77524*ii, -.46226-.622926*ii
-1.33563+1.07986*ii, -.863257-.015027*ii, 3.18699+.112411*ii, .782323-.547422*ii, .0408841-.0043406*ii, 1.03785-.287254*ii, -.45374+1.5759*ii, .315338+.404107*ii, -.767414-1.54563*ii, -.436991-.718751*ii
.201482+2.09238*ii, -.244423+.111885*ii, .494226-1.09248*ii, .260844-.0729608*ii, -.739709-.225804*ii, -.0613514+.206746*ii, .205211+.531069*ii, .499136+.831771*ii, -1.55178+.931525*ii, -.457596-.0255036*ii
-.824148-1.60527*ii, .351604-.647954*ii, .468948-.420751*ii, 1.52965-.981818*ii, -3.11093+4.32971*ii, -.154481+.249604*ii, -2.83666-1.64629*ii, -.825783+.197053*ii, 3.05436-.039199*ii, .503949-.29554*ii
-2.81127+1.29314*ii, -.190541+.0148056*ii, -.68415-.925762*ii, .278945+.255981*ii, .82451+.290269*ii, .0641521+.236217*ii, -1.11518-.358904*ii, -.452352+1.90421*ii, -2.07047-1.58006*ii, -.114898-.300951*ii
-.738463+2.84838*ii, -.145135+.099742*ii, .119221-.951635*ii, .162422-.0604184*ii, -.552029-1.40699*ii, -.0073686-.137777*ii, .052151+.507241*ii, .325628+1.36296*ii, -2.92468+.870565*ii, -.282197+.0444988*ii
-.482077-.245464*ii, -6.50669-3.62347*ii, -.819588-.02911*ii, -.629151-7.92899*ii, -2.4036+.256973*ii, .562876-.567498*ii, -1.64294+3.9767*ii, -.0856771-.043864*ii, .110826-.0238979*ii, 9.01981+3.39763*ii
.0997693+.15046*ii, -1.29335+1.05847*ii, .553509-.599341*ii, -.407335-.747576*ii, -1.93045+1.51748*ii, .0741839+.249337*ii, .0718385-.135869*ii, .080231+.0116046*ii, .370634+.536876*ii, 1.28986-1.3997*ii
2.03711+2.29081*ii, 1.64739+1.1691*ii, -.72522+.089485*ii, -.142971-.187804*ii, -3.18814-1.23037*ii, .0405996-.115771*ii, .138971-.710075*ii, .0380916-.140447*ii, -1.40543+4.69322*ii, -.445113-.620483*ii
-.564523-.105016*ii, -7.06113+6.62292*ii, .199872+.686089*ii, -7.96088-.817617*ii, -2.74598+2.41021*ii, -.679852+.160835*ii, 4.40811+1.29755*ii, .0477747+.0597754*ii, .0486469+.0849859*ii, 7.33017-9.27803*ii
.708755-.958223*ii, .45833-.489965*ii, -1.14711-2.08335*ii, 1.04279-.257023*ii, .0989341-.0060286*ii, .497767+.69117*ii, .492783-1.18136*ii, -.567296-.133392*ii, -.0805485+.207096*ii, -.391385+2.02898*ii
1.76578+1.35241*ii, -.459161+.121814*ii, .336626-.71628*ii, .274114-.270807*ii, -2.60411-.672713*ii, -.0084288+.169569*ii, .850243-.107467*ii, .66051+.131458*ii, -.559672+2.65787*ii, .423477+.260783*ii
3.09679+1.40688*ii, .893875+.148303*ii, -.680462+.062003*ii, .074363-.288413*ii, -4.02531-1.12533*ii, -.0942829+.0878507*ii, .63603-.788511*ii, .314556-.22005*ii, -.109092+5.12599*ii, .327319+.377874*ii
-.665722-.617065*ii, -.120729-.22602*ii, -.562022+.351978*ii, -1.9707+4.38102*ii, .491667-4.54563*ii, .455034+.212688*ii, 4.01519-1.70044*ii, -.806103+2.69841*ii, -1.3519-.076334*ii, -.451014-.253404*ii
2.64462+1.46601*ii, 1.6628-.222262*ii, -.74797+.072404*ii, -.0139505-.169041*ii, -3.01128-.896961*ii, -.0645329+.0852904*ii, .210915-.467487*ii, -.133437+.0629186*ii, -.149143+4.60335*ii, -.463878+.547655*ii
2.20982+1.38924*ii, .836787+.859042*ii, -.685911+.069223*ii, -.0664476-.426645*ii, -3.88558-1.20937*ii, .0893701-.128534*ii, .445862-1.03509*ii, .0578502-.30041*ii, -.687958+4.58121*ii, .541987-.268976*ii
-.276839+.145833*ii, -.115291-.0896914*ii, -1.22619-.535023*ii, -1.19258+.227187*ii, -.18387+.525607*ii, -.158939+.48398*ii, .297011-.236804*ii, -.790672+1.22518*ii, -.119775+.467643*ii, .547111-.358598*ii
-3.12789-1.44018*ii, -.217492+.0159501*ii, .036612-2.26152*ii, .144693+.540953*ii, -.0055938-.115094*ii, .363638-.458138*ii, .326475-1.90037*ii, -1.7818+1.29131*ii, -.92101-2.62426*ii, .202385+.264444*ii
-.528412-.438483*ii, .1433+.157216*ii, .868743+.389198*ii, -4.29393+1.34229*ii, .467425-1.47328*ii, .185916-.672544*ii, 2.85745+1.1735*ii, -2.29561+1.6979*ii, .0577658+.0398319*ii, .235538-2.05717*ii
-.526245-.541944*ii, -.0603811-.239413*ii, .598872+.451147*ii, -.093257+5.58151*ii, -1.1323-2.95358*ii, .080223+.606923*ii, 3.07385-2.88661*ii, .372431+2.84991*ii, -.115404-.0651386*ii, -1.49198-.639509*ii
-.618923+5.46664*ii, -.159545+.0048237*ii, -.677666+.345579*ii, .253682+.0638801*ii, -.47079-2.99225*ii, -.126386+.0458821*ii, -.506204+1.34721*ii, 1.41355+2.17904*ii, -4.92241+2.36535*ii, -.198889-.042155*ii
2.83253+2.17189*ii, 1.63343+.188234*ii, -.694619+.125831*ii, .0520649-.188009*ii, -3.25553-1.94096*ii, .072756-.0794784*ii, .555795-.41945*ii, .15883-.0743824*ii, -1.1177+5.18244*ii, -.444876+.490603*ii
1.30382+2.81445*ii, -.210943+.0050205*ii, .510644+.591603*ii, .213606+.0171084*ii, -2.35866-1.49672*ii, .0778441+.0978296*ii, .230346+.623471*ii, 1.07717+.789087*ii, -1.50036+3.06672*ii, .153518-.252658*ii
-.455467-.0383728*ii, -4.76954+3.38205*ii, -.757471-.253848*ii, -4.13516-1.72689*ii, -1.47817+2.15736*ii, -.290978+.506839*ii, 1.81711+.945189*ii, .0554055+.0639192*ii, -.121042-.127072*ii, 5.19098-4.49121*ii
-.911283+.073787*ii, -.976904-1.74927*ii, 2.61677+.91854*ii, 1.92811-1.85658*ii, .0331007-.0530264*ii, 1.56636-.071580*ii, -1.62002+1.83409*ii, .268834+.0230876*ii, .311584-1.43123*ii, .49235+1.30078*ii
-.43183-.158502*ii, -3.67177+.808424*ii, .365401+.796918*ii, -1.81139-2.29711*ii, -1.90112+.548841*ii, .518071+.011204*ii, .418103+1.27903*ii, .0708398+.079693*ii, .20094+.119015*ii, 4.43863-1.75088*ii
1.94463+2.84731*ii, 2.75208+2.95493*ii, -6.38034-.524*ii, -.645341-.116073*ii, -.00492913+.00123674*ii, -.304712+1.76535*ii, -.924431-2.06314*ii, -.0313565-.124803*ii, -3.11959+5.05894*ii, -.594166-.77961*ii
-.478335+.651855*ii, -1.30942+1.52327*ii, -.255441-1.60213*ii, -.497899-1.00579*ii, .142611-.27777*ii, .547652+.229904*ii, .893764+.156541*ii, -.0956681-.13306*ii, -1.89768-.345613*ii, 1.05288-.603467*ii
2.84616+1.66374*ii, .954629+.335596*ii, -.667411+.100879*ii, .0834298-.324396*ii, -3.90384-1.88597*ii, .0931282-.0977384*ii, .777141-.784454*ii, .266687-.240152*ii, -.797077+5.12793*ii, .335667+.403837*ii
1.35167-.500784*ii, -.261649-1.25584*ii, -.438763-2.39244*ii, .883066+.035944*ii, .0479651-.0792721*ii, .126708+.780003*ii, 1.21157-.39363*ii, -.0146931+.30371*ii, .15786+.251151*ii, -.437551+2.43397*ii
-.525235-.067457*ii, -6.95167+1.96623*ii, .450114-.57566*ii, -4.52233-4.1291*ii, -3.11996+1.39344*ii, -.319791-.536901*ii, 2.09669+2.47374*ii, -.0653548-.0561173*ii, -.119466-.0692694*ii, 7.92057-3.35389*ii
1.66476-1.08569*ii, .262881-.550948*ii, .449932-.567364*ii, .277739-.393342*ii, -3.17629+1.49774*ii, -.0332169+.170439*ii, .035321-.956329*ii, -.518567-.194398*ii, 2.27001+2.04577*ii, .42593+.317953*ii
-.344102-.415529*ii, -.100936-.194742*ii, -.631461+.830897*ii, -2.54447+.356726*ii, 1.08991-.433766*ii, .483493+.316915*ii, 1.02376+.934524*ii, -1.39128+1.22686*ii, .220984-.0404941*ii, .698831-.944658*ii
.065582+4.23189*ii, -.141661+.0165964*ii, -.717076+.270225*ii, .157217+.0327776*ii, -1.39354-2.61489*ii, -.102624+.0270381*ii, -.128397+.667455*ii, 1.08425+1.6777*ii, -3.70354+2.80405*ii, .201067+.0547197*ii
-.44794-.0459576*ii, -4.6578+3.82154*ii, -.737221-.268665*ii, -4.4454-1.67888*ii, -1.3771+2.39191*ii, -.298832+.509996*ii, 1.91406+.956311*ii, -.0509129-.0666912*ii, -.109383-.127961*ii, 5.08116-4.97959*ii
-.30265-.15478*ii, -.0854516-.133956*ii, -.889566-.633467*ii, -1.86702+.377006*ii, .288444+.98227*ii, -.258431+.452217*ii, .62339+.174872*ii, -1.13356+1.33338*ii, .35269+.0379213*ii, .344708-.717387*ii
3.42075+.73048*ii, .368693+.301018*ii, .320908-.614887*ii, .297821-.265927*ii, -3.96346-.509151*ii, -.0176151+.150428*ii, 1.21299-.692098*ii, .503326-.694903*ii, .5779+4.3725*ii, .143943+.363177*ii
-.359901-.0387512*ii, -4.23359+3.11446*ii, -.723262-.240109*ii, -3.68777-1.94175*ii, -1.72385+2.47067*ii, -.286893+.454708*ii, 1.25195+.841717*ii, -.0482686-.0647507*ii, .127916+.128827*ii, 4.84574-4.17856*ii
-.569785-.474511*ii, -.132773-.170835*ii, .774424+.375775*ii, -4.14079+1.76709*ii, .447053-2.04221*ii, .156207-.611539*ii, 3.19777+.957956*ii, -2.10604+2.02014*ii, -.0907684-.0511844*ii, .337631-1.67999*ii
2.63639+1.03934*ii, .486343-.532179*ii, .370732+.574419*ii, .0804167-.155063*ii, -4.12661-.617825*ii, -.0888503-.0430811*ii, .373163-.325217*ii, .300391+.153323*ii, .779344+4.34228*ii, .430973+.212992*ii
-.548641-.122508*ii, -4.33171+1.21273*ii, .445953+.811196*ii, -2.48601-2.37135*ii, -1.67755+.105572*ii, .588567-.072015*ii, 1.07339+1.60553*ii, .0771142+.0738413*ii, -.180451-.111331*ii, 5.01718-2.19787*ii
2.11009+1.84039*ii, 1.49222+1.0168*ii, -.761412+.035416*ii, -.161175-.184221*ii, -2.98151-.418457*ii, -.048283+.12105*ii, -.001054-.685327*ii, .029377-.15569*ii, -.704834+4.33006*ii, -.409791-.643554*ii
1.98666+.482427*ii, .831028-.316965*ii, -.746131+.005454*ii, -.0795738-.379773*ii, -3.20888-.070375*ii, -.100349+.125417*ii, .025126-.792847*ii, -.318041+.136411*ii, .621874+3.64713*ii, .450565+.370092*ii
-.439767-.383193*ii, .134471+.181415*ii, -.629675+.68302*ii, -2.79952+1.15705*ii, 1.3102-1.02433*ii, .476697+.291493*ii, 1.67446+.563905*ii, -1.45968+1.41684*ii, -.169969-.107852*ii, .230141-1.23835*ii
-4.03017-.973996*ii, .187985-.032203*ii, -.637764-2.29217*ii, .2277+.494233*ii, .0719827-.0679627*ii, .178177-.579771*ii, -.436277-2.21356*ii, -2.05861+1.78034*ii, -1.58123-2.72067*ii, .166995+.240472*ii
2.32671+3.12077*ii, -.243162-.0051631*ii, .483442+.523467*ii, .270638-.0644444*ii, -2.89735-2.27762*ii, .0986466+.0844889*ii, .830789+.694635*ii, 1.40031+.474888*ii, -1.71394+4.11725*ii, .229399+.15653*ii
-3.91679-.807194*ii, -1.49388+5.69657*ii, .209051+.536317*ii, .746053+1.28615*ii, -6.27725+3.07709*ii, .0364658-.239805*ii, -1.8839-5.63964*ii, .133525+.0514418*ii, -.0802197-.154813*ii, 2.48164-6.45037*ii
2.15822+4.8997*ii, -.203016-.0069339*ii, .495633+.465077*ii, .290688-.0365333*ii, -2.70321-3.27519*ii, -.0979634-.0810327*ii, .806347+1.3454*ii, 1.88864+.986348*ii, -3.34093+4.6236*ii, -.105537+.198048*ii
1.26188+2.47993*ii, -.305511+.0922922*ii, .24583-.832765*ii, .284003-.161873*ii, -1.54506-1.32712*ii, -.0048067+.171494*ii, .75979+.500028*ii, .861333+.569754*ii, -1.86441+2.3218*ii, -.115212+.371887*ii
.0649167+.31788*ii, -.71807+1.47662*ii, .586397-.60321*ii, -.568405-.455345*ii, -1.64923+1.51499*ii, .110553+.222115*ii, .107843-.210238*ii, -.0861471-.0551879*ii, .165886+.606652*ii, .676483-1.79848*ii
.541535-.661563*ii, -.456896-.971046*ii, -.782654-2.13326*ii, 1.26811-.056322*ii, .0988522-.0560614*ii, .323085+.823625*ii, .649447-.86941*ii, .0083265+.33536*ii, -.139017-.263247*ii, -.052013+2.25729*ii
-.478842-.211561*ii, -6.89221-2.92551*ii, -.815378-.006083*ii, -1.35503-7.65189*ii, -2.45876+.055035*ii, .509179-.598149*ii, -.969968+3.9506*ii, -.0815006-.0449865*ii, -.111674+.0158494*ii, 9.33493+2.59559*ii
-.483056-.233276*ii, -6.79731-3.85041*ii, -.79952-.012181*ii, -.44053-7.97811*ii, -2.60523+.119149*ii, .545465-.559104*ii, -1.64825+3.95652*ii, .0817625+.0412623*ii, .108329-.0256107*ii, 9.27456+3.63758*ii
1.73461+2.95727*ii, .244386+.0140818*ii, .509416+.587731*ii, .212741+.0369039*ii, -2.38335-1.5331*ii, .0734062+.101048*ii, .259881+.693128*ii, 1.03648+.633307*ii, -1.4505+3.52509*ii, -.245447-.174855*ii
1.21264+1.67781*ii, .674186+.588617*ii, -.736778+.097866*ii, -.224792-.269732*ii, -2.99587-1.25312*ii, .0458434-.145132*ii, .179961-.704225*ii, -.0630631+.323108*ii, -1.18943+3.62136*ii, .480357-.318299*ii
.674621+.277936*ii, 1.2343-.138166*ii, 2.49079-.553136*ii, .824186+.550847*ii, .0636319+.0489358*ii, .875367+.066708*ii, .402901+.600666*ii, -.19511-.1339*ii, .311409-.0113068*ii, -2.3725+.089227*ii
-.529925-.151439*ii, -4.16117+1.57747*ii, .426332+.864274*ii, -2.79042-2.40476*ii, -1.46119+.290146*ii, .635835-.065473*ii, 1.11451+1.69687*ii, -.0724275-.0836507*ii, -.167483-.117354*ii, 4.90309-2.59496*ii
