variable ordering: ad, T, omega, theta, sintheta, d, g, L, j, Pii, Tj
-.66854-.710019*ii, 1.40493e-22+1.17051e-23*ii, -.191874-1.05724*ii, 1.03828-.080598*ii, -.774144-.210796*ii, .326016+.779224*ii, -1.2509+1.44579*ii, -1.74007+.113598*ii, -1.21957-.773895*ii, -7.2909e-24-7.53901e-23*ii, -1.62282e-22-1.23002e-22*ii
2.54168+1.29375*ii, -4.86856e-32+2.2305e-32*ii, -.729075-.973932*ii, .123738+.207516*ii, -.683169-.82897*ii, .354884-1.89394*ii, -2.33736+2.17278*ii, -.859536-1.0534*ii, -1.25566+.380895*ii, 2.86095e-32+1.55772e-32*ii, 5.26364e-32-4.65514e-32*ii
-.278713+1.14758*ii, -8.96535e-25+5.11739e-25*ii, .519267+1.04318*ii, .100578-.243847*ii, -.94757-1.452*ii, .798044-.345725*ii, 1.50112+2.20471*ii, .79016-.96718*ii, 1.31202+.746859*ii, -4.99688e-25-3.34758e-25*ii, -1.55847e-24+1.824e-27*ii
-.179588-.155393*ii, -5.64849e-23+5.04334e-23*ii, -.488829-.282608*ii, 1.31503-.273045*ii, .101183-.950424*ii, -.703457+.244947*ii, -1.52676-.36282*ii, -.765972+.536101*ii, -.829927-.046507*ii, 2.09322e-23-4.34512e-24*ii, 4.92239e-23-3.92291e-23*ii
5.85699-12.0839*ii, 3.41033e-31+1.2785e-30*ii, -.775214+.673017*ii, 10.0419-2.22464*ii, -3.13281+.520121*ii, 12.1326+3.89214*ii, 2.37677-8.16854*ii, -5.55757+11.2847*ii, -9.64935-2.70535*ii, -5.62412e-31-3.80794e-31*ii, 1.6804e-31-1.32593e-29*ii
-.848527+.073863*ii, -4.08017e-20-9.54002e-21*ii, -.839605+.597786*ii, -1.41322-1.78889*ii, .21842-2.11379*ii, -.327071-.732053*ii, -.72832+2.79661*ii, 2.23832+.952589*ii, -.685592+.343001*ii, 1.99801e-20-8.19041e-21*ii, 3.12455e-20-7.45449e-21*ii
1.76538-6.51743*ii, 1.92181e-25-4.42553e-25*ii, .503282+.544242*ii, .062388-2.37445*ii, -15.0221-2.12171*ii, -12.0755-2.27679*ii, -9.9017+8.88376*ii, -9.58362-3.18433*ii, -10.2473-3.64857*ii, 1.68789e-25-5.9068e-26*ii, -3.58402e-24+3.83379e-24*ii
-.240196+5.84759*ii, -8.03013e-33-9.1017e-34*ii, 1.4719-.558218*ii, -.679492-.700357*ii, -1.09501+1.31678*ii, -1.63732+1.70199*ii, -.354789+2.15738*ii, 2.78836+1.1585*ii, 2.76512+.652458*ii, -6.16382e-33+1.57144e-33*ii, -2.16104e-32-7.75605e-33*ii
1.80889-1.23924*ii, -4.77399e-22-1.25411e-21*ii, 1.32408-.424456*ii, 2.64621+.560432*ii, 1.83435+.597916*ii, 1.1339+.022442*ii, 1.39151-.902434*ii, -1.94582+.977883*ii, 2.5575+1.34794*ii, -5.82216e-22-7.28957e-22*ii, 4.69517e-22-3.85091e-21*ii
.187272+.235567*ii, -6.06981e-26+2.50189e-26*ii, -.413185+.339478*ii, -.379966-1.25746*ii, -.066403-.98775*ii, -.681065+.802238*ii, 1.10781+.147733*ii, -3.73059-.568084*ii, 1.16166+.392855*ii, 8.29307e-27-1.54716e-26*ii, -8.03396e-26+5.2180e-27*ii
-1.45287-2.68117*ii, -3.9059e-26+3.15669e-26*ii, 2.17381-1.59824*ii, -4.14006+.991414*ii, -1.37297-1.02242*ii, .292021-.300332*ii, -.0877187+.259527*ii, 2.91331-6.56353*ii, -.089836+1.31234*ii, -1.72277e-26+6.55232e-26*ii, -3.79178e-26-5.40948e-26*ii
4.55841+1.42588*ii, -4.56926e-25-6.18129e-25*ii, .604015-.699922*ii, 4.00608+.192608*ii, .544788+1.12489*ii, -2.43059+5.03172*ii, -1.18133+5.51102*ii, -.652885-5.37847*ii, 3.51647+2.81624*ii, -3.54316e-25-2.67737e-26*ii, 1.34034e-25-3.46044e-24*ii
1.348-2.07258*ii, 4.28851e-28+1.40806e-28*ii, -1.3879-.083121*ii, -.973296-.892895*ii, -1.02667+1.87657*ii, .564356-1.14766*ii, -.910724-1.15173*ii, 1.84384+1.94067*ii, -.898712-.553146*ii, -2.9175e-28-1.15536e-28*ii, -3.07527e-28-3.63761e-28*ii
.648856+.798875*ii, -1.19708e-22-9.7236e-23*ii, -1.0587+.951581*ii, .047840-1.31955*ii, -.856406+.154826*ii, -.357982+.360292*ii, .374284-.328033*ii, -1.08975-.904374*ii, .5402-.601763*ii, 1.09631e-22-5.4842e-24*ii, -1.23179e-22+1.95091e-23*ii
.445597+1.04446*ii, 4.25489e-25-3.6228e-25*ii, .558898+2.23509*ii, -1.22508-.490574*ii, 1.37785-.113506*ii, .0185489-.213125*ii, .0003675-.286945*ii, -.451413-.24203*ii, .713234+.593393*ii, 5.23766e-25+3.74264e-25*ii, 5.18448e-25-5.9082e-27*ii
1.06352-.800363*ii, -2.16654e-33+5.4275e-35*ii, 1.46261+.099254*ii, -.169287-.238632*ii, -2.77283-2.06668*ii, .440017-.435861*ii, -.73997+.957313*ii, -.787048-.701782*ii, .173835-.509802*ii, -1.5871e-33-6.7828e-35*ii, -3.48951e-34+1.11394e-33*ii
-1.60461-.339571*ii, 7.86611e-26-3.34914e-26*ii, .883393+.368422*ii, .486402+1.54501*ii, 2.32639+.336063*ii, -1.49587+.983678*ii, -1.55244+1.75201*ii, -2.61081-2.1568*ii, -.125823-.0786619*ii, 4.09138e-26-3.0277e-28*ii, -1.25319e-26-1.97364e-27*ii
.883824-.972462*ii, -3.8532e-22+4.30734e-23*ii, -.685433+.374706*ii, .446902-.618647*ii, -.053669-1.27303*ii, 2.12333+.358923*ii, 1.63414+.691644*ii, 1.01586-1.09677*ii, 2.43163-.991358*ii, 1.23986e-22-8.69528e-23*ii, -8.94256e-22+4.86729e-22*ii
5.14748+6.72168*ii, 5.67039e-23-2.20242e-23*ii, .96888-8.43553*ii, -7.24183+1.191*ii, -5.01128+1.76056*ii, -.0906752-.0746161*ii, 5.78306+1.09679*ii, 4.50358-12.8981*ii, -1.05083-3.22444*ii, -6.54231e-23-2.49833e-22*ii, -1.30601e-22-1.59695e-22*ii
1.15147-3.6221*ii, 3.09795e-37-1.97512e-37*ii, -.432367-1.51996*ii, .130439-.0007995*ii, 3.10207-1.13451*ii, -1.15549+.990601*ii, -1.33141+2.69127*ii, 4.06756+1.64017*ii, 2.16349-1.59519*ii, -2.17078e-37-1.92739e-37*ii, 3.5517e-37-9.21499e-37*ii
-2.03345+.45127*ii, 2.96377e-29-3.67851e-29*ii, -1.711+1.22515*ii, -1.23962+.001506*ii, 2.10873+.005447*ii, -.244378-.40187*ii, -2.30175+.136082*ii, -.668462-.427896*ii, -.331946-.887857*ii, -2.82146e-30+4.96251e-29*ii, -4.2498e-29-1.41034e-29*ii
-.595756-.088892*ii, -4.62638e-23-2.03242e-22*ii, -.773547+.10612*ii, .222124+.435083*ii, .743142-1.39934*ii, -.901859-.403597*ii, .90867-1.02446*ii, 1.60961-.45831*ii, -.887165-.20057*ii, 2.86777e-23+7.61541e-23*ii, 2.793e-25+1.89589e-22*ii
.647876+1.65491*ii, 1.55669e-24-7.14858e-24*ii, -1.05426+.273521*ii, -.972186+.685216*ii, .400599+.905651*ii, -.200959+1.48459*ii, -1.27807+1.13652*ii, .640189+.202888*ii, 1.25033+.787567*ii, 1.57062e-25+3.98113e-24*ii, 7.57636e-24-7.71207e-24*ii
.433411+1.4914*ii, 1.60892e-26-1.26664e-26*ii, .682428-.381974*ii, -1.77944-1.14603*ii, 1.10397+3.842*ii, -1.70802+1.87909*ii, .472824-.32732*ii, -.69223+1.65244*ii, -3.40638+3.90326*ii, 3.07076e-27-7.39478e-27*ii, -5.3658e-27+1.05947e-25*ii
-.617763+.171322*ii, -1.34653e-25-1.8285e-25*ii, 1.19588+3.55923*ii, -3.44287+2.62912*ii, 3.78031-2.54756*ii, .0422661+.016772*ii, -.39974+.369249*ii, -1.01713+.949866*ii, 1.27183-1.95339*ii, 2.44887e-25-3.48964e-25*ii, -5.28432e-25+3.04758e-26*ii
-1.69294+.563904*ii, -2.48203e-26-6.16863e-25*ii, -.212794-.789188*ii, .0840085+.152617*ii, 1.43665-.886726*ii, 2.61479+.54425*ii, .823778-.300329*ii, -1.00701-1.18308*ii, 2.96377-.509753*ii, -2.4077e-25+7.54264e-26*ii, -3.8801e-25-1.81559e-24*ii
-1.37787+.589152*ii, -2.4454e-32-5.39446e-32*ii, -.838523-.113078*ii, .290962-.669578*ii, -.497172-4.40176*ii, -1.63791+1.30337*ii, 1.36202-1.82164*ii, -1.67923+.795351*ii, -.653967+2.94566*ii, 7.20263e-33+2.39995e-32*ii, 1.74895e-31-3.67552e-32*ii
-.896333-.89982*ii, -2.74923e-25+1.23227e-25*ii, .666282+.502601*ii, -2.16049-.731775*ii, -1.22533-1.75536*ii, -1.59562+.882499*ii, -.76051+.468922*ii, .740366-2.72076*ii, 1.94147-1.0786*ii, -1.22555e-25-2.80362e-26*ii, -4.00841e-25+5.35775e-25*ii
-1.88727+1.28297*ii, -1.57894e-57+3.62839e-58*ii, -.902023-.372714*ii, -7.46858-1.35831*ii, 2.6936-1.70349*ii, -.452671+2.35255*ii, -3.21529-.044293*ii, 3.1209-.041368*ii, -2.93678+.869158*ii, 7.79739e-58+1.30602e-58*ii, 4.32164e-57-2.43793e-57*ii
-1.09446-.186803*ii, 8.42995e-21-5.18775e-20*ii, -.472091-.47944*ii, -.523819-.906418*ii, -.198993+.948566*ii, -.375221+2.42353*ii, 1.3005-.555265*ii, 1.37652+1.05327*ii, -.667595-.123768*ii, -1.44259e-20+1.02246e-20*ii, -1.20486e-20+3.35898e-20*ii
-1.62924-.075638*ii, 5.66234e-28+1.03104e-27*ii, 1.49726-.16087*ii, 1.97966-.598091*ii, .40536+.168335*ii, -.694982-.18522*ii, .894199-.365079*ii, -1.00636-1.89186*ii, -1.4543+1.30137*ii, 5.06831e-28+7.26323e-28*ii, -2.16524e-27-7.62566e-28*ii
.705381-.591989*ii, 8.81005e-31-3.90546e-30*ii, .937537+1.1381*ii, -1.70655+.332316*ii, .181942+.45709*ii, -.329352-.266291*ii, .822283-.209427*ii, 1.94457+.745769*ii, -.472072-.716769*ii, 2.6354e-30-1.32942e-30*ii, -3.21521e-30+1.21218e-30*ii
.042870-1.4531*ii, -2.70148e-26-2.31196e-26*ii, .354593-.570676*ii, -.046874-.662359*ii, -.199155+1.09297*ii, 2.84403+1.51091*ii, -.404047+.986807*ii, -.661237-.364948*ii, 1.61663-1.30387*ii, -1.13865e-26+3.60932e-27*ii, -7.3818e-26-2.1521e-27*ii
-1.12735-.045353*ii, 7.01242e-20-1.40685e-19*ii, -.144746-.74864*ii, -.935357-2.62954*ii, -1.17447-.194557*ii, 1.77016+.795149*ii, .094142-.836085*ii, .141341-.989344*ii, -.452591+1.30452*ii, -5.77362e-20-1.60671e-20*ii, 1.51789e-19+1.55151e-19*ii
-6.26277-2.89641*ii, -4.67841e-31+9.70844e-32*ii, -.833263+.344643*ii, -1.00986-3.38278*ii, 11.8985-12.2068*ii, -2.93576-7.96211*ii, 11.1665+1.65483*ii, -.09531+8.02178*ii, -10.4627-16.5729*ii, 1.78187e-31-1.21067e-31*ii, 6.50386e-30+6.73772e-30*ii
-4.34421-1.12058*ii, 3.8805e-35-3.47519e-35*ii, -.187146-4.72217*ii, 7.17329+.371817*ii, 8.85508+6.19354*ii, .189931+.0654098*ii, -3.94307-1.10643*ii, -1.97637-1.72419*ii, -.093339-5.04214*ii, -8.56833e-35-8.83699e-35*ii, -1.78846e-34-1.92416e-34*ii
-.152128-.0615279*ii, -2.84953e-31+3.47239e-30*ii, -.418729+.35488*ii, -.355583-.318055*ii, -.643121-.21361*ii, .118676-.531599*ii, -.000992-1.08082*ii, -.119111+.199111*ii, .980025-1.53525*ii, -5.56483e-31-7.77558e-31*ii, 5.05174e-30+3.84051e-30*ii
-6.24494+.8764*ii, -6.59372e-27+2.90369e-26*ii, .918316-1.26348*ii, 4.64353+5.96209*ii, 4.22369+.128924*ii, .448453-2.54561*ii, 2.2775+.537649*ii, -6.1397+.522506*ii, -.647658+2.5255*ii, 1.53163e-26+1.74981e-26*ii, -6.90623e-26-3.54584e-26*ii
-1.83886+1.19417*ii, 5.27632e-27+3.40879e-27*ii, -.76253+.043267*ii, 1.43959-5.9312*ii, 4.91741-.815627*ii, -3.36372+1.67746*ii, -1.41985+1.58808*ii, -4.25307+1.34468*ii, -.645485+5.19392*ii, -2.08542e-27-1.18551e-27*ii, -2.11108e-26+2.52045e-26*ii
.198308+1.02296*ii, 9.42654e-30-6.96212e-30*ii, .189788+.894534*ii, .179615+.55008*ii, .808864-1.19545*ii, .280016-1.21424*ii, 1.08921-.962077*ii, -1.07061-.750021*ii, -.504436-.473767*ii, 4.00845e-30+3.55551e-30*ii, -8.05351e-30-9.5404e-31*ii
-.0835345-.0068489*ii, -1.01608e-25-3.09899e-26*ii, -.0490129+.293401*ii, -.692585+.426589*ii, 1.64363-1.10996*ii, .917938-.233645*ii, 1.14906+.47727*ii, 1.25949+.166641*ii, -.267989+.795998*ii, 7.03627e-27-1.41464e-26*ii, 5.18976e-26-7.25744e-26*ii
2.58412-.702864*ii, -3.25687e-29-1.634e-32*ii, -2.16112-.102655*ii, -3.13304+1.14733*ii, 1.09738+.658564*ii, .535327-.201804*ii, -.166678+.722223*ii, 1.17161-2.5611*ii, 1.90152-1.20449*ii, 3.51916e-29+1.68933e-30*ii, -6.19495e-29+3.91976e-29*ii
.393836+.599684*ii, -1.53583e-24-5.64512e-24*ii, -.566354+.148096*ii, -.589962-.962087*ii, -1.77074+.058207*ii, .145537+2.08851*ii, -2.02906-1.42408*ii, .214997+1.46526*ii, .544268-1.08522*ii, 8.52922e-25+1.48484e-24*ii, -6.96213e-24-1.40574e-24*ii
.131294+.571945*ii, 1.63261e-25+1.57689e-25*ii, .268472-1.62388*ii, .331993+.78435*ii, .391953+.444715*ii, -.113837-.184289*ii, -2.22888+.719219*ii, -.023427-.582733*ii, -1.97969+.070027*ii, 1.4995e-25-1.11391e-25*ii, -3.3425e-25-3.00743e-25*ii
.287426+1.4544*ii, -9.70669e-30-2.56016e-29*ii, -1.96957+.554882*ii, .142774+.291694*ii, -1.68091-.554104*ii, -.122775+.332101*ii, 1.21766-2.29607*ii, -.056911+1.42914*ii, -1.05866+.452917*ii, 1.6662e-29+2.25191e-29*ii, 2.18715e-29+2.27072e-29*ii
.848174-.786718*ii, -2.17773e-31+2.34468e-31*ii, -.88556+.850687*ii, .694895+.782697*ii, -.602129-.139974*ii, .543902+.541088*ii, .42232-1.3032*ii, .018181-.712895*ii, -1.19169+1.2672*ii, -3.3039e-33-1.96446e-31*ii, -3.76e-32-5.55373e-31*ii
10.0226-1.51669*ii, -9.45818e-25-6.27816e-25*ii, -.557621+.674441*ii, -13.018-8.35142*ii, 7.17779-4.86558*ii, -.51451+13.2266*ii, .04080+8.07024*ii, 2.64076-6.7514*ii, -29.8916+1.41443*ii, 4.75416e-25-1.43907e-25*ii, 2.91601e-23+1.74287e-23*ii
-1.28368-2.97447*ii, -3.06022e-25+1.43231e-25*ii, -3.00362-.083817*ii, .325527+1.24388*ii, 4.27365-.69788*ii, -.160328-.321003*ii, .727817+.351897*ii, -3.67231+1.55682*ii, -2.30387-1.20451*ii, 4.65589e-25-2.02281e-25*ii, 8.77557e-25+3.8620e-26*ii
-.262741-.425933*ii, -7.09261e-25+1.40057e-25*ii, .31205+.665141*ii, .997289-.458601*ii, -1.13755+.286886*ii, -.295691+.878711*ii, -.929549+1.23491*ii, -.128248+.0729246*ii, .593836-.206712*ii, -1.57241e-25-2.14027e-25*ii, -3.92233e-25+2.29783e-25*ii
4.4612+.820922*ii, -6.35537e-27+4.74462e-26*ii, -1.50103-.037930*ii, -2.08184+5.02491*ii, -2.84544+.850182*ii, 1.99465+.263716*ii, -2.70578+.091192*ii, 1.84474-1.72918*ii, .961114-2.10165*ii, 5.66962e-27-3.54885e-26*ii, 9.36068e-26+5.89579e-26*ii
-.754909+.961711*ii, -2.115e-29+2.26308e-26*ii, -.684599+.051902*ii, 1.18501-.845618*ii, -.959793+.027844*ii, -1.89081+1.77548*ii, .541882+1.9151*ii, 1.64624-1.62051*ii, -1.24893+1.30113*ii, -5.8005e-28-7.74704e-27*ii, -2.94192e-26-2.82917e-26*ii
-.865804+1.25579*ii, 1.00414e-20+3.1956e-22*ii, -.976259+.489468*ii, -.516194+1.1311*ii, 1.23871+.681439*ii, -1.27802+.048202*ii, -1.92581+.890295*ii, -.12555-.37993*ii, -1.24523+.38296*ii, -4.9797e-21+2.30148e-21*ii, -1.26262e-20+3.44752e-21*ii
-.647577-3.02322*ii, 1.45717e-24-3.22049e-25*ii, .70109+.538148*ii, -.99307-1.90121*ii, -.225547-.813158*ii, -3.95307-.199634*ii, -2.12188-.130239*ii, .211837-.282528*ii, .694254-.344765*ii, 5.97457e-25+2.79193e-25*ii, 9.00613e-25-7.25964e-25*ii
-.97975-14.7775*ii, -5.90427e-32-1.3078e-31*ii, -.963168-.762611*ii, 6.59848-2.75556*ii, -6.0388-14.5933*ii, -9.67911-1.61353*ii, -5.33315-5.93767*ii, 13.7042-5.02686*ii, 4.90964-6.28111*ii, -2.1433e-32+8.54946e-32*ii, -1.11132e-30-2.71227e-31*ii
1.6299+1.02599*ii, -4.36138e-27-1.54243e-27*ii, -1.05508+.681895*ii, .802075-1.3362*ii, 4.21969-3.69859*ii, -.16854+1.20866*ii, 3.12967+3.47138*ii, -1.20854-.309163*ii, 2.18494+2.41255*ii, 2.82669e-27-6.73308e-28*ii, -5.80816e-27-1.38921e-26*ii
-.53735-1.13027*ii, -1.13241e-22-9.7752e-23*ii, .582205-1.12702*ii, 1.69046-.968207*ii, 1.45389+.064979*ii, .766095+.134147*ii, -.173702+1.18528*ii, .100385-2.02783*ii, .91557+1.61455*ii, -8.80488e-23+3.53564e-23*ii, 5.41456e-23-2.72332e-22*ii
.333068-.886791*ii, 8.46814e-20-1.15937e-19*ii, -.213004-.670037*ii, .776011-1.08117*ii, -1.91+.231504*ii, -1.58601+1.07557*ii, -1.92732-1.96741*ii, -2.25974-2.75682*ii, -.123997-1.02754*ii, -4.78598e-20-1.60223e-20*ii, -1.2963e-19-7.26378e-20*ii
-3.31933-.629339*ii, -1.8953e-26+2.20266e-24*ii, .9009+.772721*ii, .439895+2.45517*ii, 3.57638+1.749*ii, -.800355+2.26076*ii, 1.12595-.455104*ii, .468108-.14277*ii, 1.36138-5.64635*ii, -8.5956e-25+9.84868e-25*ii, 1.24112e-23+3.10568e-24*ii
.592839-3.33134*ii, 1.02958e-30-9.38731e-31*ii, .967297-.657763*ii, -.056917-2.13913*ii, .746714+1.63238*ii, 2.42343-.492078*ii, .75554+.024902*ii, -1.46382-1.28181*ii, 2.94572+1.67171*ii, 1.89224e-31-7.92626e-31*ii, 4.60213e-30-1.04408e-30*ii
-1.34121+.885576*ii, -2.94733e-33-1.20676e-32*ii, 1.12361+.707339*ii, -.0304927-.285308*ii, -1.32025+.971574*ii, .124033+.903242*ii, 2.44238-.971093*ii, -1.62532-.113402*ii, .359263-1.12835*ii, 2.61214e-33-7.82203e-33*ii, -1.46753e-32-1.00985e-33*ii
1.10633+1.12475*ii, -1.75711e-24+2.37288e-25*ii, 1.69626-.664082*ii, 1.1687-2.10413*ii, .083127-.801977*ii, .0146559+.475217*ii, 3.05002+2.27871*ii, .449002+.167832*ii, -.516252+1.30386*ii, -1.41147e-24+7.84683e-25*ii, 5.97718e-25-2.41352e-24*ii
1.44605+.912787*ii, -6.71145e-25-2.12109e-25*ii, 3.9519-.047257*ii, 3.13046+5.50303*ii, .96511+1.61526*ii, .0911543+.060635*ii, 3.89795+.424075*ii, -3.14944+2.3794*ii, .25226-1.14291*ii, -1.33116e-24-4.03258e-25*ii, -4.11724e-25+7.13552e-25*ii
2.48349-.708764*ii, 3.67124e-26-1.06227e-25*ii, -.877819-.212346*ii, 2.20933-2.76285*ii, 2.13037-2.7806*ii, 2.31098-2.16451*ii, -.044404+3.33479*ii, 2.74719-1.72452*ii, -3.21295-1.85142*ii, -2.73918e-26+4.27261e-26*ii, -3.14625e-25+2.73331e-25*ii
-2.94965-1.2498*ii, -8.3382e-28-2.02068e-26*ii, .019716+1.45565*ii, 2.40585-4.34943*ii, 1.1148-4.74101*ii, 1.37532+.627198*ii, -3.02695+2.30846*ii, -5.92922-5.64371*ii, 1.01402-1.02135*ii, 1.46988e-26-8.0607e-28*ii, -2.14837e-26-1.96384e-26*ii
1.49484-3.70032*ii, -2.17021e-26+3.28948e-26*ii, .566325-1.01635*ii, -.820948-5.28404*ii, -5.19921+3.04445*ii, 1.74356+2.3773*ii, .813663+1.15451*ii, 5.47419-2.17559*ii, 1.94269+2.26063*ii, 1.0571e-26+2.0343e-26*ii, -1.16523e-25+1.48442e-26*ii
1.03452-2.76272*ii, 3.16175e-26-1.98969e-26*ii, -5.09379+.99546*ii, 1.10131-9.90276*ii, 2.41662+.873518*ii, .0741901-.080556*ii, 3.62062-.452464*ii, 3.43106+.166441*ii, -1.54104-2.63031*ii, -7.06232e-26+6.64124e-26*ii, -1.01059e-25-5.25021e-26*ii
2.20279+1.30312*ii, -1.73615e-17-1.24634e-17*ii, .52995+.772123*ii, .56155+.457946*ii, .120304-1.98481*ii, .48343-2.87795*ii, -.2061+1.45944*ii, -.095057+1.60811*ii, .126962+.174748*ii, 2.1130e-19-1.00051e-17*ii, -2.6282e-20-4.61626e-18*ii
