variable ordering: ad, T, omega, theta, sintheta, d, g, L, j, Pii, Tj
.565986+.856236*ii, 2.19603e-31-2.87301e-30*ii, -.72386+.087294*ii, .114514+.350606*ii, -.354265-2.46095*ii, .428506+.469083*ii, .260919+.127033*ii, 1.56966-.709508*ii, -1.31648+2.47638*ii, 4.5917e-32+1.04941e-30*ii, 6.82556e-30+4.32608e-30*ii
-2.16459-1.08777*ii, 1.54877e-26+1.71085e-26*ii, -.272917+.635536*ii, -.579315+2.14477*ii, -1.38566-2.65284*ii, .856732-.527204*ii, -2.35815+1.11286*ii, -.329652-.310411*ii, -.914068-.761807*ii, -7.54996e-27+2.5869e-27*ii, -1.12346e-27-2.7437e-26*ii
3.92255+1.5045*ii, -1.86039e-29-4.96642e-30*ii, -3.65519-1.10114*ii, -.0294-4.11177*ii, -6.34696-3.7155*ii, 3.35115-4.09129*ii, -2.86212-.30343*ii, .989142+.822085*ii, -5.71497+1.3344*ii, 3.12661e-29+1.93193e-29*ii, 1.12948e-28+3.558e-30*ii
.994438-.673918*ii, 1.08817e-27+1.56928e-28*ii, .650952+1.35253*ii, .78783+1.26928*ii, -1.67598+1.69869*ii, .355767+1.18114*ii, 1.65449-1.3829*ii, .79735+.214616*ii, .499294-.678868*ii, 2.48048e-28+7.8697e-28*ii, 6.4985e-28-6.60371e-28*ii
.054258-1.57295*ii, 7.42304e-34-2.86187e-33*ii, 1.52333-2.8654*ii, 1.36778-4.16962*ii, -14.9722+3.41734*ii, -5.02769+18.5376*ii, 10.723+2.36493*ii, -4.37107+.228072*ii, -10.4488+2.00342*ii, -3.53481e-33-3.24328e-33*ii, -2.02264e-33+3.13902e-32*ii
-1.59014+.65021*ii, -7.46118e-22-5.3836e-22*ii, -5.33825+4.02112*ii, -.981205+.133935*ii, 2.63672+2.78835*ii, 3.28736+2.88986*ii, -1.66235-1.32708*ii, -2.89437-3.3403*ii, .534264-1.58948*ii, 3.07389e-21-6.3164e-23*ii, -1.25433e-21+8.9831e-22*ii
.021531+.985641*ii, -1.73893e-20-3.6023e-22*ii, .014459+.581266*ii, -1.64215-1.78003*ii, 1.33717-.152916*ii, .748995+.761797*ii, 2.52354-.432922*ii, -.440906+.014022*ii, -1.72835+1.34436*ii, -2.102e-23-5.05652e-21*ii, 3.05391e-20-2.27548e-20*ii
1.18454+1.21097*ii, -1.15608e-25-8.54119e-26*ii, -.305367-1.1977*ii, .198215-.500697*ii, .692093+.659341*ii, 1.22319+.657901*ii, .319339+1.31879*ii, -.299858+2.56168*ii, -1.39316-.345057*ii, -3.34976e-26+8.22733e-26*ii, 1.31589e-25+1.58884e-25*ii
.797279+.609541*ii, -8.081e-31-8.67145e-29*ii, 4.64239-5.63869*ii, -1.37529-1.84653*ii, -.340974-1.27775*ii, -4.14568-5.27987*ii, -4.02574+2.56036*ii, 2.91468-.074285*ii, .858727-1.77652*ii, -2.46354e-28-1.99003e-28*ii, -1.54744e-28-7.30286e-29*ii
-2.57304-3.09855*ii, -4.40199e-26-6.40421e-27*ii, -.767277-2.47045*ii, .802278+2.174*ii, -1.11706+1.6373*ii, -.544105-.628914*ii, .446729+.996008*ii, -.335905+.126318*ii, -1.59796-.811119*ii, 8.9771e-27+5.68314e-26*ii, 6.51474e-26+4.5939e-26*ii
2.01407+3.04347*ii, -4.79469e-23-7.54268e-23*ii, 6.8092+2.93115*ii, 2.51119+8.37162*ii, -.957545+2.06032*ii, .693102+2.6789*ii, -6.27603-5.4111*ii, .316366+.0121069*ii, 1.12358+3.41594*ii, -5.26965e-23-3.27068e-22*ii, 2.03781e-22-2.48531e-22*ii
-.666533-.391901*ii, 1.8195e-23+1.3702e-23*ii, 1.39483+1.83139*ii, -.156189-.98481*ii, -.740033-1.12601*ii, .121109+1.06249*ii, -.574299+.012934*ii, -1.07143-.046951*ii, .331808+1.33382*ii, 1.4262e-25+2.62171e-23*ii, -1.22388e-23+2.88153e-23*ii
1.66855-1.64999*ii, -1.75971e-31+1.71167e-31*ii, -2.54868+.795343*ii, .573769+.815397*ii, -2.55055-3.46522*ii, 3.74475+2.61348*ii, -2.08924-3.07563*ii, 4.30512-1.56318*ii, 2.82807+1.9584*ii, 1.56179e-31-2.88104e-31*ii, -8.32874e-31+1.39451e-31*ii
-.432652+2.34117*ii, 1.68404e-25+7.75906e-25*ii, -.254614-.203016*ii, -.134428+.461801*ii, -.997094+1.51981*ii, 1.68211+.618134*ii, -.986937+2.78907*ii, .256482-3.71715*ii, -1.11405+.447574*ii, 5.73215e-26-1.15872e-25*ii, -5.34885e-25-7.89021e-25*ii
.183479+.27412*ii, 6.57496e-28+4.74909e-28*ii, -4.5203-3.70583*ii, -.250575+.106046*ii, -.75498-1.25462*ii, .185076-1.42988*ii, -.0507322+.0224494*ii, -2.67456+4.57448*ii, -.618895+1.01264*ii, -6.06077e-28-2.29165e-27*ii, -8.87831e-28+3.71887e-28*ii
2.24449-6.2148*ii, 5.13527e-23-1.74731e-22*ii, -1.06905+3.77563*ii, 6.81523+7.61368*ii, -2.01517+2.43505*ii, .18924+4.68815*ii, .398997+.676599*ii, .354199+.292198*ii, -7.50937-1.53329*ii, 3.02411e-22+1.90343e-22*ii, -6.53541e-22+1.23338e-21*ii
.893689+.014745*ii, -1.80427e-23-1.4077e-22*ii, -2.88493-.772675*ii, .395587-.0063778*ii, -1.96531+1.36613*ii, -.309077+.780388*ii, .298362-.748707*ii, -.812905+1.95963*ii, -1.92544-.207219*ii, -2.83587e-23+2.10026e-22*ii, 5.57e-24+2.74782e-22*ii
.484038+.361592*ii, 1.38529e-24-1.84716e-24*ii, .409324+.780804*ii, -1.11749-.769486*ii, -2.04047+1.02232*ii, 1.66043-.635656*ii, -.906611+1.45738*ii, -.742243+1.07992*ii, -.195584-.532252*ii, 1.00465e-24+1.62776e-25*ii, -1.25409e-24-3.76047e-25*ii
-1.00334-.772047*ii, -7.40738e-25-1.03687e-24*ii, -.809929-1.00434*ii, 1.03976+.154327*ii, -.548027-1.06526*ii, -.310462-1.33651*ii, -1.21298+1.32771*ii, -.478827-1.21433*ii, -.30213+1.55536*ii, -2.20709e-25+7.9187e-25*ii, 1.8365e-24-8.38844e-25*ii
1.07289+1.42196*ii, 5.20434e-31+1.7847e-33*ii, 4.06355+2.01509*ii, 2.4662+2.14471*ii, -.110467-1.36553*ii, -1.1474+.056004*ii, -1.09852+.482149*ii, -.253663+.243305*ii, 2.89768+1.32216*ii, 1.05561e-30+5.27986e-31*ii, 1.50569e-30+6.93267e-31*ii
3.6708+.952907*ii, 1.30611e-26-9.42556e-27*ii, 3.77091+2.16717*ii, .369659-.341985*ii, -.634369+.424646*ii, -.980256+1.21952*ii, 3.40454+3.99053*ii, -3.0734+.455737*ii, -4.62568-1.14115*ii, 3.48395e-26-3.61861e-27*ii, -7.11725e-26+2.8695e-26*ii
.334348-3.46092*ii, -1.44902e-30-9.7618e-31*ii, 1.87317-.89702*ii, .16967-.117622*ii, .496612+.364365*ii, .818832-.033618*ii, .658979+2.97065*ii, 3.35232+2.12582*ii, 2.05138-3.58281*ii, -1.79496e-30-2.64375e-31*ii, -6.46996e-30+3.18905e-30*ii
-.477947+.3387*ii, 1.2646e-26-9.12556e-25*ii, -.331132+.321059*ii, .298378+.674777*ii, 3.61019+.095761*ii, -.354136+.90854*ii, 1.92486-2.20778*ii, .932107+.936986*ii, -.784153+2.81272*ii, 1.44399e-25+1.53118e-25*ii, 2.55684e-24+7.51152e-25*ii
-.542695-.098270*ii, 3.27865e-27+4.59067e-27*ii, -.884323+.997704*ii, -1.35501-.735751*ii, -1.44455+1.06753*ii, -.124993-.284662*ii, .694969+.93149*ii, .159338+.123563*ii, 1.07435-1.4899*ii, -3.73976e-27-3.94259e-28*ii, 1.03621e-26+4.716e-29*ii
-2.97849+.057093*ii, -3.03755e-29+4.32971e-29*ii, -2.19898-1.02871*ii, 1.13517+.752144*ii, .586906-.908021*ii, 1.47006-2.07046*ii, -1.59092+.65553*ii, .060122-1.86375*ii, .921833+1.02813*ii, 5.56675e-29-3.1981e-29*ii, -7.25161e-29+8.6829e-30*ii
-.332317+.672836*ii, 3.45962e-22+1.37417e-22*ii, -.671045-.265193*ii, -.612694+.59425*ii, -1.5036-.5298*ii, -.168785-1.14957*ii, .715139-.04331*ii, -.795741+1.10447*ii, .150353-2.52881*ii, -9.78572e-23-9.198e-23*ii, 3.99519e-22-8.54213e-22*ii
1.0782+.364601*ii, 2.21737e-28-4.04378e-28*ii, -1.40613+.109803*ii, 1.26562-.669831*ii, -.341759+.36704*ii, .179597-.868685*ii, .891468-.798825*ii, .39463-.477514*ii, -.38859+1.04585*ii, -1.33694e-28+2.96477e-28*ii, 3.36755e-28+3.89041e-28*ii
-1.45581-2.05149*ii, -1.20468e-33+3.6497e-34*ii, -5.95148-6.48898*ii, 2.90403+.564147*ii, -.668988-3.84549*ii, .58100-10.7342*ii, 3.45142+.518339*ii, -.499152-3.59934*ii, 1.27893+4.14035*ii, 4.76896e-33+2.82252e-33*ii, -3.05181e-33-4.52104e-33*ii
6.81292+16.995*ii, -2.32046e-21+2.93708e-21*ii, -5.05065+17.6068*ii, .912847-.250282*ii, 1.75745-4.01559*ii, -2.99046+2.41784*ii, 5.10224+6.959*ii, -3.72235+1.62809*ii, -9.22034+2.93035*ii, -1.99963e-20-2.7845e-20*ii, 1.27888e-20-3.38806e-20*ii
.921352-.365868*ii, -1.99328e-25+9.27657e-25*ii, -.670407+.682937*ii, -1.30628+.098578*ii, -3.63868+3.21292*ii, -2.5823-2.26482*ii, -1.62887+.63615*ii, 1.83554+1.87231*ii, -3.04683-3.60388*ii, -2.4995e-25-3.79018e-25*ii, 3.95048e-24-2.10806e-24*ii
-.506368-2.62932*ii, -3.98869e-24-1.59036e-24*ii, .384589+2.51429*ii, 1.32802-.147429*ii, 1.02741-2.5984*ii, -1.29944-.046642*ii, -.83688-2.28545*ii, -.962715-.141997*ii, -2.1746-.466372*ii, 1.23231e-24-5.32017e-24*ii, 7.93211e-24+5.31861e-24*ii
-2.33636+.767727*ii, -6.67232e-27+2.21624e-26*ii, -6.05663-3.64691*ii, .748001+.110648*ii, -3.17209-1.43137*ii, -3.52288+3.02488*ii, -3.3746-2.46991*ii, -4.02348+4.63912*ii, 1.18267-1.80375*ii, 6.06181e-26-5.49481e-26*ii, 3.20843e-26+3.82461e-26*ii
1.06779+2.38435*ii, 2.0277e-22+5.19911e-23*ii, -.357362+1.69997*ii, -.548678-.247625*ii, 1.94289-.219465*ii, .122163+.003668*ii, -.768736-.807487*ii, -.18748+.077927*ii, -1.3682+.056536*ii, -8.04226e-23+1.63061e-22*ii, -2.8037e-22-5.96706e-23*ii
1.35182+1.03687*ii, 6.92365e-27+4.75814e-26*ii, .278775+.482201*ii, -.815111-.267062*ii, -4.01255-1.34202*ii, -1.56844+1.31891*ii, -.703107-.576268*ii, 1.25892-2.03055*ii, -1.79982-1.3883*ii, -1.05068e-26+8.30154e-27*ii, 5.35958e-26-9.52499e-26*ii
-2.42494-.027131*ii, 2.93736e-26-5.42926e-26*ii, -1.29628-.628575*ii, .499913+1.65745*ii, -.322672-1.72537*ii, 1.45634+2.94719*ii, 2.56233+.399267*ii, 1.8728-.313799*ii, -.848809+2.35318*ii, -3.61016e-26+2.59573e-26*ii, 1.02828e-25+1.15205e-25*ii
1.56578-2.08331*ii, 8.1167e-31-3.44492e-29*ii, -.159007+2.23851*ii, 1.18627+2.2347*ii, -4.84355-.491052*ii, 3.40461+1.67261*ii, 3.13723-.799193*ii, 1.21488-.878617*ii, 4.82604+3.3664*ii, 3.84929e-29+3.64729e-30*ii, 1.19887e-28-1.63521e-28*ii
.074432+.818407*ii, 1.19599e-27+1.90698e-26*ii, .459354-1.13764*ii, -.209146-.268926*ii, -1.01045-1.80161*ii, -.302104-.332953*ii, 1.62287-1.49607*ii, 1.31587-.100012*ii, .721535-.588558*ii, 1.11219e-26+3.6996e-27*ii, 1.20866e-26+1.30556e-26*ii
.309649-.258678*ii, -1.68892e-26-1.40436e-27*ii, -.418797-1.39498*ii, -.311286-1.28168*ii, 1.36541+.948736*ii, .709715+.366463*ii, -.402667+1.73627*ii, -.396993+.457318*ii, -2.04999+1.55013*ii, 2.55705e-27+1.20741e-26*ii, 3.67996e-26-2.33015e-26*ii
-1.00666-.063055*ii, -1.82279e-16+6.0851e-18*ii, -.576088+.299836*ii, -.803356-.082746*ii, -.132257-1.7049*ii, 1.07117+.896976*ii, -.301459-.146547*ii, -1.43317-.968918*ii, .180805+.839239*ii, 5.15922e-17-2.90798e-17*ii, -3.80638e-17-1.51876e-16*ii
-6.0657+3.75008*ii, -4.82977e-23-8.43599e-23*ii, -4.8541-.519542*ii, .830093+.692695*ii, 2.37892+5.38897*ii, 6.49596+6.34006*ii, -3.80934-2.06672*ii, 8.37038+.65286*ii, -1.54167-.855234*ii, 9.53069e-23+2.17292e-22*ii, 2.3117e-24+1.71361e-22*ii
3.36372+.698759*ii, -5.28541e-22-1.18043e-22*ii, -.147558+2.23957*ii, .228101-2.12765*ii, -1.61317+.90835*ii, 1.81069+2.62877*ii, 1.46056+1.66727*ii, -1.13128+.972311*ii, -.97536-.193494*ii, 1.71178e-22-5.83143e-22*ii, 4.92677e-22+2.17404e-22*ii
1.49576+.273833*ii, -2.28095e-21-2.39263e-21*ii, -1.80749+2.05371*ii, -4.73747+.17433*ii, -3.65725+.845019*ii, 5.012+.880496*ii, .713575-.860115*ii, -1.04969-.224484*ii, -.52287-3.28344*ii, 4.51829e-21-1.79879e-22*ii, -6.66341e-21+8.74041e-21*ii
.504904-2.90396*ii, -1.15373e-21-5.24464e-22*ii, -2.5137+.144372*ii, -.23435-.515348*ii, 1.48273-1.43919*ii, .278953-.934565*ii, -1.09509-.501778*ii, 1.29875+1.13189*ii, -1.0536+2.02536*ii, 1.48792e-21+5.75888e-22*ii, 2.2778e-21-1.78415e-21*ii
.548362-.149734*ii, -3.18057e-30+3.98376e-30*ii, .548039-.018018*ii, -.745992-.363464*ii, 1.49328-.237564*ii, -.089115-.937042*ii, 1.04758-1.22561*ii, .591134+.968089*ii, -.502589+1.3112*ii, -8.35649e-31+1.12028e-30*ii, -3.62497e-30-6.17255e-30*ii
-.571338+.197024*ii, 1.51559e-26-1.78138e-27*ii, .819142+1.39203*ii, -.285084-.743955*ii, .251892+.425254*ii, .270369-.799367*ii, -.52261-.632092*ii, .815474+.675911*ii, .537824-1.41678*ii, 7.44727e-27+9.81913e-27*ii, 5.62737e-27-2.24305e-26*ii
.2772+1.40151*ii, -6.01431e-22+3.0041e-21*ii, -.417182-.84393*ii, -.487567-.875183*ii, -.737335-.507392*ii, .272508+1.13892*ii, .385474+.982225*ii, -1.1255-.315648*ii, 2.89553-.8557*ii, 1.39308e-21-3.72845e-22*ii, 8.2914e-22+9.2131e-21*ii
-.763177-.169987*ii, -4.4015e-26+3.75984e-27*ii, 1.50561-.45796*ii, -.618348-.186735*ii, 1.65599-.325427*ii, 1.64045+.822988*ii, .593463-1.33648*ii, -2.79957-.485504*ii, -.642034-.131073*ii, -3.22738e-26+1.2909e-26*ii, 2.87519e-26+3.35522e-27*ii
.450454-1.3074*ii, -4.60997e-18+5.1409e-18*ii, .144435-3.90701*ii, .168662-.208137*ii, 3.94553+.744514*ii, -1.53318+.100559*ii, 1.98281-4.12882*ii, -3.89477-4.21011*ii, -4.17435-5.14909*ii, 9.70985e-18+9.37688e-18*ii, 4.57146e-17+2.27725e-18*ii
-3.80538-1.35216*ii, -2.71046e-25-2.3087e-27*ii, 2.03959-2.35233*ii, .063618+2.60653*ii, -.875019-2.0259*ii, 1.57928+.905856*ii, -6.32685+2.74065*ii, .362105-.597056*ii, -2.0535-.561213*ii, -2.79127e-25+3.16441e-25*ii, 5.55299e-25+1.56856e-25*ii
1.93757-3.22804*ii, 3.50241e-21-1.73442e-20*ii, -1.72505+1.26185*ii, 3.02337-3.08293*ii, -.948894-2.20327*ii, 4.96039+2.01811*ii, 5.87638-2.55637*ii, .470651+1.14743*ii, 1.28494+3.88376*ii, 7.92199e-21+1.71696e-20*ii, 7.18612e-20-8.6838e-21*ii
1.20145-.135309*ii, -5.64148e-26-7.56798e-26*ii, -.062311+1.18151*ii, .369873-.3001*ii, 1.80712+.066715*ii, .275734+.901926*ii, -.791625+.763708*ii, -.743528+1.8352*ii, -2.71798-1.29431*ii, 4.64657e-26-3.09694e-26*ii, 5.53812e-26+2.78714e-25*ii
.162135+.385102*ii, -1.58831e-24+1.18906e-24*ii, .944204-3.20709*ii, .273698+.128804*ii, -.285773-3.10864*ii, .435155-.570593*ii, -.0599225-.303197*ii, .498424-2.31932*ii, -.914524-2.03645*ii, 1.15687e-24+3.10828e-24*ii, 3.87401e-24+2.14708e-24*ii
4.41089-4.49446*ii, 1.3316e-28+1.39137e-28*ii, -.525095-.191937*ii, .052549-2.03566*ii, -2.92363+.468608*ii, 3.31466-3.69712*ii, 1.55298-3.64233*ii, 1.85697+1.58036*ii, -2.36926+.930406*ii, -2.16082e-29-4.93093e-29*ii, -4.44946e-28-2.05759e-28*ii
-.59686-.043118*ii, -9.42138e-21+7.6966e-22*ii, 1.08457+3.96739*ii, 1.4668-1.19616*ii, .874165-1.71704*ii, -.68163+1.00596*ii, -.127451+.416825*ii, -.614997+.184297*ii, 1.69185+.031705*ii, -6.63584e-21-1.82718e-20*ii, -1.59639e-20+1.00344e-21*ii
.185838-.857341*ii, -1.06805e-33+3.6413e-34*ii, -1.28191+.384062*ii, .0332474+.332372*ii, .149952+.788749*ii, -.373306-.34691*ii, -.778177+.478603*ii, -1.14464+1.00866*ii, -.967662+.24898*ii, 6.1465e-34-4.3849e-34*ii, 9.42853e-34-6.18279e-34*ii
7.38174+10.614*ii, 2.38184e-27+1.39992e-27*ii, 5.20724+8.90753*ii, 3.42732+4.3779*ii, 5.92898+15.492*ii, -.50568-21.9144*ii, -1.48558-6.59336*ii, -3.15963-2.35807*ii, 14.7035+14.7383*ii, -3.351e-29+1.4253e-26*ii, 1.4389e-26+5.5688e-26*ii
5.44163+.790932*ii, 5.508e-28+4.01284e-27*ii, -1.11086+2.04137*ii, -1.80355+7.40961*ii, .070517+5.45165*ii, 3.22919-6.54941*ii, 1.50147+5.24813*ii, -.934614-.20832*ii, -6.69879-4.03037*ii, -4.40178e-27-1.66666e-27*ii, 1.24835e-26-2.91011e-26*ii
-11.9729-5.15799*ii, -5.7527e-35+9.17522e-36*ii, -7.24058-9.62384*ii, -3.18663-3.14193*ii, -6.92259-11.4337*ii, -26.2974-2.31316*ii, -20.6694+7.19586*ii, 4.5474-3.75772*ii, .12190-17.1128*ii, 2.52415e-34+2.43598e-34*ii, 1.50001e-34+9.85567e-34*ii
-.691684+1.94025*ii, -1.39413e-21+4.393e-21*ii, -2.15535+.012354*ii, .838059-.521817*ii, -.158481+.0046359*ii, .566327-.428421*ii, -1.02185+.54798*ii, .716342-.065176*ii, -.188594-.710525*ii, 1.47528e-21-4.74285e-21*ii, 3.38426e-21+1.62067e-22*ii
-1.25049+.267897*ii, -4.93517e-24-1.04167e-23*ii, .562956-2.34188*ii, -1.53558-.306486*ii, -.102467-1.4942*ii, .17277+.524604*ii, -.152374-1.73892*ii, -.173775-.306948*ii, .027215-1.4053*ii, -1.35865e-23+2.84671e-24*ii, -1.47729e-23+6.65191e-24*ii
-.534842+2.6372*ii, -4.44852e-28+6.84874e-29*ii, -1.69162-.148784*ii, 1.82681+.574926*ii, 1.85318-1.09482*ii, .237124+1.43293*ii, -.872108-1.7992*ii, .342718+.676533*ii, -2.33261-1.12696*ii, 3.81355e-28-2.48339e-29*ii, 1.11485e-27+3.41578e-28*ii
.286664+2.14081*ii, 1.4427e-25+3.37193e-26*ii, -.797035-.175533*ii, .764955+1.06722*ii, 1.76962-1.47398*ii, -.208204+.989694*ii, -.346786-.366193*ii, .520241+.567988*ii, .580375+1.70319*ii, -5.45346e-26-2.60997e-26*ii, 2.63001e-26+2.65289e-25*ii
.847901-.74233*ii, -1.82452e-33-8.30802e-33*ii, .727146+1.01695*ii, .014283-.714843*ii, .10732+1.00397*ii, -.454534-.271849*ii, -1.2718-.72718*ii, .367441-.643193*ii, .380049-.410303*ii, 3.56106e-33-3.94829e-33*ii, -4.10221e-33-2.40885e-33*ii
1.99302+1.69563*ii, 1.13424e-26+1.45438e-26*ii, -2.46184+5.79807*ii, .270593-.134861*ii, 2.57442+1.3723*ii, -.723569-1.50184*ii, 1.03685-4.74165*ii, .07382-5.51339*ii, -4.34615-2.48124*ii, -5.61246e-26+1.49799e-26*ii, -1.32093e-26-9.13528e-26*ii
1.7011+.783246*ii, 1.74784e-24+2.67909e-24*ii, .905407-.974891*ii, -.764538-.23968*ii, -1.12399-1.45587*ii, -.847421-.65747*ii, 1.6882+.968398*ii, 1.25469+.466616*ii, .375625+.728748*ii, 2.09717e-24+3.60856e-25*ii, -1.29585e-24+2.28007e-24*ii
.356478-.0368214*ii, -2.24024e-22+1.37836e-21*ii, 1.2989-.706249*ii, -.78973-1.36624*ii, -.78371-2.99725*ii, -1.00628+.460643*ii, .316657-.3293*ii, .066394-.698154*ii, .437746+.229695*ii, 3.41242e-22+9.74286e-22*ii, -4.14669e-22+5.51916e-22*ii
.981178+.203818*ii, -1.70844e-31+8.44004e-32*ii, .731077+2.08782*ii, .051507+1.85444*ii, .49196+.162325*ii, 1.5575+.352581*ii, -.306454-.101743*ii, .21329-.833951*ii, .107181-.776142*ii, -1.50556e-31-1.47494e-31*ii, 4.71956e-32+1.41645e-31*ii
