variable ordering: c0, c2, dp, r, Rad, u, L, mu, delP
1.98727+.230415*ii, .045727+.653549*ii, .69585+.280261*ii, -.73577-1.16539*ii, .772732+1.33863*ii, .82914-.224968*ii, .386365-.0054795*ii, .125218-.25742*ii, -.584132+.437699*ii
-.193012-.924987*ii, .964937-.647781*ii, .434429-.349457*ii, .600112-1.23784*ii, 1.4818-1.08165*ii, -2.28644-1.59931*ii, .65747-.787019*ii, .119486-.0103259*ii, -.467193-.151813*ii
-1.33927-.348722*ii, .559217-.292702*ii, 3.23396+1.32935*ii, .843488+.627239*ii, 1.55533+.955992*ii, -.851697+.149915*ii, -.241772-1.14031*ii, .890679+1.06048*ii, 1.24421+2.13747*ii
-.793958+1.38654*ii, -.20296+.181775*ii, -1.80319-1.16828*ii, -.326649-2.54983*ii, .353702+2.9038*ii, .201161-.11399*ii, 2.94496+1.61766*ii, .517317+1.90237*ii, -.243696-3.11301*ii
-2.43035+1.63927*ii, 3.85737+2.60247*ii, 3.22379-.396987*ii, .782039-.670784*ii, 2.86169+.351204*ii, .923544-1.98708*ii, 1.3208+1.2983*ii, .131652-.114551*ii, .0421838-.331143*ii
.994331+.823968*ii, -4.09478-.819437*ii, .843607+3.70883*ii, -.024877+.726386*ii, .868198+1.4346*ii, 3.12274+1.40381*ii, .228069+1.48552*ii, -.0930909-.207807*ii, -.769467-1.59428*ii
-.0526219-.179384*ii, .569467+.117176*ii, -.909887-.020361*ii, 1.26307+.234304*ii, .627459+.091215*ii, .755265+.338181*ii, .305861-.0095149*ii, -.384986+.070278*ii, .312017-.0576304*ii
2.10499-1.17775*ii, .59617+1.61384*ii, 3.13597-1.2946*ii, 1.15032+.684528*ii, -1.09207-.514371*ii, .072958+1.1404*ii, .531281+.251324*ii, -.0185563-.492649*ii, -.50858+2.85906*ii
.312133-.0920776*ii, .177497-.272813*ii, 1.0351+.309803*ii, .822394-.850355*ii, .200264-.191351*ii, -.0777406-.327575*ii, -1.52341-.411665*ii, .234132+.79621*ii, .287152+1.30197*ii
-1.38007+.588126*ii, .164779-.534648*ii, 2.86401+1.15695*ii, -1.15111-.696187*ii, .509052+.069428*ii, -.384674+.402921*ii, -.303114+.593016*ii, -.11712+1.3753*ii, -.14219+1.24076*ii
-4.14356-3.22952*ii, 3.26916+.865296*ii, 5.91617-.432104*ii, 1.19244-.014883*ii, .645118+1.66257*ii, .534899-2.11537*ii, -1.78196+.480394*ii, .414629-.14279*ii, .285847-1.59513*ii
-1.35782-.520377*ii, -.382261+.117268*ii, -.680744+2.20648*ii, .097630-2.02381*ii, -.77874+.787923*ii, .250547-.848507*ii, 1.04985+1.91782*ii, .811525-1.19409*ii, 1.48438-2.24063*ii
-.145076+1.34889*ii, -.874945+3.83509*ii, 1.0611-1.75327*ii, .459991-.226322*ii, 4.01367+2.74306*ii, .513122+2.1461*ii, 1.35733+.392274*ii, -.123637-.0409639*ii, -.0509039-.0454534*ii
.411697-2.94672*ii, -3.5401-.001254*ii, -2.10738+.747995*ii, .839311-.684039*ii, .976393-.538188*ii, -.427094+1.11788*ii, .36951+1.26962*ii, .148804-.0528758*ii, -2.02112+1.05266*ii
1.69794-3.54128*ii, -.020673-.995581*ii, -1.98721-1.77476*ii, -.247132-1.23518*ii, 1.17909-2.02947*ii, 2.33603-2.09577*ii, 1.14877+2.16858*ii, .455825-.489544*ii, .876278+3.60867*ii
-6.61327+4.03076*ii, -.535723+.024613*ii, -2.79021+11.1372*ii, -.448586-3.6229*ii, -.81321-4.15746*ii, .230504+1.97137*ii, .280632-1.06362*ii, 1.53761-5.12663*ii, -8.4751+3.38596*ii
1.36158+.117164*ii, -1.58695+2.6828*ii, -1.51402-.002163*ii, .361494+.327902*ii, .417573+.341545*ii, .688819-.196925*ii, .160672-.119807*ii, .0616742+.104603*ii, .787519-.864908*ii
-.897196+.470023*ii, .645234+.20489*ii, -.0936514-.109753*ii, 1.36484-.937914*ii, 1.37155-.951062*ii, .2617-.98048*ii, -.164493-.591031*ii, -.0452285-.0281623*ii, -1.52974+2.02645*ii
-.735501+.786135*ii, -.0305808+.253546*ii, -.354713-1.71617*ii, -.546588+1.31907*ii, -.494875+.162812*ii, -.325821+.464823*ii, -.357411+.125144*ii, -1.62632+.545907*ii, .456716+.535223*ii
-.652437-.700461*ii, -.0628011-.0363688*ii, .254617-.131135*ii, -.873388+1.64265*ii, -1.71132+.45452*ii, -.63524-.449871*ii, -2.21957-.044504*ii, -.532643+.830485*ii, -1.13091+.839535*ii
-13.3054+4.34194*ii, .0952504+.014392*ii, 4.32236+5.52207*ii, 13.0267-7.20478*ii, 3.10618-1.37671*ii, .61526-11.8422*ii, -2.60476+.263452*ii, 13.2326+12.4942*ii, 10.6177+1.68136*ii
-1.96038+.85273*ii, 1.88906+1.73296*ii, 2.85239-.151307*ii, -.608755+.635559*ii, -.347617+.92298*ii, -.682426-.66682*ii, .311332+.676637*ii, .195008-.198918*ii, .293867+1.07447*ii
-.722378-1.41525*ii, -.031135-1.30175*ii, -1.754-2.35725*ii, .585546+1.41742*ii, 3.89743+.463933*ii, 1.49031+.702056*ii, -.141616-.958753*ii, .4605-.325839*ii, -.091353-.194367*ii
.735456+.39505*ii, 2.15158-.205208*ii, .753866-.74828*ii, .525643-.059994*ii, .454649-1.06654*ii, 1.30925+.203388*ii, 1.6136+.561771*ii, .0950226-.0778826*ii, -.490429+.550802*ii
.0103575+.45815*ii, .321596+.0623753*ii, .087878+1.15664*ii, .39937-.027585*ii, -1.1768-1.28479*ii, .0627804+.460965*ii, .72634-3.54326*ii, .233908+.853777*ii, 1.82487-.643489*ii
.713005+2.63894*ii, .755278+.154948*ii, -2.60874+.093908*ii, .336015+1.29439*ii, -1.74878-1.99532*ii, -.601928+3.05382*ii, .792461-1.18077*ii, -.822508+.199824*ii, -1.47703+1.93759*ii
.0549199-.15324*ii, 2.07974-1.25801*ii, -1.73985-1.42351*ii, .291857+.36264*ii, -.296511-.114882*ii, .224864+.345274*ii, -2.04773-.641698*ii, -.0773382-.217898*ii, -4.21452-1.09818*ii
-.595478-.4839*ii, .402369-.520382*ii, -.324111-.345773*ii, .790255-.570803*ii, -.696894+.965235*ii, -.944764-1.00233*ii, 1.37002+.261992*ii, .0286124-.177832*ii, .933447-1.29309*ii
1.59946-.084154*ii, -.102907-.594323*ii, -.143243-.974203*ii, -.080795-.656813*ii, -.130968-1.82078*ii, 1.70626+.157437*ii, -1.30045+.004631*ii, .407996+.0103897*ii, 1.21725+.300816*ii
1.01315+.141557*ii, .180485+.275267*ii, -.0293398-.0525845*ii, 1.43237-.285953*ii, -1.17677-.150757*ii, 1.59418+.535958*ii, .861583+.914325*ii, -.0456178-.00326374*ii, -.196002+.217083*ii
.561912+1.14501*ii, -.290323+.425983*ii, .202439+1.73292*ii, .884588+.652039*ii, -.647111+1.23601*ii, -.033235+.962322*ii, 1.6735-.473443*ii, .639156-.554416*ii, -1.62175+.816139*ii
-.739794-.18379*ii, .191978+.718931*ii, .200368+.0314344*ii, -.10227-.223226*ii, .0688878-.1048*ii, -.780178-.20333*ii, .529386+.20395*ii, .0275706-.0623132*ii, -1.56195-.926993*ii
-.906939+.854146*ii, -2.35226+.939696*ii, -.409002-.0916396*ii, -.727368-.328906*ii, .61583+.155672*ii, -2.34659+.124162*ii, -.521607+.290358*ii, .0341313+.0233745*ii, -.206252+.762524*ii
-.495789+.309772*ii, -.864275+.154275*ii, .597682+.426482*ii, -.361785-.525581*ii, .344729+.518157*ii, -.428839-.0413308*ii, -.0373575-.0743553*ii, -.146206-.149462*ii, 1.05701+.759935*ii
-.700003+2.41476*ii, -6.65813-.14011*ii, 8.43665-5.19443*ii, .856527-.610799*ii, 4.88484-4.46437*ii, -3.24728+9.33084*ii, 6.66752+5.37732*ii, -.312537+.201618*ii, 2.7578+1.02855*ii
-1.41458-.182596*ii, -2.00447+.683289*ii, -1.45731-1.64106*ii, -.004414-.542012*ii, 1.48662+.504379*ii, -.829023-.392909*ii, 2.51694-1.43268*ii, .100329+.238875*ii, -.887941-.498606*ii
-.977574-.776657*ii, .244895+.960579*ii, .751168+.364381*ii, 1.71435-.251396*ii, -1.18893-.83234*ii, .55468+1.7747*ii, 1.45714+1.35068*ii, .135845-.160866*ii, .416259-.766408*ii
-.410597+.272315*ii, -.738375-.674779*ii, .255636+1.60263*ii, -.0194578-.347749*ii, -.952384+.141254*ii, -.312454+.343668*ii, -.851899-.294664*ii, -.317377-.252579*ii, -.585039-.279521*ii
1.14986-.631153*ii, 3.40402-.331016*ii, -.300403+.306704*ii, -.45926-.180705*ii, 1.90805-.074436*ii, 1.81162-.125158*ii, -.799919-1.08598*ii, -.0240256+.0201888*ii, .08421+.0258194*ii
.537837+6.04597*ii, 6.01458-.926626*ii, 1.20395-1.83244*ii, -.857172+.752604*ii, -1.03275+.684668*ii, .354725-1.87014*ii, -2.97505-3.49115*ii, .0603451-.0668697*ii, -3.36624+6.15801*ii
1.43996-.231801*ii, -1.67578+.494234*ii, -1.75308-1.25672*ii, -1.36244+.84244*ii, 2.24514+.267766*ii, .653164+4.18168*ii, 1.18212-2.55867*ii, .189735+.243441*ii, 2.56145+1.22507*ii
.585726-.228337*ii, -.322783-.564368*ii, .116876-2.09815*ii, .003014+.928642*ii, -2.30068+1.16777*ii, .867243+.256549*ii, .412886-.45556*ii, .678025+.43956*ii, .160406+.190703*ii
3.52895-1.50538*ii, -5.64102+3.0909*ii, -6.05538-1.04337*ii, -.792047+.592845*ii, -.527259+.166629*ii, 4.87548+4.64492*ii, .456548-.0412804*ii, .186911+.148655*ii, 3.73094-.996732*ii
-3.59842+4.06562*ii, .226379+.0983314*ii, -7.34655-13.7801*ii, -1.99247+5.70075*ii, -21.1329-5.31655*ii, -7.82288-3.88234*ii, 9.85425-8.89007*ii, -12.3863-9.83776*ii, 14.257-1.54256*ii
.746736-.463587*ii, -.119849+.0845588*ii, 5.22135+5.10531*ii, -6.94913-1.3619*ii, -.944973+4.0243*ii, -6.41904+1.19445*ii, -1.4074+1.53552*ii, -2.2552-12.2406*ii, 10.0684-.30429*ii
-.66998-1.12611*ii, -.54812-.453783*ii, -.429228-2.27251*ii, -.523746+1.84364*ii, 1.25564-.717062*ii, .166389+1.35036*ii, .398625-1.09559*ii, .625299+.518821*ii, .7759+.954742*ii
.343437+.426236*ii, .277239+.0829767*ii, -2.82509-.317686*ii, -.318765+1.28537*ii, -.555253-1.42581*ii, -.0184406+.0703906*ii, 1.48209-.103035*ii, -2.41678+.43686*ii, -.439498+.028693*ii
-.497809+.13966*ii, -.0818306+.0249045*ii, -1.14779-.198131*ii, .91365+2.34867*ii, -1.01734-.915674*ii, -.221604-.328124*ii, -1.77371+.753964*ii, 3.04075+1.53074*ii, .129665+1.9029*ii
.0151405-.404801*ii, -1.20082+1.31328*ii, 1.27426+1.06448*ii, -.115348-.741005*ii, -.555035+1.10301*ii, .434017-1.31371*ii, -.990882+2.57167*ii, -.0104371-.23303*ii, 1.52223+1.93275*ii
2.9675+2.53179*ii, .569553+.563027*ii, -.826509-.156067*ii, -.385266+2.07886*ii, -.28318+2.44944*ii, 1.49249-.730178*ii, .448504+2.459*ii, -.217734+.146735*ii, 2.20875+1.10289*ii
2.25646+3.43351*ii, .298601+2.37553*ii, 3.49563-.221583*ii, -.159414+1.46688*ii, -3.92054+3.09454*ii, 2.73254-1.7573*ii, 1.68879+1.29626*ii, .0225659-.365042*ii, .396686-.0706803*ii
-1.76974-2.43513*ii, .016113+.64738*ii, -2.89365-4.27657*ii, 1.4855-1.25367*ii, .127174-.601674*ii, .651749-2.08404*ii, -.793825-.468866*ii, -1.67826+1.07567*ii, -4.33403+.006617*ii
2.49356+.497741*ii, 1.88486+.643937*ii, -1.72577-2.37147*ii, -.254575-1.3123*ii, .25159-1.31749*ii, -1.06054+.689914*ii, 1.21798+2.4345*ii, -.301203-.21164*ii, -3.48385+1.53552*ii
2.12108-3.12754*ii, -.103791-.312012*ii, -2.97526-8.21058*ii, 3.20714-3.56349*ii, 10.8162-2.11453*ii, -4.76023-.002385*ii, 3.59666+2.27079*ii, 6.6373-.176033*ii, -3.40297-3.06964*ii
.602973-.17881*ii, -.0870843+.0137254*ii, -.486109-.268954*ii, 2.81397-.576304*ii, -.22722-1.41961*ii, -.013157+.207764*ii, -.164756-1.04955*ii, 1.24295+.96801*ii, -.0779584-.110381*ii
3.17348+2.75845*ii, 1.16904-1.32549*ii, 3.37606-1.61148*ii, 2.30066-.999008*ii, -4.33078-3.87162*ii, 2.10158-8.30832*ii, 6.51122+.909898*ii, .486842+.207378*ii, -2.23054-2.18708*ii
-.106285+1.14405*ii, .274278-1.11538*ii, .0987853-.227817*ii, -.748087+.80628*ii, -.498484+.3164*ii, -1.47662+.914068*ii, -1.05515+.652351*ii, .053285+.00903855*ii, -.316749-.393491*ii
-1.20138+1.29349*ii, -.26237+.989333*ii, .14184+.949216*ii, -.099625-1.4847*ii, .136554+.914647*ii, -.918296-.955132*ii, -.627404+1.3524*ii, .215221-.0929188*ii, 1.02445-.872939*ii
-7.92595-17.4166*ii, 6.74069-26.1663*ii, 15.8749+17.1742*ii, .805135+.577892*ii, -5.66177-3.7786*ii, 18.542-19.3677*ii, -17.2758-13.9811*ii, -.117234+.181874*ii, -7.57193-8.46495*ii
6.86737-.38908*ii, 2.8397-1.48416*ii, -4.92649-8.58732*ii, .286888-1.48504*ii, -2.17343+1.93993*ii, -.42603+.34219*ii, 6.952+7.27487*ii, -.030313-.771849*ii, -1.98451+.600481*ii
-.985163-.405566*ii, -.192959-.440425*ii, .195149+.244392*ii, .540296+.243564*ii, .95418+.921397*ii, -.914128-.558792*ii, .459948+.730244*ii, -.157101+.0419437*ii, .369368-.15098*ii
4.05044-5.2622*ii, -.134142-.0755312*ii, -11.2201+3.52439*ii, -4.20873+13.1903*ii, -8.65034+1.59524*ii, 16.6267+21.4347*ii, 4.32188+1.32042*ii, 13.0689-13.927*ii, 38.4488+1.56397*ii
-1.3018-.752874*ii, .234549-.160998*ii, .264347-1.08812*ii, -1.74025-3.21878*ii, -2.89163-.508947*ii, -1.21787+3.05523*ii, 1.72494-2.29277*ii, .732659-.656887*ii, 1.50142+1.49807*ii
-.81724+.484703*ii, .0267546-.17605*ii, .970404+.593992*ii, -.387372+.613273*ii, .134368-.338699*ii, -.906934+.511787*ii, .0206896+.0550701*ii, -.619764+1.47221*ii, -.144348-.955263*ii
-1.84108+1.44906*ii, -.64679-.397429*ii, .603423-1.05141*ii, .651493+2.26648*ii, 1.36404+2.22382*ii, 2.3806+1.41184*ii, -3.24179-1.72201*ii, .0119612+.399045*ii, -.448825-4.58932*ii
-.575411+.927462*ii, -1.83286-1.29305*ii, -.63938+2.26637*ii, .821168-.351116*ii, 2.61068-.450202*ii, -2.33102+1.27187*ii, .395798+2.84415*ii, -.0873835-.247482*ii, -.974165+.80795*ii
.250444+1.5337*ii, -.024665+.0169538*ii, -.259836-.109917*ii, 1.36719+1.99954*ii, 1.10284+.245241*ii, .210261+1.36275*ii, .682992+1.36235*ii, 1.26853+1.98604*ii, -.676963-3.27591*ii
-1.07492-.447708*ii, -.999544+.369356*ii, 1.31711+.695832*ii, -.579473+.439662*ii, .223995+.565382*ii, -1.02914+.114233*ii, -.686906+1.01494*ii, -.233264-.260234*ii, 1.38158+1.50789*ii
-.291934-1.04186*ii, -.326805+.56147*ii, -2.61075+.048739*ii, 1.39496+.089812*ii, .326773-.772492*ii, -1.06592-.035707*ii, -1.444-.46375*ii, .521603+.85886*ii, -1.23308-2.23915*ii
28.2012+10.9448*ii, -1.08572-.111531*ii, -8.6546+11.0186*ii, 6.0048+1.22233*ii, 1.14298+4.93526*ii, -7.68775-8.84805*ii, -6.30779-6.81106*ii, 1.71411-2.71326*ii, -19.7839-13.9222*ii
3.56996+3.55949*ii, -1.05373+.048779*ii, -3.211+2.02465*ii, -2.1395-1.19116*ii, 5.03251-1.36652*ii, -.006982-1.65728*ii, .453036+1.17822*ii, .782377-.444135*ii, .268787-.0377337*ii
1.87486-.488449*ii, .291357-.164028*ii, 1.12084+1.81609*ii, .697243-2.58999*ii, 1.28672-2.52616*ii, -.530359-.520176*ii, -3.26474-.455225*ii, .064120+1.5944*ii, -4.42008-1.86411*ii
.729041-2.23433*ii, 1.80822+.464242*ii, .014739+.850974*ii, -.868397-.461397*ii, -.614556-.783495*ii, 1.33567-.534053*ii, .361241+2.74186*ii, .0302502+.109887*ii, 1.91732-1.23852*ii
-4.59779+1.80172*ii, -.465567-2.29446*ii, -4.19415-2.50856*ii, -1.39721-1.47045*ii, 3.87176+.991728*ii, 4.92805+.370568*ii, -.904352+2.77833*ii, .35158-.385649*ii, 1.30432+1.58604*ii

component_2:
equations:
4*c2*r*mu-dp*r
-c0-c2*r^2+u
.999931*r^3*delP-1.00122*r*Rad^2*delP+3.99978*r*u*L*mu
points:
-.248853+.169942*ii, -.919109+.3269*ii, -.394192-.146456*ii, 6.3655e-17-1.13693e-16*ii, .555083+.680576*ii, -.248853+.169942*ii, .718627-.467357*ii, -.310426+.322583*ii, .334097-.557017*ii
-2.76685-.806537*ii, -2.52002+11.3694*ii, 4.07607-3.80125*ii, 2.97847e-21-8.23424e-22*ii, -2.51303+1.03803*ii, -2.76685-.806537*ii, 1.40933+6.41341*ii, -17.5196+2.46937*ii, -5.33954-6.78887*ii
.455098+2.8153*ii, 2.45231+.25869*ii, -2.2066-.156586*ii, -2.53811e-19-5.13553e-20*ii, -.18298-.188697*ii, .455098+2.8153*ii, .98648-.914136*ii, -2.57467-3.94136*ii, 1.47699+3.39185*ii
.352466-.752121*ii, -.254461+.772538*ii, -.572632-.490293*ii, -4.20519e-19-4.27889e-19*ii, -.537654+.408319*ii, .352466-.752121*ii, -.362608+.0402778*ii, -1.02686-1.3669*ii, -.32581-.143857*ii
-.865319-.663727*ii, .26782+.511429*ii, -.048752+.612019*ii, -1.29655e-20-8.74766e-20*ii, 1.10886+2.37372*ii, -.865319-.663727*ii, -1.35291-2.52941*ii, .843004+.186891*ii, .25311-1.29073*ii
-.42928-.281504*ii, .805197-.370201*ii, 1.98082+1.62778*ii, 4.9817e-20-3.6669e-20*ii, 1.42613-.231646*ii, -.42928-.281504*ii, -.782056+1.44699*ii, 1.78407+1.78059*ii, 1.89675-2.06115*ii
.787269-2.08734*ii, 2.90711+.191362*ii, 1.24447+1.2289*ii, -2.42767e-19-2.80243e-19*ii, -1.5775-.786479*ii, .787269-2.08734*ii, -1.23601+2.2787*ii, -.898382+1.05664*ii, .435131+.834207*ii
-1.86359+1.43128*ii, -1.72989+.487772*ii, 1.02412+.065075*ii, 1.51824e-19+1.47567e-19*ii, 1.84563+.058159*ii, -1.86359+1.43128*ii, 2.22523-1.67473*ii, -1.70701-1.72717*ii, 1.19238-1.00678*ii
-.589737+2.17076*ii, -.062616-3.63556*ii, -2.45014-3.0106*ii, 8.07357e-21+1.92504e-20*ii, .373656-3.89954*ii, -.589737+2.17076*ii, .830809+4.69588*ii, 2.90636-4.6655*ii, .662114+5.15358*ii
.0862637+.24483*ii, -.213748-.316775*ii, 1.42902-2.43732*ii, 1.60943e-20-1.76e-20*ii, .83807+.881993*ii, .0862637+.24483*ii, -1.96405+.305306*ii, -1.16601-.250789*ii, -.57295+1.87345*ii
-.480555+.594581*ii, 1.50501+.61888*ii, -2.09384+1.34174*ii, -6.11933e-20+2.32367e-20*ii, .943733-.955878*ii, -.480555+.594581*ii, .12631+.0315653*ii, .195043-1.60198*ii, -.714132-1.18537*ii
-.535261-.502793*ii, -.29913-1.0023*ii, -.097876+.497055*ii, -2.4375e-19-2.08211e-20*ii, -.862726-.451931*ii, -.535261-.502793*ii, 1.79794-.830624*ii, .549775-1.27529*ii, .993132+3.24496*ii
-.176075-.625604*ii, -.226305-1.58481*ii, 6.41745+.856371*ii, -2.61492e-19+8.71417e-20*ii, -1.47883+.21332*ii, -.176075-.625604*ii, 2.28269-1.48925*ii, -1.91846-.245748*ii, 1.72634+.72588*ii
-.174599-.696374*ii, -2.16532-1.80484*ii, -.504282-2.63321*ii, 7.36682e-20-8.99023e-20*ii, -1.47763-1.41997*ii, -.174599-.696374*ii, -.076303+1.45217*ii, -1.14912-3.54849*ii, -.16649+.642871*ii
.617104-.603727*ii, -.938867+1.46748*ii, .709496+1.12616*ii, -1.08813e-20+2.42886e-20*ii, -1.87369-.719881*ii, .617104-.603727*ii, -1.28122-.132578*ii, -.239002-1.5672*ii, 2.05142+.395918*ii
2.16552-3.37399*ii, 1.01256+3.03581*ii, -1.95737-.784939*ii, 2.92179e-19+2.12745e-19*ii, .647045-1.4214*ii, 2.16552-3.37399*ii, .233086-.311902*ii, 2.69798-2.47788*ii, 1.52349+2.15295*ii
.315605-.933419*ii, -.548345-2.28292*ii, -.535302-2.12399*ii, 2.98198e-19-1.04899e-19*ii, 1.14532-1.07072*ii, .315605-.933419*ii, 1.42692-2.38495*ii, -.781686-.459738*ii, 3.10166+1.54861*ii
-.321665-.444259*ii, .428513+1.72141*ii, -.067641-.631326*ii, 5.64605e-20-7.67238e-20*ii, -.288356+.515129*ii, -.321665-.444259*ii, .042323+1.57367*ii, .813973+.166396*ii, .122872+.258782*ii
1.16828-.913658*ii, -1.19783+1.50545*ii, -.271494+.514298*ii, 2.13109e-20+5.13674e-20*ii, .768302+.137393*ii, 1.16828-.913658*ii, 1.10965+.587388*ii, -1.97782+1.758*ii, 1.04102+.51689*ii
-1.60943+1.31383*ii, -1.47435+.252862*ii, -1.08824-.769704*ii, -5.34066e-19+1.63958e-18*ii, 3.55284+.174719*ii, -1.60943+1.31383*ii, -.066811+.653977*ii, -1.41381+1.70206*ii, -.990383-.120367*ii
