variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r
-.379121-.0922886*ii, .391092-1.52619*ii, -.128421-1.18126*ii, -.898635+.252642*ii, 3.43637e-90+1.22727e-90*ii, 1.66453+.624852*ii, .690643+.800569*ii, -1.14236-.348026*ii, 1.08e-89+4.9091e-91*ii
-.178871-.322158*ii, -.143056+.581031*ii, .498538+1.09357*ii, .462723+.190381*ii, 3.02266e-77+4.32172e-77*ii, -1.05205+1.06821*ii, .813203-.722999*ii, -.156658-.215696*ii, -1.55451e-76-2.07268e-76*ii
-1.9839+.595135*ii, .337282+1.23736*ii, 1.48404-1.06113*ii, -.837141-1.70335*ii, 1.53096e-202*ii, -.579474+1.27544*ii, 2.60141+.123708*ii, .488594-.0641486*ii, 8.16513e-202-8.16513e-202*ii
-.893868+3.49919*ii, .604824+.307722*ii, 2.22544-2.31916*ii, .726748+.872305*ii, 3.16012e-62+1.21543e-63*ii, .622324+1.16756*ii, -.355675+1.04693*ii, .113179-.684354*ii, 1.0635e-63+8.3561e-64*ii
-2.13774-2.78897*ii, -.090642-.802146*ii, 1.22092+1.04121*ii, -.826179-.945609*ii, 8.2127e-175+9.4762e-176*ii, -1.44205-.710079*ii, -.268381+.198314*ii, .269091-2.44687*ii, 5.52778e-176-2.36905e-176*ii
.473432+.421041*ii, -.697754-.115839*ii, 1.76502-1.22121*ii, 2.93621-.684328*ii, 1.22477e-201+2.85779e-201*ii, 1.47047-.335651*ii, 1.56698-1.72653*ii, 1.5536-1.11099*ii, -3.06192e-202-2.04128e-202*ii
-.178348+.410013*ii, .788247+.10116*ii, .3111+1.32382*ii, -.655496+1.63267*ii, 3.87431e-132*ii, -1.33208-1.95224*ii, -1.95841-.474472*ii, .403887-1.03205*ii, 1.05663e-132+8.80525e-133*ii
2.44956+3.05033*ii, -.003289-2.70161*ii, -.745638+.501008*ii, 1.70721+6.25296*ii, -3.57184e-100+1.42873e-101*ii, -1.15115+.240118*ii, .819598+1.38177*ii, -1.36717+1.92567*ii, 3.57184e-101+3.85758e-100*ii
-2.29897-.199882*ii, -.220661+4.11912*ii, 1.21813+2.90597*ii, -.860176-1.41304*ii, -4.18054e-198-8.36109e-199*ii, 1.14481+.798496*ii, -.683098-.918676*ii, -1.01352-1.66474*ii, -1.67222e-198-1.88125e-198*ii
-1.16289-.045239*ii, .130853-.189383*ii, -.282425-1.17323*ii, -1.57617-1.02909*ii, -4.84074e-122+3.14648e-121*ii, .635517+1.61259*ii, -1.67337+1.46362*ii, -.149196-.0035153*ii, -3.87259e-121*ii
-.624019-.524666*ii, -.5442-.511581*ii, .210937+.898191*ii, .131118+.885106*ii, 5.0362e-49-4.92644e-47*ii, -1.66054-.559559*ii, .244036-.0132909*ii, -1.96836-.973871*ii, -8.55285e-49+2.05268e-48*ii
4.45317+2.59126*ii, 2.864-.609041*ii, 2.28402+2.66908*ii, 3.87319+5.86939*ii, -7.77255e-77+2.37495e-77*ii, 1.53037-4.50591*ii, -7.47159+5.29289*ii, 2.12053+.06634*ii, 1.22526e-76+1.85678e-76*ii
.008957-1.12591*ii, .809153-.580505*ii, .222289+.33952*ii, -.577906-.205881*ii, 1.07022e-196-1.07022e-196*ii, .21553+1.05856*ii, .932817-.106209*ii, -.428355-1.56286*ii, -1.60533e-196+1.07022e-196*ii
-1.80167-.530359*ii, -2.93509-1.23902*ii, -.298382-.765567*ii, .835043-.056911*ii, 6.68887e-198+6.68887e-198*ii, -1.36992-.847737*ii, 1.05097+1.23869*ii, -2.09736-1.57622*ii, 1.33777e-197-1.67222e-197*ii
-.431628+.0959113*ii, -.687958-.139064*ii, -.95131-.117508*ii, -.69498+.117467*ii, -3.92727e-89-4.71273e-89*ii, .553926-1.99551*ii, .115452-.559247*ii, -.0563984-.153911*ii, -6.28364e-89+1.17818e-89*ii
.124991-.324393*ii, -.326564+.25307*ii, .322786-.450063*ii, .774341-1.02753*ii, -1.01124e-60-1.71133e-60*ii, .0617722+.417223*ii, -.97798-.554616*ii, -1.93989-1.094*ii, 1.26405e-61-6.32025e-62*ii
-3.82983+6.19127*ii, -3.56639+2.51806*ii, 2.19996-4.26119*ii, 1.93652-.587987*ii, 1.02064e-202-2.15291e-203*ii, 7.93964-2.83458*ii, 1.69239+8.50654*ii, -4.81124-10.1011*ii, 8.16513e-202-9.79021e-202*ii
3.7296+.932057*ii, .687218+2.08577*ii, -.788275-.314667*ii, 2.25411-1.46838*ii, -6.379e-203-6.06005e-203*ii, -3.73212+.186536*ii, 2.23232-.27023*ii, 1.96921-2.37092*ii, 6.379e-202+5.99626e-202*ii
-9.32545-1.58128*ii, .786835-1.7781*ii, -6.93685-5.29632*ii, -17.0491-5.09949*ii, -4.12364e-89-7.85455e-90*ii, -22.3819-.94251*ii, 3.05297-1.48914*ii, 6.96357-1.62462*ii, 3.37746e-88-7.8546e-90*ii
.503298+.207711*ii, 4.20592-3.51234*ii, 2.12417-1.0632*ii, -1.57846+2.65686*ii, -1.27805e-101+2.1431e-101*ii, 2.56713+.318139*ii, -.20239+.87504*ii, -.408361-.5636*ii, 2.67888e-102*ii
-2.92192+1.16805*ii, -.873444+.309622*ii, 1.13468-1.12792*ii, -.913792-.269493*ii, 8.90465e-64-6.07716e-64*ii, -1.04825+1.23376*ii, -.394606-.794997*ii, .422009+.248892*ii, -1.51929e-64-2.27894e-64*ii
1.90168+1.16186*ii, .158037+.214768*ii, -1.49255-.340695*ii, .251093+.606394*ii, 4.42172e-75+2.21086e-75*ii, -1.4969+4.31378*ii, -1.80884-.48445*ii, 3.37157+1.41172*ii, -3.53737e-74+7.95909e-74*ii
-1.23848-.829285*ii, 1.42896-.236737*ii, .261216+1.10334*ii, -2.40622+.510792*ii, 2.09027e-198-3.91926e-198*ii, -.747722+1.79509*ii, .420223-.72087*ii, -.846272+.763957*ii, -5.74825e-199+6.1663e-198*ii
-.646539-.193489*ii, -1.36336+1.68367*ii, -.281451+.0314375*ii, .435374-1.84572*ii, -1.78912e-60+1.2446e-60*ii, -.359489+1.9058*ii, -.542431-.436145*ii, -1.59283+3.24639*ii, 1.00152e-60-1.2446e-60*ii
.962088+3.1511*ii, -.520114+1.29477*ii, -1.53963-2.60709*ii, -.057428-.750764*ii, -5.12058e-98+3.01749e-98*ii, 4.06459-3.31423*ii, -3.64391+.462587*ii, 2.85688+1.41712*ii, -1.17042e-97-1.24357e-97*ii
-1.1453-1.44312*ii, .533912-2.00397*ii, .70081-.488634*ii, -.978406+.072219*ii, -1.87288e-195+6.5217e-197*ii, -1.86127-1.16343*ii, .857953-1.09616*ii, -.242245-1.16312*ii, -7.8126e-195-2.78257e-195*ii
-.334963-.070125*ii, -.721877-.986001*ii, -.310077-.156827*ii, .076836+.759048*ii, -1.98277e-118-2.97415e-118*ii, .696741+.383848*ii, .042362-.940315*ii, -.282419+2.19414*ii, 0
.372327-.715474*ii, .197924-1.8321*ii, 1.04338-1.35943*ii, 1.21779-.242805*ii, 1.07386e-91-6.13637e-92*ii, 1.85074+.449484*ii, .555307-1.36412*ii, .817705+.743225*ii, 6.90341e-92
.774824+1.31319*ii, 1.72219+2.7458*ii, -.574059+.154297*ii, -1.52142-1.27831*ii, 3.34444e-198-1.505e-197*ii, -.926242-1.52473*ii, 2.57216+1.49501*ii, .15891+.337021*ii, -1.60533e-196-1.204e-196*ii
-11.737+6.07861*ii, -8.70392+11.4936*ii, .289571+4.28592*ii, -2.74347-1.12905*ii, 6.42132e-195-2.52572e-194*ii, 2.93303-8.29115*ii, -6.13268-1.57236*ii, -.639972-3.47091*ii, -1.00601e-194+2.62204e-195*ii
.29893-.388328*ii, -.0489212+.402979*ii, -.62163+1.47391*ii, -.273779+.682601*ii, -5.72961e-204+7.17638e-204*ii, 1.06621+.603366*ii, .783172-2.71343*ii, -.744881+1.6293*ii, -7.1764e-204-5.1032e-203*ii
-.297277+4.30636*ii, 5.06456+9.65231*ii, 4.24734-.653529*ii, -1.1145-5.99948*ii, 5.91405e-74-7.73801e-75*ii, 6.53118-3.39372*ii, -2.67023-2.37516*ii, 5.71557+2.06535*ii, 1.5476e-73+8.84344e-74*ii
-2.89632-.955928*ii, 1.9355-2.89542*ii, 2.5452-.938389*ii, -2.28662+1.0011*ii, 4.31808e-78-1.54088e-77*ii, -2.11312+1.23118*ii, .146753-2.84447*ii, 2.32737-1.8067*ii, 4.85784e-78+2.15904e-77*ii
-1.39684+1.36205*ii, -1.51664+1.37569*ii, -.983617-.656272*ii, -.863816-.669916*ii, 1.38068e-91+4.29546e-91*ii, 1.39327+.247394*ii, 1.60511+1.06962*ii, .434137-.206006*ii, -1.91761e-91-6.13637e-92*ii
-1.30394-.868834*ii, -1.54365-.652338*ii, -.774682+.531445*ii, -.534972+.314949*ii, -3.76325e-48-2.73691e-48*ii, -.036871+1.42805*ii, .310616-.0356135*ii, .588577-.34561*ii, 8.55285e-50
.83076-.014645*ii, -.539962-.922857*ii, -.181254+.804197*ii, 1.18947+1.71241*ii, 2.67555e-197-6.68887e-198*ii, .196579+.541216*ii, .561016+.343529*ii, -.80942-.892512*ii, 5.22568e-199-3.65798e-199*ii
2.19256+.075489*ii, 1.81764+.657465*ii, -1.18234+.64085*ii, -.807418+.058874*ii, -4.08764e-107+3.40637e-107*ii, .433621-1.24182*ii, -.663865-.601098*ii, -.86311-.083671*ii, 1.09004e-106+2.72509e-107*ii
-.516664-1.19044*ii, .356121-.342994*ii, 1.00852-.163322*ii, .135738-1.01076*ii, -2.05268e-48-5.47382e-48*ii, .409037-.975269*ii, .134451-.565412*ii, .261542-.0759358*ii, -3.42114e-49
.105469-.262378*ii, .60281-.842479*ii, .724359+.160758*ii, .227018+.740858*ii, 2.60885e-31+4.07683e-31*ii, -.299915-.282121*ii, .644161-.387393*ii, -2.29875-.941566*ii, -6.20678e-34-1.56974e-34*ii
.077456-.75397*ii, 1.60332+.165437*ii, 1.78516+.053528*ii, .259298-.865878*ii, -2.4918e-206+2.24262e-205*ii, -.628637-1.01584*ii, -1.81623+.428863*ii, .505357+1.86527*ii, 1.33727e-206+7.29322e-207*ii
-.15342+.846467*ii, .27854-.0239811*ii, .954759-.330058*ii, .522799+.54039*ii, -5.71494e-101-5.71494e-100*ii, 1.02158-.932596*ii, .44435-.854611*ii, -1.12602+.499405*ii, -2.28597e-100+1.10351e-99*ii
4.41021+1.17687*ii, -.991044+.025507*ii, -2.35431-1.34219*ii, 3.04694-.19083*ii, 1.28689e-84+4.69715e-84*ii, -2.43646+3.39353*ii, -6.52389-2.26088*ii, -5.07714-.107591*ii, -2.36788e-83+2.05902e-84*ii
.152167+.34766*ii, .502923+.108999*ii, -.435155-1.09435*ii, -.785911-.855684*ii, 4.50829e-130-5.86078e-130*ii, -1.12073+.056138*ii, -.929116-.921611*ii, -1.07056-1.77707*ii, -2.25415e-131-6.76244e-130*ii
.260301+.0464583*ii, .457687+.146498*ii, .206813+.804455*ii, .009426+.704414*ii, -5.45081e-206*ii, 2.35392+.111837*ii, .135105+1.57248*ii, -1.27776-.015184*ii, -1.2459e-205+2.4918e-206*ii
1.51443+2.01627*ii, -.193006+2.16003*ii, -.589211-.287449*ii, 1.11822-.43121*ii, -2.50697e-32+3.72629e-31*ii, -.227757+.207399*ii, 1.34818+.217414*ii, .856107+.0867*ii, -1.5903e-31-8.98295e-32*ii
-2.00459+.875808*ii, -1.69304-.889786*ii, .400517-.900843*ii, .088967+.864752*ii, -3.29891e-88+3.53455e-89*ii, 1.13157+.368534*ii, -.029143+1.20085*ii, -1.83086+.133901*ii, -5.02691e-88+4.32e-89*ii
2.16254+6.17645*ii, 2.02984-.9373*ii, 2.84514-7.85962*ii, 2.97785-.745867*ii, 2.91833e-73-3.73635e-73*ii, 5.80477+2.83049*ii, 3.20682+2.41405*ii, 1.44706+1.79849*ii, -7.9591e-74-1.23808e-72*ii
1.6383+1.27347*ii, -.391907+.194438*ii, -1.22599+1.13769*ii, .804217+2.21672*ii, 2.5516e-202+2.04128e-202*ii, -.955472-.160247*ii, .304529-2.74676*ii, .17937+1.35542*ii, 2.5516e-202*ii
1.54599-2.7156*ii, -.971958-2.82659*ii, -.420729+.189297*ii, 2.09722+.300284*ii, 2.33363e-61+3.11151e-60*ii, -3.52416-1.24455*ii, 1.99416+1.08402*ii, 1.76758-1.80388*ii, 1.54117e-60+5.25067e-61*ii
-.407233+.0535579*ii, 1.80078+.752526*ii, .507741+.346088*ii, -1.70027-.35288*ii, -1.16682e-61-3.88938e-62*ii, -.32031-.398521*ii, -1.22146-.128762*ii, .540877+.408083*ii, 1.26405e-61-1.94469e-62*ii
-.787108+.061469*ii, -.660328+.97027*ii, -.752651+.878545*ii, -.879431-.030255*ii, 8.3664e-32+2.84556e-32*ii, .402647+.238042*ii, .102254-.234303*ii, .396223+1.08982*ii, 4.62223e-33+7.70372e-34*ii
.11505-.863212*ii, -.204936+.443316*ii, -.837638+1.03957*ii, -.517652-.266962*ii, -2.67888e-102+5.86004e-103*ii, 1.08989+1.14014*ii, -.624345-.812115*ii, 1.84763-.109345*ii, 2.47492e-103+6.69719e-103*ii
-.638262+.521536*ii, -.003185+4.53349*ii, 1.45873+2.74417*ii, .823651-1.26779*ii, -1.53631e-60+1.08903e-60*ii, .766803-.161342*ii, .18594-1.13478*ii, -.150944+.210531*ii, -2.18778e-62+3.6463e-62*ii
1.33956-2.00907*ii, .907079-1.83262*ii, .0328234-.213134*ii, .465306-.389581*ii, 5.52273e-91-1.31932e-90*ii, 2.83963-1.0149*ii, 3.84768-5.05587*ii, -3.73322+3.02075*ii, -1.59546e-90-1.04318e-90*ii
.906623-2.21246*ii, -.926857-1.54682*ii, -2.7957+.448871*ii, -.962218-.216767*ii, 5.1032e-202+1.2758e-202*ii, 1.30333+.229214*ii, -.503145+.48469*ii, -4.00355+1.45365*ii, -6.06005e-203+3.8274e-203*ii
-.450544-2.65789*ii, 2.25306-.63256*ii, 1.39163-1.73374*ii, -1.31197-3.75906*ii, 7.02201e-200+3.91926e-200*ii, -3.32501+2.81994*ii, -1.5293+1.26786*ii, 2.61111-.306521*ii, -3.00477e-199-1.04514e-199*ii
-.620661-.951478*ii, -.348579-.43616*ii, -.271496+.539795*ii, -.543578+.024476*ii, -5.89091e-90+3.92727e-90*ii, .414223+.463192*ii, .408854-.785141*ii, -.263133+.268851*ii, 1.96364e-90
-2.93491+1.91825*ii, .660365+1.72743*ii, 1.9843+1.25944*ii, -1.61097+1.45026*ii, -4.01332e-196-2.67555e-196*ii, 1.94059-.110738*ii, -1.38278+.714357*ii, 1.26165+2.42369*ii, -1.33777e-196+2.00666e-196*ii
-.845282+.050534*ii, -.714255-1.24131*ii, .211731-1.16114*ii, .0807038+.130703*ii, -4.35611e-60-3.42266e-60*ii, .52601-.299582*ii, -.340236-.590308*ii, 1.60767+.597055*ii, 1.26405e-61-8.26494e-62*ii
1.27929+.56873*ii, 1.22349+1.36548*ii, .472934+.445838*ii, .528733-.350915*ii, 5.66533e-75-3.869e-75*ii, 1.00556+.23888*ii, -.802273+1.9366*ii, -1.00726+.413663*ii, -2.90175e-75+5.25079e-75*ii
2.21771+1.55632*ii, 2.66577+.70331*ii, 2.07076-2.07247*ii, 1.62269-1.21946*ii, -2.92638e-198-1.83944e-197*ii, 2.9439+6.70041*ii, -4.56458-3.91887*ii, -2.45996-4.63695*ii, 2.17388e-197-5.37651e-198*ii
.640697-1.23824*ii, .100282+.707347*ii, -.18398+.23815*ii, .356436-1.70744*ii, -5.39761e-78-5.39761e-78*ii, .795056-3.77585*ii, .399934-.495086*ii, 2.51035+.144795*ii, 9.71569e-78+8.63617e-78*ii
.81071+2.05919*ii, .64936+.825942*ii, .099407-1.54101*ii, .260757-.307763*ii, -6.90893e-77+3.45447e-77*ii, 1.65925-.028523*ii, .428466-.603874*ii, .900417-.379132*ii, -4.89923e-78+6.47713e-78*ii
-.018226-.56186*ii, .747821+.15849*ii, -.048047+.881219*ii, -.814093+.160869*ii, -6.5321e-200-1.04514e-199*ii, -.918894-.951247*ii, -1.65292+.050190*ii, -.0321794+.0447757*ii, -9.7982e-201-1.5677e-199*ii
-1.2214-.71872*ii, .229182-2.98257*ii, -.878308-1.29076*ii, -2.32889+.973091*ii, 2.87412e-199-3.26605e-199*ii, 1.80069-3.08277*ii, -1.26398-.200094*ii, -1.17012-.63313*ii, 6.5321e-200-8.1651e-201*ii
-.238895-.182016*ii, .156791-1.44933*ii, .003222-1.67746*ii, -.392464-.410142*ii, -7.77877e-61-2.17806e-60*ii, -2.45485+2.31567*ii, .397617-1.84368*ii, .167481+1.95374*ii, -5.30455e-60-1.8669e-60*ii
.192747+.595647*ii, -.215825-.749588*ii, .293977-1.74704*ii, .702549-.401802*ii, 6.05361e-134-2.20131e-134*ii, -.50471-.472919*ii, -.257027+.374895*ii, -.414656+.540982*ii, -2.57966e-136-6.87911e-136*ii
2.35183-.925584*ii, -1.97406+2.16828*ii, -1.95928-1.20796*ii, 2.3666-4.30182*ii, -1.76727e-89-4.41818e-90*ii, -1.94269+.607925*ii, 1.34901-.94029*ii, 1.76072-.528442*ii, 1.96364e-89-1.96364e-90*ii
-.230316-.0039779*ii, 1.51493-1.27293*ii, -.739313+.609025*ii, -2.48455+1.87798*ii, 2.4872e-75+7.29584e-74*ii, .836204-1.07841*ii, 1.88229+.171326*ii, -.800228+.645116*ii, -1.10543e-74+1.90134e-73*ii
.474581+.356165*ii, -1.04207+.096063*ii, -1.31874-.686004*ii, .19791-.425902*ii, 1.49352e-59-6.84532e-60*ii, -.963307+.490076*ii, .077538-1.08283*ii, -1.2332-1.64664*ii, 2.48921e-60-2.48921e-60*ii
-.531301+2.96977*ii, -1.77802+.516294*ii, -3.01494+2.88279*ii, -1.76823+5.33627*ii, -2.49031e-71-5.6598e-71*ii, -2.03118+1.22828*ii, 2.11879+2.64366*ii, -3.59321-.514931*ii, 8.6029e-71+1.08668e-70*ii
-.11263+.885895*ii, 1.0222+1.21996*ii, .253786+.498902*ii, -.881043+.164832*ii, 5.10482e-62+1.55575e-61*ii, .313488-.799381*ii, .93229-.752094*ii, .70581+.024841*ii, -7.77877e-62+1.75022e-61*ii
.815214+.627391*ii, .317652-.210427*ii, -.971859-.636121*ii, -.474297+.201697*ii, 3.74577e-196-1.3244e-195*ii, -2.51121+.537227*ii, -.166677-2.02508*ii, -.069856-.4809*ii, 4.28088e-195-3.4247e-195*ii
-.226171-.620811*ii, -.241529-.535435*ii, -.573363+.874508*ii, -.558006+.789132*ii, 1.55644e-72+4.10335e-72*ii, -.32382-.827386*ii, .523648-2.11543*ii, -1.20511-2.42473*ii, 8.4897e-73-5.5183e-72*ii
1.03241-.078752*ii, .910161+.037099*ii, .43916+1.45979*ii, .561412+1.34394*ii, -2.67555e-197+4.01332e-197*ii, -.264778+1.59239*ii, -2.61803-1.42647*ii, -3.05351-1.485*ii, 6.68887e-198+2.67555e-197*ii
.883733-.842177*ii, -.27353-1.49969*ii, -3.72474+1.25279*ii, -2.56748+1.9103*ii, -3.8274e-203+1.2758e-203*ii, 1.47993+2.31964*ii, 1.58658-.389733*ii, -.789261-.967011*ii, -5.1032e-203+2.87055e-203*ii
4.60416+2.8191*ii, -4.76397+1.6891*ii, -5.46387+.190574*ii, 3.90426+1.32057*ii, -6.3357e-194+5.47952e-194*ii, 1.27223+1.12926*ii, 2.26475-3.56035*ii, -3.02929-2.42531*ii, -4.79458e-194+2.73976e-194*ii

component_2:
equations:
G*M*m+Ugi*r
Eki-Ekf+Ugi-Ugf
-1.1*m*ve^2*r+2.2*G*M*m
points:
-.175075+2.81876*ii, -.903438+1.64302*ii, -1.12176e-27-4.78839e-28*ii, .728363+1.17574*ii, -2.59324-.448054*ii, 1.86633-1.90638*ii, -3.9443e-29-7.54151e-28*ii, .502909-2.46399*ii, 1.68051-.861378*ii
.0807871+.493875*ii, .287875+.661543*ii, -4.55787e-64+1.24711e-63*ii, -.207087-.167668*ii, .324341+.620133*ii, 1.00509+1.2228*ii, -1.2758e-203+4.14635e-203*ii, -.25876-.846914*ii, .537388-.455635*ii
-.778781+.224996*ii, -.961395+1.02079*ii, 2.49136e-31-1.22216e-32*ii, .182613-.795797*ii, -.910927-.802032*ii, -.0360251-.480372*ii, -1.01518e-115+4.82209e-115*ii, -.537223+1.10857*ii, .551913-.254661*ii
.541742-.906397*ii, -.010261-1.0304*ii, -1.16996e-31-3.45756e-31*ii, .552003+.124006*ii, .963815-.556646*ii, -.46541+.230141*ii, -1.2459e-206+4.04917e-206*ii, -.249018-1.51478*ii, -.22677+.609921*ii
.733499+3.36603*ii, .680265+1.36434*ii, 2.55825e-113-4.87285e-114*ii, .053234+2.00169*ii, -.495494+2.3126*ii, 7.46224-1.45659*ii, -4.87285e-113-7.14684e-113*ii, .136083-.293242*ii, 5.37525-.369545*ii
-1.78778-7.54448*ii, -12.288+2.07371*ii, -2.8299e-73+7.92372e-72*ii, 10.5003-9.61819*ii, 4.31959+10.6612*ii, 10.4227-19.1445*ii, -4.16444e-192+5.64391e-192*ii, -3.55572-6.16649*ii, 4.68142+9.17438*ii
-.998534+1.93208*ii, -1.38387+1.76879*ii, 2.14139e-207+3.7166e-207*ii, .385332+.163294*ii, .093102-1.59844*ii, .917415-1.02227*ii, -7.00818e-207-3.11475e-207*ii, .108403+.500714*ii, -.537799+.706539*ii
.734262+.952664*ii, 1.32092+.148584*ii, -4.21688e-79-3.77832e-78*ii, -.586658+.80408*ii, -.822342+.474964*ii, 1.22365-2.48439*ii, -1.2758e-203-6.87736e-204*ii, -.791941-.182183*ii, .975706+1.73545*ii
