variable ordering: ad, T, omega, theta, sintheta, d, g, L, j, Pii, Tj
.729269-.369981*ii, .420669-.27697*ii, -.175338-.485452*ii, .63503-.783869*ii, 2.75549-.625762*ii, -2.99307-.680985*ii, .280677-.0705296*ii, -.547387+2.14136*ii, .754218+1.37581*ii, -.104107-.0778256*ii, -1.03968+.435526*ii
.486927+.301163*ii, 1.13939+.197703*ii, .17964+.420012*ii, .077195-1.51007*ii, 1.15889+1.71072*ii, -.568091-2.68413*ii, .252835-.113355*ii, -1.67351+.8028*ii, -.481531+.33556*ii, .0608213+.257036*ii, -.52729+.604943*ii
1.09284-1.09556*ii, -1.35214-1.37031*ii, .678051+.71153*ii, .481511+4.80992*ii, .828236-1.44163*ii, -1.18725-1.07534*ii, .898798+.241686*ii, 2.91481+1.33019*ii, .320539-.363035*ii, .029100-.945615*ii, -1.13888-1.26241*ii
1.85943-2.13606*ii, 2.535-.485365*ii, .60987+.728774*ii, 3.25+.668205*ii, -.828014-.217985*ii, -2.69127-1.6099*ii, -1.46497+2.96541*ii, 1.04372+1.41846*ii, -2.30315-1.24129*ii, .949872+.775717*ii, -3.77676-2.76837*ii
-.0893792-.20458*ii, 1.25811+1.16986*ii, -.660541+.364269*ii, 1.82536-1.91637*ii, .0056082+.30617*ii, .220257-.324698*ii, -.673313+.279593*ii, -.495996-.0625276*ii, .17887-.99547*ii, -.628591-.157225*ii, -.684488+.842345*ii
.510152-.199887*ii, -.998324+2.32498*ii, -.255596-.517626*ii, 1.92898-.402699*ii, .0590022+.179289*ii, -1.40683-.850762*ii, -.161045-2.89842*ii, -.643455+.316996*ii, 2.3726+.223143*ii, .729319-.038749*ii, -1.0124+1.40331*ii
1.1358-1.01367*ii, -.444035-.501349*ii, -.194229-.606055*ii, 1.57977+.800519*ii, 2.25696-2.61361*ii, -3.7366+.406493*ii, .437137+.0570858*ii, .997001+2.37471*ii, 1.28103+1.33485*ii, -.1088+.183243*ii, -1.82494-.549979*ii
-.980374+.027454*ii, 1.77183+1.00561*ii, -1.08127-.39522*ii, 1.23452-4.59049*ii, 1.81678+1.3207*ii, -.551994+.492849*ii, -.345865+.266536*ii, -1.81701+.315302*ii, .501694+.34942*ii, -.759197-.893801*ii, -.430463+2.9154*ii
.795448-1.81861*ii, -1.08893-.070797*ii, 1.00433+.586356*ii, 4.85831+4.1977*ii, -1.28422-1.21984*ii, -.881835-1.17317*ii, .38151+1.05374*ii, 3.02489-1.04255*ii, -1.18581-1.19147*ii, -.526068-.354803*ii, -2.96796-2.04569*ii
.92051+.087463*ii, -.176671+1.96441*ii, .370654+.432287*ii, 2.73969+1.26526*ii, -.322561+.497338*ii, -.166682-2.84674*ii, -.721197-1.38312*ii, -.420433-.551515*ii, .163082-1.18278*ii, -.457337+.325873*ii, -.480576-.754024*ii
.737779-1.14922*ii, .532059+1.58207*ii, .682725+.335591*ii, 5.18955+.361627*ii, -1.70319+.683458*ii, -.793618-2.22227*ii, -.606307+.431446*ii, .150071-1.38297*ii, -1.41908-1.13439*ii, -.083839+.629336*ii, -2.92368-1.18367*ii
-.113493-.34767*ii, .228598-2.29141*ii, -.358194+.865425*ii, -2.49463-2.10696*ii, -.0741819-.0971462*ii, .371611+.188959*ii, 2.82416+.988296*ii, .29933+1.63437*ii, .341357+1.46437*ii, .950579+.509302*ii, -1.71569+1.70215*ii
-.424818+.2367*ii, -2.67451+.741287*ii, .364053-.477782*ii, 2.40132-.843761*ii, -.121366-.0169345*ii, -.320085-1.30927*ii, 3.16653-2.39214*ii, -.659164-1.28554*ii, 1.25218+2.27619*ii, -.309744+.773849*ii, -1.78078+1.91236*ii
-.255416+.532334*ii, -2.70931+.575364*ii, .114881+.52753*ii, -.173667+2.09905*ii, -.167526+.034165*ii, 1.55632-1.29654*ii, 2.08592-2.75222*ii, .846381-.661046*ii, 2.04561+.116499*ii, -.307384-.681571*ii, .401491+1.6608*ii
-.451157-.257223*ii, .961502+1.15229*ii, -.345544+.529806*ii, 2.40783-2.29283*ii, -1.06207+1.12132*ii, 1.04294-.772752*ii, .0799591+.326609*ii, -.623878-1.12068*ii, -.438725-.856825*ii, -.471366+.0556212*ii, -1.33632+1.18302*ii
.896637+.122199*ii, .547881-.517769*ii, .286287+.506277*ii, -.759603+.20843*ii, 1.61806+.747023*ii, -1.05662-2.45758*ii, .485522-.148633*ii, -.669537+1.63351*ii, -.0377156+.4424*ii, .209493+.0645744*ii, -.362376+.0211576*ii
.594532-.647193*ii, .16738-.206162*ii, -.657854+.918253*ii, .073756+.614433*ii, -.758845-1.79838*ii, .330392+.604335*ii, .18707+.409529*ii, 1.6493+1.11123*ii, 1.04698-1.09531*ii, .0395984+.144661*ii, -.932048-.209352*ii
-3.96965-3.113*ii, -4.72686+5.77719*ii, -.865946-1.07396*ii, -.042877+.554076*ii, -6.73894-.21763*ii, -1.15622+2.38509*ii, .60335+.442456*ii, -5.11519-2.82419*ii, .0454321-.0653384*ii, 5.14884+.036863*ii, -1.95177-1.19828*ii
1.39711-1.77535*ii, -.081276+1.89202*ii, -1.05418-2.02815*ii, .978972+.938278*ii, .97259+1.19282*ii, -.431757-.0236053*ii, -.320364-1.43248*ii, -.299677+.0071454*ii, -1.10982+1.21678*ii, 1.96149-.914844*ii, 1.20771+2.98671*ii
6.81369+4.04001*ii, 1.17574-1.88915*ii, 2.42795-2.00454*ii, -.373393-.838552*ii, .293961+1.596*ii, -.270042+.752065*ii, 3.20881-3.67821*ii, -1.91264-3.1094*ii, .11239+.097731*ii, -.466114-3.47179*ii, -.047010-.901181*ii
.133878+.265684*ii, -1.99769-.656373*ii, -.500573+.428236*ii, -1.04157+.875503*ii, .0930786-.0317053*ii, -.557087+.399572*ii, .417587+2.99664*ii, -.912672-3.05083*ii, -.708998+.131169*ii, .640535-.26346*ii, .619524+.816182*ii
1.22441+.722281*ii, 1.16765-.23301*ii, .924473+.068752*ii, -.657204-.164305*ii, .497805-.267577*ii, 1.53342+.620473*ii, 1.3032+2.15142*ii, 1.75484-2.51735*ii, -.955977-.121114*ii, .547741-.067567*ii, -.643822+.982708*ii
.149923-.0602014*ii, .249848+.992961*ii, -.102748+.92595*ii, -1.61136+1.37346*ii, -.074737-.0247079*ii, -.153326+.105542*ii, -1.5683+1.32399*ii, -.084537+1.01997*ii, .216838-1.25964*ii, -.472552+.0646609*ii, .302512+.806122*ii
-6.35583+12.0603*ii, 9.14485+16.6743*ii, -.250074-.768654*ii, -7.59616+10.2948*ii, 1.58301-.757972*ii, 18.7268-9.20133*ii, -6.23375+4.63377*ii, 19.4184+3.67662*ii, .178105-.0110857*ii, 5.26492-5.59951*ii, 1.96286+3.91078*ii
-1.49369-.305752*ii, -2.27914+2.14706*ii, 1.45263-.184182*ii, -2.02022+1.53831*ii, -.577698-.218728*ii, -.639033-.311962*ii, 2.43667-.393314*ii, -.53236+2.36618*ii, .642958-.482972*ii, -1.45765+1.76933*ii, 3.11609-1.90994*ii
.0262206+.256869*ii, -.497655+1.15142*ii, .26488+.0589816*ii, .749327+1.95637*ii, .329487+.0966938*ii, 1.80247+3.00751*ii, .283917+.696283*ii, -1.9972+.314321*ii, 1.46958-1.47779*ii, -.0998658+.137818*ii, -.784236+.859202*ii
46.8846-78.6303*ii, -3.17611+6.88427*ii, -.69389+.810402*ii, -9.59419+59.637*ii, -.608132+.375739*ii, 61.9144+51.3367*ii, -113.613+59.1017*ii, -53.0471+72.2556*ii, -29.7126-11.4659*ii, -1.68758-3.67542*ii, -61.8508-206.461*ii
.618064+.840072*ii, .024659-1.57472*ii, -1.07692+1.65691*ii, -1.64348+1.75234*ii, -.303439-.0914072*ii, -.260853+.0572903*ii, -2.632-1.97564*ii, .111805-.176682*ii, -3.53878+1.79599*ii, 1.29131+.86835*ii, -2.01244-2.37527*ii
.172452+.754134*ii, .205858+1.47624*ii, .596016-.155649*ii, .547223+.138449*ii, .257693+.463467*ii, -.5753+1.95582*ii, 1.40094+.406849*ii, .207859+.0329978*ii, -1.08099+.489362*ii, .176235+.42391*ii, .319401+.263133*ii
.239083-.0272761*ii, -.667665+1.17457*ii, .889738+.66046*ii, -.374698+.377045*ii, .0594198-.0997891*ii, .0351019-.192812*ii, 1.255+1.64859*ii, -.655867+1.57885*ii, .437812-.194455*ii, -.684901+.302045*ii, .620213-.199449*ii
-.155216+1.90388*ii, -2.16493+3.90381*ii, 1.16042+.610523*ii, -1.46664+2.66649*ii, -.350255-.556234*ii, .861466+.701616*ii, -2.32515-1.74317*ii, 1.21229-3.59935*ii, .410261+.279778*ii, -2.44779+1.60416*ii, -2.65623-1.99659*ii
1.29446-2.20572*ii, -.563693-.097091*ii, .890607-.664103*ii, -1.1493-2.03606*ii, .309142-.603924*ii, 2.01211+.495306*ii, 3.76338+.216984*ii, .150139-.938164*ii, -1.32014+.971394*ii, -.283254+.14394*ii, -.138759-.50415*ii
.450365+2.48641*ii, -.22709-.206779*ii, 1.17806+.908142*ii, .988221-3.16654*ii, .870448-.245576*ii, 1.13857+.089162*ii, -.26722+2.78108*ii, .498427-1.2238*ii, 2.15124+1.14337*ii, -.0398712-.224914*ii, -.686355-.338823*ii
.0078817+.155619*ii, .0673458+.210373*ii, -.250015+.358124*ii, -1.60802-.074051*ii, .696022+.337598*ii, -.780042-.242374*ii, .0969599+.176555*ii, .507897+2.74318*ii, 2.77531+1.89132*ii, -.0460885-.0142391*ii, -.592247-1.05042*ii
1.49359+.043052*ii, 1.85268-.927396*ii, .981361-.285722*ii, -1.55331-.327341*ii, .670791-.241892*ii, 1.18411+.802209*ii, 1.9499+.76733*ii, 2.04393+.716195*ii, -.663991-.857991*ii, .776584-.71973*ii, 2.31095+.339393*ii
-1.3087+3.59856*ii, .0031122-.432023*ii, -4.71347+1.49018*ii, -2.89893-.403543*ii, -.528602+.271317*ii, -.12847+.0897088*ii, 4.72514-4.38241*ii, -3.39827-.392797*ii, 1.23877-5.29969*ii, .314561+1.02048*ii, -2.99962+7.91999*ii
.710906+.234054*ii, 1.24483-.263964*ii, -1.97074-.616197*ii, -1.91232-1.11329*ii, -.581218+.137065*ii, .168315-.0498665*ii, -1.06873-.654728*ii, -2.16148-1.61726*ii, .0746923-.394839*ii, -1.30794-.123427*ii, -.498336+1.46728*ii
-1.91039+7.29528*ii, 10.8947-2.73495*ii, -.790264+.139465*ii, 2.62006-.268701*ii, .634829+.562522*ii, -6.66516+9.62885*ii, 4.01838+7.93103*ii, -.535828+.044061*ii, 1.01206-6.79812*ii, -4.11414+1.84038*ii, 9.88473-11.5933*ii
.57338-1.82356*ii, -2.17738-.275101*ii, -1.24791-.297526*ii, -.283467-5.19383*ii, -1.77491+2.61986*ii, -.18901-1.14601*ii, -.578708+.173205*ii, -1.30838+1.44719*ii, .513468+.006103*ii, 1.31766+.495563*ii, 2.58558+.257214*ii
.257798+1.79114*ii, -1.96327+2.48334*ii, .641543+.379921*ii, 2.27693+1.3584*ii, 2.22996+.559899*ii, 3.04818+1.1422*ii, .298462+.728276*ii, -.168214-2.47601*ii, .0953961+.113403*ii, -1.1015+.423643*ii, -.383175+.488841*ii
-.276116+.190855*ii, -.334096-.323221*ii, .081228-.852467*ii, -.143254-3.38357*ii, -1.34342-.239919*ii, .320611-.326698*ii, .174592-.173246*ii, 2.80953+1.07012*ii, 2.5803+1.35556*ii, -.151336+.129276*ii, -3.81131-1.3891*ii
-2.10263-2.51203*ii, -1.12433-2.07475*ii, 2.34507-7.23801*ii, -6.48443+3.84971*ii, -.827994-7.46807*ii, .0548689+.0138492*ii, .363121-.241289*ii, 4.22506-3.82824*ii, .059518+.027753*ii, -8.82686+1.63624*ii, 4.19645+.755809*ii
4.50448+2.90716*ii, .166552-.268442*ii, .284111+.515562*ii, 7.66712-12.6679*ii, 14.979-11.2567*ii, .14952-15.4705*ii, .0989721+.268461*ii, 12.0094-2.56532*ii, 5.65202+17.1922*ii, .092859+.0048001*ii, 18.3116+12.2819*ii
1.82065-.99792*ii, 2.52896-1.24569*ii, .44628+.366153*ii, 4.66204+5.44266*ii, -.906938+2.07065*ii, -1.86963-5.94333*ii, -.727488-.560628*ii, .476035-1.28558*ii, 4.70429+.505081*ii, .792369+.185031*ii, -5.31169-7.76394*ii
14.4611-4.8094*ii, 16.2808-4.21984*ii, .334931+2.85556*ii, 8.03034+.12156*ii, 4.5672+2.85239*ii, -1.83652+.161208*ii, 1.80471-2.18014*ii, -14.4033+10.3089*ii, .0132837+.0641827*ii, 8.75147+22.5387*ii, 3.4159+7.15551*ii
.127558+.780729*ii, 2.02019+4.64837*ii, .572235+.247472*ii, 3.5183+.980575*ii, -.210254+.147174*ii, 1.68832+1.13652*ii, 1.33729-2.77719*ii, .132863+2.86456*ii, -.148665-.801844*ii, .002840+1.57995*ii, 1.04222+2.25655*ii
1.91385+1.31358*ii, 6.53868+9.48321*ii, -.519636+.115068*ii, 6.0453-7.66039*ii, -.0030931+.477519*ii, 4.16704+7.05622*ii, 2.72477-4.02555*ii, -2.78098-9.52034*ii, .703927-.023157*ii, -2.24447-2.08771*ii, 5.93319+1.6851*ii
-12.663+16.8855*ii, -.102537-.146471*ii, .210317+1.19092*ii, -1.7711+26.0474*ii, -5.37921-8.94481*ii, 12.089-7.8814*ii, -.761117-1.8734*ii, 2.88333+.694414*ii, 20.7246-17.2779*ii, .0764354-.0764597*ii, -6.55129+2.64701*ii
-18.533+11.4529*ii, .0935617-.0921434*ii, -7.70248+8.78047*ii, -5.55792-12.3734*ii, -3.54333+2.75345*ii, -.0655416-.145624*ii, 4.82718+.518866*ii, 4.52931-3.28231*ii, 2.88142-6.34492*ii, .044203+.765624*ii, 11.4729+.01749*ii
4.00957+5.48602*ii, -1.8495+.587033*ii, -.565401+1.49449*ii, 2.76849+6.00985*ii, 1.22349-1.48748*ii, -2.5994-.571155*ii, -.87739+3.41721*ii, 1.502+2.05608*ii, -.383696-1.33255*ii, .084198-1.54799*ii, 2.86953-2.26008*ii
-.320812+1.24169*ii, -.135711+1.79689*ii, -1.8124+.346147*ii, -.021502+1.9553*ii, .480806+.917429*ii, -.222004+.304312*ii, .918036+.83081*ii, -.257712-.159731*ii, -.218936-.411473*ii, -.188013-1.65183*ii, .48975+.59018*ii
-.944919+6.50947*ii, -3.24738+2.17092*ii, -4.6402-1.74546*ii, .87458+2.13514*ii, -.996175-2.3378*ii, .145638+.224527*ii, -2.21079-1.34625*ii, 5.52276+2.18553*ii, .0925615-.0012894*ii, 9.42888-2.20267*ii, .876114+2.57041*ii
-1.66343-8.50355*ii, -.467803-.279359*ii, -2.73955-4.26956*ii, 1.13906-2.50108*ii, 1.89962-.241746*ii, -.273442+.196458*ii, -.301115-4.51478*ii, 2.08631+2.95663*ii, -1.43885-.497693*ii, .044416+1.38132*ii, -3.76208-.101296*ii
.855384-1.10631*ii, 1.62089+1.23635*ii, -.786119+.011639*ii, -2.74509+.861048*ii, -.600683-.061936*ii, 1.43623-1.74805*ii, -1.22113+1.96766*ii, -.250718-1.47877*ii, 1.23073+.970008*ii, -.644301-.476527*ii, 1.63543-1.18789*ii
-3.06433-8.27381*ii, -3.80294+7.57361*ii, -.641083+.888666*ii, -1.13132+10.3619*ii, 11.4676+3.59863*ii, 7.34397-.248261*ii, -.449376-.580478*ii, 9.13538+3.56948*ii, .180314-.0698123*ii, -2.14621-4.11743*ii, 2.86158-5.90682*ii
-.152996-.125741*ii, 1.27909+2.67031*ii, -.248744+.184762*ii, 1.536-.038365*ii, .0671482+.0534065*ii, .793461-1.90393*ii, -2.3079-.036992*ii, -.935593-.163352*ii, 1.3938+.234747*ii, -.405769-.213948*ii, .619579+.555021*ii
.519031-.830898*ii, -.082191+.203002*ii, -.370913-1.57644*ii, -1.90685-2.00099*ii, 1.79171-1.59231*ii, -.318394+.19533*ii, .392122-.115264*ii, -.853519+.72787*ii, -3.393+.72822*ii, .175253+.0271366*ii, .539782+1.96642*ii
1.60172-.345481*ii, -.94391+.081569*ii, .855911-.340494*ii, 2.95459+.816082*ii, 1.56325-.654459*ii, 1.65151+1.00078*ii, .950534+.176943*ii, -.877545+.429394*ii, -.0929026+.115265*ii, -.390064+.195606*ii, -.129149+.0137406*ii
.188188+.0931521*ii, -.950735+.622004*ii, -.410523+.127009*ii, -.617385-.153313*ii, -.144948-.29927*ii, .556185+.991818*ii, -.498815+.387229*ii, 1.35921+.400505*ii, .611941+.408448*ii, .155649-.188049*ii, -.097657+.529147*ii
.34703-8.3161*ii, -.529345-.227539*ii, -.312187-.729464*ii, 3.89669-.378513*ii, -1.43249+5.47381*ii, -9.93638+8.72065*ii, -1.4374+.312767*ii, 4.8921-3.07918*ii, -6.90452+2.44848*ii, -.0003635+.228587*ii, 5.78477-3.25823*ii
-1.17365-1.3855*ii, -1.60712+.985333*ii, -.20969+1.29306*ii, 1.88057+3.32898*ii, .031371-2.35263*ii, .904063+.549892*ii, .582158-.506627*ii, -1.73129+1.48043*ii, -.0132828-.361098*ii, -.468548-1.14236*ii, -.627445-1.39879*ii
-.503898+.907254*ii, 5.1733+3.95297*ii, 1.02189-.134343*ii, -2.27995+6.72365*ii, -.197493-.11317*ii, -.678956+.702416*ii, -.060952-4.55893*ii, -1.49025+.124002*ii, 1.25917+.396854*ii, 2.90881+1.67226*ii, 5.07379+.034754*ii
-1.29608+1.34358*ii, -.363642+.115494*ii, -1.79837-.70721*ii, 1.42068-1.33878*ii, -1.69367-.140411*ii, -.0090254+.499834*ii, .694707-.85089*ii, 2.27558-1.62251*ii, 1.28051+1.87876*ii, .36782+.0247352*ii, -1.03576-2.46524*ii
.221224+2.03279*ii, .597697-.425252*ii, .643762+.875296*ii, -.846814+.006279*ii, -.656036+1.4758*ii, 1.58786-.691854*ii, 1.0945-.636436*ii, -1.37742-.701847*ii, -.519754-.959668*ii, .378498+.1247*ii, .912155+.303153*ii
-.325641+.739602*ii, .093844+.370193*ii, 1.78943+1.55254*ii, .721938+.271848*ii, -.852384-.316219*ii, .122277+.0760296*ii, .052865-.887298*ii, -1.28262+1.13387*ii, .607589-.583265*ii, -.203406+.404064*ii, -1.05277-.100391*ii
1.2493-1.56043*ii, -.171759-.668737*ii, -5.2911-1.58897*ii, -3.09259-4.65784*ii, -3.15688+6.30509*ii, .0059931-.0652193*ii, -.277202-.0593496*ii, .775557+.762828*ii, .389541-.0149744*ii, -.076903+1.90564*ii, 2.7954+.819028*ii
1.72136-.16879*ii, .139018+.0775629*ii, -.737046+.285391*ii, -1.03792+.256684*ii, -1.44716+.494145*ii, 2.21898+1.65599*ii, -1.10094-.25929*ii, 1.25542-1.19405*ii, -1.50778-2.15536*ii, -.062299-.00874656*ii, .232654-.337142*ii
-1.52651+.659813*ii, .276729+.257748*ii, -.448162-1.76794*ii, -1.06423+.572123*ii, -.560361-.385528*ii, .497977+.0442093*ii, 1.29912-2.07127*ii, -.306563+1.81428*ii, -.751704+.916029*ii, .165831-.302376*ii, -.593716+.387607*ii
-.513792+.923884*ii, -1.92056-3.86777*ii, 2.52559-1.03192*ii, 3.30309-.51646*ii, -.0130704+.131262*ii, -.136194+.0402705*ii, 7.35532+3.18185*ii, 3.67761-1.30602*ii, .219356-.0683621*ii, -4.42089-3.89327*ii, 1.88714+.085270*ii
2.38724+2.01345*ii, 2.79582-3.37516*ii, -.232042-.664638*ii, -1.42411-.622957*ii, 2.03206-3.20342*ii, -1.24168-6.178*ii, -.111104+.815697*ii, -.35361-3.45392*ii, .0193788+.276215*ii, -1.446-.537516*ii, 1.73006+.29191*ii
1.4066-1.09536*ii, .383189+.527511*ii, -1.08722-.356878*ii, .002786+1.04896*ii, 1.06436-1.90792*ii, .369492-1.31043*ii, .751515+.318004*ii, -.542506+1.78203*ii, 1.20229-.417465*ii, -.114177-.355136*ii, .125716-1.42915*ii
-2.0814+1.67079*ii, -5.37102+2.15953*ii, .329596+.82185*ii, 3.25831-1.30111*ii, .0088143-.351365*ii, 3.39138+.293777*ii, -4.90065-5.80082*ii, -.415269-.926872*ii, .900749-.759441*ii, -1.77254-1.8512*ii, 2.14181+.539478*ii
-1.12886-1.19787*ii, -1.42743+1.09128*ii, .77908-.808308*ii, 1.28717-1.31066*ii, -.064976-.532509*ii, .982773-.860089*ii, 2.47136-1.81833*ii, -.125981-.264258*ii, 3.59893-1.18204*ii, -.114995+1.002*ii, -1.83971-1.47875*ii
-.386285+.514304*ii, -1.17247+.434484*ii, -.310956+.572796*ii, -.293638-1.53748*ii, -.282339-.259334*ii, -.519951-1.42213*ii, -.16543-1.66963*ii, .0028586-.0603839*ii, -.509073+1.11965*ii, .0578586-.403346*ii, .152357+.113968*ii
-.922171+.32198*ii, -.388248-.912956*ii, 1.20462+1.87512*ii, .981873-4.79728*ii, -.200561-.7186*ii, .136135+.141901*ii, -.083404-1.30657*ii, -.174315-.619436*ii, -.694726+1.11919*ii, .622107-.913886*ii, -1.01972-1.76917*ii
1.68866+.27922*ii, -.0036559+.193163*ii, 1.18898-1.66713*ii, -.411295+.588867*ii, -1.99979-.394393*ii, -.19413+.359086*ii, -.839309+.025902*ii, -1.20705+.344923*ii, .589085+1.68214*ii, .15884+.117881*ii, -.152527+.848545*ii
-2.05834-.485804*ii, -1.05185-5.18113*ii, -.133514-.602697*ii, -.407399+1.85497*ii, -.637243-.640376*ii, 4.35773+3.43677*ii, 1.98829-1.23571*ii, -2.2143-1.87752*ii, -.580021-.452063*ii, -1.49111+.662849*ii, 2.04873-1.71644*ii
1.36001+.980566*ii, -.264742-2.2342*ii, 1.39112+.639526*ii, .036397+1.72707*ii, -.13224-2.07727*ii, .695208-.168016*ii, -.511651+.622136*ii, .885043-1.2287*ii, .228631+.378891*ii, .530269-1.63868*ii, -.541336-2.01878*ii
