variable ordering: S, ap, sintheta, dA, dtheta, r, P, qc, x0, w
-.706518-.308828*ii, 1.5022+.847899*ii, -.498818-.853152*ii, .732851+.40354*ii, .0509245-.0447119*ii, -.128268+1.40452*ii, -.506375-.751736*ii, .223228-.691322*ii, .468845-.221873*ii, -1.05848-.338287*ii
-1.91802-.687766*ii, -2.16246-1.43175*ii, -.395363+1.19674*ii, -.439923-.0654415*ii, -.816487-1.79163*ii, -.0215816+.167553*ii, -1.2488+.436995*ii, -.0418786-.0607359*ii, -1.8582-.357528*ii, 1.99164+.245474*ii
1.74081+.166787*ii, -.0934809-.0017033*ii, 1.88057-.45657*ii, .645453+.338347*ii, .978356+1.41816*ii, -.185152+.0228801*ii, .943522+.667216*ii, 1.34928+.196704*ii, .389823+.177427*ii, .940222-.1249*ii
-.91093+1.82805*ii, -.441004+1.89961*ii, -.713442+.24434*ii, .296019+1.53962*ii, -1.74625+.324283*ii, .252109+.350474*ii, -.814049+.581461*ii, -.369229-.199226*ii, .05227+.5008*ii, -.522272-1.4287*ii
.892684-.054176*ii, -.541669-.552817*ii, -.429457+1.68209*ii, .948581+.456702*ii, -.11435+.0799122*ii, -.309419-.772308*ii, -.390139+.9339*ii, -.066539+.581786*ii, -.905025-.855638*ii, .547176+.612184*ii
.240202+1.70135*ii, -.0465333+.0575485*ii, .422561+2.65106*ii, .906424+.628292*ii, -1.47541+1.16637*ii, -.0128278-.186061*ii, -.722292+1.71532*ii, -.15285+1.22096*ii, -.873665+.154601*ii, .206761+.753645*ii
.082436+1.40088*ii, .912553+1.40961*ii, -.947922-.002755*ii, .874587+1.28321*ii, -.803664+.742334*ii, .319438+.369321*ii, -.625669+.278535*ii, -.296912-.209527*ii, .57032-.141087*ii, -1.21138-.653434*ii
.948969+1.05923*ii, -.024134-.0805788*ii, 1.82688+1.14954*ii, .693777+.305089*ii, -.259275+1.58712*ii, -.109967+.150582*ii, .252759+1.33278*ii, .87047+.861549*ii, -.24881+.477709*ii, .81475+.446188*ii
.434204-.728095*ii, -.166251-.0669971*ii, -.169261-1.32768*ii, .355203+.464011*ii, .974237-.282636*ii, .0318841+.259844*ii, .101948-.407854*ii, .628559-.783844*ii, .317217-.585185*ii, .418229-.546725*ii
1.15557+.047437*ii, 1.0563-.310489*ii, -.032289-.691101*ii, .867692+.419707*ii, .965573+.723662*ii, .324488+.280278*ii, .0357424+.00134168*ii, .529715-.293027*ii, .66596-.700182*ii, -.245985+.312253*ii
.889266+.278033*ii, .8082+.176183*ii, -.101451-.841488*ii, .746418+.647319*ii, .654116+.670321*ii, .30895+.320523*ii, .0103179-.0114169*ii, .464744-.399588*ii, .706998-.47691*ii, -.307723-.145932*ii
.979454-.15616*ii, .626478-.697441*ii, .146014-.612299*ii, .670441+.256917*ii, 1.01126+.479122*ii, .325512+.237382*ii, .0149773+.0583468*ii, .622213-.274069*ii, .408747-.689802*ii, .231254+.408114*ii
2.00778+.782633*ii, 1.13753-.298736*ii, .148528+.813648*ii, 1.36544+.566169*ii, .513138+1.5232*ii, .182752-.379021*ii, .065953+.895121*ii, .303484+.55778*ii, .356274-.728225*ii, -.365786+.875003*ii
-1.36872+.909282*ii, -.0629668-.0110423*ii, -1.73403+2.33495*ii, .67662+.704006*ii, -1.85232-.595439*ii, .125369+.108439*ii, -1.80148+.771696*ii, -1.05595+.437086*ii, -1.21488-.572661*ii, -.40945+.52735*ii
-1.71552+.996174*ii, -1.6209+.807528*ii, -.51956+.611151*ii, -.235436+1.02013*ii, -1.72138-.686587*ii, .139186+.304582*ii, -1.05482+.593294*ii, -.261068-.193059*ii, -.851903+.414604*ii, .708283-1.11628*ii
.785862-.791611*ii, .612909-1.49225*ii, -1.2873+.679258*ii, 1.00956+.078375*ii, .828842-.415448*ii, .1699-.301033*ii, -.70746+.079523*ii, -.151897-.0331886*ii, -.400616-1.64365*ii, .020037+1.25193*ii
-.565233+.417515*ii, .0762019+.0198867*ii, -1.4768+2.17222*ii, .952991+.626095*ii, -1.24871-.380396*ii, -.185991-.135506*ii, -1.32866+.693006*ii, -.799441+.480102*ii, -1.0804-.757374*ii, -.410773+.563485*ii
-.332857-.442905*ii, -.669147+1.43617*ii, -.39481-.425662*ii, .465638+.8977*ii, -.290548-.464461*ii, -.663064+.258124*ii, -.0825972-.215922*ii, .22618-.529476*ii, -.211724-.0401824*ii, .007878-1.37616*ii
.210937+.292064*ii, -1.12355+2.31425*ii, -.517957-.166486*ii, .607109+1.50613*ii, -.730786-.021724*ii, -.735063-.33131*ii, .113813+.226727*ii, .0458995-.342712*ii, -.0981403+.148116*ii, -.165484-1.99485*ii
-1.12572-2.25599*ii, 1.21294+.753977*ii, 2.23839+1.07824*ii, 1.05278-1.00271*ii, .00948491+.00335005*ii, -2.17494+2.12904*ii, .302244-.503511*ii, 1.2817+.460576*ii, -1.13409+.707621*ii, .0682777+.448398*ii
-.00744306+.0017286*ii, 1.4487-1.27758*ii, -.12132-.0627749*ii, .654009-.131137*ii, .565147+.289743*ii, .601348+.928825*ii, -.700401-.036580*ii, .331129-.157286*ii, .19087-.726231*ii, -.129333+1.21251*ii
1.39185+1.65801*ii, -.0330843-.0733887*ii, 1.90813+1.36638*ii, .76943+.501628*ii, -.369286+2.04531*ii, .108105-.135271*ii, .303356+1.70661*ii, .824933+1.06677*ii, -.108503+.513911*ii, .800475+.517388*ii
.0660447-.357458*ii, 1.86298-.067377*ii, -1.02055+.183775*ii, 1.1884+.23462*ii, .283802+.0866966*ii, -.030318+.79115*ii, -.723276-.36965*ii, -.105497-.223262*ii, .187685-.943861*ii, -1.16443+.705471*ii
-.017991-.58072*ii, -.122349+2.30465*ii, -.167171-.59468*ii, .811111+1.00658*ii, -.222164-.0841664*ii, -1.09844+.442797*ii, .270888-.40733*ii, .361562-.519831*ii, .0721168+.149774*ii, -.576228-1.70747*ii
-.009171+2.17897*ii, -1.35493+1.9222*ii, .041414+.820868*ii, .322672+1.70397*ii, -1.76658+.857672*ii, .0649275-.408508*ii, -.314504+1.3214*ii, -.117619+.293173*ii, -.189654+.721102*ii, .204302-1.54163*ii
-1.01527-2.42556*ii, 1.61382+1.52077*ii, 1.84097+.835609*ii, 1.32561-.777068*ii, .00987164+.00537833*ii, -2.45028+2.18214*ii, .394716-.811008*ii, 1.1503+.292002*ii, -.895019+.643408*ii, -.593137+.054794*ii
-8.04998+1.23092*ii, 8.89814-10.4928*ii, 2.37031+.585592*ii, -1.38309-5.46173*ii, -.00186221+.00296058*ii, 5.14486+8.86506*ii, -5.48667-1.20078*ii, .870535+.020489*ii, .00139901-.0141652*ii, .06887+9.66659*ii
-1.01062-.954442*ii, -.0168636-.0690117*ii, -2.67151+.545154*ii, .704186+.604989*ii, -.377344-1.69907*ii, -.172222+.0386193*ii, -1.4131-.517597*ii, -.887405-.605517*ii, -.788725-1.43805*ii, -.582874-.022873*ii
8.44937-5.08231*ii, -5.90244+17.448*ii, -2.89268-.734255*ii, 5.08622+6.82991*ii, -.00266202+.00152078*ii, -10.0436-6.87969*ii, 6.66279-1.01275*ii, -.168654-.674643*ii, .00722657-.00712537*ii, -4.1088-12.7631*ii
-.479913+1.67494*ii, -.040823+.0591624*ii, .279128+2.65764*ii, .728415+.545857*ii, -1.7832+.839714*ii, .0315696+.162856*ii, -1.02171+1.55863*ii, -.264437+1.10888*ii, -1.01957+.27198*ii, .172933+.724389*ii
-.751701-1.83461*ii, .487135+1.48073*ii, 1.87294+.281045*ii, .858899-.349973*ii, .00789596+.00880136*ii, -1.98432+1.63014*ii, .5486-.500871*ii, 1.22164+.088268*ii, -.726695+.765813*ii, .104848-.561041*ii
-.86651+.387873*ii, -.0668799-.011032*ii, -1.67958+2.25151*ii, .867405+.63142*ii, -1.41311-.619197*ii, -.166829-.107655*ii, -1.49943+.656641*ii, -.918493+.434408*ii, -1.21707-.77869*ii, -.378414+.531735*ii
-.0291133-.00632304*ii, .617793+1.72135*ii, .253893-.0070644*ii, .926915+.723066*ii, -.389187+.497091*ii, -.773892+.753992*ii, .0468192-.0600778*ii, .384365-.115974*ii, .10101+.256375*ii, -.692942-.859679*ii
-.654948+.575329*ii, -1.08753+.651156*ii, .622192+.39411*ii, .085591+.670647*ii, -.870977+.073652*ii, -.189488+.362385*ii, -.287109+.62364*ii, .407089+.0393136*ii, -.55133+.511732*ii, .843926-.777242*ii
.0090909-.233989*ii, -.311977-.985263*ii, .245867-.246392*ii, .192296+.118075*ii, .478693-.152263*ii, .308422+.332233*ii, -.314967+.186963*ii, .55653-.249273*ii, -.224014-.436562*ii, .945729+.306785*ii
1.39705+.342889*ii, .246274-1.01545*ii, .584639+.314546*ii, .739463+.250631*ii, .735761+.916595*ii, .344279-.202001*ii, .061270+.7577*ii, .627619+.287078*ii, .075504-.580769*ii, .655161+.790568*ii
.46165+.603503*ii, -1.46412-.453778*ii, .283128+.80073*ii, .222276+.661462*ii, -.297116+.166688*ii, .161393-.598316*ii, -.232211+1.07907*ii, .300274+.286366*ii, -.659972-.197977*ii, 1.33575-.108267*ii
-.977078+2.28543*ii, .27329-.964251*ii, -1.37983-2.63192*ii, -.739051+1.16594*ii, -.00819052-.00369447*ii, 2.73066+.880853*ii, -1.36244-.156831*ii, -.09814-1.51563*ii, 1.51035-.406901*ii, .093933-.481761*ii
1.15819-.8596*ii, -.286895-.254295*ii, -.39285-1.04975*ii, .59568+.538311*ii, 1.25682-.196012*ii, -.0481714-.29555*ii, .253136-.228869*ii, .553645-.62763*ii, .261158-.948362*ii, .458076-.370093*ii
.069414-.327963*ii, -.283248-.302025*ii, .927559+.546918*ii, .484178+.0469837*ii, .0866035+.206776*ii, -.392587+.408365*ii, -.0376667+.439655*ii, .701624+.221007*ii, -.567721-.003419*ii, .852401+.225367*ii
-3.93768-16.8906*ii, 24.6488+18.7694*ii, -1.82545+4.40147*ii, 13.1271-3.94186*ii, .000537158-.000803486*ii, -17.499+12.9495*ii, 1.78885-11.7114*ii, -.326546+.520099*ii, .00539831+.00178185*ii, -21.9503+.20063*ii
-.156154-.589459*ii, -1.0078-.590039*ii, -.007688+.857435*ii, .371798+.190093*ii, -.073437-.557884*ii, -.354946-.108738*ii, -.400793+.44327*ii, .264971+.116603*ii, -1.00278-.462234*ii, 1.07444+.165944*ii
8.66154-5.18368*ii, -6.10969+17.8191*ii, -2.92911-.740959*ii, 5.16974+6.98005*ii, -.00255208+.00146871*ii, -10.2635-7.08017*ii, 6.8347-1.008*ii, -.168052-.675444*ii, -.00695186+.00695074*ii, -4.14618-13.0594*ii
.825556+1.39197*ii, -.201347+.913209*ii, .627894-.66968*ii, .394323+1.12606*ii, -.123444+1.19148*ii, .408275+.0779942*ii, .216055+.659668*ii, .594669-.160566*ii, .674747+.327718*ii, .204283-.916265*ii
.472775+1.56571*ii, .0622358-.0607201*ii, .514362+2.45993*ii, .945253+.569424*ii, -1.20479+1.2365*ii, -.0024247-.201233*ii, -.592494+1.64935*ii, -.041365+1.17709*ii, -.757112+.077127*ii, .229302+.818067*ii
1.46099-.726155*ii, .878206-.464421*ii, -1.25534-.291035*ii, 1.1964+.506254*ii, 1.18976+.003338*ii, .0311267-.366*ii, -.16481-.208677*ii, .0412672-.364162*ii, .31223-1.52547*ii, -.500847+.436788*ii
1.13904+.926839*ii, 1.61845+1.16735*ii, .362692+.501278*ii, 1.39543+.762118*ii, -.15273+1.62086*ii, -.247426+.436033*ii, .078723+.510012*ii, .321354+.372626*ii, .563765-.021928*ii, -1.12283+.062631*ii
2.72146-.423544*ii, -.976276+.202533*ii, -2.04742+2.91591*ii, 1.96015+1.19992*ii, -.00831791+.00991784*ii, -1.04584-2.61561*ii, -.152969+1.32745*ii, -.85341+1.00174*ii, -1.24465-1.95063*ii, -.148729+.404243*ii
.687791-.320124*ii, .415887+.958609*ii, -1.34518+1.00363*ii, 1.36787+.876626*ii, -.23392-.0540594*ii, -.70627-.378447*ii, -.400613+.164456*ii, -.385937+.0970517*ii, -.361907-.923918*ii, -.882193-.190309*ii
2.94691e-9-9.23447e-9*ii, 6.12755+8.6204*ii, .00839388-.00232559*ii, 3.6461+1.69786*ii, -1.79654+2.72259*ii, -3.55691+3.14489*ii, .859163-1.70006*ii, -.00228319-.00453161*ii, 1.88542+1.60005*ii, -6.77799-2.79553*ii
-.084839-1.27979*ii, .082935-1.17623*ii, -.593657-.149733*ii, .494239-.107501*ii, .836783-.847918*ii, -.0547072+.327769*ii, -.50414-.344518*ii, .294441-.430178*ii, -.45209-1.07018*ii, .532981+.588673*ii
1.7643-1.29441*ii, .399075-.792493*ii, .144821-.661927*ii, .968243+.081461*ii, 1.78553+.202644*ii, -.280916-.219448*ii, .5073-.173261*ii, .828249-.288526*ii, .224391-1.1281*ii, .426514+.415693*ii
-.511813+.124563*ii, -.567117-.349328*ii, .831536-.567275*ii, -.0921039+.239076*ii, .0670543+.0044663*ii, .255648+.733302*ii, -.198806+.195512*ii, .77157-.333715*ii, -.128432+.218177*ii, 1.06525-.279017*ii
1.44544+1.84153*ii, .0329255+.0656221*ii, 1.99573+1.46209*ii, .814165+.556713*ii, -.477657+2.21466*ii, .103018-.131938*ii, .325901+1.79943*ii, .822087+1.1456*ii, -.07123+.605581*ii, .723325+.495475*ii
.294213-.667701*ii, 1.56616-.20364*ii, -1.07067+.078011*ii, 1.17258+.219971*ii, .539723-.085937*ii, -.117529+.556768*ii, -.589751-.41143*ii, -.0478839-.282665*ii, .117462-1.10339*ii, -.940588+.646586*ii
-.247955+1.09958*ii, -.365318+.927635*ii, -.653139-.811297*ii, .177613+1.23988*ii, -.512119+.14181*ii, .552251+.235336*ii, -.482177+.18147*ii, .019014-.613481*ii, .438204-.0174023*ii, -.097643-1.13742*ii
1.39599+2.53423*ii, .203391+1.79029*ii, .64245+.355235*ii, .888427+1.60138*ii, -.889706+2.15698*ii, .315202-.266253*ii, .222621+1.34522*ii, .281722+.449616*ii, .767102+.589529*ii, -.48826-.934539*ii
-.32602-1.34607*ii, -.0904893+.0398082*ii, -1.91268-.944985*ii, .522228+.586675*ii, .616633-1.42223*ii, -.135814+.139188*ii, -.639572-.896476*ii, -.189499-1.06848*ii, -.106726-1.28596*ii, -.245923-.552986*ii
1.69025+1.07372*ii, 1.12748+.935549*ii, -.677185+.819933*ii, 1.51854+1.13436*ii, -.131251+1.34962*ii, -.0332995-.456291*ii, -.120917+.739225*ii, -.161031+.383065*ii, .447656-.649824*ii, -1.13321+.076442*ii
-.606201-.879455*ii, -1.1013-.251483*ii, -.643509+.109192*ii, .198082+.369433*ii, -.021244-1.11573*ii, -.299209+.0459941*ii, -.538824-.06738*ii, .115102-.408414*ii, -.818324-.58475*ii, .840109-.371617*ii
-7.98095+.944569*ii, 9.08404-10.0041*ii, 2.34561+.618454*ii, -1.17543-5.42682*ii, -.00174538+.00310428*ii, 4.77592+8.91847*ii, -5.34355-1.35932*ii, .874658+.022057*ii, -.00072225+.0146005*ii, -.23637+9.46947*ii
-.116294-1.47652*ii, .0661744-.0586124*ii, -1.86402-1.19583*ii, .559574+.538463*ii, .89488-1.36176*ii, -.103388+.153551*ii, -.524671-.999755*ii, -.089246-1.14728*ii, .048053-1.37243*ii, -.270903-.505207*ii
.199956+.146629*ii, -.291471+.0137384*ii, .365062-.905681*ii, .19543+.545945*ii, .388613+.199602*ii, .262961+.383791*ii, -.0016128+.0826637*ii, .661534-.47267*ii, .269308-.0912438*ii, .596473-.502084*ii
1.10155-1.03965*ii, .033016-.935639*ii, -.723676-.42084*ii, .757181+.266797*ii, 1.27509-.362722*ii, .0151304-.339059*ii, -.0767275-.15661*ii, .3331-.416034*ii, -.031802-1.32273*ii, .397779+.362229*ii
.746599+.034503*ii, .394845-.0898452*ii, -1.04697+1.70382*ii, 1.28733+.570001*ii, -.285422+.152126*ii, -.336126-.48335*ii, -.640931+.64854*ii, -.384854+.496921*ii, -.644465-1.01427*ii, -.404883+.673761*ii
.0736818-.282078*ii, 1.91532-.671836*ii, -.729023+.886954*ii, 1.2344-.047684*ii, .191653+.22014*ii, .003929+.766145*ii, -.854851-.044902*ii, -.0939046+.150648*ii, -.136399-.969231*ii, -.897159+1.34074*ii
.076003+2.01901*ii, .861601+2.04758*ii, -.265967+.721087*ii, .993978+1.4051*ii, -1.45475+1.34963*ii, .04677+.42132*ii, -.493422+.772036*ii, -.227613+.269702*ii, .408295+.442587*ii, -1.25949-.78429*ii
.243557+1.55225*ii, -.851798+2.57765*ii, -.724111+.311654*ii, .67883+1.89029*ii, -1.41557+.582621*ii, -.273172-.436351*ii, -.198817+.733705*ii, -.293205-.070358*ii, .106731+.334413*ii, -.573414-1.92276*ii
-.116869+.42121*ii, -.688783-1.23221*ii, .54212+.133202*ii, -.0193776+.172799*ii, .090424+.0783212*ii, .601745+.22916*ii, -.451698+.648852*ii, .540137-.009412*ii, -.365715-.191257*ii, 1.32848+.429243*ii
-3.82871-16.8174*ii, 24.413+18.7745*ii, -1.83365+4.38289*ii, 13.0792-3.8593*ii, .000535245-.000815546*ii, -17.4649+12.787*ii, 1.83473-11.6276*ii, -.326599+.52038*ii, -.00545531-.00176133*ii, -21.8195+.09960*ii
.0034843-.00182894*ii, 2.4163+.666975*ii, .0256125+.119847*ii, 1.28916+.176053*ii, .054293+.838225*ii, -.289455+1.38883*ii, -.378215-.303033*ii, .288389-.027478*ii, .456918-.222997*ii, -1.43183+.509734*ii
.969011+.89544*ii, .174154+1.88919*ii, -1.0773+.300615*ii, 1.16315+1.54209*ii, -.575036+.658073*ii, -.291354-.479361*ii, -.144695+.437559*ii, -.298142-.0576149*ii, .313342-.374113*ii, -1.02751-1.08777*ii
1.86732-.366104*ii, .601228+.579445*ii, -.508682-.933135*ii, 1.13932+.870615*ii, 1.18262+.57986*ii, -.171123-.365825*ii, .455952-.141164*ii, .436398-.451305*ii, .748454-.927503*ii, -.48136-.468583*ii
-.401065+.782701*ii, -1.84927-.34209*ii, .005328-.61349*ii, -.447156+.866594*ii, -.290686-.351948*ii, .728826-.15259*ii, -.424247+.575561*ii, .353713-.49111*ii, -.223867+.0129058*ii, 1.51679-.862816*ii
.655018+.143721*ii, -.654097+2.36004*ii, -.760119-.26079*ii, .884376+1.53051*ii, -.428676+.121793*ii, -.779469-.422365*ii, .207253+.0984419*ii, .0013631-.368888*ii, .119615-.118641*ii, -.547042-1.86215*ii
2.81444-.061884*ii, -.983923+.568633*ii, -2.55187+2.30265*ii, 1.88653+1.58934*ii, -.005431+.0131731*ii, -.738497-2.73404*ii, -.191444+1.18867*ii, -1.01253+.674239*ii, -.825033-2.02821*ii, -.444673-.0600024*ii
1.08354-.063816*ii, -.868481+1.85136*ii, .279273-.596494*ii, .715871+1.2137*ii, .135237+.445301*ii, -.771361-.370168*ii, .6861+.213598*ii, .593463-.292914*ii, .199244+.0911283*ii, .152284-1.68346*ii
-1.17383+2.08078*ii, .11533-1.58847*ii, -.730646-2.12418*ii, -.845516+.736688*ii, -.00903119-.0042085*ii, 2.62871+1.03365*ii, -1.36671+.058192*ii, .127742-1.21363*ii, 1.10057-.260478*ii, .642648+.034174*ii
-1.06413+1.96488*ii, -.951256+1.9605*ii, .057198+.887805*ii, .196172+1.41609*ii, -2.13127+.508834*ii, -.0274869+.340623*ii, -.683591+.997288*ii, -.17507+.196935*ii, -.377131+.948542*ii, -.013619-1.41343*ii
.643779+.089598*ii, -.709941+.058384*ii, -.941464-.64334*ii, .396791+.977928*ii, .373905-.250853*ii, .317546-.4759*ii, -.231827+.130877*ii, .079323-.562287*ii, .143344-.784673*ii, .35542-.656047*ii
-.151737-.91382*ii, .077792-1.07006*ii, -.489534+1.31455*ii, .785231-.138841*ii, .102194-.588669*ii, -.365411+.134086*ii, -.730895+.237993*ii, .0193026+.248173*ii, -1.03431-.935849*ii, .440386+1.01988*ii
-.313324+.34224*ii, .268144-1.66432*ii, -.186567+1.04536*ii, .40733-.0628458*ii, -.120033-.0208114*ii, .612845+.362969*ii, -1.01458+.6264*ii, .0581896+.264717*ii, -.604946-.667014*ii, .639421+1.33333*ii
-.360002+1.99237*ii, .560433-.71444*ii, -2.06869-1.84222*ii, -.152487+1.29639*ii, -.0108338-.00845753*ii, 2.31075+.34627*ii, -1.38137-.069405*ii, -.477007-1.23271*ii, 1.29484-.906365*ii, -.459682-.252627*ii
-.342597+1.48515*ii, .0526184-.0681062*ii, .30708+2.45619*ii, .746549+.474364*ii, -1.532+.822077*ii, .0348645+.177514*ii, -.935445+1.44826*ii, -.178804+1.033*ii, -.934136+.178452*ii, .191204+.77916*ii
-1.47378+1.54028*ii, 1.41378-1.5838*ii, -.882038-1.60743*ii, -.355038+.310865*ii, -.00528066-.00046409*ii, 2.24192+1.64467*ii, -1.59578-.297864*ii, .002416-1.04292*ii, .999794-.435429*ii, -.183315+.716878*ii
1.256+2.18579*ii, .298099+2.14317*ii, -.251229+.728778*ii, 1.15755+1.74905*ii, -1.1007+1.70769*ii, .0188483-.461404*ii, -.032478+1.1488*ii, -.159648+.409557*ii, .539672+.228408*ii, -.994507-1.02221*ii
-1.02898+.005629*ii, -1.34976-.540168*ii, -.59312+.022594*ii, -.194828+.508764*ii, -.434374-.980307*ii, .338536+.147318*ii, -.857946+.224809*ii, .0282385-.433087*ii, -.710206-.337379*ii, 1.10301-.363527*ii
.627542+1.15396*ii, 1.79908+.907747*ii, -.588179+.672481*ii, 1.34785+.862313*ii, -.476168+1.20929*ii, .121465+.452415*ii, -.529319+.415739*ii, -.182589+.235778*ii, .49637-.356564*ii, -1.45807+.272037*ii
2.08973+1.55665*ii, 1.36508+.841689*ii, .57415-.372132*ii, 1.20512+1.05855*ii, .426469+2.16323*ii, .41114-.0165244*ii, .444107+.736568*ii, .577859+.18033*ii, 1.22504-.102771*ii, -.771939-.114819*ii
