variable ordering: S, ap, sintheta, dA, dtheta, r, P, qc, x0, w
.115675-.296158*ii, -.905207-.984636*ii, -.574409-1.70115*ii, -2.3837+.724415*ii, -.0260469+.00508134*ii, 1.80031+2.2549*ii, -.061193+.78975*ii, .229463-.0007664*ii, .523783-.394732*ii, -1.25797-1.14083*ii
.129049-.533255*ii, .296397+.285569*ii, .890956+.624462*ii, .227798+1.29441*ii, .25619+.163647*ii, .79079+.086071*ii, .71965+.045568*ii, -.5277+.47719*ii, -1.23421+.847457*ii, .483166+.394124*ii
-.0916318-.416211*ii, .332965-.0276593*ii, .136323-.0266374*ii, -1.85757-1.97888*ii, 1.21427+.033439*ii, -.754942+1.41121*ii, -.65342+.954469*ii, -.434681-1.02138*ii, .199449-.122865*ii, .330165-1.38132*ii
1.38177+1.62802*ii, .225767-.228883*ii, 3.80951+.507949*ii, -.449666-.765888*ii, .00358534-.00170582*ii, -1.90409+2.37537*ii, .625544-1.79035*ii, -1.45458-.257066*ii, -.831015+2.30205*ii, .420989+.0923998*ii
-.623787+.122871*ii, .025372-.269917*ii, -1.02101+.370598*ii, -.249049-1.07975*ii, .748488+.666215*ii, -.356674-.186819*ii, .288024+.642933*ii, .494029-.94643*ii, .0970098-.413512*ii, -.064893-.947877*ii
-2.7899+.721165*ii, -.0434983-.256904*ii, -1.48196+.39509*ii, -.253015-.659001*ii, .0171395-.0473185*ii, -.271327-1.17586*ii, 1.18113+1.65608*ii, 1.1323-1.51019*ii, .0624369-.103514*ii, -.607255-1.63691*ii
-.74954-.793333*ii, -.0604397-.429199*ii, -1.00758+.048179*ii, -.660153-.654589*ii, .927359+.297527*ii, .375212+.0995107*ii, -.024496+1.01436*ii, .645934-.474358*ii, -.0867818-.483007*ii, .021163-1.11742*ii
4.0587+1.95705*ii, -3.43862-2.10152*ii, 6.07148-.699953*ii, -.641204-.989949*ii, .000720851+.00049014*ii, -1.50823+5.74267*ii, -.665078-5.27277*ii, .0341669-.194282*ii, -1.1827+3.10432*ii, -1.00759+.836882*ii
-.262921-.91232*ii, -.447628-.850977*ii, 1.03043+3.54911*ii, -.473539+1.80426*ii, 1.42271-.734418*ii, .195771+.108963*ii, 1.77057-.042359*ii, -.217124+.425031*ii, -3.68463-.200971*ii, -.299534+.527996*ii
2.54438-1.94971*ii, -.321675+.599252*ii, -.00273439+.0148732*ii, -.291235-.419413*ii, 1.68944+1.23414*ii, 1.04474+1.21588*ii, -1.55875-.499319*ii, -.612032+.214878*ii, -.450718-.40784*ii, .990682+.7752*ii
.234552+2.82718*ii, .133779-.252043*ii, 2.6124+2.27241*ii, -.391888-.723083*ii, -.00184936-.00403217*ii, -2.69934+1.11359*ii, 1.95236-1.27754*ii, -1.29517-1.31531*ii, -1.47755+1.42716*ii, -.437738+.0694701*ii
-.0452389-.256502*ii, -.170057+.107203*ii, -.452824+.0508102*ii, .906701-1.72269*ii, .911739+1.06024*ii, -.553899-.423909*ii, -.48289-.154638*ii, .803053-.920379*ii, .272004+.240668*ii, .707843-.530782*ii
.0208645-.423531*ii, -.318408+.0174239*ii, .0919465+.09092*ii, -2.44224-.738471*ii, .935926-.27325*ii, .181081+1.78598*ii, -.363721+1.01896*ii, -.596819-.953419*ii, -.343985-.296596*ii, -.372478-.924206*ii
-.667518-1.19622*ii, 1.23302+.298907*ii, -1.23055-.389226*ii, -1.07986-.892597*ii, 1.00567+.434041*ii, .397223-.0045767*ii, -.346917+1.88757*ii, -.302364-.224395*ii, .525063-.555024*ii, .768723-1.3257*ii
4.46036+2.2655*ii, -3.36587-2.71848*ii, 6.73723-.592462*ii, -.600751-1.01105*ii, .00056178+.000320161*ii, -1.94755+6.24741*ii, -.389029-5.87066*ii, -.0140845+.192812*ii, -1.32242+3.30562*ii, -1.05465+.778653*ii
3.48742-2.95797*ii, -2.14683+.741102*ii, -.00362486+.00482324*ii, -.292277-.611468*ii, 2.32057+1.25385*ii, 1.85509+1.82755*ii, -2.828-1.2679*ii, .138145-.228831*ii, -.978287-.649493*ii, .733107+1.4825*ii
.748816-1.99476*ii, .434787-.15711*ii, -.0241298+.0323895*ii, -.286046-.240281*ii, 1.43955+.527712*ii, .786774+.584447*ii, -.693498+.390666*ii, -.059972+.662773*ii, -.513401-.154447*ii, 1.04842-.346834*ii
.953276+2.05732*ii, -.113433+.232073*ii, 3.20292+1.345*ii, -.428871-.671005*ii, .0022664-.00467451*ii, -2.01222+1.72559*ii, .971641-1.52198*ii, -1.46534-1.03478*ii, -1.22484+1.93519*ii, .0218843+.398782*ii
3.95589-2.24278*ii, -1.47278-.087653*ii, -.000403829+.00564024*ii, -.226536-.549618*ii, 2.17754+1.67692*ii, 1.30957+2.09188*ii, -2.12883-1.66616*ii, -.103463+.370099*ii, -.647012-.89523*ii, .588851+1.24187*ii
2.14969-.459224*ii, -1.24289-.543388*ii, 3.88613-2.81923*ii, -.634961-1.12391*ii, -.000638353+.00275823*ii, .221686+3.88246*ii, -1.8811-2.12448*ii, -.0046609+.428203*ii, .619183+2.82559*ii, .72552-.369871*ii
-.225865-.865279*ii, .380229+.0386406*ii, -.711919+3.30695*ii, -1.97214+.996558*ii, 1.73656-.352805*ii, .207096+.125734*ii, 1.30774+1.48136*ii, -1.20294-.401991*ii, -2.65339-1.53034*ii, -.410755+.087951*ii
.028387-.563557*ii, -.106077-.42172*ii, .242884+.950804*ii, -.255321+2.55519*ii, .157469+.0140494*ii, 1.60969+.211028*ii, 1.43274+.216422*ii, -.301524+.905684*ii, -1.73942+.122511*ii, -.381374+.45523*ii
1.61338-.968591*ii, -.724071-.356306*ii, -.811481+2.26759*ii, .187476-.304656*ii, 2.01709+1.18399*ii, .0161601+.0992517*ii, .007383-.673113*ii, .114796-.331266*ii, -1.66725-1.32216*ii, .077911+.728195*ii
2.52494-1.07394*ii, -.317687-1.12659*ii, -1.95467+2.62118*ii, .212843-.244652*ii, 2.52948+1.98895*ii, .0204053+.067018*ii, .274675-.846314*ii, .0962348+.260693*ii, -1.48284-2.59113*ii, -.090966+.739061*ii
1.43247-.892752*ii, -.628108-.364624*ii, -.946178+2.34977*ii, .262214-.233212*ii, 1.96657+1.18959*ii, -.0040621-.0978842*ii, .167413-.568161*ii, .143211-.336186*ii, -1.67421-1.36427*ii, .054347+.687479*ii
-.010705+2.96459*ii, 1.13369-2.60897*ii, -.0198601-.00631876*ii, -.258381-.830605*ii, -.374852+1.21106*ii, -2.05681+1.00601*ii, 2.46517-.757102*ii, .103225+.165047*ii, .956942-.124235*ii, -1.00723-1.77607*ii
-.54395-1.68608*ii, .362185-.751748*ii, .354311+2.57074*ii, -.504482+.30952*ii, 1.87382-.457446*ii, -.105087-.0882344*ii, .796288+.682233*ii, .0400436+.421272*ii, -2.50137-.423888*ii, .545061-.409941*ii
.947882+1.47677*ii, -.0417554+.245637*ii, -1.44536+.169215*ii, .0939657-.387522*ii, .099978+1.80773*ii, -.151996-.0315778*ii, .661349-.228559*ii, -.380347-1.09345*ii, .652964-.701584*ii, -.580925+.173716*ii
2.45278-1.02822*ii, -.237783-1.14622*ii, -2.0924+2.73522*ii, .247941-.21395*ii, 2.54025+2.02365*ii, -.0157945-.0664306*ii, .388158-.77971*ii, .0942419+.258259*ii, -1.50349-2.68806*ii, -.111526+.72462*ii
-.490941-1.66103*ii, -.222524-.350554*ii, -.105467-.0167614*ii, -.290919-.359679*ii, 1.11818+.007241*ii, .734147+.279109*ii, -.454611+.659805*ii, .740915+.060784*ii, -.594512+.121287*ii, .558085-.810133*ii
.42715-.594668*ii, .084409-.545296*ii, .941972+.366762*ii, .852223-.48241*ii, .840662+.587769*ii, -.284204+.263851*ii, .077154-.712852*ii, .409564+.335097*ii, -.659454+.797219*ii, .837291-.230613*ii
-2.41398+.705108*ii, -.0239625+.256517*ii, -1.01981+.582928*ii, -.208829-.671346*ii, .0559023-.0479902*ii, -.359778-1.07897*ii, .97748+1.47337*ii, .692054-1.63973*ii, -.139341+.176271*ii, -.36155-1.22099*ii
-.132562+3.14076*ii, 1.10129-2.02021*ii, -.0209617-.00050628*ii, -.223657-.758565*ii, -.569423+1.19509*ii, -1.97981+.785616*ii, 2.41212-.601894*ii, -.137566-.192137*ii, .981291+.062402*ii, -.977993-1.53389*ii
-.936969-1.20457*ii, -.34985-.41295*ii, .744501+1.48068*ii, -.404337-.010555*ii, 1.2127-.61784*ii, .0505502+.16124*ii, .366137+.496945*ii, .461058-.194946*ii, -1.86185+.38818*ii, .324384-.545179*ii
.154718-.491399*ii, .223258+.250349*ii, -.542305-.30918*ii, -2.27764+2.33553*ii, -.0884022-.0897901*ii, 2.23506+1.26831*ii, .795285+1.48058*ii, -1.27177+.398426*ii, -.577195-.464588*ii, -.797435-.065863*ii
-.340554-1.07856*ii, -.4485-1.08236*ii, .947932+4.43434*ii, -.50146+1.67814*ii, 1.87602-.844796*ii, -.154768-.0770739*ii, 1.98075-.030643*ii, -.155617+.38392*ii, -4.26925-.557903*ii, -.310394+.537108*ii
-.207189-.793264*ii, -.447154+.273718*ii, .988953+2.45791*ii, -.475677+.854863*ii, 1.14673-.496642*ii, .172745+.131187*ii, .776687+.200219*ii, -.459722-.368305*ii, -2.63843+.289541*ii, .115338+.515788*ii
2.29294+.392455*ii, .359918-.295752*ii, -2.11859+.937413*ii, .155442-.242325*ii, 1.16613+2.42685*ii, .0645962+.0563622*ii, .451521-.494633*ii, -.583457-.162972*ii, .202542-1.9029*ii, -.222234+.543026*ii
-.089258+1.23954*ii, -.0663707-.298195*ii, -1.00144-.159962*ii, .005262-.594863*ii, -.000524+1.16536*ii, -.282316+.0212131*ii, .73689+.05962*ii, .248922-.938098*ii, .631359-.221319*ii, -.533685-.600784*ii
1.29768-.856624*ii, -1.33611+.353963*ii, 2.51477-3.14766*ii, -.926457-1.33447*ii, -.00458895+.00420347*ii, .855779+3.096*ii, -2.34538-.938084*ii, .17219-.357179*ii, 1.09735+2.31894*ii, .671046-.558242*ii
.277344+.886841*ii, -.123766-.262307*ii, -1.38208-.537456*ii, .160101-.448712*ii, .053016+1.46*ii, .187126+.0007615*ii, .442339+.0175363*ii, .351665-.708586*ii, .880651-.434975*ii, -.452838-.461023*ii
-1.10104-1.4171*ii, -.323457-.483975*ii, .40365+2.20721*ii, -.502032-.008533*ii, 1.58205-.694784*ii, -.0662568-.127405*ii, .540665+.720825*ii, .488546-.278435*ii, -2.31365-.055614*ii, .27478-.529347*ii
.0715899-.448453*ii, -.0428775-.326469*ii, .0337337-.175605*ii, -.245532+3.10075*ii, -.452265+.193481*ii, 2.34743+.34695*ii, 1.37296+.332092*ii, -.307037+1.20623*ii, -1.03047+.335659*ii, -.504189+.418885*ii
.0294875-.287432*ii, -.77881+.730025*ii, .107128-.0625824*ii, 1.17574+2.15506*ii, -.452974+.599537*ii, 1.95079-.622491*ii, .654101-.274397*ii, .231309+.143245*ii, -.927974+.972618*ii, -.029566+1.0593*ii
2.20192+.439855*ii, .373241-.326664*ii, -2.14271+1.17984*ii, .205841-.262618*ii, 1.2246+2.40226*ii, -.0612474-.0656098*ii, .568759-.487725*ii, -.562244-.21454*ii, .063179-1.95388*ii, -.238642+.549425*ii
-.845756-.886048*ii, -.140437+.360254*ii, -.444334-.689283*ii, -.207606-.883784*ii, .573361+.25451*ii, .529713-.020110*ii, -.607491+.931415*ii, .607774-.71769*ii, .291176+.39898*ii, .505434-.922827*ii
-.296106-1.55024*ii, .318581-.595099*ii, .36412+1.79391*ii, -.397401+.254429*ii, 1.56806-.228968*ii, .125823+.100358*ii, .512099+.540729*ii, .0375284+.439265*ii, -1.92443-.191688*ii, .584075-.39046*ii
.155443+2.23768*ii, .028124-.358919*ii, -.0643372-.028082*ii, -.16082-.552509*ii, -.415026+1.05901*ii, -.922029+.54539*ii, 1.21134-.445748*ii, -.273965-1.05315*ii, .562139+.319693*ii, -.748957-.47579*ii
.750952-.587781*ii, .458803+.0199272*ii, .574858+.892422*ii, .376942-.104683*ii, .969698+.690167*ii, -.130242+.179835*ii, .221535-.300172*ii, -.400073+.224261*ii, -.889509+.330218*ii, .810937+.163909*ii
1.09361+1.26496*ii, -.0388582+.248765*ii, -1.60039-.124188*ii, .102583-.299181*ii, .097642+1.91*ii, .126606+.0193905*ii, .490636-.197424*ii, -.338001-.936902*ii, .825061-.770943*ii, -.53085+.183118*ii
.0140466-.0632128*ii, -.132371+.0149781*ii, .487726+.0288655*ii, -.216514-.702918*ii, .535489+.360083*ii, -.186189+.580355*ii, -.0474747+.00381285*ii, .040979-.563433*ii, -.216858+.586551*ii, .287822-.467354*ii
3.39307+1.06428*ii, .248586-.221055*ii, .00971319-.00471584*ii, -.120523-.44237*ii, .623799+2.25885*ii, -.38348+1.6548*ii, .061861-1.62926*ii, -1.3226+.052376*ii, .513453-.523716*ii, -.027405+.80043*ii
-.423476-1.11034*ii, -1.11557-.616987*ii, 1.28176+3.90239*ii, -.132386+1.11673*ii, 1.73656-.881146*ii, -.134569-.0654117*ii, 1.29601-.325915*ii, .252968-.183815*ii, -4.00302+.029914*ii, -.170146+.649166*ii
-.367258-1.02485*ii, -.365065+.261386*ii, .660782+3.16759*ii, -.6604+.548538*ii, 1.61336-.573373*ii, -.118878-.102675*ii, .804704+.475354*ii, -.46839-.576111*ii, -2.99567-.16502*ii, .152642+.433985*ii
-.308641-.778031*ii, -.27675+.204406*ii, -1.29555+1.72923*ii, -1.53171-.36406*ii, 1.52737+.136199*ii, .236479+.140505*ii, .1895+1.30409*ii, -.252645-1.12248*ii, -1.20865-1.32151*ii, -.348789-.387347*ii
.030275-1.03019*ii, .383925+.211791*ii, .589883+1.77412*ii, -.462994+.552394*ii, 1.18747-.103125*ii, .193164+.119122*ii, .555055+.493696*ii, -.671147+.095008*ii, -1.85575+.091613*ii, .555723+.157827*ii
.592337+1.05132*ii, .990637-.794864*ii, -1.83208-1.38653*ii, .364418-.456159*ii, -.16759+2.0589*ii, .139905-.0038484*ii, .695427+.112919*ii, .165704+.156448*ii, 1.87417-.661727*ii, -.159321-.937198*ii
-.110765-.605757*ii, -.0187137-.367973*ii, 1.45256-.148178*ii, .410589+.775278*ii, .143719-.0351836*ii, .608376+.52583*ii, .42415-.334591*ii, .192182+.660515*ii, -.867558+1.38239*ii, .538851-.170017*ii
.478657-.509171*ii, .00962757-.0300784*ii, -.00000289863+.00000375601*ii, -.00000300438-.0000102797*ii, .616002+.688014*ii, .485227+.392151*ii, -.00000667218-.00000339069*ii, -.0297881+.00222905*ii, -.284368+.18295*ii, .342063-.122798*ii
.539673+1.16594*ii, 1.08-.982625*ii, -1.74681-1.10137*ii, .329843-.588716*ii, -.063960+2.01094*ii, -.16068+.0067239*ii, .864414+.066862*ii, .156824+.154157*ii, 1.73528-.71982*ii, -.17996-1.03284*ii
-.248842+.0718943*ii, -.0610403+.202321*ii, -.316044-.869371*ii, .468317-.494223*ii, .034360+.841411*ii, .364761-.0782825*ii, -.0810052+.156653*ii, .457486-.510177*ii, .601469+.609217*ii, .301749-.507982*ii
.32051-.456397*ii, .22878+.349748*ii, .540473-1.71161*ii, -1.8706+.093415*ii, -.0219252+.0258285*ii, 1.11916+1.91097*ii, -.556913+.883677*ii, -.840906-.063226*ii, .669356+.654368*ii, .086223-.789917*ii
-.332355-.273319*ii, -.27487+.0111705*ii, 1.07558-.613981*ii, .0044833+.0948713*ii, .0183946+.00317068*ii, .479786+.651167*ii, .0244401-.0327563*ii, .230944-.10432*ii, -.270544+1.3113*ii, .331925-.424727*ii
-.368304-.931905*ii, .384293-.0180063*ii, -.750279+4.03904*ii, -1.93657+.792757*ii, 2.07351-.448419*ii, -.160739-.111337*ii, 1.45202+1.51272*ii, -1.16887-.564276*ii, -3.10051-1.73818*ii, -.376119+.107701*ii
.354739+1.44608*ii, 1.21881-.210506*ii, -1.50322-1.80048*ii, .313303-.405515*ii, -.640952+1.95681*ii, .12538-.0342855*ii, .697549+.30921*ii, -.226193-.0902537*ii, 2.19082-.125298*ii, -.050817-.891362*ii
.336848+1.55669*ii, 1.20849-.401879*ii, -1.34395-1.49859*ii, .242606-.493985*ii, -.540775+1.86813*ii, -.141422+.0488359*ii, .850701+.211264*ii, -.229058-.108607*ii, 1.98715-.154303*ii, -.115473-.943562*ii
.089989-.519253*ii, .245677+.208054*ii, -.14335+.248352*ii, -2.33223+1.95028*ii, .207014-.297839*ii, 1.70813+1.31785*ii, .802814+1.38652*ii, -1.33397+.242318*ii, -.965813-.37908*ii, -.653507-.108363*ii
-.319297-1.27493*ii, .483631+.149308*ii, .381686+2.71629*ii, -.782992+.392522*ii, 1.67092-.379284*ii, -.127854-.115449*ii, .750445+.872928*ii, -.724715-.095419*ii, -2.45836-.343152*ii, .535274+.043116*ii
.0340934-.420161*ii, -.279601+.104718*ii, .368009-.112978*ii, -.265746-1.6837*ii, .948438+.405304*ii, -.503085+.656128*ii, -.716487+.054253*ii, .308498-.929156*ii, .0435407+.492705*ii, .559366-.735365*ii
.014779-.386559*ii, -.616486+.725768*ii, .762927+.827669*ii, .457526+1.42853*ii, .134528+.119215*ii, 1.07507-.157186*ii, .558973-.155748*ii, -.205416-.184113*ii, -1.52203+.936964*ii, .136075+.857297*ii
.0635238-.212075*ii, -.64817+1.25003*ii, .101808-.0451704*ii, 1.11102+2.00519*ii, -.48497+.640375*ii, 1.88447-.727175*ii, .495828-.108243*ii, -.0964589-.145373*ii, -.83452+1.05193*ii, .116909+1.21217*ii
.112985-.425525*ii, -.024407-.680724*ii, -.346408-1.56628*ii, -2.29584+.900656*ii, -.0339243+.0121314*ii, 1.66283+2.00746*ii, .123857+1.0787*ii, -.364973+.380878*ii, .50043-.221501*ii, -.743614-1.09876*ii
.171661-2.16712*ii, -.0708534+.494304*ii, -.832841-.976893*ii, .426463-2.44392*ii, -.729008-2.26366*ii, .0680262+.353229*ii, -5.22305-1.34372*ii, 1.60349-.026406*ii, 1.24128-4.05712*ii, -.406763+.0314926*ii
2.32953+.40271*ii, .156934+.0861455*ii, .0118153-.0323322*ii, 1.16415-.507972*ii, -1.10663+1.53384*ii, 1.35551-1.12652*ii, 2.91648-.714521*ii, -2.7124+1.94523*ii, .10799-.198811*ii, .749663-.746348*ii
.168124-1.49312*ii, -.25115+.112957*ii, 1.29253-.75101*ii, 3.08028+1.80848*ii, .00864354-.0347663*ii, 1.20461+3.02815*ii, 3.21814-4.29517*ii, 2.89851-.119591*ii, -.00287695-.0104407*ii, 4.55351+3.9021*ii
-.978767-.383016*ii, -.063081-.878645*ii, -1.36942+.755411*ii, .27857+.732223*ii, -.704586+.935826*ii, .0651656+.252678*ii, .007797-.823373*ii, .23127+.269615*ii, -.970887+.101174*ii, -.811565+.785874*ii

component_2:
equations:
-6.28*sintheta*dtheta*r^2+dA
-S*dA+P
ap^2-.5*x0^2*w^4
75.89*P-319.1*qc^2*x0^2*w^4
points:
-.0537182-.377559*ii, -.346506+.30364*ii, .729514-.323758*ii, 1.26582+.282705*ii, .052181+.57342*ii, .611759-.27416*ii, .0387402-.493109*ii, .526212-.01402*ii, -.384938+1.32423*ii, .659797+.192711*ii
-.896067-1.25429*ii, -.260028+.360836*ii, .542931+1.8827*ii, -.469174-.215504*ii, 1.37648-.557726*ii, -.039503-.163373*ii, .150106+.781588*ii, .04568-.690167*ii, -1.9861+.275269*ii, .51493-.220335*ii
.0692701-.343338*ii, -1.10271-.020113*ii, -.454372-.123367*ii, -1.69599+2.15677*ii, -.0764736-.120564*ii, 2.25748+1.18462*ii, .623018+.731697*ii, -.280555-.123437*ii, -.93117-.299884*ii, -1.24913+.184525*ii
-.0001704-.329247*ii, -1.4027-.513233*ii, -.572639-.197602*ii, -1.5019+2.14926*ii, -.0657406-.0797774*ii, 2.28622+1.20024*ii, .707894+.494129*ii, .214282-.0098768*ii, -.924559-.389025*ii, -1.45075+.034477*ii
-.0972263-.334962*ii, -1.30233-.761318*ii, -.0751387+.181113*ii, -1.65972+1.66364*ii, .20699-.333788*ii, 1.6812+1.42566*ii, .718625+.394194*ii, .198999-.0568235*ii, -1.18562-.257062*ii, -1.30963-.208321*ii
-.22688+2.12241*ii, -.046239+.242983*ii, -.129638+.0347077*ii, -.105525-.495251*ii, -.502676+.898292*ii, -.743995+.173621*ii, 1.07507-.111606*ii, -.344209-1.40796*ii, .466629+.500333*ii, -.63773-.323386*ii
1.62095+.32545*ii, -.0573673+.270138*ii, -1.24515+.897469*ii, .0934641-.24688*ii, .918398+1.74639*ii, .0873735+.0790284*ii, .231848-.369763*ii, -.540598-.623091*ii, -.162489-1.02717*ii, -.111565+.602582*ii
-1.03634-2.01224*ii, 1.11838+.996801*ii, .0683031-.314772*ii, -.547545-.679831*ii, 1.01357-.206384*ii, .607759-.2187*ii, -.800537+1.80633*ii, -.312164-.0850521*ii, -.16677+.613228*ii, 1.55262-.960857*ii
.297666-.751595*ii, -.561954+.08106*ii, 1.08899+.922328*ii, .618386-.528994*ii, 1.02283+.258851*ii, -.198174+.216308*ii, -.213517-.62224*ii, .340577-.355915*ii, -1.23816+.856529*ii, .710899+.167175*ii
-.276349-1.00325*ii, .388958+.0580469*ii, .274545+3.88383*ii, -1.27576+1.1083*ii, 1.81761-.595599*ii, -.154558-.110662*ii, 1.46445+.973622*ii, -1.15057-.168274*ii, -3.35122-.849799*ii, .020086+.400579*ii
-1.17039-.782255*ii, -.101411-.326367*ii, -.539017-.597603*ii, -.298276-.624743*ii, .523871+.109105*ii, .50551+.021024*ii, -.139609+.96452*ii, .91264-.399113*ii, .175385+.233293*ii, .21985-1.26793*ii
