variable ordering: ad, T, omega, theta, sintheta, d, g, L, j, Pii, Tj
.579022-.38524*ii, .102166+.881495*ii, -.743355+.359134*ii, -.409166+1.64822*ii, .253404+1.10234*ii, .970826+.314239*ii, -.620656+1.12306*ii, .041853-.599405*ii, -.030597+.779661*ii, -.644992-.066146*ii, -.690393+.052684*ii
-30.0705+26.5657*ii, 7.03329+11.8066*ii, 1.07304-.355557*ii, 5.70424-4.49416*ii, 8.81855-7.99271*ii, -31.2904+2.62381*ii, 10.0252-2.32364*ii, -3.60817-2.38277*ii, -1.32828+.901418*ii, -6.22664+8.57884*ii, -19.9849-9.34259*ii
-.0010537+.066855*ii, -.162521-.0290028*ii, -.0664105-.364424*ii, 5.19606-.836063*ii, 2.26344+.249923*ii, .179056-.453197*ii, 1.94806-.497095*ii, .0472701-.0796135*ii, 3.53379-2.49942*ii, .323993+.20729*ii, -.646804+.303718*ii
-149.7+57.2347*ii, -36.15+55.6136*ii, 1.03209-.382544*ii, 17.1656-8.20772*ii, 42.6821-7.632*ii, -124.501-44.7033*ii, 3.52464-10.7195*ii, -4.8898-4.9423*ii, -.49069+1.35254*ii, -38.1261+18.2078*ii, -57.4812-76.1834*ii
-.18127+1.401*ii, .836142-.238319*ii, -1.08829+.00425*ii, -1.21838-1.02464*ii, -.358033-.358858*ii, -.162282+1.18166*ii, .17164-1.09727*ii, -.399732-.633691*ii, -1.43973-.208141*ii, -.527516-.042984*ii, -1.25342+.169078*ii
-.507269-1.0833*ii, -.622739+.234976*ii, 1.26535+.054295*ii, -.848194-.667178*ii, .681254+.990021*ii, -.372931-.645781*ii, -.173633-.168573*ii, .641589+.256695*ii, -1.40554-.387366*ii, -.0325017-.194237*ii, .966303-.089039*ii
1.89121-1.97177*ii, -.099971+1.42848*ii, 1.24697-.735678*ii, .873695+.293767*ii, 1.44433+1.08152*ii, 1.25966+.334798*ii, -.290522+1.65844*ii, 1.41108-.091259*ii, .346057-.940141*ii, .64633-.438891*ii, 1.30838+.588323*ii
1.89757+4.49482*ii, -.924921-.223839*ii, -1.29948+.426743*ii, 2.74742-1.9856*ii, .550615-.5002*ii, -.607588+2.53626*ii, -.64657-2.64989*ii, -.583529+.501415*ii, 2.52403-2.37425*ii, .275587+.852437*ii, -2.86597+1.63102*ii
1.0634+.758458*ii, -.12498-.216935*ii, -1.08833+.570694*ii, -1.62115-5.68347*ii, -.730132-1.3824*ii, -.012693+.864839*ii, -.833357-2.6905*ii, -.140129-.0422038*ii, -3.06592-4.08939*ii, -.018518-.548845*ii, -.503952+1.17619*ii
-.0355127+.0463589*ii, .0869831+.339416*ii, .449016+.360333*ii, .18877+1.70403*ii, .664779+1.33387*ii, .113345+.134887*ii, .121668+.706205*ii, .085477-.0570464*ii, .316376+1.07369*ii, -.313121+.340544*ii, -.336908+.200776*ii
-18.004+33.1203*ii, 11.7463+11.0123*ii, -1.07828+.347664*ii, 3.64338-4.79765*ii, 5.10668-10.1567*ii, -26.4573+12.7504*ii, 7.92206-2.31579*ii, -4.34167-2.21754*ii, -1.11115+.885798*ii, -3.83514+9.74733*ii, -22.8065-1.83146*ii
.501467-1.90453*ii, -.403072-2.69291*ii, -.036282+1.39279*ii, -.059966+.561679*ii, .025716+.614397*ii, -.2069+.993243*ii, -1.34288-.176106*ii, 1.7873+.177545*ii, -.49453-.153527*ii, 1.17179-.156635*ii, -.214104+1.39361*ii
3.74145-.053077*ii, .172625-.0192767*ii, -.933988+.328058*ii, -.288577-.949045*ii, 1.96487+2.83534*ii, 3.01323+2.34526*ii, 1.07631+3.07966*ii, -3.14576+2.21848*ii, 5.75006+4.95503*ii, .058083-.0549406*ii, 1.08812+.744518*ii
.827738+2.31291*ii, -.342626+1.19337*ii, -3.2777-2.73697*ii, .153699-.277486*ii, -3.01546-4.25644*ii, .132906-.0220424*ii, -1.86308-4.72281*ii, .2638+.332848*ii, -.164281+2.18003*ii, 1.95376+.8885*ii, -2.5453-.942983*ii
-3.17472+.191117*ii, 5.40447-.961198*ii, .739449-.794796*ii, 1.82297+1.31815*ii, -4.01467-2.20105*ii, .032360-2.69859*ii, 2.66501+3.31827*ii, -.691234-.980511*ii, .172518+1.22187*ii, -1.064-5.05873*ii, 2.10683+6.43775*ii
-.337258+4.11006*ii, -.657481+4.15327*ii, .875693+1.02891*ii, -2.88846+5.60498*ii, .474909+1.07024*ii, 2.25207-.177534*ii, 1.5199-2.23577*ii, -.188638-.304585*ii, 1.10995-.389501*ii, -3.86337+4.29293*ii, .887932+4.86602*ii
1.31309-.487246*ii, -1.89166-.076632*ii, -.969316+.897022*ii, -.180331-.179123*ii, .67019-1.00322*ii, .336746+.728959*ii, 2.04104-.373026*ii, -2.96109-1.10109*ii, -.639031+.247531*ii, -.173318-.747286*ii, 1.2278-.419276*ii
.412339-.62986*ii, .800337+1.09615*ii, .138824+.69711*ii, 1.00003+2.09454*ii, -.581185-1.19828*ii, -1.23146+.838908*ii, -1.25378+.512859*ii, .09757+.634523*ii, -.170671-.0267233*ii, -.036342+.985065*ii, -.107302-.208469*ii
.126955+.881084*ii, .793389+.779824*ii, .2392-1.13148*ii, -.292364+.270291*ii, .379004+.782711*ii, -.353422-.563993*ii, -.46008+.33511*ii, -.309804+1.64267*ii, .838833+.471458*ii, .131333+.296809*ii, .297867+1.02819*ii
.029060+1.99715*ii, .579938-.141677*ii, 3.24344+1.98194*ii, .0282236+.0516737*ii, .969854+3.58938*ii, .123923+.0612767*ii, 1.14857+.203497*ii, 1.92225-1.34827*ii, -.457765+1.19296*ii, .2079+.0322524*ii, -.096461+.7567*ii
-5.6116+9.80982*ii, 1.79554-.189291*ii, .420661+1.08833*ii, -3.97265-.657195*ii, -18.4986+9.78561*ii, 7.8966-2.56023*ii, -7.04729-.28773*ii, -1.83102+.947368*ii, 9.67053+2.32419*ii, 1.64994+.256293*ii, 17.8038+2.34263*ii
-3.89843-1.25539*ii, -.688661+2.62666*ii, .059286+.967802*ii, -.634412-4.02775*ii, .376456-2.22588*ii, 3.95258+1.83144*ii, .715808-.619253*ii, -.594526+.887694*ii, .358918-.264614*ii, 1.18186+.486007*ii, .447879+1.12499*ii
.045936-.549227*ii, 1.69546-2.52489*ii, -.965645+.44123*ii, .303835+.294459*ii, -2.26268+.002422*ii, .395057-.288134*ii, .641253+1.16764*ii, .196561-1.13882*ii, -.0379853+.101437*ii, 1.5799+.411453*ii, .191715+.267891*ii
.496418+.486539*ii, -2.22757+.483774*ii, 2.01034-1.20076*ii, .0076133+.151405*ii, -2.31993+1.0555*ii, -.0352031+.121779*ii, .704849+2.95866*ii, .790636+.272267*ii, -.657924-.495586*ii, -2.08361-.61902*ii, 1.70533+.785669*ii
2.43414-.780695*ii, 5.58216+5.74774*ii, 1.03573+3.32738*ii, 7.79632+.325498*ii, -1.29722+5.52185*ii, -.201512-.0608314*ii, .00079838+.0300507*ii, -.0261273-.00671176*ii, -1.02727-.030618*ii, 4.19629-.524695*ii, -5.55838-6.07538*ii
.295507+2.69044*ii, .885281+.12099*ii, .506554+.673141*ii, .05265+8.87547*ii, -1.19448+7.9459*ii, 3.52734-1.44979*ii, .166055-.143681*ii, -.160985-.39838*ii, -.840561+3.67894*ii, -.232236-.21923*ii, -1.18925+3.1552*ii
-.0294364-.118097*ii, .350798-.547808*ii, -.284711+.110683*ii, 1.07469+.591815*ii, 1.97586-.680702*ii, .622213-1.14637*ii, 1.00222+.189878*ii, -.00648-1.06313*ii, 1.04788+.094903*ii, -.316322+.0378716*ii, .419581-.540742*ii
-.616479+.790185*ii, -.616017-.860786*ii, .082637-1.05636*ii, -1.39092-.108677*ii, 2.88258-.150864*ii, .432964-.780628*ii, .11147-.91648*ii, -.265805+.581999*ii, -1.58333+1.75933*ii, .454253-.444763*ii, 2.48977+.279131*ii
-1.3481-.51437*ii, .202764-1.36418*ii, -1.13543-.214298*ii, .34038-.457135*ii, -.456706-.408015*ii, -1.08067+.009276*ii, -.217888+.220178*ii, -1.14546-1.51111*ii, -1.63917+.560656*ii, .181428+.21157*ii, .432471+2.3498*ii
.002333+.663246*ii, .36108-.188853*ii, .627213-.478522*ii, -.362218-.517964*ii, -1.68884-.537047*ii, -1.02682+.285129*ii, -.161164+.751193*ii, .561328-1.58986*ii, -.766022-1.3715*ii, .0714072+.11754*ii, -.535607-.350555*ii
.082302+1.96795*ii, 1.54125+.944033*ii, .699958-3.31456*ii, 5.73777-1.9141*ii, 2.74703-.866849*ii, -.0758925-.153939*ii, .584632+.839913*ii, -.00384847-.0281129*ii, -1.61129+.498766*ii, -1.67388+5.16233*ii, -2.95426-.752389*ii
.956346+.932984*ii, -.311122+.140262*ii, 1.1792+.335244*ii, .540504+1.00159*ii, -.493194-1.61779*ii, .867736+.193183*ii, .704409+1.66657*ii, .511459-.590353*ii, 2.17514+.358957*ii, .215745+.144563*ii, -.72708+.193409*ii
-.634944-.893254*ii, .114845-2.361*ii, -1.02477-.576719*ii, -.195579-.273076*ii, .428658-1.82141*ii, -.790496+.057302*ii, -.515141+1.39788*ii, 1.23165-2.01267*ii, .268498-.670504*ii, .937944-.046408*ii, -1.55222-.710929*ii
-1.92471+1.00351*ii, .0596986-.180233*ii, -.131886-1.88792*ii, -.294722-.973267*ii, -.911891-.6911*ii, .57112-.202744*ii, -1.33083-2.14142*ii, .028046+.5953*ii, 1.62965-1.17069*ii, .194837+.0127539*ii, -.113709-.363607*ii
4.77122-4.40821*ii, 1.25396+1.51502*ii, .350191+1.50004*ii, -.377143+.555779*ii, -2.96019-1.86513*ii, -2.6256+.775454*ii, .112043-3.67276*ii, 3.15035+2.58641*ii, -.793404+3.11323*ii, .908063-.216888*ii, -5.71151+2.70185*ii
5.83394+4.01207*ii, -2.82229+3.34435*ii, -.273392+1.14643*ii, -.910437-3.17413*ii, .809163+2.7666*ii, -5.05142-.68216*ii, 4.19835-1.57735*ii, .620349-1.4135*ii, -.240953+1.47865*ii, -3.32349+1.69212*ii, -4.26507-4.97901*ii
-.707463-.567105*ii, 3.83255-.368764*ii, .279852-.476813*ii, -.73392+1.95835*ii, 2.86094-2.072*ii, 2.7483-1.11616*ii, .198756+2.12856*ii, -.960924-1.04326*ii, .183507-.71742*ii, -.5381+2.30134*ii, .438743-2.81722*ii
-2.68155+1.32441*ii, -4.53085-1.38083*ii, .954132-2.60033*ii, -.314806-.324908*ii, 5.9193-1.4195*ii, .15492-.357721*ii, -3.6548-.798095*ii, .32959+.796155*ii, .732449+1.3492*ii, .911717+4.84952*ii, -1.45559-7.12443*ii
.727348+1.94717*ii, -.198765-.280544*ii, 1.91472+1.14788*ii, -.238755-.0100999*ii, 1.82009-.42438*ii, .413376+.0553885*ii, -1.82507-3.57691*ii, -1.73808-.158463*ii, -1.44413+.8151*ii, -.0292398-.25911*ii, .515715+.243129*ii
.681378-1.33049*ii, -.014471-1.03121*ii, 1.48001+.537597*ii, 1.50656-1.55657*ii, .228707+.880824*ii, -.133651-.587888*ii, -1.22926+.044274*ii, .152097-.233074*ii, -2.0378-.160454*ii, .969293+.485409*ii, -.135973+2.10372*ii
-1.15463-1.94723*ii, -2.05549-.975707*ii, -1.12101+.1563*ii, -1.97114+.135843*ii, -1.006-.214666*ii, -.451145-1.70854*ii, .291123+1.91547*ii, .168341+.878379*ii, .374318-.425107*ii, -1.49852-.747023*ii, -1.18419+.508578*ii
1.25892-.902168*ii, -2.80323-.044284*ii, -.723487+1.17387*ii, .0365929-.396588*ii, -2.17058-.740339*ii, .126292+.804705*ii, .0828724+.0737789*ii, -1.98281+.501398*ii, .216854-.934138*ii, -.157487+.286001*ii, -.649258+2.609*ii
-7.95883+.412277*ii, 2.33316+1.69745*ii, .27987+2.68483*ii, -.040136-.135108*ii, 1.44617-12.2883*ii, 1.08044+.169905*ii, -1.93346-.963512*ii, -3.33852+7.00509*ii, -2.27191+.526072*ii, .111973+.75287*ii, -6.19371-2.62903*ii
-11.1037-.31672*ii, .37258+.0887918*ii, -1.8648+.937776*ii, -.72379-.48283*ii, 1.99032+5.12575*ii, -1.46135-2.08918*ii, -5.19299+.253865*ii, 2.72977+1.06545*ii, 12.4347-2.30406*ii, -.0059854+.255013*ii, 4.83751+.245656*ii
-2.41906-.855215*ii, .020729+2.63677*ii, .030899-.529038*ii, 1.12001-1.34437*ii, 2.62577-5.36272*ii, 8.90972+2.02177*ii, -9.20285-1.1562*ii, 2.37151+4.65171*ii, 1.32072+2.7758*ii, -1.54623+.834767*ii, -7.29177+3.53999*ii
-.305482+3.42613*ii, -.264406+.901141*ii, 1.22427+.34291*ii, .960506-.313658*ii, .65603+2.5175*ii, .939485+1.90935*ii, -1.47029-1.76898*ii, .297268+2.08494*ii, -1.28405+2.72488*ii, .490703+.0046568*ii, -2.11599-1.87759*ii
2.28566-2.38788*ii, 1.09547+2.47644*ii, -3.56715+1.19765*ii, -.537793-1.84053*ii, 4.74286-1.1611*ii, .230495-.0370613*ii, -.00545923-.00140335*ii, -.0151616+.120802*ii, .751413+.211728*ii, -.122051+.264522*ii, .298821+2.09277*ii
4.58076-.752548*ii, -.346951+.191563*ii, -1.2727+.289229*ii, -1.51348+1.24066*ii, 1.60821+.025839*ii, 2.61596+.763827*ii, -5.77714+5.01993*ii, -.786336-1.14927*ii, -2.03011+.390955*ii, .102852-.453021*ii, .629454-.524536*ii
.681864-1.14642*ii, -1.51132+.883878*ii, .192922-1.12901*ii, .354331-.177842*ii, 2.13782-.147413*ii, -.200091+.996881*ii, -1.63787+1.94836*ii, -1.57901+2.0209*ii, .199549-.521885*ii, -.760548+.426726*ii, .159699+.965114*ii
-1.76896-.16337*ii, -1.80061+1.25191*ii, -.252114-.629388*ii, 3.708+1.12779*ii, -1.70201+2.30814*ii, 2.53863+2.91375*ii, .333113-.92223*ii, .845428+.528664*ii, .9887-.519043*ii, -.07795+1.08455*ii, -1.13047+2.17235*ii
-12.0111-1.26384*ii, .71473+7.3791*ii, -.192671+.684238*ii, 11.3522-7.00028*ii, -44.5745+33.9027*ii, 21.5826-10.2695*ii, -7.83059+53.1854*ii, 1.78158+.193976*ii, 2.6586-2.44969*ii, -13.198+15.4264*ii, 19.9767+17.8672*ii
-1.37066+.807566*ii, -3.57435-.099943*ii, .163513-.686955*ii, 5.50396+.7443*ii, 4.23912+1.20275*ii, 1.72437-2.68425*ii, 5.13677-3.63351*ii, .242903-.520542*ii, .299242+.0252681*ii, -5.67458-1.67626*ii, -1.06707-.120224*ii
-.534283-3.49008*ii, 3.65493+9.14469*ii, -.066226+.458431*ii, .801296+.440844*ii, 7.71543-4.41369*ii, 6.99245+14.8975*ii, 6.34561+3.65396*ii, 14.5507+10.5864*ii, -.657031-.213468*ii, 1.31935+2.85047*ii, -.449303-6.78855*ii
1.34232-.594307*ii, -.768749-3.09126*ii, .157383-.52873*ii, .634619-1.99534*ii, -.190487-1.74929*ii, -2.62484+4.04711*ii, -.06071-1.57276*ii, -2.22192-.608806*ii, .276861-.174407*ii, -.498841+1.21824*ii, -.751974-.721774*ii
.667784-.459846*ii, -2.33963-.049602*ii, -.522005-.110253*ii, .775988+.624497*ii, 1.43422+.217393*ii, 1.49237-2.42621*ii, -1.09064+2.3176*ii, -.359928-2.83695*ii, 1.14737-.57791*ii, .331701-1.0565*ii, -2.71308+1.29518*ii
6.02995+1.88994*ii, -7.36069+17.8642*ii, .525534-.25801*ii, -5.18976+2.63258*ii, -1.56613-3.61853*ii, 6.39641+17.2913*ii, -1.03286-3.24416*ii, .363955-3.1472*ii, -.0496243+.0996001*ii, -1.78458+9.85406*ii, -1.41401-1.61962*ii
-4.13949+6.71833*ii, .130895-2.86156*ii, 1.50186-1.48701*ii, 1.65488+1.81605*ii, .45852-1.41045*ii, -1.5132-.911731*ii, -1.20469-5.8797*ii, -.689109+.205287*ii, -2.71588+.803962*ii, -3.17558+2.65294*ii, 1.94509+7.8769*ii
-.886155+.800181*ii, -2.07011+1.0311*ii, .576583-.190941*ii, 1.40314-.028943*ii, .389109-3.56374*ii, -3.22195+.3066*ii, .505998+.809379*ii, -2.29977+.171072*ii, -.287692+1.0983*ii, .060226-.741482*ii, -.536902-2.57025*ii
-.993469-2.83984*ii, 1.79967-1.10022*ii, -.714176-.796969*ii, -1.87769+2.10144*ii, 1.79407+1.32536*ii, -2.37014+1.13322*ii, -.0458983+.407536*ii, .860235+.359223*ii, -.994848-.97296*ii, -.696359-.066332*ii, -2.86087-.656461*ii
-.862493-.337448*ii, 1.43177+.420761*ii, -.016967+1.07444*ii, -.967912+1.36976*ii, -1.4628+.095494*ii, .75579+.268506*ii, 1.29217+.476633*ii, -.129305-.460397*ii, -.902612-1.07619*ii, .234142+1.24442*ii, -.839517-1.92065*ii
2.47031+1.84627*ii, -.330247+.315008*ii, .411136-.14484*ii, 1.35699-2.80714*ii, 2.41974+.163548*ii, 4.03979+15.7199*ii, -2.48138-2.42078*ii, -3.97532+3.36081*ii, .18205-6.45447*ii, -.186159+.0045343*ii, 1.97309+2.18891*ii
.174062+2.35996*ii, -1.48642-1.51685*ii, -2.63251-.005505*ii, 1.4996-1.56827*ii, -1.92643+.656675*ii, .0265406+.340427*ii, -.032915-.32694*ii, -.104939+.117268*ii, .166255-.866068*ii, -.569668+1.42471*ii, -1.56082+1.03516*ii
-2.22366+1.09438*ii, .562596+.746962*ii, -.022096+1.02004*ii, 1.74914-.889136*ii, .548178-3.38105*ii, 2.08862-1.14283*ii, .285664-2.30459*ii, 1.21282-.036855*ii, -.95361+.837495*ii, .631691+.139083*ii, -1.16207-.241139*ii
1.18932+1.02883*ii, -.8055-3.76445*ii, -1.42218+2.14864*ii, 1.47207-1.56668*ii, 2.10008-.291159*ii, -.212635+.104349*ii, -.070751+.0191588*ii, -.103105-.0388451*ii, -.645102+.376459*ii, -.78439-1.35993*ii, 1.93679+2.12521*ii
-.066312+.146787*ii, -.176154-.530952*ii, -.833146-.824577*ii, 1.62235+2.03341*ii, .951814+.050758*ii, .106323+.0493617*ii, 1.17012-.537212*ii, .0403243-.0201152*ii, -1.20891+2.97568*ii, .447797+1.42643*ii, 1.7929+.117696*ii
-2.37464+3.89409*ii, 2.28372-.60097*ii, .73089-1.22388*ii, .065023+.745097*ii, -.753195-.595359*ii, -1.13293-1.93759*ii, .390965-1.75713*ii, -2.71248+1.2838*ii, .246361+1.62949*ii, -.597609-.692157*ii, 1.5419+3.57325*ii
11.7709+.85856*ii, -.680932-.430007*ii, -2.7426+1.56211*ii, -4.32892-2.57362*ii, -.228892-1.79134*ii, .528596+1.06025*ii, -.184563+5.78872*ii, -.197804-.127324*ii, 1.55065+7.2998*ii, 1.76081-.944102*ii, 2.08308-5.63746*ii
-.569453-3.27471*ii, .266555-.377247*ii, 1.51923+.003547*ii, -.0266033+.146225*ii, -4.18906-4.34807*ii, -.253343-1.41763*ii, -4.54162-.509944*ii, -9.07916+3.38437*ii, .47442-9.86377*ii, .119104-.104749*ii, -3.59463-2.80821*ii
3.31914-.887118*ii, -.893989+.984857*ii, -1.54171+2.72219*ii, -1.14406+4.5871*ii, 6.88288-2.27342*ii, -.0966768+.33746*ii, 1.82513-2.67149*ii, .0742076+.0025678*ii, .291384+1.45678*ii, 1.01813-4.27019*ii, -1.69521-1.01537*ii
.672161+1.56015*ii, -.551065+.41424*ii, -.709874-3.55043*ii, -.0272154-.0306729*ii, -2.02142+.720002*ii, -.0015709-.129575*ii, -3.71322-1.29275*ii, 2.38905+2.06853*ii, -1.70141-2.11875*ii, .284727+.25837*ii, 1.81526+.462774*ii
1.24083+1.77319*ii, -1.36727+1.92053*ii, -.83901-.86055*ii, 1.2455-.117145*ii, .737629-2.84232*ii, 1.2054-.889844*ii, .802362+.624527*ii, 1.02593-.617956*ii, .077392-.646227*ii, 1.0201-.372757*ii, 1.13528+1.0322*ii
-.296824+1.68755*ii, -.231637-1.95818*ii, -.715109+.15133*ii, 2.62176-.933882*ii, 1.04127+2.5756*ii, -1.78744+2.66272*ii, -.284175+1.20344*ii, -.926045+.685762*ii, .678181+.496946*ii, -.461154-.911242*ii, .816018-1.44311*ii
5.26974-14.0105*ii, 6.80689-6.18712*ii, -2.47517+1.8102*ii, -1.28802-.529059*ii, -3.2857+10.0464*ii, 1.58972+.082536*ii, -10.0611+5.12998*ii, -1.07858+.37895*ii, .805698+1.36611*ii, -10.0237+10.4155*ii, 13.9366+4.314*ii
2.17893+1.51007*ii, -1.13022-.382219*ii, -.589587+.904026*ii, -.805043-.27509*ii, -2.12641+1.39121*ii, -1.94046+1.1891*ii, .271505+2.55382*ii, 1.7064-2.06016*ii, .053228-3.71479*ii, .042471+.582951*ii, -1.48002+4.17818*ii
-.928443-.984855*ii, .198333+.526815*ii, -.585856-.718762*ii, .155177-.400478*ii, .8645-.305854*ii, -.904114+1.28857*ii, .392798+.782369*ii, -3.55812-.878889*ii, .410929-1.49031*ii, -.137201-.0098411*ii, .866617-.079094*ii
-.211626-.242735*ii, .151728-1.2641*ii, .49206+.472618*ii, .333807+.54101*ii, -.574281-.877102*ii, -.539356+.43325*ii, .224932-1.4867*ii, .134494+1.07993*ii, -1.20227+.237044*ii, .723772+.189819*ii, .117228+1.55576*ii
-.187338-1.85615*ii, -1.4354+.654884*ii, -.388343-1.07856*ii, 1.22778-2.34173*ii, .424915+1.57173*ii, -.790575+1.17915*ii, -.179796-.642261*ii, -.533805-.057726*ii, .576172-1.07639*ii, -.866959-.14617*ii, -.122125+1.92237*ii
1.1938-4.45362*ii, -.434179-2.8279*ii, .98009+.291179*ii, 1.43887-2.56691*ii, -5.21878+.892478*ii, -1.36939-4.19281*ii, 1.72477-2.15432*ii, 1.01534-1.10262*ii, .208534+1.21595*ii, .360653+1.90721*ii, 3.34804-1.11765*ii
