variable ordering: ad, T, omega, theta, sintheta, d, g, L, j, Pii, Tj
1.37921e-30+2.47072e-31*ii, -7.30249-3.88*ii, 4.28891+2.16263*ii, -.504919+.90238*ii, -4.47943+.469253*ii, 4.41535e-32-4.16979e-32*ii, -2.98842e-31-8.64628e-32*ii, 3.23053e-34-5.75244e-34*ii, -1.69718+2.10665*ii, -5.76322+2.92849*ii, -1.31353+.615257*ii
-5.57103e-31-1.87975e-31*ii, -.554976+1.79013*ii, 2.52698+.173475*ii, 1.28899-2.52026*ii, -1.92584-4.98704*ii, -9.00234e-32-1.7158e-32*ii, 7.03419e-32-8.45462e-32*ii, -1.43611e-34+5.99082e-34*ii, .385434-.765747*ii, -2.10133-5.06894*ii, .123219+.755348*ii
-3.43811e-32+5.78898e-32*ii, 1.54829+1.00192*ii, 1.12156+.916482*ii, .137142-.811754*ii, -.813083-.487326*ii, 2.37767e-32+2.15581e-32*ii, -2.8548e-34-7.10269e-32*ii, 6.27174e-32+1.87151e-31*ii, .376462-.238425*ii, -1.17901+.266123*ii, -.383138-1.00964*ii
7.61523e-32-4.98339e-32*ii, .539576-.33648*ii, -.87488-.020604*ii, .292831+.112643*ii, .137966-.414243*ii, 5.13369e-32-2.1116e-33*ii, 1.63403e-31+1.29413e-31*ii, -1.20037e-34+9.52595e-35*ii, .728507+2.19637*ii, -.488036+.887723*ii, .05969+.0942739*ii
2.5875e-32+8.89258e-32*ii, 1.48653-2.12033*ii, -1.58872+.658847*ii, .76231+.006881*ii, 1.02043+.531266*ii, -1.50946e-32+2.74293e-32*ii, 5.56446e-32+5.81751e-32*ii, 1.75254e-34-1.98099e-34*ii, .367204-.360052*ii, -2.35813-.263421*ii, .0012755-.21225*ii
-5.28643e-32-1.07785e-31*ii, -.308273+.959497*ii, .176483-1.69545*ii, -1.01341+.046664*ii, 1.36805+2.00667*ii, 2.5443e-32+3.25521e-32*ii, -4.8931e-32-7.01453e-33*ii, -3.44917e-32-1.75079e-32*ii, -.167428-.0320794*ii, -1.68712-.454529*ii, .881849-.258465*ii
5.35776e-32+3.78946e-31*ii, .864992+.170071*ii, -.851264-.424744*ii, -.538824-.599657*ii, 2.76454+.923726*ii, 3.70136e-31+2.04479e-31*ii, 5.86348e-32+1.17482e-31*ii, 1.00793e-32-6.91478e-33*ii, .382114-.908572*ii, 1.04605+1.76749*ii, 1.28799+.448658*ii
-1.94936e-32+8.32731e-32*ii, -1.55552+3.88437*ii, .254433-.340407*ii, 1.50606-.001622*ii, .017462+.717443*ii, 2.15546e-32+3.57576e-32*ii, 1.1534e-31+2.99782e-32*ii, 1.42863e-32+2.37578e-32*ii, 1.2927-.718778*ii, -.114559-1.47011*ii, -.412187-2.05799*ii
1.52915e-31-4.303e-31*ii, 1.44325+.841798*ii, .630449+2.06332*ii, 1.26627-.712844*ii, .323777+1.69712*ii, -7.89096e-32+5.82946e-32*ii, -2.28056e-31-1.33611e-31*ii, 1.35827e-32+8.68206e-33*ii, .99191+2.91344*ii, 1.49193+.805833*ii, -2.52688-.476735*ii
2.28573e-31-2.32093e-31*ii, 1.42936+.958588*ii, -1.35837-.226641*ii, .625058+.627335*ii, -1.62193+2.31337*ii, 7.4262e-32-1.54876e-31*ii, -1.13707e-31-1.9084e-32*ii, 2.76191e-33-4.52114e-33*ii, -1.32831+.561409*ii, -.244875+1.93058*ii, -.835369+1.18124*ii
4.45253e-31+2.11289e-31*ii, -.436795-1.29442*ii, -2.07807+.424297*ii, -.670447-.865306*ii, -1.82387+.541289*ii, 7.26448e-32+8.20117e-32*ii, -1.92766e-31-1.73056e-31*ii, -5.38981e-32+2.83833e-32*ii, .92228-.661569*ii, -2.20969+2.70336*ii, -1.98823-3.27852*ii
5.03882e-30+9.1511e-32*ii, 2.92161+8.79985*ii, 8.85315+19.0657*ii, -5.36867+13.0421*ii, 5.87941-12.5995*ii, -7.19968e-33-8.84534e-33*ii, 1.47285e-31+3.31194e-31*ii, -1.51373e-33+8.6422e-35*ii, -3.20241-5.92523*ii, 3.05846+7.94701*ii, 7.36156+.762598*ii
-3.56144e-31+8.12599e-31*ii, -2.09229-1.76516*ii, 2.30651+.076768*ii, .585361+.642198*ii, -.99008-5.04481*ii, -5.65772e-32+1.56684e-31*ii, -1.41761e-31-9.84179e-32*ii, -2.8473e-32+3.64655e-32*ii, .756075-2.08322*ii, 1.06375-1.28537*ii, 3.66885+1.06345*ii
-1.31354e-31+1.87352e-31*ii, 1.44152-.720593*ii, .211366+2.96244*ii, 1.83934+.506267*ii, 2.61176+4.96142*ii, 1.77562e-32-1.89105e-32*ii, 1.86552e-32+3.62955e-32*ii, 1.19394e-33+4.84232e-33*ii, -4.16514-.880304*ii, -.924589+1.64787*ii, -4.16343+3.76122*ii
3.32959e-31-3.38991e-31*ii, .342416-.283295*ii, -.352265-1.33477*ii, -1.82395+1.55148*ii, -1.39673-.443267*ii, -2.39741e-31+6.8501e-32*ii, -1.46596e-31+2.89228e-31*ii, 9.83428e-34+3.41458e-33*ii, -1.47684-.143375*ii, 1.60244-1.14675*ii, -.391135+.502437*ii
5.47665e-32+7.07395e-33*ii, -.15292-1.40051*ii, .868001-.361471*ii, -1.82918+1.91279*ii, -.74735-1.75821*ii, 3.79572e-32+4.96055e-32*ii, -1.46219e-32+2.49339e-32*ii, 2.71416e-33+2.96787e-34*ii, .212713+.942334*ii, -3.34238-.184714*ii, -1.82037-.786572*ii
6.9703e-33+7.69949e-32*ii, 1.55149-.001065*ii, .987978-.512573*ii, 1.55014+.294117*ii, 1.71475+.329662*ii, -4.75724e-32+4.03892e-32*ii, 1.22447e-32+4.25474e-32*ii, 8.26534e-34-8.1237e-35*ii, .291095+1.78606*ii, -.116448-1.84503*ii, -.444737+.594441*ii
1.07749e-32+7.37511e-33*ii, 1.56705-.824548*ii, 1.00128-.088948*ii, -1.61525-1.01231*ii, -.111578-.724827*ii, -1.63322e-33+9.57347e-33*ii, -1.21748e-32+1.29913e-32*ii, 3.84669e-32-1.96564e-33*ii, 1.1987+1.67545*ii, -.0339897+.132468*ii, .449953-1.01389*ii
-1.52783e-31-5.24126e-32*ii, -2.40096-.309443*ii, -1.76391+.388687*ii, -2.76461-1.77994*ii, .507441+2.81555*ii, -3.57411e-32-3.42604e-32*ii, -2.7502e-32+4.93075e-32*ii, 4.06172e-33+1.63351e-33*ii, 1.45265+.150065*ii, 1.86829+.903209*ii, -1.41998+.174073*ii
3.8644e-31+9.1895e-32*ii, -2.09067-1.60029*ii, 1.94808+5.70879*ii, -.762587-2.46481*ii, -.0529059+.470676*ii, -6.86136e-33-8.49125e-33*ii, 1.01668e-31-8.3246e-31*ii, -7.03961e-33+3.8114e-34*ii, 2.24187-.781082*ii, 2.25352+1.55098*ii, -.976756+.676393*ii
-3.97544e-31-1.30484e-30*ii, 2.26846-1.1233*ii, -2.88133-5.06139*ii, -.974707-3.42844*ii, 2.16065+4.67997*ii, -2.70956e-32+2.97157e-32*ii, -2.62155e-31-3.6086e-32*ii, 7.93968e-33+4.91262e-33*ii, -.00133+.567619*ii, 6.56486-.789295*ii, 1.4454+.222452*ii
3.00017e-32+5.57927e-32*ii, -.378044-1.949*ii, -.4741+.370872*ii, -.178548-.0498992*ii, -.645476-1.05119*ii, -2.16541e-31+3.70101e-32*ii, -5.12699e-32-2.94118e-33*ii, 3.63366e-34-2.11631e-33*ii, .887634+.467609*ii, 1.13507+.743412*ii, .086916-.507643*ii
-1.12396e-31+5.93939e-32*ii, -1.26212-1.66665*ii, -.018057-1.99256*ii, -1.45111-.046780*ii, 1.5544-1.39537*ii, 2.85733e-32-1.44429e-32*ii, -5.90353e-32-1.47853e-32*ii, 7.75294e-33-2.13058e-32*ii, -.568277+1.53922*ii, 1.21602+.453789*ii, 2.59281-.059012*ii
3.90989e-32-8.22991e-32*ii, -.720647-1.02374*ii, .380544+.0463554*ii, -.992509+1.87701*ii, .539591+.026960*ii, -1.28688e-32+8.03803e-33*ii, 6.46782e-32-1.55753e-31*ii, 6.17977e-33+3.58833e-33*ii, -.2671-1.2751*ii, 1.64586+.25647*ii, .671832-.67592*ii
-3.88938e-61-1.16682e-61*ii, 6.71029+5.99836*ii, -.061422+3.84746*ii, 2.53689-2.24456*ii, -4.0713-3.59117*ii, 4.86173e-62-2.2364e-61*ii, 1.04527e-61-8.75112e-62*ii, 8.75112e-62-4.37556e-62*ii, 1.29158-.332192*ii, .0187509+.142612*ii, -3.54538-7.16038*ii
1.20029e-31-1.039e-33*ii, .776471+.830833*ii, 1.61282-1.0998*ii, 1.0615+.39565*ii, -.951598-.948891*ii, 1.17563e-32+2.92228e-32*ii, -6.2701e-32+6.36145e-32*ii, -2.43797e-32+9.30259e-33*ii, -.907571-.048186*ii, -.598631+.875397*ii, .688358-.541364*ii
5.30658e-33+6.72541e-32*ii, -.60787+.531157*ii, -1.28538-2.29282*ii, -.253912+.972286*ii, .423711-.317271*ii, 7.90338e-33-5.73384e-33*ii, -6.81295e-32+1.07711e-31*ii, -5.9352e-33+2.09445e-32*ii, .319087-1.75892*ii, .615072+.839224*ii, 1.26852-.862144*ii
-7.51215e-32-7.67165e-32*ii, -1.09741-.923169*ii, -3.95755-.10022*ii, 1.51198+.851536*ii, -.220581-.40833*ii, -5.03491e-33-4.64617e-33*ii, 2.2237e-31-6.38479e-32*ii, 1.36068e-32+2.95811e-32*ii, 1.04699-.149701*ii, -4.39575-.892507*ii, -2.55435-2.46665*ii
1.21175e-30+1.2976e-30*ii, 5.04922-1.93429*ii, -3.92129-.95213*ii, -2.02853-1.79968*ii, 2.08875-3.35305*ii, 1.02676e-31+3.66897e-32*ii, -1.16614e-31+4.34032e-31*ii, -1.98422e-32+2.41548e-32*ii, -2.37714-2.66532*ii, -3.50664+.587261*ii, 4.20993+5.18868*ii
-1.21543e-63, -1.88427+.263348*ii, -.562359+.50506*ii, -.736141-.023484*ii, 2.38756+2.30478*ii, 4.74778e-65-4.93591e-66*ii, 1.82315e-63+1.21543e-63*ii, -1.89911e-65+1.66172e-65*ii, -3.22922+1.72931*ii, -3.15971-1.18459*ii, .666042+.780375*ii
-2.73691e-48-2.73691e-48*ii, 1.11917+.355715*ii, .569945-.82797*ii, -1.30166-.437801*ii, .914488-.579585*ii, -4.78959e-48*ii, -6.84228e-48-1.09476e-47*ii, 3.42114e-49+4.96065e-48*ii, -.508297+1.08001*ii, .708347-1.30006*ii, -1.10978+.003597*ii
-2.91704e-62+9.72346e-63*ii, -3.99283-1.06568*ii, -1.28015+1.91158*ii, -1.84994+.270041*ii, -2.42361-1.38578*ii, 2.67395e-62-3.16012e-62*ii, 7.2926e-63-2.43087e-63*ii, -1.82315e-62+1.94469e-62*ii, -.901541-1.05294*ii, .382748-.41012*ii, .128478+4.31492*ii
1.03151e-30+2.2329e-32*ii, -2.35071-4.12677*ii, 5.91868+3.71874*ii, -.793954+5.63483*ii, -.504754+3.02393*ii, 9.57273e-33-1.88221e-32*ii, -4.82116e-32-3.33068e-31*ii, -5.95323e-32+5.4927e-32*ii, -2.10668-2.7739*ii, .457281+2.30856*ii, 2.82968+7.50857*ii
-1.51439e-31+1.81104e-32*ii, -.899901-.97244*ii, 2.14162+1.98249*ii, .229063+1.30002*ii, 1.13047+3.18939*ii, 7.4996e-34+1.78922e-32*ii, -9.90691e-33+4.39706e-32*ii, 2.1268e-32+2.00123e-33*ii, .770971+.337514*ii, -.173823+.274804*ii, -.364457-.833982*ii
-4.31467e-32+5.51111e-32*ii, .286826-2.26665*ii, -1.94015-.763597*ii, 2.07093-.120056*ii, 3.3619-2.92956*ii, 1.37786e-33+1.60412e-32*ii, -1.54142e-32+2.96092e-33*ii, 5.4129e-35+1.00351e-33*ii, 1.53807+.833009*ii, 2.31668-2.26815*ii, 1.55681-2.40286*ii
-6.84686e-32-6.40066e-32*ii, -1.0439-.087839*ii, .620711+1.47052*ii, -.439435-.293528*ii, -.0661092+.235587*ii, 7.4449e-34+3.67813e-32*ii, -1.76255e-31+3.40089e-31*ii, -1.24631e-31-6.56188e-32*ii, -.982574+.391145*ii, .13344+.852661*ii, -.278066+1.06871*ii
1.45027e-31-9.6326e-33*ii, -.650001-1.16327*ii, .351838-1.36318*ii, -.462118+.628155*ii, 2.47695-.130467*ii, -6.16782e-32+3.96642e-32*ii, 5.85929e-32-8.0268e-34*ii, 4.17583e-32+4.50277e-32*ii, .0468327-.325471*ii, -.39605-.87617*ii, -1.00894-.437844*ii
1.17202e-31+2.64583e-32*ii, 1.23987-.955309*ii, 1.12835-1.86278*ii, -.749283+3.85434*ii, 2.133+1.77189*ii, -1.63882e-32+1.93162e-32*ii, 3.86085e-32-1.9668e-32*ii, -3.95745e-33-1.53472e-33*ii, -.056123-5.85892*ii, .679758+.087560*ii, 2.15211+1.28735*ii
-1.5314e-32+5.36166e-32*ii, 1.36-.861709*ii, .547513-.365451*ii, -.385842+.83999*ii, -.426122+.395455*ii, 2.46815e-32+2.13546e-31*ii, 8.20458e-32-4.96835e-32*ii, 9.30329e-32-5.92197e-32*ii, -.850412+1.324*ii, .40506+.318171*ii, 1.63177-.586779*ii
1.6424e-31+7.12416e-32*ii, -.327268+.225343*ii, .960022+.209102*ii, -.110652-.561826*ii, -1.69701-.613435*ii, 1.85413e-31-3.644e-33*ii, -9.90191e-32-6.1872e-33*ii, -7.34522e-33+3.92021e-33*ii, -1.05387+1.0523*ii, .414388+.921869*ii, .658785+.382477*ii
1.8669e-60*ii, .279229-.559111*ii, .458011-1.73705*ii, -.793993+.362445*ii, -1.85954-.563189*ii, -1.55575e-60-1.16682e-60*ii, 2.3832e-61+6.22302e-61*ii, 1.63354e-60+2.02248e-60*ii, .0230662-.22855*ii, .3874-.252887*ii, 1.65133+1.5888*ii
1.16223e-31-4.17659e-32*ii, 2.18321-.598158*ii, .570283+.067642*ii, -.348611+2.79215*ii, -.375435-.283566*ii, 3.8470e-33+1.14096e-31*ii, -1.43616e-31+2.19719e-31*ii, 4.00665e-32-6.38026e-33*ii, .275082+1.5447*ii, -.308618+.776382*ii, .42593-.743451*ii
-8.33078e-31+6.75037e-31*ii, -.628126+1.04386*ii, .917152+2.43228*ii, -2.9392-2.65659*ii, 1.07322-.502662*ii, 1.58554e-31+6.3762e-33*ii, -8.7819e-31+2.17667e-31*ii, 9.12896e-33+4.67029e-33*ii, 1.2287-1.74526*ii, -.013159+.933614*ii, -.366128+.237093*ii
-4.63099e-31+2.5637e-31*ii, 2.12286+.900489*ii, 2.01131+.705259*ii, 1.27244-1.24142*ii, 1.14729-1.79567*ii, -4.43749e-32+1.0774e-31*ii, -2.18394e-31-1.18361e-31*ii, -3.6653e-32+8.44317e-33*ii, -1.68924+1.45763*ii, -.373808+.526104*ii, .669921+.832472*ii
4.99222e-31+4.41131e-31*ii, -3.75055-.634937*ii, -.582472+2.70915*ii, -1.93817-3.11601*ii, .122758-.738571*ii, -8.28799e-32-2.56509e-32*ii, -4.71893e-31+7.54364e-31*ii, -7.7506e-33+6.28696e-33*ii, 6.36001+1.65346*ii, -.842883-2.76244*ii, -.493409+3.97996*ii
-5.09789e-56-3.56853e-56*ii, -.333393-.149088*ii, 2.29163+2.0624*ii, 3.91304-1.48641*ii, 1.18904-.171936*ii, -1.91171e-57+1.40192e-56*ii, -5.09789e-56-4.5881e-56*ii, -2.54895e-57+5.73513e-57*ii, -3.16102-.035875*ii, -.672229+.537331*ii, 3.76215+1.29109*ii
2.87935e-31+3.92285e-31*ii, -2.87173+.49155*ii, -.685124+.306227*ii, -2.71544-.872535*ii, .083564+.762583*ii, 3.6913e-31-1.15605e-31*ii, 5.49196e-31-3.17398e-31*ii, -1.06067e-32+2.11318e-31*ii, -.475146+.987188*ii, -.381083-2.07018*ii, .610408+2.58644*ii
8.66136e-32-1.03124e-31*ii, 2.44346+.156476*ii, 1.30456+2.72897*ii, -1.57009+1.95046*ii, -2.50842-.935433*ii, -1.47167e-32-2.8934e-34*ii, -1.68542e-32+4.73963e-32*ii, 3.34902e-34-9.06943e-35*ii, -1.74367-.544669*ii, -7.03063+.372854*ii, -1.42459+1.58509*ii
-8.46392e-32-8.71573e-32*ii, .626548+.224379*ii, -.0473331-.066858*ii, -.134689-.0702122*ii, 1.65582+.703978*ii, -2.9146e-31+1.80773e-31*ii, -6.22441e-32-2.61737e-32*ii, -5.36641e-33-9.73677e-33*ii, .014272-1.1072*ii, 1.68942-.3829*ii, .192867-1.54091*ii
1.94005e-31+1.32975e-31*ii, 1.53607-.665591*ii, .279665-.426256*ii, .47692-.086217*ii, 1.02484-.104486*ii, 1.22855e-33-7.85003e-34*ii, 1.74263e-31+1.47519e-31*ii, 2.78264e-33-1.14294e-33*ii, -2.8333+1.14202*ii, 2.93041-1.23558*ii, .534317-2.15984*ii
-3.30598e-61-9.72346e-61*ii, .34683-1.41211*ii, .341373-.836856*ii, .254496+.0969574*ii, -.118831+1.37005*ii, 5.44514e-61+3.88938e-62*ii, -7.00089e-61+3.01427e-61*ii, -5.44514e-61+3.11151e-61*ii, .291295-.351581*ii, -2.0341+1.02011*ii, .981595-1.0198*ii
5.69264e-31+3.00862e-31*ii, 2.30597+2.39433*ii, 2.34721-1.80259*ii, -.713761-2.45071*ii, 5.25496-1.20666*ii, -1.64158e-32+7.16563e-32*ii, 9.04151e-32+7.80144e-32*ii, 5.61567e-33+5.0518e-33*ii, -1.10767+1.57563*ii, .074181+3.09558*ii, 2.47143+1.68761*ii
-1.2445e-31-7.86644e-32*ii, 3.09003+2.00447*ii, 2.88321+4.45187*ii, 1.76669+1.46817*ii, 3.24236+.172983*ii, -7.42304e-34+5.18052e-33*ii, -3.95643e-32-2.21507e-32*ii, -2.60636e-35+3.97532e-35*ii, -.433587+3.32339*ii, -1.90704-1.17097*ii, -.0705321-.413148*ii
7.9441e-32+9.09652e-31*ii, -1.02388-1.87458*ii, -2.32821+.479457*ii, -.367639-4.5798*ii, 1.70489-3.69029*ii, -5.06925e-32+1.53443e-31*ii, -1.94945e-31+1.1159e-31*ii, 8.37938e-32-9.75191e-32*ii, -.086737-4.17279*ii, -.28695+.711301*ii, .922759-4.74344*ii
-2.07578e-31-3.39657e-31*ii, 1.33303-1.02973*ii, -1.49189-.639468*ii, 1.09874-1.8745*ii, -2.14105+4.47434*ii, -1.47694e-31-3.18422e-32*ii, -4.37049e-32+6.73064e-32*ii, 1.44445e-33+2.6963e-33*ii, 3.63749-1.03498*ii, -.994807+.123375*ii, -.800676+1.00539*ii
5.52902e-32+8.3845e-33*ii, .123907-3.61872*ii, 1.00237-1.96417*ii, 1.24539+1.9955*ii, -.482699+.0181234*ii, -8.0678e-33+8.19556e-33*ii, -1.13731e-31-2.16402e-32*ii, -8.82455e-33+3.53015e-32*ii, -1.1983+1.05333*ii, -.778683+.37529*ii, -.538156-1.44574*ii
-1.70052e-32+2.50736e-32*ii, .326366+.77044*ii, 1.34363-1.22135*ii, .444175+.642469*ii, .203721+1.25107*ii, -8.06103e-33-4.41083e-33*ii, 1.73678e-32+1.64206e-32*ii, 1.054e-32+1.56545e-32*ii, -.948473-.197579*ii, .626122+.089461*ii, .974565+.480087*ii
-7.13244e-32+5.78279e-33*ii, -2.25483+1.30066*ii, 1.40175+1.56003*ii, -.942064-.15802*ii, 2.47364-.968344*ii, 3.03542e-33+1.59828e-32*ii, -2.57958e-32-7.76039e-33*ii, 1.05164e-33+2.43186e-33*ii, .234655+.782989*ii, 1.36131+.228554*ii, -.324516-.487706*ii
-1.23869e-31+9.40341e-32*ii, 1.12758+1.69084*ii, 1.89741-.144429*ii, 5.3077+1.96036*ii, -.561727+1.94022*ii, -3.77447e-32+2.04919e-32*ii, 6.17715e-32+4.59587e-32*ii, 5.57719e-33+1.13875e-32*ii, 2.12743+.407965*ii, .048454+.916277*ii, .243944-1.47434*ii
9.32145e-31+4.15344e-31*ii, 9.46088-6.62186*ii, -6.69616+4.55844*ii, 7.87592+5.20509*ii, 5.35896+8.31514*ii, -6.8035e-34+1.55371e-32*ii, 8.63374e-32-5.64593e-32*ii, 2.06481e-33+2.70069e-33*ii, -4.3266+4.14427*ii, 4.49116-2.357*ii, 9.66664-5.26312*ii
-4.86173e-62-1.94469e-62*ii, -1.56082+1.32759*ii, -.724407-1.05727*ii, -.190942+1.31051*ii, .356882-1.31013*ii, 4.86173e-63+4.37556e-62*ii, -1.94469e-62-3.16012e-62*ii, -6.32025e-62, .290403+1.12676*ii, -.33646+1.13821*ii, -3.04569+1.7391*ii
3.42266e-60+1.35351e-59*ii, 1.18689-1.55167*ii, .810162-1.08666*ii, -5.24282-.727976*ii, -2.89293-3.20176*ii, -1.43129e-59+1.55575e-60*ii, -3.55393e-60-1.12792e-60*ii, 2.95593e-60-1.2835e-60*ii, -1.64765-1.39637*ii, -.254701-1.00598*ii, -4.03292-3.06366*ii
3.75925e-31-4.15783e-31*ii, -1.441+1.14634*ii, -.667153-1.45178*ii, .905976+1.22458*ii, -.272595+1.0322*ii, -2.19506e-31-5.6692e-33*ii, -4.66461e-31-2.4101e-31*ii, -1.84202e-32+2.90735e-32*ii, 1.26539+1.6266*ii, -.602807+1.23391*ii, -.84309+1.17446*ii
-3.13426e-31+1.21311e-31*ii, -1.013-2.27609*ii, 1.37852-.383324*ii, .61715+.196161*ii, -.429744+1.82657*ii, -1.61708e-31-2.82818e-32*ii, 1.01185e-31+1.47786e-31*ii, 3.57129e-32+8.2701e-32*ii, -.283029-.990698*ii, 1.64257+.501053*ii, -.285207+2.48738*ii
2.92065e-31-1.36889e-31*ii, -3.77038-.942218*ii, 1.82704-.450487*ii, .0194389+.391125*ii, -.138069-1.08588*ii, 9.09976e-32+4.11572e-33*ii, 9.04025e-32+2.80461e-31*ii, 7.1996e-34-7.95174e-32*ii, -.799566+.004663*ii, -1.80129-1.52785*ii, 1.48099-1.28004*ii
