variable ordering: c0, c2, dp, r, Rad, u, L, mu, delP
2.68262-.68116*ii, 1.2675-.435863*ii, -.942101-.465698*ii, .711875-1.33983*ii, -.059294+1.43577*ii, 2.36022-.568809*ii, -.694196+1.15219*ii, -.191152+.0966547*ii, -1.19058+.762197*ii
-2.01544+1.13939*ii, -.411195+.42591*ii, 5.89837+2.55989*ii, -2.39469-2.94328*ii, .284211-1.95703*ii, -.897189-4.00653*ii, .1637-.762623*ii, -5.21551-3.40347*ii, -2.9178+4.07918*ii
-.0076327+.354936*ii, -.0281454+.322112*ii, -.361021+.148667*ii, -.671678+.267987*ii, .034392+1.04728*ii, .547855-.156147*ii, .012522+1.46455*ii, -.25188+.106324*ii, .222251+.526872*ii
-.621276+.246717*ii, -1.91893+.307352*ii, .038834+1.87796*ii, .033966-1.42336*ii, .06415+.582973*ii, .365299-.264106*ii, -.577861-1.43538*ii, 1.20142-1.40948*ii, -2.67315+1.14094*ii
-.238334+.250116*ii, 1.94338+.644307*ii, .755927+.337223*ii, -2.34297-.69002*ii, .346982-.21988*ii, .182911-.528751*ii, -1.92174+.841375*ii, -1.46868+1.79024*ii, 1.73643+.012038*ii
-.179524-1.55755*ii, 1.17872+.516898*ii, -.69438+1.25528*ii, -.47204+.310665*ii, -.957051-.549734*ii, -.189169-.625251*ii, .660197+.910185*ii, -.356522+.732448*ii, 1.60096-.196717*ii
6.52918-2.20141*ii, 4.58975+.519005*ii, -.716317+3.57367*ii, .705886+3.59332*ii, -.265224-1.19222*ii, -3.20402+.27315*ii, -.854963+1.50824*ii, .349068+3.51757*ii, 4.77752+4.13573*ii
-2.2687-31.899*ii, -5.45556+14.4171*ii, 30.9157-43.6569*ii, 5.64464-5.71594*ii, 1.40676-.309235*ii, -4.07665+27.1488*ii, -.160181+.902079*ii, -13.3824+29.5582*ii, -34.4298-34.8814*ii
.213037+.377686*ii, -.885655+2.19897*ii, .584083-.36346*ii, -1.17682+1.96929*ii, -.185347-.385439*ii, .831023+.485059*ii, .538135-.694031*ii, -.996707-.023466*ii, -.062063+.600962*ii
6.35697+40.0425*ii, .002756-1.40706*ii, 16.4674-23.6828*ii, -5.40207+10.4994*ii, -5.35088+.427371*ii, -34.4397+3.22235*ii, -1.14083+1.07804*ii, 33.4874-2.88702*ii, -6.74443-44.7707*ii
.447854+.344152*ii, -.664927+.260914*ii, -.835445-2.48909*ii, .268913+.434319*ii, .774084+.437644*ii, -.0034708+.39096*ii, -.423565+.382499*ii, 1.11327+.427463*ii, -1.30594-.734736*ii
-29.3509+1.13884*ii, 16.2562-14.7683*ii, -10.3382+28.4565*ii, 9.59863+4.95483*ii, 1.0866+.395838*ii, 16.6082+3.77516*ii, .602696-.50575*ii, -47.3002+25.2231*ii, -8.1611-22.3791*ii
13.1663-1.31417*ii, -1.19298+3.1105*ii, .891777-.58451*ii, 5.10639-7.43419*ii, 1.69637+1.04599*ii, -9.00211-4.12202*ii, -10.2154+.81541*ii, 2.35623+.452161*ii, 8.63321-6.69815*ii
9.21538-10.994*ii, 4.95861+.986*ii, 8.10157-.18556*ii, 1.50483+3.79685*ii, -.85843-1.44934*ii, -7.67777+.755021*ii, -1.27843+.1235*ii, 3.14091-2.23067*ii, 10.3343-1.23777*ii
2.50235-2.48798*ii, -.215346+1.20703*ii, -.569393+1.22687*ii, -2.17106+1.05151*ii, -1.61773-.510835*ii, 1.0388-.172792*ii, .35959+.209444*ii, 1.47763+1.52748*ii, .461708-.321914*ii
40.8287+48.2852*ii, 13.2159+8.13301*ii, 8.38712-26.5378*ii, -17.2644+3.64454*ii, -.318828+1.99329*ii, .69971+54.3699*ii, .60135+1.22518*ii, -41.8801+3.71701*ii, -37.5572+5.68279*ii
-.562529+1.05839*ii, -.824634-1.27492*ii, -.440676-2.0094*ii, -.375843-1.88763*ii, -.76599-.450174*ii, -.893667+.688271*ii, .841867+.45723*ii, .455216-1.78859*ii, -.547768+1.89314*ii
-.383719+.101727*ii, .195579+.0148221*ii, -.559902+.678039*ii, -.335252-1.3009*ii, -1.40277+.237032*ii, -.589592-.466034*ii, .558187+1.233*ii, .445244+1.07164*ii, 1.14855+.311886*ii
-2.02823-.968287*ii, -7.29184+.370038*ii, -4.47662-7.98408*ii, -4.09297-2.0344*ii, .13622-.537839*ii, 5.83888+6.55452*ii, .584466+.997276*ii, -2.44377-5.22495*ii, -5.34591+9.13085*ii
-2.58248+.697647*ii, 2.42155-1.33971*ii, .36883-.0051314*ii, -1.43922-1.8919*ii, .976009+.118422*ii, .35745+.594876*ii, -.563775-.812907*ii, .455862+.657063*ii, .212108+.296932*ii
.412238+.156054*ii, -.118443+.33146*ii, -.664568-1.07067*ii, -.313043+.185514*ii, -.783864-.79865*ii, .0399699+.345671*ii, .0634651-.0064165*ii, .47281+1.19589*ii, .0490468+.063686*ii
-.70398+1.15912*ii, -.13709-1.55519*ii, -2.16624+.67652*ii, 2.58751-1.17757*ii, -.885618-.290402*ii, -2.71155-.967769*ii, .291781-.211257*ii, -.058923-1.65836*ii, .489148-.65503*ii
2.83093-.567441*ii, .74062-.226996*ii, -1.01171-.629228*ii, .134869+1.02116*ii, -.096088+1.92822*ii, -.245943+1.3576*ii, .45529-.117247*ii, -.35489+.502242*ii, .534394+.167862*ii
-3.47335+.117562*ii, -.882093+1.53618*ii, 1.51402-1.58582*ii, -.797334+3.08307*ii, -.68116+1.22389*ii, -1.65167-.988608*ii, 1.20175+1.90479*ii, 1.46394-2.06251*ii, -4.84011-.978138*ii
-5.34117+4.75207*ii, -6.64203-4.70225*ii, -2.62715+9.02361*ii, -6.87831-1.70299*ii, -.583188-.733741*ii, 3.03233-8.31464*ii, -.13565-.166803*ii, -12.7663-5.43047*ii, -1.86153+.785835*ii
-.427085+.530855*ii, -.837341+.50557*ii, -.121684+.647967*ii, -1.40663+.520555*ii, -.145356-.821847*ii, -.329447+.324111*ii, .932615-.812407*ii, .358603-1.02206*ii, -.412928-.703161*ii
.535501-.253504*ii, .730542+.227836*ii, -.166487+.260442*ii, .580851-1.74601*ii, -.320012-.819646*ii, -.551753+.381342*ii, .492993+.0758935*ii, -.357162-.182898*ii, .101843-.115761*ii
.724343-.63858*ii, .0324471+.303149*ii, .222081+.830845*ii, -.382961+2.25835*ii, 1.58067+.817767*ii, -.502065+1.08182*ii, -.679425-.966514*ii, -1.49667+.19656*ii, -.652136+.779142*ii
1.04841+.169686*ii, -2.7189-.424922*ii, -.140844-.0870154*ii, 2.58986-.039036*ii, .621233+.001686*ii, -1.1287+.028353*ii, .158274+1.51462*ii, .207147+.125933*ii, -.109503+.227098*ii
-.647154-.391802*ii, .198547+.211903*ii, -.279102-.846425*ii, -.460068-1.50348*ii, -1.599+.220059*ii, .89593+1.78055*ii, 1.06993-.050738*ii, .559636-.162499*ii, .341566+.891454*ii
.418492-.829572*ii, 1.89039+.21518*ii, -.931415+2.13837*ii, 1.33254-1.12721*ii, -.399454-.573408*ii, -2.13692-.276937*ii, -.686262+.175926*ii, -.886488-.454829*ii, -.262999+1.63134*ii
1.35621+2.41661*ii, -1.3827+.718042*ii, -.507217-1.55202*ii, -.328101+1.26724*ii, .958205+.927621*ii, -.909357-1.50539*ii, -.3048+1.00014*ii, -.225744-.697758*ii, -1.70684+.034232*ii
-14.0117-5.93577*ii, 4.73896-1.88135*ii, -1.93362-1.83014*ii, -11.9177+11.5603*ii, 1.5983+.655701*ii, 10.4806-5.29644*ii, 7.29655+.07363*ii, -15.6045+5.21141*ii, 13.974+13.4961*ii
.194002-.912795*ii, .768289+1.10464*ii, .0580082-.328255*ii, -.337997+2.03689*ii, -.764242-.330859*ii, -.583054+.518461*ii, 2.15555+.328216*ii, .524507-.147488*ii, -.232778+.688529*ii
-1.29097+.000155*ii, -.501143-.732357*ii, -.713853-.195897*ii, -2.90266-1.60943*ii, .562746+1.06681*ii, 1.40702+.003550*ii, -.948706+.66705*ii, -.588118-1.32143*ii, -.807909+.290327*ii
-.239388+1.35603*ii, .207605-.0080202*ii, 2.41918-1.44954*ii, -1.94221+2.18059*ii, -2.0039+1.61625*ii, -.676081-.234487*ii, .0029355+.315627*ii, 3.19131-.514615*ii, -.464617-.759305*ii
1.68693-.287273*ii, -.430304+2.01784*ii, 1.50098+.762076*ii, .346844-1.34594*ii, -.753688-.511222*ii, -.822743-.892135*ii, -2.14736+.428402*ii, .892125+.324418*ii, 3.54962+.993431*ii
-1.55453+.386484*ii, -1.3643+2.05557*ii, .826362+.355427*ii, -.143426+.800322*ii, .29182-.751079*ii, -.00237823-.0187421*ii, 2.66133-.91169*ii, -1.27349-2.85271*ii, -2.52326-.192521*ii
1.91879+2.51545*ii, -.48342-1.09994*ii, -3.6064+1.67498*ii, 2.51319-.380218*ii, -1.61128+.192293*ii, .667301-3.53512*ii, .410835+.462856*ii, -.916184-.635938*ii, 2.25691+.981105*ii
-5.87123+7.74192*ii, 5.45429+3.1145*ii, 16.0518+4.38584*ii, 4.75644+1.25285*ii, -.934753+.820501*ii, 5.91266+5.23474*ii, .549189+.253278*ii, 13.5712+1.55969*ii, -7.70465-6.47423*ii
-.044663-.687326*ii, -.0894971-.251264*ii, -.166173+.257252*ii, -.584325-.47011*ii, -.222081+1.59154*ii, .971158+.373078*ii, -.411954-1.18936*ii, -.134811+.174521*ii, -.374421-.0916635*ii
-2.23116+1.30048*ii, .686761+.154834*ii, -.397527-.265618*ii, 3.03598-.278311*ii, 1.78237-.701052*ii, .732801-.043647*ii, .585318+1.20757*ii, -.798199-.772612*ii, -.088071+.63551*ii
2.46798+1.66227*ii, -.271153+.188962*ii, 1.37919+1.41809*ii, -2.77033-1.45358*ii, -2.47529-1.69593*ii, .321781+.320483*ii, .0217287-.187397*ii, 2.67028-.254917*ii, -.295714+.227643*ii
.835664+.51747*ii, .852641+1.02648*ii, .518422-.011729*ii, .38667+.396929*ii, .138092+.847063*ii, -.160741+.0243415*ii, .53714+.910318*ii, -.557217-.134775*ii, -.289143-.465628*ii
-20.1801+15.5418*ii, -.0590912+.0725298*ii, .95466+8.31873*ii, 8.71057-20.8333*ii, -1.9005+16.3906*ii, 10.3643+13.4788*ii, .35339-.296813*ii, 9.42109-39.5662*ii, -2.80647-2.6564*ii
2.98688+2.82127*ii, -1.26686+2.2965*ii, -.347314-.0804706*ii, 3.88757+4.30367*ii, -.766402-.989528*ii, .993085+1.14707*ii, -1.22665+.930307*ii, -1.00549-1.69534*ii, -.500895+.224399*ii
.501313+1.9378*ii, -1.25904+.396264*ii, 2.30599+.103531*ii, -1.48329-2.67811*ii, -.847931-.893003*ii, -1.03958-1.79722*ii, -.134617+.365582*ii, -.81062-2.20692*ii, .348274-.829091*ii
-1.128-20.4992*ii, 4.13118+7.99136*ii, .65082-12.5596*ii, 7.25889+9.87877*ii, -1.47715-.316504*ii, 17.9834+4.15964*ii, -1.31091-.791517*ii, 26.4396+3.80201*ii, 10.7943-15.9494*ii
-.139731-.207509*ii, .670675-1.46391*ii, -.754055+1.8859*ii, -.133913-.187272*ii, .192804+.343786*ii, -1.69507-.802761*ii, -.861564-.044353*ii, -.0240202-.0164*ii, -.733312+1.59138*ii
.349563-1.57232*ii, -.11399+1.02415*ii, -.351621+.0231343*ii, -.171805+.852956*ii, 1.24841+.067429*ii, .10646-.0341333*ii, -.444572+2.60349*ii, 1.69597+.813591*ii, -.096091+.925727*ii
.607119+.389072*ii, 1.20403-.133517*ii, -1.46201+.260391*ii, .136968+1.0897*ii, -.257422+.72731*ii, -.535721+.019888*ii, -.660081-.255632*ii, -.442065+.551153*ii, -1.03161-.201857*ii
.370375+.438048*ii, 1.61224+1.07392*ii, -.0752053-.012732*ii, -.382124-1.10562*ii, -.076286+.538799*ii, -.944422-.131661*ii, -.414499-.94379*ii, -.0171673+.0188703*ii, -.0191562-.0762553*ii
-10.2885+6.77839*ii, .15828+.67793*ii, -1.58797+19.3408*ii, -11.1834+5.33395*ii, 2.40586-3.45106*ii, 31.0533+9.92472*ii, .701416+.287269*ii, 19.1882+11.953*ii, 6.66985-13.1098*ii
-.136742-.835092*ii, -.595726+2.27783*ii, -2.93173+.485512*ii, .365288-1.42151*ii, .586457-.124419*ii, .558843+1.28798*ii, -.110804-.81206*ii, .776775-1.06703*ii, -.719112-2.32694*ii
-1.67663-.810608*ii, -1.13685+1.55116*ii, -.731868+.144583*ii, 2.53427-1.23778*ii, -.629668+.756224*ii, .222031-.658984*ii, -.605451+.700019*ii, -2.00221-.489438*ii, -.3419+.59986*ii
-1.00607+17.0917*ii, 4.20242-20.5419*ii, 13.28-19.3467*ii, -1.94261-9.48691*ii, -.901333+.064555*ii, 16.7387+4.19219*ii, -.210863+1.03879*ii, 1.53133+33.5658*ii, -17.2969-17.8747*ii
3.26283-21.0846*ii, 32.1414-12.3359*ii, 7.28605+6.71438*ii, -10.9388-1.45574*ii, .394841+.681049*ii, -23.2713+7.0041*ii, .220507-.515792*ii, -3.51641-12.5051*ii, -5.06985+2.27752*ii
2.36396-.251762*ii, .158361-.151485*ii, -2.63257+2.85869*ii, -.113197-1.87658*ii, -1.06278+3.11746*ii, .735411-4.60753*ii, -.390321+.13083*ii, -.06527-1.86859*ii, -.653547+1.46022*ii
25.4827+4.63521*ii, 17.8539+4.03467*ii, -26.572-17.6491*ii, -19.5277-4.08878*ii, -.025169-1.18928*ii, -49.4306-5.67975*ii, -.843853-.062585*ii, 42.4595+51.6928*ii, -21.3183-16.5563*ii
.053403+2.53384*ii, .537317+1.77835*ii, .338779+2.24601*ii, -2.08825+1.18029*ii, -.158562+1.15719*ii, 1.23444-1.95558*ii, -1.07564-.022537*ii, -.062568+1.60308*ii, .313786+2.42353*ii
.166209-.571399*ii, -.748039-.922825*ii, -3.26007-.461831*ii, -.593065+.41413*ii, -.328164+.627096*ii, -.614729+.796721*ii, -.0845912+.377643*ii, .257632+.30897*ii, -.45018+1.19208*ii
.406117-1.68806*ii, -.15112+.312771*ii, .279016+.81747*ii, 1.65621+.629851*ii, 2.22289-.238754*ii, 1.08028+.720613*ii, -1.16426-1.42903*ii, -.675333+.169693*ii, -.84334+1.35047*ii
6.45185-26.2227*ii, .0184765+.160325*ii, .28956+.389393*ii, .609992+6.42408*ii, -12.7313-2.29032*ii, -1.43283+1.50004*ii, -5.43497+17.4697*ii, -5.02432+11.311*ii, 8.37634-2.94219*ii
21.8512-12.8788*ii, -5.46194+2.88143*ii, 13.3653-.45823*ii, 3.4839-4.71216*ii, -2.02608+.047761*ii, -22.0992+3.8573*ii, .695878+.826424*ii, 1.47786+5.33992*ii, -9.67932-10.7266*ii
-.140621-1.92485*ii, -4.3982-2.20621*ii, -2.60528-6.28161*ii, 1.72329+1.70716*ii, -.309264+.544597*ii, -.40923-1.58655*ii, .157455-.345937*ii, 1.21892+6.6378*ii, 2.58326+.087808*ii
-.0429262-.180068*ii, -.046837+.00771718*ii, 1.31027+.110584*ii, 1.29541-1.00004*ii, -1.34614+1.44487*ii, .384194+.710587*ii, -1.06211-.384101*ii, .670541-.044331*ii, 1.34918+.620729*ii
-2.42101-4.11425*ii, -1.70138-3.51352*ii, .164329+.339276*ii, -2.19238+1.28401*ii, .04473+1.10492*ii, .137788+.102875*ii, -3.50484+1.67931*ii, 3.73042-1.76177*ii, 1.1457+.91315*ii
10.3829-3.87186*ii, .166499-.355481*ii, .025031-2.34023*ii, -7.54745-7.33567*ii, -2.00976+4.9184*ii, 11.4718+3.2421*ii, 3.60246+3.55993*ii, 6.14181-2.89334*ii, -8.42122+8.34147*ii
.277822+6.10947*ii, -3.55356+.143164*ii, 1.52289-3.83623*ii, -2.96534-1.91422*ii, .92966+.92486*ii, -3.88764-3.56283*ii, .13843-1.29215*ii, -1.47158+1.68113*ii, 4.74617+2.49886*ii
-1.29805+.131231*ii, -3.82646+3.04729*ii, 1.72352-.765541*ii, .772476-1.88053*ii, .14564-.495483*ii, -2.31797+1.89405*ii, .552047-.660134*ii, .311492+.556719*ii, -.446107+1.56037*ii
.76096+.68832*ii, -.896324-.719646*ii, -.206202-.726626*ii, .064662-1.21514*ii, -.944395-.027783*ii, .898034-.745151*ii, 1.33719+.108468*ii, -.19335+.350019*ii, .196916+.994004*ii
-1.75393+1.52832*ii, -.363699+.836611*ii, .85922-.633187*ii, .114414+.797172*ii, .351569-1.55774*ii, -.113901+.150218*ii, .630483+.441857*ii, -1.82259-2.4925*ii, -.821502+.019562*ii
12.2489+2.76849*ii, .0166231-.105372*ii, -1.40499-5.73508*ii, 4.97024-.28463*ii, -7.92035+7.41549*ii, -9.46811-11.2309*ii, .17922-1.63543*ii, -3.6994+11.4731*ii, 9.63114-1.26993*ii
1.44261-.316641*ii, 1.60567-.059838*ii, .121466+.0751406*ii, 2.81767+1.25172*ii, -.085606-.954916*ii, -.262055-.985377*ii, 1.95005-1.27882*ii, -.366634-.0007146*ii, -.332956+.0088063*ii

component_2:
equations:
dp*L+delP
c0+c2*Rad^2
1.04*r^3*delP-1.03*r*Rad^2*delP+3.98*r*u*L*mu
points:
-.365188-.0015674*ii, -.826851+.9216*ii, -1.2158+.62561*ii, -.773484+.519037*ii, .2224-.495466*ii, -.40317-1.14723*ii, 4.46317e-16+3.67524e-16*ii, .096518+1.37307*ii, -6.40475e-16+2.16388e-16*ii
.0354372-.0645372*ii, -1.64655+.582647*ii, -1.89179-.124002*ii, -.783643+.267782*ii, .191843-.0731468*ii, .046364-1.46197*ii, -2.05196e-16+6.58975e-16*ii, -.93346+1.97774*ii, -6.38591e-16-5.90127e-16*ii
.151872+.818348*ii, -.857873-1.19832*ii, -.209452-1.56716*ii, -.231531+.259152*ii, -.733576-.163203*ii, .712824-.458025*ii, -4.60062e-16-5.92481e-16*ii, -2.2048-.316183*ii, 6.03938e-16-8.78782e-17*ii
-.623824+.621781*ii, .70457+2.90509*ii, .120127+4.77664*ii, -4.15932-1.49208*ii, .266165-.473074*ii, -3.7379-.978211*ii, 8.35415e-236-1.5234e-235*ii, 5.75394+2.85712*ii, -5.89705e-235-2.75196e-235*ii
-.602123-3.20681*ii, .564359-1.48906*ii, -.195799+1.59276*ii, -.265205+.52836*ii, .387239+1.37805*ii, 1.1798+1.91678*ii, 2.34328e-243-2.02108e-242*ii, -.400942-.836358*ii, -5.21379e-242-4.68655e-243*ii
7.18271+19.9527*ii, -8.04045+7.38417*ii, 17.2402-10.5442*ii, 8.43613+1.15931*ii, .77164+1.16065*ii, 1.90947+3.6351*ii, 1.68196e-171-2.29652e-171*ii, 5.83637-5.55949*ii, -5.17526e-171+3.40274e-170*ii
8.5622+4.68212*ii, 6.47706-7.14043*ii, -12.464-11.2256*ii, 6.46356+3.87214*ii, .622608-.790337*ii, -5.4825-10.7056*ii, -8.24831e-116-5.39313e-115*ii, 9.28031-2.42893*ii, 2.53794e-114-5.6723e-114*ii
-.500468-.207061*ii, -3.11143+1.88339*ii, 1.00301+1.19518*ii, 2.26614-.460583*ii, .174183-.344347*ii, 2.50489-.92756*ii, 4.01332e-197+2.17388e-197*ii, -.729041+2.10029*ii, 4.01332e-197-1.60533e-196*ii
-.88446+.057324*ii, -.015762+1.60167*ii, .173012+1.49306*ii, -.742138+.603132*ii, .506025-.545236*ii, -.113082+1.37708*ii, 1.64733e-157-2.62321e-157*ii, .882139-.470047*ii, -5.50817e-157-1.13805e-158*ii
3.0117+1.4561*ii, .0335947-.00163978*ii, -4.80923-2.82175*ii, -4.29228-9.44385*ii, 2.46305-9.6639*ii, 7.38718+.443374*ii, -6.31466e-266+4.28246e-266*ii, -4.59284+5.12394*ii, -3.18307e-265+4.1916e-266*ii
-.873108+2.1107*ii, .752447-1.93953*ii, -.222048+.110895*ii, -.449801+.340565*ii, 1.04777+.011603*ii, -.041136+1.83831*ii, 1.0051e-166-1.05526e-166*ii, .224857-.401908*ii, -4.89994e-168+9.61771e-168*ii
.477242-.301425*ii, -.447192-1.32794*ii, -.431312-1.36577*ii, 1.08433+1.52336*ii, -.392218+.499003*ii, -2.90973-1.46457*ii, 1.3967e-250-1.3967e-250*ii, -2.24226+.359753*ii, 9.77691e-250+3.14258e-250*ii
-1.03721-1.06672*ii, .014915-.0364857*ii, 2.2629+.536174*ii, -2.85267+3.19717*ii, -3.36552-5.14006*ii, -.909133+1.63552*ii, 0, -2.15393-2.02421*ii, 0
-1.48369-1.06339*ii, -.22272+8.32145*ii, 3.05634-2.30328*ii, 7.13951+5.98202*ii, -.41365+.219494*ii, 3.8716-1.44789*ii, -7.32616e-179+2.33521e-178*ii, .319776+1.28147*ii, 3.34979e-179-4.68247e-178*ii
.415908-1.05653*ii, 1.3416-.360505*ii, .36919+.715968*ii, .491141-1.61289*ii, -.406721-.807415*ii, -.817231+.253881*ii, -2.32067e-215-1.16033e-215*ii, .191651-.0629041*ii, -5.80167e-216+8.70251e-216*ii
-1.29435+1.63787*ii, -2.1616-.369046*ii, 1.77032-.144247*ii, -.192552-1.47913*ii, .497918+.839079*ii, -.883373+2.07302*ii, 2.07318e-203+1.59475e-204*ii, .104435+.598473*ii, -3.50845e-203
.116004-.0008144*ii, -.839497-.322235*ii, -.571958-.52819*ii, .397145+.100806*ii, .352933-.0666911*ii, .493107-.78797*ii, 0, -1.34372-.881227*ii, 0
4.46862+3.3866*ii, 3.98397+1.3863*ii, -1.8915+.668637*ii, -.0356784-.0600219*ii, -.180064+1.13876*ii, 1.29491-4.52221*ii, 2.33746e-173+5.81206e-174*ii, -4.5305+6.17023*ii, 4.776e-173-4.54857e-174*ii
5.38039-18.0285*ii, -.054129-1.00234*ii, 3.01582+5.99902*ii, 4.42282-9.98891*ii, -.740922+4.26546*ii, 7.76361-12.1893*ii, -2.27247e-280+6.81741e-280*ii, -16.343-6.92652*ii, 2.47906e-279-3.30541e-280*ii
