variable ordering: S, ap, sintheta, dA, dtheta, r, P, qc, x0, w
-.756936+1.91822*ii, -.190627-.53197*ii, -.111198-.956423*ii, -.695115-.115623*ii, .50828-1.40448*ii, .007076-.838393*ii, -.443395-.153561*ii, -.364656-.204351*ii, 1.45371+.1104*ii, -.402927+.621138*ii
-2.46771+.701549*ii, -.101821-.488289*ii, -.410912+.753663*ii, -.691799+.049954*ii, 2.10231+.154375*ii, -.182668-.68031*ii, -.895928-.454398*ii, -.626844-.295311*ii, .349363+.895016*ii, -.071282+.853878*ii
-.82444+.031456*ii, -.126669-.383109*ii, -1.24425-.916269*ii, -.882328-.073781*ii, .118278+.341481*ii, -.002577-.975187*ii, -.194078-.692856*ii, -.410893-.597217*ii, .522177-.243258*ii, -.7436+.661559*ii
-2.85632+1.06933*ii, 1.30664-.089586*ii, .797678+.074239*ii, -.814255+.450036*ii, 2.49335-.712671*ii, .552978-.439314*ii, -.0617803-.257348*ii, .0909376-.100387*ii, .511795+1.79676*ii, -.77368+.62677*ii
1.44728+.865235*ii, .324823+.0906081*ii, .875384+.718022*ii, -.612625-.020275*ii, -.432439-.810578*ii, .0712333+.292414*ii, .017194+1.10825*ii, .941865+.521425*ii, .320225-.0933904*ii, 1.14983+.328028*ii
-2.51839-.270676*ii, 1.22403+.621321*ii, -.335953+.772237*ii, -1.11217+.50459*ii, 2.10478+.74399*ii, .240665-.240065*ii, -.109073-.283938*ii, -.018277+.137336*ii, -.609608+1.23517*ii, -.84416+.834721*ii
-.708428-1.63074*ii, -.0892973+.0830888*ii, -.127002+.900075*ii, -.852356-.129086*ii, .724735+1.62058*ii, .0837555-.130152*ii, -.0242803+.0179315*ii, .205354-.446183*ii, -.745625+.25888*ii, .457453-.0963607*ii
-.843986-2.80763*ii, .168718+.196755*ii, -.073983+.803815*ii, -.939867-.099408*ii, .689207+2.43949*ii, .340921-.0783804*ii, .395043-.14612*ii, .437771-.74426*ii, -1.23076+.387728*ii, .293673-.444764*ii
.668365-.394372*ii, -.0470993+.164216*ii, -1.09031-.249852*ii, -.947095-.074787*ii, -.743295+.595933*ii, -.105281-.418553*ii, -.00447725+.00345947*ii, .124602-.0867617*ii, -.046978-.727687*ii, -.098455+.567122*ii
2.32909-.069757*ii, -1.57246+1.07475*ii, .407175-.828665*ii, -1.16789-.846058*ii, -1.66002-.337634*ii, -.206705+.102356*ii, .164487+1.22419*ii, .0502939+.194831*ii, .377762-1.59987*ii, .462515-1.19359*ii
-1.97035-.650621*ii, .0103555+.344578*ii, -.657776-.738519*ii, -1.17544-.056999*ii, 1.12814+.792028*ii, .203986-.742507*ii, .012471-.613554*ii, -.531378-.575922*ii, .0009703+.344449*ii, -1.18959+.016195*ii
-1.67925+.459816*ii, 1.17584+.873785*ii, -.463143-.984301*ii, -1.31781+.397726*ii, 1.00322-.257674*ii, .417926-.51867*ii, .319577-.306451*ii, -.0818017+.133573*ii, .161619+.597843*ii, -1.72804+.599328*ii
-1.50075-2.70545*ii, -.121746-.223233*ii, -.671468-.469587*ii, -.979824-.215284*ii, .623235+2.34223*ii, .419068-.727571*ii, .418233-.875407*ii, -.084451-1.33312*ii, -.646693+.236072*ii, -.547733-.471519*ii
.909776-3.4834*ii, .203734+.188555*ii, -.711701-.290984*ii, -1.01377-.186685*ii, -1.15963+2.69428*ii, .47132-.209333*ii, .989981-.217694*ii, .82075-.943667*ii, -1.19849-.614944*ii, .073368-.534844*ii
1.0101-.470123*ii, -1.9262+1.30408*ii, 2.06928+.512581*ii, -1.09979-1.02493*ii, .102693-.091619*ii, -.116282+.625416*ii, -.051448+1.73912*ii, .0341367+.192539*ii, -.042166-.532117*ii, 1.24935-2.14522*ii
1.21344-1.4871*ii, -1.44631+1.20052*ii, .115222+.974559*ii, -1.16066-.688596*ii, -.487809+1.3238*ii, -.398509+.395187*ii, -.171998+1.09722*ii, .0028713+.193318*ii, -.86682-1.02528*ii, .99945-.990453*ii
-.122411+1.13747*ii, .0548717-.207465*ii, .013773-1.10305*ii, -.809506-.101094*ii, -.037194-.992535*ii, .197707-.633357*ii, .0122877+.0101911*ii, .0177689-.20225*ii, 1.07277-.070242*ii, -.431368+.310192*ii
-2.04177-.181125*ii, -.149854-.120462*ii, .904088-.026628*ii, -.822009-.199056*ii, 1.79492+.158962*ii, .353621-.41531*ii, -.0886052-.0915003*ii, -.17465-.6158*ii, .324152+1.00403*ii, -.145511-.486358*ii
1.77387-.726475*ii, .296491+.105203*ii, -.918941-.130015*ii, -.850682-.007155*ii, -1.52179+.68261*ii, .023504-.186267*ii, .327551+.274936*ii, .716769+.005862*ii, -.222424-.942528*ii, .324388+.595144*ii
1.48257+.089182*ii, -.340964-.218129*ii, 1.14022+1.82823*ii, -.405051-.265277*ii, -.132598-.0135914*ii, -.147762+.498597*ii, -.313367+1.28655*ii, .925615+.322981*ii, -.101867-.0638795*ii, 2.18189+.009853*ii
-2.62175-.52088*ii, 1.32213+.176049*ii, -.312609+.769707*ii, -.956701+.522782*ii, 2.1295+.934242*ii, .343663-.356673*ii, -.0532468-.493128*ii, .102696-.150355*ii, -.559033+1.38487*ii, -.688831+.888003*ii
-.371146+3.1024*ii, -.325653+.294786*ii, .751172+.305817*ii, -.770561-.103988*ii, .998318-2.29123*ii, -.320376-.13035*ii, -.879716+.9137*ii, -.289435+.83541*ii, 1.31516+.240955*ii, .301655+.611238*ii
.452633+.570962*ii, -.33715+.42648*ii, -1.40107-.061307*ii, -1.03287-.080486*ii, -.479254+.0632352*ii, -.440767-.444065*ii, -.478411+.123834*ii, -.312069+.318495*ii, .167059-.868727*ii, -.221129+.905646*ii
.171494-1.25568*ii, -.128397-.239369*ii, 1.14498-.81157*ii, -.755462-.391145*ii, -.132852+.463691*ii, .672869-.251071*ii, .744169+.202359*ii, .652378-.904041*ii, .254108+.17524*ii, .262315-1.08429*ii
-1.09905+.183771*ii, 1.13175-.568345*ii, 1.47212-.271456*ii, -1.45344+.935535*ii, .339481+.206761*ii, -2.45746-1.08852*ii, -1.03839-.496146*ii, -.185541+.225606*ii, 1.7277-2.26754*ii, -.772271-.178508*ii
-1.57243-2.32754*ii, .957883+1.82383*ii, -.649979+.452909*ii, 1.12047-1.19592*ii, .676299-2.59506*ii, .662429+.695872*ii, 4.82477+3.20809*ii, .282506-.28729*ii, -3.40582-1.13968*ii, .335863-.835702*ii
-6.0014-.426616*ii, -.0197111-.0275874*ii, 17.0851+5.80651*ii, 9.97362-3.33286*ii, .000125867-.000188817*ii, -5.25288+21.2343*ii, -14.0754-14.1015*ii, -24.0085-38.5295*ii, .00000539782-.0000239077*ii, -40.3648+18.085*ii
-3.03378+3.43582*ii, 2.77553-1.55255*ii, -3.24877-2.20151*ii, -3.33872+4.36544*ii, .00472585+.0215481*ii, -.951268-1.76129*ii, -2.14696+1.36196*ii, -.0389708+.168446*ii, .403526+7.97342*ii, .395937-.637637*ii
1.16498+.205621*ii, -.255305-.0621311*ii, .790646+.659223*ii, .437817-.766524*ii, -.601162-1.06421*ii, .490158-.0956935*ii, .585946+.805262*ii, 1.27454+.301328*ii, .61363-.414723*ii, .286579-.647763*ii
-1.05358-.775744*ii, -.128664+.305399*ii, -1.29685-.535928*ii, .641771+2.11852*ii, -.185766+.445378*ii, .188065-.156206*ii, 1.36293-1.26767*ii, .991656+1.01588*ii, -.430659-.471234*ii, .46207-.721552*ii
-2.47536+1.9651*ii, .012397-.178935*ii, .678585+.852216*ii, .832274+1.60219*ii, -.930197-.44541*ii, -1.37656+1.55662*ii, 1.3829+.658041*ii, -.362356+2.35147*ii, -1.26021+.411114*ii, -.244518-.362723*ii
-.277154+.802423*ii, .434222+.145975*ii, .603664+1.02779*ii, .775837-1.83843*ii, -.787133-.017621*ii, -.872494-2.24802*ii, .364065+2.08268*ii, 1.01865+.400454*ii, .149604-.297638*ii, -1.05332-.913956*ii
1.83385+1.65279*ii, -.576422-1.06358*ii, -.786918-.369885*ii, -.724016-.478331*ii, -.506905+1.96383*ii, .418962-1.49405*ii, 2.42412+.22768*ii, -.230007+.380702*ii, 1.08862-1.37733*ii, -.824234+.543261*ii
-.295675-.362343*ii, -.147076-.152092*ii, .096607-1.84655*ii, .686933+.048495*ii, -.0329356-.208312*ii, .275071+.860486*ii, .084957+.705228*ii, 1.36963-.105272*ii, .203279-.169825*ii, -.723737+.77833*ii
.024209-1.63568*ii, -.378768+1.08486*ii, -1.62911-1.72525*ii, .530734-.245658*ii, .0763649+.064248*ii, -1.15516-1.03138*ii, .624143-.221946*ii, -.118541-.213555*ii, -1.01697-.934935*ii, .595887-.906241*ii
-1.99983-11.1596*ii, -12.1379+7.22701*ii, .588712-5.10528*ii, -24.5778+20.0054*ii, -.00331698-.00924673*ii, -10.2654+8.24888*ii, -4.55901-3.90573*ii, .0465228-.0375882*ii, 1.27949+2.89755*ii, -1.88014-1.66502*ii
1.22288-.643305*ii, 2.19075+2.07638*ii, .170891-.706291*ii, -.020081+1.19839*ii, -2.2707-2.63019*ii, -2.28625+1.67704*ii, .035202+1.22853*ii, .126644+.0015798*ii, -3.31351+2.19714*ii, -.645125+.810853*ii
-2.59399+.514619*ii, 1.52868+1.868*ii, 3.119+1.09657*ii, -.788901+2.51236*ii, .0194904-.031327*ii, -.863912-.101356*ii, .129334-1.75935*ii, -.0119232-.189374*ii, 1.3963+2.02969*ii, -1.1761+.048981*ii
2.14769+.05164*ii, .217887+2.18785*ii, -1.10603-2.68708*ii, .214032+1.07528*ii, .050066-.0211302*ii, .695711+.695574*ii, .988808+2.14331*ii, .149356-.189089*ii, -.424287-.562636*ii, -.567235+2.02255*ii
-.978797-1.4361*ii, .241619+.486715*ii, 1.54207+.337307*ii, .497967+2.75932*ii, .270672-.204077*ii, -.890723-.638253*ii, 2.13718-.505372*ii, -.317776+.885125*ii, 1.22336+.130316*ii, .692845+.380253*ii
-.635874+.535315*ii, .0459112+.171036*ii, .827555-.551425*ii, -2.38069-.725289*ii, -.259402+1.33076*ii, .588448+.367527*ii, .660953-.974537*ii, -.471779-2.05969*ii, -.88183+.192421*ii, -.363542+.381199*ii
-1.35245+6.27383*ii, .046427-.120151*ii, 3.38546-1.82969*ii, -2.35931+10.4251*ii, .00197086+.0233131*ii, .721651-.871009*ii, 1.32549+10.3314*ii, 2.98593-8.10782*ii, .000824392-.00106617*ii, -11.5045+1.67682*ii
1.64486-.193336*ii, -2.21831-1.95462*ii, -.738186+.182198*ii, 1.69432-.209734*ii, -2.26853-2.01364*ii, -1.44068-1.05079*ii, 1.50882-.039038*ii, -.106275+.096112*ii, -1.69907-1.87797*ii, -1.28287+.07261*ii
6.75024+.052071*ii, -.310416+.13238*ii, -6.70832+4.21097*ii, -8.19222+.12081*ii, .000296902-.00266693*ii, -2.74587+2.02615*ii, -5.39191-5.56214*ii, 2.04729-1.97418*ii, -.0227764+.0102897*ii, 4.36958+.046355*ii
1.81696-1.40303*ii, -.00062048+.0361396*ii, 2.54121-3.24531*ii, -2.67251-5.83392*ii, -.0173681+.00780088*ii, -2.69935-2.43515*ii, -.334473+.0423288*ii, 5.52176-.443294*ii, .293873-3.8669*ii, .0033682+.114759*ii
-.964985-6.6753*ii, 1.59957+2.23253*ii, 1.71517+11.6853*ii, -.17658-5.54462*ii, -.000342696+.000733216*ii, -4.70632-9.74074*ii, -2.20435+.276005*ii, .158616+.0993167*ii, 3.84864+10.8347*ii, .575504-.081216*ii
.14684-3.42224*ii, -.66495-3.66752*ii, -.240642-.754636*ii, -2.21649-2.45375*ii, 2.14452-1.61249*ii, 3.71023+1.83697*ii, -3.60898+5.65544*ii, .227311-.075844*ii, 3.11295-3.55407*ii, .951412-.458816*ii
-1.27507+1.89089*ii, .3526+.224372*ii, -.349498-.899341*ii, -.322966-.903627*ii, 1.33084-.65743*ii, -.773079-1.10208*ii, -1.04102-1.56923*ii, .083913+1.12915*ii, -.68502+.731978*ii, -.490301+.590906*ii
-2.99741-5.66452*ii, .199915+.0559832*ii, 3.98948-.563132*ii, -4.75529+1.73789*ii, .0186088+.00832544*ii, -5.04225-3.59332*ii, 7.35055-.105878*ii, -4.32788+1.24564*ii, .00645413+.00502727*ii, -5.87785+1.15701*ii
.364258-3.8537*ii, -.0029047-.0944315*ii, -.129849+.777907*ii, .456339+1.21072*ii, 1.29399+2.39024*ii, .412852-1.44066*ii, .329769+2.856*ii, -4.25765+4.49155*ii, .0116392-.0040224*ii, -2.65298+1.95227*ii
-.967738+1.56381*ii, -.262328-.311431*ii, -.042095-.818832*ii, 2.34506-.887402*ii, .371268-2.39034*ii, -.337596+.752609*ii, -.0683871-.362824*ii, -.091377-.506402*ii, -2.14404+1.20871*ii, .372418+.30866*ii
1.02416+1.08922*ii, -.0809452-.126701*ii, .526165-.670792*ii, -.601457-.866947*ii, -1.96069+.886573*ii, -.838413-.288394*ii, -.192183+.0221235*ii, -.879812-.49352*ii, -.0513058-.0508021*ii, -1.70553-.189941*ii
1.55579-5.15008*ii, -.115701-.163068*ii, .11026-5.91305*ii, 1.33395-3.04384*ii, -.000360355-.00643573*ii, -6.72615-.680738*ii, 5.87507+9.7568*ii, 5.26769-2.47546*ii, .311664+4.4424*ii, .0680672+.242615*ii
-.020163+1.84554*ii, .935279-.100612*ii, -.340981+.811804*ii, .13765+.542524*ii, 1.8154+.720548*ii, .119038+4.83103*ii, 1.3796+.732592*ii, -.430192-.157637*ii, -.709438+.206797*ii, -.118236+1.33651*ii
-1.53783-.574177*ii, -.856715+1.57329*ii, -.656094+.187546*ii, .306537-1.00684*ii, -2.81563-3.11154*ii, .372256-.767671*ii, -1.75989-2.023*ii, -.314407+.0224301*ii, .730771-2.2579*ii, .095759-1.02876*ii
-2.32859-1.63195*ii, -.983892+.591106*ii, .953348+.036819*ii, -3.56461-1.2532*ii, 1.52509-.177406*ii, -1.14019-.827359*ii, 6.15643+3.43642*ii, .55833+.56978*ii, -1.49168+2.4788*ii, .726864+.18099*ii
-.24597+.52829*ii, -.187713+.242143*ii, .635214-.584543*ii, 1.87286-2.15102*ii, -1.2722+1.63636*ii, .993454-2.22385*ii, -2.1465-1.20334*ii, -1.62347+.694001*ii, .419565+.640148*ii, .612442+.437052*ii
1.9673+.647644*ii, -.503332-.246102*ii, -.182506-.968885*ii, -1.45217-1.67984*ii, .737316-1.17982*ii, -.316016-.200309*ii, .897788+.022139*ii, -.527101+.249721*ii, -2.8633+.802569*ii, -.482369-.183784*ii
1.04678-1.55381*ii, -.317816+1.55493*ii, 1.59927+1.34279*ii, -1.63253-3.61467*ii, -.0733266-.126735*ii, 1.61748-.364935*ii, -1.41162+1.41549*ii, .254412-.172191*ii, .177949+.128072*ii, -2.68629-1.73813*ii
2.15111+1.43413*ii, -.0456368-.176681*ii, -1.86722+3.50969*ii, -.61659+1.33087*ii, .0211065+.00220298*ii, 1.57006-1.96647*ii, -1.86456-.993034*ii, 2.41372+1.31068*ii, .0704053+.0551273*ii, -.545452+1.60887*ii
-1.44499+2.05976*ii, -1.04167-.862482*ii, .705035+.485315*ii, .112419-.789512*ii, -.500914-2.0665*ii, -1.14289-.619542*ii, 1.49357+1.06671*ii, .320611-.128604*ii, -.146267+.496856*ii, -1.05754-1.60446*ii
1.19501+.878049*ii, 1.20508-1.61733*ii, -1.93287-3.81926*ii, -3.21649+.840859*ii, .0167685-.0027971*ii, -4.07458+2.16723*ii, 1.0321-2.29943*ii, -.254414-.094598*ii, -.107229+.0088195*ii, -2.11918-4.69258*ii
.35936-1.51153*ii, -.33399-.132602*ii, -.538781+.912769*ii, -1.63552+.427225*ii, 1.11927-.032365*ii, -2.20387-1.27279*ii, -.669214+1.72741*ii, -1.08364-.729115*ii, .168107+1.37431*ii, -.309183-.521014*ii
-2.10087+.263356*ii, -.19983-.095411*ii, .924087-.204888*ii, -.352631+.899828*ii, 1.24733+.957248*ii, 1.27518+.653921*ii, -.565592+.038295*ii, .540656+1.04039*ii, -.391129-.740104*ii, -.58067+.192161*ii
.947732+.596037*ii, -.601551-.09533*ii, .274574-1.91134*ii, 1.39393-.015999*ii, -.0768703-.168484*ii, -1.31147+1.04919*ii, -1.72589-.016082*ii, .113+.735193*ii, .345806-.309475*ii, -.58471+1.23052*ii
-.80722+3.17619*ii, 2.41986+1.48235*ii, 2.9944+1.9059*ii, -.634475-1.14588*ii, -.00385507-.0295651*ii, .025999+1.45338*ii, .446398-1.04999*ii, -.0549072+.117612*ii, -.895883+1.57509*ii, -1.06926+1.0351*ii
-2.43314-1.89705*ii, .28307-.0737172*ii, .374754+.795852*ii, -2.42639+.970288*ii, -1.89759+.485631*ii, -1.91085+1.90368*ii, -3.27939-1.37256*ii, -.972737+1.99861*ii, -.576556+1.94194*ii, .222069-.393568*ii
5.27267+1.0435*ii, -.177936+.108398*ii, -.455785-.350366*ii, 1.44068-.977645*ii, 2.70241+6.47641*ii, 3.35604+.867783*ii, 4.02473-3.30791*ii, 3.69992+.762259*ii, -.499182+.856992*ii, -.528379-.13385*ii
.845055-.68111*ii, -.0766091-.0339966*ii, -.791382-.72228*ii, -.797662-1.04995*ii, .654775+.863937*ii, -.219571-.543935*ii, .0660678+.0825349*ii, -1.33716-.040423*ii, -.92023+.421377*ii, -.311978-.140645*ii
1.599+1.79433*ii, 1.87283-2.73758*ii, .693452-.37576*ii, 2.13908+1.57153*ii, .220043+2.70864*ii, -.0301852-.342325*ii, 1.00135-1.03847*ii, .105194+.0672797*ii, -1.90578+.925829*ii, .3815+1.43819*ii
1.01542-2.35443*ii, -.180024-.207203*ii, .374811+.824769*ii, 1.72265-.935897*ii, -1.71777+.514788*ii, -.330068+.925754*ii, -1.79113-.089658*ii, 1.24203+1.13484*ii, 1.31551+1.29128*ii, -.0182061+.458532*ii
.634615+.549177*ii, .0249062+.256984*ii, .968777+.255079*ii, 2.07873+.873762*ii, .949888-.925452*ii, .996597-1.22807*ii, -.458179+.296713*ii, -.968885+.187064*ii, .245906-.223235*ii, .470323+.937122*ii
1.12559+2.77868*ii, -.649702-.409727*ii, 1.00653-.255519*ii, -.191583+.0911941*ii, .874535+.807923*ii, -.921062-1.69783*ii, -1.60544+.064555*ii, .313165+.475149*ii, .120496-.0048309*ii, -.89083+2.86603*ii
.36575-2.98729*ii, -1.85646+.303103*ii, -.737626+.474973*ii, .138733+.181749*ii, .286232-1.95368*ii, -.531196+.178052*ii, 1.07794+.500039*ii, -.185654-.0739395*ii, .213324-.394791*ii, 1.07388-2.18517*ii
-1.98095+.305092*ii, -.0080512+.11381*ii, .862358+.361472*ii, -.223485+1.43101*ii, .604998-1.51455*ii, 1.70894+1.85056*ii, -.356417+.259242*ii, 1.85956-.753641*ii, -.0372649-.0323153*ii, -.808649+1.61782*ii
1.01148+3.83316*ii, .897735-3.52271*ii, -1.12333-.952149*ii, 4.78422+3.19331*ii, .214151+.358456*ii, -1.33478+1.4639*ii, .554239-2.13163*ii, -.110949-.0866521*ii, .190955-.134258*ii, 4.40162-1.62788*ii

component_2:
equations:
-sintheta^3*dtheta+1.33333
ap^2-.5*x0^2*w^4
75.89*P-319.1*qc^2*x0^2*w^4
points:
1.50418+2.07034*ii, -.41853-.804169*ii, .152835-.850248*ii, -.448016-.284018*ii, -1.05188-1.78069*ii, -.075381-.547286*ii, -.279497+.46728*ii, .280498-.0101025*ii, 1.64184-.678623*ii, .626512+.573711*ii
-.256656-.0723003*ii, -.108744-.288317*ii, .27216-1.5934*ii, -.855511-.278669*ii, -.153417-.27588*ii, .488648-.715357*ii, .445954-.213006*ii, .108122-.779252*ii, .867641-.040684*ii, -.572966-.416435*ii
-2.10172+2.7656*ii, -.167691+.359385*ii, .7491+.182202*ii, -.903935-.016561*ii, 2.19575-1.9095*ii, -.165359-.356345*ii, -.910139+.415885*ii, -.691973+.527008*ii, 1.18064+.923138*ii, -.380785+.478778*ii
-1.25967-1.68936*ii, -.036489+1.56482*ii, .919269-.242552*ii, -1.47356-.250882*ii, 1.10963+1.08445*ii, .489007+.14989*ii, .62696+.445111*ii, .0543835-.185368*ii, -.779661+.464247*ii, -.755932-1.36676*ii
1.31207-.091212*ii, -.285429-.246163*ii, 1.60275+1.33553*ii, -.42465-.326035*ii, -.0721068-.127914*ii, .108171+.456383*ii, -.022543+1.24304*ii, 1.01662+.084366*ii, .0557461+.1177*ii, 1.97932-.41857*ii
2.40164+1.89382*ii, -.606601-.004703*ii, .204314-.796021*ii, -.69886-.380863*ii, -1.64397-1.75151*ii, -.185932-.194526*ii, -.132954+.987032*ii, .37671+.424173*ii, 1.3124-1.18317*ii, .649451+.252427*ii
1.00473-.570046*ii, -.125455-.129891*ii, -1.01232-.207396*ii, -.817483-.132084*ii, -.993038+.688486*ii, -.079935-.42794*ii, .0358302+.00623942*ii, .274608-.239185*ii, -.001927-.805217*ii, .210364+.522406*ii
-.25179+.881971*ii, -.219418+.0637319*ii, -.01143-1.18873*ii, -.938692-.211924*ii, .022889-.793316*ii, .152637-.61644*ii, .00961186+.0332958*ii, -.168515-.22481*ii, .948996-.179342*ii, -.577757+.027726*ii
-1.20804-1.50674*ii, -.092613+2.13511*ii, .941902-.219305*ii, -1.6747-.256627*ii, 1.14039+.934077*ii, .405053+.312694*ii, .609341+.690628*ii, -.0575206+.143773*ii, -.907394+.34754*ii, -.967754-1.47441*ii
-.260078+1.93777*ii, -.169413+.44803*ii, -.046704-.954231*ii, -1.02902-.114328*ii, .223529-1.51262*ii, -.0624496-.490013*ii, -.292017+.326641*ii, -.338048+.335869*ii, 1.12126-.199302*ii, -.670563+.380995*ii
1.05649+1.8887*ii, .426371+.0084776*ii, .122875-.891854*ii, -.773459+.046384*ii, -.729613-1.67531*ii, .13082-.33474*ii, .067671+.524799*ii, .449352+.37956*ii, 1.16674-.353919*ii, -.110106+.694644*ii
