variable ordering: c0, c2, dp, r, Rad, u, L, mu, delP
-3.64022+1.99769*ii, 2.24903+.994675*ii, -1.97963+2.53479*ii, 1.27725-.25728*ii, .654173+1.68877*ii, .533613+2.07641*ii, -1.64888-1.59052*ii, -.0798245+.317068*ii, -.240888-1.28761*ii
-.294389-.477029*ii, -.169966-.221396*ii, .595783+.446274*ii, .077077-.57089*ii, 1.39931+.265821*ii, -.259489-.39123*ii, -1.38399+.846267*ii, -.642023+.179876*ii, -.845237+.168957*ii
58.4237-11.6775*ii, -.0471263-.0202617*ii, -5.37779-24.3133*ii, 32.6652-9.85506*ii, -19.8518+24.3031*ii, -.328833-.987644*ii, 102.578-54.0062*ii, 70.8802+98.5048*ii, 6.29607+48.1424*ii
-5.9683+.144582*ii, 4.27348+2.46647*ii, -4.04169-1.39737*ii, .903385-.172812*ii, -2.09368-1.12796*ii, -1.8382+.749512*ii, -7.92148-2.34621*ii, -.212751+.0410447*ii, -.366179+2.53811*ii
-.662664-1.20454*ii, -.603147-.130217*ii, -.016869-.520961*ii, .362612-1.17338*ii, .487092-1.26857*ii, -.022362-.52912*ii, -1.10213-.030073*ii, .0512239+.204876*ii, .079108-1.20336*ii
-.801909-1.31628*ii, .495008+1.56945*ii, .645574-.768742*ii, -1.67909-.035076*ii, 1.42939+.563388*ii, .408216+3.16493*ii, -1.0849+.36349*ii, -.081875-.128658*ii, 1.20489-.090422*ii
1.56103+1.80067*ii, .137934+2.36709*ii, .90483+.117696*ii, -.391049-.986922*ii, -1.39704-.202524*ii, -.379305-.0364738*ii, .410339-.0394271*ii, .0179382-.0945183*ii, -.00572528+.0213485*ii
-.471732+.370573*ii, -.109579-.19941*ii, .606048+.444944*ii, -.276511+1.03087*ii, -1.13131+1.09605*ii, -.477343+.629708*ii, -.523173+.790895*ii, -.749135+.348141*ii, -.325272+1.0853*ii
-.276831+.187799*ii, -.0547699+.283549*ii, 2.38897+2.29126*ii, -3.2655-1.6089*ii, 1.51065+1.41552*ii, -3.69855+1.90194*ii, .643068+.129109*ii, 1.55528-2.40673*ii, -1.15699-2.9282*ii
2.96374+6.34925*ii, 3.36522-.459012*ii, 1.17102+.214995*ii, .774451-1.31383*ii, .578142-.823248*ii, -1.76089+.018045*ii, 1.25554-2.48145*ii, .0832667+.0273293*ii, .217341+1.27457*ii
-.574892+.41977*ii, 1.66361-1.17744*ii, 1.40653+.058047*ii, .736129-.413093*ii, -.752979+.283979*ii, -.673389-1.02912*ii, .624721+.722182*ii, .136711+.105482*ii, -.219443-3.80361*ii
-4.07726+2.99876*ii, .654572+.686205*ii, 4.14682+1.08644*ii, -2.3022+1.67867*ii, -5.2279+2.56773*ii, 2.85135-.357287*ii, -5.38701-4.06058*ii, .96179-.593329*ii, -2.36187-2.32457*ii
-9.72167+25.9702*ii, -.245+21.8734*ii, -3.16488-.920677*ii, -.251344+.930149*ii, -9.3092+3.11622*ii, .70229+8.54221*ii, 5.56192-10.8663*ii, -.0101163+.0362859*ii, -.15714+.0435961*ii
.312283-1.47925*ii, .181501+3.98807*ii, 2.25448-.114796*ii, .35322-.103426*ii, -1.97965-1.7394*ii, .624371-1.03761*ii, .48361-1.81333*ii, -.0007627-.141361*ii, .112907+.144797*ii
-4.13535-2.75493*ii, -1.14123+1.10079*ii, -1.41369+1.46967*ii, -.973323+1.88535*ii, 1.32631-.550509*ii, 2.88005-1.43644*ii, -1.4358+.764294*ii, .321296-.0120386*ii, -.123834+1.45558*ii
.00838178+.00606478*ii, .0214971+.0623536*ii, -.516809+.03417*ii, .237998+.244739*ii, .247603+.15316*ii, .00104798+.00836618*ii, -.109425+1.01241*ii, -.51604+1.89418*ii, 1.00192-.60971*ii
-.375645+.0734627*ii, -2.48021+1.0733*ii, -1.31542-.155347*ii, .305625+.969499*ii, .568177+.603707*ii, 1.08786-2.3049*ii, -1.43521-.035051*ii, .105971+.061517*ii, -1.70242+1.42773*ii
-.717486-.014981*ii, .353591+1.03609*ii, -1.92493-.027804*ii, -.939914+.915087*ii, -.497972+.518007*ii, 1.08109-.575514*ii, -1.27416-.423141*ii, -.147984+.413966*ii, -2.39331-.287476*ii
1.19651-.547914*ii, -.859593-.381235*ii, -.207588+1.05595*ii, .661024-.973629*ii, .90662-1.34358*ii, 1.14504+.753352*ii, .858525+.192155*ii, -.0633657-.279003*ii, .627164+.912607*ii
-.44722-.0403718*ii, .48617-.953811*ii, -1.63909+1.62326*ii, -.277537+.446698*ii, .285027+.298082*ii, -.743279-.044064*ii, .256649-.157696*ii, -.511546-.168875*ii, .106105-1.1132*ii
.617549-1.0252*ii, .162039-.55508*ii, .482499+.618526*ii, -.174613+.505529*ii, .784093+.698076*ii, .483083-.928873*ii, -.0934529-.0764475*ii, -.198244+.275182*ii, -.114909-.0611157*ii
-8.92029+10.629*ii, -.0929665-.331016*ii, 11.9123-12.5328*ii, -5.85285-1.82887*ii, -10.0506-4.55089*ii, -4.70753-1.59334*ii, -.236472-5.40792*ii, 6.43136+10.803*ii, -5.5581+14.7572*ii
-1.35321-.389827*ii, -.719404+.212162*ii, -1.66098-.169261*ii, -.0694955-.207304*ii, 1.39029+1.2087*ii, -1.33188-.418648*ii, -1.09092+.491396*ii, .515062+.210719*ii, .451617-1.00713*ii
-.40418-.358378*ii, -.11074-.0753304*ii, -2.33059-1.02791*ii, .670276-3.92846*ii, .94009+1.64151*ii, .858384+1.35353*ii, -.479309+1.05449*ii, 4.67612-.860363*ii, -1.43684+1.76092*ii
-54.039-74.7253*ii, 31.4866+33.8476*ii, -53.3494+3.90559*ii, 1.45359-.285423*ii, 8.99006+3.90476*ii, 38.0106-32.0921*ii, 68.4314-29.9457*ii, -.181042+.225628*ii, 43.2249+13.0103*ii
-.29514+.680843*ii, -.970475+1.31067*ii, -2.45418-2.23154*ii, -.348252+1.19565*ii, .806407+.049891*ii, 2.06602-.225712*ii, 1.89592-.209972*ii, -.051048+.505915*ii, 1.97431+3.18413*ii
-2.74215-.900012*ii, 3.17829+2.60385*ii, -1.11531-.501816*ii, -.869982+.023335*ii, -.807949-.048154*ii, -.23261+.940298*ii, -.33708-1.22597*ii, -.071845+.0193876*ii, 1.97481+1.24784*ii
16.0565-19.3519*ii, -.107349+.702927*ii, -6.92841-6.44293*ii, -6.4473-1.30624*ii, 4.80924+8.96975*ii, -.062346+6.85959*ii, -5.86506-7.45973*ii, -1.8715+2.74994*ii, 3.86738-6.14485*ii
-2.18678-1.58453*ii, .148964+1.54765*ii, .680068-.984219*ii, -1.08682+.741146*ii, -.928002+.735928*ii, .400601-.846559*ii, -1.02816-.819181*ii, -.14705-.124009*ii, -1.49887-1.89808*ii
-.027477+.788536*ii, 1.62691-2.26258*ii, -1.03556-.780556*ii, -.913091+.048159*ii, -1.12896+.021621*ii, 1.12617-1.23569*ii, .919182-.752626*ii, .0026176-.116304*ii, -2.06795+.023734*ii
-.773617-.891243*ii, -.589462-1.7428*ii, -.434874-.231517*ii, .281217+.8631*ii, .218561+.901356*ii, .464901-.0169318*ii, .833759-2.26909*ii, .0487345-.0458982*ii, 2.04877+.877757*ii
1.64434+1.53906*ii, .591541-.393842*ii, -.261794+6.04492*ii, 2.03208-.117497*ii, -2.838+1.00444*ii, 3.89078-.364296*ii, -1.50141+.383529*ii, -1.25517+1.71906*ii, 8.38359-1.92607*ii
-.146346-.20943*ii, -.0530513+.393985*ii, -.95387+1.1458*ii, .54979-.605266*ii, .292506-.138824*ii, .119265-.199368*ii, 1.20046+.243322*ii, .794163+.498333*ii, -.091871-1.78801*ii
34.6717+19.4536*ii, .012897+.00744734*ii, -.402664+3.2229*ii, 55.4892+53.5051*ii, -19.6725+35.8122*ii, -6.761+97.6454*ii, -6.20103-17.5615*ii, 21.2007+50.2316*ii, -46.607+26.6355*ii
.480161+.805183*ii, .122367+.174586*ii, -.868075+1.57228*ii, -.83003+1.89589*ii, -.082326+2.09927*ii, .674103-.087195*ii, .302754-.535202*ii, .925514+1.89174*ii, -.593295-.939495*ii
-.271082-6.13383*ii, 1.91606-3.91463*ii, -2.75529-.338984*ii, .548679+1.29993*ii, .238715-2.45979*ii, 2.65213+2.03587*ii, -1.5264-6.16691*ii, -.0520158-.150501*ii, 2.32215-1.07518*ii
-.942066-.482728*ii, .765459-.019641*ii, -1.44347-1.04383*ii, .8338+1.58636*ii, 1.32503-3.37415*ii, -2.28425+1.578*ii, 2.84631-1.104*ii, -.462388-.35278*ii, -.377952+1.36101*ii
.222027-1.00315*ii, -1.17929+.835392*ii, -.160406+.861207*ii, -.569676+1.06135*ii, .65213-1.72663*ii, 2.17794-.247021*ii, 1.10706+.810285*ii, .108758-.105526*ii, -.628506+.632809*ii
-.257932-1.5171*ii, .035423+1.21347*ii, .133255-.356698*ii, -1.10074-.056845*ii, -1.10166-.001199*ii, -.366984-.0463141*ii, .691989+.794094*ii, -.0726237-.0295732*ii, -.959529+.277093*ii
-.129158+1.11337*ii, .661583+.068983*ii, .137724+.574021*ii, -1.10182+.2978*ii, -.115787+.0977937*ii, .660603+.756842*ii, -.798501+.398106*ii, .0738576+.209211*ii, -.332276+.52353*ii
.833267-.773589*ii, -.330936+.527057*ii, 1.10807-.732365*ii, 1.404+1.17971*ii, -.906441-1.57142*ii, -1.10446-1.56443*ii, -.557525+1.48247*ii, -.485852-.220528*ii, 2.85117-.084332*ii
1.44077-.898488*ii, -2.21591-4.76503*ii, -1.16513+.920231*ii, .197108-.391924*ii, -.0122498+.252835*ii, .958837-.009322*ii, -1.67202+.389937*ii, -.0163232-.06872*ii, 2.94946-.422385*ii
1.07722+2.08405*ii, -3.02494-.720008*ii, 4.69359+5.08049*ii, .457661-.991767*ii, -1.17228+.114199*ii, 2.76535+5.38743*ii, -.0166864-.175781*ii, -.461693-.30999*ii, -1.03116+.282956*ii
1.43671+4.08368*ii, -.477793+1.0679*ii, -2.72222+.570001*ii, -1.16959-2.31822*ii, -2.71941+.596456*ii, -2.44012-2.78547*ii, -4.3511+1.16062*ii, .348754+.481245*ii, -1.66374+2.28916*ii
.928945+.923839*ii, -.48026+.0386404*ii, .119285+1.17104*ii, -1.63815-.722337*ii, .938584+.028945*ii, -.200714-.129211*ii, 1.58164-.590847*ii, -.012965-.610629*ii, -.286569-.240595*ii
-.316971-.33455*ii, -.077209-.20116*ii, .238565-.865459*ii, -.348032-1.25736*ii, .271121+.768401*ii, -.028203-.108464*ii, -.542851+1.0719*ii, .838295+.61824*ii, .142978+.519051*ii
-1.43693+4.02088*ii, -1.53021-1.695*ii, 3.64368+.264993*ii, .860426+.867014*ii, 1.50667-.323041*ii, 1.10944+1.75709*ii, -2.62407-.340905*ii, -.288842+.276655*ii, .922376+2.51564*ii
-1.28839-2.90802*ii, 1.49407+.234004*ii, -.954277-.83056*ii, -.787941-.709481*ii, 1.98505+1.06912*ii, -1.37449-1.21007*ii, 4.40987+8.42322*ii, -.1771-.111238*ii, .220091+3.52975*ii
-1.03789+2.18426*ii, -1.16728-1.94719*ii, 7.0424-2.90898*ii, -.945047+.090073*ii, 2.77675-.924089*ii, -2.40244+.659726*ii, 4.17286+1.33622*ii, -.123986+.82985*ii, 3.6481-2.99544*ii
-.258514-.150774*ii, -.0573714+.210063*ii, -.0010700+.413295*ii, -.462791+.802273*ii, .409654+.221291*ii, -.0778882-.198387*ii, .817655+.635147*ii, .458051-.123827*ii, -.331825-.207086*ii
2.55516-13.1874*ii, -.0326038+.437598*ii, 3.82665+.157499*ii, 7.38869+.506715*ii, -.734037+1.63439*ii, -2.4931+10.3457*ii, -4.11525-1.51236*ii, -.072502-2.18077*ii, 6.61714+2.65803*ii
7.25424-5.50651*ii, .545858+.005566*ii, 3.96355-.89912*ii, -.726228-4.38533*ii, 2.06275+4.66883*ii, -2.99079-2.13377*ii, 1.52652-4.3508*ii, 1.8109-.430256*ii, 6.72379+7.04362*ii
1.09642+1.36089*ii, -.5303+.377249*ii, -1.1542+.416191*ii, -.824929-1.62911*ii, -1.03311-1.93321*ii, 1.12899-.808941*ii, -.896669+.409257*ii, .453966+.12674*ii, 1.65251+.515382*ii
-.297462-.213444*ii, .591976-1.52976*ii, -1.68809-1.32523*ii, -.0854096-.0363761*ii, -.396437+1.27929*ii, -.284421-.2189*ii, 1.90101+1.14844*ii, .0955155-.312837*ii, .451345-.362785*ii
-.614983+.940467*ii, .871931-.18839*ii, .0251943-.00903904*ii, -1.39507+.590466*ii, -1.38839+.586195*ii, .467626-.796997*ii, -.264731-1.79284*ii, .00743652-.00098493*ii, .821596+2.96477*ii
2.64496+4.21562*ii, 3.09696+3.69922*ii, -.380078-2.08434*ii, -.345954+.88184*ii, -.267556-6.24387*ii, 2.86438-.107929*ii, -.253444-.54962*ii, -.0954602-.0542323*ii, .00295763-.0195992*ii
-35.6412-73.1539*ii, -.160106+.186178*ii, 32.8718-5.50086*ii, 14.0533-20.9861*ii, 22.7378+55.8491*ii, 113.069-23.9426*ii, -4.82134-5.60917*ii, -26.0677-21.7231*ii, 19.0994-22.6556*ii
.577353-1.52075*ii, 3.91335+2.45198*ii, 1.52995+1.23609*ii, -.321176-.12817*ii, -1.23857+.277207*ii, .714872-.985914*ii, -1.01692-1.01824*ii, .105714+.0127286*ii, -.422941-.216725*ii
-.124163+.674547*ii, -.502161-1.08555*ii, -.687951-.163502*ii, .825101+.614047*ii, -.329237-.3865*ii, .823306-.164018*ii, -1.62143-2.49729*ii, .0913872-.116159*ii, .562355-1.6907*ii
2.04143+1.52843*ii, 1.74181-1.65115*ii, .7182-2.25583*ii, -.811972+.99593*ii, -.346641+1.05509*ii, -1.20832-.739522*ii, -.609257+.60589*ii, .215951-.119066*ii, -1.07155-.205004*ii
-104.355-259.366*ii, -.025025+.40455*ii, 297.425+140.967*ii, 32.2614-9.09244*ii, 15.5504+153.946*ii, 109.005+142.926*ii, -5.85527-9.95439*ii, 75.4548-188.468*ii, 37.309+56.228*ii
-27.7949+8.86741*ii, -.143871+.089533*ii, 8.7367+4.32085*ii, 2.12804-15.9671*ii, -16.3829-10.6109*ii, 14.3178-3.77641*ii, 12.4441-1.54859*ii, -7.57529-12.2224*ii, -18.1674+2.99425*ii
.307437+1.35383*ii, -.136184-.295496*ii, -1.33529+.658502*ii, 2.11132+.306365*ii, 1.37153+2.19473*ii, .0954282-.111838*ii, -1.3097-.895702*ii, -.030083-1.14357*ii, .0345858-.118*ii
.987261+2.40277*ii, .640205+.131679*ii, .610842-.017627*ii, 1.33197-1.62956*ii, -1.8182+1.60066*ii, .994654-.492449*ii, -.433181-.317421*ii, .227494-.0536749*ii, -.195736-.160037*ii
-1.64722+1.51898*ii, 1.88051+.232906*ii, 1.01026+1.40956*ii, -1.20296+1.08721*ii, -1.29274-.121861*ii, -.53947-3.33821*ii, -2.52036-.123381*ii, .155136+.168176*ii, .966273+2.21251*ii
.404322-.714764*ii, -.545632+.360603*ii, .525409+1.47462*ii, -.728401-.310845*ii, .047349-.622538*ii, .004254-.805367*ii, .253184-.119392*ii, .143233-.580986*ii, .409292-.382433*ii
-1.16769+.567924*ii, -1.98847+.593578*ii, .295355-3.48733*ii, -.646702-1.44414*ii, 3.40461-.36916*ii, 1.03898-4.13593*ii, -3.1484-3.57793*ii, -.154267+.392394*ii, .543795-2.42014*ii
-.0238869+.283975*ii, 1.09023+1.55295*ii, -1.40964+.473565*ii, -.361942+.562301*ii, .0442736-.0254765*ii, .406338-.447367*ii, -.626357-2.37719*ii, -.0556488+.187861*ii, -.951797-2.4444*ii
-.343207-.207415*ii, -.023612-.950257*ii, 1.58068-.584766*ii, 1.09809-1.1583*ii, .938885-1.30943*ii, -2.75729-.018248*ii, -.45417+.194363*ii, .143422+.419419*ii, -1.99558-2.80601*ii
-3.18051-2.32251*ii, .547006-.577668*ii, -3.37669+2.40216*ii, 1.785+1.47782*ii, -1.59292+.749352*ii, .415422-.0155908*ii, .728755+3.8905*ii, -1.27771-.251457*ii, 1.09932-.172297*ii
-.923298+.064222*ii, -1.65018-.432739*ii, -.136739+.017419*ii, .886198+.628761*ii, 1.03693+.406296*ii, -1.08463-1.94353*ii, .512917-1.46178*ii, .0187354-.00755211*ii, -.473948+.037969*ii
-.831355-.613171*ii, -.248279+.0681701*ii, .949652-1.10868*ii, .060103+2.61035*ii, -.481322-1.64931*ii, .838107-1.15533*ii, .201044+1.36456*ii, -1.17423+.793953*ii, -2.29287+.973651*ii
2.49345+1.80671*ii, -.156528+.188593*ii, 3.11615+3.02552*ii, -2.27967-2.32874*ii, -3.51056-2.11754*ii, .526445+.102122*ii, 2.7998+1.54315*ii, .34472-4.41689*ii, .93507-3.19431*ii
858.028+2527.95*ii, .130882-.0216736*ii, -3410.44-882.26*ii, -180.635+260.845*ii, 5081.66+248.052*ii, -5819.09-9038.25*ii, 85.0071-40.5037*ii, -6068.85-2690.2*ii, 668.553+793.018*ii

component_2:
equations:
4*c2*r*mu-dp*r
-c0-c2*r^2+u
.9978*r^3*delP-1.0012*r*Rad^2*delP+4.0073*r*u*L*mu
points:
-.722229+.049466*ii, .6152+.207275*ii, -1.00461+.737056*ii, -9.50843e-17-9.26682e-17*ii, .516687-.387208*ii, -.722229+.049466*ii, -.616967+1.04313*ii, .292527-.0666995*ii, .153823-.987205*ii
-2.1283+1.15389*ii, -2.43046+.123013*ii, 3.10857-.714572*ii, 3.48662e-18-3.57145e-18*ii, -2.05184+.551788*ii, -2.1283+1.15389*ii, -1.94428-.369288*ii, .197529+1.07665*ii, -1.63531+1.87128*ii
-1.25839-.565756*ii, 1.63107-.092844*ii, .469321+.673549*ii, -3.71538e-18+1.62436e-18*ii, 1.02366-.367255*ii, -1.25839-.565756*ii, -.381819+1.29112*ii, -.775547-.759742*ii, -.0145002+.285271*ii
-.479894+.265429*ii, -.076882+.939592*ii, .554311-.170602*ii, 6.4273e-20+1.51114e-18*ii, .326942-1.34668*ii, -.479894+.265429*ii, .620567+.513663*ii, -.724871-.948882*ii, -.492595-.33358*ii
-.0308603+.287604*ii, -.997447-2.59559*ii, .019758+.790563*ii, -2.84402e-18+6.49219e-19*ii, .210289-.271644*ii, -.0308603+.287604*ii, -.117467+.566057*ii, .547343+.00481*ii, -.1856-.359127*ii
1.16898-.661198*ii, -.41721-.900708*ii, 1.27275+.627789*ii, 2.00597e-17+1.67492e-18*ii, .224212+.6488*ii, 1.16898-.661198*ii, .158674+.637176*ii, -.378299+.339844*ii, .481584+.11276*ii
1.70184+.011931*ii, 2.03048+1.04158*ii, .564059+.046547*ii, 2.08328e-17-1.10865e-17*ii, .778147-.358257*ii, 1.70184+.011931*ii, 1.59015+1.58338*ii, -.236257+.392884*ii, .532029-.30109*ii
.118199+1.14848*ii, -.004209+1.65033*ii, -1.64102+1.05576*ii, -8.36173e-19+1.17048e-18*ii, -1.19239-.170088*ii, .118199+1.14848*ii, 3.87621+.251985*ii, -1.53514+.292193*ii, -.793838+.104331*ii
.273797+1.14114*ii, .490258-2.18744*ii, 1.06743-.458617*ii, 1.16762e-17+1.17152e-17*ii, -.157182+.222101*ii, .273797+1.14114*ii, -.860935-1.0008*ii, .763489+.454628*ii, -.574359+.531379*ii
.522152+1.64598*ii, -.914914-.115149*ii, -.972139+1.78602*ii, -1.36833e-19-3.21782e-18*ii, -1.64909+4.27972*ii, .522152+1.64598*ii, .85974+.654507*ii, -.063793-.736688*ii, -1.80987-.19984*ii
-.319413-3.69112*ii, 3.29752-1.23329*ii, -1.9717+1.45676*ii, 4.30101e-19-2.35334e-19*ii, -1.76832+.291204*ii, -.319413-3.69112*ii, -4.67792-.918179*ii, .801853+4.7568*ii, .636423+6.1977*ii
.80074+.110416*ii, .206875+.590142*ii, .458002-.0510079*ii, -7.31877e-18+1.13348e-18*ii, .144698-.95157*ii, .80074+.110416*ii, -1.60391+.719094*ii, .598953-.383805*ii, -.419438-.239515*ii
.0763277+.36352*ii, -1.5772+.741455*ii, -1.48808+.622358*ii, 6.38234e-19-4.84976e-19*ii, -.364516+1.55546*ii, .0763277+.36352*ii, -.757591-.314432*ii, -1.85546-.262332*ii, .843203+.125359*ii
.293358-.900188*ii, -.123599-1.12732*ii, 1.13835+2.27516*ii, 8.21274e-19-1.41064e-18*ii, -1.48098-2.29026*ii, .293358-.900188*ii, 1.77907-1.55475*ii, .47917-.47402*ii, -2.60025+1.15337*ii
-.786307+.111448*ii, -4.01381+1.37972*ii, -1.10725+2.74154*ii, 2.13548e-19-6.79938e-19*ii, 2.06889+.687389*ii, -.786307+.111448*ii, -.746228-.686424*ii, .198691-3.85859*ii, .621887+3.46499*ii
1.72142-.641711*ii, -1.60927-.147744*ii, .392249-1.16459*ii, 1.72595e-18-2.45132e-18*ii, -.643648-.017422*ii, 1.72142-.641711*ii, -1.69192+.608776*ii, -1.72191+.306078*ii, 1.26949+3.08244*ii
.638934+.188409*ii, 3.90959-.07242*ii, .0384267-.226757*ii, 3.48054e-19+4.0263e-19*ii, -.78463-1.03054*ii, .638934+.188409*ii, 2.48099-1.34864*ii, -.700279+1.649*ii, .264772+1.67721*ii
-3.14301+.529439*ii, 2.18296+5.35427*ii, 1.19381-.183911*ii, -9.09223e-20-6.55418e-20*ii, 2.27029-6.49205*ii, -3.14301+.529439*ii, 12.7752+3.0656*ii, -7.02895+7.59141*ii, -1.63846-9.05562*ii
.885205+.632865*ii, -1.99904+.10165*ii, -.489116+1.14414*ii, 9.123e-18+5.73574e-17*ii, -.81715+.332404*ii, .885205+.632865*ii, .094046-1.3156*ii, .341755+.0155945*ii, .0702343+.348944*ii
