variable ordering: S, ap, sintheta, dA, dtheta, r, P, qc, x0, w
-1.22594+.623009*ii, -.206836+3.78909*ii, -.169051+.834287*ii, 1.30778-1.65624*ii, 1.22013+1.78435*ii, -.260858-1.58919*ii, -.571408+2.84521*ii, .114535-.104756*ii, .263631-.863946*ii, 2.4197-.293778*ii
-.426622-1.18828*ii, 2.02465-.000714*ii, 1.09486-.049286*ii, 1.12759+1.05783*ii, 1.00364+.136275*ii, 1.23522-.097756*ii, .775937-1.79118*ii, -.19949+.130885*ii, -.03006-1.00796*ii, 1.20893-1.17383*ii
-.627285-.084946*ii, .326433-.0326459*ii, -.24424+.960182*ii, 1.00671+2.28967*ii, .931766+1.0057*ii, .906769+.745071*ii, -.436995-1.52179*ii, .899342-.974604*ii, .734138-.327966*ii, .749878+.121192*ii
3.05845-1.9004*ii, -.121937+.0235826*ii, .536244-1.0977*ii, .354411-.117078*ii, -.715558-.150678*ii, .0267073-.0799916*ii, .861453-1.0316*ii, -3.12987+.787453*ii, 1.56949-.528423*ii, -.0217583+.32494*ii
-.854921-.1317*ii, -.945701+1.17959*ii, -1.0171-.646178*ii, 2.54873-.991789*ii, .096636+.755883*ii, .086614-1.87633*ii, -2.30958+.512233*ii, -.248842+.248602*ii, .938969-.394882*ii, 1.40432-.356272*ii
.301931+2.01978*ii, -.0970306+.0881038*ii, -.292855+1.09631*ii, .269671+.146064*ii, .64375+.64672*ii, -.498746+.0419636*ii, -.213594+.588775*ii, .262004-2.0713*ii, .59747+.32518*ii, -.302373-.425502*ii
-1.84498+1.02523*ii, .123137-.201134*ii, -.828389-.670065*ii, .151758+.489541*ii, .498843+.983025*ii, -.409376-.95705*ii, -.781883-.747604*ii, 1.50343-.25476*ii, -.285734+.8001*ii, .064529-.623218*ii
-1.60464-2.63812*ii, -.202513-.127896*ii, .81933-.588578*ii, .447049+.12754*ii, -.381345+1.2414*ii, 1.34558-.704289*ii, -.380884-1.38403*ii, -.151712+1.72286*ii, -.900496-1.32612*ii, .450018-.093799*ii
2.69177-.665499*ii, .123917-.0655776*ii, .40943+1.63381*ii, .278668+.0862354*ii, -.187454+.206692*ii, .137574+1.2559*ii, .807501+.046673*ii, -1.92962-1.09359*ii, 1.56066-1.36057*ii, -.307406-.0355506*ii
3.0595-2.35327*ii, -.12828+.0186994*ii, -1.06805-.050799*ii, .203832-.104672*ii, -1.07961+.154982*ii, -.643298+.845547*ii, .377303-.799915*ii, -2.29+1.02342*ii, 2.48344-1.2187*ii, -.0399276+.254319*ii
-2.51082-.096681*ii, .0147288+.225725*ii, -.809432-.56301*ii, .437508+.258912*ii, .347414+1.34693*ii, .009826-1.07439*ii, -1.07347-.692381*ii, 1.62186+.594935*ii, -.497228+.049324*ii, .575244-.556169*ii
3.15156+.100671*ii, -.110935+.048849*ii, .272343-1.39229*ii, .250279-.180174*ii, -.255716-.390727*ii, -.689609-.525421*ii, .806908-.542634*ii, -2.79295-.333314*ii, 1.63364+.687365*ii, -.285652+.122976*ii
-2.25698+1.5734*ii, -3.66666+8.14439*ii, -.097491+.647493*ii, 1.69481-1.30341*ii, 2.05864+4.27993*ii, -.005284-2.88865*ii, -1.77437+5.60839*ii, .0462903-.081683*ii, .30804+.337917*ii, 4.3932+2.88521*ii
-1.52546+2.04379*ii, .828362+7.43992*ii, .674758-.145901*ii, 1.08737-1.33182*ii, 3.25332+2.41642*ii, -.643722-2.74605*ii, 1.06323+4.254*ii, .0675927-.069176*ii, .0748464+.451106*ii, 4.8099+.128782*ii
-.447238-.239701*ii, -.889539+.354099*ii, .073133+.861948*ii, -2.42752-.455928*ii, -.517438+1.99374*ii, -.729695+.439512*ii, .976393+.785787*ii, .304568+.265872*ii, -.753552-.34544*ii, -1.17498+.502791*ii
1.5051+1.58464*ii, -.110933+.153004*ii, -.81303-2.09343*ii, -.074199-.172482*ii, .105509-.0522049*ii, -1.56162-1.31126*ii, .161645-.377182*ii, -1.09663-.413414*ii, 1.20666+1.89795*ii, -.285133-.193741*ii
-.616459-.983547*ii, 1.43163-2.46175*ii, .028723-1.07687*ii, 2.75218+.213374*ii, -.085234-1.06315*ii, 1.13773-1.04133*ii, -1.48674-2.83843*ii, -.217299-.0037832*ii, .331962-.797925*ii, .142901-2.15399*ii
3.80826-2.15378*ii, .118426-.0196748*ii, .410907-1.0592*ii, .354707-.101034*ii, -.814482-.404138*ii, -.129176+.205173*ii, 1.13321-1.14873*ii, -3.56097+.839287*ii, 2.04285-.675609*ii, -.0217146+.280057*ii
-2.17334-1.07282*ii, .558002-2.87549*ii, 2.34103-1.34493*ii, .731448+1.18426*ii, .0004347+.0677497*ii, 2.31009-1.03473*ii, -.319183-3.35851*ii, .185248+.112648*ii, -2.22726-.157078*ii, -.903005-1.01973*ii
-.778123-1.05837*ii, 2.06646-2.70482*ii, -.048943-1.04043*ii, 2.65544+.830108*ii, .165846-1.16824*ii, 1.20831-.70671*ii, -1.1877-3.45637*ii, .194086-.0063083*ii, .36215-.767907*ii, .251598-2.36781*ii
-.036239-.805766*ii, 1.0174+.322193*ii, -.210914+1.15321*ii, .516936+.352969*ii, .427366+.708635*ii, .243143+.548754*ii, .265677-.429321*ii, .157888-.167528*ii, .661073-1.32048*ii, .656416-.768861*ii
3.62941-.97972*ii, .121799-.0439166*ii, -1.20718+.105475*ii, .17708-.0784497*ii, -.723856-.193689*ii, -1.13663+.888598*ii, .565836-.458215*ii, -2.27861-.013015*ii, 2.80709-.588377*ii, -.252056+.0176023*ii
-2.44912-.186699*ii, -.0599222+.27563*ii, .880187-.376863*ii, .145956+.203297*ii, .531063+1.42315*ii, .85594-1.14834*ii, -.319508-.52515*ii, .918687+.282208*ii, -1.46295-.142113*ii, .389318-.346158*ii
-.770401-.676498*ii, -1.05727-1.95239*ii, -1.02899+.0318*ii, 2.61013-1.61957*ii, -1.21678-.113097*ii, .428821-1.26052*ii, -3.10649-.518034*ii, -.231324-.151204*ii, .51566-1.31258*ii, -.62925-1.35299*ii
-.619934-1.04692*ii, 2.54227-.38036*ii, 1.02316+.020323*ii, 1.31222+1.54034*ii, 1.24188-.07408*ii, 1.36281+.098018*ii, .799114-2.3287*ii, .18801-.095882*ii, .005582-.959463*ii, 1.26618-1.47839*ii
.881409+.480621*ii, -.191492-.55794*ii, -1.26928-.319547*ii, -.341638-.209952*ii, -.439148+.400892*ii, -1.22884-.095244*ii, -.200215-.349252*ii, -.243834-.280803*ii, 1.0911+.379688*ii, -.764187-.371645*ii
-2.65373-.529708*ii, -.024609-.239023*ii, -.862899-.528647*ii, .54614+.283532*ii, .1005+1.28269*ii, .197777-.970932*ii, -1.29912-1.04171*ii, 1.67954+.791787*ii, -.555205-.217695*ii, .392795-.644618*ii
.113793-.355533*ii, -1.03721+2.48916*ii, -.092535+.810012*ii, -.515628+1.69326*ii, .823406+2.3186*ii, .162538+.603834*ii, .543334+.376004*ii, -.0095888-.103782*ii, .821677+.003698*ii, 1.19902+1.78983*ii
-.708878-.122935*ii, .294979-.110524*ii, -.162201+1.11735*ii, .81287+.416135*ii, .388261+.841081*ii, .470247+.191501*ii, -.525068-.39492*ii, .560065-.691275*ii, .267124-.922632*ii, .305534-.608639*ii
-1.43991+2.03928*ii, -.0805225+.122259*ii, -.218151+.967914*ii, .332324+.0987072*ii, .84236+1.07415*ii, -.174595-.475378*ii, -.679807+.535574*ii, 1.33797-1.7428*ii, -.339062+.309581*ii, -.083188-.666332*ii
2.16104+.154697*ii, -.115408+.0653483*ii, .012362+1.49993*ii, .218965+.122355*ii, -.0097669+.394958*ii, -.18855+.969768*ii, .454265+.298288*ii, -1.33103-1.38631*ii, 1.46495-.803252*ii, -.335049+.0022911*ii
-2.34838+1.4824*ii, -4.02+8.63751*ii, -.090944+.637791*ii, 1.72484-1.45717*ii, 2.05562+4.54303*ii, .007463-3.05191*ii, -1.89046+5.9789*ii, -.0438021+.0796253*ii, .299158+.30953*ii, 4.61115+3.16807*ii
.0808845-.489767*ii, -1.01477+2.8099*ii, -.088324+.791693*ii, -.763334+1.68557*ii, .86296+2.49244*ii, .078410+.630962*ii, .763796+.510193*ii, .0057778+.110767*ii, .78221-.009412*ii, 1.3239+1.91004*ii
-.843749-.075899*ii, -.167438+1.47573*ii, .056371+1.01383*ii, -.0677-2.95446*ii, -.211244+1.25596*ii, -.646231-1.15331*ii, -.167118+2.49796*ii, -.238933+.280343*ii, -.550479-1.52088*ii, .259936-1.10951*ii
-1.81506-1.54959*ii, -4.03306-3.8758*ii, -.774041-.083206*ii, 1.89091-.766146*ii, -2.68136+.8923*ii, 1.40826-.978248*ii, -4.61933-1.53954*ii, .0775402+.112214*ii, -.551016-1.04261*ii, -2.55708+.411475*ii
-1.65563+.893757*ii, -3.14922+4.43641*ii, -.625299-.448308*ii, 1.7888-.726385*ii, .851775+2.80072*ii, .023058-2.47945*ii, -2.31238+2.80138*ii, -.0594589+.105524*ii, .500851+.591066*ii, 2.48931+1.93251*ii
3.77657-.34991*ii, .112962-.0431723*ii, .238602-1.21221*ii, .289972-.156622*ii, -.389274-.590231*ii, -.686269-.173332*ii, 1.0403-.692959*ii, -3.18842-.22754*ii, 2.01233+.346648*ii, -.279085+.0765848*ii
1.99472-3.03839*ii, .142931+.0012445*ii, .658012-.982032*ii, .440958-.0500323*ii, -.791058+.160546*ii, .570936-.053689*ii, .727569-1.4396*ii, -2.60269+1.63221*ii, 1.0426-1.26281*ii, .317173+.151131*ii
.797308+.090901*ii, .580808+.092216*ii, -1.51581-.561336*ii, -.0264811-.396099*ii, -.153242+.276022*ii, -1.37679-.302998*ii, .014892-.31822*ii, -.201175+.263907*ii, 1.35417+.12776*ii, .02478-.781555*ii
-.840533-.906106*ii, -.210867-1.87545*ii, -1.16244+.009833*ii, 1.98568-.683312*ii, -.848478-.021536*ii, .318495-.677051*ii, -2.28818-1.22489*ii, .276463+.10334*ii, .587672-1.16391*ii, -.408803-1.37109*ii
-1.17126-.146536*ii, -2.246-2.45834*ii, -.410954-3.76141*ii, 3.68396+3.77729*ii, .0078933-.0233125*ii, 2.08116-1.9788*ii, -3.76139-4.96404*ii, -.0935416-.241659*ii, .864478+2.4432*ii, .26794+1.32108*ii
-1.9187-1.20069*ii, .493822-2.88259*ii, 2.86033-1.0203*ii, .822156+1.18599*ii, .0245938+.0407618*ii, 2.66735-.879365*ii, -.153457-3.26273*ii, -.177277-.119271*ii, -2.33499-.426313*ii, -.938492-.928297*ii
2.42099-3.34555*ii, .140232+.0109608*ii, -1.02374-.088247*ii, .27676-.100022*ii, -1.18833+.313531*ii, -.292441+.851039*ii, .335406-1.16807*ii, -2.0308+1.79409*ii, 2.19287-1.78806*ii, .246133+.0986034*ii
-.617895-.057867*ii, .416292-.0543561*ii, -.022134+.914161*ii, -2.65516+.88237*ii, .126528+1.73917*ii, -.657712+1.10599*ii, 1.69167-.391565*ii, 1.08509+.017479*ii, -.640163-.067535*ii, -.953765+.11256*ii
.0041665-.383606*ii, -.0651434-.0518954*ii, .01401+1.11855*ii, .0269055-.0157194*ii, -.035781+.951851*ii, .152633+.378821*ii, -.00591795-.0103866*ii, -.0661367-.449043*ii, .255087-.971506*ii, -.186933-.286918*ii
-1.1035-.448221*ii, .014544-.799089*ii, -1.47477-1.04013*ii, 2.28778+.802479*ii, .0609463+.218516*ii, .298035-.999323*ii, -2.16488-1.91097*ii, .692224+.24751*ii, 1.04543+.015879*ii, .736303-.734089*ii
-.568952-.189362*ii, -.592119+1.12475*ii, .778137-.35527*ii, -1.69277+1.75361*ii, .600763+2.04376*ii, .201996+.174626*ii, 1.29517-.677174*ii, .218182+.246041*ii, -.569166+.769649*ii, .104168+1.3664*ii
-.955569-.139198*ii, -1.5083-.187819*ii, -1.20946-.821416*ii, 3.81855+.709989*ii, .0926984+.416464*ii, 1.03711-1.5548*ii, -3.55005-1.20998*ii, .0177737-.440185*ii, 1.41961-.011853*ii, 1.2278+.081298*ii
-1.2559-.143135*ii, -1.85124-2.35394*ii, -.698473-4.33636*ii, 3.05301+3.72863*ii, .00725375-.0139636*ii, 1.55977-2.11034*ii, -3.30059-5.11979*ii, .112353+.261871*ii, .791291+2.81669*ii, .234633+1.18004*ii
.278349-1.43347*ii, .953038+.296966*ii, -.093034+1.21107*ii, .381806+.232792*ii, .169631+.724451*ii, .336434+.73181*ii, .439976-.482511*ii, -.210829+.184092*ii, .723028-1.67325*ii, .588509-.654324*ii
-1.03728+2.55828*ii, -.104715-.212157*ii, -3.92363-7.3407*ii, -.764192+.762952*ii, .00230104-.000226672*ii, -3.79029-3.92012*ii, -1.15916-2.74641*ii, 1.26813+2.18135*ii, 1.19126+5.71494*ii, -.0302027-.237493*ii
-1.75006+.152195*ii, -.062696+.233407*ii, -.093684+.981634*ii, .397357-.0577011*ii, .391555+1.33427*ii, .352482-.315184*ii, -.686615+.161456*ii, 1.11673-.443312*ii, -.48784-.747418*ii, .252526-.564952*ii
-2.86713+.217739*ii, -6.3738+4.28051*ii, .014716+.674059*ii, 1.4371-1.27242*ii, -.284688+4.34113*ii, 1.04121-2.47761*ii, -3.84329+3.96112*ii, -.0200999+.103869*ii, -.705992-.1011*ii, 1.39938+3.64228*ii
-.031135+1.62448*ii, .0881198-.086623*ii, -.264585+1.11737*ii, .231882+.125071*ii, .565678+.674971*ii, -.359133+.0801435*ii, -.210394+.372792*ii, .449982-1.77456*ii, .393286+.0639775*ii, -.299358-.59072*ii
.285148+.474938*ii, .135251-.0839221*ii, 1.47095-.370184*ii, .374417-.638869*ii, .282238+.257516*ii, .434113-1.01927*ii, .410187-.0043474*ii, -1.18603-.727247*ii, -.522197-.040888*ii, -.20419-.622945*ii
1.60631+3.2175*ii, -.285855+.313838*ii, -4.6853-2.53358*ii, -.209424+.253218*ii, -.00073723+.00879232*ii, -4.06436-1.09498*ii, -1.15113-.267075*ii, .718134-.517882*ii, 3.34747+3.37067*ii, -.257588-.244999*ii
-.734866-.223324*ii, .610026+.022283*ii, .873364-.210538*ii, .047001+3.69829*ii, 1.39495+1.19817*ii, 1.36606+.703496*ii, .791378-2.72824*ii, .741855-.600829*ii, .003341+.693659*ii, .772367+.804966*ii
1.59261+1.49809*ii, .093058-.0815483*ii, 1.36103+.031305*ii, .309665-.171498*ii, .527183-.036429*ii, .0716415-.482612*ii, .750096+.190775*ii, -1.63334-1.83731*ii, .260004+.471319*ii, -.444177-.357477*ii
-.199451-1.05447*ii, .25021-.0489297*ii, .391182-2.60393*ii, 1.53017-.286282*ii, -.0315911-.0658456*ii, .437275-2.08537*ii, -.607071-1.55643*ii, -1.24833+1.23055*ii, .143478+.313489*ii, .803253-.632917*ii
1.31817+1.81918*ii, -.0928734+.0765878*ii, 1.2789-.075307*ii, .276568-.133256*ii, .624279+.111312*ii, -.007574-.659721*ii, .606983+.327474*ii, -1.41265-1.92199*ii, .158311+.737215*ii, -.405986-.246888*ii
2.95569-1.53163*ii, .116514-.0455134*ii, 3.19605+.95552*ii, .526566+.13159*ii, .0231196-.0274897*ii, 1.81175+.64121*ii, 1.75792-.417566*ii, -3.59455-.940054*ii, .245385-1.60842*ii, -.16484+.285576*ii
.42153-1.95314*ii, .171159-.0215864*ii, 2.28218-2.63407*ii, .98879+.079841*ii, -.0264988+.0170236*ii, 1.46822-1.82369*ii, .572745-1.89758*ii, -2.45794+1.38578*ii, -.622822-.008326*ii, .624341-.043407*ii
-.393904-.16335*ii, -.244787+.271729*ii, -.934269-.300004*ii, -1.51948-2.07321*ii, -.841262+1.13305*ii, -1.6256-.791135*ii, .259871+1.06485*ii, .066825+.987511*ii, -.261-.307867*ii, -.852373-.744938*ii
3.92314-2.5967*ii, .12247-.013807*ii, -1.04799+.040148*ii, .233319-.074604*ii, -1.14825-.132485*ii, -.722305+1.15976*ii, .721621-.898542*ii, -2.84441+.989622*ii, 2.95088-1.39534*ii, -.0378906+.22795*ii
-1.28147+1.75781*ii, .0827919-.108212*ii, -.220771+1.0098*ii, .273674+.121961*ii, .72653+.964231*ii, -.14878-.302794*ii, -.565087+.324776*ii, 1.25104-1.62235*ii, -.281521+.133554*ii, -.184917-.764329*ii
-1.7339-1.38647*ii, -4.40437-4.05428*ii, -.765707-.07347*ii, 2.16138-.893789*ii, -2.80961+.829167*ii, 1.48785-1.10637*ii, -4.98682-1.44694*ii, -.0746216-.108413*ii, -.503462-.996816*ii, -2.70909+.491665*ii
.053056+.923403*ii, 3.45888-1.42525*ii, -.08831-1.05036*ii, -.693284-1.79902*ii, .283475-1.10265*ii, -1.54152-1.00256*ii, 1.62444-.735628*ii, .121464+.0218825*ii, -.41887-.0002109*ii, -.691006-3.48614*ii
2.79667-1.04054*ii, -.111877+.0444429*ii, 2.9091+.397793*ii, .517991+.064419*ii, .0483567-.0208849*ii, 1.48963+.205469*ii, 1.51568-.358833*ii, -3.46231-.928091*ii, .262186-1.02124*ii, -.182227+.358135*ii
1.39681-3.42413*ii, -.148832-.0192415*ii, -.976036-.163895*ii, .286476-.138755*ii, -1.20761+.658314*ii, -.051234+.54579*ii, -.074963-1.17475*ii, -1.46249+2.0272*ii, 1.6177-1.80229*ii, .262035+.137735*ii
.0067347-.0524232*ii, .0114467+.0493696*ii, -.059715+1.11736*ii, .0715256+.169144*ii, .151789+.939517*ii, .0805504+.381443*ii, .00934875-.00261047*ii, .061539-.669326*ii, .344909-.759379*ii, -.0941824-.277601*ii
1.65507-1.89917*ii, -.127247+.0352316*ii, 3.60531-1.34272*ii, .733942+.081652*ii, .0112515+.0205345*ii, 2.09388-1.00639*ii, 1.3698-1.25874*ii, -3.55332+.361826*ii, -.711983-.624919*ii, .21099+.390625*ii
2.89869+.641519*ii, -.100485+.0552367*ii, 1.62151+.322568*ii, .378131-.0395623*ii, .245316-.163933*ii, .295779+.0819427*ii, 1.12147+.1279*ii, -2.71524-1.70002*ii, .897176-.040212*ii, -.413846+.0964246*ii
-1.61137-.003363*ii, -.668044-3.2917*ii, 1.30217-3.92726*ii, .594667+3.12996*ii, -.0154261-.0107886*ii, 1.64642-1.67114*ii, -.947701-5.04551*ii, .146296+.181652*ii, -1.34677+2.60803*ii, -1.19995+.42238*ii
-.501153-.035456*ii, -.372593+.0090141*ii, -.050947+.874913*ii, -1.93379+2.19465*ii, .343886+1.95071*ii, -.028106+1.32754*ii, 1.04694-1.03129*ii, 1.05062-.401161*ii, -.156919+.320501*ii, -.630729+1.03885*ii
-.395727-.0228221*ii, -1.41535+.59894*ii, .78087-.428748*ii, -1.27065+1.19788*ii, .12142+1.88213*ii, .280944-.164395*ii, .53017-.445035*ii, -.18693-.0095724*ii, -.57062+.774198*ii, -.397577+1.44976*ii
-.698203+.169726*ii, -.842809-.395324*ii, .868782-.441072*ii, -.925984+1.60515*ii, .231728+1.42276*ii, .574075-.058093*ii, .374089-1.27788*ii, .201398-.378308*ii, -.738169+.805513*ii, -.650065+.884517*ii
-1.72067-1.74153*ii, -2.60718-2.30489*ii, .258297+.817635*ii, 1.01868-.531894*ii, -1.68+1.28468*ii, 1.57263-.351731*ii, -2.67913-.85885*ii, .0897665+.140411*ii, -.947036-1.62133*ii, -1.59851+.256497*ii
-.168484+1.78035*ii, .172944+.17749*ii, -2.17905-6.15773*ii, -1.07779+.083071*ii, .00407764-.00250247*ii, -2.98635-3.38453*ii, .033696-1.93284*ii, .008253+1.93985*ii, .638646+4.44234*ii, -.0865287-.265709*ii
1.17678+2.27383*ii, .181924+.484804*ii, -4.02633-3.24769*ii, -.359095+.104826*ii, .0043236+.00860761*ii, -3.68054-1.51328*ii, -.660932-.693166*ii, .472035+.451884*ii, 2.73281+3.14599*ii, .0742735-.412569*ii
1.83016+.763462*ii, -.0240399+.144258*ii, -1.64938-.488962*ii, -.0337704-.0558627*ii, -.169947+.199248*ii, -1.61968-.05761*ii, -.0191563-.12802*ii, -.726921-.441692*ii, 1.9854+.664397*ii, -.239074-.20404*ii
2.46159-2.13478*ii, -.138929+.0275431*ii, .375388+1.12977*ii, .242007+.0454459*ii, -.648415+.451665*ii, .421614+1.14812*ii, .692741-.404763*ii, -2.18149+.15006*ii, 1.47637-1.8177*ii, -.099314+.275085*ii
-.937369+1.0182*ii, -.130634-.194109*ii, 1.04639-.386678*ii, -.206483+.0266309*ii, .467933+.838756*ii, .286699-.964958*ii, .166436-.235203*ii, .090927-.787999*ii, -1.01326+.543509*ii, -.397813-.359886*ii
-.930307-.391215*ii, .661222-.756346*ii, -.668677-1.05968*ii, 2.30681+1.83606*ii, .673036+.079752*ii, .875293-.683565*ii, -1.42775-2.61056*ii, .583727-.108171*ii, .901001+.211784*ii, 1.06163-.638729*ii
-.843411+1.88686*ii, -.163108-.165922*ii, -1.82454-7.96522*ii, -1.28535+.608987*ii, .00152802-.00190692*ii, -2.83707-4.34176*ii, -.06499-2.9389*ii, .049959+2.54737*ii, -.032717+5.65953*ii, -.222893+.0919633*ii
.21463+1.14176*ii, 4.5351+.570763*ii, -.268465-.863448*ii, .284452-1.68289*ii, 1.41758-1.11493*ii, -1.60869-1.22996*ii, 1.98252-.036422*ii, .105555-.0142706*ii, .36739-.197187*ii, 1.19699-3.75103*ii
-.28093+.339654*ii, -.835004+1.69565*ii, -.73001-.577861*ii, .5299+1.11193*ii, .700637+1.49616*ii, -.207189-.627346*ii, -.526538-.132393*ii, .127322-.0442397*ii, .9476+.749096*ii, 1.15696+.935055*ii
-.953053-.224172*ii, -1.4166-.891475*ii, -1.00409-1.71447*ii, 4.34985+1.53189*ii, .169966+.0031665*ii, 1.48133-1.8025*ii, -3.80224-2.43508*ii, -.119987-.422226*ii, 1.45667+.521849*ii, 1.22952+.134356*ii
3.12659+3.50373*ii, -.55445+1.73759*ii, -6.43192-3.23541*ii, -.123595+.241739*ii, -.000613573+.00351943*ii, -5.50639-1.14708*ii, -1.23342+.322775*ii, .193946-.0905619*ii, 5.25406+4.12197*ii, .510393+.354614*ii
