variable ordering: S, ap, sintheta, dA, dtheta, r, P, qc, x0, w
-.017926-.627222*ii, 1.04008-.479762*ii, 1.15849+.000489*ii, -1.75775+1.50441*ii, .857546-.001085*ii, .210827+.571305*ii, .979322+1.08018*ii, -.2401-.27296*ii, .704386-.993717*ii, 1.11415+.297563*ii
-12.8581+8.37656*ii, -19.0215-7.08498*ii, .052774-.796481*ii, .388677+.459284*ii, -.516931-2.57008*ii, -.102659+.187738*ii, -8.88312-2.6612*ii, -.0108358-.050586*ii, -.87312+11.7521*ii, .937318+1.24794*ii
-10.0664+12.393*ii, -20.2609-.2087*ii, .528461+.515067*ii, .488437+.430298*ii, -2.25407-2.43469*ii, .0871043+.186406*ii, -10.2938+1.72909*ii, -.00513413-.0547445*ii, 2.27694+11.1052*ii, .998633+1.23711*ii
1.98654-.041988*ii, .134508-.0160167*ii, .730754+.074863*ii, .78576-.308221*ii, 3.20722-1.01418*ii, .232385-.0197578*ii, 1.55469-.648075*ii, 3.29361-.26059*ii, 1.68696-.855147*ii, .313377+.0555121*ii
1.76234-1.05502*ii, 5.75302+3.77594*ii, 1.71527+1.07721*ii, .037422+2.29694*ii, -.0178531-.159462*ii, .244735+1.0323*ii, 2.50004+4.02584*ii, -.108794+.0079867*ii, .412596-4.85882*ii, -.723106-1.21362*ii
1.25714-.431005*ii, .130837+.0023764*ii, .770412+.13621*ii, .867112-.075860*ii, 2.40936-1.39549*ii, .250072+.0330401*ii, 1.06196-.471125*ii, 2.76753-.639061*ii, .989651-1.08459*ii, .146271-.323493*ii
-12.557+8.35788*ii, -18.6937-6.89136*ii, .047484-.8169*ii, .380756+.45635*ii, -.421745-2.39669*ii, -.103711+.191756*ii, -8.63244-2.55909*ii, .0107802+.050804*ii, -.73031+11.6222*ii, .92916+1.24749*ii
2.21975-.638593*ii, .107695-.0661199*ii, -.357744+.551597*ii, .737785-.499365*ii, 4.63547-.725689*ii, .0588223-.206225*ii, 1.32451-1.58644*ii, 3.89775+.442521*ii, 2.78194-.980514*ii, -.026013-.24477*ii
-6.01366-1.97624*ii, -.224485-7.47445*ii, 1.21305+.193827*ii, .106386+.298964*ii, .639516-.329158*ii, .171199+.166974*ii, -.049156-2.0168*ii, -.0454812-.0471336*ii, -4.32327+1.84807*ii, -1.23912+.844874*ii
1.43767-1.16838*ii, 2.28219+2.92987*ii, -.972847+1.65679*ii, -.697462+.485217*ii, .187952-.0041428*ii, .596312+.137756*ii, -.437691+1.51902*ii, -.116728-.0019423*ii, 1.90328-2.44712*ii, -.799473-1.02714*ii
-.264836+.414659*ii, -.295943+3.02913*ii, -1.13642+.057496*ii, 2.31362-.003437*ii, -.89464-.136725*ii, .597335-.030667*ii, -.613949+.964428*ii, .10003-.0683379*ii, .417689-.125566*ii, -1.74957-2.60914*ii
-.936918-1.47239*ii, .704507-.208394*ii, -.728566-.826177*ii, .001786+.507726*ii, .824854+.561045*ii, -.0165199+.270743*ii, .749123-.480396*ii, -.442782-.0011026*ii, .366611+.109249*ii, -.469064-1.57988*ii
-14.2521+10.5027*ii, -23.0694-6.22781*ii, -.64891+.275181*ii, .467+.509802*ii, -1.36821-3.55332*ii, .202516+.0027369*ii, -12.062-2.3712*ii, -.00839158-.0498967*ii, -.02854+13.0934*ii, .978181+1.27439*ii
-3.35366-1.45533*ii, .148803+.579714*ii, -1.55302+.906396*ii, .443351-.179872*ii, .0032336-.229299*ii, -.322865+.283751*ii, -1.75618-.042173*ii, -.737335-.198726*ii, -.0794829-.0004418*ii, -2.58396-1.99299*ii
-.12839-1.26588*ii, .0407914-.0807077*ii, .908638+.365366*ii, -.131036-.125663*ii, .583787-1.29389*ii, .0998226-.104073*ii, -.142865+.182797*ii, 1.11027-1.46317*ii, .017896-.80766*ii, .0879582-.388031*ii
-.0532868+.15398*ii, -1.49087+.342771*ii, -.517643-.703434*ii, -1.6106+.154862*ii, 1.89189+.653123*ii, -.297963+.242102*ii, .0622464-.257361*ii, .104908-.0494856*ii, 2.68272+1.18747*ii, .814771-.271228*ii
2.07706-.516311*ii, -.1059+.0657649*ii, -.365754+.559643*ii, .664304-.53731*ii, 4.40064-.736393*ii, .0505182-.207501*ii, 1.10715-1.46532*ii, 3.73231+.351322*ii, 2.77728-.842369*ii, -.0321012-.244365*ii
-.0960314+.120081*ii, -.24938+.385628*ii, -.636789-.630003*ii, -1.69101-1.30297*ii, 1.29045+1.33261*ii, -.404778+.201808*ii, .320231-.0782693*ii, -.275725-.331434*ii, 2.24368+1.71894*ii, -.325181+.352188*ii
-.002181-1.22448*ii, -.0600005+.076045*ii, .872096+.380278*ii, -.133174-.214652*ii, .512265-1.46108*ii, .131366-.10025*ii, -.263682+.164245*ii, 1.15973-1.60997*ii, .091298-.855478*ii, .110598-.383399*ii
1.04128-.413107*ii, -.118557-.0040106*ii, .775832+.160995*ii, .800439-.120077*ii, 2.19095-1.54381*ii, .244267+.0319738*ii, .787267-.457671*ii, 2.65248-.812114*ii, .89482-.991946*ii, .149439-.321319*ii
-.110949-.691747*ii, .415944+.37172*ii, -2.80656-.17946*ii, 2.21573+.084729*ii, -.0588493+.0114136*ii, 1.44222+.119932*ii, -.188032-1.54879*ii, .003336+.772122*ii, .0363626-.0812808*ii, -1.75619-2.40323*ii
2.78547+.447813*ii, -.123868+.0784667*ii, -.333994-.530216*ii, .823974-.691328*ii, 5.38235+.624946*ii, -.177476-.137634*ii, 2.616-1.56342*ii, 3.9278+1.19494*ii, 3.61197+.291347*ii, .226878-.0758348*ii
-.61204-.627881*ii, -.302438-.172108*ii, -3.36759+.52735*ii, 2.32322+.614368*ii, -.0300768-.0151271*ii, 1.82544-.047600*ii, -1.04064-1.84266*ii, -.015835+1.44149*ii, .0089452-.051801*ii, -1.75834-2.50397*ii
1.93903+.167835*ii, -.102173+.0691014*ii, -.33236+.581008*ii, .637539-.610396*ii, 4.44573+.053241*ii, .0298477-.215258*ii, 1.34444-1.08123*ii, 3.55245+.929826*ii, 2.94858-.244868*ii, -.234904+.0614591*ii
-13.9766+10.5651*ii, -22.8497-5.97288*ii, -.658754+.279324*ii, .462658+.508489*ii, -1.30828-3.39639*ii, .205+.0031242*ii, -11.8898-2.22849*ii, .00824291+.0501094*ii, .14784+13.002*ii, .972328+1.27407*ii
-1.29127+.365571*ii, 2.10025+.26067*ii, .138788+1.46937*ii, .286595-.98759*ii, -.115616+.39828*ii, .348128+.382527*ii, -.009076+1.38598*ii, .150929+.118397*ii, -.381157-.219738*ii, -2.55637+.51751*ii
-7.46244+1.15755*ii, -4.73467-6.03185*ii, .92556+.591665*ii, .332709+.218072*ii, -.135921-.996602*ii, .156422+.181281*ii, -2.74708-1.24759*ii, -.0498509-.0601366*ii, -3.13556+3.88905*ii, -1.153+.917259*ii
.129461+.379471*ii, .0908195+.08901*ii, .966152+.334435*ii, 1.20669-.756691*ii, .674375-1.04965*ii, .421074+.0224203*ii, .445278+.361498*ii, 1.86295-.86427*ii, -.182481-.18845*ii, -.827918+.010827*ii
-9.72391+12.5546*ii, -20.0592+.20697*ii, .531053+.529123*ii, .486797+.426217*ii, -2.22561-2.25004*ii, .0864248+.189622*ii, -10.1282+1.97557*ii, .00474316+.0550161*ii, 2.53213+11.0146*ii, .993236+1.23436*ii
-2.52946-1.27937*ii, -.565677+.112596*ii, -.824339+.651325*ii, .522268-.108377*ii, .484817-1.0426*ii, -.19018+.184777*ii, -1.46602-.395743*ii, .237557-.697391*ii, -.0274887-.1538*ii, -1.63144-1.59975*ii
-3.18058+.39211*ii, -3.24545-.655469*ii, -1.18067+.683358*ii, .75529+.272143*ii, .001700-.525211*ii, .396539-.14554*ii, -2.51982-.571878*ii, .0146634+.166772*ii, .075686+1.66899*ii, -1.03052-1.31935*ii
-.585791-.734615*ii, -.334028-.214631*ii, -3.3108+.513784*ii, 2.28279+.372353*ii, -.0317372-.0157981*ii, 1.75619-.128628*ii, -1.0683-1.90328*ii, .053184+1.28201*ii, -.0162228+.0595511*ii, -1.78383-2.43214*ii
3.02932-1.40188*ii, -4.29667-6.456*ii, -7.03602-2.9738*ii, .919532-2.72935*ii, -.00108498+.0027878*ii, 4.36896-.990917*ii, -1.04516-9.59848*ii, .0345063+.13379*ii, .352452+4.77141*ii, 1.46441-.384459*ii
-13.4155-3.38062*ii, -6.01315-16.4723*ii, -.203643-.732978*ii, .340675+.505364*ii, 2.19973-2.08159*ii, -.0443551+.200391*ii, -2.87425-7.96567*ii, .032714+.0469537*ii, -7.57006+5.98795*ii, -1.29915+.938882*ii
-1.47718-1.62258*ii, -.519406+.093675*ii, -.982455+.632886*ii, .627111-.271296*ii, .121564-.826472*ii, .238168-.233933*ii, -1.37247-.619452*ii, .305124-.741417*ii, -.0867792-.164388*ii, -1.18339-1.61707*ii
-16.0431+11.7946*ii, -25.8227-6.37837*ii, -.63279+.276285*ii, .473349+.494883*ii, -1.33468-3.82414*ii, -.197457+.0015499*ii, -13.489-2.3667*ii, -.00742167-.0473995*ii, .28799+14.6487*ii, .975415+1.27121*ii
-.028607-1.73547*ii, -.0985747+.245582*ii, 1.96705-.891305*ii, -.66408+.504368*ii, .0384223+.126687*ii, -.464655-.498553*ii, .898182+1.14298*ii, .110946-1.56721*ii, -.1436-.0078512*ii, 1.31116-.939727*ii
-.0036612+.280077*ii, -.88024-.212435*ii, -.539284-.641976*ii, -1.82564-1.1496*ii, 1.9573+1.13436*ii, -.388994+.172641*ii, .330081-.509302*ii, .220146-.198878*ii, 2.53235+1.88394*ii, .127422+.624093*ii
2.73794+1.02818*ii, -.117954+.0862771*ii, -.348814-.511142*ii, .744024-.747248*ii, 5.48391+1.25913*ii, -.183907-.120014*ii, 2.81753-1.28648*ii, 3.79632+1.68332*ii, 3.84235+.758748*ii, .0922492+.210379*ii
-1.37768-.993708*ii, -.89607+.508532*ii, -1.2541+.723497*ii, .870089-.330916*ii, -.0004376-.439328*ii, .367669-.312828*ii, -1.53414-.410485*ii, .254216-.336558*ii, .211458+.238518*ii, -1.34575-1.66136*ii
-.75251+2.48204*ii, -.578521+2.35346*ii, .804288-.545291*ii, .827873-.513315*ii, -.31229+1.41926*ii, -.212875+.254025*ii, .653898+2.45164*ii, -.0911829+.2075*ii, .93511+1.77309*ii, -1.2223-.464518*ii
-1.04466-.205421*ii, -.283606+.0461713*ii, .69793-.664133*ii, -.339767-.873513*ii, -.973013+1.1298*ii, -.0515663-.318177*ii, .176263+.986569*ii, -.785318-.909217*ii, -.383993+1.7454*ii, -.394515-.267839*ii
-.207223+.176496*ii, -.39871+.968932*ii, -.677359-.663171*ii, -.63184-.989294*ii, 1.0711+1.14137*ii, -.339622+.103114*ii, .30686+.0938914*ii, -.0446633-.181011*ii, 1.90342+1.47296*ii, -.624024-.475658*ii
-1.77478-.303061*ii, .851552+.189353*ii, -.502196+1.12547*ii, .220725-.345271*ii, .677956+.218443*ii, .0221415+.271744*ii, -.498522+.548245*ii, .20191+.273902*ii, .276869-.0692412*ii, -2.02345-.4779*ii
-.693448+.84779*ii, -.645252+.50343*ii, .742519-.638716*ii, .59525-.978354*ii, -.754243+1.20206*ii, .123626-.340466*ii, .418466+1.1882*ii, -.136207-.452876*ii, -.211301+2.00407*ii, -.697558-.296237*ii
-2.37881-1.49643*ii, .41047-.792891*ii, -.637376+.852923*ii, .298147+.0011709*ii, 1.03585-.383391*ii, -.120588+.160709*ii, -.710542-.450883*ii, .347589-.0686432*ii, -.19625-.254133*ii, -1.67205-1.06617*ii
.409602-.295964*ii, .0960178-.0144872*ii, -.512829+.374593*ii, 1.94127-6.34448*ii, 1.64644-4.93842*ii, -.168678+.539559*ii, -1.08727-3.18698*ii, 4.53995-4.67485*ii, .00740005+.00394807*ii, -3.84104+1.27257*ii
-14.0764-.76054*ii, -9.75324-14.3487*ii, -.612237+.462997*ii, .439491+.452734*ii, 1.07061-2.74685*ii, .204297-.0515917*ii, -5.8674-6.73613*ii, .030883+.0507469*ii, -6.26284+7.13937*ii, -1.27123+.983636*ii
.139625-5.45728*ii, 6.59537-2.1197*ii, .846594-.195227*ii, .073271+.68889*ii, 1.58099+1.27828*ii, -.218616-.121075*ii, 3.786-.304989*ii, .0934765+.0259482*ii, -1.99493-2.87172*ii, -.996013-1.3453*ii
-.71671-.719056*ii, .141489-.0713759*ii, .547586-.950139*ii, -.55274-.162458*ii, -1.01099-.002339*ii, .226225+.177672*ii, .280545+.516109*ii, -.89596-1.40667*ii, -.502732+.596252*ii, .107307-.52521*ii
.668965-1.097*ii, -.107011+.340368*ii, .736925-1.32999*ii, .180294+.83996*ii, -.378763-.0200481*ii, .451355-.182975*ii, 1.04655+.365696*ii, -.138504-1.00815*ii, -.132243-.0675937*ii, 1.18948-1.40806*ii
2.94574+.282912*ii, .122214-.0787877*ii, -.327593-.522215*ii, .898192-.665125*ii, 5.65701+.624747*ii, -.173438-.14368*ii, 2.84627-1.71255*ii, 4.12689+1.28471*ii, 3.61762+.125117*ii, .227448-.0712551*ii
-.268611-1.62293*ii, .0865386-.279668*ii, 1.75043-.537916*ii, -.630945+.367149*ii, .135914+.16933*ii, -.287963-.45763*ii, .768644+.92936*ii, .180249-1.28097*ii, -.31575+.0439973*ii, .961792-.611238*ii
-13.7027-3.26848*ii, -6.37995-16.5718*ii, -.188342-.738727*ii, .346+.498186*ii, 2.04884-2.20408*ii, -.0472252+.199676*ii, -3.12629-7.9918*ii, -.0323245-.0468113*ii, -7.67748+6.17616*ii, -1.28958+.941087*ii
-.346271+.274255*ii, -.228298-.511551*ii, -.558599-.565448*ii, -1.65403-.683062*ii, 1.91155+1.84292*ii, -.306653+.202441*ii, .763361-.21804*ii, -.151919+.527026*ii, 2.18473+1.87103*ii, -.115252+.511991*ii
8.52243-3.60064*ii, .111158+.168225*ii, 3.07774-6.26388*ii, .681164+.091008*ii, -.00384347-.000781883*ii, .998858-1.73202*ii, 6.15938-1.68427*ii, 1.88152-3.89059*ii, .000012207-.00588597*ii, 6.66368-2.01025*ii
2.35439+.207005*ii, .130234-.0840159*ii, -.345142-.538619*ii, 1.03014-.739937*ii, 5.0441+.704795*ii, -.192104-.15838*ii, 2.58967-1.53547*ii, 3.6821+1.16057*ii, 3.11101+.331519*ii, -.0881549-.249569*ii
-.301235-.539947*ii, .112374-.100939*ii, .826446+.601439*ii, -.147966-1.12961*ii, -.388634-1.18658*ii, .367818-.0827994*ii, -.567804+.42199*ii, .769393-1.75925*ii, -.4181-.150759*ii, -.595005+.35582*ii
.409055-.296969*ii, .0957506-.0145629*ii, -.511768+.373944*ii, 1.98156-6.36361*ii, 1.65851-4.96666*ii, -.169978+.539337*ii, -1.08389-3.20533*ii, 4.57469-4.68681*ii, -.00735051-.00383235*ii, -3.86388+1.26232*ii
.361154+.391482*ii, -2.22729+.25827*ii, -.702045-.753373*ii, -.959732-.103463*ii, .949682+.767408*ii, .268218-.224295*ii, -.30743-.41487*ii, .0607461-.0923206*ii, 2.15044+1.76418*ii, .982915-.417011*ii
1.14721+6.26043*ii, -6.09798+6.61481*ii, .611006-.693988*ii, .603835+.393369*ii, -1.39691+.945237*ii, .229798-.144137*ii, -1.77758+4.24984*ii, -.0194518+.0799332*ii, 4.2349+3.16156*ii, 1.15243-1.03895*ii
-.049272-.624313*ii, .724004-.846692*ii, .962973-.053516*ii, -1.25023+1.8314*ii, 1.46567+.246389*ii, .255778+.425336*ii, 1.21018+.693284*ii, .158124+.329589*ii, .786294-.833619*ii, 1.17219-.028575*ii
1.76199+.022429*ii, -.128825+.0107654*ii, .745304+.090445*ii, .720225-.33927*ii, 2.94624-1.11668*ii, .230359-.0229622*ii, 1.28216-.584152*ii, 3.13943-.411647*ii, 1.5915-.727916*ii, .318397+.0555732*ii
-.406813+1.7739*ii, -.495991+1.10304*ii, .726889-.503583*ii, .864944-.657943*ii, -.471112+1.86979*ii, .190192-.255569*ii, .818777+1.80977*ii, -.060209+.397317*ii, .302837+2.1057*ii, -.861061-.250125*ii
.048349-5.23941*ii, 6.34872-1.88736*ii, .861862-.232735*ii, .025961+.686498*ii, 1.31737+1.33285*ii, -.224068-.123211*ii, 3.61366-.103273*ii, -.0952811-.0268502*ii, -1.95665-2.69395*ii, -.968804-1.36918*ii
-15.8028+11.8738*ii, -25.6514-6.13402*ii, -.641077+.280084*ii, .470002+.493507*ii, -1.28058-3.67752*ii, -.199581+.0013988*ii, -13.3446-2.22765*ii, .0072826+.0475365*ii, .46025+14.5831*ii, .9705+1.27065*ii
2.57097+.253238*ii, -.0990761+.0661479*ii, -.319586+.550569*ii, .596334-.571738*ii, 5.16803-.036156*ii, .0286471-.197898*ii, 1.6852-1.32461*ii, 4.10028+1.07147*ii, 3.47673-.442913*ii, .0501935+.213423*ii
.09818+1.30249*ii, -.39619-.0548572*ii, .947077-.346637*ii, .718527-.810491*ii, .643836+1.12917*ii, .259493-.25344*ii, 1.13107+.86*ii, 1.0097+.191523*ii, .364299+1.64363*ii, -.475918+.330893*ii
-1.87923+1.62043*ii, -.734157+1.13466*ii, .676863+.920941*ii, .812299-.319434*ii, -.844698-.289933*ii, .270089+.251437*ii, -1.01324+1.92485*ii, .164836-.338306*ii, -.250673+.664861*ii, -1.63072-.174935*ii
2.0747-.140837*ii, .164679-.0571137*ii, -.31347-.638244*ii, .93384-.727969*ii, 3.63375-.741071*ii, .189493+.188656*ii, 1.84284-1.64893*ii, 3.10958-.09681*ii, 2.15619-.35761*ii, -.0284244-.334624*ii
.325057-.251243*ii, .0948355-.0580363*ii, -.473722+.596598*ii, 3.9037-2.30191*ii, 2.72541-1.29138*ii, .22067-.51517*ii, .693574-1.73651*ii, 4.23656-.195986*ii, -.0041277+.0165862*ii, -2.80663-1.14993*ii
2.12135+1.0249*ii, -.126359+.0947654*ii, -.372957-.524074*ii, .766724-.86525*ii, 4.80824+1.40717*ii, -.206285-.120713*ii, 2.52416-1.05422*ii, 3.25823+1.55651*ii, 3.37386+1.0483*ii, -.22391+.114406*ii
-.0113556+.421886*ii, -.561761+.143658*ii, -.557048-.633069*ii, -.908682-1.34639*ii, 1.8427+1.24457*ii, -.361365+.0857751*ii, .580843-.369663*ii, .493197-.0162931*ii, 2.17628+1.85933*ii, -.475076+.24654*ii
-.453414+.0173802*ii, .306574+.23516*ii, -.647091-.549754*ii, -1.40151-.626572*ii, 1.12347+1.86597*ii, -.288031+.221858*ii, .649148+.260861*ii, -.667809+.333595*ii, 1.8241+1.5198*ii, -.479635+.0096709*ii
2.89182+.839092*ii, .116657-.0855847*ii, -.34075-.505625*ii, .827646-.744256*ii, 5.75503+1.21596*ii, -.182008-.12764*ii, 3.03095-1.46409*ii, 4.01387+1.7348*ii, 3.8287+.584736*ii, .0878638+.212391*ii
.105646-.544561*ii, -.143294+.0462931*ii, .693893+.628718*ii, -1.04555-1.83811*ii, -.966874-1.30491*ii, .448442-.142574*ii, -1.11623+.376801*ii, .370703-2.45775*ii, -.115919+.171068*ii, -.330288+.959937*ii
-.235119-.550288*ii, -.713372-.651967*ii, .939366-.210954*ii, -1.18273+.454711*ii, 1.17784+.919267*ii, -.147371-.344311*ii, .530589+.546285*ii, .293511-.10398*ii, .98027+.842519*ii, 1.02816+.015673*ii
.326332-.253662*ii, .0944217-.0582643*ii, -.470639+.595121*ii, 3.93452-2.23587*ii, 2.76633-1.29078*ii, .222719-.511392*ii, .719903-1.73514*ii, 4.25711-.152831*ii, .00360996-.0167033*ii, -2.78796-1.18708*ii
.199283-.134423*ii, -.237977+.0108959*ii, -.370788+.832875*ii, -1.19006+.814473*ii, 1.67341+.543897*ii, .375682+.0448266*ii, -.128227+.323676*ii, .44719+.727671*ii, 1.96926-.181339*ii, .412638+.0095073*ii
.681625-.063729*ii, -.619566+1.46658*ii, -.655448+1.05908*ii, -1.66277+1.21812*ii, .687193-.063243*ii, .600525+.145723*ii, -1.06032+.940314*ii, -.186461+.178097*ii, 2.4733-.851943*ii, .847234-.378023*ii
.783425-.548866*ii, 1.90546+.903372*ii, -2.22101-1.5354*ii, 2.14069-.185764*ii, .016351+.0657326*ii, 1.15771+.728383*ii, 1.58193-1.3262*ii, -.165108+.167153*ii, .0460105-.371628*ii, -1.65262-2.28753*ii
-.384371-.565911*ii, -.229197-.918104*ii, .819047-.280578*ii, -1.5204+.457044*ii, 1.12715+1.71783*ii, -.17276-.335071*ii, .846688+.687696*ii, -.210391+.317156*ii, .973594+1.17266*ii, .913593+.208268*ii
2.57962-.072812*ii, -.101027+.0566647*ii, -.355488+.505335*ii, .560065-.727995*ii, 5.45088-1.49893*ii, -.0316982+.202161*ii, 1.39777-1.92703*ii, 4.58969+.18154*ii, 3.48505-1.23733*ii, .0178686+.209705*ii
1.3522+.167405*ii, -.119569+.0243346*ii, .686334+.056254*ii, 1.05451-.744494*ii, 3.96065-.991684*ii, -.26353+.0604803*ii, 1.55724-.833764*ii, 3.7522-.169001*ii, 1.96954-.4671*ii, -.29194-.0046836*ii
1.05043-1.75108*ii, 1.09283-.507897*ii, -3.80677-1.41887*ii, 1.50278-.590909*ii, -.00954183+.0174462*ii, 1.75851+.300868*ii, .546176-3.26625*ii, -.502212+.137641*ii, .219597+.128977*ii, -1.20157-2.29089*ii
1.50298+1.12286*ii, -.182381+.118041*ii, -.444666-.616078*ii, .509348-.852952*ii, 2.89981+.91218*ii, .237953+.10895*ii, 1.73074-.713112*ii, 2.01758+.803522*ii, 2.35168+1.09109*ii, -.30138+.166375*ii
.06687-1.34053*ii, -.134256+.314982*ii, 1.49495-.416307*ii, -.792486+.468314*ii, .244762+.259587*ii, -.26386-.441725*ii, .57728+1.0984*ii, .157146-1.1108*ii, .301239-.012953*ii, 1.07204-.675789*ii
