variable ordering: S, ap, sintheta, dA, dtheta, r, P, qc, x0, w
.677373+.374399*ii, -.230334+.272959*ii, 1.25759-.100189*ii, -.528586-1.39058*ii, -.601865-.228965*ii, .483441+.240583*ii, -.019778+1.18713*ii, .097722-1.04979*ii, -.206475-.0872171*ii, 1.20874-.89019*ii
.0596968+.0257479*ii, .284296+.0203111*ii, .954937-.726391*ii, -1.52065+.894712*ii, -.0807997-.0560976*ii, 1.49712-.373048*ii, .309864+.845168*ii, -.987666-.589849*ii, -.132086+.416031*ii, -.754802-.594742*ii
1.7104+3.84281*ii, 1.20354+.689874*ii, -2.1495-1.09494*ii, 1.96632-.619469*ii, -.283359+.0594659*ii, .657974-.192582*ii, 2.66261-1.00132*ii, -.321271+.270788*ii, -.0615288+.0653573*ii, 3.67012+2.89588*ii
-1.87573+.318306*ii, .531875-.264069*ii, .871008-.835704*ii, .868641-.935687*ii, -.794078+.314272*ii, -.0705391+.438452*ii, -.235782+2.14325*ii, .227758+.823655*ii, -.898998+.159813*ii, .136152+.949306*ii
.234148-1.26106*ii, -.630691-.015207*ii, 1.13058+.440358*ii, -.900338-.215017*ii, .061199-.704453*ii, .258553-.323966*ii, -.88845+.884027*ii, -.247575-.56107*ii, -.316792-.118055*ii, -.268921-1.6021*ii
.683259+.219497*ii, -.063711-.52083*ii, .290904+1.13716*ii, .277028-.818631*ii, -.011295-.671554*ii, .368914-.196117*ii, -.750922+.125423*ii, .574236+.022390*ii, -.17032+.278536*ii, 1.42366-.496039*ii
-1.1185-.060710*ii, -.963895+.966627*ii, -.840541+1.02416*ii, -1.02982+1.39647*ii, 1.21682-2.03328*ii, .261773+.139574*ii, .443205-.157067*ii, -.141637-.100375*ii, -.75031+.639486*ii, -1.39822+.056651*ii
-1.94652-2.97059*ii, -1.0938-1.23864*ii, 3.13005-.464826*ii, -1.52771+1.09523*ii, .0134153-.0729235*ii, .498547-1.01349*ii, -2.22927+3.06332*ii, -.394156-.101706*ii, -.159448+.0468229*ii, -3.16416-2.01263*ii
1.95445+3.58247*ii, -.354462-.282351*ii, -1.48632-1.09859*ii, .616605-2.46386*ii, .531816+.650046*ii, .504909+.074866*ii, 2.59491+.24139*ii, .997461-.721567*ii, .0340888+.00665949*ii, 4.17256+1.02046*ii
.936707+1.12565*ii, -.118475+.291106*ii, 1.38995+.263008*ii, .435861-1.7552*ii, -1.04031-.441867*ii, .347182+.244084*ii, -.173075+1.08995*ii, .530984-1.02586*ii, .0526739-.0836723*ii, 2.11211-.185641*ii
-2.3963+.950147*ii, -1.08534-.10694*ii, .814563-1.10414*ii, .785439+.865441*ii, .180628-.595531*ii, -.0224629-.466307*ii, .433004+2.46091*ii, .413382+.28287*ii, -.15829+.273292*ii, -1.19626+1.85809*ii
-1.62063-.812859*ii, .302431-.420986*ii, 1.14046-.431165*ii, .453828+.558632*ii, -.470866-.172035*ii, .188292-.389942*ii, -.945984+1.66487*ii, -.376854+.842084*ii, -.557891+.145558*ii, -1.06064+.382733*ii
-.691245+2.27149*ii, -.344294+.885993*ii, -.277601-1.59629*ii, -.0102734-.454557*ii, .0265713-.128511*ii, .423669+.401265*ii, 2.1492+1.42495*ii, -.045436-.582059*ii, -.455122+.15647*ii, .70355+1.51598*ii
-3.09729-2.54073*ii, -1.70276-1.30167*ii, 3.72267-1.41257*ii, -1.13196+1.93034*ii, .0123925-.0388458*ii, .426629-1.41873*ii, -1.91794+4.22923*ii, -.32692-.117706*ii, .159237+.0348589*ii, -4.20956-.935086*ii
.378523+1.46193*ii, -.0489461+.371474*ii, 1.22257+.480749*ii, .933388-1.20624*ii, -1.05395-.79732*ii, .307943+.212273*ii, -.208027+1.0036*ii, .640976-.679021*ii, .0738212+.125329*ii, 1.80464+.621479*ii
-2.01201-.291756*ii, -1.56837+.102665*ii, -.681575-.695241*ii, -1.03259+.253216*ii, 1.57207-.622061*ii, -.30345+.103772*ii, .941476+1.58908*ii, .249409+.164596*ii, -1.0337+.206917*ii, -1.44889-.095907*ii
.112559+.246502*ii, .202341-.603847*ii, -.827011-.32169*ii, -.546032-.811709*ii, .687036+.334523*ii, .477871+.0369994*ii, .562587+.348845*ii, .0202158+.441046*ii, -.794178+.26494*ii, .928114-.463002*ii
-.0130612-.298011*ii, -.510046+.437569*ii, -.830025+.269473*ii, -1.46185+.026949*ii, 1.06012-.794622*ii, .400216+.202971*ii, .659665-.031719*ii, -.32363-.264416*ii, -.867601+.274317*ii, -.204454-1.00132*ii
-1.36196-.505248*ii, -1.6154+.879825*ii, -1.06276+1.22598*ii, -.83732+1.51547*ii, 1.67379-2.34316*ii, -.226433-.0879659*ii, .257753-.0888924*ii, .0927218+.0320369*ii, -.773535+.475985*ii, -1.6918-.044754*ii
-.00047093-.0181758*ii, .52428+.12706*ii, -.531909+.15524*ii, -1.23326-.376929*ii, .383983-.202858*ii, .795494+.469635*ii, .422838+.0160114*ii, -.406779+.0904699*ii, -.964776+.476312*ii, .2873-.791526*ii
-1.15045-.145891*ii, -1.07048+.545162*ii, -.943995+1.13751*ii, -1.09673+1.12236*ii, 1.44814-1.84675*ii, .236365+.127131*ii, .308296-.086091*ii, .153716+.053491*ii, -.786725+.711836*ii, -1.25437-.166821*ii
-.025864+.00838807*ii, -.102476+.044262*ii, -.552677+.50714*ii, .120461-.0712756*ii, .433195-.779596*ii, .108401-.14685*ii, -.0103236+.00866914*ii, -.021005+.358843*ii, -.592775+.17447*ii, .504515-.030681*ii
-.386193+.449322*ii, -.317372+.561289*ii, .617592-1.10598*ii, -.779501-1.85565*ii, -.276117+.263615*ii, .05886+.811974*ii, .897344+1.8421*ii, .033848-.766448*ii, -.883443-.197521*ii, .806184-.597826*ii
3.68947+3.81976*ii, -.238667+.0059476*ii, -2.27762+1.53966*ii, 1.614-4.06969*ii, .366028-.533264*ii, -.115319+.615432*ii, 1.64055-1.62137*ii, 2.05373-.784409*ii, -.00741153+.00114424*ii, 6.69601+.430009*ii
-1.35585-.467384*ii, -1.55169+1.1516*ii, -.99209+1.15188*ii, -.74417+1.68978*ii, 1.51356-2.46947*ii, -.241621-.0916054*ii, .324058-.123935*ii, -.0945876-.0463721*ii, -.750923+.412629*ii, -1.78176+.121353*ii
-.887138+1.38469*ii, .12829+1.12083*ii, .88621+.963748*ii, 1.40182+.505272*ii, -1.05089-1.87174*ii, .202329+.208544*ii, -.334776+.589797*ii, .231029-.101321*ii, -.101749+.446146*ii, .314236+1.84059*ii
1.59315+3.60414*ii, .055731+.757232*ii, -1.53206-1.48024*ii, .598991-1.32698*ii, .172292+.196731*ii, .633775+.120273*ii, 3.02534-.020347*ii, .055453-.78973*ii, -.0685413-.0404526*ii, 3.2545+1.70293*ii
-.241846-1.91568*ii, -.328628-1.58807*ii, 2.15635+.938639*ii, -1.17172-.330171*ii, -.0419135-.0774365*ii, .795628-.55052*ii, -2.27907+1.51435*ii, .351105-.0313951*ii, -.137445+.381877*ii, -.644983-2.28798*ii
1.40552+1.54899*ii, .0211185-.212498*ii, -.119568+1.95879*ii, 2.36571-2.19447*ii, -.65242-1.15574*ii, -.439346+.0652592*ii, -.820253-.363423*ii, 1.52368+.167479*ii, .00556692+.0199655*ii, 3.75162+.703976*ii
-.60379-1.24101*ii, .133167+.41084*ii, 1.00823-.077239*ii, -.186389+.524724*ii, -.442501-.679807*ii, .156881-.288954*ii, -.782294+.93845*ii, -.877622+.109833*ii, -.573468-.142749*ii, -.888887-.493353*ii
-.000935868-.00130585*ii, .152939-.195553*ii, .156635-.153668*ii, 1.60424+1.37782*ii, -.211583-.760871*ii, .129374-1.38797*ii, -.487652+.238615*ii, -.644585+.797842*ii, .151543-.154703*ii, .070859+1.27129*ii
-1.07652+.105589*ii, .113541-.15021*ii, -1.06542+.308588*ii, .236954-.121717*ii, .66736-.543517*ii, -.0512177+.204471*ii, .188402+.267368*ii, .176321+1.03474*ii, -1.05205+.412809*ii, .131722+.467196*ii
.0653832-.0205722*ii, .0233932-.278241*ii, -.624086-.527686*ii, .861562-.027153*ii, .313201-.112769*ii, -.136866-.696988*ii, .217516+.374989*ii, -.346145+.737732*ii, -.465821-.250778*ii, .722472+.473762*ii
-.0216228-.0168395*ii, .119218-.0166088*ii, -.550661+.388915*ii, .184176-.0273419*ii, .332395-.633632*ii, .173935-.176667*ii, -.029601-.0093234*ii, -.14511+.48452*ii, -.614303+.173602*ii, .515184+.035344*ii
-.719376+3.32553*ii, -.271107-.247902*ii, .901269-1.35849*ii, 2.1022-2.58598*ii, -1.08269+.527207*ii, -.141169+.500381*ii, 1.15107+2.65904*ii, 1.58096-.254463*ii, -.0302766+.0224001*ii, 2.8672+2.36084*ii
-.158419-.122747*ii, -1.73684-.389538*ii, .68612-1.68242*ii, 2.36717-.6507*ii, .0347127-.0327562*ii, -1.42368-1.57513*ii, .032828+2.29109*ii, .249373+.155514*ii, .230287-1.3324*ii, .940636+.988373*ii
.977216-.497135*ii, -.198044+.526829*ii, -.536341+.74394*ii, -.177277-.249811*ii, .355941-1.03672*ii, -.0001921-.220275*ii, -.079581-.523569*ii, -.419688-.153389*ii, -.537219-.185097*ii, .848437-.825201*ii
-1.21737+6.28238*ii, -.286464+.122819*ii, -2.41829-2.41781*ii, 4.9574-1.51949*ii, -.0783857+.268152*ii, -.92482-.094513*ii, 3.65449+1.52483*ii, 1.81767+1.2507*ii, .00557203+.00495103*ii, 4.12215+6.49177*ii
-1.29956+1.05692*ii, -.419214-.402456*ii, .924109-1.0507*ii, .384072-2.016*ii, -.37964+.509619*ii, -.119668+.594298*ii, .41256+2.60013*ii, .963261-.056208*ii, -.658231+.062933*ii, 1.01329+.464913*ii
-1.21813+6.19274*ii, -.28955+.125346*ii, -2.38906-2.41665*ii, 4.8983-1.49832*ii, -.0733791+.269717*ii, -.921207-.100429*ii, 3.61959+1.53001*ii, 1.78153+1.24118*ii, -.00582245-.00510453*ii, 4.05909+6.4148*ii
-.845712-.003126*ii, .170899+.124019*ii, -.998333+.826917*ii, .013888+.721361*ii, .67273-1.10796*ii, .260957+.0165707*ii, -.0163426-.287652*ii, -.113241+.871159*ii, -.85238+.58494*ii, -.309914+.439108*ii
-1.62021-.68302*ii, .138766-.309617*ii, -.315571-1.12635*ii, .377902-.189577*ii, .277745+.315537*ii, -.357105-.0969084*ii, .14052+1.46649*ii, -.384535+1.17495*ii, -1.14292-.134939*ii, -.520417+.38223*ii
-.061718+6.08179*ii, .250487-.116082*ii, -2.46572-1.65202*ii, 4.86879-2.3437*ii, -.329789+.39834*ii, -.746341+.059710*ii, 3.14745+.772475*ii, 1.91607+1.18612*ii, .00315812+.00573113*ii, 5.26837+5.6489*ii
.219023-.70849*ii, .234812+.135975*ii, -.406791-1.14305*ii, -.636248-.062335*ii, .332993+.293995*ii, .260779-.347677*ii, .60942+.513219*ii, -1.11949+.197865*ii, -.797141-.333849*ii, .042711-.664978*ii
-.481222-.308099*ii, -.298566-.181678*ii, -.521952+.983249*ii, -.402257-.59498*ii, .688787-.808378*ii, .0337421+.309185*ii, -.303101+.218201*ii, .45741+.394889*ii, -.900067+.404113*ii, .329555-.626385*ii
-.459389-.300881*ii, .00888981-.016716*ii, -.876988+.454017*ii, -.000050794-.00192227*ii, .638949-.687275*ii, -.00269559-.0179764*ii, .000509546+.00147217*ii, -.093407+.714372*ii, -.892023+.228916*ii, .156009-.068812*ii
-.656614-.525742*ii, .19882+.104261*ii, -1.17243+.543749*ii, -.579613+.581031*ii, .895183-.804108*ii, .284685+.054675*ii, .122293-.332585*ii, -.422017+.813393*ii, -1.06017+.452926*ii, -.474038-.225118*ii
-.559401-.9161*ii, .337703-.0475704*ii, -.495301+.90262*ii, -.225251-.302323*ii, .3399-.701166*ii, .0031180+.273534*ii, -.634444+.002505*ii, -.111009+.799479*ii, -1.10991+.286315*ii, .036473-.647637*ii
.129085+.360086*ii, 1.05692-.119987*ii, .837109+.288842*ii, .774691-1.42341*ii, -1.16233+.001765*ii, .323161+.382459*ii, -.68268+.76322*ii, .099503+.313344*ii, -.56881+.113674*ii, 1.60897+.067782*ii
2.37856+.031361*ii, .599973-.391075*ii, .526611+1.68816*ii, .353019-1.96871*ii, -.695389-.487821*ii, .459461-.0303522*ii, -1.19405-.630791*ii, .410247-.382289*ii, -.0857373-.0282629*ii, 3.01891-1.45101*ii
-.12365-.209639*ii, -.168536-2.56006*ii, 2.76173+.433496*ii, -.866026+2.14852*ii, -.0138283-.00045228*ii, 2.38564-1.961*ii, -1.9805+1.50409*ii, .205334-.0544086*ii, 1.26014+1.1627*ii, -1.35096-.539479*ii
.104015+.0052154*ii, .183173+.0984885*ii, .238894-1.59426*ii, .129196+1.88362*ii, .0219355-.0664641*ii, .807401-1.4187*ii, .630969+.633517*ii, -1.56349+.156287*ii, .117884-.209909*ii, -.774355+.788709*ii
.326282-1.1891*ii, -1.06155+.118945*ii, -.393411+1.16424*ii, -.922455-.086351*ii, 1.08082-1.29446*ii, -.119433-.238588*ii, -.470486-.124475*ii, .0538466-.219179*ii, -.617625+.006213*ii, -.079352-1.56189*ii
-1.49393-.229216*ii, -1.54253-.554578*ii, -.755291-.701965*ii, -1.81336+.429649*ii, 1.9938-.231222*ii, .34371-.158885*ii, 1.02002+1.36824*ii, .27344+.0329592*ii, -.809482+.485368*ii, -1.41616-.671258*ii
.210082+.227355*ii, -.660027-.593739*ii, -.791025-.203133*ii, -1.32668-.924366*ii, 1.25627+.114656*ii, .495498+.0663329*ii, .807927+.53896*ii, .347339-.162854*ii, -.689618+.304169*ii, .700802-1.08381*ii
.110398-1.24991*ii, .200487+.339054*ii, .837688-.625413*ii, .0779249-.443231*ii, -.572289-.090488*ii, -.151508-.308796*ii, -.503376+1.01993*ii, -.935459+.02073*ii, -.632871-.603655*ii, .109395-.79054*ii
.607008+1.00373*ii, -.481314+.36095*ii, .418809-1.36112*ii, .523914-.548122*ii, -.261257-.0014412*ii, .129538-.554737*ii, .990777+1.21994*ii, -.334449-.637741*ii, .0360033-.495414*ii, 1.19104+.542491*ii
.0278181+.0561776*ii, -.0746155-.293871*ii, -.044258-1.13822*ii, 1.1934+.932053*ii, .0647205-.0927959*ii, .063518-1.36638*ii, .215824+.725486*ii, -.770251+.624559*ii, .0195024-.392179*ii, .155302+1.03338*ii
.38509+1.01915*ii, -.773672+.562478*ii, -.346023-1.39768*ii, .785568-.51115*ii, .178408-.202185*ii, -.312666-.535374*ii, 1.35886+1.00697*ii, -.274262-.381508*ii, -.185956-.616589*ii, 1.18162+.839186*ii
-.607986+2.03783*ii, -.517092+.891413*ii, .726863-1.07648*ii, 1.52413+.321696*ii, -.708294-.83831*ii, .0655601-.411954*ii, 1.00984+1.53389*ii, -.0142483-.454226*ii, .222143-.1289*ii, .611679+2.30225*ii
.563345-.20066*ii, -.401732-.789978*ii, 1.17754-.067293*ii, 1.08195-1.44032*ii, -.516308+.060192*ii, -.251615-.636057*ii, -.936107+1.39994*ii, .505929-.010246*ii, .0121043-.457303*ii, 1.60441-.407038*ii
-1.1355-.168004*ii, -.503298+.467805*ii, 1.08526-1.22794*ii, -1.41048-1.28265*ii, -.142834+.235056*ii, .215679+.791822*ii, .623763+2.32817*ii, -.130114-.769903*ii, -.967704-.048322*ii, -.389416-.922652*ii
.260673+.08205*ii, -.275137+.188357*ii, 1.26134-.516491*ii, -1.63026-.500197*ii, -.167322-.0735487*ii, 1.03438+.14166*ii, .288192+1.31127*ii, -.347154-1.14965*ii, -.257195+.187251*ii, .017648-1.21733*ii
.181357-1.56896*ii, -.641665-1.40722*ii, 1.31266-.253411*ii, -.599913-1.45628*ii, .189446+.613272*ii, .026899-.539948*ii, -1.21399+1.78964*ii, .32801-.0195597*ii, -.377647-.319631*ii, .459458-2.05177*ii
.643713-.948154*ii, .230967+.419746*ii, .711782+.622915*ii, -.275108-.305544*ii, -.448926-.780061*ii, .24789-.124323*ii, -.808361+.164144*ii, -.602675-.256849*ii, -.468816-.165326*ii, .41603-1.09081*ii
.0259552+.00981634*ii, .599207+.008489*ii, .633519-.094058*ii, -1.30191-.652735*ii, -.268244+.0646474*ii, 1.04397+.471618*ii, .048882+.741718*ii, -.367723-.334639*ii, -.685888+.434055*ii, .291397-.979383*ii
-.0978483-.431464*ii, -.921505+.595393*ii, -.087291-1.30511*ii, -.025279-1.73941*ii, .231612+.110915*ii, -.890514+.177903*ii, .830528+1.5806*ii, -.184467-.378332*ii, -.948017-.887064*ii, .861651-.672765*ii
.857363+.637127*ii, -.345809+.49349*ii, -.992765-.533386*ii, -.996532-.616981*ii, .781456-.231243*ii, .44394+.0782748*ii, 1.431+.002998*ii, -.393114-.562249*ii, -.615843-.033*ii, 1.02788-.570313*ii
-.000121809+.000130891*ii, -.0098686+.107462*ii, .0506458-.164683*ii, .586042+1.88144*ii, .134768-.957399*ii, .553768-1.2558*ii, -.0790768+.0526488*ii, -.914697+.370948*ii, .11981+.0690371*ii, -.566749+.884576*ii
.129119+.144071*ii, -.286162-.014391*ii, 1.19081-1.49948*ii, -.920441+1.60914*ii, -.0118736-.0482084*ii, 1.30074-1.18874*ii, .549767+1.25686*ii, -1.21961-.712925*ii, .365734+.0373237*ii, -1.04951+.027006*ii
.0000694187-.000292919*ii, .106473+.0472906*ii, -.0265156-.198289*ii, -.064606+1.72319*ii, .280001-.759964*ii, .832761-1.00061*ii, .10145+.0331658*ii, -.936537+.249141*ii, -.0301092+.246132*ii, -.655142+.485005*ii
-.776935+2.16629*ii, -.786356+1.30074*ii, -1.03444-.387108*ii, .482081+1.3244*ii, .63166-1.59652*ii, .294718-.17745*ii, 1.85705+.214609*ii, -.145266-.274839*ii, -.184886+.391154*ii, -.113863+2.22607*ii
.00269091+.00119556*ii, -.781213+.081759*ii, .207353-.0006501*ii, 2.02175-.187677*ii, -.153212-.93535*ii, -.87328-.939411*ii, -.450033+.829087*ii, .179099+.387984*ii, -.044699-.624195*ii, .957412+.926524*ii
-2.17057-.602811*ii, .403939-.371266*ii, .822747-.76548*ii, .0986793-.484265*ii, -.387126+.290337*ii, -.0043878+.380391*ii, -.475664+2.1085*ii, -.06368+.923884*ii, -1.11635+.213204*ii, -.794691+.22618*ii
-.704753-.760937*ii, .14923-.385911*ii, -.592661-1.07541*ii, .059319-1.25573*ii, .372479+.666439*ii, -.447139+.116617*ii, .304224+1.19167*ii, -.266147+.887219*ii, -1.26397-.352826*ii, .494458-.448783*ii
-.711994+1.07848*ii, .410952+.126884*ii, .970015+.789973*ii, 2.80014-.120476*ii, -1.33249-1.19978*ii, -.297376-.332463*ii, -1.07648+.856545*ii, .559429+.758435*ii, .0241815+.0972328*ii, 1.21094+2.14575*ii
-1.16723+.770736*ii, -.463311+.314977*ii, -.849267+.088118*ii, .333626+.0158228*ii, .64853-.906273*ii, -.12362+.201526*ii, .672923+.594547*ii, .335775+.478472*ii, -.790927+.353558*ii, .084378+.952575*ii
-.419765+.642353*ii, .086639+.644023*ii, -.985324+.134082*ii, .466097-.302628*ii, .263055-.819288*ii, -.128113+.294966*ii, .668736+.065757*ii, -.0792186+.428689*ii, -.878154+.130652*ii, .714369+.724421*ii
-.867482-1.16847*ii, .103861+.342264*ii, .201412-.963892*ii, -.0504206-.0181912*ii, -.0741747-.054309*ii, -.263443-.157747*ii, -.033705+1.18437*ii, -.93454+.482443*ii, -.980731-.409663*ii, -.624086-.293996*ii
2.15023+2.06053*ii, 1.35775+1.11676*ii, .066881+1.5201*ii, 2.33432-1.01438*ii, -1.7276-1.41944*ii, .333679+.0882383*ii, -.257064-1.25708*ii, -.0008408-.222669*ii, .166351-.0113581*ii, 3.58851+1.426*ii
.408761-.423727*ii, -.679966-1.2419*ii, -.117419-.918849*ii, -1.26479-1.44334*ii, 1.03162+.947014*ii, .381169-.300474*ii, .417378+1.28742*ii, .25676-.121259*ii, -.575475-.080817*ii, .832661-1.65901*ii
.350575+.357576*ii, -.898365-.268312*ii, -.804774-.561557*ii, .264251-1.25657*ii, .832574-.020526*ii, -.413735-.281077*ii, .781786+.758522*ii, .382967+.0364586*ii, -.54254-.357085*ii, 1.41361-.207768*ii
-1.10978-.222961*ii, -.43759-.618964*ii, 1.04704-.74308*ii, -.607563-2.13153*ii, -.094869+.63567*ii, -.062485+.650995*ii, -.130898+2.4556*ii, .707589-.102155*ii, -.930442+.013367*ii, .500286-.949603*ii
-.000123248+.00021837*ii, .04038-.131464*ii, .0237031-.171042*ii, .568911+1.87073*ii, .202915-.818263*ii, .63269-1.31853*ii, -.136413+.0638187*ii, -.84784+.481848*ii, .140357+.131331*ii, -.532873+.85315*ii
.069041-.869229*ii, -1.26031-.136176*ii, -1.19335+.405267*ii, -1.13615-.430766*ii, 1.6865-.720059*ii, -.247175-.150409*ii, .372234+.0976454*ii, .169083+.0034902*ii, -.884815-.027136*ii, .054756-1.42202*ii
-1.24104-.477048*ii, .375221-.041448*ii, .584759+.96258*ii, 1.65975+.325589*ii, -.643786-1.15498*ii, -.345104-.248496*ii, -1.43956+.668361*ii, .123532+1.14667*ii, -.547023+.163109*ii, -.086808+.963186*ii
-1.13494+.767376*ii, .264654-.420039*ii, -.535108-.85997*ii, .178937-.275248*ii, .343369+.272893*ii, .333946+.0784595*ii, .732708+1.09295*ii, .057544+.796416*ii, -.805417+.370878*ii, .253183+.853059*ii
.769929+1.14903*ii, .0042589-.337401*ii, 1.41324+.389588*ii, .514799-2.26167*ii, -.983501-.062502*ii, .376421+.337594*ii, -.451422+1.30171*ii, .970592-.709329*ii, -.0211455+.0769533*ii, 2.42536-.31159*ii
-.202711-.793679*ii, .123751+.0969569*ii, -1.1057+.061774*ii, -.160005-.0874426*ii, .701773-.421229*ii, -.152743-.0932861*ii, .146564-.103023*ii, -.525261+.767988*ii, -1.06982-.060188*ii, .136437-.434599*ii
