variable ordering: S, ap, sintheta, dA, dtheta, r, P, qc, x0, w
-.871791+1.04332*ii, 1.70044+.320752*ii, -.847439+.309238*ii, .380962-.0091483*ii, -.904216-1.57518*ii, -.17998+.0681355*ii, -.322574+.405439*ii, .106668-.121803*ii, -.991231-.258635*ii, .951658+1.10288*ii
-.855914+.177168*ii, .725003+.658043*ii, -.879957+.447006*ii, .402971-.461382*ii, -.221962-1.3689*ii, -.166685+.208526*ii, -.263167+.466297*ii, .14832+.73511*ii, -.781013-.122718*ii, .186638+.754087*ii
-1.56002-.140397*ii, .819832+1.2605*ii, -.048754-.859484*ii, .0835674+.265261*ii, .353563-2.05981*ii, -.0854721+.131564*ii, -.0931249-.425545*ii, .333618+.0765063*ii, .380996-.764445*ii, .005312+1.05066*ii
-1.36792-.905703*ii, -.048997+1.66508*ii, -.716553+.561356*ii, -.190338-.407391*ii, .725434-1.61216*ii, .0205725+.209934*ii, -.108609+.729666*ii, .69523+1.24238*ii, -.0246389-.169015*ii, -.902623+.955191*ii
.783503-.106723*ii, -1.2822+.073311*ii, -.809723+1.09432*ii, 1.50045+3.13851*ii, .49821-.176392*ii, .817641-.318404*ii, 1.51056+2.2989*ii, -2.56549-.438505*ii, -.126414-1.25563*ii, -.26919-.417665*ii
.891341+.32895*ii, .113153-1.34063*ii, 1.86932-.624885*ii, -.26955-1.53248*ii, .0987496+.143423*ii, -.311789+.790383*ii, .263848-1.45463*ii, .0666368-.0681116*ii, .320468+1.95404*ii, 1.40904-1.07961*ii
-1.38294-.15121*ii, .991931+1.64279*ii, -.048415-.839023*ii, .087607+.32545*ii, .386481-2.21272*ii, .0946864-.139513*ii, -.0719441-.463325*ii, .3031+.0160021*ii, .294762-.654411*ii, -.143747+1.23138*ii
-.977628-.82845*ii, .30413+1.49879*ii, -.11451-.865346*ii, .25279+.196972*ii, .770878-1.85062*ii, .0338253-.167383*ii, -.0839534-.401989*ii, -.105844+.51015*ii, .531185-.503047*ii, -.525367+.738961*ii
-.518947-1.55599*ii, -.133041+1.14954*ii, .907647+.228501*ii, -.339312+.434331*ii, 1.20098-1.09633*ii, -.049395-.234997*ii, .8519+.302571*ii, .142185+.506516*ii, 1.22791+.486239*ii, -.597541+.558643*ii
-1.00389+.458478*ii, 1.22841+.36755*ii, .036068-.921223*ii, .0257993+.433543*ii, -.1993-1.68985*ii, -.149859+.147064*ii, -.22467-.423401*ii, .011857-.537004*ii, .271366-.484845*ii, .749648+.756531*ii
-.500239+1.43202*ii, 2.24161-.416057*ii, .181843-.87876*ii, -.225951+.397942*ii, -1.06024-1.51003*ii, -.198928+.0666172*ii, -.456829-.522632*ii, .027824-1.36862*ii, -.0723326+.0350268*ii, 1.75039+.799464*ii
.178235+.214454*ii, .106032+1.12056*ii, -.901132+.542697*ii, 1.54278-.202439*ii, .063422-1.1437*ii, .372382-.258771*ii, .318392+.294774*ii, -.944703+.979957*ii, -1.45858-.157811*ii, -.204651+.345554*ii
-.736341+.830089*ii, 1.63075+.760115*ii, .054408-.88432*ii, -.152929+.483044*ii, -.351408-1.88464*ii, .183411-.117728*ii, -.288362-.48263*ii, .118039-.888115*ii, .0274654-.253757*ii, .763587+1.01007*ii
.559118-.092415*ii, 1.29879+.116942*ii, .005644-1.07643*ii, -4.01208+.357465*ii, -.016814-1.06883*ii, .746025-.029250*ii, -2.2102+.57064*ii, 1.24978-1.99206*ii, 2.12344+1.82838*ii, .215384+.256358*ii
-.534788+.725484*ii, 1.22486+.033923*ii, -.916947+.327716*ii, .61528-.054586*ii, -.743751-1.23784*ii, -.244867+.0999375*ii, -.289443+.475568*ii, -.285645+.165718*ii, -.934889-.196902*ii, .830418+.683203*ii
-.101823-.130007*ii, -.32866+.108849*ii, -1.14614+.618402*ii, 1.33746-1.94797*ii, -.05211-.60139*ii, -.385733+.574307*ii, -.389434+.0244687*ii, -.359501+2.11053*ii, -1.61158+.405836*ii, .0068265-.292916*ii
.527635+.671678*ii, 1.46857-.510339*ii, .778948+.866806*ii, .407453-.63605*ii, -.682987-.493175*ii, -.330196-.116135*ii, .642208-.061925*ii, -.0957064-.0568658*ii, -.747711+1.44442*ii, 1.42536+.370748*ii
.872025+.52226*ii, -.7533-.214058*ii, -1.52628+.623092*ii, .851284+1.41256*ii, -.118082-.273161*ii, .725786+.092395*ii, .00462+1.67638*ii, -1.81479-.130696*ii, -.803407-.586854*ii, .024019-.590892*ii
.616045-.453284*ii, 1.67345+.961343*ii, .033808-.970397*ii, .117127-3.32603*ii, -.151887-1.44852*ii, -.409582-.454946*ii, -1.43548-2.10207*ii, .534337+1.55825*ii, -.868147+2.16398*ii, .242469+.379891*ii
-.21821-1.38794*ii, -.27693+.961967*ii, -.202448-.922326*ii, .322889-.177804*ii, .956091-1.26235*ii, -.0893292-.176842*ii, -.31724-.409354*ii, -.594507+.949856*ii, .691867-.023268*ii, -.673106+.023525*ii
1.0709-.315927*ii, 1.54232-.76645*ii, .224985-1.16294*ii, -1.0385-1.13836*ii, -.435169-.674012*ii, -.417439-.289724*ii, -1.47177-.890981*ii, -.141691-.26548*ii, .686167+1.87006*ii, 1.00753-.234148*ii
-.36537-.0026614*ii, .181092-.302626*ii, -.048567-1.08978*ii, .389635+.71231*ii, .136826-1.01798*ii, -.160042+.29962*ii, -.140465-.261294*ii, -.859521-.307916*ii, .559852-.584041*ii, .57628-.168674*ii
-1.94836+.28617*ii, 1.80558+2.14112*ii, .718129+.393186*ii, -.374715+.0181025*ii, .165082-2.42396*ii, .079532-.153969*ii, .724901-.142503*ii, 1.51585-.127999*ii, -.0578791-.00714365*ii, .147473+2.17154*ii
-1.19775-.796751*ii, .001289+1.27076*ii, -.130953-.875546*ii, .182992+.156704*ii, .827915-1.73423*ii, -.0306592+.147002*ii, -.0943246-.333491*ii, -.006031+.568356*ii, .608503-.656788*ii, -.501691+.560314*ii
.42416-.199597*ii, 3.23502-1.66791*ii, 1.90016-1.66293*ii, -25.0047-4.46796*ii, -.0457974+.0690021*ii, 2.59281+3.55232*ii, -11.4978+3.09574*ii, 13.9926-7.89158*ii, 10.4376+11.7428*ii, -.0430371+.06952*ii
.707133+.278777*ii, .814787-.147441*ii, .039006-1.13662*ii, -1.43039+.374742*ii, -.093118-.901629*ii, .475818-.0447676*ii, -1.11594-.133768*ii, -.180791-1.21567*ii, .904285+.875571*ii, .556165-.160524*ii
.392051-.400841*ii, -.072476+1.73672*ii, -.111971-.921462*ii, 4.382-1.88832*ii, .591583-1.55859*ii, -.22332-.664175*ii, .96105-2.4968*ii, -2.05574+2.72928*ii, -2.3649-.414832*ii, -.311354-.0233817*ii
.47648-.185707*ii, .803613+1.85508*ii, .924513+.483185*ii, 3.86987-7.3953*ii, .147625-1.16526*ii, -1.03945+.065315*ii, .470554-4.24237*ii, .74784+5.22148*ii, -4.32475+2.976*ii, .134054+.136054*ii
-1.91893+.087030*ii, 1.63576+2.16696*ii, .728903+.381328*ii, -.388636+.0390953*ii, .298143-2.37653*ii, .0743677-.161358*ii, .742362-.108844*ii, 1.46678-.031011*ii, .065533-.0023168*ii, .017114+2.09816*ii
.632112+.022924*ii, .089519+1.85879*ii, .956806+.330288*ii, .975178-2.4133*ii, .697702-1.07988*ii, .545237-.145626*ii, .671745-1.50312*ii, .362393+1.55196*ii, -1.49485+1.74205*ii, -.357827+.208468*ii
.750601-.535013*ii, -.381248+.702226*ii, -.237255-1.04961*ii, -.459691-1.53925*ii, .661878-.840752*ii, .430758+.191325*ii, -1.16856-.909424*ii, -.093304+.814847*ii, .033368+1.17248*ii, -.483947-.619911*ii
1.28373-.227519*ii, -.0260502-.151091*ii, -.204156-1.29033*ii, -.975718-.584305*ii, .271246-.532986*ii, .478393+.0542251*ii, -1.3855-.528096*ii, -.538663-.248691*ii, .581675+1.22722*ii, .082468-.855651*ii
.492498-.192104*ii, .199793+1.77522*ii, .97492+.430545*ii, 5.25339-6.79534*ii, .349827-1.04442*ii, -1.07852+.043679*ii, 1.28187-4.35589*ii, -.237521+5.48598*ii, -4.64788+2.14332*ii, .117847-.152266*ii
-.627303+1.10122*ii, 1.52355+.769989*ii, -.839826+.339171*ii, .362933+.0274833*ii, -.730597-1.63904*ii, .177642-.0640479*ii, -.257934+.38243*ii, .0746171-.15784*ii, -1.13422-.170455*ii, .66182+1.10474*ii
1.46214-.736742*ii, -.877306-.472874*ii, -.381177+1.28221*ii, -.335152+1.21772*ii, .424646+.360526*ii, .485822-.184057*ii, .407107+2.02741*ii, -1.28227-.060649*ii, .420297+.912294*ii, -.182706-.715496*ii
.486422-.439771*ii, .938445+1.75479*ii, -.043646-.923876*ii, 2.35497-3.56729*ii, .23786-1.6683*ii, -.340248-.566509*ii, -.423283-2.77086*ii, -.384871+2.68996*ii, -2.06922+1.26236*ii, -.186563+.299139*ii
1.20728+.531989*ii, -.461506-1.70007*ii, -1.33463-.182337*ii, -.188266+1.27007*ii, -.500881+.216115*ii, .287319+.442355*ii, -.902954+1.43318*ii, -1.74288-.808169*ii, .134139-.0762254*ii, .796306-1.23003*ii
1.0752-.864683*ii, .671953-.467269*ii, -.044834-1.28749*ii, -.285176-1.10539*ii, .065003-.620218*ii, -.385938-.278067*ii, -1.26244-.941935*ii, -.703115+.433779*ii, .598986+1.38034*ii, .420357-.56299*ii
.844261-.362971*ii, 1.86644-.282365*ii, .157968-1.06576*ii, -1.24525-1.86573*ii, -.455493-.963906*ii, -.447855-.332252*ii, -1.72852-1.12317*ii, .428567+.0963544*ii, .432932+2.19269*ii, .838382+.110416*ii
.485103-.201956*ii, .181261+2.3163*ii, .92294+.400827*ii, 5.66184-8.03552*ii, .438487-1.23311*ii, -1.08765+.074926*ii, 1.12375-5.0415*ii, .072905+6.31596*ii, -5.34889+2.48891*ii, -.135245-.107381*ii
1.28265+.714317*ii, -.164783-1.64166*ii, -1.25068-.099059*ii, -.093650+1.04706*ii, -.656304+.158606*ii, .273168+.350699*ii, -.868055+1.27612*ii, -1.66022-.80265*ii, -.111115+.111151*ii, .943302-1.09824*ii
.011631-.550246*ii, -.471362-.58244*ii, 1.20639+.098522*ii, -1.41407+1.10711*ii, .729526-.181978*ii, .139029+.543046*ii, .592734+.790961*ii, .096386-.889341*ii, 1.75401+.731752*ii, .370601-.385478*ii
-.117874-.357317*ii, -.329833+.480524*ii, -1.02474+.714052*ii, .115738-2.23482*ii, .172589-.662211*ii, -.129977+.632467*ii, -.812181+.222073*ii, .457572+1.93893*ii, -1.13788+1.02177*ii, -.351182-.154724*ii
.789759-.385328*ii, .803891-.733933*ii, 1.51008+1.16068*ii, 2.76166+1.87025*ii, -.0742877-.178114*ii, -.696331-.979833*ii, 2.90171+.412905*ii, -2.37019-.052695*ii, -.167997+.058645*ii, 1.38275+.269017*ii
.375925+.583301*ii, 1.47787-.398442*ii, .813295+.834891*ii, .285829-.807992*ii, -.618379-.571581*ii, -.366659-.0678992*ii, .578753-.13702*ii, .105468+.0436094*ii, -.688214+1.48767*ii, 1.35009+.439324*ii
.749106-.438647*ii, .835441-.815196*ii, 1.55293+1.11449*ii, 2.56713+2.32831*ii, -.0558106-.182576*ii, -.673909-1.02864*ii, 2.94436+.618091*ii, -2.43684-.356959*ii, .146603-.0755261*ii, 1.4112+.310925*ii
.166229-.794814*ii, .748042+.075878*ii, 1.10701+.408341*ii, -.619234+1.25814*ii, .396693-.708116*ii, -.0975043-.472914*ii, .897053+.701316*ii, -.270357-.68642*ii, 1.31424+.816177*ii, .440615+.512855*ii
.295789+.961831*ii, .684598+.009584*ii, -1.01526+.336766*ii, .618367+.430152*ii, -.624058-.892991*ii, .320783-.0052583*ii, -.230827+.721998*ii, -.855821-.213292*ii, -1.03734-.108719*ii, .650735+.198249*ii
1.04538-.022832*ii, -1.15929-2.11858*ii, .016195+1.13801*ii, 1.22508+1.66388*ii, -.038598+.903593*ii, -.247866+.508136*ii, 1.31867+1.71141*ii, -2.18936-.133742*ii, .0695172-.0910388*ii, 1.03349-1.33883*ii
.575918-.991264*ii, .111754-.528223*ii, 1.29757+.176141*ii, .335272+1.05098*ii, .545833-.233848*ii, -.342569-.329476*ii, 1.23489+.272936*ii, -1.05348-.214746*ii, 1.15123+.706843*ii, .583781-.194421*ii
1.10448+.046323*ii, -1.06197-2.00906*ii, .032618+1.15323*ii, 1.17342+1.37913*ii, -.07357+.865179*ii, -.21121+.49318*ii, 1.23213+1.57757*ii, -2.04693-.057523*ii, -.0756797+.0974011*ii, 1.02513-1.29925*ii
.663398-1.30136*ii, -1.12377+.149646*ii, -.594966+.994577*ii, -1.22464+.408305*ii, .855606-.039823*ii, .422899+.168026*ii, -.281075+1.86457*ii, -.256104+.483618*ii, .850039+.982791*ii, -.831882-.502217*ii
.310279-.916067*ii, -1.17686-.217982*ii, 1.05399+.037515*ii, -.23913+1.24706*ii, 1.13012-.121083*ii, .250213+.325683*ii, 1.06819+.605995*ii, -.77464-.261462*ii, 1.38082+.279812*ii, -.091442-.679757*ii
.394134-.416524*ii, 1.40813+.223207*ii, -1.12025+.351518*ii, -4.9335-5.93585*ii, -.504184-.65147*ii, -.151298+1.11706*ii, -4.41689-.284602*ii, 4.10996+1.63081*ii, -.19088+4.81025*ii, -.21577+.0420819*ii
.702878-1.52937*ii, -.60561-.242685*ii, 1.09268+.04389*ii, .110584+.539618*ii, 1.01216-.122493*ii, -.210037-.185888*ii, .903001+.210163*ii, -.94943+.349418*ii, 1.28912+.893405*ii, -.037843-.543399*ii
-.150012+.0308903*ii, -.0100694-.105418*ii, -1.1209+.488616*ii, 1.49569-1.10158*ii, -.241534-.688146*ii, -.429747+.383415*ii, -.190343+.211452*ii, -.742253+1.56542*ii, -1.3877-.01315*ii, .298605-.138971*ii
2.90764-2.01049*ii, 4.28933+2.51294*ii, 4.77718+7.72577*ii, 1.07422+1.83364*ii, -.00177175-.000160956*ii, -.152682-4.57354*ii, 6.80994+3.17184*ii, .00678691-.0127445*ii, -.67037+5.55035*ii, .792697+3.99674*ii
.31936-2.33103*ii, .41323-.492574*ii, -1.17866+2.35019*ii, -1.25884-.040035*ii, .0722264+.0128609*ii, -.904102-.471554*ii, -.495345+2.9216*ii, .042364+1.34016*ii, .869829+1.65261*ii, -.370272+.446141*ii
-.161179-1.69223*ii, .61014-.894684*ii, .000356+2.39509*ii, -1.4791+.008227*ii, -.0000433+.0970455*ii, -1.00664+.002949*ii, .252322+2.50165*ii, .651496+.730118*ii, 1.08206+1.76962*ii, .330685+.522159*ii
.625878-1.05399*ii, .15418-1.7908*ii, .090836+1.36073*ii, -1.57153+.915223*ii, -.104421+.515209*ii, -.6012+.206152*ii, -.018949+2.2292*ii, -.258399-.385998*ii, 1.49427+1.4289*ii, .774515-.400405*ii
.269206-.262805*ii, -.45352+.314908*ii, -.155301-1.01758*ii, 3.19329+2.78858*ii, .53651-1.09844*ii, .150875-.716738*ii, 1.59251-.088510*ii, -3.3304-.185008*ii, -.028204-2.16619*ii, .199326-.213841*ii
.55239-.389221*ii, -.332521-1.25183*ii, -.493316+1.46831*ii, -4.95139+7.43008*ii, .296422+.202106*ii, 1.57717-.266454*ii, .156848+6.03149*ii, -.735245-5.03631*ii, 4.46122-.552617*ii, .0600289+.221114*ii
.432318-.404279*ii, 1.97127-.101559*ii, -1.0771+.260446*ii, -6.32915-5.75339*ii, -.741957-.639993*ii, -.147011+1.1103*ii, -5.06218+.071449*ii, 4.71451+.88405*ii, .544932+5.33302*ii, .0093664+.206636*ii
.475871-.198971*ii, .674032+2.38499*ii, .891845+.437141*ii, 4.57074-8.55468*ii, .275128-1.33274*ii, -1.06517+.090013*ii, .472954-4.98037*ii, .867063+6.1263*ii, -5.10633+3.17165*ii, -.118703+.123753*ii
.488848-.742738*ii, -.568234+.025871*ii, -.804314+1.1431*ii, -3.01539+.475715*ii, .470785-.129622*ii, .726043+.430214*ii, -1.12074+2.47219*ii, .812225-.453984*ii, 1.25284+1.47852*ii, -.634456-.210272*ii
.642328-.259065*ii, .660179+1.15307*ii, -.099393-1.01249*ii, -2.39773-2.59626*ii, .366403-1.21208*ii, .628478+.204589*ii, -2.21273-1.04648*ii, 1.54795+.378745*ii, .272899+2.4348*ii, -.442168-.0204733*ii
.196572-1.08274*ii, .616359-1.43305*ii, .311609+1.63066*ii, -1.85832+.328277*ii, -.156377+.245885*ii, -.758251+.214956*ii, -.009857+2.0766*ii, .478346-.155997*ii, 1.39113+1.76998*ii, .784849+.078088*ii
-.391472-.772834*ii, .745545+.909142*ii, .935307+.365001*ii, -.718177+.490396*ii, .578476-1.18365*ii, .0234422-.32271*ii, .66014+.363055*ii, .416783-.179903*ii, .955834+.782828*ii, .011884+.869822*ii
1.33819+.123305*ii, -.187393+.220804*ii, 1.34308+.190286*ii, .728301-.631036*ii, .487269-.218904*ii, .449463-.0987361*ii, 1.05242-.754643*ii, -.70331+.242804*ii, -.45249+1.49951*ii, .417934-.550276*ii
.767668-.732716*ii, -.095988-1.79308*ii, -1.49165-.300321*ii, -2.76965-.837793*ii, -.313225+.212472*ii, -.302968+.841595*ii, -2.74004+1.38622*ii, .306352-.0446636*ii, 1.27887+1.60866*ii, .333107-1.11167*ii
.930621+.245887*ii, .070557-1.326*ii, 1.8052-.587942*ii, -.06586-1.54085*ii, .114195+.157872*ii, -.353805+.733968*ii, .317585-1.45015*ii, -.0723571+.0704302*ii, .241339+1.90366*ii, 1.36875-1.09602*ii
-.431545-1.06134*ii, -.666204+.877883*ii, -.2197-.92232*ii, .340211-.0585958*ii, 1.00964-1.19495*ii, .060399+.182795*ii, -.209006-.335791*ii, -.531509+.842361*ii, .589312-.327382*ii, -.659591-.151388*ii
.325718-.338758*ii, -.65556+1.06374*ii, -.159338-.956146*ii, 4.83279+.793344*ii, .695913-1.28795*ii, -.062032-.738726*ii, 1.84288-1.37874*ii, -3.37265+1.55039*ii, -1.52925-1.8755*ii, -.108858-.265955*ii
.558268-.447126*ii, -.314257-.763745*ii, -.654745+1.43786*ii, -5.1471+4.89808*ii, .324085+.096318*ii, 1.45376+.068373*ii, -.683403+5.03585*ii, .311069-3.7185*ii, 3.58177+.528996*ii, -.254144+.130386*ii
.515569+.763489*ii, .970721+.563815*ii, .983834+.643092*ii, .046866-.835028*ii, -.13571-.809842*ii, .365568-.0659262*ii, .661697-.394732*ii, .338216-.0779875*ii, -.8014+1.5167*ii, .736308+.42275*ii
.945841-1.5581*ii, -.480791-1.31904*ii, -.22009+1.26931*ii, -.965443+.563612*ii, .307203+.542741*ii, -.468698+.0434877*ii, -.03499+2.03735*ii, -.705388+.372687*ii, 1.21041+1.36333*ii, .149589-.676398*ii
.593747-.176712*ii, 1.35063+.769001*ii, -.023738-1.02486*ii, -4.15355-1.68009*ii, .085915-1.23467*ii, .739194+.12615*ii, -2.76305-.26357*ii, 2.14532-.912905*ii, 1.37697+2.77167*ii, -.147805+.301748*ii
1.59858-.32607*ii, .569011+.124813*ii, .604145+2.5076*ii, 1.00573+1.36183*ii, -.0506023+.0589604*ii, .265451-1.12901*ii, 2.05179+1.84905*ii, -1.41006-.037829*ii, -.584588+1.34784*ii, .457874+.427185*ii
-.277636+1.29697*ii, 1.88212+.204114*ii, .127521-.902302*ii, -.316043+.417629*ii, -.720388-1.60798*ii, .216256-.0719277*ii, -.453907-.525846*ii, .016059-1.28827*ii, -.11362+.0959626*ii, 1.23632+.773581*ii
.462676-.429932*ii, 1.77569-.729306*ii, -1.13443+.182354*ii, -6.41714-4.3094*ii, -.780419-.404457*ii, -.150009+1.09372*ii, -4.8218+.765079*ii, 4.07907+.109443*ii, 1.21998+4.70474*ii, .23276+.0172811*ii
.652227-.431813*ii, -.392035-1.48582*ii, 1.55384-.2493*ii, 2.90221+.513206*ii, .303879+.157144*ii, -.93126+.066768*ii, 2.11451-.918488*ii, -2.36224+.620892*ii, -.0289312-.102442*ii, 1.37363-.984191*ii
1.36053+1.1137*ii, .41506+.19979*ii, 1.76741+1.0151*ii, .466329-.777116*ii, .001066-.157473*ii, .670531+.004145*ii, 1.49993-.537941*ii, -.0884298-.261566*ii, -1.08586+2.00768*ii, .975217-.168384*ii
.578138+1.49504*ii, -.349005+.299951*ii, .958722+2.41408*ii, .798724-.941344*ii, -.0689423+.0321779*ii, .723499+.686509*ii, 1.86912+.6499*ii, .327655+.47448*ii, -2.05058+1.45743*ii, .685777-.062310*ii
.885127+.497324*ii, 1.23497-1.67673*ii, -1.04367+.083050*ii, .099989+1.43633*ii, -1.129-.274162*ii, -.339959-.27002*ii, -.625816+1.32106*ii, -1.61397-1.01674*ii, .107338+.0909464*ii, 1.47185-.191287*ii
.578616-.732122*ii, 1.65317+.296155*ii, -.995335+.405159*ii, -2.03104-.884185*ii, -.429306-.984867*ii, -.099651-.543674*ii, -1.82252+.975362*ii, .7067+.114034*ii, .451402+1.95305*ii, .062401+.697162*ii
.938074-.807057*ii, -.306964-1.88035*ii, -1.46759-.450047*ii, -2.18753-.510252*ii, -.231249+.287055*ii, -.318473+.728493*ii, -2.46387+1.28681*ii, -.255277-.0012550*ii, 1.23607+1.30291*ii, .338625-1.28976*ii
1.68741-.20781*ii, -.051697-.584065*ii, .087139+1.60093*ii, .471542+1.00851*ii, -.0525409+.31922*ii, .286592-.509554*ii, 1.00527+1.60379*ii, -1.46767-.119157*ii, -.270937+1.18186*ii, .475027-.388758*ii
1.30528-.503706*ii, 1.15507-1.13394*ii, -1.20955+.136964*ii, -1.4559+.619347*ii, -.697323-.24531*ii, -.163362-.503285*ii, -1.58839+1.54176*ii, -.797908-.671856*ii, .812376+1.27547*ii, .656473-.173923*ii
.772036-.092451*ii, -.737945+1.46703*ii, 1.00556+.224204*ii, 1.92759-1.49788*ii, .964627-.745763*ii, .552861-.061579*ii, 1.34969-1.33463*ii, -.661534+1.54135*ii, -1.40382+.949704*ii, -.376939-.308033*ii
