variable ordering: S, ap, sintheta, dA, dtheta, r, P, qc, x0, w
.976878-.420697*ii, .634012+1.22651*ii, -.771507+.813701*ii, -.710708-.370007*ii, .719926-.613267*ii, .187765+.291651*ii, -.095081+.724022*ii, -.201233-.11356*ii, -.389355+.196752*ii, -.797367+1.87336*ii
-.193665+2.61607*ii, -3.81868-5.34239*ii, -4.23189+2.2648*ii, 4.52393+3.31133*ii, -.00116332-.0120015*ii, -3.86718+.685591*ii, -.856981-5.07625*ii, -.198256-.0377297*ii, 4.31386-6.64846*ii, -.025752-.832452*ii
-.050369-1.55164*ii, -.833027+.813084*ii, 1.50869-.121309*ii, -1.89693-.223967*ii, .373457+.0916695*ii, -.015521-.722733*ii, 1.41394+.629741*ii, .015550-.51099*ii, -2.56832+.573085*ii, .37194+.560232*ii
-2.73148+.03085*ii, 1.01049-.349211*ii, .849135-1.20657*ii, -6.58258+.961027*ii, -.400222+.110307*ii, -1.12744-.676986*ii, 6.26239+1.29531*ii, 1.33349+.347045*ii, -.695908+3.2536*ii, -.294837+.427532*ii
.940229-.113324*ii, .203736-.163903*ii, -.808161+.831405*ii, -.00385281+.00266302*ii, .630022-.578592*ii, -.024463-.0123903*ii, -.0556018+.0586441*ii, .0272786-.0836862*ii, .294899-.878675*ii, -.339279+1.26046*ii
.677503+1.10171*ii, -.694995-1.57297*ii, -.455223-.892304*ii, 2.14927+1.15108*ii, 1.31048-.20551*ii, -.121071-.526799*ii, -.741556-2.19408*ii, .328799-.138696*ii, 1.3641-1.45954*ii, .137507-1.01237*ii
.276225-.157992*ii, 1.31794+1.79708*ii, -.379388-.93954*ii, -1.26471-.08419*ii, 1.17061-.521998*ii, .370249-.13538*ii, .410554+.594123*ii, -.0904688-.0389163*ii, -.272559+2.06732*ii, -.978184+1.03276*ii
-3.15449-.151841*ii, .861496-.638141*ii, 1.18996-1.48501*ii, -5.41025+.251819*ii, -.173731+.0851742*ii, -1.21626-.928999*ii, 5.41806+1.50053*ii, 1.07062+.794366*ii, -.789835+2.89852*ii, .209895-.495406*ii
-.380247+.12817*ii, 2.5423+.39406*ii, -.431889-.984119*ii, -1.34782+1.90349*ii, 1.01612-.348213*ii, .356618-.441077*ii, 1.61476-.494283*ii, -.091127+.0926468*ii, 1.61027+2.39665*ii, .216342+1.28322*ii
-.277667-1.31816*ii, .092354+1.02648*ii, 1.23147+.057261*ii, -.780794-.668778*ii, .704739-.098878*ii, .168456-.397768*ii, .438821+.955839*ii, -.356113+.169978*ii, -1.83575+.693576*ii, .621466+.511237*ii
.719665-.063508*ii, 1.11444+1.08977*ii, -.800097+.773893*ii, -1.40531-.631216*ii, .648595-.716841*ii, .252678+.40512*ii, .488858+1.18495*ii, .133445+.1921*ii, -.125806+.520939*ii, -.970375+1.86408*ii
.102404-.993834*ii, 1.43091+.155947*ii, -.894869+.579211*ii, -2.55933-1.4733*ii, .167265-1.08803*ii, -.195091-.60223*ii, 1.45677+2.48338*ii, .226504+.344627*ii, -.151506+.54936*ii, -.759711+1.71849*ii
-1.41644-.218183*ii, .246856-.751619*ii, .624816+1.59795*ii, -2.34974+.492015*ii, -.237397+.115438*ii, -.816606+.420926*ii, 2.82354+.651971*ii, .273355+.762755*ii, -.442619-.147737*ii, .975782+1.11777*ii
1.89174-1.44808*ii, -.65241+.637638*ii, -.629997+.719124*ii, 3.0986-1.64419*ii, 1.26996-.845712*ii, .283281-.55015*ii, -3.39866+.410299*ii, -1.07253-.221167*ii, -.835623-2.00461*ii, -.040528+.615428*ii
-.368479-1.554*ii, 1.3411-1.40726*ii, 1.53823+1.37774*ii, -1.69737+.748545*ii, -.0880309-.123192*ii, .485269-.84218*ii, 2.34733+.790019*ii, .090432+.292327*ii, -.216805-.242324*ii, 2.30139+1.56135*ii
-.037829-1.42191*ii, -3.2081-.938918*ii, 1.20818+1.82057*ii, .165701-2.23584*ii, -.125592-.0237488*ii, -1.09915-.264896*ii, -.074641+1.11947*ii, .0476467+.178368*ii, -3.17188-3.27626*ii, .626138-.472378*ii
-2.79763-.155683*ii, 1.16488-.657159*ii, 1.09226-1.09081*ii, -5.47917+1.5413*ii, -.255795+.256818*ii, -1.01399-.769171*ii, 5.72727+.680072*ii, .948672+.405937*ii, -.307125+2.97741*ii, .521965+.328257*ii
-40.3831-.00099*ii, -39.9705-29.2536*ii, -14.8001-51.4165*ii, 1.7425-8.62657*ii, .00000648692-.00000580509*ii, -45.1234-31.1885*ii, 11.6994-9.80291*ii, .127335+.0329569*ii, .00377815-.000679137*ii, -12.9464-60.1325*ii
1.40558+.522428*ii, -1.08441+1.80711*ii, -.397465-.816672*ii, 1.82302-1.01087*ii, 1.73973-.374393*ii, .294047+.344822*ii, -2.34834-.540444*ii, -.16743-.236674*ii, -1.10917-.279813*ii, -1.46921-.360848*ii
-.469911-1.46597*ii, 1.85954-1.42408*ii, 1.31977+1.27299*ii, -2.23762+1.19226*ii, -.144425-.16097*ii, .503612-.874345*ii, 2.86926+.743738*ii, .147796+.251252*ii, .227223+.247364*ii, 2.24126+1.89071*ii
-4.18545-2.7432*ii, .553188+2.38255*ii, 1.55357-2.42742*ii, -6.11844-1.63262*ii, -.0551767+.00761581*ii, -1.91741-1.61403*ii, 4.52729+3.57886*ii, -.480462+.633849*ii, -3.67008+5.14854*ii, -.217465-.431612*ii
-40.3649-.01655*ii, -39.9455-29.2488*ii, -14.7733-51.3977*ii, 1.74148-8.62697*ii, .00000648949-.00000582085*ii, -45.0924-31.1885*ii, 11.6972-9.79061*ii, .127369+.0329537*ii, -.00377922+.000680363*ii, -12.9221-60.1096*ii
.378822+1.42769*ii, -1.01752-2.31379*ii, -.489269+1.16625*ii, 1.82157+2.49465*ii, .612299+.243941*ii, -.585768+.496928*ii, .264594-2.94712*ii, .291903-.0089718*ii, 1.75806-2.61567*ii, .94732+.128247*ii
.686435-1.20085*ii, -.93488-1.09259*ii, 1.16931+2.50926*ii, -.00361915-.010726*ii, -.0606933+.0163123*ii, .10002+.0188844*ii, .547035+.192068*ii, -.02085-.021671*ii, -1.31642-2.48016*ii, 1.59045+1.37104*ii
.806546-.00686*ii, .682421-.271445*ii, -.790581+.812587*ii, -.0038229+.07418*ii, .673093-.619824*ii, .106772+.0012834*ii, .0415373+.137984*ii, .0432896+.10673*ii, .654972-.675262*ii, -.166025+1.2983*ii
-2.98443+.206086*ii, .83334-.465107*ii, .851395-1.4579*ii, -6.1975+.178734*ii, -.27704+.004125*ii, -1.26495-.714463*ii, 5.8753+1.66563*ii, 1.39729+.692583*ii, -.785874+3.06199*ii, -.434764-.236813*ii
.36753+.112794*ii, .690081+1.37399*ii, -.402786-.918522*ii, -.429315-.0056357*ii, 1.24984-.429512*ii, .208586-.0898406*ii, -.0578813+.0475414*ii, -.0742727-.053124*ii, -.182569+1.32793*ii, -.891049+.547125*ii
-1.6113-3.15814*ii, -1.61719+1.67045*ii, 2.29962-1.75965*ii, -4.55402-1.95542*ii, -.020811+.0508217*ii, -.969715-2.0056*ii, 2.96039+2.65356*ii, -.01053-.622968*ii, -4.98259+2.37788*ii, -.193317-.496042*ii
.944781-.324666*ii, .878563+.532208*ii, -.775698+.830314*ii, -.355776+.26086*ii, .704728-.57388*ii, .236519+.109927*ii, .0403768+.218676*ii, -.191072-.115656*ii, .293333-.0563217*ii, -.314066+1.8324*ii
.100965+1.08777*ii, 1.08792-1.96015*ii, -.51746-.927145*ii, 1.01248+3.24453*ii, 1.11283-.048578*ii, .084406-.671182*ii, .90916-2.84198*ii, .226382-.192313*ii, 2.86571-.065960*ii, .994825+.048102*ii
.0796608+.256146*ii, -.035157+1.45588*ii, -.44328-.933309*ii, -.485472-.113934*ii, 1.17397-.28799*ii, -.238691+.0812655*ii, .0095058-.0906358*ii, -.0649189-.0576026*ii, -.589032+1.13737*ii, -1.13309+.20968*ii
.499709+2.70925*ii, -.34705-1.28148*ii, -.531825-.809011*ii, 1.65511+2.83343*ii, 1.44711+.25412*ii, .036634+.604971*ii, .17506-3.57461*ii, .779393-.071166*ii, 2.24203-.76471*ii, -.119911-.696113*ii
-.359572+2.1871*ii, .306483-.427024*ii, 1.23588-.374998*ii, -3.87007+2.06734*ii, .392537+.478523*ii, .480593+.801917*ii, 4.27205-1.12164*ii, 2.05031-.001960*ii, .010323+1.32708*ii, -.407792+.459752*ii
.826594+.485555*ii, .43585-.400266*ii, -.515502-.963652*ii, -.254798+2.58755*ii, 1.01667-.099091*ii, .204964-.573465*ii, .956468-2.15024*ii, .247793-.888077*ii, 1.23545+.539831*ii, -.12016+.767459*ii
-.00384562+.00284586*ii, 4.62895+1.1954*ii, -.99665+.883226*ii, -4.04802+3.09088*ii, .320933-.464498*ii, .901519+.515699*ii, 3.56735+.280489*ii, .00703752-.00881985*ii, 2.32585+3.56209*ii, .122445+4.38797*ii
2.39943-1.78246*ii, .347436-.400028*ii, .343529+1.48265*ii, -2.62263+4.84529*ii, -.238721+.293375*ii, .890555-.854979*ii, 2.92747-2.49095*ii, -.003061-2.64684*ii, .00327756-.0183422*ii, 1.15084+4.25605*ii
2.38954-1.75328*ii, .34483-.400494*ii, .347362+1.46407*ii, -2.71904+4.86755*ii, -.251779+.29962*ii, .88691-.849124*ii, 3.01069-2.49203*ii, .033904-2.65791*ii, -.00289484+.0185085*ii, 1.11908+4.26146*ii
1.06469+.480404*ii, -1.45943-.514908*ii, 1.02434-.014083*ii, 2.02067-.128393*ii, 1.23912+.051132*ii, .503236-.022900*ii, -1.21395-1.24988*ii, .339076-.0543635*ii, -.815855-1.83317*ii, .454502-.854474*ii
.794966+1.07311*ii, .180174-.411075*ii, -.430946-.98555*ii, -.758379+.916246*ii, 1.01208-.351371*ii, .266976-.305079*ii, .971204-.99759*ii, .898943-.365503*ii, .733066+.231748*ii, -.868198+.139849*ii
1.63883+.095172*ii, -.502897-1.77088*ii, -.641024+.703513*ii, 3.6934-1.51443*ii, 1.23484-.931096*ii, .340335-.562152*ii, -2.84574-.151591*ii, -.0532969+.477586*ii, .884613-3.38753*ii, .404363-.571931*ii
.83286-.681101*ii, .778054-.091752*ii, -.736516+.741689*ii, .858052-.73888*ii, .834198-.816863*ii, .158993-.349957*ii, -.940364+.69714*ii, -.407033+.267152*ii, .383782-.83687*ii, .091218+1.08254*ii
-.997776+2.20704*ii, .259942-.387994*ii, 1.38434-.286355*ii, -3.80539+.37349*ii, .386328+.271122*ii, .239018+.924899*ii, 3.94833+.176772*ii, 2.10875+.790114*ii, -.472459+1.14198*ii, -.539354-.241636*ii
-.125137-.0054664*ii, -.271339+1.95715*ii, -.433737-.988792*ii, -1.43579-.749835*ii, 1.00183-.343893*ii, -.46783+.0816238*ii, .418701+.63718*ii, .0097993-.0781695*ii, -1.33667+1.5199*ii, -1.61114+.28597*ii
1.55285-1.41441*ii, -1.65973+1.90516*ii, .960405+.14157*ii, 1.63873-3.60836*ii, 1.31915-.619513*ii, .608202-.275919*ii, -2.91545+1.82734*ii, -.393096+.0344831*ii, -3.40894-1.27567*ii, -.693487-.388033*ii
.68899+1.10107*ii, -.196292+.871673*ii, -.363586-.803985*ii, 2.44015-1.60903*ii, 1.856-.567374*ii, .342258+.393247*ii, -2.43775-.050815*ii, .005381+.753589*ii, -.059505-.503366*ii, -.929884-1.06497*ii
.3256-1.84409*ii, -4.49948+.340822*ii, 1.24707+1.68094*ii, -.334063-3.51413*ii, -.136895-.0490515*ii, -1.35222-.135296*ii, -.56727+1.8472*ii, .0227106-.195591*ii, -4.99091-3.25273*ii, -.469599-.599108*ii
.0520208+.10603*ii, .0566607+.152047*ii, -.567471+.833365*ii, 2.98267-.149729*ii, 1.26885-.287286*ii, -.326312+.506035*ii, -2.1454-.639732*ii, -.982071+.797132*ii, .581737-1.24465*ii, .636584+.125567*ii
.00025412+.00871982*ii, .0298032-.0558669*ii, 1.04456+.014069*ii, 1.32083-.229367*ii, 1.16859-.047242*ii, .416899-.0302788*ii, -.643508-.301101*ii, -.114247+.57905*ii, -.440483-.477649*ii, .954486-.404581*ii
-1.77732-.26864*ii, .354013-.199272*ii, 1.03649-.063992*ii, 2.1012+.19163*ii, 1.17029+.218987*ii, -.521215+.008437*ii, -.662812-.488542*ii, -.980247+1.33552*ii, .0452692+.0323946*ii, 1.95727-.990169*ii
-.263514+.205319*ii, -.207334+.29226*ii, -.349928-.899712*ii, 1.20317-1.91143*ii, 1.3293-.655307*ii, -.384963-.321214*ii, -1.26878+.799874*ii, -.098895+.831848*ii, -.344999-.241994*ii, -.630849-1.13946*ii
.849998+1.28532*ii, -.31688+.160272*ii, -.389713-.923611*ii, -.145279-.548357*ii, 1.23254-.482254*ii, .25238+.0662276*ii, -.0355511-.272662*ii, .908891+.042409*ii, .0102012-.134717*ii, -1.38008-.425674*ii
1.27671-.087307*ii, -.345114+.300486*ii, -.538016-.90905*ii, .472321+2.75098*ii, 1.13061+.036652*ii, .100765-.601504*ii, .071054-2.60304*ii, -.266999-1.40211*ii, .49873+.319399*ii, -.20027+.945163*ii
.111186+1.2774*ii, -.365797+.383812*ii, 1.16468-.283647*ii, -2.66732+1.88391*ii, .583649+.508471*ii, .388955+.639616*ii, 2.86104-1.31945*ii, 1.26311-.42821*ii, -.781401+1.02206*ii, -.349939+.619157*ii
-.180114-.383482*ii, .317229-.0012965*ii, 1.08546+.130519*ii, .433331-1.49568*ii, .955281-.358486*ii, .408039-.236197*ii, -.317779+1.0991*ii, .065826+.88238*ii, -.90443-.339144*ii, .699391-.350425*ii
.0779523+.233812*ii, .424475+.417626*ii, .990492-.135347*ii, 1.00907+2.68872*ii, 1.22531+.528798*ii, .521959+.265188*ii, .203187-2.35783*ii, -.438982-.21374*ii, .311182+.621705*ii, 1.35944+.60655*ii
-.747638+1.92046*ii, 1.60195-.369302*ii, -.523845-.806139*ii, 1.19906+3.22036*ii, 1.48183+.236021*ii, -.019048+.61559*ii, .562011-2.81905*ii, -.129701+.544167*ii, 2.7664+1.15254*ii, .697495+.089435*ii
.982205-.087914*ii, .227675-.102625*ii, -.799344+.830881*ii, -.00493133-.000057938*ii, .649792-.578441*ii, .0200502+.0195172*ii, -.0811847+.0575158*ii, .0362171-.0894477*ii, .282633-.846432*ii, -.367023+1.28698*ii
-.387099+.0389131*ii, .570105+1.58997*ii, 1.10595-.191052*ii, -1.75499+1.81753*ii, .821659+.463043*ii, .333986+.518195*ii, 1.78074-.850906*ii, -.0217157-.20168*ii, -.931526+2.01151*ii, .335222+1.18967*ii
.772131+.775271*ii, -.486425+.349341*ii, 1.00364-.238241*ii, -.535883+3.70431*ii, .929744+.781826*ii, .559623+.403053*ii, 1.52806-3.20839*ii, .34842-1.1146*ii, -.091027+.583592*ii, .564775+1.00867*ii
.185056+.0278971*ii, .269611+.196348*ii, .954935-.058471*ii, 2.62513+1.48193*ii, 1.49702+.277768*ii, .563078+.111686*ii, -1.30252-1.87993*ii, -.74402+.228255*ii, .286374-.244574*ii, 1.58702-.066575*ii
-.37449+.060561*ii, -.395207-.376988*ii, .137232+1.26631*ii, -2.62673+3.47683*ii, -.205325+.61169*ii, -.77366+.495721*ii, 3.38947-1.90694*ii, .21458-.784695*ii, -.0059227+.239491*ii, .601768+2.14145*ii
-.82551+.155608*ii, -.10285+.203665*ii, 1.15277-.055841*ii, -.186653-.199626*ii, .85819+.1255*ii, -.0736628+.195061*ii, .640844+.064824*ii, .109388+.717441*ii, -.879849+.247941*ii, .656813-.400173*ii
-.246313+1.80416*ii, .866608-.335068*ii, -.450099-.817172*ii, 1.95207+1.28251*ii, 1.63907-.099158*ii, .104071+.481612*ii, -.646986-1.82653*ii, .044445+.765763*ii, 1.93191+.181095*ii, .193277-.648045*ii
.0432045-.100003*ii, -.663134-1.08093*ii, -.03996+2.19463*ii, -.149786+1.28863*ii, .0068827+.12589*ii, -.655586+.562735*ii, 1.06889-.866821*ii, -.0743443+.0704847*ii, .061671-1.85145*ii, .971613+1.44171*ii
1.26504+1.76597*ii, -.882941+.147148*ii, -.544126-.683987*ii, 3.31241+5.2837*ii, 1.80231+.860005*ii, .125076+.743834*ii, -1.13631-5.83439*ii, -.586747-1.29419*ii, 1.92349-.371857*ii, .51979+.397548*ii
-.16497+.0129653*ii, .218902-.0651924*ii, 1.05353+.011215*ii, 1.15511-.138001*ii, 1.13946-.036400*ii, .392245-.0191601*ii, -.450589-.251988*ii, -.125884+.651804*ii, -.336678-.295751*ii, 1.02869-.3504*ii
3.26827-1.77618*ii, -.335813+.332044*ii, -.029936+1.3074*ii, -1.7286+6.36923*ii, .040913+.594765*ii, .938124-.683996*ii, 2.16017-4.17928*ii, -.441389-3.59873*ii, -.00068553-.0125125*ii, .888954+4.74896*ii
-1.08539+.782389*ii, -.255918+.33732*ii, 1.25967-.047381*ii, -1.59527-1.01571*ii, .661429+.07492*ii, -.145824+.581054*ii, 1.57693+.867281*ii, .814182+1.01129*ii, -1.34669+.492592*ii, -.086028-.587319*ii
2.931+1.82906*ii, -.335856+.360211*ii, -1.25675+.775873*ii, -4.78709+1.76851*ii, .0365654-.412224*ii, .768954+.859195*ii, 3.44912-.829379*ii, 2.34842-1.77939*ii, -.00881459+.0142679*ii, -3.01738+3.08753*ii
.472548-.0582467*ii, .431053-.126255*ii, -.49912-.870612*ii, 1.59502+2.58025*ii, 1.31923-.012051*ii, -.007242-.603977*ii, -.471614-2.45392*ii, -.68768-.618113*ii, 1.30576+.326705*ii, .631182+.471867*ii
-.142285-.0572166*ii, .853119-1.32786*ii, -1.18734+.963514*ii, -.812598+1.95285*ii, .170334-.331764*ii, -.734007-.227738*ii, 1.64593-.851866*ii, -.102737-.0706876*ii, 1.70493-.471305*ii, .489873+1.66664*ii
-.207293-.956428*ii, -.531041-.556574*ii, 1.7213+.084543*ii, -1.80913-.561927*ii, .257677-.0382138*ii, .162576-.803436*ii, 1.82214+.847058*ii, .611541+.012471*ii, -1.81374-.215723*ii, .787045+.031027*ii
3.26128-1.77412*ii, -.335378+.331861*ii, -.023441+1.3001*ii, -1.77161+6.41555*ii, .032785+.605572*ii, .934922-.685475*ii, 2.20724-4.20348*ii, -.434663-3.6149*ii, .00067344+.0124418*ii, .891182+4.76351*ii
-.763847+.888426*ii, .273432-.281818*ii, -.333303-.960999*ii, -.212194-1.84412*ii, 1.06719-.682913*ii, -.442175-.183969*ii, .174474+1.14595*ii, .59071+1.15571*ii, .130611+.141363*ii, -.827669-1.19264*ii
.080129+1.36538*ii, .382315+.0452052*ii, -.421401-.896066*ii, .39628+.110757*ii, 1.32989-.342455*ii, .0655642+.209485*ii, -.036302-.628482*ii, .48126+.471036*ii, .776663+.298951*ii, -.690148-.464719*ii
.75813-1.22524*ii, .56663+.020834*ii, -.615975+.616046*ii, 3.5901-4.0873*ii, 1.42623-1.42574*ii, .247567-.657107*ii, -3.92197+2.52465*ii, -.964408+1.40767*ii, -.270418-2.0371*ii, .217777-.503723*ii
.660495+.225367*ii, .240842+.591652*ii, -.735439+.767367*ii, .006697-1.4794*ii, .833584-.733579*ii, .0084786+.446687*ii, -.580223+1.10384*ii, .126465+.534958*ii, -.284211-.61719*ii, -.904787+.802031*ii
.105029-1.92451*ii, 1.61802-1.17233*ii, 1.146+1.53844*ii, -1.93255+1.98388*ii, -.177419-.0647444*ii, .558993-.951189*ii, 2.56927+.099543*ii, -.202143-.344701*ii, .145857+.0736752*ii, 2.34774+2.54863*ii
-2.05214+.162285*ii, .444842-.451157*ii, .817542+1.1561*ii, -4.4374-1.10647*ii, -.451921-.12787*ii, -.921665+.495553*ii, 4.07198+2.35373*ii, 1.07253+1.28471*ii, -1.17037+.697401*ii, .025818+.681486*ii
.49483+.216392*ii, -.806866-.362349*ii, -.413586-.848235*ii, 3.03674-.092183*ii, 1.55174-.330416*ii, -.25685-.507102*ii, -2.1443-1.29639*ii, -.487171+.114654*ii, .382152-1.20773*ii, .108426-1.0996*ii
-.214278+.439387*ii, .255726-.393952*ii, -.391722-.882608*ii, 1.86453-.374671*ii, 1.40674-.462557*ii, -.227407-.400084*ii, -1.13711-.435227*ii, -.234823+.669466*ii, .785492-.32966*ii, .114415-.937904*ii
.025001-1.1196*ii, .720542+.323739*ii, 1.12482+.455056*ii, -2.45454-2.33416*ii, .302634-.68224*ii, .534212-.556952*ii, 1.40773+2.82389*ii, .620865+.583546*ii, -1.81945+.358797*ii, .002057+.741402*ii
-1.28102-.377994*ii, .309873-.837527*ii, 1.4055-.198542*ii, -1.28592+.729624*ii, .425491+.190521*ii, -.231384-.549754*ii, 2.12395-.061369*ii, .245775+.485099*ii, -.437851+.512838*ii, 1.3831-.175321*ii
.235552-1.98482*ii, 1.3648-1.03151*ii, 1.18496+1.55954*ii, -1.86854+1.77451*ii, -.16489-.0655646*ii, .559804-.931258*ii, 2.3911+.163535*ii, -.203087-.41101*ii, -.13704-.0539922*ii, 2.2241+2.50273*ii
.993928+1.15439*ii, -.286217+.238057*ii, -.385757-.949069*ii, -.662309-.429404*ii, 1.13598-.497266*ii, .313019-.0309186*ii, .308747-.200956*ii, 1.005-.161589*ii, -.118475+.0439645*ii, -1.50924-.171473*ii
-3.91126-3.05822*ii, .757152+2.0707*ii, 1.8911-2.13953*ii, -5.61184-1.40924*ii, -.04724+.0323689*ii, -1.57219-1.77837*ii, 4.26797+3.4243*ii, -.605789+.582064*ii, -3.55514+4.79503*ii, .406492-.250701*ii
-.133363-.245246*ii, -1.32289+1.14243*ii, 1.13081-.081393*ii, -.146094-.601839*ii, .893785+.195707*ii, -.172689+.255436*ii, -.00105069+.000284199*ii, -.0277425+.0773858*ii, -2.18476-.007225*ii, -.0711825-.29112*ii
-.65558+1.3733*ii, -.30545+.368507*ii, 1.3088-.201541*ii, -2.94487-.001688*ii, .514911+.254065*ii, .1193+.776207*ii, 2.797+.239149*ii, 1.45263+.475378*ii, -1.26202+.934757*ii, -.574565-.105708*ii
