variable ordering: ad, T, omega, theta, sintheta, d, g, L, j, Pii, Tj
1.23079e-31-1.88686e-32*ii, -1.40676-.197789*ii, -.007952+1.13351*ii, -1.8402+.084241*ii, 1.36987+1.4443*ii, -9.5572e-32+1.60271e-32*ii, 3.56715e-32-5.13838e-32*ii, 1.45361e-33+4.20227e-33*ii, -2.90671-.563609*ii, -.678703-.644762*ii, .684306-1.3101*ii
-3.84736e-32+1.06236e-31*ii, 1.11333-.512121*ii, 1.32639+.934271*ii, -.232126+.306648*ii, -.41804-.118712*ii, 3.30806e-32+2.73553e-32*ii, 1.83852e-32-2.5935e-31*ii, -1.78128e-33-2.16527e-33*ii, .930088+2.04289*ii, -.853349+1.21225*ii, -.678247+.132877*ii
7.27637e-33+7.30431e-33*ii, -.200745+4.54503*ii, -1.4551+3.91599*ii, -3.61905-4.70993*ii, -1.08827-1.02535*ii, -5.89066e-34-4.47243e-35*ii, -6.89195e-33-2.1839e-34*ii, 3.75258e-34-3.35973e-34*ii, -.764824+1.31763*ii, 4.05077-.386694*ii, -3.34701-.166821*ii
-3.75149e-32-1.37235e-31*ii, 1.47436-.302816*ii, -.898824+.132276*ii, -1.53491+2.18282*ii, .739697+.901252*ii, 4.3761e-33-1.72314e-31*ii, -1.11397e-31-4.98026e-32*ii, 7.24076e-33+1.26118e-32*ii, 2.39927+.447991*ii, -.648413-1.05979*ii, 2.09117-.104394*ii
7.07515e-32-1.8959e-31*ii, -.0113119+.247679*ii, -1.16139+2.06532*ii, .114561-.42861*ii, -.532471-.741971*ii, 2.23072e-32+2.83108e-32*ii, 1.23491e-31+1.83979e-31*ii, 1.2479e-32-9.28119e-33*ii, .892775+1.25676*ii, -1.06237+.327302*ii, .745714+.20607*ii
-5.91502e-31-1.49365e-32*ii, -.463576+3.91897*ii, .383787+1.45595*ii, .559776+.741061*ii, -.302771-2.26641*ii, 2.23758e-31+1.34345e-31*ii, 4.07288e-32-2.55546e-31*ii, 1.50136e-31+2.40403e-31*ii, -.210598+.701444*ii, -.673374-2.00882*ii, 1.23458+3.00415*ii
-1.34751e-31+2.45948e-31*ii, -.586479-1.10924*ii, 1.99605-.85525*ii, .099330+.845923*ii, -3.54992-.332874*ii, -5.74721e-32+1.52867e-32*ii, 3.11882e-32-7.22074e-32*ii, -1.86854e-32-3.73472e-32*ii, -1.13056-1.02091*ii, -.796777+.24243*ii, 1.84886+.006103*ii
7.77877e-61+6.22302e-61*ii, 1.62099-.388572*ii, -1.58375+2.21255*ii, 1.14891+1.39864*ii, 3.45907-1.88603*ii, 1.16682e-61+2.04193e-61*ii, -3.50045e-61+1.16682e-61*ii, 1.75022e-61-1.55575e-61*ii, .0229457-.388624*ii, -1.27885-.642626*ii, 2.47001-1.79386*ii
-3.34334e-32-9.77086e-33*ii, .495897-.197951*ii, -.0202791-.33191*ii, -.590331+1.56153*ii, -.280871-.188253*ii, 3.05488e-33+1.11289e-33*ii, 9.82251e-32-3.10476e-32*ii, -2.3533e-35-1.94744e-33*ii, 1.4901+.479447*ii, -1.04448-.278046*ii, .416251+.15319*ii
2.88262e-32-1.23401e-31*ii, .679521-.547258*ii, -.148623-1.15652*ii, -.901037-.784197*ii, 1.24566+.14212*ii, -4.34611e-32+8.24515e-32*ii, 1.16867e-32-1.00398e-31*ii, 7.43607e-34+1.48074e-33*ii, .425719-1.2688*ii, -.737866-.164714*ii, -.218294-.12203*ii
-9.58155e-32-8.61372e-32*ii, -.255007-.512942*ii, .829886+.840815*ii, 1.61056+.278221*ii, -.226629+1.33472*ii, -6.08136e-32+6.9453e-32*ii, -5.08799e-32+8.04263e-32*ii, 9.95456e-34-4.76214e-34*ii, -.404007+1.12317*ii, -1.95067+1.16191*ii, .522789+.129018*ii
1.77138e-31-3.21876e-31*ii, .032081+1.96585*ii, -1.76914-.966385*ii, 1.4437-1.83597*ii, -.508313+2.73373*ii, -4.30914e-32-7.94786e-32*ii, -1.25453e-31-4.14701e-32*ii, -2.59733e-34+4.63726e-34*ii, -1.94144+.270436*ii, 2.67007+1.29087*ii, -.390413+.416011*ii
-1.5053e-47-8.21073e-48*ii, .221305-.842576*ii, 2.06448-.293738*ii, -2.04373+.027518*ii, -.773312+1.93415*ii, -5.64488e-48-1.36846e-48*ii, 1.02634e-47*ii, 2.77968e-48+1.45398e-48*ii, .511784-.204253*ii, -.28717-.865914*ii, -.43851+1.31182*ii
3.4545e-77+6.90893e-76*ii, -1.1199-5.28433*ii, -1.21824-.382171*ii, -5.64443+2.56705*ii, 2.48724-1.70733*ii, -1.10543e-75+1.79632e-75*ii, 5.61351e-77+2.9363e-76*ii, 3.1522e-76-1.46815e-76*ii, -.767455-1.90375*ii, -.278035+.193082*ii, 1.22184+3.56881*ii
-2.11164e-31-3.45667e-31*ii, 1.28212-1.10108*ii, -2.34115+1.61668*ii, 1.47651-.183357*ii, 1.27717-3.33503*ii, 3.06937e-32-3.95221e-32*ii, 6.92448e-32-8.98349e-32*ii, 6.09862e-34-2.277e-33*ii, -2.84842+2.1721*ii, -.844406-2.55706*ii, -2.55864-1.0904*ii
1.46182e-31-8.871e-32*ii, -.065014-2.79375*ii, 4.25888+.482777*ii, .292597-.356481*ii, .360675+2.03646*ii, 6.6744e-33-6.48738e-33*ii, -2.99093e-32-7.70796e-32*ii, 6.22002e-33+3.30627e-32*ii, -1.77523+1.44427*ii, -.525442+.89719*ii, -3.03009+.18525*ii
-7.80269e-31-7.37593e-32*ii, 2.82213-.873056*ii, 3.86226-2.36006*ii, .646343-1.85057*ii, 4.55965+1.56005*ii, -1.41731e-32-3.55337e-32*ii, -1.58146e-31+3.79321e-32*ii, 1.31067e-33-8.27646e-34*ii, -3.2745+1.07161*ii, 3.36882+6.57012*ii, -2.87326+4.05194*ii
-7.00649e-46-7.4444e-46*ii, .982856-1.63317*ii, 1.57295+1.98569*ii, -.636499+1.49958*ii, 1.01571+4.16406*ii, -1.04003e-46+2.95586e-46*ii, -2.67191e-46+2.40848e-46*ii, 2.73691e-46+7.66335e-47*ii, .360663+1.08373*ii, -.115495+.350526*ii, -1.86027+.981885*ii
-1.23375e-32+8.01315e-32*ii, -.354604+.440692*ii, -.9799+1.01278*ii, .548212+.123073*ii, -.334312+1.64678*ii, -4.01227e-32-7.54026e-33*ii, 4.81942e-32-2.29199e-33*ii, -2.2722e-31+1.426e-31*ii, .337184+.231222*ii, .349087-.834547*ii, -1.28711-1.17715*ii
-2.33363e-61+5.44514e-61*ii, 1.10687+1.31398*ii, -1.36194+1.08312*ii, -1.42908-1.44948*ii, 1.69662+.729646*ii, -1.30051e-61+5.83408e-62*ii, -1.94469e-61+4.27832e-61*ii, 2.43087e-63-5.71253e-62*ii, 1.7797-.882358*ii, .339755+.50803*ii, .809478-2.1088*ii
-5.88925e-32+8.64826e-32*ii, 1.30174-.469742*ii, .120827-3.21171*ii, -4.39978+3.77402*ii, 4.48719+.381926*ii, 5.05612e-33-8.77693e-33*ii, -1.14015e-32+2.02436e-32*ii, -4.80056e-35+6.26875e-35*ii, -1.45029-2.08092*ii, 3.40175-4.11968*ii, -1.57086+1.02895*ii
1.96551e-31+2.067e-31*ii, 3.28516-2.54227*ii, .111988-.809513*ii, -.464483-2.22438*ii, -1.38766-.969231*ii, -1.27868e-31-1.726e-32*ii, -1.65125e-31-3.36215e-32*ii, 1.89374e-32-5.35305e-32*ii, .366564-.772095*ii, 3.25142-2.84746*ii, -2.34662+3.58973*ii
-5.10814e-31+2.33934e-31*ii, 2.52886+6.79028*ii, 3.62253+3.95598*ii, -5.0978+2.11344*ii, 2.01269-3.24133*ii, 9.65834e-33+1.69708e-32*ii, -1.22714e-31-8.1395e-32*ii, -7.35671e-35+2.23486e-35*ii, 7.91992-7.53697*ii, 5.88598+3.2757*ii, -2.5892+2.15041*ii
-1.74458e-31+1.25152e-31*ii, .376168-.459111*ii, 1.05929+.149628*ii, -1.01256+2.52954*ii, 2.50514-.251425*ii, -1.16182e-31+1.47295e-31*ii, -7.39096e-32+4.254e-32*ii, -8.45517e-35-4.94864e-35*ii, 3.27928-.556828*ii, 2.6604+2.35886*ii, -1.14502-1.25694*ii
1.12024e-31-1.20531e-30*ii, .385742+.540106*ii, -.715106+2.05232*ii, 1.80028+1.9755*ii, -.543849-1.75775*ii, 1.39994e-31+2.14664e-31*ii, 6.07808e-31+2.51787e-31*ii, -1.2019e-31-2.20245e-32*ii, 1.57176+1.79246*ii, .588578+1.05155*ii, 2.40826+.576285*ii
1.17236e-31-5.56442e-31*ii, -1.75141+.685084*ii, -1.91158-.026762*ii, -1.66224-1.14773*ii, 1.12205-.930858*ii, 2.78022e-32-1.53086e-31*ii, 3.05582e-31-2.42403e-31*ii, -8.20233e-33-2.37626e-32*ii, -.680449-1.57938*ii, .175988-1.41968*ii, .388218-.945882*ii
4.6379e-31-7.82011e-30*ii, -13.5391+14.2791*ii, -7.71745+8.82795*ii, 14.6902-5.96669*ii, -14.7609-10.2312*ii, 5.5916e-32+1.09437e-32*ii, 2.26819e-31+3.7257e-31*ii, 2.80907e-33-3.43733e-33*ii, 7.32115-19.3916*ii, -.710068+3.60577*ii, 14.1603-5.9761*ii
6.75636e-31-6.8432e-33*ii, -3.8361-1.69102*ii, -.835146+2.34243*ii, -6.06309-4.57948*ii, 9.15149+3.63386*ii, -8.39061e-32+6.99715e-32*ii, 6.35163e-32-2.59687e-32*ii, -2.09393e-35-1.88413e-35*ii, 3.70109-2.17889*ii, 14.8443-8.03913*ii, -.727366-2.18072*ii
5.69598e-32-1.21108e-31*ii, .106318-.744862*ii, .162775-1.36057*ii, -.028142-.680536*ii, .817998+.672832*ii, -1.42642e-32+6.98355e-32*ii, -3.11033e-32-1.22471e-31*ii, 9.39146e-33+7.8577e-33*ii, .128439+1.2459*ii, -1.45492-1.14162*ii, 1.39738+.35667*ii
2.92902e-32-1.24972e-32*ii, -.147549-.670857*ii, -.211442-.390028*ii, -1.82244-.321888*ii, 1.53919+1.24215*ii, -1.31943e-32-1.56304e-32*ii, 7.55605e-33-1.42172e-32*ii, 8.48991e-33+7.07711e-33*ii, -.175753-1.05177*ii, 1.59316-.729813*ii, .895733-2.96423*ii
8.21725e-30-2.07928e-30*ii, -.674397+.029124*ii, 3.3713+2.41998*ii, 3.29733+4.61437*ii, 2.58078-3.63947*ii, 3.82485e-32-4.90687e-31*ii, 1.4455e-30+1.2328e-30*ii, -4.61164e-33-2.93543e-32*ii, -1.64124-1.81411*ii, 5.88981+8.46229*ii, -5.27111-3.46671*ii
-5.27378e-31+9.41401e-31*ii, 3.72426-.797551*ii, 2.00401-1.45861*ii, 4.93816-.888772*ii, -.182543-.904019*ii, -1.72201e-31-3.45824e-32*ii, -8.87373e-31-7.62553e-31*ii, 2.02831e-32+3.4557e-32*ii, -1.29819-3.02983*ii, .72022+.856288*ii, -1.10163-.806184*ii
-5.88231e-32-2.36248e-31*ii, .028785+.729516*ii, -2.26621-2.78752*ii, -3.76088-1.27583*ii, 1.66111-3.99266*ii, -1.69894e-32+8.1986e-33*ii, 4.52148e-32-3.35441e-32*ii, -2.7808e-33+2.64316e-33*ii, 2.35264-.800944*ii, 1.58887+1.45662*ii, .966919-2.62448*ii
-1.29359e-32+4.29471e-32*ii, .303744-1.06802*ii, -.973768+.479729*ii, -.392697-1.93227*ii, -.175098-.891537*ii, -3.5587e-32+1.35061e-32*ii, -4.3639e-32-2.30803e-32*ii, 2.10843e-32+4.0765e-32*ii, -.160989-1.49903*ii, .203645+1.03396*ii, -.006240+3.06389*ii
-5.95423e-31+7.94661e-32*ii, -4.55632-3.15757*ii, 4.00642-.511916*ii, -6.28861-2.84939*ii, -.018647+4.28675*ii, -3.65511e-32-4.4627e-33*ii, 1.91415e-32+1.38815e-31*ii, 8.41863e-34-7.983e-34*ii, -1.05219+3.85366*ii, -2.64502+1.78171*ii, 2.29304+.34242*ii
-8.57993e-31-2.29951e-31*ii, .733671-1.78021*ii, 2.70588+1.69076*ii, -.38036+.581958*ii, -2.44787+1.67349*ii, -5.72489e-32+6.58457e-32*ii, 1.95099e-31+2.27319e-31*ii, 1.64035e-32-2.66438e-32*ii, -4.10256-.090304*ii, .477451-1.33507*ii, 2.04458+3.15654*ii
-4.25718e-32+2.06301e-31*ii, .228866+.289235*ii, 1.9507+.324587*ii, 1.32506+.635742*ii, -.602566+.862132*ii, 6.78352e-33+5.34373e-32*ii, 1.83947e-31-7.91855e-32*ii, -5.57185e-34-3.4182e-33*ii, -1.33431-1.70758*ii, 1.89127+.342571*ii, -.998621-.450456*ii
-7.86426e-33-5.5853e-32*ii, -.401357-1.29187*ii, -.45344+.084827*ii, 1.14386+.067688*ii, -2.12899+2.92826*ii, -7.51328e-32-2.60784e-31*ii, -1.12006e-32+1.0829e-32*ii, -1.151e-38+4.20043e-35*ii, 2.34444+2.11878*ii, -2.14081+.28173*ii, .576108+.219489*ii
2.61367e-59-2.13138e-59*ii, -.0484151-.308739*ii, 1.73161-2.27739*ii, -2.16914+.650049*ii, -.556387-1.65651*ii, 1.40018e-60+6.37859e-60*ii, 4.04496e-60+2.55144e-59*ii, 2.33363e-61-4.51169e-60*ii, .569753-.280289*ii, -2.59579-.453594*ii, -2.20392+.915778*ii
4.73709e-33-1.12399e-33*ii, .184091-.151723*ii, .047557+.81682*ii, -.009348-.509897*ii, -.245403-1.45642*ii, -2.00785e-32-1.51531e-32*ii, 2.17526e-34+3.28922e-33*ii, -1.31762e-32-1.62586e-32*ii, .337943+.534006*ii, .94019+.15587*ii, -.690224+.717017*ii
-4.37906e-47-4.37906e-47*ii, -2.76735-.39633*ii, .766627+.596888*ii, 1.17046-4.01241*ii, 1.13002-1.88031*ii, 3.54088e-47+1.64215e-47*ii, 1.09476e-47+8.48442e-47*ii, 3.07902e-48+4.61854e-48*ii, -1.47222-1.55204*ii, -.627507-2.21838*ii, .731663+.649592*ii
-1.33421e-31+1.6982e-31*ii, -.312095-.812943*ii, -.235963-.988483*ii, -1.1741-1.00376*ii, -1.16427+.235741*ii, 1.89529e-31-8.83492e-32*ii, 1.38454e-31-1.17826e-31*ii, 4.8014e-33+1.19535e-31*ii, -.0085921-.0709903*ii, .207369-2.06228*ii, -.588281-1.0087*ii
-2.46322e-47+1.77899e-47*ii, 1.02333-.677168*ii, .779816+.682374*ii, 2.44075+1.12465*ii, -.252457+.185481*ii, 6.15805e-48+1.5053e-47*ii, 2.54533e-46, 3.42114e-48+4.78959e-48*ii, -.312321+.488301*ii, -1.17757+2.32773*ii, -1.03807+.183296*ii
1.23826e-31-7.16531e-32*ii, 1.89204+.000385*ii, -.506203-.902705*ii, 1.66125-.675165*ii, 1.20456-1.7777*ii, -1.1737e-31-6.37473e-32*ii, 5.99701e-32+2.90196e-32*ii, -9.93861e-34-1.05241e-33*ii, -3.67646-.443495*ii, -1.09088-3.16325*ii, 3.65128-.110959*ii
-4.08305e-32+1.13968e-31*ii, -.013857+.789475*ii, -2.15927-1.16363*ii, .90897-1.23522*ii, -1.60757-.507938*ii, 1.20897e-32+1.60846e-32*ii, 2.72646e-33-7.17559e-32*ii, 3.2176e-33+1.1608e-33*ii, 1.14145+2.2624*ii, -.522508-.036751*ii, -.320027+.458493*ii
9.72346e-63*ii, -.182274-.368342*ii, -.521509+.322231*ii, .0928204-.346777*ii, -1.40233+.295029*ii, 1.13947e-64-1.51929e-64*ii, -2.37491e-63+2.43087e-62*ii, 3.22849e-64-2.27894e-64*ii, .900914-1.61148*ii, 3.76174-.722404*ii, -.431832+.200493*ii
-3.82418e-31+1.60495e-31*ii, -1.18859+1.59575*ii, -.167178+2.85465*ii, -.17037-.605616*ii, -2.02969-.592387*ii, 4.4157e-32-2.49526e-32*ii, 1.52355e-31-1.2354e-31*ii, 1.18975e-31-7.98407e-32*ii, .492995-.263687*ii, .800274+1.39028*ii, 1.26316+.868793*ii
-1.6267e-31-3.61325e-32*ii, -.213367+1.08749*ii, .205834-2.31323*ii, -2.66376+1.11555*ii, -4.48584+.53839*ii, 3.08699e-32+1.26878e-33*ii, 3.47952e-32+1.22309e-32*ii, -8.4185e-35-4.87794e-35*ii, 4.54598-1.46266*ii, -3.8865-1.82149*ii, .460639-2.0546*ii
-1.51188e-32-1.28202e-32*ii, -.991659-.054707*ii, .946243-.274398*ii, -1.99295-.213986*ii, 1.69556-1.79453*ii, -6.09342e-33-1.94914e-32*ii, -4.3128e-34-8.01748e-33*ii, -1.31637e-35+2.36078e-35*ii, -1.43898-.173663*ii, .780968-2.29253*ii, -.0135669-.148123*ii
2.91122e-31+1.5865e-31*ii, 2.14693+.282189*ii, -.399811+1.53276*ii, -1.93184+.342957*ii, .946098-2.52282*ii, -1.32123e-31+1.4999e-33*ii, -1.71928e-32+1.21843e-31*ii, -1.71731e-33+8.54424e-34*ii, .619317-2.10251*ii, -2.02167+2.43145*ii, -.183511-1.72096*ii
-6.30453e-32+7.9008e-32*ii, 1.53231-.542534*ii, 2.34725-.757892*ii, -.104813-1.64221*ii, .335479-1.42699*ii, -1.60002e-32+4.47413e-33*ii, -6.23099e-32-2.95319e-32*ii, -2.11403e-32+2.39655e-32*ii, .062186-.764928*ii, .220755-1.61866*ii, -1.55267+.709475*ii
6.16127e-32-1.32948e-31*ii, 1.34535-1.7519*ii, 1.25901-.838534*ii, -1.46444-4.05495*ii, -.765762+.892347*ii, 6.39894e-32+2.45128e-33*ii, -1.19925e-31+3.38668e-32*ii, -1.86512e-32+2.14543e-32*ii, -.919129-.527167*ii, 1.18914+.558904*ii, 1.04233+.826028*ii
-1.53888e-31-3.82696e-32*ii, .332105-.989259*ii, -.041307-.588274*ii, -2.12084+1.59149*ii, -.60581+1.1461*ii, 3.00504e-31+1.4706e-31*ii, 2.93749e-32+1.18744e-31*ii, 3.97216e-33-8.27192e-33*ii, -1.37264+.228989*ii, -2.82731-1.0315*ii, 1.15908-1.97994*ii
-1.44351e-32-1.13441e-32*ii, 2.36674+.299027*ii, -.929713+.17984*ii, -3.05675+.184564*ii, .20592-.477606*ii, -1.02189e-32-1.77414e-32*ii, 9.04036e-33-3.41217e-32*ii, -1.54456e-32-1.62463e-32*ii, -.711161+.249866*ii, -1.03413-.325783*ii, .521594-.345906*ii
-1.71057e-49-1.71057e-49*ii, .346362-1.2407*ii, .201984-1.2151*ii, -1.18057+.047436*ii, -.0822085-.101226*ii, -1.36846e-47+3.42114e-47*ii, 6.79951e-48+4.10537e-48*ii, 5.47382e-48-3.21587e-47*ii, -1.27426-.261956*ii, -.0775648-.473605*ii, .415143-2.16535*ii
8.08782e-32-4.61371e-32*ii, -1.79493-.860487*ii, 2.73505-1.71735*ii, .129656-.81177*ii, .092521+.532618*ii, 7.35327e-33+5.06268e-33*ii, -5.84808e-32-1.62009e-31*ii, 7.10073e-34+4.12489e-33*ii, -.410059+2.00876*ii, .809684-1.8696*ii, .837021-.997719*ii
-1.00864e-31+1.61444e-31*ii, .962193-.212005*ii, -.507636-2.49181*ii, 1.15261+.195806*ii, -.771492-2.33215*ii, 2.41206e-32-1.68735e-32*ii, -4.95009e-32-5.96248e-32*ii, 1.01531e-33-1.01765e-33*ii, -.654808-1.66454*ii, .899666+.013607*ii, -.367185+.384669*ii
7.16987e-31-1.45077e-30*ii, 5.27404+.518654*ii, -.597023-7.5476*ii, .30892+2.76215*ii, 1.59615+1.70497*ii, -1.63313e-32+2.30275e-32*ii, -2.43664e-31-6.4864e-31*ii, 3.88718e-31-9.76064e-32*ii, 3.30651+.616776*ii, -3.11033-.756598*ii, 4.929+15.6183*ii
-1.60736e-31+1.38685e-31*ii, 3.82889-2.48675*ii, -1.26597+.437624*ii, 1.68499+.868272*ii, .464917-2.59372*ii, -1.18198e-31+5.4689e-33*ii, -6.25676e-32-5.07563e-32*ii, 8.8534e-34+8.58354e-34*ii, 2.23723-1.42377*ii, -2.25349+1.20432*ii, -1.42279-.886922*ii
-4.64024e-32+2.82399e-32*ii, .429259+.0582934*ii, -.755731+.663248*ii, -.803142+.140656*ii, 1.19176+.68023*ii, -3.36528e-32-4.18824e-32*ii, -1.91666e-32+3.46359e-32*ii, 1.74836e-33+9.38828e-33*ii, .826555-.414518*ii, .440096+.0456702*ii, -.004060+1.20636*ii
1.69655e-31-8.63653e-32*ii, 1.12875+1.30795*ii, -.625407-.797037*ii, .524358-.37719*ii, -1.06104+1.46058*ii, -1.21044e-31-1.40533e-31*ii, -9.39379e-32-4.7914e-32*ii, -2.36106e-33-3.30398e-33*ii, .846982+1.38507*ii, -.118638-1.38948*ii, .764568-.331317*ii
-6.03774e-32-3.40385e-31*ii, 1.32409+.490711*ii, -1.26279-1.16069*ii, -1.62061+1.68354*ii, -.271661-1.05647*ii, -1.17021e-31+1.07193e-32*ii, 3.15991e-31+2.41038e-32*ii, -3.48939e-33+4.74772e-33*ii, -1.43534-2.30941*ii, -1.02566+3.43203*ii, 1.85338+1.90275*ii
-4.30935e-34+8.22835e-34*ii, 1.24829+.720032*ii, -.329883-.248088*ii, -1.11342-.60081*ii, -.0016666-.495957*ii, -1.64757e-32+5.4398e-32*ii, -1.65615e-33-8.74461e-34*ii, -8.95786e-33-4.40231e-32*ii, .741878-.033894*ii, -.194248+.14095*ii, 1.69947-.400148*ii
-7.05352e-33+3.09973e-32*ii, 1.1682-1.57048*ii, .375844+1.34961*ii, .316699-.582187*ii, .193658-.803951*ii, 1.12397e-32-1.16623e-32*ii, -3.84393e-32+4.8576e-34*ii, 8.0912e-34-7.08405e-34*ii, -1.66487-.738214*ii, 1.13314-1.94068*ii, -1.13567-.764676*ii
