variable ordering: c0, c2, dp, r, Rad, u, L, mu, delP
49.94-1.98741*ii, -.0485724-.394324*ii, -53.2156+20.5951*ii, 8.25217-7.59583*ii, 8.25224-7.59586*ii, .000686263+.000176197*ii, 48.3399-29.6597*ii, -8.76832-34.8186*ii, 28.5283-20.872*ii
.376244+1.5521*ii, -3.90058-1.57716*ii, .078331+4.58912*ii, .326809+.914294*ii, .548075+.28142*ii, 4.16278+.371058*ii, .972508-.450504*ii, -.106532-.251055*ii, -2.14535-4.42604*ii
.817896-.006686*ii, -.478405-1.57188*ii, -.796525+1.50891*ii, .411298-.585427*ii, -.565175+.422348*ii, .143956+.496514*ii, 1.18583-.612007*ii, -.184351-.182791*ii, .025521-2.27552*ii
1.34839-3.21628*ii, 1.39381-.821906*ii, -.871403+.3016*ii, .511195+1.6524*ii, -.462523-1.39333*ii, -.704571+1.16781*ii, .441563-3.53947*ii, -.139641-.0282478*ii, -.686505-3.22768*ii
-2.68706-3.08482*ii, 1.30839-1.62994*ii, 2.6258-3.51336*ii, 1.2494+1.30085*ii, -.897533-1.0732*ii, 2.43951+1.38207*ii, .596685-.438733*ii, .524319-.018139*ii, -.027423+3.25417*ii
.061197-1.22927*ii, -1.4237-.499506*ii, -.108691-.424195*ii, .680088-1.31691*ii, .540506-.723608*ii, .977024+1.95612*ii, -1.80544+1.02727*ii, .040264+.0603616*ii, -.632172-.65485*ii
.970948+.464026*ii, .71389-.274752*ii, .917964-1.45159*ii, -.021405-1.22554*ii, -.469095+1.08939*ii, -.086544+.914021*ii, -.655983-.001972*ii, .450394-.334997*ii, .606067-.949074*ii
1.29212+.813866*ii, -3.68302+.751069*ii, .703702-.096421*ii, .824646-.588545*ii, .591533+.237385*ii, .79231+4.63951*ii, .880548-.71729*ii, -.0471409-.00306837*ii, -.550519+.589335*ii
-.0124258+.00364203*ii, .0325038-.143595*ii, .945403-1.26293*ii, .255669+.150301*ii, .255645+.150315*ii, 5.49107e-7-.00000232734*ii, 2.50426+.631775*ii, 2.44602+1.09228*ii, -.183549-.597514*ii
.00434067-.0433631*ii, -.627512-.332941*ii, 1.34933+1.03758*ii, .138249-.205832*ii, -.138086+.205622*ii, -.0000155571+.000092257*ii, -.473638-.0306467*ii, -.590629-.1*ii, 1.62217+1.15979*ii
.228836-1.16944*ii, -.0657543+.306303*ii, -.848385-.368464*ii, -1.14034-.035882*ii, -1.95022+.01777*ii, .118349-.776907*ii, -1.68457+.786471*ii, -.145388+.723649*ii, -1.71563+.046578*ii
-1.76481-1.52554*ii, -.064209+.0424225*ii, .727781+.834572*ii, 11.4721+8.30592*ii, -3.32465+4.38853*ii, -13.8701-11.1055*ii, 9.77647+19.4678*ii, -.478075-3.5653*ii, 9.13062-22.3241*ii
.146098-.557011*ii, -1.07659+.27518*ii, -1.81945+.183257*ii, .894604+1.21181*ii, .62038-.365177*ii, .268801-3.07511*ii, -1.12466-.337746*ii, .406804+.0614256*ii, -2.10772-.408235*ii
-.147377-3.04826*ii, .593397+3.11914*ii, -1.15384+1.34209*ii, .977976+.068117*ii, -.978007-.068419*ii, .00184147-.000415181*ii, 4.03343+3.55727*ii, .0868324+.109*ii, 2.56867+2.90402*ii
-.016664+.70961*ii, .690054+.256674*ii, -.111658-.668209*ii, -.780787-.440484*ii, -.569776+.799653*ii, .093570+1.29094*ii, -1.49876-1.13493*ii, -.114638-.199444*ii, .590544-1.12747*ii
.184881-.166996*ii, .689509-.99837*ii, -1.81689-1.9035*ii, -.597193-.202677*ii, .0523943-.450097*ii, .644144-.31513*ii, 1.44925+.470848*ii, .10998-.53092*ii, 1.7357+3.61284*ii
-.547279+2.01785*ii, -1.36+4.9553*ii, .986941+1.67386*ii, .001002+.637928*ii, .00096+.637868*ii, -.000159171-.00045365*ii, 3.30245+.037482*ii, .0658244-.0678578*ii, 1.26686+.432041*ii
-.989102-1.64852*ii, -1.01666+.823814*ii, .407023-3.66326*ii, -.953747+1.27579*ii, .915166-.794771*ii, 1.74567+.234071*ii, -.552293+.05696*ii, -.501041+.494809*ii, .018397-2.04818*ii
-1.79665+3.13079*ii, .0624279+.346522*ii, -4.01906+3.46997*ii, 1.09639-3.00853*ii, -1.09674+3.00816*ii, -.000626963-.000954303*ii, 5.84531+2.27372*ii, 1.91878+3.24525*ii, 1.02886+8.90012*ii
.100299-.220704*ii, .791399+.979253*ii, .0419183+.49886*ii, .373745+.23066*ii, .373368+.230522*ii, -.000099361+.000432318*ii, -.579337-.329398*ii, .0822716+.0557875*ii, -.735488+.640415*ii
3.14271+7.02258*ii, -.13961-.220464*ii, .06793-11.366*ii, 5.41587+.389632*ii, -5.41584-.38988*ii, -.000657343+.000264565*ii, 14.0423+2.49264*ii, 9.16474+5.88067*ii, -11.4996-1.71529*ii
.0477224+.241494*ii, .0704072+.0977483*ii, 4.1302+1.63194*ii, .047963-.0674102*ii, -.30436+1.39671*ii, .0481965+.240819*ii, -.867801+.724167*ii, 7.75769-4.97557*ii, 4.75993-1.57277*ii
-1.7459-.160393*ii, -1.25313-1.59139*ii, .968338-.925062*ii, .446273-.77373*ii, .367498+.854703*ii, -2.34427+1.34076*ii, 1.77572+2.05929*ii, .0157623+.164534*ii, -3.62221-.349473*ii
3.45645-2.19325*ii, -.0443573-.24814*ii, 7.27259+1.16709*ii, -2.24566+3.34592*ii, -2.24583+3.34603*ii, .000408057-.0000583549*ii, 5.20614-8.67334*ii, -2.40866+6.89654*ii, -4.83971+2.50574*ii
-4.32627+4.8783*ii, 2.74422+1.10499*ii, 1.04236-.099425*ii, 1.16748-1.77938*ii, 1.2134-.855402*ii, -4.68358-8.51592*ii, -2.52031+1.74702*ii, .0785731-.0406961*ii, 2.4558-2.07024*ii
-9.15506+12.8421*ii, .0691996-.202456*ii, .643707+5.10858*ii, 9.40561+1.03128*ii, 8.49555+1.24045*ii, .820703-3.51049*ii, .738932+.998291*ii, -5.4051+2.64233*ii, 4.65792-4.43065*ii
.0342317-.0406089*ii, 1.14705-.308389*ii, -.615798+.484619*ii, -.689277+.131675*ii, .0632741+.201772*ii, .50333-.389991*ii, -.548096+.001490*ii, -.151649+.0648516*ii, -.33677+.266504*ii
.41216-10.9522*ii, .436983+.0719061*ii, -12.5221-24.5263*ii, 3.73135+3.29029*ii, 3.7313+3.29021*ii, -.000121259+.000410947*ii, -23.2863+3.48452*ii, -9.22311-12.5139*ii, 7.23145+19.0077*ii
-3.70409-4.19139*ii, .0181023+.108501*ii, 7.79811+2.03182*ii, 7.71789-8.14486*ii, -6.85475+1.96533*ii, 9.81435-7.20212*ii, -1.04733+.391219*ii, 7.47131-16.7212*ii, 8.96326-.91756*ii
.128123-.831608*ii, .162231+1.75418*ii, 2.28805+1.03619*ii, -.609286-.705608*ii, .685924+.084478*ii, -1.40073-.914288*ii, 1.0935+.935902*ii, .176324-.309779*ii, -1.53374-3.27274*ii
-.121086+.728506*ii, -.0688472-.130977*ii, -.43991+1.4437*ii, -2.1181-.712715*ii, 2.11756+.711925*ii, .000459358-.000437009*ii, -3.635-1.78767*ii, -1.81326-1.7928*ii, 5.69516+3.41125*ii
.0572864+.0479591*ii, -.102569-.562*ii, -.080716-.506715*ii, -1.03422-1.09366*ii, -.340123+.122859*ii, 1.3416-.112977*ii, -1.47211-.325721*ii, .224483+.0050641*ii, .046185-.772205*ii
.04399-3.38944*ii, -.425545+.84204*ii, -2.24579-3.52856*ii, -1.84634+.427818*ii, 1.84665-.427475*ii, .00146113-.000809849*ii, .664961+2.60389*ii, -.566076+.952849*ii, -3.48702+.132699*ii
-5.07179+3.31931*ii, .0053079-.365845*ii, -1.31749-.127911*ii, 3.59677+1.90998*ii, -3.59435-1.90976*ii, .00405535-.0059878*ii, -.75539-2.7856*ii, .074330-.901382*ii, 9.04413-1.68827*ii
-.137053-4.37274*ii, .0996268+.360485*ii, 5.32183-2.49595*ii, -3.39653-.405867*ii, 3.39593+.406561*ii, .00198798+.00126508*ii, .094009-2.68781*ii, -.660513-3.87329*ii, -7.69322+1.81329*ii
1.57415+1.67495*ii, -.286251+3.12912*ii, -1.993+2.11972*ii, .350984+.780242*ii, -.350943-.779974*ii, -.000681306-.00129437*ii, 1.01008-.307021*ii, .182394+.142544*ii, -2.34101+1.58015*ii
-3.13399-9.6194*ii, .842022-3.77686*ii, -5.58514+.110256*ii, -.13829+1.33288*ii, -.426854-1.55958*ii, -6.00615-3.29213*ii, -.120067-3.08833*ii, -.0854705-.35064*ii, -1.03205-17.2107*ii
-3.14445+.223898*ii, -.321893+.434024*ii, -.338763+1.00357*ii, -1.00827+2.19478*ii, -1.00862+2.19467*ii, -.000183393-.000929552*ii, .787093+.66401*ii, .466295-.150698*ii, .188084+.152291*ii
-3.91432+7.10747*ii, .100467-.0364983*ii, .571777-2.71802*ii, -4.29989-1.55769*ii, -8.15575+3.06486*ii, -1.81164+7.86704*ii, 3.8628-1.60579*ii, 3.42753-5.5183*ii, 2.15728+11.4025*ii
-.37389-.0806695*ii, -.0831456-.42913*ii, .125133+2.06611*ii, .516696+.467254*ii, -.515346-.780685*ii, -.170727-.141693*ii, -.47837-.336784*ii, -1.17373-.154515*ii, -.635785+1.02785*ii
3.19896-5.34667*ii, .200513+.374822*ii, -8.50302+2.82282*ii, -4.82123-1.84203*ii, -3.33153-1.88632*ii, .521904+5.65541*ii, .894574+.891289*ii, -.895025+5.19258*ii, 10.13+5.06768*ii
.750644-.730665*ii, .374664+.933415*ii, -1.26461-.779*ii, -.746011-.827443*ii, .847839+.568037*ii, -.449722-.387717*ii, -.808082-1.18581*ii, -.29678+.21958*ii, -.102992-2.1293*ii
-.533403+.435341*ii, .141095+.0379487*ii, 1.00323-4.14802*ii, 5.27423+1.06945*ii, -1.93181+.99013*ii, 2.80204+3.03929*ii, -.93597+.695579*ii, -.185749-7.29972*ii, -1.94731-4.57995*ii
.0784035-.447021*ii, -.127168-.310206*ii, -.685475-.981958*ii, -.323398+1.11746*ii, -.323034+1.11775*ii, -.000306088-.000189916*ii, -.917605-.322432*ii, .871401-.195206*ii, -.453104-.275582*ii
-2.61662-.376219*ii, .66664+1.29724*ii, .774867-.068236*ii, 1.29548-.756153*ii, 1.19623-.617681*ii, .662511-.246884*ii, .667128-.42254*ii, .0503047-.123479*ii, -.491038+.373384*ii
11.1486-8.77423*ii, -2.12296+6.95168*ii, -1.46109+3.45363*ii, -1.18715-.364036*ii, 1.3331+.417951*ii, 2.42942-1.73324*ii, .812436+1.09735*ii, .128284+.013368*ii, 4.94713-1.19384*ii
-4.53084+7.07194*ii, 1.36491+1.89805*ii, -5.05568-1.70155*ii, 1.06495-1.56797*ii, -1.06492+1.56795*ii, .000221615-.00013885*ii, -7.54208-6.86322*ii, -.463361+.332694*ii, .075402+1.34623*ii
-1.31218-1.91799*ii, -.58633+.805573*ii, 1.48135-1.96833*ii, 1.24741-.88022*ii, -1.24775+.880625*ii, -.00121706-.00107269*ii, -1.94854-2.20027*ii, -.61804-.009883*ii, 2.49371-.612135*ii
77.0026+50.6618*ii, .306188-.13593*ii, -32.1653+10.7483*ii, 7.95026-14.558*ii, -7.95046+14.5579*ii, -.00067202+.00218972*ii, 13.6066+35.9882*ii, -25.1935-2.40855*ii, -13.8475+20.9429*ii
1.09538-.049284*ii, .372882-.0114201*ii, 1.54632-1.15133*ii, -.011685-1.71524*ii, -.012297-1.71437*ii, -.00114086-.000740496*ii, -.143676-.521401*ii, 1.05939-.739466*ii, 1.33075-1.01727*ii
1.73019+1.66416*ii, -.85251+.215045*ii, .0467952-.0790818*ii, 1.44578+.802179*ii, -1.44492-.801641*ii, -.00202217-.00215308*ii, -.31326+.675481*ii, -.0184017+.018549*ii, -.291533+.964771*ii
3.03046-2.70483*ii, -2.94924-1.33574*ii, .155471-2.54664*ii, -.684134+.183044*ii, -.938772+.611006*ii, 1.41437-2.54661*ii, .715901-.459784*ii, .0701932+.184081*ii, 1.05894+1.89083*ii
-.408704+.260752*ii, -.094359-.747958*ii, -.20031-3.9279*ii, 1.01215+1.75672*ii, -.677632-.428815*ii, 2.44568+1.4672*ii, .0724388-.0327714*ii, 1.30062+.097129*ii, .143303+.277971*ii
-1.62521+3.0721*ii, .600004+.845773*ii, -1.58595+.631133*ii, -.959678+1.55946*ii, -.959712+1.55901*ii, -.000242416-.00172518*ii, -.766839-1.08698*ii, -.0971279+.399883*ii, 1.14539-.446065*ii
-.336449+.248882*ii, .202664+.301316*ii, -.736538+.802185*ii, 2.99539+1.63763*ii, -.741908+.775913*ii, -2.01771+4.13261*ii, 1.19266-.355323*ii, .175258+.728979*ii, .593286-1.21837*ii
-1.62706+.181237*ii, -.0425315-.26148*ii, -.02073+2.38532*ii, .352927+1.40786*ii, -1.71303-1.80146*ii, -1.28821+.624675*ii, -.644919-.68099*ii, -2.21867-.380702*ii, -1.63476+1.52293*ii
2.28223+5.38813*ii, -.024611+.546468*ii, -5.13585-7.67474*ii, -.723212-3.18959*ii, .722784+3.18978*ii, -.00138591+.000939223*ii, -.226321-4.6727*ii, -3.39836+2.50262*ii, 7.7859+4.57428*ii
.997612-.354771*ii, .753879+1.2049*ii, 1.43041-.981156*ii, -.54071-.672657*ii, -.540494-.672923*ii, .000441031+.000715209*ii, 1.35361+.229181*ii, -.012851-.30483*ii, -1.0418-.484277*ii
2.57608+8.92835*ii, 1.05096-.168443*ii, -12.2864-1.72434*ii, 1.95871-2.21271*ii, 1.95809-2.21278*ii, .00246173-.003035*ii, .493506+2.68845*ii, -2.78537-.856606*ii, 12.266-4.21894*ii
-.979622+1.438*ii, 1.05157-.039801*ii, 1.65648-.089291*ii, 1.45421-1.29109*ii, -1.14791+.579452*ii, -.658174-2.5285*ii, -2.52091-.613216*ii, .394049-.0063138*ii, 4.23252+.793869*ii
7.81391+7.84348*ii, -.0488319+.0686524*ii, .964979-.173694*ii, 7.39496+8.76598*ii, 7.39286+8.76133*ii, -.00479341-.00861097*ii, 5.96891-4.53515*ii, -2.07977-2.03468*ii, 13.3016-.49281*ii
-3.89128-2.56419*ii, -2.36774+.664572*ii, -1.58084+.044170*ii, .097183+1.4301*ii, -.571528+1.25232*ii, .744125-4.57524*ii, 2.91785-1.27827*ii, .155939+.0391048*ii, 4.55638-2.14315*ii
-.479698+1.3404*ii, -3.30429-5.57867*ii, -1.23637+.798366*ii, .42425+.199273*ii, -.424109-.199253*ii, .0000411411-.000862486*ii, -1.38484-1.28956*ii, -.00219127-.0567042*ii, 2.17261-.832087*ii
-3.67192+4.40528*ii, 3.35816-5.01556*ii, -3.21728+.342228*ii, 1.10266-.40689*ii, -.973404-.051082*ii, -4.64544-3.87588*ii, -1.10483-.539967*ii, -.0859151-.102841*ii, -3.73774-1.36369*ii
-.235033+2.7312*ii, -.0084486+.101759*ii, -1.32777-.463925*ii, -7.64392+.701849*ii, -.007791+5.18139*ii, .36733+8.71743*ii, 3.23178+2.49628*ii, -.862982+3.33372*ii, 3.13203+4.81179*ii
-2.63474-2.8964*ii, 2.41237-7.3164*ii, 2.09538+.564869*ii, .353841+.498298*ii, -.359364-.615717*ii, -.351668-1.14508*ii, -2.96258+1.43216*ii, .0038838+.070318*ii, 6.99259-1.30997*ii
3.53395-6.61445*ii, -3.13709-11.5249*ii, -8.57876+.63953*ii, -.27395+.73013*ii, -.292604+.736373*ii, .360481-.0806213*ii, .261258-2.25629*ii, .0342446-.176771*ii, 1.15755-19.1745*ii
.0595873-.0103084*ii, 1.19619+.230201*ii, .48671-.459994*ii, -.828509-.288499*ii, .040045+.21918*ii, .671077+.700384*ii, 1.56648+1.83781*ii, .0802478-.111581*ii, -1.60775-.174009*ii
-3.17009-.039982*ii, .0973562+.101902*ii, .589187+3.22115*ii, -7.72988+2.10534*ii, -4.37257+1.83736*ii, 5.53224+2.42837*ii, .063807+2.71114*ii, 4.85346+3.19146*ii, 8.70046-1.80634*ii
.187005-1.15779*ii, .171495+.206224*ii, 5.31538+.811257*ii, 1.9036+.866459*ii, -1.90339-.865857*ii, -.000590208+.000400154*ii, .483608-.71385*ii, 3.74922-3.32585*ii, 2.59106+1.29244*ii
.254241+.840811*ii, -.750153-2.23809*ii, 2.21311-3.37051*ii, .46393-.0340538*ii, -.60996-.009081*ii, .022937+.385402*ii, .215322+.346927*ii, .263979+.335689*ii, -1.64118-.043033*ii
-1.84535+1.09407*ii, -.920024+.015911*ii, 2.48917-.872653*ii, -.088400+1.43955*ii, .390969+1.476*ii, .058084+1.29538*ii, -.571067-.338417*ii, -.680285+.225363*ii, 1.71575+.340484*ii
9.03896-1.95363*ii, 2.6865-.261379*ii, 3.03059+1.91661*ii, .107571+1.8474*ii, -.107177-1.84787*ii, .00523866+.0031609*ii, 2.28483+2.45535*ii, .262185+.203865*ii, 1.36757-4.14471*ii
.987798-.37844*ii, .197868-1.14999*ii, -.106979-.768586*ii, .011159+.738594*ii, .470829-.827553*ii, .898838+.252021*ii, -.355642-2.05017*ii, .158395-.0505101*ii, 1.53634-.490767*ii

component_2:
equations:
4*c2*r*mu-dp*r
c0+c2*Rad^2
-c0-c2*r^2+u
.999931*r^3*delP-1.00122*r*Rad^2*delP+3.99978*r*u*L*mu
points:
-.407802+.26711*ii, -.219828+.904472*ii, -.126772-.878077*ii, -5.40024e-19-1.92145e-18*ii, .265908-.673073*ii, -.407802+.26711*ii, .634793+.799708*ii, .087941+.311564*ii, -.657095+.742073*ii
-.20369+.165811*ii, -1.2815-.563304*ii, .806597-.426095*ii, -3.60626e-17+1.73977e-17*ii, .225923+.369573*ii, -.20369+.165811*ii, .065686+.770999*ii, .608864+.216554*ii, -1.45792-.679845*ii
-.190541+.375723*ii, .347231-.941371*ii, .0880417+.206301*ii, 3.54122e-17+5.7546e-17*ii, -.646879-.037549*ii, -.190541+.375723*ii, .293762+.297061*ii, .503293+.693767*ii, .038454-.852386*ii
-2.04141+.351375*ii, -.177526-.650034*ii, .911343+1.48327*ii, 1.19666e-16+6.2721e-17*ii, 1.17876+1.29792*ii, -2.04141+.351375*ii, .297902+.0190241*ii, -.649488-.257748*ii, .221226+.117121*ii
1.48948+.601835*ii, .311155-.197234*ii, 1.2076+1.97177*ii, 6.12285e-18-4.79537e-18*ii, .954057-1.85754*ii, 1.48948+.601835*ii, -4.23862-.937318*ii, .345346-.125395*ii, -.65195-1.69328*ii
-1.07712+.482083*ii, -.273456-.276026*ii, 1.45549-.303265*ii, -1.73359e-18+1.32154e-17*ii, -.991855-1.43296*ii, -1.07712+.482083*ii, -.46789+.240873*ii, -.227215+.0701791*ii, -.837612+1.34709*ii
-.223395+.176402*ii, -1.24675-1.3195*ii, -1.60164+.552497*ii, 2.98215e-18+2.27941e-18*ii, .267316+.292134*ii, -.223395+.176402*ii, .057094-1.16517*ii, .446392+.883703*ii, -1.13357+1.18155*ii
.786799+.538901*ii, .323336-.104203*ii, -2.6169+1.79071*ii, -3.81722e-18-3.26048e-18*ii, .738047-1.50417*ii, .786799+.538901*ii, -1.4942-.158057*ii, -2.50214+.015892*ii, -.943812-1.44085*ii
-.41148+.921375*ii, -.15358-1.30468*ii, -.082483-1.39313*ii, -2.98615e-18+1.06787e-17*ii, -.845005-.232585*ii, -.41148+.921375*ii, -.234395+.735977*ii, .825808-1.00551*ii, 1.2292-2.03449*ii
2.06241-3.64881*ii, 1.56899-1.73636*ii, 2.42378+1.81161*ii, -2.20682e-18+6.8007e-19*ii, .147145+1.33017*ii, 2.06241-3.64881*ii, 1.27381-.194559*ii, 6.8603+.465028*ii, -2.84736+3.88896*ii
-.545157+1.84107*ii, 1.13377-2.64987*ii, -.725777+1.18746*ii, 2.32036e-17-3.36186e-18*ii, .814816-.047479*ii, -.545157+1.84107*ii, 1.87027+.35974*ii, -2.23636+.791516*ii, 1.90859+.607438*ii
-.464837-.462193*ii, .367852-.0865579*ii, 4.3147-.801035*ii, -5.57574e-18+8.05929e-18*ii, 1.15149+.639301*ii, -.464837-.462193*ii, -.2177+1.59034*ii, .332509-.924044*ii, -1.96002+2.74933*ii
-.618601+.939209*ii, .608639-1.76614*ii, .136518+1.25035*ii, -1.07168e-17+3.75318e-18*ii, .769822+.096949*ii, -.618601+.939209*ii, -1.06266-.068864*ii, -1.35608+.080618*ii, -3.62343-1.32587*ii
.91327-8.43545*ii, .668699+.099376*ii, -3.34459-3.28787*ii, 3.3638e-19-5.8159e-21*ii, -2.55427-2.45486*ii, .91327-8.43545*ii, .128896+2.81879*ii, -5.72904-3.17601*ii, .164391-3.00613*ii
-1.67849-1.64871*ii, -1.76218+.514173*ii, -1.42109-.291603*ii, -1.12704e-18+1.44667e-18*ii, -.572498+.976705*ii, -1.67849-1.64871*ii, 2.62303+1.80633*ii, 3.52931+.110754*ii, .174699+1.40498*ii
1.19968+.46816*ii, .267148-.310105*ii, -.398424-.988699*ii, -5.35057e-17-1.13218e-17*ii, 1.02465-1.44788*ii, 1.19968+.46816*ii, -1.84808-.140397*ii, .055126+1.2583*ii, 2.10643+1.06655*ii
-.247297-.80259*ii, 1.13229-.697879*ii, -1.19024-3.59943*ii, 1.28206e-19-1.05403e-18*ii, -.486355-.628385*ii, -.247297-.80259*ii, .800788+2.98073*ii, -2.71901+.099177*ii, 5.963+5.5194*ii
-1.83597+1.34763*ii, -2.37206+2.54899*ii, -1.11522-1.0262*ii, 1.25819e-18+1.05201e-18*ii, -.075968+.805176*ii, -1.83597+1.34763*ii, -2.01725+1.83377*ii, .471586-1.70798*ii, -2.54377+.477137*ii
-1.17079-.566407*ii, -2.13544-.504106*ii, -.802807+2.01183*ii, -5.55276e-19-1.64971e-18*ii, -.084048+.76531*ii, -1.17079-.566407*ii, .404886-1.66266*ii, 3.83086+1.20839*ii, -1.88073-1.01364*ii
