variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r
-1.81331-1.17268*ii, .385096-.006484*ii, 2.1984+1.1662*ii, -3.21087e-31-1.72174e-32*ii, .823792-1.85019*ii, 5.49908e-119-9.91384e-119*ii, -.656088+2.86804*ii, .912672-3.12472*ii, -1.08433e-119+9.29422e-119*ii
1.00862+1.77332*ii, 1.8832+1.88839*ii, .874576+.115073*ii, 8.93426e-33-8.51244e-32*ii, -.804749-.698212*ii, -1.84173e-102-4.46479e-102*ii, .063699+1.59501*ii, 1.76294-.54143*ii, 8.37149e-104+1.1162e-103*ii
-.683621+1.8028*ii, .50172+2.13502*ii, 1.18534+.332221*ii, 2.88326e-31+2.68715e-31*ii, -3.55854+3.59105*ii, 3.11151e-61+7.38983e-61*ii, -.069326+.795586*ii, -5.66241+.764896*ii, 2.33363e-61+5.83408e-61*ii
.372582-.475633*ii, 1.28945-.270394*ii, .916867+.20524*ii, 0, .311954-.183491*ii, -4.05042e-131+5.63536e-132*ii, .734775-1.26573*ii, -.81054-.5858*ii, -1.12707e-131-1.69061e-131*ii
1.28694+1.23337*ii, .400244+1.41509*ii, -.886698+.181718*ii, 0, -1.62979-1.92255*ii, 8.15011e-71+9.0557e-72*ii, -.212441+1.32963*ii, -2.01053+1.93162*ii, 2.49031e-70-2.26392e-71*ii
.004373+3.45162*ii, -1.94931+1.46481*ii, -1.95369-1.98681*ii, 0, -.268329-1.31085*ii, -1.03187e-135-1.71978e-136*ii, 1.33253-.540226*ii, -1.11612+.687153*ii, -4.29944e-137-2.68715e-136*ii
-.23468-.546901*ii, .541491+.326468*ii, .77617+.873369*ii, -4.26488e-32+2.41916e-33*ii, .201606-1.56945*ii, 1.31602e-116+3.17243e-117*ii, .743016+.216374*ii, 1.72228+.090958*ii, 3.56898e-117*ii
-3.53091-.053544*ii, 1.65016-1.27013*ii, 5.18108-1.21658*ii, -6.15338e-31+3.53205e-31*ii, 3.18553-7.52635*ii, -6.58557e-102-8.14825e-102*ii, -.627995-2.16391*ii, 2.36458+6.80492*ii, -8.9296e-103-2.18775e-101*ii
.697061+.501791*ii, .937455+1.37328*ii, .240394+.87149*ii, 0, -1.61294+.494218*ii, -1.22727e-91+1.84091e-91*ii, -.64962+.7034*ii, -.411292-.586378*ii, -2.45455e-91+1.22727e-91*ii
.932237-.09976*ii, .570727-.279529*ii, -.36151-.17977*ii, -1.92315e-33+1.26946e-32*ii, 1.40287+.247052*ii, 1.76772e-77-4.55792e-78*ii, 2.02741-1.44902*ii, -.46116-1.17721*ii, 8.6362e-78-9.93159e-77*ii
.240213+.881916*ii, .164062-.0585093*ii, -.076151-.940425*ii, 0, .460384+.104398*ii, -2.43087e-62+4.86173e-63*ii, -1.29895-.338425*ii, .242647+.183273*ii, 1.06958e-61-1.84746e-61*ii
1.09017-1.70879*ii, 3.08775-.73898*ii, 1.99758+.969806*ii, -4.68601e-31+2.62702e-31*ii, -3.00963+3.55914*ii, -2.94546e-90+3.68182e-90*ii, -.405627-1.38516*ii, -2.85106+.700387*ii, 3.43637e-90-7.30228e-90*ii
.016648+1.72956*ii, -2.72955+.025289*ii, -2.7462-1.70427*ii, 0, 1.0356+3.71555*ii, 1.74406e-105+2.61609e-105*ii, .672786-1.74036*ii, .620138+.354881*ii, -1.52605e-105-8.7203e-106*ii
-1.39945-.024175*ii, 1.22563+.490123*ii, 2.62508+.514299*ii, 0, 2.82518-3.19976*ii, -1.48708e-118-9.91384e-119*ii, -.836163+2.17725*ii, .87096-4.10738*ii, 1.23923e-118+2.23061e-118*ii
.625015+.442166*ii, -.106715+.32706*ii, -.73173-.115106*ii, -1.06116e-31-2.9790e-33*ii, -2.11668+.267545*ii, 1.38179e-75+2.07268e-76*ii, .502-.322086*ii, 1.41545+1.55012*ii, -4.49081e-76+4.66353e-76*ii
.380931+4.29117*ii, .366358+4.30188*ii, -.0145725+.0107176*ii, 0, 1.50032+2.45532*ii, -7.96546e-59+4.97841e-59*ii, -2.72924-2.81528*ii, 2.68202-1.11411*ii, 1.09525e-58+3.98273e-58*ii
.206454-3.08521*ii, .42078-2.27995*ii, .214326+.805266*ii, 0, -3.37591+4.77196*ii, -6.63258e-75+1.17452e-75*ii, -5.3566-.050606*ii, -1.23699+5.89812*ii, 6.63258e-75-4.42172e-74*ii
-.96725+1.79937*ii, .920729+.315084*ii, 1.88798-1.48429*ii, 0, -.605188-.077623*ii, 7.36364e-90-8.59091e-90*ii, -1.92205+2.71698*ii, 1.28761+.449254*ii, 3.43637e-90*ii
.374516+.188668*ii, .189881+.264884*ii, -.184635+.0762165*ii, 0, .0214555-.0205823*ii, -3.01482e-31-5.21733e-31*ii, .757381-1.66054*ii, -.435311+.259079*ii, -2.36584e-32-8.25804e-32*ii
-.180749-2.63444*ii, 1.00871-3.19855*ii, 1.18946-.564113*ii, 0, .919162-2.04804*ii, 1.98277e-118-1.48708e-118*ii, 1.87081-.866262*ii, 1.48673+2.25223*ii, 3.27234e-119+5.57653e-119*ii
4.50988+.550319*ii, -.349115+1.38446*ii, -4.859+.834141*ii, 4.68795e-31-5.27745e-31*ii, -2.0206+1.05436*ii, -2.90212e-101-1.60733e-101*ii, 1.75889-.510255*ii, .774525-2.12531*ii, 2.51145e-102-8.92959e-103*ii
-1.93369-1.68198*ii, -1.97112-2.84236*ii, -.037436-1.16037*ii, 0, 2.55002+2.98888*ii, -6.78332e-167+4.74832e-166*ii, -1.14206+5.38122*ii, -.534814+1.56636*ii, -1.0175e-166+1.0175e-165*ii
1.73912+4.44615*ii, 2.72352+2.90696*ii, .9844-1.53919*ii, 2.83497e-31-4.43734e-31*ii, 1.33168-2.03759*ii, 2.85747e-100-2.85747e-100*ii, -2.17412+3.81277*ii, -.659106+2.56123*ii, 3.28609e-100-2.07166e-100*ii
-.888245+2.41159*ii, -5.96456+2.02271*ii, -5.07632-.388879*ii, 0, 6.106+5.64899*ii, -7.59732e-165+4.88399e-165*ii, 2.83046-4.43214*ii, -.131938-.353888*ii, -3.25599e-165-6.78332e-165*ii
.200555-2.7876*ii, -1.31954-.144975*ii, -1.52009+2.64263*ii, 0, 1.90846-.709928*ii, -7.7046e-134+3.74223e-133*ii, 2.20164-.799171*ii, 1.18971+.502469*ii, -2.42145e-133+8.36499e-133*ii
.153204-.432595*ii, .0408819+.238047*ii, -.112322+.670642*ii, 0, 1.85594+.79937*ii, -6.97067e-120+3.8726e-121*ii, -.709899+1.47732*ii, 1.45534+.813832*ii, 9.29422e-120+4.64711e-120*ii
-.101155+.377238*ii, .0309666-.142879*ii, .132121-.520117*ii, 1.01965e-31+9.64785e-32*ii, -.574617-.096232*ii, -8.59888e-137+4.29944e-136*ii, .557578-1.27824*ii, -.808593-.995301*ii, 8.59888e-136-1.03187e-135*ii
-.283809+.601506*ii, -.32011+.224393*ii, -.0363014-.377113*ii, 0, -.299701+1.11879*ii, 2.35454e-118-1.42511e-118*ii, .496291+.693176*ii, -2.40981-.244625*ii, -3.71769e-119-7.43538e-119*ii
-2.51812+2.57605*ii, -.247297+1.98664*ii, 2.27083-.589417*ii, -1.49274e-31+6.10692e-32*ii, -1.81645-1.46379*ii, 3.3589e-139+5.92013e-138*ii, 3.33472+1.40128*ii, -.45586+2.55263*ii, -3.56887e-139+9.65695e-139*ii
-.453149-.940549*ii, -1.49213-1.93099*ii, -1.03898-.990436*ii, 0, .722228-1.02039*ii, 1.55931e-112+4.93782e-112*ii, 1.0115+1.13683*ii, -.106282+.38827*ii, 5.1977e-113+1.29943e-112*ii
-.124019-.518503*ii, -.735554-.289274*ii, -.611535+.229229*ii, 0, .371028+.0830251*ii, -4.18758e-32+5.79899e-33*ii, .516813+.970392*ii, -3.27814-1.37641*ii, 2.51377e-33+1.73108e-34*ii
1.77477-.456047*ii, -.719878+2.54554*ii, -2.49464+3.00159*ii, 0, 2.14967-.788872*ii, -1.11688e-147-5.86548e-148*ii, -1.96024-2.26986*ii, 3.66181-3.55158*ii, -1.95516e-148+1.06556e-147*ii
-.423193+.618205*ii, .496262+1.10509*ii, .919455+.486885*ii, 0, -2.30728+.110886*ii, 3.844e-143+4.6128e-143*ii, -.222796-.404951*ii, .473644+2.13645*ii, -1.922e-144+6.40667e-145*ii
-1.41602+2.90418*ii, -6.93417+.778783*ii, -5.51815-2.1254*ii, 1.23295e-31-1.75982e-31*ii, 2.08072+2.89545*ii, -3.456e-88, -5.91458+2.88483*ii, -7.19016+3.3488*ii, 4.71273e-89-1.25673e-88*ii
1.37802-.516742*ii, 1.01104-.893438*ii, -.366978-.376696*ii, 3.74847e-32+1.12765e-31*ii, -1.20469-.895338*ii, 5.59624e-75+6.35622e-75*ii, -.626396+.981914*ii, -.425603+1.08048*ii, 2.76357e-74-4.69808e-75*ii
-4.76694+5.38888*ii, 1.97126+3.33664*ii, 6.7382-2.05225*ii, 0, 2.85138-6.50269*ii, 2.12898e-108-8.51592e-109*ii, -8.68984+1.73579*ii, 3.45222-7.33415*ii, 1.17094e-108-8.94172e-108*ii
1.4977-5.36592*ii, -10.0435+1.64008*ii, -11.5412+7.00601*ii, 3.47047e-30+9.48112e-31*ii, 2.5592+4.36187*ii, 3.55312e-114-2.66484e-114*ii, 2.92398+6.23555*ii, 8.20956-4.44112*ii, -4.77133e-114+4.66981e-114*ii
-1.05998+1.15838*ii, -1.02908+1.10714*ii, .0308932-.0512365*ii, 0, .254406+.572218*ii, 1.09659e-72+1.83943e-72*ii, 1.06086-2.5006*ii, 1.46172-1.32279*ii, -1.41495e-73-7.78222e-73*ii
1.37266-4.49953*ii, .314296+.543314*ii, -1.05837+5.04284*ii, 5.1267e-32-1.008e-31*ii, .167516+2.43002*ii, 2.76357e-76-1.10543e-75*ii, 4.91388+3.59886*ii, .075026-6.41758*ii, -8.52822e-77+6.90893e-77*ii
1.00886-.904783*ii, -.390573-.470487*ii, -1.39943+.434295*ii, 0, .968891+.734943*ii, -4.86173e-63+1.70161e-62*ii, -.843627+.60134*ii, -.174847-.172511*ii, -1.82315e-63-6.07716e-64*ii
.533452+1.38847*ii, -.630789-.706657*ii, -1.16424-2.09513*ii, 1.66864e-31+9.6645e-32*ii, .509294-.367897*ii, 9.28207e-71-2.7167e-71*ii, .690353+1.14812*ii, -.317529+.079164*ii, 8.4897e-73+7.78222e-73*ii
-.420281+.172546*ii, -.455673-.0563595*ii, -.0353914-.228905*ii, -4.87629e-32-4.60138e-33*ii, -1.36795+.16479*ii, -6.03229e-87-8.04306e-87*ii, .514406+.636857*ii, .424168-2.02659*ii, -1.20646e-86-8.04306e-87*ii
1.37413-.283841*ii, 1.22856-.021768*ii, -.145573+.262073*ii, 0, .62315-.485074*ii, 4.55048e-32-2.36609e-32*ii, .530334-.221439*ii, -.877443-.053833*ii, 5.06641e-32-7.28923e-32*ii
-1.25651-2.11277*ii, -.863737-.901109*ii, .39277+1.21166*ii, 0, -.540797+.444542*ii, 2.7905e-103+1.95335e-103*ii, -1.36046-1.03938*ii, -2.39652-1.01907*ii, 5.23218e-105+1.13364e-104*ii
-1.17235+1.40913*ii, -1.0381+.014001*ii, .134244-1.39513*ii, 0, 1.24069+1.4587*ii, 1.75942e-87+4.39855e-88*ii, 2.80905-.901556*ii, 2.72329+1.05898*ii, 1.50807e-87-4.39855e-88*ii
2.99232-.183031*ii, 1.86254-1.39326*ii, -1.12979-1.21023*ii, 0, .223312-1.41844*ii, 3.50045e-60+2.33363e-60*ii, 2.30199+1.3562*ii, -1.5155+1.33015*ii, 3.42266e-60-8.40107e-60*ii
.752896-1.03936*ii, .928795-1.04505*ii, .175899-.0056878*ii, 0, -2.29323+1.09696*ii, -3.51884e-87-1.80969e-86*ii, 1.38861+.368177*ii, -2.41338+.125498*ii, -6.43445e-86+2.57378e-85*ii
18.3238-19.5936*ii, -24.7795-38.6896*ii, -43.1033-19.096*ii, -1.8942e-30-6.93662e-29*ii, -47.0908-5.39396*ii, 7.004e-72+4.09009e-72*ii, 34.6447-19.6098*ii, -24.9536+7.21325*ii, -7.075e-74+1.90311e-71*ii
.691476-2.63408*ii, -1.33677+2.31548*ii, -2.02825+4.94956*ii, 0, 2.6148-1.71171*ii, -4.07506e-70-9.78013e-70*ii, .565553+.680386*ii, -1.47561+3.03066*ii, 5.79563e-70-8.6029e-71*ii
-2.07817-2.76899*ii, -1.4976-4.05464*ii, .580569-1.28564*ii, -2.75725e-32-3.21195e-31*ii, 2.07539+3.77159*ii, 3.56104e-92+8.4375e-92*ii, -.772477-3.10583*ii, 2.07334-3.68279*ii, -1.13523e-90-1.04318e-90*ii
-.280628-.418389*ii, -.526878-.834433*ii, -.24625-.416044*ii, 0, -1.39399+.419839*ii, -8.59888e-137+3.43955e-136*ii, -.852336-.101323*ii, .829773+.511189*ii, 2.06373e-135-2.40769e-135*ii
.0776395-.223923*ii, 2.29873+1.40415*ii, 2.22109+1.62807*ii, 0, 2.07738-1.80978*ii, 1.98847e-129-9.01658e-130*ii, 3.18128+3.03984*ii, -.26533-.140096*ii, -3.60663e-130+3.1558e-130*ii
-1.92223-.536478*ii, -1.37811-1.60385*ii, .544116-1.06737*ii, 1.917e-31+2.61462e-31*ii, -.369156+.31426*ii, -5.52273e-91+4.90909e-91*ii, -1.0824-1.71007*ii, -.644899-.770164*ii, -3.83523e-93+3.45171e-92*ii
-.952906-1.05527*ii, .311808+2.46378*ii, 1.26471+3.51905*ii, 0, 3.07697-3.85474*ii, 1.23923e-119-1.45222e-119*ii, 2.07522-2.21273*ii, .466795-.463746*ii, -7.1643e-120-2.71081e-120*ii
1.85015+3.19652*ii, 1.73531+1.52373*ii, -.11484-1.67279*ii, 3.87108e-32+2.84904e-31*ii, .659359+.450981*ii, 1.65682e-90-9.81819e-91*ii, -.694351+.338046*ii, .0424881-.328994*ii, 7.86222e-92-9.20455e-92*ii
.477335-5.11407*ii, 4.0531-6.5741*ii, 3.57576-1.46003*ii, -4.34746e-31+1.72122e-30*ii, 3.54508-8.15472*ii, -3.48812e-105-3.44452e-104*ii, 1.91724+3.45501*ii, -1.13326-8.39534*ii, -3.4881e-105+1.18596e-103*ii
-.641098-.13942*ii, 1.03751+.196754*ii, 1.67861+.336174*ii, 0, -.381585-1.51163*ii, -1.06121e-73-1.23808e-73*ii, 1.08766+1.43191*ii, -2.07376+.351649*ii, 4.42172e-75
4.37861-1.02193*ii, 2.76744-2.27316*ii, -1.61117-1.25123*ii, 0, -1.36618-.880968*ii, -7.13821e-86-1.97055e-85*ii, .648719+.205792*ii, -4.03371-.458116*ii, 6.37789e-87+6.13283e-86*ii
3.61737+.75825*ii, 1.26211-.773013*ii, -2.35526-1.53126*ii, -8.01213e-32+3.15856e-31*ii, -.736599-4.14549*ii, 4.0607e-114-2.07908e-112*ii, -4.63497+1.42221*ii, 1.38443-.406267*ii, -9.38379e-113+9.7457e-113*ii
-1.77477-3.68698*ii, -.653558+1.72797*ii, 1.12121+5.41495*ii, 0, -11.6423+7.67563*ii, 1.08267e-147-1.64233e-147*ii, -2.73867-4.00291*ii, .107189-4.12864*ii, 1.56413e-146+2.11157e-146*ii
.358853-.196731*ii, -.21718-.864629*ii, -.576033-.667898*ii, 0, -.861427-1.2423*ii, -4.31808e-78+4.31808e-78*ii, 1.68762+2.84957*ii, .725371-1.0313*ii, 6.47713e-78+1.07952e-77*ii
.94094-1.23743*ii, -.64405-1.08715*ii, -1.58499+.150289*ii, 0, .509352+4.49141*ii, 1.10543e-74+7.51692e-74*ii, -2.73464+3.36383*ii, 2.49827+3.64425*ii, 3.89111e-73-1.14965e-73*ii
-.569789-1.21247*ii, -.7097-2.30854*ii, -.139911-1.09607*ii, 2.0704e-31+1.63784e-31*ii, -.531905+5.25682*ii, -3.69741e-103-7.53434e-103*ii, -2.00059-5.55595*ii, -6.72196-2.55223*ii, -6.13909e-102+2.45564e-102*ii
.198198+.48222*ii, .99458-1.26292*ii, .796382-1.74514*ii, 9.25189e-31-1.72432e-31*ii, -2.91489+.373512*ii, -1.25673e-88+2.26211e-87*ii, .128231+1.3129*ii, .764421+1.23281*ii, -3.01615e-87-1.09002e-87*ii
-.0144221-.106797*ii, .15693-.294625*ii, .171352-.187827*ii, 0, .408973+2.62245*ii, -2.62044e-130+4.50829e-131*ii, -.959157+.764974*ii, .185865+1.35717*ii, 3.22343e-129+2.34431e-129*ii
-.171461-.159418*ii, .654581+.117217*ii, .826042+.276635*ii, 9.18811e-32+9.17599e-32*ii, -1.50601-1.18301*ii, -4.9727e-152-1.90934e-152*ii, .354382+1.77069*ii, .0657424+.129032*ii, 9.54668e-152
-.335124-.874264*ii, .249863-.934247*ii, .584987-.059983*ii, 0, .654387+.151452*ii, 2.19454e-98-5.94353e-99*ii, .949007+.074951*ii, .335676+.620472*ii, 1.46302e-98-3.65756e-99*ii
1.24828+1.29433*ii, .440429+1.60674*ii, -.807856+.312407*ii, 0, -.591812+1.42555*ii, 3.43637e-90-3.92727e-90*ii, 2.99589-1.21485*ii, -.070183-1.08556*ii, -1.96364e-90+1.54636e-89*ii
-.728931+.13189*ii, -2.17316-.384159*ii, -1.44423-.516049*ii, 0, -.494155+1.54968*ii, -4.02153e-87-3.01615e-87*ii, 2.71634+.091797*ii, .809566-2.2981*ii, 1.25673e-87-5.02691e-88*ii
-8.62158-3.60033*ii, -3.56732+.468091*ii, 5.05426+4.06842*ii, 0, -7.19348-4.60977*ii, -3.05494e-150-3.36043e-150*ii, 2.00773+6.45739*ii, 4.138+.096005*ii, -2.93274e-149+4.8879e-149*ii
-.619987-.061968*ii, .136166-.438153*ii, .756154-.376185*ii, 0, -.587889-1.35416*ii, -1.6462e-32-3.02716e-32*ii, .0316969+.160085*ii, -.399374-.506177*ii, -2.07654e-32-4.31226e-32*ii
-.292175+.418706*ii, -4.49409-1.7609*ii, -4.20191-2.1796*ii, 2.03859e-31-3.60694e-31*ii, 6.93078-3.048*ii, -2.68715e-137+5.91173e-137*ii, -4.18544-1.0966*ii, .736264-2.54994*ii, 1.34358e-137-3.8695e-136*ii
-3.64202-2.6956*ii, .510618-1.02537*ii, 4.15264+1.67023*ii, 0, -1.09515+2.01072*ii, -3.45447e-76+1.03634e-76*ii, -.066525+2.21931*ii, -1.54144+.230636*ii, -8.63617e-77+1.29543e-76*ii
-.336643+.299172*ii, 1.61109+1.2395*ii, 1.94774+.940328*ii, 0, -.719372+.125185*ii, 5.6682e-105-6.32222e-105*ii, -.567515-.315625*ii, -1.50547+.197206*ii, -2.9431e-105+4.36015e-105*ii
2.23831-.112538*ii, .388987+1.75074*ii, -1.84933+1.86328*ii, -1.10853e-31-6.65871e-32*ii, -2.07278+3.6374*ii, -1.98632e-76-3.45447e-76*ii, 2.38734-1.26476*ii, -.793901-3.20904*ii, -1.10111e-76
-.881181-2.37365*ii, -1.78975-.238416*ii, -.908567+2.13524*ii, 0, .101503+.0026468*ii, -4.19065e-32-5.61674e-32*ii, -2.72722-.063805*ii, .938696-1.16715*ii, -4.0535e-34+1.27778e-32*ii
.941181-.392487*ii, 2.57514+1.51316*ii, 1.63396+1.90565*ii, 0, .310025+2.0182*ii, -1.50063e-120-1.74267e-120*ii, 1.23636-.614595*ii, .226551-.377235*ii, -1.9363e-121-5.80889e-121*ii

component_2:
equations:
G*M*m+Ugi*r
Ugf
Eki-Ekf+Ugi-Ugf
-1.1*m*ve^2*r+2.2*G*M*m
points:
.475956-.0056426*ii, .687845+.051601*ii, .211889+.0572431*ii, -1.06145e-30+6.11889e-31*ii, -4.53595e-30-1.90313e-29*ii, .151804-1.405*ii, .814059+.00933*ii, -.055271+1.70765*ii, 1.38051e-29+4.9304e-31*ii
.344364+.4113*ii, -.146777+2.9785*ii, -.491141+2.5672*ii, 0, -8.97048e-205+2.04016e-204*ii, -1.52729-1.68908*ii, -5.45969+.611541*ii, -.274224-1.27862*ii, -5.48196e-204+1.99344e-205*ii
-.44706-.475537*ii, .335893-.45814*ii, .782952+.017397*ii, -9.62782e-32-5.7958e-32*ii, 1.09162e-194-1.28426e-195*ii, 1.99045+.874445*ii, .325267-.0197821*ii, -1.43551-.209037*ii, 9.36442e-197+9.36442e-197*ii
2.06732+.391541*ii, 1.00435-.481665*ii, -1.06298-.873206*ii, 4.20854e-31+5.36877e-32*ii, 5.40393e-87-7.03768e-87*ii, -.320277-.119238*ii, -1.01192+.79663*ii, .308999+.323989*ii, -6.8727e-90+8.64e-89*ii
-.441762-.585586*ii, .029784-.784585*ii, .471546-.198999*ii, -1.37311e-31-1.99878e-31*ii, -1.64459e-204-1.29574e-204*ii, -.456492+2.44075*ii, 1.2622-.149547*ii, .972057-.35092*ii, -2.39213e-204+2.39213e-204*ii
.00011+4.01194*ii, .788214+.795994*ii, .788104-3.21594*ii, 0, -4.90909e-90+2.94546e-90*ii, 3.51866-6.67957*ii, -.051593-3.3429*ii, 7.2294+3.24532*ii, -9.81819e-90-6.38182e-90*ii
-.146676+1.50043*ii, .152241-.0146584*ii, .298917-1.51509*ii, -2.90184e-31-4.01198e-31*ii, 9.15434e-76+8.98162e-76*ii, -.492724+4.45755*ii, 4.97067+1.2328*ii, -10.2726-4.19898*ii, -2.2454e-76-1.72723e-76*ii
1.87399-.115522*ii, 3.07081-2.8062*ii, 1.19682-2.69068*ii, 0, -3.53737e-73+7.95909e-73*ii, 1.37729+3.17586*ii, -.943914-5.22988*ii, .346282+6.05276*ii, 3.5374e-74+1.04353e-72*ii
-1.00503-.009107*ii, -2.4781-2.97821*ii, -1.47307-2.9691*ii, 0, -1.00538e-87+1.25673e-88*ii, -1.22548-.605425*ii, .388691-2.91681*ii, 3.1514+3.85761*ii, 3.53455e-88+6.28364e-89*ii
