variable ordering: c0, c2, dp, r, Rad, u, L, mu, delP
-1.21613-.746097*ii, -1.0603-.641048*ii, -.401681+1.26094*ii, 6.18647e-76-2.76357e-76*ii, .599965-.332168*ii, -.519733+.025310*ii, 1.38242-2.45951*ii, 1.22596+.282157*ii, -.363006-1.32291*ii
-.708021+.737049*ii, .0250047+.396216*ii, -.269789+.505537*ii, -9.72346e-63-1.45852e-62*ii, -.0247162-.140985*ii, .534845-.217097*ii, -.159423-1.11215*ii, .445989-.430354*ii, -.006674+.941529*ii
-.291153+.337038*ii, .135833+.260928*ii, -1.51889+.082977*ii, -5.77331e-63+1.70161e-62*ii, -.311221-.78036*ii, -.39941+1.49674*ii, .439623+.0607289*ii, -1.33496-.326832*ii, -.79619-.206555*ii
-.025284-1.0242*ii, .345634-.916323*ii, .748031-1.36861*ii, -4.28088e-196+8.56176e-196*ii, .47275-.39565*ii, -.020951+.17703*ii, -1.26807+.947409*ii, .581574-.813379*ii, -.415132+1.20185*ii
.562351-.828444*ii, -.240743+.0711496*ii, -.379712+.201467*ii, 1.28836e-61+1.94469e-62*ii, -.217779+.350263*ii, -.231705-.163181*ii, -.778472+.318474*ii, 1.1853-.145701*ii, .427709+.443535*ii
-.608757+2.19044*ii, -3.93373+.803017*ii, -.970484+4.72643*ii, 3.4247e-195+2.05482e-194*ii, -6.40041-.821828*ii, -2.27345+.634424*ii, 1.57348+1.21314*ii, -5.00044+1.06014*ii, -.581458-1.03636*ii
.309446-.49701*ii, -.240526+.634564*ii, 1.32498-.100135*ii, -4.64711e-118-4.46123e-118*ii, -1.38921-1.40846*ii, -1.17807+2.1029*ii, .874865-.753582*ii, .412219+.151274*ii, .344194-.297833*ii
.0541849+.0984163*ii, .016759+1.00818*ii, .127385-.890552*ii, -2.4794e-199+4.18054e-199*ii, -.129629+.362718*ii, -.099826-.691857*ii, -.719559+.364304*ii, .271035+.263205*ii, -.774618-.020509*ii
-.036634+1.2458*ii, .568446+.658236*ii, -1.20991-.349551*ii, -6.42132e-195+3.63875e-195*ii, .657336-.298036*ii, -.608851+.560599*ii, -.232778-.338773*ii, -1.95949+.447492*ii, -.0273478-.274844*ii
-2.88876+1.23347*ii, -1.44284-1.33026*ii, -1.8368-1.70311*ii, -5.26034e-192+8.16449e-192*ii, 1.22436-2.74491*ii, 3.35735+.780314*ii, 2.11794-.241575*ii, .82608+.302955*ii, -2.28925+1.0932*ii
.155837+1.79193*ii, -.086413+.689381*ii, 1.55086+.724355*ii, -7.70558e-195-2.56853e-195*ii, -.640094-2.09279*ii, -1.15802-.507359*ii, .660409-2.04459*ii, -1.17552-1.04947*ii, .0749135+.0585348*ii
-2.56348+.327785*ii, .812141+1.54677*ii, .297917-.128269*ii, 2.43087e-62-1.16682e-61*ii, -2.75011+.595085*ii, 2.25545-.165484*ii, .65894-.23989*ii, .302344-.707842*ii, .432483+1.20801*ii
-.367026+.188745*ii, -1.52565+.218113*ii, 1.27559-.80036*ii, -6.5321e-200-2.28624e-200*ii, .167571-.303306*ii, .797902-.320267*ii, .742667-.205491*ii, .240896+.0152122*ii, -1.14443-.160407*ii
-.0023642+.4407*ii, .061239+.881028*ii, .15243+.83999*ii, -1.78592e-102+4.46479e-103*ii, -.321534+.435562*ii, .342514+.374236*ii, .412282-.198773*ii, 2.03567+.927047*ii, .533826-.424846*ii
-1.04668+.6197*ii, .213492+.39052*ii, -1.68816-1.45896*ii, 7.01379e-192-1.31509e-191*ii, .96506-.893655*ii, .678885-1.0929*ii, -.482004-.666331*ii, .402713-.337121*ii, -.337087-.619295*ii
-.321595-.932892*ii, .715539+1.15036*ii, .993329+.485919*ii, -6.90893e-77-1.38179e-76*ii, .115898+.155562*ii, -.26667-1.72572*ii, .543041+.309879*ii, .689188+.35965*ii, .657265+.616913*ii
.054802-.793457*ii, -.89823+.92854*ii, -1.16291-.491976*ii, 9.38842e-118+3.96553e-118*ii, .780457+.826518*ii, 1.35929-1.39872*ii, .886239+.509456*ii, 1.68093+.927663*ii, -1.3395+.53106*ii
-.877822+1.05966*ii, -.022638-.864196*ii, .656558-.388185*ii, 8.51592e-109+1.70318e-108*ii, -.920496+.609951*ii, .540908+.142585*ii, .771857-.610371*ii, -1.45762+.928404*ii, -.30943-.0024149*ii
.538504-.063166*ii, -.590814+.528126*ii, -.87065+1.90831*ii, 1.75345e-191+1.12221e-190*ii, -1.00337-.575363*ii, -.449201-.822737*ii, -1.03582-.067103*ii, -.264934-1.59426*ii, 1.28191-1.06834*ii
.676589+.17902*ii, -.367276-.326005*ii, 1.36208+.305768*ii, 1.01549e-79, .598706-.171671*ii, -.613956-.133247*ii, .330748+.19495*ii, .0814381+.415887*ii, .128716+.302968*ii
-.106796+.884874*ii, .236758-.175315*ii, -1.50168+.057419*ii, -6.47713e-78+1.61928e-78*ii, .394978+.859537*ii, -.26204+.51398*ii, -.119606-.681018*ii, -2.54838-.64031*ii, -.482114+.293642*ii
-.664244+1.30228*ii, -1.31409+1.18606*ii, -.705264+4.3208*ii, 1.71235e-194-1.88359e-194*ii, 1.4971+1.72417*ii, 1.79179-1.47665*ii, 1.99637-2.37436*ii, -.213868+1.61597*ii, -2.51862-.215026*ii
2.70215-.492165*ii, 1.10689-1.73231*ii, -.106835-1.09575*ii, -7.67046e-92-7.67046e-92*ii, .052609+1.08546*ii, -1.86905-.130822*ii, -.439261-.948391*ii, -.121553+.304639*ii, -1.1265+1.41404*ii
.393466+.933318*ii, .389604+.0039178*ii, .0031051-.154634*ii, 4.45211e-32-4.80426e-32*ii, .195862+.980356*ii, 1.03714-.414511*ii, .360839+.0859228*ii, -.813414-.488335*ii, -.18175+.911087*ii
-1.01662-.397919*ii, -.123589-.435974*ii, -.583984-.929092*ii, -1.73446e-32+1.13184e-32*ii, -.76655+.284173*ii, -.32848-.533115*ii, .350398-.807326*ii, -.246189-.139842*ii, .42827-.651579*ii
-.46703-.13877*ii, .224071+.318929*ii, .754157-.168705*ii, -2.2324e-103-8.37149e-104*ii, .231217+.703335*ii, -1.3353+.663632*ii, .326819+.914795*ii, 1.21728-.875063*ii, .195163+.0279733*ii
.189049-1.70866*ii, 1.59753+.230375*ii, .526871+.387967*ii, -5.83408e-61+1.16682e-61*ii, -.145322-.249067*ii, 1.26384+1.44842*ii, -.0223682-.125869*ii, 1.14933-.408677*ii, -1.87564+.290524*ii
-.786557-.300243*ii, 1.37688+.639963*ii, -.213251-1.00682*ii, 9.36442e-197+2.00666e-196*ii, -.390134-.731001*ii, .243146-1.13792*ii, -.119523-.288432*ii, -.506105-.614298*ii, .167266-.670953*ii
1.46453-.332328*ii, .0976906-.0873375*ii, .853229-.907148*ii, -1.02634e-48+3.42114e-49*ii, -.563353-.583078*ii, -.544029-.81217*ii, .0249969-.0880753*ii, -.33055-.491799*ii, .0791601+.0265551*ii
.601745+.904009*ii, -1.07582+.024837*ii, -.580108+.12764*ii, -1.36846e-48-1.28293e-48*ii, .49823-.213415*ii, .835362+.325257*ii, -.473126-.456916*ii, .0919198-.118262*ii, 1.11537+.625894*ii
-.67408+.56815*ii, .410133+.723932*ii, -.324978-.788891*ii, -1.33061e-108*ii, .407803+.242244*ii, 1.90831+.263059*ii, 1.64751+.270673*ii, -.452351+1.07191*ii, .391203+1.18764*ii
-.252458-.982959*ii, -.372069+.316333*ii, -.42038-1.53339*ii, -2.33419e-188+5.7457e-188*ii, 1.26637+.248134*ii, 2.32146-.843992*ii, .691935-.145442*ii, 2.60997-.36066*ii, -.730805-.278813*ii
1.67773+2.72115*ii, .549596+.003352*ii, -1.28501+.136738*ii, 5.13705e-195+5.13705e-195*ii, .256375-.0135174*ii, .11405+1.06976*ii, -.342278+1.03184*ii, .122716-.514734*ii, .694722+.534619*ii
.76714-1.1091*ii, -.687551-1.50776*ii, .809207-.176455*ii, 1.40267e-47-1.36846e-47*ii, 1.57028-1.07087*ii, -.503704+.089211*ii, .269745+.90284*ii, .649717+.397028*ii, .254001+.51575*ii
1.04246-.447633*ii, -.100568-.374203*ii, -1.5729+1.00444*ii, 2.99915e-64, -.605453-.091139*ii, .297166+.0174762*ii, -.044852-.314867*ii, .0030498+.21444*ii, -1.06858+.511986*ii
.501372-.584063*ii, 1.33048-1.22043*ii, -.928147-1.52858*ii, -2.35448e-195+5.03003e-195*ii, .741132+.582666*ii, 1.14359-.434881*ii, .137682-1.37759*ii, -.059731-.723142*ii, 1.42948+.924331*ii
.611341+.907161*ii, .0284011+.265302*ii, 1.43649+1.01559*ii, -2.00666e-196-1.07022e-196*ii, -.648527-.234016*ii, -.292753+.652773*ii, 1.64309+.405502*ii, -.207667-.25092*ii, -.121772-.976698*ii
.921751+.308763*ii, -.781626+.178206*ii, -.166929+.0669489*ii, -3.28771e-193-2.73976e-193*ii, 1.05538+1.23601*ii, .854383-.2071*ii, -.218428-.950786*ii, -.071817+.500558*ii, -.224303-.672381*ii
-.297319+.321958*ii, -.813195-.193743*ii, -1.71628+2.39709*ii, -1.95963e-200+1.95963e-200*ii, -.029826+.534531*ii, -.370199-.450828*ii, 1.01987-1.46633*ii, -1.36519-.612288*ii, .160198+.844035*ii
-.440391+.659613*ii, -1.2387-.532215*ii, 1.16271-.612167*ii, -6.13707e-192+8.76724e-193*ii, -.038807-.764023*ii, -.522178-1.18011*ii, -2.14251+.861153*ii, 1.06131-.801381*ii, .443474-.966526*ii
-.063684+1.23399*ii, .098858-.90747*ii, -1.06874-.817078*ii, -1.22727e-91-2.52008e-91*ii, -.253326+.0884207*ii, .248701+.64514*ii, -.441708-.0038007*ii, -.893542-.264549*ii, -.908946-.67454*ii
-.821691-1.68596*ii, -1.6387-.915388*ii, .910505-.776225*ii, -1.6088e-186+5.7457e-188*ii, -2.21656-.31513*ii, .643033+1.90069*ii, -1.2114-.54315*ii, .36309-.5355*ii, 2.93444-1.34375*ii
.742743-.240472*ii, .036475+1.96597*ii, -1.43511-.172348*ii, 1.15057e-92+4.79404e-93*ii, .252227+1.19457*ii, .302036-.886887*ii, -.045178+.231714*ii, -1.09985-.924239*ii, -.67642+.457235*ii
-.400103-.274392*ii, .654451-.616057*ii, .431479+.7529*ii, 2.05482e-194-2.39729e-194*ii, -.756407+.024896*ii, -.633392-1.25311*ii, .261761-.354393*ii, 1.04177-.995875*ii, .120532-.161161*ii
-1.59443+1.38075*ii, .132633+3.89365*ii, -.126068-1.77979*ii, -3.92727e-90-9.81819e-91*ii, -2.43891-1.21607*ii, -5.05586+.963185*ii, 1.91807-.9193*ii, -1.33379+1.22646*ii, 4.666-1.95575*ii
.768778+.807502*ii, -1.67133+2.64118*ii, -3.03556-2.75637*ii, 3.26605e-201-2.44954e-201*ii, .84425+2.31939*ii, -.261292-1.15095*ii, .881331-.342449*ii, .265824-2.5846*ii, 1.41422+.608937*ii
-.241558+1.51916*ii, -.534234+1.22781*ii, -.234991-.656726*ii, -1.21685e-200-3.91926e-200*ii, -.136666-.456598*ii, .626658+.926896*ii, -.830879+1.17193*ii, .168725-1.11021*ii, .941862-.273432*ii
1.6552-1.07931*ii, 1.93763+.759693*ii, .789063-2.6901*ii, 3.14322e-100-1.28586e-100*ii, .249404-.309679*ii, 1.42533+.332898*ii, -2.38586+1.63828*ii, -1.62147-1.67808*ii, 3.88712-1.26376*ii
.615657-.076267*ii, -.609465-1.20197*ii, .736391-.331613*ii, 3.26605e-201+6.50159e-201*ii, -.292806-.264933*ii, .854167+.192685*ii, -.049082-1.1387*ii, -.648924+.672265*ii, -.737894+.15688*ii
1.54508+.342487*ii, -.708024+1.31783*ii, -.749349+.425495*ii, -5.6598e-73+2.26392e-72*ii, -.316851-.213811*ii, -.524958+.103669*ii, .142229+.236468*ii, -.968709-.627486*ii, -.678301+2.62724*ii
.148773-.0415981*ii, -.003871-.891647*ii, -.328791+.402686*ii, -5.3511e-196+1.07022e-196*ii, -.989556-.775545*ii, -1.1287+.074620*ii, -1.92484-1.3808*ii, -.473776-1.48447*ii, -.806385+.98817*ii
.147312-.355863*ii, .246055-.698793*ii, .767689+.822128*ii, -1.15646e-122+6.05092e-122*ii, .757999+.975068*ii, .824725+1.07556*ii, .652397-.360822*ii, .908938+1.50208*ii, -1.3065+.867316*ii
.947504-.534145*ii, -1.58377-.148456*ii, -1.71209-1.48527*ii, -6.5321e-200*ii, -1.04739+.61088*ii, -.973105-1.12282*ii, -1.62697-.214826*ii, -.62376-.90186*ii, 1.50263+.692202*ii
-.049503-.637722*ii, -.171728-.66103*ii, 2.22602-.480121*ii, 1.39728e-192+8.76724e-193*ii, -1.38223-.592969*ii, -1.3145+1.20706*ii, -1.43758-1.20394*ii, -1.78027+.013636*ii, -1.88103+.977833*ii
.919588-.893316*ii, 1.05107+.482334*ii, -.384683+.188031*ii, -8.21929e-194-1.36988e-194*ii, -.775703-.047831*ii, 1.02407+.074458*ii, -.672457+.91038*ii, .225912-1.32372*ii, -.694773-.574779*ii
.658226-1.33407*ii, .120189+.849468*ii, -.65034+.572804*ii, 8.3611e-199-6.68887e-198*ii, .0977571-.0772641*ii, -.565619+.078494*ii, -.617945+1.4069*ii, -.543653+.087741*ii, -.628802+.668982*ii
-2.46281-.457236*ii, .439643+.26476*ii, 1.85097+1.81979*ii, -1.00333e-196-1.07022e-196*ii, .444327-.209227*ii, -.315037-.416929*ii, -.770402+2.11558*ii, -1.38322-.278931*ii, -1.79156-1.40773*ii
.222805-1.51064*ii, .317353-.0525294*ii, -.358977+.425825*ii, 3.45447e-77-1.72723e-77*ii, -.887715-.038468*ii, -.051111-.733123*ii, -.456007-.16224*ii, .337929-.739773*ii, -.231363+.0125297*ii
-.57613-.713089*ii, .234142-.015508*ii, -.988836+.064548*ii, 7.67133e-193+1.75345e-192*ii, .355894+.761826*ii, .869954-.30666*ii, -.832782-.631401*ii, -1.09181-1.3325*ii, .145625+.561208*ii
-.559037+.693652*ii, -1.25431-.076813*ii, -.022887+.891039*ii, -3.31629e-75-4.20063e-74*ii, 2.49157+.7208*ii, -.814431+.525122*ii, -.281373-.296596*ii, -1.21306-1.14101*ii, -.953187+1.14621*ii
1.01777-.386714*ii, .355957+.871648*ii, .133273-.0798234*ii, 7.93107e-118+1.58621e-117*ii, .560673+.059685*ii, -.050524+.754723*ii, .0297804+.0534794*ii, -1.28618-.010660*ii, 1.23579-.63043*ii
-.267613+.580371*ii, .922984-.083639*ii, -.104106+.104523*ii, 0, .880301+.370682*ii, .478358-.196209*ii, -1.13549+.348804*ii, .809577-.021938*ii, .0170559+.33564*ii
.048389+1.63511*ii, -.677304-1.20717*ii, -.046744+.19462*ii, 2.33363e-61-7.38983e-61*ii, .652161-.43608*ii, -.347709-.295598*ii, .797888-1.34147*ii, -.455964+1.21422*ii, -.816198+.861298*ii
-.49737-.399003*ii, .135684-.158191*ii, .453875-.525252*ii, 1.28015e-98-1.82878e-99*ii, .490858+.255281*ii, -.500218-.190721*ii, .158058+1.09215*ii, .645649+.852037*ii, .823119-.46108*ii
.367073-.512059*ii, .580427-2.37476*ii, -2.97345+.554023*ii, 3.05211e-105-1.74406e-105*ii, 2.41821-1.58566*ii, 1.04174+.76494*ii, .060024+.315886*ii, -1.46416+.523663*ii, .128102-.176489*ii
.188141-.266323*ii, -.998783+1.11061*ii, .064772+.624523*ii, 1.95963e-200, -.329098-.155067*ii, -.327672-.164895*ii, -.669742+.889734*ii, -.840254+.401391*ii, -.062394-.789381*ii
-34.5036-12.9018*ii, 26.2021-8.14586*ii, 11.514-3.7384*ii, 6.42132e-196-2.54177e-196*ii, -10.3941+4.0779*ii, 24.8265-14.4555*ii, -19.5711-6.51337*ii, 11.9012-2.53747*ii, 14.0349+7.29248*ii
-.381151-.0200434*ii, .611303+1.05571*ii, -1.209-.662965*ii, -7.53495e-182-6.0248e-182*ii, -.778111+1.01721*ii, .748782-1.03325*ii, 1.80533-.524516*ii, .260053+.354142*ii, -.0589827-.222956*ii
-.557183+.621205*ii, -.725765+.431329*ii, 1.21588+1.95756*ii, -7.85804e-101+7.14367e-101*ii, .562913+1.20878*ii, 2.05882-.914027*ii, .0043752-.235694*ii, 1.31117+.206786*ii, 1.41162-.872258*ii
-.187847+.386059*ii, -.575932-.909036*ii, .33175+.742195*ii, 2.09027e-199+2.2993e-198*ii, -.307843+.307884*ii, .787646-.470491*ii, .601622+.34149*ii, -.445928-1.66523*ii, .98053+.125298*ii
-.861675+.269136*ii, -.76451+1.3126*ii, 1.693-.119053*ii, 3.34444e-198+1.67222e-197*ii, -.253502+.265675*ii, 1.16469-.220013*ii, -1.52302+.192904*ii, .369123+1.43922*ii, -.162459+.3502*ii
.259266+.188634*ii, -.706914+1.17406*ii, 1.18724+.65546*ii, -1.30642e-200+1.95963e-200*ii, 1.29753+1.31379*ii, -1.00822-.308528*ii, .329858+.305709*ii, -.013323+1.4828*ii, .456603+.0520016*ii
.550999+4.3054*ii, 3.02997-2.56471*ii, .929432-2.86974*ii, 4.47312e-115-2.53794e-116*ii, -5.66447+4.49988*ii, 3.79566-3.06592*ii, 2.36165+.285395*ii, 3.06411+3.37917*ii, -3.61555+2.5261*ii
-.382726+1.35776*ii, .284291+1.58391*ii, -.301721-2.32461*ii, -1.07022e-196+2.14044e-196*ii, .567341+.497207*ii, -.097492+.707283*ii, 1.82466-.277013*ii, -1.64541+.580191*ii, .247409+.141407*ii
-.622488-.237502*ii, -.622716-.288559*ii, .419607-.565653*ii, -1.79553e-189, 1.89707+.605427*ii, 1.22386-.043621*ii, .183059-.415687*ii, 1.05094-1.99693*ii, .0062621-.335243*ii

component_2:
equations:
4*c2*r*mu-dp*r
.9978*r^3*delP-1.0012*r*Rad^2*delP+4.0073*r*u*L*mu
points:
.0915641-.281257*ii, -.519485-1.12955*ii, .632331+.593884*ii, -.444818-.137572*ii, -.764579-.729861*ii, .0348906+.345194*ii, -.013315-.611388*ii, -.161622+.0656213*ii, .0876507+.119034*ii
.076922+1.72456*ii, 1.00253+.710149*ii, .484711-.38594*ii, -.431858+.589102*ii, .7453-.140491*ii, -1.08378+.067629*ii, 1.03062+.880775*ii, .0350909-.121099*ii, -.490007+.850678*ii
.333126-.50148*ii, .334412+.430381*ii, .860849+.049833*ii, .283473-.530252*ii, .0426287-.00526147*ii, -.163503+.0802625*ii, .470407-.0168684*ii, .260323-.297776*ii, .256571+.274934*ii
-.771451-.318053*ii, -.863636-.814786*ii, .862671+.493293*ii, -.872953-.296197*ii, -.83253-.377424*ii, .0732529-.0336205*ii, -.460261-.341529*ii, -.203399+.0490987*ii, -.175167-.154006*ii
-.699072-.67097*ii, .230209+.552647*ii, 1.01412-.083791*ii, -.285176-.899257*ii, .0737553+.208331*ii, -.137881-.302432*ii, .0539393+.138115*ii, .130542-.404378*ii, .0122193-.0992459*ii
1.09319+.922637*ii, .332768-.772772*ii, .288219+.33904*ii, -.042536+.621539*ii, -.140874-.90615*ii, -.536761+.688554*ii, .905108-.210858*ii, -.0586552+.1185*ii, .035507+.82614*ii
-.342943+.397874*ii, .95113-1.29801*ii, .114167-1.31943*ii, -.0489805+.116881*ii, .162653-.624324*ii, .0483805+.428008*ii, .189297-.265084*ii, .175828-.106851*ii, -.247639+.147446*ii
-1.85221+1.19796*ii, 1.34132+.487713*ii, -.35535+1.38549*ii, -.318234-.929661*ii, .093451-1.18843*ii, .200129-1.05382*ii, -.659897+.251563*ii, .0244336+.249349*ii, .282797-.676714*ii
23.1911+2.69359*ii, 11.4071-9.13865*ii, -16.2916-32.4017*ii, -20.9601-18.9342*ii, 28.4884+39.444*ii, -17.8187-32.0004*ii, 16.5931-18.3209*ii, .129037-.606745*ii, 1.33895-.104465*ii
-1.75622-.03317*ii, -.883119+.1998*ii, .306954+1.98214*ii, -1.11666+.588594*ii, -1.42733+.436388*ii, -1.10571-1.82748*ii, -.173893+.252976*ii, .038105-.552498*ii, .090541-1.52466*ii
.633544-.17302*ii, -.1357+1.04784*ii, .279435+.38886*ii, -.0196368-.128262*ii, -1.04067-.102752*ii, -2.21435+.420898*ii, -.213767-.53257*ii, .082755-.0773867*ii, .528316+.031633*ii
.001819+1.24381*ii, .618031+1.74699*ii, 2.22588-.238858*ii, .0856151+.179711*ii, .238489+.246682*ii, -.156227+.153112*ii, -.481603+.304249*ii, .0697725-.293847*ii, -1.08589+1.28658*ii
2.55833-1.57033*ii, .0368665+.300639*ii, -1.48798-.624635*ii, -.331103+2.49369*ii, -3.97394+1.62435*ii, -1.99407+1.06738*ii, 1.87799-.331901*ii, -.661211+1.15626*ii, .385135-.956751*ii
1.11253+.763844*ii, -.347981+.948919*ii, -.389377+1.46803*ii, -.247123+.0772006*ii, -.416625+1.03811*ii, .260475+.250095*ii, 1.73198-.214024*ii, .374078-.0345952*ii, -.738515+.12047*ii
-1.06998-1.4257*ii, 2.39819-.841097*ii, 2.85729-2.55324*ii, -.152659+1.22011*ii, -.222863-1.22257*ii, -.168144-.065559*ii, 2.97265+1.11744*ii, .348359-.143986*ii, -.329053+.884433*ii
.899375+1.1786*ii, .016583+.549492*ii, -.087031-.061783*ii, -.0543687+.305487*ii, -.280697+.553903*ii, 1.19213-.580852*ii, .250606+.916315*ii, -.0292774+.0387125*ii, .298479-.730258*ii
1.94533+1.40477*ii, 1.14317+3.61747*ii, -.16619+1.86502*ii, .84238-3.11537*ii, -1.01536+3.18685*ii, -.750973-.521765*ii, -.701426+1.51495*ii, .113887+.0474749*ii, .004224+.60265*ii
1.89915-.533422*ii, -.317092-.250109*ii, .595853+2.14914*ii, .27662+1.25359*ii, -.394618+1.12078*ii, -.389808-1.11999*ii, -.0544365+.314956*ii, -1.1135-.816125*ii, .289645-1.25744*ii
