variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r
-.121353-1.54438*ii, 0, .121353+1.54438*ii, -1.88464e-31+1.41443e-30*ii, 1.29655-1.6134*ii, .050858-.84132*ii, 6.96978e-59+5.0282e-58*ii, -.432911-2.80462*ii, 1.01455-3.42119*ii
-6.30661+9.88465*ii, 0, 6.30661-9.88465*ii, 0, 1.38521-2.19418*ii, 1.34339+7.0099*ii, 3.1895e-204+5.34242e-203*ii, -1.90399-5.55377*ii, -1.3406-3.3926*ii
.231393-1.612*ii, 0, -.231393+1.612*ii, 0, -1.75985+.131333*ii, 2.63323-1.08555*ii, 7.34861e-201+2.36789e-200*ii, 3.68647-.54238*ii, 4.52665-3.7281*ii
-.773651+1.50673*ii, -3.44993e-32-2.93612e-31*ii, .773651-1.50673*ii, -8.98205e-32+4.09021e-32*ii, -1.62853+1.78401*ii, -.257541-.165202*ii, 1.42582e-211-9.50546e-212*ii, 1.93716+3.25598*ii, .392339+3.9371*ii
-.33385-.258679*ii, 2.65986e-31-1.18826e-31*ii, .33385+.258679*ii, 1.45802e-31+2.596e-32*ii, .14116-1.04009*ii, -.625678+1.56484*ii, -3.06192e-202-5.1032e-202*ii, -.606164-1.3095*ii, -1.03869-1.3805*ii
.382765+1.06307*ii, -3.55617e-32-3.09094e-32*ii, -.382765-1.06307*ii, 0, -.333245+.354809*ii, -.092572+1.73849*ii, -3.11151e-61, -.141712+.758816*ii, 1.41893-.673164*ii
-1.98696+1.68777*ii, 0, 1.98696-1.68777*ii, 0, .162374+.515922*ii, -.699974+.011975*ii, -6.27862e-104+3.7061e-105*ii, -.952744+1.90813*ii, 3.05875-2.08948*ii
1.4876-2.18797*ii, 4.27934e-31+2.34101e-30*ii, -1.4876+2.18797*ii, 1.63773e-30-2.79667e-30*ii, 8.56567+2.50545*ii, 5.90922-.140063*ii, 2.79841e-208-1.59996e-207*ii, -3.56563+4.91876*ii, -1.94775+1.84106*ii
-.457734-.164911*ii, 0, .457734+.164911*ii, 0, -1.08629+1.54068*ii, -2.13944+.262289*ii, -4.79404e-93+7.19105e-93*ii, -.299711-.294617*ii, .907437+.725636*ii
-.656041+.097731*ii, 0, .656041-.097731*ii, 0, .209701+.637088*ii, -1.12539-.969203*ii, -7.4754e-206+4.9836e-206*ii, -1.88412-.634743*ii, .022393+.780727*ii
1.22264-.285252*ii, 0, -1.22264+.285252*ii, 1.63685e-31-7.3899e-32*ii, -1.16563+1.06891*ii, .477774+.782518*ii, 3.80218e-210-5.32306e-210*ii, .025711-1.27139*ii, -1.20406-.382871*ii
-.329168+.287616*ii, 0, .329168-.287616*ii, 0, -2.29569-.688976*ii, -1.01025-1.07012*ii, 3.80218e-211, -.341151+.216464*ii, -.095352+1.58606*ii
1.10389+.379199*ii, -6.2662e-32+2.05047e-33*ii, -1.10389-.379199*ii, 0, .489514-.542878*ii, .15521-1.09373*ii, -7.85455e-90+1.96364e-90*ii, -.217907-1.6417*ii, 1.84171-.467126*ii
.646452+1.71626*ii, -9.70212e-32-4.17773e-31*ii, -.646452-1.71626*ii, 0, -1.48672-1.259*ii, .448252+.369255*ii, -2.06839e-208+6.08349e-209*ii, 1.78979-1.355*ii, 1.5601+2.39226*ii
-.905763-1.15674*ii, -1.43562e-31+2.23147e-31*ii, .905763+1.15674*ii, 0, .110648-1.04584*ii, -1.12893-2.10251*ii, 1.34557e-204-7.4754e-205*ii, -.765641-1.69593*ii, -2.64818-2.8423*ii
.112373-.0512691*ii, 0, -.112373+.0512691*ii, 0, -.453578-2.26051*ii, -.071967-1.05979*ii, -8.21272e-209+3.04175e-208*ii, 1.27143-.099023*ii, -.564931-1.79429*ii
.582976-2.03389*ii, 3.81956e-32+1.1216e-32*ii, -.582976+2.03389*ii, -9.59013e-33-3.26402e-32*ii, .778266-.805262*ii, .712874-1.78318*ii, -4.02153e-86-9.65167e-86*ii, -.994209-.156025*ii, -2.40054-.896026*ii
-.501533-.748996*ii, 0, .501533+.748996*ii, 0, 1.9487+.158815*ii, -1.47799+1.11063*ii, 8.51689e-209+3.6501e-209*ii, -.920428-.747478*ii, -.826402-.006526*ii
-.407527+1.04962*ii, 0, .407527-1.04962*ii, 0, 1.47392+.275665*ii, 3.03496-.726179*ii, -3.45447e-77-3.45447e-77*ii, 1.88036-1.27776*ii, -1.58315+.448989*ii
.25562+.805005*ii, 6.05275e-32+1.79489e-33*ii, -.25562-.805005*ii, 0, -.0415009+.174995*ii, 1.20857-.684782*ii, -1.19606e-204-1.29574e-204*ii, -2.78064+1.39998*ii, .0793574+.12404*ii
-.387623-1.61367*ii, 4.83249e-31-1.02714e-30*ii, .387623+1.61367*ii, 3.9412e-31+1.63629e-31*ii, .420647-4.22099*ii, -1.91211-1.96364*ii, 5.03374e-93+3.83523e-93*ii, 1.05776+.81388*ii, 4.34908+.641505*ii
-.29949+.555604*ii, 0, .29949-.555604*ii, -1.47063e-31-7.4771e-33*ii, -2.71913+.033893*ii, .260346+.521255*ii, 1.2167e-209-1.67296e-209*ii, -1.96023-.964953*ii, -.522601+.365666*ii
-.0675327-.170339*ii, -3.19909e-32+7.61061e-32*ii, .0675327+.170339*ii, 0, -.505038-.207976*ii, -.716465+1.00212*ii, 1.3547e-64-2.91704e-62*ii, -.646658-.019225*ii, -.966998+.383788*ii
.46455-1.89784*ii, 0, -.46455+1.89784*ii, 8.98421e-32-9.54352e-32*ii, 1.40653-.349457*ii, -.413603-.321587*ii, -1.11633e-203-8.77113e-204*ii, -.511668-1.54977*ii, .198287-.791622*ii
-.375296-.542169*ii, 0, .375296+.542169*ii, 0, .299461+.24294*ii, .818392-.411672*ii, -2.8751e-32+2.36337e-32*ii, .173102-.464305*ii, .695368+.761212*ii
-.0174153-.377173*ii, 0, .0174153+.377173*ii, 0, 1.57387-2.69571*ii, -.980457-2.37512*ii, -5.92981e-103-2.2324e-103*ii, .262935+.352577*ii, -1.09224-2.06188*ii
-1.14526+.053441*ii, -2.99931e-31-2.04545e-31*ii, 1.14526-.053441*ii, 0, .76951+2.86695*ii, .370154-.555875*ii, -5.1817e-77+3.62719e-76*ii, -1.29592-.359148*ii, -.144331+.184507*ii
-2.45788-.112418*ii, 0, 2.45788+.112418*ii, 0, 4.07664+2.83591*ii, 1.78964-.761797*ii, 8.37149e-104+9.33072e-104*ii, -1.95211+1.77268*ii, 2.93136+2.94465*ii
-.0415752+.139164*ii, 0, .0415752-.139164*ii, 0, -.80533+.889349*ii, 2.21237-3.22386*ii, 3.98688e-205-1.14623e-204*ii, 2.33853-5.83847*ii, .237585+2.23714*ii
2.90039+5.24999*ii, 0, -2.90039-5.24999*ii, 0, 1.58263-5.08052*ii, .90775-8.16988*ii, -5.70508e-70-4.34673e-70*ii, -4.22306+1.62954*ii, 6.69015-6.18766*ii
1.09627-.036847*ii, 0, -1.09627+.036847*ii, 0, 2.33174-.198373*ii, .046358+1.30055*ii, 3.71769e-119-1.14629e-118*ii, 2.3499+.091533*ii, -1.69637-.161786*ii
.248004-.336977*ii, 0, -.248004+.336977*ii, 0, -.504647+.199898*ii, .926385+.535282*ii, 2.60804e-69+6.15786e-70*ii, -2.48688-1.64223*ii, .326698-.684239*ii
.005963-2.55336*ii, 0, -.005963+2.55336*ii, 0, -.631229-.650643*ii, .191784+.626064*ii, -1.35835e-71-4.52784e-72*ii, 1.79283+1.2477*ii, -1.75044+.221356*ii
.564331-.665607*ii, 0, -.564331+.665607*ii, -3.31799e-32+6.15499e-31*ii, -1.23017-.843015*ii, 3.308-3.5684*ii, 3.89344e-207+5.25614e-207*ii, -1.63557-.650766*ii, 5.5733+1.13895*ii
.389108-.907542*ii, 4.9691e-32-2.37089e-31*ii, -.389108+.907542*ii, -2.50114e-31+2.2265e-33*ii, 1.75971-1.2344*ii, 1.24697+.735733*ii, 2.4334e-208+6.69184e-209*ii, .823985+.895908*ii, -.282569+1.81636*ii
-.388175+.330557*ii, 0, .388175-.330557*ii, 0, -.98699+1.28535*ii, -2.31683+.079647*ii, -4.83625e-76-1.74882e-76*ii, .608868+.243758*ii, 1.32923-2.09093*ii
-.430221-.384658*ii, 0, .430221+.384658*ii, 0, 2.64891-2.06893*ii, -2.34705-.775574*ii, -6.22607e-210-5.32306e-210*ii, -1.55185-2.28906*ii, -1.42233+.835373*ii
2.65935-.552196*ii, 0, -2.65935+.552196*ii, 0, -1.82979+4.13196*ii, -4.74897+.817885*ii, 1.30398e-91-5.75284e-92*ii, -2.29479+.582951*ii, 1.07236+1.69076*ii
-1.34109+2.93961*ii, 0, 1.34109-2.93961*ii, 0, -9.37435+4.5036*ii, 3.86707+6.63877*ii, 6.47713e-77+1.85678e-76*ii, 14.1337+15.9701*ii, 6.3635+5.99453*ii
-4.00441+2.18886*ii, 0, 4.00441-2.18886*ii, 0, .237773-6.36713*ii, 1.88072-2.12826*ii, 1.03936e-207+1.26537e-207*ii, 1.11559-3.40792*ii, 2.11586+3.5296*ii
4.06853+1.93318*ii, 0, -4.06853-1.93318*ii, -8.5601e-32+3.04595e-31*ii, -1.35351-2.35105*ii, -1.66727-.961512*ii, -6.69719e-103+3.79508e-102*ii, .49808+1.99793*ii, .059363+1.65302*ii
3.23722+2.49046*ii, 0, -3.23722-2.49046*ii, 0, -3.63199-9.21934*ii, 5.80905-5.18899*ii, -4.52994e-212-5.10918e-211*ii, 4.2865-1.89282*ii, 8.18566+2.76969*ii
.578148-1.41321*ii, -1.59052e-30-8.5036e-32*ii, -.578148+1.41321*ii, 0, 1.41171+1.7848*ii, .252702+.579712*ii, 3.68786e-204-1.98098e-204*ii, -3.0495+.187443*ii, -3.18058-3.18221*ii
-.448992+.386597*ii, 0, .448992-.386597*ii, 0, 1.06012-1.83082*ii, .95503-1.02793*ii, 6.08349e-210+1.52087e-209*ii, -1.36548-.948968*ii, .557901-.653333*ii
.332939-.49994*ii, 6.38e-33+2.52401e-31*ii, -.332939+.49994*ii, 0, 2.14395+1.14042*ii, 3.00898+3.70937*ii, -1.67418e-206-3.89344e-207*ii, -1.62918-.336945*ii, 3.99525-4.02602*ii
2.15979-6.03931*ii, -6.0233e-32+1.05854e-30*ii, -2.15979+6.03931*ii, -4.81998e-31-4.40397e-31*ii, -8.7737-4.16505*ii, .735216+2.3724*ii, 1.00538e-87-1.25673e-88*ii, 4.84842+2.41765*ii, -1.35572+1.62944*ii
-.858791-.921777*ii, 0, .858791+.921777*ii, 0, .074267+1.29775*ii, -.398364+.374394*ii, -1.82505e-209-1.82505e-209*ii, -1.20894+1.13709*ii, -2.16701-2.03595*ii
1.93461+2.17669*ii, 1.81731e-31-8.14133e-32*ii, -1.93461-2.17669*ii, 0, -2.16422+4.06918*ii, .038064-2.47851*ii, -9.42546e-89-1.41382e-88*ii, 4.36557+.038956*ii, -.0897862-.264986*ii
.872934+1.50204*ii, -9.94555e-32+1.02719e-31*ii, -.872934-1.50204*ii, -5.8642e-32-2.6289e-31*ii, -3.04265-1.47723*ii, 2.65839-.917932*ii, 6.379e-204+6.69796e-203*ii, .687963+3.52414*ii, .191449-2.66961*ii
-.657069-1.17324*ii, 0, .657069+1.17324*ii, 0, -.356753-.766366*ii, 1.25404+.38266*ii, 1.2446e-60+2.33363e-60*ii, .924633-1.91549*ii, .889874+1.01906*ii
-.773818-.490445*ii, -4.52078e-32+3.66227e-32*ii, .773818+.490445*ii, -3.24976e-31-6.1135e-31*ii, -2.02771+3.02343*ii, 1.56362-2.2226*ii, -9.73359e-209+2.07352e-208*ii, 2.74275-3.54121*ii, -.243893+1.41066*ii
1.82757-.19646*ii, 0, -1.82757+.19646*ii, 0, .0600144-.11623*ii, -1.29168+.361757*ii, -3.94115e-46-8.75812e-47*ii, -.782913+.278297*ii, -1.39621+.560784*ii
-.227827+.9384*ii, 0, .227827-.9384*ii, 0, -.306448-1.76656*ii, 2.44669-1.14724*ii, 2.13127e-72-2.26392e-72*ii, -7.22848+.967907*ii, .886423+3.1426*ii
-2.01631+1.2993*ii, 0, 2.01631-1.2993*ii, 0, 3.49209+1.63137*ii, 2.44358-.372403*ii, 0, -.657907-.688815*ii, .284898-.20771*ii
-1.14824+.448629*ii, 0, 1.14824-.448629*ii, 0, .362873-.203361*ii, .204399+1.06709*ii, -9.7336e-209-9.68039e-208*ii, -1.95584-.312232*ii, .832037+.065409*ii
-2.48962-.872124*ii, 0, 2.48962+.872124*ii, 0, -1.66208+2.07577*ii, -.0538574+.205648*ii, -2.72257e-61-1.75022e-61*ii, -1.48433-.903318*ii, .617061-.490323*ii
.339833-.376931*ii, 0, -.339833+.376931*ii, -1.12512e-31+6.58297e-31*ii, -1.37246-1.48357*ii, 1.17689+.280051*ii, 2.23873e-206-2.4918e-206*ii, -3.64534+3.8557*ii, 4.24016-2.84889*ii
1.30298+1.86878*ii, 5.78163e-31-2.48189e-31*ii, -1.30298-1.86878*ii, 0, -.894687-1.74486*ii, 2.84489-1.50802*ii, 2.28908e-105-1.09004e-105*ii, -1.39223+.232249*ii, -1.5492+3.14994*ii
.961202+1.22596*ii, -1.87989e-31-7.39266e-32*ii, -.961202-1.22596*ii, 0, -.855284+.522171*ii, 2.48149+1.60373*ii, 8.09835e-206-9.96719e-206*ii, -.870385+1.52137*ii, -.501203+1.28216*ii
1.37889+.027945*ii, 0, -1.37889-.027945*ii, 3.30669e-31+6.9795e-31*ii, 1.46406+1.41753*ii, -.024315-2.02191*ii, -1.94672e-207+6.39983e-207*ii, -2.59577-2.94284*ii, .755746-4.10813*ii
-.0682334+.307078*ii, 0, .0682334-.307078*ii, 2.40192e-31-4.81987e-32*ii, 2.44868+1.62458*ii, -.904591-.78225*ii, -2.36089e-85+4.18239e-85*ii, -1.4105+.055831*ii, -2.17389-2.88573*ii
-.716459-.005191*ii, 0, .716459+.005191*ii, 0, -1.36593+.210546*ii, .093791+3.14374*ii, 1.86885e-206-1.1291e-206*ii, -1.19912+.239875*ii, -2.97675+.616575*ii
.0308663+.447909*ii, 0, -.0308663-.447909*ii, 0, .923049+.103284*ii, .992217-.167551*ii, 1.16682e-60+2.61367e-59*ii, -.456354+1.47287*ii, -.983167+.968568*ii
.053885-1.44791*ii, 0, -.053885+1.44791*ii, 0, .633502-4.30093*ii, 1.68816+.311279*ii, 0, -.026803-.705986*ii, -.334664+.407927*ii
.122611-1.07742*ii, 0, -.122611+1.07742*ii, -7.29589e-32-3.471e-32*ii, .957199-.206404*ii, -.251312+2.16069*ii, 3.3486e-103+1.24177e-102*ii, .923649-1.30771*ii, 3.19858+.237191*ii
-.14607+1.64373*ii, 0, .14607-1.64373*ii, -6.11987e-32-1.97417e-31*ii, .342989-.319057*ii, .909886-2.02143*ii, -1.18966e-116+8.72418e-117*ii, .610537-1.73619*ii, -1.74086+.065895*ii
.908317+2.0276*ii, -1.59833e-31+7.43335e-32*ii, -.908317-2.0276*ii, 0, .567086-.515005*ii, 1.08917+.714017*ii, 3.77177e-208+2.31173e-208*ii, 1.22041-.475452*ii, 1.23338-2.24645*ii
.996498+2.20427*ii, 0, -.996498-2.20427*ii, 1.24596e-30-4.2568e-31*ii, -1.91109-4.83499*ii, .074389+.86132*ii, -1.99344e-204-1.41534e-203*ii, -5.99036-1.61522*ii, -3.34151+.5165*ii
.476686-.245234*ii, 1.52785e-32+1.32658e-32*ii, -.476686+.245234*ii, -4.58653e-32+2.11045e-32*ii, 1.00609-.224593*ii, .380032+.467608*ii, -1.2446e-60+3.26708e-60*ii, -1.2651-.146714*ii, 1.70436+.059092*ii
-1.9129+3.58755*ii, 0, 1.9129-3.58755*ii, 0, -3.3836-1.87662*ii, -2.64456+5.05698*ii, 2.18104e-117-9.41814e-118*ii, -.351378-4.58543*ii, -6.57791+.82082*ii
-2.30807+.979035*ii, 0, 2.30807-.979035*ii, 0, 1.25395+2.74953*ii, .386055-1.54864*ii, 3.74767e-203-2.5516e-203*ii, 1.37879+2.39528*ii, -2.77324-.347995*ii
-.132733-.396308*ii, 0, .132733+.396308*ii, 0, -1.16769-1.31605*ii, -.247861+2.24185*ii, -1.06461e-209+1.52087e-209*ii, -.068037+1.17191*ii, -1.14059+1.55464*ii
1.02671+.010280*ii, -3.31383e-32+6.75018e-32*ii, -1.02671-.010280*ii, 0, -.504145+.620705*ii, -1.00399-2.81452*ii, 3.11475e-206-4.04917e-206*ii, .757622+1.72439*ii, -1.92139+.34773*ii

component_2:
equations:
Ekf
Ugf
Eki-Ekf+Ugi-Ugf
-1.1*m*ve^2*r+2.2*G*M*m
points:
-4.2775+.979255*ii, 2.79543e-31+9.40143e-31*ii, 4.2775-.979255*ii, -6.04975e-31-1.45583e-30*ii, 3.61451-.827322*ii, -4.32216+2.31748*ii, 4.02721+1.1621*ii, -1.53189+2.58054*ii, -.872801-3.94301*ii
-.41887+.167708*ii, 1.59243e-31+4.17252e-31*ii, .41887-.167708*ii, 2.29039e-31-2.44614e-31*ii, .856044+.000608*ii, -.0025666+.00797416*ii, .72603-.313198*ii, .118466-.0398112*ii, -.752481+.526256*ii
.324876-.0787448*ii, 2.69983e-31+1.15864e-30*ii, -.324876+.0787448*ii, -1.52129e-30+8.6075e-32*ii, .329889+.225715*ii, .798728-.544548*ii, .041255-.530734*ii, .38578-.594069*ii, -.628866+1.40602*ii
-1.04635-1.65901*ii, 0, 1.04635+1.65901*ii, 0, .045883+1.84146*ii, 1.20388+1.10678*ii, .798239+1.41884*ii, -.535494-2.55339*ii, .801244-.376099*ii
.15392+.506896*ii, 0, -.15392-.506896*ii, 0, .268063+.275493*ii, -1.69765-.059498*ii, -.376603+1.295*ii, -.836234+.471534*ii, .405422-1.35773*ii
1.17656-.274511*ii, 0, -1.17656+.274511*ii, 0, -.287265-.722923*ii, .484529-.0353379*ii, -.080086+.56441*ii, .894906+.775859*ii, -.51332+.163736*ii
-1.41871-.460623*ii, 0, 1.41871+.460623*ii, 0, .989806-.783054*ii, .075304-1.36792*ii, -1.11094-1.5762*ii, -1.9075-.304264*ii, -.743325-.553595*ii
-.62819+1.18793*ii, 0, .62819-1.18793*ii, 9.1438e-30-3.02551e-28*ii, .459034-.403808*ii, -.285447-.44902*ii, -2.67528+2.27444*ii, -.26934-.432363*ii, .432827+2.4696*ii
-2.19574+.782047*ii, 0, 2.19574-.782047*ii, 5.98289e-32-5.09175e-31*ii, -1.97224+2.78939*ii, .328695-.18407*ii, -.449407-.549165*ii, 1.2641-1.35184*ii, -.740338-.128616*ii
-.759629-.224303*ii, 3.6926e-31-2.13345e-29*ii, .759629+.224303*ii, -1.7152e-28-8.93964e-29*ii, .782984+.988998*ii, -.343025-.101758*ii, 1.59261-.8429*ii, .566452-.316587*ii, 1.27675-1.72193*ii
-1.05391-.946015*ii, 0, 1.05391+.946015*ii, -3.61947e-31+1.84215e-31*ii, .790862-1.49499*ii, .502246-.521248*ii, 1.31283+.111319*ii, 1.19267-.994826*ii, .891873-.484658*ii
8.02895+2.15926*ii, 2.41415e-30-3.8603e-32*ii, -8.02895-2.15926*ii, 0, -3.12241-5.02682*ii, -18.4643+6.58552*ii, 12.8829+1.05348*ii, 1.44206+3.37805*ii, -1.57112-17.126*ii
-9.62815-3.84945*ii, 0, 9.62815+3.84945*ii, 0, 6.12302-2.06411*ii, 4.86832+1.1491*ii, 4.53256+14.1966*ii, 1.70681+1.71304*ii, -1.07053-11.0024*ii
.55044+.209939*ii, 0, -.55044-.209939*ii, -3.35735e-32+1.84059e-31*ii, -.182123+.95453*ii, -1.52105-.328283*ii, -1.64387+1.55593*ii, .287296-1.8327*ii, -.079079+.875233*ii
1.67405-.810064*ii, 0, -1.67405+.810064*ii, 1.40524e-30+2.82767e-31*ii, 3.50379-6.45401*ii, -4.73964+7.39794*ii, 3.68194+1.78216*ii, 1.98229-4.88068*ii, -4.44853-1.35448*ii
.435221+2.88137*ii, 0, -.435221-2.88137*ii, 0, -.163181+3.78941*ii, 1.9485+.455404*ii, -1.18858+3.53247*ii, -1.03805-1.8765*ii, 3.16517-.936224*ii
-3.18135-.234218*ii, 1.87941e-30+4.7362e-32*ii, 3.18135+.234218*ii, 1.41774e-30-8.37742e-31*ii, .370699-1.17786*ii, -1.3783-3.07466*ii, -2.5507+3.92502*ii, -1.59736-.163826*ii, -3.06256+1.01802*ii
-7.50485+1.06452*ii, 0, 7.50485-1.06452*ii, 0, 5.73282-1.73078*ii, -.14398+14.3384*ii, -7.2317+6.14322*ii, .054346+3.65902*ii, -3.21579-12.4147*ii
.581862+.471155*ii, 0, -.581862-.471155*ii, 0, -1.51851-.040019*ii, .102923+.415212*ii, -.140366+1.49382*ii, .66109+.90933*ii, -.887083+.519978*ii
-.569112-.301023*ii, -1.60072e-32-8.02213e-32*ii, .569112+.301023*ii, 0, .0471902+.0717548*ii, 1.97817-.245973*ii, .027794+1.10599*ii, .219894-.385247*ii, -1.71441+.297786*ii
2.21827+1.61243*ii, 0, -2.21827-1.61243*ii, 0, .854746+2.72246*ii, -1.08923+1.59155*ii, .108546-3.88498*ii, -2.14454+1.31752*ii, -.299117-1.71147*ii
.994064+1.96061*ii, 2.60381e-31+1.00725e-31*ii, -.994064-1.96061*ii, 0, .942409-.533776*ii, .020069+2.28834*ii, .978812-.808343*ii, -2.35831-.142461*ii, .533748+.709766*ii
-55.6821-56.9292*ii, 0, 55.6821+56.9292*ii, 1.20211e-28-2.34875e-29*ii, -39.115+94.1959*ii, 26.2936+59.3727*ii, 76.5467-27.7807*ii, -23.2879+13.957*ii, -8.83922-15.6454*ii
.093541-.784439*ii, -5.97769e-32+1.29488e-31*ii, -.093541+.784439*ii, 0, .340068+.843208*ii, -.928759+.776946*ii, -.102413+.870051*ii, 1.03938+.076968*ii, -1.90901-.681699*ii
