variable ordering: c0, c2, dp, r, Rad, u, L, mu, delP
.449789+3.98534*ii, .293049-.0481937*ii, -2.04767+1.87119*ii, 1.49353+.03841*ii, -.461159+.156957*ii, 1.10857+3.91153*ii, 1.03811e-219-3.66555e-220*ii, -1.95647+1.27455*ii, 1.35833e-219-1.58794e-219*ii
4.27522-3.10753*ii, 1.41114+1.22613*ii, -2.31919+2.23665*ii, -1.41398-.712089*ii, -.042751-1.87692*ii, 3.91188+1.56385*ii, 7.13395e-225+6.3319e-226*ii, -.0379342+.429211*ii, 9.2868e-225-7.76714e-225*ii
-4.97465+1.10843*ii, .206309-.170656*ii, -14.5211-4.73382*ii, 2.03183-10.6655*ii, 5.78456+15.0827*ii, -34.9876+10.875*ii, -4.6381e-165+3.90041e-165*ii, -7.63033-12.0481*ii, -6.50181e-164+2.3199e-164*ii
-9.13809-3.96134*ii, -.0936493-.0128596*ii, -5.00384+29.135*ii, -26.4506-8.68699*ii, 5.3451-54.2946*ii, -61.6816-55.0247*ii, 6.38523e-206+6.85245e-206*ii, 2.6283-78.1378*ii, 1.54492e-204-1.49508e-204*ii
3.52168-1.73266*ii, .167627-1.24114*ii, 2.81934-10.9285*ii, 1.24237-1.16597*ii, -6.01106-.631906*ii, -.043213-2.44665*ii, 0, 2.23718+.265742*ii, 0
1.08726-4.9448*ii, -.10124-.100908*ii, 1.17841+.092479*ii, -.023033+5.30297*ii, -.549883-.231143*ii, 3.90958-2.08242*ii, 6.7123e-176+8.8839e-177*ii, -1.57392+1.3404*ii, -5.75605e-176-1.02412e-176*ii
1.04293-.712965*ii, -.622982-1.36938*ii, -.200766+.631697*ii, .545301-.80663*ii, -.262629+.282574*ii, .0583724+.31888*ii, 1.46972e-200+2.26582e-200*ii, -.0817345-.0738371*ii, 1.79633e-200-3.67431e-201*ii
37.5744-94.4428*ii, -.153043-.0687073*ii, 4.17407+32.7686*ii, 27.5218-32.091*ii, -33.5396-153.479*ii, -42.1045+194.608*ii, 1.02741e-193-1.23289e-193*ii, -25.6748-42.0019*ii, -5.04116e-192-2.41099e-192*ii
-2.57914-4.12682*ii, -.0477959+.112054*ii, .184963-.953428*ii, 1.50258-.068268*ii, .179912+.561126*ii, -2.66384-3.86455*ii, 2.1502e-243-2.64019e-244*ii, -1.94864+.418516*ii, -2.59614e-243+1.12873e-243*ii
-1.48442+.082322*ii, 1.22092+1.72026*ii, -.156833+1.16322*ii, .529293-.514585*ii, .295708+1.28694*ii, -.528599-.556342*ii, 8.69277e-60+1.08903e-60*ii, .101662+.094945*ii, 3.98662e-61-9.26646e-60*ii
.565601-2.10696*ii, .0322676-.137866*ii, -.626079+1.09246*ii, -2.19414-1.80826*ii, -.63712-2.01214*ii, 1.70942-2.06384*ii, 0, -2.13006-.636764*ii, 4.94066e-324
23.045+2598.46*ii, .0422101+.00124588*ii, -113.363-457.326*ii, -46.4999-169.824*ii, 291.407-760.399*ii, -1122.71+3231.87*ii, -6.34101e-230-1.94656e-230*ii, -750.718-2686.47*ii, 9.0402e-229-2.09853e-227*ii
-.595905+1.21986*ii, .25205+.343088*ii, -1.71675+1.22333*ii, -.013591+1.30022*ii, -1.72327+.51597*ii, -1.00984+.630995*ii, -1.58396e-266+4.79278e-266*ii, -.017928+1.23779*ii, 3.85543e-266+6.91735e-266*ii
-3.05997+3.37062*ii, .141446-.119842*ii, 4.67185+3.98587*ii, 6.00744-.754629*ii, 5.37995-1.43588*ii, .877589-2.1686*ii, -9.46909e-165-2.15074e-164*ii, 1.33217+8.17355*ii, -4.45919e-164+1.35963e-163*ii
-4.38296+27.9926*ii, -.0715408+.173339*ii, 15.6089-11.8787*ii, -6.40684-15.5642*ii, 1.5644-16.9635*ii, -24.5589-21.1503*ii, 0, -22.5776-13.1938*ii, 0
-.455523+.153401*ii, -.35069-.462595*ii, -1.15336+1.14278*ii, -.653047+.775781*ii, .456782+.362048*ii, -.862744+.589858*ii, 0, -.092121-.693145*ii, 0
-.223668+1.24122*ii, .314575-.910302*ii, .180662+2.90146*ii, -1.39312-1.14045*ii, -2.88475+3.33729*ii, 2.87026+1.65808*ii, 0, -.696515+.290312*ii, 0
2.56136+.582806*ii, .094953-4.04015*ii, -1.56043-1.24191*ii, -.438699+.960855*ii, .054116-4.0243*ii, -.914082+3.45524*ii, -3.96453e-186-1.6088e-186*ii, .0745378-.0983093*ii, -3.1314e-186-4.36673e-186*ii
.304252+.0781282*ii, -.067987+.551064*ii, -1.04063-1.93827*ii, -.266112-1.03366*ii, -.795714+.611177*ii, .068917-.509039*ii, 4.54067e-176-2.06305e-175*ii, -.808776+.571884*ii, 4.14583e-175-6.31746e-176*ii
-.366634-.63263*ii, -1.00124-.482195*ii, -1.34046+.448247*ii, .890803+.512398*ii, 1.40554-.193871*ii, -.458079-1.80269*ii, 5.44612e-82+1.98593e-81*ii, .227933-.221695*ii, 1.0048e-81+2.43274e-81*ii
.713694-.594043*ii, .510259+.801585*ii, 1.1386+1.02978*ii, -1.09497-.140767*ii, -1.75808-.502178*ii, 1.06826+.508445*ii, 2.30707e-234-1.99148e-234*ii, .389421-.107217*ii, -4.11442e-234+4.46e-238*ii
-.211469-.895247*ii, 1.18094-.222886*ii, -.482219-.576018*ii, -.823984-1.00312*ii, -.368431+.275526*ii, -.229538+1.12993*ii, -1.43928e-48-2.3948e-48*ii, -.0763493-.13635*ii, 1.1974e-48-2.35203e-48*ii
-2.0122+8.50059*ii, .020717+.907005*ii, 9.1646-8.60764*ii, -.281348+3.20017*ii, 1.80989-9.18174*ii, -.58946-.753636*ii, -2.73532e-200-3.0211e-200*ii, -2.31364-2.57891*ii, 3.00477e-199+6.91994e-200*ii
-.140248-1.02278*ii, .648806-.59137*ii, -2.26264+.902141*ii, .0946106-.028823*ii, 4.4906+1.23558*ii, -.138205-1.03112*ii, 6.10106e-228+1.97872e-227*ii, -.649278-.244185*ii, 2.70425e-227+3.27726e-227*ii
1.3381+1.1849*ii, -.788988-.312965*ii, -.27279+.975799*ii, -.310357+.395445*ii, 1.21177-.577515*ii, 1.30867+1.39736*ii, -8.99957e-190-1.81235e-189*ii, -.0312871-.296783*ii, -1.98222e-189+5.56391e-190*ii
-1.30909-1.18772*ii, -4.24773+4.77194*ii, 2.5805+6.89203*ii, .676729-.444557*ii, 1.67745-.768964*ii, .456322+2.61038*ii, 6.55435e-95+1.45132e-95*ii, .134309-.254746*ii, -1.45834e-94-4.04497e-94*ii
-1.97122-1.2255*ii, .261553-.0403611*ii, .264896+.180941*ii, -1.55118-.527102*ii, -1.16625-3.07296*ii, -1.34855-.883693*ii, -2.73173e-205+9.58515e-206*ii, .221239+.207089*ii, 3.17809e-206-1.85547e-207*ii
4.63028-18.7371*ii, -2.03424+.07935*ii, 28.3152-20.4134*ii, -2.58137+1.51446*ii, .69698-9.89359*ii, -3.63868-2.48512*ii, 0, -3.57225+2.36939*ii, 0
2.00505-4.50565*ii, 6.94154-7.04795*ii, 7.45249-6.23843*ii, -.783191-.982022*ii, 14.0388+8.74594*ii, 10.41+8.64565*ii, 2.00231e-246-2.64591e-245*ii, .244485+.0235556*ii, 4.57671e-246+3.43253e-245*ii
1.73692+2.86227*ii, -1.69447+.878646*ii, 3.26855-1.76731*ii, 1.14959+1.41285*ii, -1.8108-.646931*ii, .025758-3.23477*ii, 4.55423e-79+5.90363e-79*ii, -.486606+.008424*ii, -1.18073e-78-3.75302e-79*ii
1.54161+4.74072*ii, .106473-.0914399*ii, -5.1413-3.77461*ii, 8.40055-2.07368*ii, 6.95151-5.4136*ii, 5.4117-5.02845*ii, -1.9484e-248-7.26285e-249*ii, -2.56705-11.0674*ii, -4.86052e-248-5.36333e-248*ii
-1.73819+3.68303*ii, -.0198286-.34543*ii, 2.97778-1.22474*ii, -4.37389+.168597*ii, 4.34738+3.18703*ii, -2.62642-2.88628*ii, -2.41819e-208+4.4611e-207*ii, .760172+2.19876*ii, -2.18854e-207-8.39788e-207*ii
.57032+.946996*ii, -.533184-.372138*ii, 1.16829+.614366*ii, -1.77714-.929683*ii, -.886808+1.44923*ii, .576913-1.6685*ii, -6.08904e-153+3.67921e-153*ii, -.503546+.063388*ii, 6.28365e-153+2.9746e-154*ii
-4.11767-10.9421*ii, -14.2929+29.4585*ii, -16.531-12.8757*ii, 1.10752-.336105*ii, -.627368-6.24813*ii, 1.89678+32.5049*ii, -6.44244e-136+1.30327e-136*ii, -.0333517+.156472*ii, -9.98545e-135-4.61115e-135*ii
.415936-.0449985*ii, -2.36769-.715142*ii, .761821-2.09162*ii, 1.36587+.000041*ii, .840561+1.01131*ii, -4.00118-1.37944*ii, -6.31161e-130-1.44265e-129*ii, -.0125851+.224651*ii, 6.49194e-129+7.2133e-130*ii
-2.37745-2.34217*ii, -.934731-1.39958*ii, 3.48504+1.70675*ii, .020598+1.40053*ii, -.341297+1.58098*ii, -.463642+.348556*ii, 4.5835e-278-2.32701e-277*ii, -.498342+.289691*ii, -4.44247e-277+7.19257e-277*ii
2.33709+2.46665*ii, -.0998794+.247293*ii, 2.67022-7.72729*ii, -4.85629-2.94353*ii, -2.70559+4.21095*ii, -6.22293+3.30057*ii, 3.71307e-214-1.02109e-213*ii, -7.65365+.391784*ii, 1.85653e-213+2.7848e-213*ii
-.589774+.080210*ii, 1.37047+1.98814*ii, .369397+.535611*ii, .603828+.389078*ii, -.020174+.850703*ii, -1.23172+1.14808*ii, -2.10027e-60-1.2446e-60*ii, .0673619-.0000159*ii, 7.7788e-62+1.10847e-60*ii
-.462359-.320779*ii, .392487-1.18859*ii, 1.17866-.966958*ii, -.929811-1.05501*ii, -1.27447+.526847*ii, 1.77203+.744613*ii, 2.5776e-242+4.97946e-243*ii, .257202+.162981*ii, -1.46455e-242+2.5776e-242*ii
2.35613+6.47005*ii, .134715+.0326945*ii, 3.08863-4.48129*ii, -1.92725+6.28963*ii, 10.0351-3.17675*ii, -1.68013+2.03216*ii, -1.59002e-268+3.33147e-268*ii, 3.50692-9.16734*ii, -6.05723e-269-7.8744e-268*ii
.454484-.358266*ii, 1.16918+.547459*ii, .903131+.060283*ii, .342208+.459383*ii, -.043042+1.59198*ii, .17254-.0420855*ii, -3.7655e-183+8.00169e-183*ii, .163336-.0635907*ii, -1.88275e-183
1.27596-.087352*ii, .0891166-.323347*ii, -1.49615+.337313*ii, .801771-.795155*ii, -.902968-2.22812*ii, .864618-.204398*ii, 7.26992e-49-1.38984e-49*ii, -.538692-1.0083*ii, 8.76667e-49-1.81748e-49*ii
2.19592-1.0365*ii, -1.78279-1.15039*ii, -.752793-1.00678*ii, .596389-.741533*ii, -.554355-.926449*ii, 1.52462+.763745*ii, -1.32938e-64-1.32938e-64*ii, .13885+.0515845*ii, 3.79823e-65-1.32938e-64*ii
-2.41353+12.2797*ii, -.071525-.390454*ii, -11.4582-12.1197*ii, -4.28598-.651629*ii, -5.25268+4.69166*ii, -1.51607+4.87344*ii, -8.57709e-154+1.77136e-153*ii, 8.80833-5.7229*ii, -1.969e-152+2.98334e-153*ii
1.25185+.726612*ii, 1.75054-2.05259*ii, -1.47371+1.31323*ii, .54551-.651405*ii, -1.47725-.273599*ii, -.428804-.257331*ii, 0, -.181219-.0249417*ii, 0
1.5418+.94558*ii, -2.32838+1.91674*ii, 1.57672+3.7237*ii, -.880878-.478315*ii, -.171356+2.44095*ii, -1.34738+.032283*ii, -3.36819e-124-9.21821e-124*ii, .0952741-.321387*ii, -1.70182e-123+1.97955e-123*ii
2.80262-2.61521*ii, -.418415+.145071*ii, 2.90374-1.52284*ii, 3.04868+.056556*ii, .209855-.675593*ii, -1.13501-1.41161*ii, 0, -1.8304+.275257*ii, 0
-1.94758+4.33897*ii, -3.37466-1.87426*ii, 2.42229-3.58207*ii, 1.00159+.932683*ii, -.29141-.254033*ii, 1.10438-2.2158*ii, -1.8914e-94+1.64795e-94*ii, -.0245062+.278975*ii, 1.49814e-94-1.19851e-94*ii
6.87329+1.80814*ii, -3.74577-9.72301*ii, 6.82597-2.31541*ii, .696889+.148571*ii, 4.53397-1.10626*ii, 7.15021-3.47492*ii, -4.08764e-107+1.05597e-106*ii, -.0070366+.1728*ii, 5.45019e-107-5.92708e-106*ii
1.36242+26.6503*ii, -.120038-.0446165*ii, 3.85524-1.86865*ii, -10.5503-9.95792*ii, 9.70799+12.666*ii, 9.27881+.88590*ii, 0, -5.78366+6.04148*ii, 0
.646194+1.59234*ii, .0056019+.0885732*ii, .474688-1.8096*ii, -2.18454+4.41048*ii, -1.63052+1.05773*ii, 2.27074+.184133*ii, -8.11226e-194+4.79458e-194*ii, -5.00289-1.65623*ii, 2.73976e-194-1.19865e-193*ii
-.637791+1.03808*ii, -.367198-.062977*ii, 1.23306-.269168*ii, 1.42628+1.85213*ii, -.892998-.106402*ii, .207596-.814013*ii, 3.46597e-274-4.91013e-274*ii, -.784987+.317889*ii, -2.88831e-275+4.40467e-274*ii
62.211-30.2566*ii, .0436693-.0577553*ii, -17.1067+50.1853*ii, -8.12186+35.7233*ii, -9.7138+88.3297*ii, -24.1516+14.298*ii, 0, -173.838+57.3921*ii, 0
.795936-.671896*ii, .776025-1.11296*ii, .772757-1.29341*ii, .536554+1.17455*ii, .185876-2.55033*ii, 1.35157+1.5212*ii, -4.04317e-173+9.70362e-173*ii, .27693-.0195111*ii, -1.779e-172-1.33425e-172*ii
-.61558+1.6469*ii, -.601953+1.74602*ii, -.0811918-.497292*ii, .057902+1.13339*ii, 1.63612+1.41787*ii, -.073518-.669132*ii, -4.70807e-29+1.01887e-29*ii, -.0600575+.0323306*ii, -1.32734e-30+5.89114e-31*ii
.106275+.236937*ii, -.141841-.580309*ii, 1.44507-.657243*ii, -.209615-.0406766*ii, -1.18149+.396015*ii, .110174+.209981*ii, -3.68383e-143+1.17883e-142*ii, .123595+.652754*ii, -3.58773e-143-1.46072e-142*ii
5.04862-1.35889*ii, -1.4105-5.43078*ii, 6.91512+1.5219*ii, -.090901-.916279*ii, -3.20374-3.26492*ii, 7.12584+2.92078*ii, -6.10987e-150-1.52747e-149*ii, -.143085+.281168*ii, -7.51514e-149+7.88174e-149*ii
3.76558+2.17619*ii, 1.52184-.650179*ii, -4.4093-1.79486*ii, .645311-1.82145*ii, 1.15073+2.75447*ii, -2.17811+.484971*ii, -3.85014e-222+3.50707e-222*ii, -.506008-.511032*ii, -1.88613e-221+4.93787e-222*ii
5.51012+.311979*ii, 1.71246-6.22414*ii, 7.68292+6.83044*ii, .712527-.188185*ii, 1.67185+6.67504*ii, 4.64974-3.0868*ii, -1.12458e-154-1.38679e-154*ii, -.176117+.357049*ii, 3.03e-155+1.23063e-153*ii
-.127826-.739219*ii, .55439+2.11466*ii, 1.46246-2.5186*ii, .80609+.075064*ii, 2.43408+3.56456*ii, -.026629+.690023*ii, 4.1613e-204+2.67596e-204*ii, -.236193-.234817*ii, -1.67698e-203+2.4918e-204*ii
-.164497-1.91614*ii, -.244715+.830012*ii, -.409273+1.11691*ii, 1.73781-.081333*ii, -.54573-.094206*ii, -.667284+.654169*ii, 1.70496e-254+2.70396e-253*ii, .342947+.0221612*ii, 2.55744e-253+1.27872e-253*ii
-2.36265+5.16237*ii, -1.60633+7.20143*ii, 6.95807+2.57719*ii, -.087417+1.009*ii, -6.93326+5.67974*ii, .53085-1.8309*ii, 2.67478e-143+8.80917e-144*ii, .0339013-.249114*ii, -8.8412e-143-5.31753e-143*ii
-.871224-2.48289*ii, 1.14268-.033482*ii, -4.7275+.190435*ii, 2.49987+1.11865*ii, -.974311-3.02021*ii, 5.02716+3.74074*ii, -9.76798e-165-2.74046e-164*ii, -1.03463+.011348*ii, -4.34133e-164-6.94612e-164*ii
-.452258-.305782*ii, .106826-.036085*ii, .661767-.059783*ii, -1.2431-2.41294*ii, .868643+.018625*ii, -.692674+.48941*ii, 1.44908e-248+1.84015e-248*ii, 1.43251+.343983*ii, -4.26867e-249-1.25354e-248*ii
116.694+147.11*ii, -.0139082+.136404*ii, 134.599-102.099*ii, -32.787-42.8337*ii, 85.9075-256.693*ii, -255.867+4.4138*ii, 0, -210.096-225.27*ii, 0
.354801-.597862*ii, .0968504+.124739*ii, -1.30538+.011888*ii, -.0291554+.239593*ii, -1.34379+2.68971*ii, .351066-.606269*ii, 0, -1.25246+1.64379*ii, 0
5.71738+1.80668*ii, -2.06092-.567894*ii, -12.8318-.43066*ii, -.473423+1.02285*ii, -.156126-5.97212*ii, 6.86165+4.2695*ii, 1.75345e-192-1.75345e-191*ii, 1.4601-.350095*ii, -4.90965e-191-1.4729e-190*ii
.904208+1.54203*ii, -.687371-.378833*ii, -3.12917+4.16422*ii, -1.27697-.270685*ii, -.92346+1.92896*ii, .095594+.476847*ii, 7.83941e-300+2.42649e-300*ii, .232695-1.64279*ii, 3.58373e-299-1.26924e-299*ii
-.332029-.527094*ii, -.405762-.729785*ii, -1.55032+2.09063*ii, .713274-.548962*ii, 2.98009-.24674*ii, -.987694-.360692*ii, 0, -.321504-.709846*ii, 0
.176092+1.35927*ii, -.69588-.068299*ii, -.526094+1.63552*ii, 1.66311+.714033*ii, -.074499-2.25634*ii, -1.23166-.447552*ii, 5.74825e-199-4.07603e-198*ii, .130081-.600341*ii, -5.64374e-198+3.65798e-199*ii
2.67834-.500471*ii, -.0898267-.0133187*ii, .39359+.916127*ii, -3.76316-2.03283*ii, 2.57356-1.98172*ii, 1.98125-2.00837*ii, -8.21167e-148+4.69238e-148*ii, -1.44177-2.33593*ii, 1.09489e-147+2.70301e-147*ii
3.95186-.988489*ii, -1.60997+3.66136*ii, 6.7381-1.9093*ii, 1.59571-.023964*ii, -8.10715+3.05389*ii, .13332+8.45548*ii, 1.90044e-292-8.61166e-293*ii, -.278774-.337499*ii, -6.95196e-292+6.13777e-292*ii
.805688+.255567*ii, 4.47257+2.32128*ii, .152762-.249729*ii, -.537158+.342897*ii, 1.34827+4.96414*ii, 2.42544-.99519*ii, -4.28354e-75-2.83266e-75*ii, .00101947-.014488*ii, -9.49979e-77-8.6362e-78*ii
.621605-.443293*ii, 1.142-2.5061*ii, -.770941+2.12725*ii, .091668+.830842*ii, -1.51316+1.05582*ii, .224619+1.43956*ii, 1.81114e-71-3.16949e-71*ii, -.204739+.0163906*ii, -4.98062e-71-4.98062e-71*ii
-6.1853-1.19833*ii, -1.19692+.353044*ii, .920535+3.75367*ii, .663219-2.59524*ii, 1.89624+.16222*ii, 2.56512+.699409*ii, -6.85981e-152-6.48876e-152*ii, .035865-.773449*ii, -6.45892e-152+3.53376e-151*ii
83.4777-206.386*ii, -.222804+.0732057*ii, 105.96+125.259*ii, 26.6517-20.96*ii, -117.857+22.8004*ii, 104.888+62.377*ii, 0, -65.6289-162.112*ii, 0
-2.27224+1.76524*ii, .671335+1.73475*ii, -.40686+.745894*ii, .622583-1.41269*ii, .803784+.161584*ii, -.300323-2.20527*ii, 3.36312e-43-1.79366e-43*ii, .0737562+.0871769*ii, 8.96831e-44-1.73761e-43*ii

component_2:
equations:
4*c2*r*mu-dp*r
dp*L+delP
-c0-c2*r^2+u
.9978*r^3*delP-1.0012*r*Rad^2*delP+4.0073*r*u*L*mu
points:
.251341+1.6999*ii, -2.82383-.470023*ii, 1.78309e-63+2.39311e-63*ii, -1.01427-.650659*ii, -1.47795+.872204*ii, -.837777-2.31177*ii, -2.04547+.651661*ii, -9.69036e-17+5.2785e-18*ii, -2.61301e-16+1.98897e-16*ii
-.372625+.0490596*ii, -.361916+.640863*ii, 5.44448e-62+5.66084e-62*ii, -.663235+.717383*ii, -.556558+.63875*ii, .264268+.345545*ii, -.357897+1.26585*ii, -1.22783e-16-1.56642e-16*ii, 6.09639e-17-3.5142e-17*ii
-2.91021+.491259*ii, 1.90518-2.58414*ii, 6.4235e-62-3.90369e-62*ii, 1.39415+.588976*ii, -.638785-.746107*ii, 4.37572-.506258*ii, .984977-.985155*ii, 1.50145e-16+9.73874e-17*ii, -1.06014e-16-4.20991e-17*ii
1.85008+.520886*ii, -1.32474+.297059*ii, -3.98864e-91+4.29546e-91*ii, -.877108-.192346*ii, -.478845+2.34697*ii, .779711+.291441*ii, .303362+.402481*ii, 1.84091e-91-9.9716e-92*ii, 4.29546e-91+1.49574e-91*ii
.383721-1.26558*ii, .475199+.64334*ii, -5.69026e-159+6.82831e-159*ii, -1.41148-.861349*ii, .0769924+.379176*ii, -.586426+.694305*ii, .198894-.720751*ii, 1.42257e-159*ii, -6.25929e-159*ii
-3.6565-2.30704*ii, -1.61402-.511065*ii, -1.27029e-261-7.62176e-261*ii, -.832261+1.78798*ii, 2.0221-.192957*ii, -1.13566+3.77629*ii, -.218985-1.07389*ii, 1.01623e-261+5.08117e-262*ii, -3.0487e-261+7.62176e-262*ii
2.80073-1.45438*ii, -.261548+.619565*ii, 7.59806e-248-5.36333e-248*ii, -.842169-1.24072*ii, .710242+.293733*ii, 1.72309-2.51529*ii, .453912-.904733*ii, -2.45819e-248, 1.62017e-248+9.2741e-248*ii
1.30236+.081941*ii, 1.99611-.608417*ii, -5.00121e-162+4.44552e-162*ii, .115512-1.2738*ii, 2.04738+1.30197*ii, -2.08885+.473603*ii, -1.78017-2.07788*ii, 4.16767e-162-2.31827e-162*ii, -2.66731e-161+1.11138e-161*ii
8.85547+3.59865*ii, 2.41592+.31557*ii, -1.67296e-118+4.14367e-118*ii, -.044977-2.08152*ii, 14.5756-9.55572*ii, -1.66627+2.68436*ii, -3.03254-.339584*ii, -8.05499e-119+1.1579e-118*ii, -2.78827e-118+8.50421e-118*ii
-2.86505-.390179*ii, -.24422-.0346205*ii, -1.78592e-101-4.2862e-101*ii, -.648171-3.23997*ii, 1.90591+.514211*ii, -.258569-1.06705*ii, 1.50172-1.65549*ii, 1.07155e-100*ii, -1.42873e-101*ii
