variable ordering: S, ap, sintheta, dA, dtheta, r, P, qc, x0, w
4.99074-.467759*ii, -.986841+1.29113*ii, .00106771-.00492814*ii, .123114+.603049*ii, -1.4957+.183206*ii, -3.553+.52402*ii, 1.73734+1.63898*ii, .0890759+.316353*ii, -1.89241+1.71006*ii, -.945249+.086908*ii
-1.56139-.612422*ii, .229326+.598551*ii, -.951654+.643666*ii, -.176614-1.40294*ii, .816431+.222766*ii, .304033+.373022*ii, .45344-.147724*ii, .0770374-.364271*ii, 1.11-.5051*ii, .590711+.627988*ii
.0374332+.220088*ii, -.21741-.0123086*ii, .665752+1.48999*ii, -.713849-.983768*ii, -.535121-.053162*ii, -.464115+.0716961*ii, .283589-.100356*ii, -.848181+.195573*ii, -.256544-.31232*ii, .799396-.350573*ii
.651609-1.03788*ii, -.300462-.401063*ii, -.517811+.000772*ii, .027436-.337246*ii, -.176673+.144199*ii, -.621679+.26416*ii, .338674+.379293*ii, -.429927+.238721*ii, .478471+1.01969*ii, .080861+.789083*ii
-.568706+4.39383*ii, .686017-.048494*ii, .0180979+.0306009*ii, -2.02248-.557763*ii, 1.1896-1.26684*ii, .057214-2.32463*ii, -.960333+.811026*ii, -.155739-.54143*ii, -1.54523-1.89519*ii, -.290486-.559786*ii
1.69878-.96323*ii, .503069-.049983*ii, -.0327412+.0907119*ii, -.260408-.153098*ii, -.338505+.0787963*ii, -1.00303+.654998*ii, .675951+.154915*ii, -.556556-.119601*ii, -.522784+1.36532*ii, -.36733+.59506*ii
1.94611+1.29132*ii, -.716639+.266145*ii, .030181-1.10206*ii, -.652246+.32612*ii, -.0342387+.00214801*ii, -1.47403-.947334*ii, -.022544+1.4424*ii, .222385+.495331*ii, -1.03648+.518102*ii, -.96451-.052109*ii
-.092772-.564404*ii, -.215755+.035872*ii, 1.33664-.800449*ii, -.691155-.42374*ii, -.000473+1.06808*ii, .0664335+.27049*ii, -.333562-.0368243*ii, -.199513+.893325*ii, .014715+.751242*ii, -.485389-.419586*ii
-.954683-.103806*ii, -.25079+.0507763*ii, 1.64607+.918381*ii, -.938649-1.15209*ii, -.341288+.699962*ii, .294415+.273002*ii, -.20081-.522192*ii, -.72581+.702658*ii, .0473252-.317234*ii, .609764-.86971*ii
2.32953-.038348*ii, .248366+.952213*ii, -.614661-.396291*ii, -.257517-.0057891*ii, .01779-.00506272*ii, -1.72512+.236894*ii, .9963+.912053*ii, .239064-.330803*ii, -.99413+.904229*ii, -.870778+.526636*ii
-.518295-.637436*ii, -.794358+.070662*ii, -1.30102-.448391*ii, .199323-.630902*ii, .537188+.276767*ii, -.306281-.181346*ii, .185089+.76031*ii, .279243+.262616*ii, 1.25129+.259837*ii, .13735+.929321*ii
.898416-.915941*ii, .61032-.081151*ii, -.129016-.418684*ii, -.314774-.238934*ii, .143918+.252772*ii, -.470129+.522288*ii, .356999+.0814758*ii, -.329565-.0821817*ii, -.143521+1.22812*ii, -.515257+.662345*ii
.687435-.234461*ii, .612534-.214618*ii, -.646428-.566355*ii, -.385406-.192428*ii, .472076-.107368*ii, -.405974+.0066506*ii, .17514+.355445*ii, -.210048-.26119*ii, -.108248+.898494*ii, -.532347+.854903*ii
-.212206-.211093*ii, .231873-.1464*ii, -.228824+1.89024*ii, -.448626-1.16747*ii, -.296751-.417207*ii, -.339829+.298019*ii, .576173-.268392*ii, -.945461-.339994*ii, .138644-.277638*ii, 1.07671+.300588*ii
-.12111+1.45735*ii, -.566224+1.3426*ii, .779985+1.26214*ii, -1.00766-1.2145*ii, -.130319+.171026*ii, -.820766-.33768*ii, .434407+.376457*ii, .0075639+.179658*ii, -.733909-1.38721*ii, .491041-1.03534*ii
.0024958+.254702*ii, -.315621+.0695141*ii, 1.10422-1.29925*ii, -.843215-.217618*ii, .292191+.88352*ii, -.0195667-.294975*ii, -.567319+.372328*ii, .064781+.878475*ii, -.198688+.527605*ii, -.791488-.429239*ii
-2.68607-2.91698*ii, .029225+.789018*ii, -.0081081+.0368646*ii, .23436-1.7216*ii, .763736+1.67799*ii, 1.14623+1.63154*ii, .389734-.949792*ii, .233196+.377229*ii, 2.26484+.293094*ii, .533665+.451821*ii
-4.57621+2.09627*ii, .417673-1.09431*ii, .0101304-.0177525*ii, -1.49412-1.59703*ii, 1.85882-.253605*ii, 2.54114-1.61999*ii, -1.83455-.475601*ii, -.394748+.0956741*ii, 1.4002-1.98093*ii, .819864-.103308*ii
.644952-.940598*ii, -1.30247+.255898*ii, -1.84128+.096665*ii, .626433-.481222*ii, -.0330688+.0258589*ii, -1.2742-.038912*ii, .813542+1.19312*ii, .243243+.196771*ii, 1.11892+.488525*ii, .369786+1.18355*ii
-.121621-.206217*ii, .861704-.308125*ii, -.60232-1.23626*ii, -.510244-.226034*ii, 1.0044+.119572*ii, .231863-.100625*ii, -.231347+.207388*ii, -.0046332-.210442*ii, .206282+.868295*ii, -.803343+.897098*ii
-1.159+.70114*ii, .363507+1.58814*ii, 1.65248+.829156*ii, -1.2946-1.52342*ii, .332918+.875671*ii, .168159+.394362*ii, .218276-.529086*ii, .0572433+.149918*ii, -.58718-1.18886*ii, .15371-1.30921*ii
3.12172+3.71395*ii, -.482765-.608461*ii, -.0154666+.00321457*ii, -1.37388+.676941*ii, -.503488-1.54706*ii, -2.10995-2.24444*ii, -.285336+1.88037*ii, -.613129+.024160*ii, -2.48917-.173316*ii, -.607097-.267685*ii
-.325859+.0012953*ii, .259718-.101499*ii, 1.94347+.299908*ii, -1.15127-.763077*ii, -.259984+.706257*ii, .261541+.283207*ii, -.344853-.544633*ii, -.764208+.637278*ii, -.495672+.20787*ii, .01051-.856486*ii
-.864776+.293686*ii, .004626+.520585*ii, -1.49086+.386823*ii, -.210368-1.05128*ii, .875638-.25564*ii, -.201172-.284675*ii, .41218+.487698*ii, .227593-.479144*ii, .729628-.619378*ii, .371928+.794317*ii
.129069+.210132*ii, .11134+.0055363*ii, -.471297+.16566*ii, -.661993+2.19556*ii, 1.45004+1.35425*ii, .402591-.454234*ii, 1.05503+.869045*ii, 3.46798+1.05317*ii, .481873-.292307*ii, .505662+.155021*ii
1.65646+3.75534*ii, -.196421-.0556015*ii, -.367995+.0788376*ii, 4.13013-1.76644*ii, 1.63343-1.83051*ii, -.280683+.834222*ii, .527718+2.71516*ii, 2.57814+1.13147*ii, .0162701+.00626019*ii, -.186009-4.06519*ii
-1.25585+.393239*ii, 1.78718+.735678*ii, 2.05503-.930121*ii, -1.9308-1.4882*ii, .353768-.569537*ii, .439035-.252816*ii, -2.71173-1.76225*ii, -.0328585-.319883*ii, -.611586+.163359*ii, .664984-1.96863*ii
.475471-1.06791*ii, -.817411-.856464*ii, -.520285-.289964*ii, -1.04942+.566649*ii, -.133747+.302519*ii, .074042-.979009*ii, -.960163+.728758*ii, .290299+.135766*ii, .976277-.023747*ii, .529757-1.19744*ii
-1.10442+.683176*ii, .214239+.119626*ii, 1.7331+.334282*ii, .060794-1.47903*ii, -.857332-1.0716*ii, -.301249-.080996*ii, -.860639+2.2269*ii, 1.94943+.967159*ii, -.428439-1.91793*ii, -.171685-.38354*ii
-.2548+1.94763*ii, -.232543-.113384*ii, .0459934-.0440154*ii, .240943+3.24154*ii, 1.47933-1.18954*ii, .211063+2.05877*ii, .981283-.832282*ii, -1.04981+1.09262*ii, 1.08154+.887633*ii, .059587+.507886*ii
1.94221-.816726*ii, 1.39777-1.67137*ii, .170767-.172886*ii, .981084+.59728*ii, -.372294+1.0069*ii, .801571-.242049*ii, -.924123-.100806*ii, -.122465+.0915924*ii, 1.39941-.261412*ii, -1.3846+.497303*ii
-1.32094+.947969*ii, -.303091-.0243137*ii, -.152475+.0310691*ii, 1.94556+1.353*ii, .790603+.297972*ii, -.376524+1.6518*ii, -1.67531+.376498*ii, -.282116-1.46235*ii, 1.29254-1.56901*ii, -.212744+.407765*ii
.943474-1.4922*ii, -.177212-.0335652*ii, 1.58067-.56457*ii, .500007+1.20178*ii, -.0178102-.00268049*ii, 1.65682-2.02762*ii, 1.30269-1.85121*ii, -2.26676+1.78109*ii, -.041159+3.92706*ii, -.163602-.195405*ii
.361086-.873394*ii, -.09208-.137954*ii, .566347-.402917*ii, -.063576+.714576*ii, .594614+.615624*ii, -.324323-.294692*ii, .838905+.47664*ii, 1.53341-1.35551*ii, .613192+1.52186*ii, .038788+.376107*ii
-2.82411-1.20365*ii, .378675+5.62414*ii, .00794615-.0196072*ii, -.904302+5.79349*ii, 1.34991+.439686*ii, 1.5008+5.36972*ii, -3.47604+1.58175*ii, -.11853+.0174648*ii, -3.54477-2.14673*ii, -.639871+1.23052*ii
-.800494-.964559*ii, 2.97931-3.5672*ii, .016046+.0624008*ii, -1.46501-.579591*ii, 1.7993-.407864*ii, -.511401-1.35976*ii, .485684-1.49707*ii, .0904655+.0227547*ii, .208574-.933294*ii, -2.54777-.61804*ii
-.141838-1.63898*ii, .26212-.0428799*ii, .122197+.0805902*ii, 1.10643+1.13141*ii, .441547+.259388*ii, -1.8104+.289948*ii, -.970534+1.78107*ii, .676627+1.72513*ii, .403392+.796048*ii, .523472-.383246*ii
-2.76249-.838907*ii, .113764+.243058*ii, -.276379+1.03613*ii, -3.36591-1.41437*ii, -.513702-2.10605*ii, -.0935558+.49126*ii, 1.06019+1.19373*ii, -1.23317+1.06154*ii, 1.43039-2.86594*ii, -.149832-.309901*ii
.522658+1.44247*ii, -1.09364+1.07053*ii, 2.16756-.226842*ii, .087328-1.36172*ii, .0194185+.00627215*ii, 1.44638-1.67141*ii, 1.51431+1.47834*ii, .13076+.30136*ii, .378321-.329087*ii, .061082+2.07667*ii
-1.04278+.598743*ii, -.15055+.0346335*ii, 1.49576+.022167*ii, -.989489-.895769*ii, .17994+.212263*ii, .052371+.712621*ii, .465462+1.57349*ii, -1.85285-2.18603*ii, 1.30648-.205328*ii, -.0142685-.406189*ii
1.8248+.106191*ii, -2.69167-1.08779*ii, -.0113841+.00194248*ii, .754232-.032861*ii, .986149+.992166*ii, -.887785-2.57935*ii, -1.05161-.733519*ii, .0107088+.134363*ii, -1.37519-.901978*ii, -1.57241+.154942*ii
.257044-.587794*ii, -.0308729-.140664*ii, -.763173-1.30583*ii, -.407642+.19122*ii, 1.2161+.270076*ii, -.128814+.146493*ii, -.431434+.980641*ii, 2.32277-.879901*ii, .543866-1.06396*ii, .388619-.139352*ii
2.04729-.497727*ii, .167394+.145253*ii, .0425456-.100713*ii, -1.62635+.990317*ii, .470359-.865501*ii, 1.25899-1.1092*ii, 1.03608+1.54136*ii, -2.07136+.47453*ii, 1.80176-.325868*ii, -.373122-.178774*ii
.626544+.221826*ii, -.340307-.0193703*ii, -.0604891+.0864621*ii, -1.39371+1.46642*ii, .739987-.870494*ii, 1.42832+.794988*ii, .0227617-.283294*ii, -.375733+.388552*ii, .0266299-.452484*ii, -.728507+.729911*ii
-2.44198+2.80062*ii, -.383088-1.07286*ii, 3.56565+.244551*ii, 4.54909-5.91888*ii, -1.03902-3.31059*ii, -.27939-.133399*ii, -.138839+2.08393*ii, .402218-.174421*ii, -1.23275+1.5188*ii, .444921+.79098*ii
-.547066+.38133*ii, .0982724-.189548*ii, .875183+.748552*ii, -.294677-.81603*ii, -.251104-.0367111*ii, -.675715-.126985*ii, -.578685-.702194*ii, 1.5429-.057949*ii, -1.32218+.753352*ii, -.126221-.427189*ii
-.822265-.318192*ii, -.0652628+.0846562*ii, -.704448+.606985*ii, .761166+1.47597*ii, -2.47072+.633998*ii, -.172317-.285998*ii, .264911+.11218*ii, .764352+1.55654*ii, .0197193+.42194*ii, .561605+.206102*ii
-.051663+5.42478*ii, .885811+.180193*ii, 2.13574-1.81897*ii, -1.28564-1.85652*ii, -.0376065+.00029627*ii, -1.2333-1.37379*ii, -1.74429+1.05691*ii, .248756+.486016*ii, -.101911+.0026919*ii, .401219-3.51835*ii
.096131-1.63104*ii, .672793+1.25831*ii, -.0925154+.0818525*ii, -.299654-.900455*ii, -.80697+1.88796*ii, .771896-.000331*ii, -.897253-.346274*ii, .18541+.148456*ii, -.396346+.508195*ii, -1.48331+.964813*ii
-.5647+6.4775*ii, -4.55724-4.05522*ii, 1.02997-2.92944*ii, .544366+1.63741*ii, -2.12477-1.48467*ii, .148804-.109517*ii, 5.6272+.165748*ii, .10172-.087866*ii, -.854095+1.13841*ii, -1.66676-1.81211*ii
.450563+.527842*ii, .628867-.268077*ii, -1.04535-.800791*ii, -.44353+.431228*ii, -.513374-.783322*ii, -.264204-.10034*ii, -1.10966-.683261*ii, -.362379+.449117*ii, -.655752-.230312*ii, .42689+1.09945*ii
.57727+.249396*ii, .12076+.0445337*ii, -.114191+1.34707*ii, -1.15401-3.91693*ii, -.0079228+.0725246*ii, -2.19502-1.33208*ii, 2.68904-3.12971*ii, 3.8628-3.85047*ii, 1.31771-4.10459*ii, .142167+.148366*ii
-2.40499-.24019*ii, .210894-.0883748*ii, .0343767-.0233071*ii, .922638+.372717*ii, 1.12617-1.40364*ii, -.862051-1.1734*ii, -.492616+.0142664*ii, .395847-.984372*ii, .425649-.0706523*ii, .859886-.100341*ii
1.29109+.310534*ii, .0769685-.0647526*ii, -.0013262+.0655131*ii, .474317-.525052*ii, .017534-.603125*ii, 1.52536-.723173*ii, .394789+.285455*ii, -1.27054-2.03392*ii, -.080072+.60015*ii, -.174993+.452011*ii
1.68395-4.37737*ii, .212487-.0333787*ii, .234059-.213806*ii, .836487+.246118*ii, -1.42836-1.37025*ii, .0613814-.466375*ii, 4.24893+.204772*ii, -3.2603-.592906*ii, -2.14183-.693739*ii, -.0854175-.357513*ii
-.22169-3.69413*ii, -.728942-1.92354*ii, -.947684-2.00049*ii, .343782-1.69192*ii, -3.00632+.635314*ii, -.0829983+.183112*ii, -.053436+2.16526*ii, .226677-.0987435*ii, .46967-.0679321*ii, -1.54931+1.93125*ii
.505353+2.297*ii, .477857-.0954589*ii, .185796-2.23831*ii, -.711488-.836915*ii, .29214-1.06834*ii, .256378+.0677192*ii, -.749243+.390408*ii, -.028029-.651257*ii, 1.82354+.155647*ii, .60753-.086332*ii
-.722498+3.60865*ii, -1.4013-.596327*ii, .367792-1.32381*ii, -.839337+.993605*ii, .0359639+.0110411*ii, .132584-1.99733*ii, 1.83779+.700855*ii, -.310572+.0695063*ii, -.488129-2.1838*ii, .872771-.448042*ii
3.06472+.802358*ii, -.0393306+.0495813*ii, -.00045461-.0150026*ii, .525066-.80807*ii, .441901+1.28241*ii, 2.60929-.853757*ii, .022426-.147201*ii, -2.06906-.398732*ii, -.30098+.247909*ii, -.476423+.0504915*ii
1.39623+.787378*ii, -.201162+.0759132*ii, 2.98991+.711809*ii, .96832+.779974*ii, -.124769+1.56508*ii, .166836-.114874*ii, -.744551-.329094*ii, -.781274+1.22174*ii, -.634603-.594037*ii, .502162-.312472*ii
.622906+.946555*ii, .642665-.765066*ii, -.0647869+.260943*ii, .355812+.456524*ii, -1.00908+.166996*ii, .209727+.5396*ii, .100199+2.17283*ii, .032467-.509072*ii, 1.16623-1.49503*ii, -.863129-.015622*ii
5.09639+6.23904*ii, -2.02376-.118944*ii, .00179346-.00214488*ii, -2.59188+1.0549*ii, -1.51552+2.57775*ii, -5.27365-5.04843*ii, -2.28753-2.73559*ii, -.118949+.299132*ii, -1.54015+3.36013*ii, -.726943-.497179*ii
-4.14159-7.2805*ii, -.186539-.186835*ii, -2.47668+2.31055*ii, -1.52362-.385129*ii, 2.95404+2.8028*ii, -.133735-.0160691*ii, 5.32913-7.13925*ii, 1.22834-3.70885*ii, 1.53097-.623795*ii, .263041-.395805*ii
-.99341-1.12995*ii, .320258-.120054*ii, -.039699+.0979808*ii, 1.64397-.428681*ii, -.83624+2.1391*ii, .511929+.923099*ii, .463255-2.28653*ii, 1.46166-.495427*ii, .374576-.438826*ii, .886517+.228996*ii
-7.95695+1.4868*ii, .0642206-.0453354*ii, -1.45768+14.0214*ii, 6.96473-15.7235*ii, 11.7871+3.88506*ii, .0003129+.125107*ii, 8.06903-5.66298*ii, -13.1503-4.19391*ii, 1.37519-4.27589*ii, -.149216-.0498574*ii
.474584+.979324*ii, .000355748+.00370835*ii, .041472+.0184777*ii, .601677-.745477*ii, -.977566-.586395*ii, 1.37169+1.03241*ii, .000013962-.0000324417*ii, -.257778-.487323*ii, 1.02699-.388751*ii, -.0420447-.0550455*ii
-.575911-.426921*ii, .425067+.0380664*ii, -.913272-.256566*ii, 1.79852+1.74328*ii, -.284003+1.60137*ii, .29757+.412273*ii, .51276+1.57681*ii, -.894951-.5351*ii, .520563-.280037*ii, .967857+.290329*ii
-.989495+.212818*ii, -.28545-1.15158*ii, .00668258+.0242478*ii, -1.92049-.873447*ii, .030892+2.54534*ii, 2.14869+.793963*ii, .424005-3.16128*ii, -.238263-.462444*ii, -1.01065-1.00515*ii, 1.0449+.292082*ii
-6.65716+.236877*ii, -.959056-.651459*ii, -.330303+4.45207*ii, 2.50194+.625214*ii, -1.86832-4.92878*ii, -.127437-.0347997*ii, -1.15274+.618263*ii, .254501+.226828*ii, -.513127+1.2203*ii, -.705043-.8611*ii
.93714+1.66669*ii, .164975+.274636*ii, .669749+1.03848*ii, -.114612+1.42322*ii, .0897727-.0406289*ii, 1.17266+.70146*ii, -.024343+1.10198*ii, 1.10178-.26195*ii, .609217-1.42725*ii, .245764+.481213*ii
-3.2134-6.45826*ii, -.109651-.0006063*ii, -1.17014+3.53947*ii, -2.71308-4.40566*ii, -.037066+.0110324*ii, 2.29007-.685832*ii, 2.75045-1.13455*ii, 5.32666-1.08612*ii, 2.12718-1.68544*ii, -.0792171+.225529*ii
-.826956-1.24963*ii, .10916+.0549339*ii, .0482149-.00304411*ii, -.57296-1.85102*ii, -2.26587-1.06208*ii, -1.44013-.691534*ii, -2.6239+.351413*ii, 2.33724+3.96348*ii, -.617739-.714246*ii, -.0832046-.419628*ii
.67137-.449749*ii, -.0843053-.154891*ii, .023036+.0527417*ii, 1.06409+.678722*ii, 2.06004+2.3935*ii, -.786621+.697858*ii, .944625+.046805*ii, -.952259+1.65087*ii, .737125-2.61943*ii, .280418-.114083*ii
-.282617+2.27274*ii, -.387807-1.09674*ii, 1.71887-2.27088*ii, 1.21319+2.78663*ii, 1.06165+4.87142*ii, -.172556-.0656258*ii, -5.75761-3.34615*ii, .631379+.434836*ii, .169858-4.92087*ii, -.567933+.107571*ii
-1.19494+.592607*ii, .510017-.232744*ii, -.201373+.0588161*ii, -1.25864+.275752*ii, .19569-1.1998*ii, -.663088-.604007*ii, -.106065-.329515*ii, -.316006+.178001*ii, -.489649-.135628*ii, .427359+1.17379*ii
1.23574-.648942*ii, 1.23386+.622428*ii, .0120894-.0115328*ii, .425337-.0862221*ii, 2.02161+1.34978*ii, -1.30431+.01752*ii, 2.56814+1.73887*ii, -.434074+.0743384*ii, .0422798-.205513*ii, 1.85491+2.42365*ii

component_2:
equations:
-6.28*sintheta*dtheta*r^2+dA
ap^2-.5*x0^2*w^4
75.0024*P-314.001*qc^2*x0^2*w^4
points:
2.06443+1.40577*ii, .326926+1.38677*ii, .661937+.083602*ii, -1.06799-.263148*ii, -.0990222+.0085451*ii, -1.61691-.163891*ii, .699776+.724112*ii, .143941-.196277*ii, -1.93158-.074781*ii, -.812597-.618113*ii
-1.16985-.533567*ii, .342747+.0344299*ii, -.704073-.312457*ii, -.298647-.88304*ii, .897529+.287065*ii, .437162+.115695*ii, -.01226-.00747946*ii, .0207879-.118416*ii, .920236+.136788*ii, .017165+.723418*ii
.118145-.446369*ii, .27973-.0699663*ii, 1.32359-.718863*ii, -.830299-.366379*ii, .062588+.853074*ii, .0964842+.320717*ii, -.299958-.185839*ii, -.355248+.616974*ii, -.286365+.855728*ii, -.589496-.323106*ii
-.034025-.853326*ii, -.358943+.127077*ii, -.096572-1.17308*ii, -.160761-.322703*ii, .423909+.818344*ii, -.170433+.154513*ii, -.0529342+.446423*ii, .229172+.563724*ii, .609799+.884235*ii, -.562096+.430565*ii
-.818942+.359128*ii, -.407825-.360552*ii, -.880744+.738253*ii, -.325439-.922047*ii, .300057-.372137*ii, -.084885-.525554*ii, .0058923+.389438*ii, -.395632-.0213376*ii, .738665-.454967*ii, .756701+.56105*ii
-.969901+.071300*ii, .249269-.147993*ii, 1.59174+1.20591*ii, -1.09611-1.1961*ii, -.273713+.399854*ii, .433444+.281251*ii, -.201715-.741571*ii, -.969591+.389977*ii, -.158851-.357507*ii, .680052-.765167*ii
-2.70587-.423598*ii, -.477497-.0961678*ii, -.0997519-.111572*ii, -.388196-1.34455*ii, .880215+.727271*ii, 1.1336-.137892*ii, -.542953-.184491*ii, .018782+.536948*ii, 1.68941-.580811*ii, .599293+.162599*ii
-.52004-.082763*ii, -.613845+1.1647*ii, -.686912+2.03997*ii, -.139219-1.57715*ii, -.139838-.0469112*ii, -.831375+.320795*ii, 1.09538+.212293*ii, -.105242-.25652*ii, .481123-1.10702*ii, 1.24111+.046602*ii
.892706+1.64923*ii, -.435906+.465958*ii, .920407-.210459*ii, -1.11799-.28358*ii, -.0737774+.113861*ii, -.888643-.802543*ii, -.163438+.778132*ii, -.0658733+.478439*ii, -1.14832-.296743*ii, -.445306-.750017*ii
-1.0299-.418341*ii, .23845+.359949*ii, -.886497-.831346*ii, -.244815-.760244*ii, 1.12102+.42983*ii, .294511+.0206225*ii, .0126204+.261402*ii, .399195-.0911299*ii, .89336+.159922*ii, -.322656+.754118*ii
-.841065+1.4317*ii, .212959+.153788*ii, .028557+.993891*ii, -1.03494-1.09137*ii, .41401-.413727*ii, .017612-.641271*ii, -.0857323+.0998401*ii, -.415417-.234949*ii, -.244399-1.07558*ii, .542946-.204964*ii
