variable ordering: c0, c2, dp, r, Rad, u, L, mu, delP
.206113+.399876*ii, .0227425+.0234374*ii, .180988-.151525*ii, .044542+1.71855*ii, -.544415+3.67136*ii, .848633+.497559*ii, 1.47602-.135464*ii, .132385-1.80209*ii, -.120959+.946645*ii
-1.49716+.583309*ii, 1.37865-.286658*ii, -.351223-1.84984*ii, .452625+.401778*ii, 1.06451-.088833*ii, .611946-.874873*ii, .412319-.96926*ii, .0058072-.334237*ii, -1.23596+.085899*ii
2.12879+2.33706*ii, .146562-.064652*ii, 11.3516-2.86972*ii, -10.2935-8.80647*ii, 2.59462-3.60591*ii, -.853996+.341461*ii, 14.1076+.41652*ii, 18.0166+3.0525*ii, -.053111-4.69114*ii
2.11757-7.59749*ii, 1.65524-3.27534*ii, 2.58176+1.02249*ii, .744077+.389962*ii, .143517+1.45896*ii, -1.36056-.882354*ii, .574782-2.27986*ii, .0171597+.188388*ii, .901803+.711419*ii
1.2087-.595699*ii, -.0163962-.0826946*ii, -.625864-1.47416*ii, -1.90865+2.52729*ii, -2.43324+3.17228*ii, 3.68316+1.22361*ii, -.124189+.190499*ii, 4.64903-.970312*ii, -1.67435-2.24466*ii
-.720309-1.39276*ii, -.387659+.407555*ii, -.019221-1.12504*ii, 1.32693+.430206*ii, -1.36+.968539*ii, 1.09321+.000571*ii, -.826963-1.90486*ii, -.356425+.350816*ii, -.627496+1.00721*ii
-2.01024+.249051*ii, .255336+1.48491*ii, .071955+1.23536*ii, .236181-1.18779*ii, .838929-.800377*ii, -1.52898-3.29979*ii, -1.29277+.148077*ii, .204036+.0229704*ii, -.169202+2.40006*ii
93.9221-243.044*ii, .642573+1.24198*ii, 143.682+205.847*ii, -33.9904-197.495*ii, -12.4467-5.6048*ii, -76.0401+215.873*ii, -315.105+85.058*ii, 44.49-5.90391*ii, 92.381-321.68*ii
3.29864+3.74119*ii, -.0249912-.0338395*ii, .272599-.544344*ii, -2.76704+1.54799*ii, 10.8786-.47081*ii, 5.09284+5.36431*ii, -.814031-5.67363*ii, 1.63982+3.22495*ii, 5.31466+1.15253*ii
.171169+2.71832*ii, -1.25335-.363231*ii, -.296436+.596147*ii, -1.90736-.708395*ii, 1.18176+.83109*ii, -.915204-2.22109*ii, .499308-.386967*ii, .0227562-.125506*ii, .121476-.281475*ii
.0341471-.131679*ii, -.330669+.162554*ii, -.700425-.48576*ii, -.663592+.35528*ii, .552279-.253343*ii, .38464-.0223211*ii, -.161859+.153215*ii, .281085+.505434*ii, .11296+.970937*ii
-.055507+.845993*ii, -.119898+.0321615*ii, 1.1418+.294069*ii, -.783491-1.401*ii, -1.52186-2.12452*ii, .0053365+.158711*ii, 1.54297+1.74029*ii, -2.06754-1.16776*ii, -.343908-.72737*ii
-.602815+2.38279*ii, -.135046+.193278*ii, -7.21312-3.84551*ii, -7.06296-8.40578*ii, .581319+3.17589*ii, 6.70326-8.60496*ii, .26935-1.0041*ii, 1.03812+8.60466*ii, 2.59351+2.22276*ii
-.068264+1.72997*ii, -.828774-.031427*ii, .20401+.16267*ii, .788865+1.80612*ii, -1.02086-1.02243*ii, -1.40387-1.94894*ii, -.369554-1.55742*ii, -.0633095-.0466687*ii, .442105+.0251791*ii
-2.89794+1.83285*ii, -.280151+2.10136*ii, 1.57812-.825391*ii, .699353-.371621*ii, -.538429+1.15219*ii, -.59387-.953814*ii, -1.13858+1.88725*ii, -.121076-.171608*ii, 1.19116+.593259*ii
-4.6841+7.654*ii, -.0604289+.0215053*ii, -2.06871-1.47638*ii, 7.66004+4.71089*ii, 3.94289+11.1515*ii, -10.7024+5.09188*ii, -3.55641-.239548*ii, 5.66703+8.12469*ii, -8.81003-7.3423*ii
25.2754+21.0331*ii, -.0761471+.140572*ii, -8.1478+15.2267*ii, -14.004-28.603*ii, -9.09123-11.0918*ii, 18.3636+13.3756*ii, 16.4982+6.3708*ii, 27.0051-.13804*ii, -11.502+50.9265*ii
-.720186+.946625*ii, .602759+.297691*ii, -.583232-.674214*ii, 1.42928+.340965*ii, -1.02623+.846263*ii, .822453-.135565*ii, -.182327+.449708*ii, -.305493-.12876*ii, .0699406+.156145*ii
-.955902+.689978*ii, -.128696+.0588747*ii, -2.18384-.410558*ii, -2.40479+2.10311*ii, -.28263-2.87232*ii, -.942876-.483372*ii, -.333182-1.15027*ii, 3.20636+2.26435*ii, 1.31097+.162766*ii
-.611749-1.04846*ii, 1.52026+1.3294*ii, -.148115+2.24731*ii, 1.04789+.526009*ii, .765132+.125085*ii, -.587332+.793862*ii, -.580884+1.33691*ii, .169327+.221491*ii, 1.34698+1.04932*ii
.156875-.395034*ii, -.0703963-.0022920*ii, -.270218-1.46482*ii, -2.75584+7.09429*ii, 2.00976-1.41263*ii, .779034-7.98135*ii, -.964767+1.76792*ii, 1.12781+5.16533*ii, 1.57199+5.93346*ii
-.158111+6.80797*ii, .141021-.385109*ii, 3.05564+2.44492*ii, 3.45719+1.25303*ii, 4.02026-.664883*ii, 1.12141-.10394*ii, -5.07392+.672262*ii, -.759013+2.26156*ii, 3.54418-.970587*ii
2.48496-3.30311*ii, 8.6179-10.9622*ii, -11.1083-4.30319*ii, -1.28781+.431244*ii, -.005787-.544424*ii, -.31665-1.87766*ii, -6.93768+7.21361*ii, -.062434-.20425*ii, -5.94565+5.06522*ii
.023268+.548502*ii, .0228766+.0311421*ii, -.144354+.130601*ii, 1.46458+.811296*ii, 1.09798-3.60581*ii, -.158847+4.48146*ii, -1.05824-1.08446*ii, .128061+1.2529*ii, -2.0339-.146863*ii
-4.37487-3.3596*ii, -.491876+.167249*ii, 3.30542+5.16209*ii, -4.71735+6.97616*ii, 1.53728-2.87298*ii, 1.23992+1.88657*ii, 3.72316+4.4894*ii, -.706248-2.86382*ii, 1.00517-2.37258*ii
-1.39046+.622452*ii, -.776597+.303287*ii, .638505+.492994*ii, 1.25702+.366095*ii, -.032835-1.35137*ii, .939646+.901325*ii, .704349-1.12559*ii, -.124568-.207351*ii, .427487+.252971*ii
2.05416+1.05918*ii, -1.88216+1.51938*ii, .976644+1.18005*ii, -2.07287-.670498*ii, .818901+.533725*ii, .580053-4.80229*ii, -3.33251+3.92559*ii, -.0019335-.158303*ii, -1.22015+3.82054*ii
-1.28221-1.04221*ii, .127638+.394348*ii, 3.01232+1.60836*ii, 3.44567-2.52966*ii, -1.91459+.566397*ii, -1.14913+2.25495*ii, .296578-.433543*ii, 1.48244-1.42987*ii, .117982-.704126*ii
-2.12465+1.48811*ii, 1.17214-2.22901*ii, 3.70905-.616207*ii, 3.21451-.374758*ii, .986317+.239112*ii, 1.05569+2.65938*ii, -2.15378-.367665*ii, .225508+.297412*ii, -.819498+.509456*ii
-.803897-1.30227*ii, 1.98547-2.69347*ii, 1.01719-.333799*ii, 1.4094+1.6465*ii, .378578+.560392*ii, -.996118-2.53708*ii, -.638939+2.1976*ii, .0651672+.046375*ii, -.182145+.434684*ii
.860304-.426411*ii, -.147904-.701043*ii, -.028726-.756205*ii, -.850088+.641064*ii, .709115-.915042*ii, -1.06495+.189344*ii, -1.33632-.069578*ii, .260249+.0446626*ii, -2.17115+.602814*ii
-.599172-.519256*ii, .452327-.745035*ii, -.231024+.357277*ii, -.322555+.0579103*ii, -.615298-.728752*ii, -.288762-.454986*ii, -.382107-.601136*ii, -.121987-.0034601*ii, -.189777-.0390758*ii
.29539+1.00949*ii, .508976-.210807*ii, -1.17114-.075229*ii, -.301176+1.34087*ii, 1.02836-.92289*ii, -.670059-.565804*ii, 2.30961-1.27493*ii, -.477952-.234909*ii, .866694+2.06917*ii
-.130827-.728732*ii, .260366-.0176827*ii, -.181881-.0520822*ii, -1.14454-1.01756*ii, -1.2546-1.12386*ii, -.909324+.454023*ii, -.571736-1.06385*ii, -.170457-.0615852*ii, -1.53224+.907524*ii
1.22585+1.41717*ii, .491694+.499555*ii, -2.13572+.777665*ii, .176221-.804244*ii, .052581-1.63416*ii, -.585404-.70924*ii, -1.07804+.331645*ii, -.336663+.737447*ii, 1.43076-.793575*ii
.161329+.131579*ii, -.189902-.0780593*ii, 1.29332+.447458*ii, -.529635-.885145*ii, .996074+.147578*ii, 1.20769+.675933*ii, -.0978471+.378985*ii, -1.66365+.094779*ii, 2.02275-.987921*ii
-2.13637+2.10896*ii, -1.65232+1.0043*ii, -.177367+.157014*ii, .27536+1.56428*ii, -.144708-1.23757*ii, .916052-4.12949*ii, .683054+2.4841*ii, .0301405-.00543685*ii, 1.29018+.402348*ii
-5.10626-.493159*ii, 2.52742+1.48312*ii, 7.73158-5.92906*ii, 6.62663-2.55948*ii, -1.29202+.285114*ii, 5.68214+3.89209*ii, 2.7392+5.93484*ii, .312881-.770076*ii, -.818047-2.96965*ii
-1.88665-.913224*ii, 2.20201+2.4609*ii, 1.73644-1.43278*ii, -.914959-.518613*ii, -.781597+.154397*ii, 2.17919-1.12929*ii, -1.64876-1.0798*ii, .0068258-.170295*ii, -2.75776-.344449*ii
.416969+.650353*ii, 5.85775-9.60758*ii, 23.3788+5.45464*ii, -7.9623-3.60939*ii, -.222163+.138921*ii, 6.7665+8.75402*ii, 2.2863-21.2305*ii, .16692+.50657*ii, -6.54487+.991197*ii
1.17122+.620123*ii, .148339-.0184855*ii, 1.26625-.284724*ii, -2.57867-1.26525*ii, -.895424+2.83966*ii, -.660766-1.14905*ii, -1.17164+.024720*ii, 2.16029-.210645*ii, -.786608-.13886*ii
1.61468+1.34482*ii, 1.65611-.600872*ii, .910036+.297849*ii, -2.5697+2.03472*ii, .543856-.947098*ii, .241898-.217311*ii, -1.73822-.403386*ii, .10698+.0837769*ii, .00490505+.0315736*ii
-.491008-.332721*ii, .645472-1.16724*ii, .079212-1.61126*ii, -1.50791+1.84677*ii, .449735+.492356*ii, .883972+1.56039*ii, 2.68463-.66796*ii, .271468-.133153*ii, .503195-.847422*ii
.114533-3.40552*ii, -1.73878+.075596*ii, 3.07223-3.65129*ii, 6.61862-6.78047*ii, 1.02678-.95055*ii, 15.7086+16.4714*ii, 15.5134-7.62606*ii, -.463671+.504821*ii, 5.35574+11.109*ii
44.9524-54.7905*ii, -.0293513+.0158182*ii, 6.20467-15.7444*ii, 34.7038-112.366*ii, -45.2326+8.92009*ii, 71.8078+59.9487*ii, -71.6322-17.9071*ii, -96.9592+81.8495*ii, 226.202-55.6976*ii
2.34478-1.67549*ii, -.129634+.145623*ii, -.606097-3.15857*ii, 12.4895-6.8282*ii, -3.82082-.427772*ii, 2.96821-3.86043*ii, .145375+2.74413*ii, -2.50842+3.27353*ii, .813675+.768259*ii
-.42665+.0600944*ii, .282236-.216783*ii, -.287199-.184937*ii, -1.91139-1.73188*ii, 1.06403+.280236*ii, .283813-.36737*ii, 1.06148+1.83455*ii, -.0808651-.225926*ii, .151102-.0430141*ii
9.32308+7.61809*ii, .0678554-.0578027*ii, 2.80549+.407311*ii, .32782+13.1432*ii, -7.44546+8.9238*ii, -.41307-8.13591*ii, 1.65525-.772521*ii, 5.249+5.97202*ii, 2.0887-.996342*ii
1.00398+.861793*ii, .422985-.84894*ii, -.528863+1.39546*ii, -.891161+1.17152*ii, -.931716+.72588*ii, .008398-.920815*ii, 1.03718+1.79677*ii, -.39138+.0392631*ii, -.723059+2.46363*ii
-1.95707-.85881*ii, -1.50589-.24541*ii, -1.5318-2.38363*ii, .980364-.650016*ii, .148716-1.17415*ii, .230254+.0767326*ii, 5.38669+6.68544*ii, .310541+.345109*ii, 1.47891-1.09319*ii
8.20829+8.48413*ii, -4.76064-.146848*ii, 2.99011-2.39282*ii, .337262-.876772*ii, 1.45877+.592046*ii, -6.65061+1.10993*ii, 7.33396+2.99436*ii, -.153001+.130376*ii, 4.09715-12.1257*ii
.277323+.582546*ii, .195392+.0356043*ii, .243894+.797404*ii, .008118-1.659*ii, .821283-1.60438*ii, -.23422-.446317*ii, 1.9942-.454916*ii, .481967+.932438*ii, 1.57571+.115967*ii
-.920371-3.61877*ii, 1.15207+4.01912*ii, .505836+.664675*ii, -1.17669+1.67226*ii, -.944925-.014226*ii, -3.89515-1.50433*ii, 1.22916-4.24716*ii, .0465397-.0181239*ii, .559026+.582844*ii
-.24251-1.14283*ii, -.425027-1.81418*ii, 2.13719-.474319*ii, .92237-1.58115*ii, .008326-.791783*ii, .478812-.823732*ii, .479437+1.23632*ii, -.0034465+.293705*ii, .423524+.234813*ii
.278393-.942656*ii, .0633749-.168466*ii, 1.16808-2.60396*ii, 1.42784+2.84627*ii, .084864+2.3353*ii, 5.28-.543546*ii, .229619+.497912*ii, 3.95641+.245053*ii, -5.09463+3.12331*ii
2.74291-6.56072*ii, -14.1851+7.65311*ii, 2.99605+.961595*ii, -.809428-.935768*ii, .626191-.221522*ii, 7.48274+1.28676*ii, -6.84475-1.12636*ii, -.0338162-.0351916*ii, -4.06551+3.69096*ii
38.0229+4.16491*ii, -.283815-.410323*ii, -2.45295+5.61735*ii, -5.95145-19.5687*ii, -7.96513+3.63645*ii, -12.6568-16.5251*ii, 12.7707+15.6279*ii, -1.61575-2.61212*ii, -10.0116-3.20304*ii
-.028681+2.54542*ii, -.168023-1.99747*ii, -2.51789-.016465*ii, 1.48768+2.21859*ii, 1.12563+.053614*ii, -1.9437-1.59422*ii, -1.37569+1.09233*ii, .0283685-.312748*ii, .661398-.314771*ii
6.688+13.7783*ii, .120038+.151331*ii, -4.57086-5.72973*ii, .058620+4.44656*ii, -.97173+8.85135*ii, 4.34313-8.12687*ii, 1.2494+.813097*ii, -9.48642+.02631*ii, 5.99614-6.22132*ii
-.619464+.315644*ii, -.48842-.197166*ii, 2.85455+.391471*ii, -1.42576-.42044*ii, -.476293-1.04552*ii, .484958+.577896*ii, -.456295-.969716*ii, -1.32593+.334878*ii, .182167-1.61486*ii
-.128774+1.34822*ii, .344926-.0594837*ii, -1.14596-1.88877*ii, .56972-1.29641*ii, 1.5631-1.1942*ii, .0786941-.27851*ii, -1.6753+3.85202*ii, -.577328-1.46853*ii, 2.06038-1.11911*ii
7.17636+2.22429*ii, .252293+.0247845*ii, .617435+3.09127*ii, -4.83969+6.08186*ii, .550626-5.41606*ii, -1.36861+1.61765*ii, 3.85049-3.23841*ii, .904015+2.97436*ii, 1.31985+2.02181*ii
.484313-.93807*ii, -.38475-.176401*ii, .077316-1.49911*ii, .534852+.577896*ii, 1.14252-1.09036*ii, -.028908+1.21503*ii, -.071616-.283273*ii, .327514+.823917*ii, -.321157+.246679*ii
-.238938-.362408*ii, .112472-.103625*ii, -.165452+.276695*ii, -.228973-.884582*ii, -1.09127-1.28357*ii, -.861825-.993564*ii, -.133905+.107906*ii, -.505399+.149386*ii, -.0006131+.197726*ii
.0101692+.00643988*ii, -.0924167-.0444394*ii, -.294028-.627786*ii, .875607+.224525*ii, .342028+.0199127*ii, .0080801+.0779564*ii, -.510157+.55564*ii, 1.30927+1.06868*ii, .410218+.3895*ii
3.40716-.745519*ii, -.878479+1.28905*ii, -.313116-1.17442*ii, -1.55617-.735831*ii, 1.38939+.552674*ii, 1.3616+2.83911*ii, -1.04119+.329855*ii, -.127274+.147463*ii, -.940893+3.27437*ii
.120744+.151244*ii, .15638+1.36182*ii, .71673+.13021*ii, .659973+.915829*ii, .10373+.361142*ii, 1.27974+.439803*ii, .698814+.640507*ii, .038505-.127154*ii, .254024+.527804*ii
-.433368+2.55089*ii, -3.03616+.565514*ii, .122609+.763877*ii, -.0822385-.0374794*ii, .52374+.750663*ii, .934291+2.55704*ii, -3.4306-.820083*ii, .0015654-.0626068*ii, 1.25978+2.59698*ii
.502653+.613766*ii, .3021-.410335*ii, -.0758039-.0954426*ii, -.550273-.09765*ii, -.98541+.765436*ii, -.715803-1.09972*ii, -.758213+1.02988*ii, .0156593-.057713*ii, .239518+.0650394*ii
-1.01412+.942075*ii, .167878-.260875*ii, -.403459-2.9343*ii, -1.53378-2.84297*ii, 2.09578+.263777*ii, 3.4656-.677256*ii, .245474-.703246*ii, 1.81256-1.55305*ii, .163169-1.99108*ii
-3.81246-1.15824*ii, -2.83725+.801693*ii, -3.10478+1.66805*ii, 1.75624-1.73994*ii, -.32703+1.11557*ii, .114238-.756942*ii, -3.93906+.45551*ii, .291805-.0645248*ii, .60833-.258746*ii
-2.44601+2.29599*ii, .564462-.911697*ii, 1.01232-2.29703*ii, 1.7404-.080800*ii, -1.75356-.231622*ii, .0473444+.341286*ii, .797196+1.32864*ii, .579576-.081244*ii, .828324+.789796*ii
-20.2771-21.2072*ii, -.0139299+.0533089*ii, 5.8348+.14221*ii, 14.1519+17.0735*ii, -20.1478+11.251*ii, -5.57515-2.83763*ii, 10.39+6.20828*ii, -6.06883-25.7773*ii, -7.34726-3.11598*ii
-.563267-1.48764*ii, -.422928-.743098*ii, -.855726+.142826*ii, -.0404353+.442708*ii, -.105922+1.35985*ii, .404945+.736177*ii, -1.53249+.591261*ii, .0874675-.23811*ii, .6595-.523978*ii

component_2:
equations:
4*c2*r*mu-dp*r
c0+c2*Rad^2
.9978*r^3*delP-1.0012*r*Rad^2*delP+4.0073*r*u*L*mu
points:
-1.83346+.492565*ii, -.105616-1.594*ii, 2.03141+.968103*ii, 2.7799e-16+5.84662e-16*ii, .842671+.691601*ii, -.325088+.621947*ii, -1.2387+.828869*ii, -.935472+.458871*ii, 1.26474-2.37328*ii
-.3695-.521204*ii, 1.15444-.845279*ii, 1.04573+.557753*ii, -1.0708e-18+1.03058e-16*ii, -.468875-.476111*ii, -.312284+.0686039*ii, -.965049+.155083*ii, -.71123+.270367*ii, 1.45193-.817849*ii
.282611+.864456*ii, .340502+.117257*ii, 1.53371-.220084*ii, -1.03089e-16+1.75409e-16*ii, .70777-1.42285*ii, .155259+.158006*ii, -.432368+.48284*ii, -.583165+.487331*ii, .105999-.87985*ii
-.0058957-.0930296*ii, .376724-.56928*ii, -.980348-.176216*ii, -6.07084e-19+1.01482e-18*ii, .117623+.35031*ii, -.374593-.197199*ii, -1.28203+.740643*ii, .90167+.626289*ii, .42474+.0237985*ii
1.30863+2.18729*ii, -2.46355+1.44645*ii, -4.27953-.242158*ii, -3.56285e-20-4.79771e-20*ii, .67066+.665152*ii, -5.18926-1.11547*ii, -2.61228+2.44816*ii, -1.13055-6.24123*ii, -2.82935-4.8471*ii
.730333-.371976*ii, -.0716164-.369814*ii, -.528911-.392262*ii, 1.41207e-18-4.3911e-18*ii, -.887403+1.17828*ii, -1.69519-.744847*ii, .257047-.91261*ii, -.902528-.026036*ii, .897497-.146287*ii
2.02669-1.11546*ii, .317053+1.40621*ii, 1.0051-1.20131*ii, -4.89712e-20-4.34087e-19*ii, 1.01254+.761314*ii, -1.18567-2.60612*ii, 2.99711-1.59406*ii, 1.22874+1.22096*ii, -.060419+.525309*ii
-.59716+.535835*ii, .319925+.474901*ii, .261376-.0929939*ii, -5.13402e-18-7.00252e-18*ii, -.777089+.892915*ii, .643172-1.34976*ii, -.473897+.879906*ii, -1.06961+.380333*ii, -1.59396+.358044*ii
-.637149+1.73514*ii, .443729-1.60727*ii, .304811+1.33277*ii, -5.15076e-18-7.6524e-18*ii, -1.05199-.043446*ii, -1.17035-.095202*ii, .615576-.226608*ii, -2.49944+1.33682*ii, -.862065-.800252*ii
-.387542-.475832*ii, -1.22339-.723197*ii, .006142+.954116*ii, -3.63575e-18+8.96081e-18*ii, -.115519+.646895*ii, -.171831-.839856*ii, .770649+.973712*ii, .116247-.253554*ii, -.333565+.215869*ii
-1.18345-1.3654*ii, 1.34141-1.60076*ii, -.537596-.453015*ii, 1.25156e-18+9.08229e-18*ii, -.603334-.707922*ii, -.451087-.317699*ii, .853538+.043976*ii, 3.3982+.032461*ii, .399556+.383396*ii
-.926364-2.18033*ii, .981754+.137625*ii, .965306+.725934*ii, 3.67151e-18-5.25173e-19*ii, 1.34543+.761218*ii, -.39225+1.36751*ii, -.805216-1.91748*ii, 1.57834+.778402*ii, -2.09029+.179854*ii
3.8739-1.97758*ii, -.548061+1.15726*ii, -2.33693-.540558*ii, 2.17889e-17-1.24609e-17*ii, -1.74463-.594169*ii, -.597743-.441392*ii, -.113422+.888895*ii, -1.88496-1.05755*ii, -1.59015-.45298*ii
1.64562+.49444*ii, .206241+.122834*ii, .164085-.336605*ii, -7.3898e-19+1.81738e-19*ii, .327309+2.65536*ii, -.409504+3.31385*ii, 1.62115-.037321*ii, -2.13215+.950381*ii, 1.83581+.100443*ii
-.0274958+.266489*ii, .151721-.0032913*ii, .575113-1.21727*ii, -2.5476e-19+2.39024e-19*ii, -.996134+.879238*ii, 3.11582+1.54962*ii, -.655823+2.98085*ii, .34665-1.85312*ii, .848771+1.56705*ii
-.192661+.135456*ii, .384466+1.20844*ii, .550894+1.29308*ii, 2.09957e-17+1.4259e-17*ii, .254941-.347452*ii, 1.12151+1.13589*ii, -.228571-.0501264*ii, .0340847+.17757*ii, .568589+.335733*ii
-1.91515+1.01156*ii, -.065705+.551247*ii, -.531053+2.0076*ii, -1.99988e-18-3.17058e-18*ii, .917554-1.74915*ii, .247565-.761988*ii, 1.773-.232095*ii, -.954536-.037176*ii, .81165+.461471*ii
-.378572-.514405*ii, .630844-.341421*ii, -.7008+1.84669*ii, -3.06829e-19-8.39983e-19*ii, .711763+.619512*ii, .063370+2.60412*ii, 1.17058-.583078*ii, -.631998-.118491*ii, 3.40599+.500742*ii
-2.29864-1.32296*ii, .744006-1.24781*ii, -1.75767-.53887*ii, -5.19095e-18-8.69281e-18*ii, .962736+.948007*ii, 1.76067+.196293*ii, -.942405+.775281*ii, .096177-.846747*ii, -1.93564-3.50415*ii
