variable ordering: pp, pmu, Ev, Emu, Ep, pv, mp, mmu
.800681-2.02346*ii, -.417455+.144834*ii, -.417455+.144834*ii, 1.27638+.460685*ii, -.648855-.03357*ii, -.417455+.144834*ii, .858922+.60552*ii, 1.23983+.523032*ii
-4.80367+6.325*ii, 1.34467+2.04343*ii, 1.34467+2.04343*ii, -2.01443+4.83638*ii, -1.98424-5.17486*ii, 1.34467+2.04343*ii, -.669762+6.8798*ii, 2.57212-4.85602*ii
.758152-2.27281*ii, .688043-.765407*ii, .688043-.765407*ii, -1.04418+.901547*ii, .177653+1.11352*ii, .688043-.765407*ii, -.356134+.13614*ii, .808251-.513135*ii
.357519+1.78577*ii, .751332+.557013*ii, .751332+.557013*ii, 1.09142+.871194*ii, -1.74997+.254484*ii, .751332+.557013*ii, 1.84275+1.42821*ii, .792911+.671366*ii
.322036+1.41301*ii, -.785006-.004658*ii, -.785006-.004658*ii, -.649563-.144486*ii, 1.42173-.493428*ii, -.785006-.004658*ii, -1.43457-.149143*ii, .181131+.497961*ii
.169877+2.46845*ii, -.124374+1.22214*ii, -.124374+1.22214*ii, -.394247-1.00287*ii, -2.14932+1.6679*ii, -.124374+1.22214*ii, -.51862+.219271*ii, -.972076-.563106*ii
.916041-1.50177*ii, -.723274+1.58775*ii, -.723274+1.58775*ii, .251898+.842876*ii, 2.41157+1.95753*ii, -.723274+1.58775*ii, -.471375+2.43063*ii, -1.4814-.918524*ii
-.890702+2.84609*ii, -.362545+.486396*ii, -.362545+.486396*ii, 1.3786+.330676*ii, .858103+.807993*ii, -.362545+.486396*ii, 1.01605+.817072*ii, -1.44491-.437542*ii
-1.8647+.635954*ii, -.595537+.332484*ii, -.595537+.332484*ii, 4.61133-.64361*ii, 1.74038-1.80997*ii, -.595537+.332484*ii, 4.0158-.311125*ii, 4.57951-.604845*ii
-.598852-2.11521*ii, -.304075-.629446*ii, -.304075-.629446*ii, .232061-.715415*ii, .97578+.756845*ii, -.304075-.629446*ii, -.072014-1.34486*ii, .537149-.665399*ii
1.17458-2.14095*ii, .107286-.0856342*ii, .107286-.0856342*ii, -1.12078-.951712*ii, .55175-.457128*ii, .107286-.0856342*ii, -1.0135-1.03735*ii, -1.12374-.957381*ii
-.716581-2.17491*ii, -2.66021+2.21878*ii, -2.66021+2.21878*ii, -1.00642+3.61045*ii, -.851596-5.24491*ii, -2.66021+2.21878*ii, -3.66663+5.82923*ii, .595192+3.81188*ii
-4.91848+.985884*ii, .75565+.596032*ii, .75565+.596032*ii, -1.88479+.129517*ii, 2.70226+.699224*ii, .75565+.596032*ii, -1.12914+.725549*ii, -1.85993+.373403*ii
-.335516-.0530097*ii, -1.57051-.222237*ii, -1.57051-.222237*ii, -.44588-1.09714*ii, 1.29829+.632621*ii, -1.57051-.222237*ii, -2.01639-1.31938*ii, .075709+1.85142*ii
4.24699+.760576*ii, .808079-1.17523*ii, .808079-1.17523*ii, 1.02039-.997356*ii, -.343874-.229131*ii, .808079-1.17523*ii, 1.82847-2.17258*ii, .883497-.076982*ii
1.48579+2.45526*ii, -.610091-1.47556*ii, -.610091-1.47556*ii, -1.70577-1.48588*ii, 7.19152-2.80294*ii, -.610091-1.47556*ii, -2.31586-2.96144*ii, -1.82019-.897895*ii
.522525+.931227*ii, .232315-.34279*ii, .232315-.34279*ii, .3409+.652479*ii, 1.90846-1.18209*ii, .232315-.34279*ii, .573215+.30969*ii, .450726+.670176*ii
-1.23249+1.65201*ii, .152263+.417962*ii, .152263+.417962*ii, -.297898+.373862*ii, -.255355+2.06398*ii, .152263+.417962*ii, -.145635+.791825*ii, .481997-.363101*ii
-3.31195+.955478*ii, .56724+1.04141*ii, .56724+1.04141*ii, 1.2176-1.46667*ii, -2.91702-1.34457*ii, .56724+1.04141*ii, 1.78484-.425255*ii, 1.55696-1.5264*ii
.511555+.360062*ii, .606352-.88569*ii, .606352-.88569*ii, -.753443+.876407*ii, -2.10678-.905224*ii, .606352-.88569*ii, -.14709-.0092831*ii, -.521733+.236294*ii
1.29591-5.74056*ii, -1.88696+6.31045*ii, -1.88696+6.31045*ii, 14.9114-.82756*ii, 5.78764-21.3115*ii, -1.88696+6.31045*ii, 13.0245+5.48289*ii, 16.0601-.02693*ii
-1.7219+.616826*ii, .463602+.011956*ii, .463602+.011956*ii, -1.06691+.138883*ii, 1.96098+1.16378*ii, .463602+.011956*ii, -.603304+.150839*ii, -.964175+.159429*ii
1.64844+.076848*ii, .73386-.021164*ii, .73386-.021164*ii, -.686437+.946378*ii, .883643+.030055*ii, .73386-.021164*ii, .047423+.925214*ii, .561056-1.13019*ii
.580643-.192274*ii, -1.36741-.933135*ii, -1.36741-.933135*ii, -.307772+1.99898*ii, 2.94389+.155345*ii, -1.36741-.933135*ii, -1.67518+1.06585*ii, .803115-2.35484*ii
1.22951-.021302*ii, -.747029-.341856*ii, -.747029-.341856*ii, -.76069+.487386*ii, .217722+.681736*ii, -.747029-.341856*ii, -1.50772+.14553*ii, .760317-.823506*ii
-3.34863+5.70624*ii, .927113-2.1002*ii, .927113-2.1002*ii, -.158843-1.25939*ii, 1.58832+.964867*ii, .927113-2.1002*ii, .76827-3.35958*ii, 1.83353+1.17105*ii
-.0353173-.0517803*ii, -.163144-.995016*ii, -.163144-.995016*ii, 1.7229+1.46291*ii, -.054170-1.4784*ii, -.163144-.995016*ii, 1.55976+.46789*ii, -1.8489-1.27542*ii
-9.66516+7.0715*ii, 6.31581-5.05437*ii, 6.31581-5.05437*ii, -11.6264+4.9742*ii, 23.9876+9.55643*ii, 6.31581-5.05437*ii, -5.31059-.080175*ii, 10.1306-2.55756*ii
.140108+1.63665*ii, .243603-.97106*ii, .243603-.97106*ii, -.246931+.934212*ii, -.972638-.268332*ii, .243603-.97106*ii, -.00332835-.0368481*ii, -.268913-.0218171*ii
1.1529+.555522*ii, -.034886-.835981*ii, -.034886-.835981*ii, .026737+.109459*ii, .288823+1.08404*ii, -.034886-.835981*ii, -.008149-.726522*ii, .829085-.031646*ii
.849132-1.80086*ii, -.720753-.059645*ii, -.720753-.059645*ii, 2.16196+1.48668*ii, 8.99037+2.10522*ii, -.720753-.059645*ii, 1.44121+1.42704*ii, -2.07155-1.53081*ii
.327343-1.85614*ii, -.757495+.227878*ii, -.757495+.227878*ii, .732523-.208791*ii, 1.71023+1.49772*ii, -.757495+.227878*ii, -.0249723+.0190862*ii, .0998183+.197075*ii
-2.59993-.373545*ii, .252347-.712367*ii, .252347-.712367*ii, 2.25701-1.19401*ii, 1.13866-.334443*ii, .252347-.712367*ii, 2.50936-1.90638*ii, 2.3032-1.09201*ii
-2.29675+3.6516*ii, -2.38642-.500165*ii, -2.38642-.500165*ii, 1.66275-.216337*ii, .128755-3.32246*ii, -2.38642-.500165*ii, -.723673-.716501*ii, -.838677+1.8521*ii
1.03099+.072927*ii, -.856293+.718382*ii, -.856293+.718382*ii, -.62675-.312289*ii, 3.3517-.301197*ii, -.856293+.718382*ii, -1.48304+.406094*ii, .922429+.879062*ii
-4.44103+3.81033*ii, -.500643+1.5232*ii, -.500643+1.5232*ii, .307588+.211426*ii, -1.17983+.488706*ii, -.500643+1.5232*ii, -.193055+1.73463*ii, 1.55058+.533744*ii
.325799-.0070538*ii, -.768365+.100773*ii, -.768365+.100773*ii, .716276-.910372*ii, 2.50866-.514175*ii, -.768365+.100773*ii, -.052089-.809599*ii, .529767-1.08472*ii
2.61535+.430684*ii, .531471+.105085*ii, .531471+.105085*ii, -.399766+4.36382*ii, -.033509-4.96249*ii, .531471+.105085*ii, .131705+4.4689*ii, -.409571+4.39571*ii
-1.18314+.266155*ii, .421934-.44625*ii, .421934-.44625*ii, -.809236+.430757*ii, .425401+.26082*ii, .421934-.44625*ii, -.387302-.0154926*ii, -.733599+.218507*ii
-.027342+.833033*ii, .787268-.129744*ii, .787268-.129744*ii, -.405184+.319345*ii, 1.65209-.982255*ii, .787268-.129744*ii, .382084+.189601*ii, .03701-.736298*ii
.464656+.0866502*ii, -.767343+.982672*ii, -.767343+.982672*ii, .548824-.945291*ii, .573927+1.66066*ii, -.767343+.982672*ii, -.218519+.0373809*ii, -.388573-.605415*ii
-.485325-3.99875*ii, .661166+.61072*ii, .661166+.61072*ii, -.650195-2.14105*ii, -1.36675-3.39932*ii, .661166+.61072*ii, .010971-1.53033*ii, -.468756-2.10837*ii
-2.89381+2.46188*ii, .23042+1.11659*ii, .23042+1.11659*ii, .798978+1.10273*ii, 2.8123-2.66442*ii, .23042+1.11659*ii, 1.0294+2.21933*ii, -1.00185-.622621*ii
2.01045+.698959*ii, -.789142+1.27442*ii, -.789142+1.27442*ii, 1.54472-2.2203*ii, .566056-.971431*ii, -.789142+1.27442*ii, .755581-.945874*ii, -1.33141+1.82066*ii
.363066+.25684*ii, .435738-.325137*ii, .435738-.325137*ii, -.741669-.533938*ii, .182753-.792332*ii, .435738-.325137*ii, -.305932-.859074*ii, -.797273-.674399*ii
-.101541+.862466*ii, -.3306-.226967*ii, -.3306-.226967*ii, -1.33114-.295931*ii, 1.44399+.523734*ii, -.3306-.226967*ii, -1.66174-.522898*ii, -1.29879-.245529*ii
1.41011+.467921*ii, -.788504+.054582*ii, -.788504+.054582*ii, -.317143-.509654*ii, 1.14726-.13659*ii, -.788504+.054582*ii, -1.10565-.455072*ii, -.224861-.910213*ii
4.56344-.846737*ii, 2.159-1.58793*ii, 2.159-1.58793*ii, .011445+2.27726*ii, -1.08519-4.7337*ii, 2.159-1.58793*ii, 2.17044+.689327*ii, 1.17132+2.94915*ii
.976937+.374656*ii, -1.08117-1.42136*ii, -1.08117-1.42136*ii, .751313+1.42239*ii, 2.97977+2.16759*ii, -1.08117-1.42136*ii, -.329853+.0010329*ii, -.504243+.92825*ii
.862968-.02053*ii, .316522-1.01485*ii, .316522-1.01485*ii, .0427142-.244658*ii, -.0796193+.232811*ii, .316522-1.01485*ii, .359236-1.25951*ii, -.985469-.315354*ii
.626447-.174203*ii, -.076558-.524084*ii, -.076558-.524084*ii, -.058321-.549516*ii, -.244494-.290956*ii, -.076558-.524084*ii, -.134879-1.0736*ii, .0452702-.178364*ii
-.752985-1.37582*ii, .0017289+.156722*ii, .0017289+.156722*ii, .683571+.404254*ii, 1.55557-.81815*ii, .0017289+.156722*ii, .6853+.560976*ii, -.696715-.396238*ii
.024109-.535272*ii, .185604+.318697*ii, .185604+.318697*ii, -.128478+1.30934*ii, 1.09361+.548619*ii, .185604+.318697*ii, .057126+1.62803*ii, -.176377+1.28913*ii
-.631596+.011165*ii, -1.70491-.040167*ii, -1.70491-.040167*ii, .989837+1.19285*ii, -.277068+1.00342*ii, -1.70491-.040167*ii, -.71507+1.15269*ii, -.579484-1.91938*ii
-.196232-.578289*ii, .160075+.103255*ii, .160075+.103255*ii, -.772992-.072184*ii, -.942007-.017683*ii, .160075+.103255*ii, -.612917+.031071*ii, -.761579-.051562*ii
-8.20399+5.45549*ii, 2.18953-7.22489*ii, 2.18953-7.22489*ii, -.140537+6.94493*ii, -.818041+.289746*ii, 2.18953-7.22489*ii, 2.04899-.27996*ii, 3.80065+3.90541*ii
2.9117+2.30441*ii, .182176-.283569*ii, .182176-.283569*ii, .075702+.971738*ii, -3.18529+.373737*ii, .182176-.283569*ii, .257878+.688169*ii, -.131371-.953194*ii
-.749555+1.37186*ii, -.313048-.409157*ii, -.313048-.409157*ii, .312964+.414503*ii, .866495-1.09684*ii, -.313048-.409157*ii, -.000083989+.00534622*ii, -.0231906-.0706671*ii
-5.07542-2.40405*ii, 3.18935+2.60959*ii, 3.18935+2.60959*ii, -4.07117-3.41339*ii, 3.82298-.436495*ii, 3.18935+2.60959*ii, -.881817-.803802*ii, 2.53152+2.20168*ii
1.85057-.524588*ii, -1.1205+.333738*ii, -1.1205+.333738*ii, .69193+.785057*ii, .102282-.707591*ii, -1.1205+.333738*ii, -.428569+1.1188*ii, -.691391-1.32654*ii
-.0480826+.452364*ii, -.056236+1.04442*ii, -.056236+1.04442*ii, -.192582+1.29217*ii, -.347439+1.45203*ii, -.056236+1.04442*ii, -.248818+2.33659*ii, -.244475+.777649*ii
-.20863+1.18184*ii, -.094919-.532355*ii, -.094919-.532355*ii, 1.46478-.120365*ii, 1.65465-.884495*ii, -.094919-.532355*ii, 1.36986-.65272*ii, 1.55778-.145616*ii
.151043-.324809*ii, -.274568+.133386*ii, -.274568+.133386*ii, .312736-.822609*ii, -.8174-1.89756*ii, -.274568+.133386*ii, .038168-.689223*ii, .262684-.839929*ii
-.060868-.807826*ii, -.0387615+.371578*ii, -.0387615+.371578*ii, -.407182+.0883582*ii, .093448+.938037*ii, -.0387615+.371578*ii, -.445943+.459936*ii, .544178-.039647*ii
-1.0768+.05279*ii, -.396058+.0616187*ii, -.396058+.0616187*ii, -.307892+.0455147*ii, .805867+.581121*ii, -.396058+.0616187*ii, -.703949+.107133*ii, -.0417047-.249155*ii
-.288631-1.04762*ii, 1.5341+.408101*ii, 1.5341+.408101*ii, -.832477-.198016*ii, -.0971786+.011981*ii, 1.5341+.408101*ii, .701621+.210085*ii, -.357854+1.28886*ii
.243298-.492121*ii, 1.2096+.607451*ii, 1.2096+.607451*ii, 1.51626+1.15885*ii, .146793-1.70674*ii, 1.2096+.607451*ii, 2.72587+1.7663*ii, -.977578-1.0458*ii
2.60619-2.38002*ii, -1.54494-.626695*ii, -1.54494-.626695*ii, 1.08728+.780105*ii, -2.13221+.827034*ii, -1.54494-.626695*ii, -.457659+.153409*ii, -.100341+1.19605*ii
-.925832+.152741*ii, -1.65849+.240471*ii, -1.65849+.240471*ii, 1.81553-.067587*ii, -3.64021-3.56738*ii, -1.65849+.240471*ii, .157037+.172884*ii, .840647+.328453*ii
1.16323-.247673*ii, -.07899-1.22216*ii, -.07899-1.22216*ii, .973449+.51716*ii, .104287-.23973*ii, -.07899-1.22216*ii, .89446-.705003*ii, -1.49715-.271777*ii
3.65322-2.41164*ii, -1.04288+1.13417*ii, -1.04288+1.13417*ii, 1.71975-2.0386*ii, .723792+1.28167*ii, -1.04288+1.13417*ii, .676875-.904437*ii, -1.36984+1.6959*ii

component_2:
equations:
-pmu+pv
Ev-pv
-pmu^2+Emu^2-mmu^2
2*pv*mp-mp^2+mmu^2
points:
-.937205-.732783*ii, .266186+.486344*ii, .266186+.486344*ii, -.329036+.0819702*ii, .088091-.545368*ii, .266186+.486344*ii, .595222+.404374*ii, .582523-.268538*ii
.502568-.002238*ii, .0004391-.06953*ii, .0004391-.06953*ii, .004178-1.4037*ii, -.891508+1.84424*ii, .0004391-.06953*ii, -.003739+1.33417*ii, .004161-1.40198*ii
-6.94492-3.85669*ii, -1.59811-3.72846*ii, -1.59811-3.72846*ii, 2.60641+4.61217*ii, 2.49381-7.89922*ii, -1.59811-3.72846*ii, -4.20452-8.34063*ii, 2.16702+2.79772*ii
-.972972+1.88672*ii, .15462+.0215129*ii, .15462+.0215129*ii, -1.42352-.863749*ii, -2.5016+2.33855*ii, .15462+.0215129*ii, 1.57814+.885262*ii, -1.41646-.865707*ii
.38597-3.10094*ii, -3.4108+1.35797*ii, -3.4108+1.35797*ii, -.169024+2.00561*ii, 1.89951-.863556*ii, -3.4108+1.35797*ii, -3.24177-.647636*ii, -1.10798-3.8744*ii
.596111+.715211*ii, .993622+.152997*ii, .993622+.152997*ii, -.58545-.147559*ii, -1.53718+.296677*ii, .993622+.152997*ii, 1.57907+.300557*ii, .081437-.805934*ii
-2.21354+.071503*ii, -.0708214-.237252*ii, -.0708214-.237252*ii, -.205744+.662229*ii, .175212-.287975*ii, -.0708214-.237252*ii, .134923-.899481*ii, -.241076+.634872*ii
-1.69005-1.02298*ii, .0639023+.0173425*ii, .0639023+.0173425*ii, -1.64633+.204022*ii, -.94499+2.16123*ii, .0639023+.0173425*ii, 1.71024-.186679*ii, 1.64528-.204826*ii
-2.92621-1.40411*ii, -.242521+1.04021*ii, -.242521+1.04021*ii, 1.1515+.785162*ii, 1.00605+1.00314*ii, -.242521+1.04021*ii, -1.39402+.255047*ii, 1.52028+.760639*ii
-5.93625+1.78571*ii, -.628108+4.86409*ii, -.628108+4.86409*ii, -2.07228+3.832*ii, -.49876+12.4905*ii, -.628108+4.86409*ii, 1.44418+1.03208*ii, 3.81039-1.28224*ii
-.414153+3.15787*ii, -1.12324+.658004*ii, -1.12324+.658004*ii, 1.12081+.658774*ii, 1.68393-.962109*ii, -1.12324+.658004*ii, -2.24404-.00077*ii, 1.21418+1.21683*ii
1.99274-3.60978*ii, -1.50799-2.48107*ii, -1.50799-2.48107*ii, 1.52382-2.05163*ii, .287254+4.71221*ii, -1.50799-2.48107*ii, -3.03181-.429437*ii, 2.81727-2.43773*ii
-7.58793-4.14301*ii, -.412293+2.003*ii, -.412293+2.003*ii, -1.81818-.047771*ii, -1.31804-4.11685*ii, -.412293+2.003*ii, 1.40589+2.05077*ii, -2.69448-.338721*ii
-1.2933+1.85654*ii, .0629619-.0809364*ii, .0629619-.0809364*ii, -1.19264+.304268*ii, 2.11514+1.98346*ii, .0629619-.0809364*ii, 1.2556-.385205*ii, -1.19264+.299995*ii
-1.90864+2.62605*ii, -.601331+.958569*ii, -.601331+.958569*ii, -.984797+.632406*ii, -2.59562+1.48276*ii, -.601331+.958569*ii, .383465+.326164*ii, -1.06257+.043643*ii
.179356+.3176*ii, -.114722+.396133*ii, -.114722+.396133*ii, -.893432-.804286*ii, .241779+1.20334*ii, -.114722+.396133*ii, .77871+1.20042*ii, .962128+.794094*ii
2.00162-.86318*ii, -.38228+.0822394*ii, -.38228+.0822394*ii, .685504-.172222*ii, .481554+3.423*ii, -.38228+.0822394*ii, -1.06778+.254461*ii, -.569242+.152168*ii
.085139-1.20646*ii, -1.39305+.284611*ii, -1.39305+.284611*ii, .64776+.169038*ii, -1.64897+.15783*ii, -1.39305+.284611*ii, -2.04081+.115573*ii, .396794+1.27516*ii
-9.85197-12.3747*ii, 2.33969-5.8028*ii, 2.33969-5.8028*ii, .682855-4.65905*ii, .025615+.966033*ii, 2.33969-5.8028*ii, 1.65683-1.14375*ii, -3.80012-2.73552*ii
-.567453+6.60038*ii, 5.19139-4.48746*ii, 5.19139-4.48746*ii, 4.79665-7.00617*ii, -8.04152+2.24149*ii, 5.19139-4.48746*ii, .394742+2.51871*ii, -1.72177+5.98801*ii
2.8022+.787315*ii, .891811+.622051*ii, .891811+.622051*ii, 1.39506+.095170*ii, 1.7996-1.02655*ii, .891811+.622051*ii, -.503251+.52688*ii, -1.27965+.329765*ii
5.46331+4.00094*ii, -2.43977+1.79979*ii, -2.43977+1.79979*ii, 1.19799-.833876*ii, 11.2905+6.18694*ii, -2.43977+1.79979*ii, -3.63776+2.63367*ii, -1.59562-2.12588*ii
-.130132-.0932799*ii, -.516604-.330405*ii, -.516604-.330405*ii, -.537169-.774899*ii, .267207-1.54007*ii, -.516604-.330405*ii, .0205647+.444494*ii, -.323957-.758009*ii
1.2681-.218082*ii, -.534567+.278681*ii, -.534567+.278681*ii, -.645075+.312537*ii, 2.30876-.500967*ii, -.534567+.278681*ii, .110508-.0338553*ii, -.362526+.145192*ii
-2.30687+1.09568*ii, -1.23111+1.82079*ii, -1.23111+1.82079*ii, -1.03624+2.34485*ii, .362736+1.37406*ii, -1.23111+1.82079*ii, -.194874-.524062*ii, .115882-1.62429*ii
-.549692+1.10494*ii, .496904-.868231*ii, .496904-.868231*ii, .785947+.457185*ii, -1.77143-.047269*ii, .496904-.868231*ii, -.289043-1.32542*ii, -1.17112-.675211*ii
-2.22573+.672295*ii, .244429-.278235*ii, .244429-.278235*ii, .605504+1.0495*ii, -1.07933-.849303*ii, .244429-.278235*ii, -.361075-1.32773*ii, -.656525-1.07153*ii
1.11312-.559847*ii, -.515115+.594216*ii, -.515115+.594216*ii, .489037-1.10728*ii, -2.83101+1.81126*ii, -.515115+.594216*ii, -1.00415+1.7015*ii, .240634-.978302*ii
-.316797+1.43764*ii, -.109514-.0690489*ii, -.109514-.0690489*ii, -.247443+.0703968*ii, -.652807-1.33432*ii, -.109514-.0690489*ii, .137929-.139446*ii, .243987-.102387*ii
1.21413+.893642*ii, .41226-.471557*ii, .41226-.471557*ii, .932788+.405819*ii, 1.00079-1.48007*ii, .41226-.471557*ii, -.520529-.877375*ii, 1.03238+.554976*ii
-4.49869+3.08135*ii, -2.67654-1.55738*ii, -2.67654-1.55738*ii, -.658343-.699012*ii, -.376873+3.68774*ii, -2.67654-1.55738*ii, -2.0182-.858365*ii, -1.42075+2.61002*ii
-1.8726+.490332*ii, -.0877224-.109006*ii, -.0877224-.109006*ii, -.667639+.160832*ii, .157383+1.98232*ii, -.0877224-.109006*ii, .579916-.269839*ii, -.673922+.173522*ii
.409745+.619851*ii, -.399296+.460568*ii, -.399296+.460568*ii, -.934774+1.17525*ii, -.128579-.397144*ii, -.399296+.460568*ii, .535478-.714685*ii, -.845672+1.08162*ii
2.08491+1.48348*ii, .651319+.771283*ii, .651319+.771283*ii, .910089+.537138*ii, -4.20238-.601535*ii, .651319+.771283*ii, -.25877+.234145*ii, -.843008+.016023*ii
-1.56158-.686604*ii, .260856+.106063*ii, .260856+.106063*ii, .464712-.0236294*ii, .51964+.569547*ii, .260856+.106063*ii, -.203856+.129693*ii, .409291-.0944269*ii
-.272231+2.10235*ii, -.775977+.367266*ii, -.775977+.367266*ii, -.668314+.39071*ii, .346629+1.32361*ii, -.775977+.367266*ii, -.107664-.0234442*ii, -.056825-.420115*ii
-3.20153+.051331*ii, -1.00891+.270998*ii, -1.00891+.270998*ii, -.612419+.015039*ii, 3.74897-3.38341*ii, -1.00891+.270998*ii, -.396494+.255959*ii, .321982+.820553*ii
1.41726+1.23675*ii, -.702768-1.05608*ii, -.702768-1.05608*ii, -.255906-.0760918*ii, -.908877-.167452*ii, -.702768-1.05608*ii, -.446862-.979986*ii, 1.06747-.677029*ii
