variable ordering: S, ap, sintheta, dA, dtheta, r, P, qc, x0, w
-.237205-.0159723*ii, -.009413-.170046*ii, .724861-.838069*ii, .0835856-.248534*ii, -.876963-.644676*ii, .0910422+.162271*ii, -.0237966+.0576185*ii, -.436042+.25799*ii, -.208523+.209497*ii, .824523-.367402*ii
.426358-.648056*ii, -1.25572+.821876*ii, 1.39133+1.47424*ii, -1.6926+.719223*ii, -.00358427+.0298668*ii, -2.17632-.257153*ii, -.255556+1.40354*ii, .0317809+.273199*ii, .402583+.310941*ii, 1.18451+1.66412*ii
-.0892479+.152693*ii, -.0655786-.0444582*ii, -.011069-1.35788*ii, -.0217242+.059129*ii, -1.11348-.584984*ii, .0764887-.0047287*ii, -.00708971-.00859427*ii, .0711905+.454872*ii, .098666-.0337146*ii, .462544-.927713*ii
.919639+.126587*ii, -.252738-1.84943*ii, -.354763+.143917*ii, -1.48528+2.58371*ii, .23423-.386495*ii, -1.62904-.298347*ii, -1.69298+2.18806*ii, -.292279+.0969628*ii, .586143-1.10982*ii, -.443604-1.38075*ii
.557226-.166304*ii, -.480397+.0206959*ii, .172328-.204329*ii, -2.30866+.444817*ii, -.497485+.127302*ii, -1.47605-.740825*ii, -1.21247+.631803*ii, .164595+.824096*ii, .927806+.118335*ii, .849589-.072352*ii
1.94032+1.32636*ii, -.0856563+.0582333*ii, .451894+2.62748*ii, .22894+.0362025*ii, -.00189479-.00163481*ii, -1.95037-1.31449*ii, .396199+.373901*ii, -1.38135-2.03875*ii, -.0215199-.0786439*ii, -.779236+1.09056*ii
.448039+.223189*ii, .178052+1.16493*ii, .12187-.088463*ii, -1.82461-1.06649*ii, -.976653+.456491*ii, -1.00615-1.02984*ii, -.579465-.885063*ii, .240621+.18187*ii, .823055+.633561*ii, 1.17562+.471669*ii
-5.77444-2.06826*ii, -1.22892-6.51983*ii, -1.3988+2.23017*ii, .514293-.93721*ii, -.00284965+.000559676*ii, 4.70789+.31974*ii, -4.90815+4.34817*ii, -.131318+.0233785*ii, -4.77254+.848467*ii, -.97867+.988863*ii
.380544+.297771*ii, .640901-.158198*ii, -.034244-.536343*ii, -.415357+1.00329*ii, -.497357-.348873*ii, -.725529+.056498*ii, -.456813+.258115*ii, -.0057474-.379163*ii, .390501-.591696*ii, .417882-1.06875*ii
.636873-.240677*ii, .329968-.273436*ii, -.229516-.209318*ii, -.099509-2.96013*ii, -1.62495+.117031*ii, .406679-.875529*ii, -.77581-1.86128*ii, -1.09705+.328419*ii, -.575282+.767877*ii, -.093499+.789243*ii
-.532492-.542847*ii, -.0915155+.205447*ii, -1.25039+.368822*ii, .409191-.351843*ii, -1.16729+.170904*ii, .234098-.032748*ii, -.408887-.0347743*ii, .915327-.362032*ii, -.754562-.257547*ii, -.466282+.426039*ii
.468152-.0884758*ii, .186865-.198796*ii, .545504+.008716*ii, 2.38616-.791537*ii, -1.11556-.967943*ii, .353564+.609755*ii, 1.04706-.581678*ii, -1.17247-.739633*ii, -1.23527-.227331*ii, -.486627+.265316*ii
-.278586+.162691*ii, .0030523+.154883*ii, .0737-1.40647*ii, -.129772+.0654105*ii, -1.10135-.542781*ii, .110621+.0338358*ii, .0255111-.0393352*ii, .222205+.428893*ii, .158062+.0367824*ii, .713494-.917003*ii
-.224703-.160349*ii, -.0701534+.141611*ii, -1.2467-.442216*ii, .509806-.007965*ii, -1.27996-.128657*ii, .21276-.0494423*ii, -.115832-.0799569*ii, .810195-.128978*ii, -.402712-.398763*ii, -.509216-.3675*ii
.78589-.03021*ii, .512492-.919226*ii, .275657+.22583*ii, -3.13169+.805912*ii, .0995315+.363422*ii, -1.76338-.851672*ii, -2.43682+.727966*ii, -.41569+.318477*ii, 1.11658-.154804*ii, 1.02849-.512404*ii
.694071-.11486*ii, -.611784-.40515*ii, -.109175+.359787*ii, -2.54358+2.76777*ii, .274197+.0329219*ii, -2.36854-.393307*ii, -1.44752+2.21318*ii, .675746+.360497*ii, 1.22587-.823815*ii, .465176-.697287*ii
-.087769+.148812*ii, .00516155-.0160176*ii, .189162-1.05618*ii, .000538514-.000850163*ii, -.999151-.552987*ii, .00067478+.011416*ii, .0000792499+.000154755*ii, -.0635817+.263208*ii, .0252602+.0155021*ii, .553693-.704581*ii
.109678+.0491862*ii, -.11361+.0210677*ii, -.123653-1.19626*ii, -.0417738+.188227*ii, -1.0897-.532892*ii, -.144748+.0096716*ii, -.0138398+.0185897*ii, .126731+.437328*ii, .135291-.165161*ii, .300453-.821649*ii
1.49861+.267012*ii, 2.04234+5.29868*ii, 1.01864-3.10676*ii, 1.36401-4.4271*ii, -3.19707-.189166*ii, .0102239+.265221*ii, 3.2262-6.27027*ii, .0289167+.158997*ii, 1.02978+1.02973*ii, 2.29732+.486687*ii
.490029+.32967*ii, -.217094+.0648264*ii, 1.26199-.273707*ii, .411437-1.00191*ii, -.909168-.708756*ii, -.247668-.233489*ii, .531915-.355325*ii, -1.21994+.005228*ii, -.255077+.557598*ii, .658333+.298577*ii
.827913-.006761*ii, -.217215+.219261*ii, .020117+1.86939*ii, -.158388+1.43735*ii, .0373286-.00049803*ii, -1.81232-.121475*ii, -.121414+1.19107*ii, .06794-1.22329*ii, -.047985-.729813*ii, -.317245+.704371*ii
.796123+.274144*ii, .187217-.102145*ii, -.019844+1.88808*ii, .096900+1.13645*ii, .0397907-.0163663*ii, -1.479-.219482*ii, -.234406+.931316*ii, -.25716-1.56702*ii, -.213952-.689696*ii, -.409416+.50005*ii
.0270547+.379768*ii, .169752-.0475433*ii, .694472-.91315*ii, -.114475-.106715*ii, -.820461-.609463*ii, -.126804-.0719331*ii, .0374297-.0463612*ii, -.471413+.08224*ii, .11105+.181195*ii, .864184-.652903*ii
.791263+.042191*ii, -1.27761+1.13917*ii, -1.09679-.555477*ii, 2.4991-1.39343*ii, -2.21273-.660223*ii, .322832-.237217*ii, 2.03623-.997132*ii, .266714+.145877*ii, -.875837-.003877*ii, -1.5522+.595449*ii
-7.54874-2.9706*ii, 1.01746-9.16427*ii, -2.62995+.707401*ii, .68033-.804334*ii, -.000617909+.0010179*ii, 7.03473+1.49663*ii, -7.52499+4.05071*ii, -.10264+.0383391*ii, -5.77247+.016981*ii, -1.00077-1.12135*ii
.437208+.238375*ii, -.161963+.167342*ii, .702674+.649136*ii, .728381-.738575*ii, -.771142-.430909*ii, -.377621-.22993*ii, .494512-.149283*ii, -.84572-.649807*ii, -.552902+.266015*ii, .12875+.721249*ii
1.11093-.542181*ii, -.261671-.200445*ii, .871514+1.87706*ii, -.766282+.258585*ii, .00216369+.0178044*ii, -1.85034-.213879*ii, -.711083+.702733*ii, -.905867-.527574*ii, -.152916-.184028*ii, .155862+1.38707*ii
.635692+.031092*ii, -.0765506+.269294*ii, -.650616+1.48564*ii, -.09449+2.47442*ii, .0701185-.015997*ii, -1.83339+.138044*ii, -.137001+1.57003*ii, .812572-1.31953*ii, .151592-1.28269*ii, -.5519-.044058*ii
-.651991+3.39809*ii, -.0790629+.108371*ii, .450281+2.14841*ii, .262008-.30059*ii, .00356149+.00419979*ii, .064247-2.29104*ii, .850605+1.08631*ii, -.532944-2.97873*ii, -.175698+1.21171*ii, .382052+.0947696*ii
1.5095+.233109*ii, 2.61045+5.23646*ii, .908542-2.9155*ii, 1.17647-4.54072*ii, -3.09595+.017971*ii, .0060093+.281007*ii, 2.83436-6.57996*ii, -.0188585-.156965*ii, 1.0404+.930052*ii, 2.3915+.458545*ii
4.60337+3.30536*ii, -3.53627+4.69436*ii, .00228357+.00166807*ii, .656489-.694005*ii, -2.14038-.601655*ii, -3.72457-3.21277*ii, 5.31599-1.02483*ii, .0923375+.100957*ii, 2.47192+.917765*ii, -1.42371+1.06078*ii
.885624+.105554*ii, .260089-.0506278*ii, .805511-1.5772*ii, -.188541-1.35302*ii, -1.33524-.656641*ii, -.146199-.247335*ii, -.024160-1.21817*ii, -1.1857+.81652*ii, .24252+.408309*ii, .726278-.511446*ii
.996704-.022628*ii, .23681-.0040584*ii, 1.21577-2.10749*ii, .609168-1.44263*ii, -1.52206-1.09172*ii, .0852321+.217834*ii, .574516-1.45166*ii, -1.52517+.998888*ii, .03918+.339284*ii, .733655-.665174*ii
-.0765659+.169915*ii, .00238488-.0181697*ii, .16217-1.0456*ii, .000284752-.000951548*ii, -1.00187-.545439*ii, -.00205867-.0112604*ii, .00013988+.00012124*ii, -.0576329+.250019*ii, .0300924+.0134401*ii, .53002-.710938*ii
.618292-.231483*ii, -.725488-.023226*ii, .453638+.453257*ii, -2.70243+1.50746*ii, .0412431+.144133*ii, -2.17711-.620965*ii, -1.32194+1.55762*ii, .305481+.608092*ii, 1.10653-.142916*ii, .95611+.076869*ii
.635725+.057678*ii, -.24922+.108385*ii, 1.32042-.243567*ii, 2.11129-1.3991*ii, -1.23011-1.12113*ii, .229588+.35744*ii, 1.4229-.767671*ii, -1.59551-.262141*ii, -1.02233+.344842*ii, .025328+.596307*ii
.704203-.133732*ii, .382137-.252822*ii, .0646289-.222649*ii, -1.79175-2.24805*ii, -1.15839+.404363*ii, -.386736-1.20818*ii, -1.56239-1.34347*ii, -.874055+.638907*ii, .276891+.833041*ii, .682086+.522414*ii
.727847-.271938*ii, -.0240085-.484403*ii, 1.07104+.849464*ii, -2.00631+.104401*ii, -.0150885+.0802245*ii, -1.60115-.550555*ii, -1.4319+.62158*ii, -.879554+.137661*ii, .440769+.212546*ii, 1.0179+.604605*ii
1.26664-.026871*ii, .310204+.0718417*ii, -.128231-2.36468*ii, .068689-1.37228*ii, -1.8336-.653211*ii, -.025869-.216322*ii, .050129-1.74002*ii, -.775403+1.20386*ii, .399238+.0261591*ii, .08592-1.05741*ii
.765249-.171986*ii, .179162+1.08691*ii, -.909842-.096178*ii, 1.85786-2.41873*ii, -2.04932-.107816*ii, .437047-.260106*ii, 1.00574-2.17046*ii, -.191217-.445953*ii, -.913951+.144531*ii, -.914501+.92049*ii
-3.18313+7.42249*ii, -7.3073-1.7448*ii, -.00130803-.000587848*ii, .512394-.692774*ii, -1.19823-1.63684*ii, 2.82036-6.26195*ii, 3.5111+6.00843*ii, .1164+.0343034*ii, -.296748+4.61503*ii, -.976818-1.15899*ii
-.735633-.107399*ii, .33654-.0146205*ii, .59026+.038966*ii, .225898-.232746*ii, -.646338-.340153*ii, .216149+.269851*ii, -.191174+.146954*ii, -.141283-.483558*ii, -.559826+.172945*ii, .894301+.115195*ii
.681187+.410431*ii, .0004154-.00434236*ii, .0000147607-.00000609678*ii, -.0000214449-.0000465852*ii, -.777995-.312509*ii, -.655559-.424422*ii, .00000451205-.0000405349*ii, -.37176-.343187*ii, .0637749-.124271*ii, -.0395631-.206398*ii
.744891+.000006*ii, .441506-.51458*ii, .326752-.295967*ii, -2.2689+.105829*ii, -.379365+.127601*ii, -1.25163-.695072*ii, -1.69008+.078818*ii, -.492966+.443313*ii, .862712+.032709*ii, .949062-.458201*ii
.217887+.391977*ii, .113047-.114039*ii, -.252729+1.11135*ii, .818074+.133792*ii, -.55463-.189576*ii, -.369371-.2473*ii, .125804+.349818*ii, -.21973-1.29368*ii, -.636593-.284226*ii, -.469476+.324537*ii
.6775+.121579*ii, .367087-.467776*ii, -.347621+.64424*ii, -1.24457+2.34162*ii, .183148-.0177323*ii, -1.76876-.079858*ii, -1.12789+1.43513*ii, .343712-.705993*ii, .638475-1.09974*ii, .056618-.811219*ii
.7574-.568918*ii, -.157511-.305346*ii, 1.23771+1.55555*ii, -1.20139-.160806*ii, -.0169923+.0341108*ii, -1.57277-.272397*ii, -1.00142+.561699*ii, -1.05167-.235897*ii, -.099149+.179965*ii, .723588+1.35691*ii
.304597+.135211*ii, -.0435785+.186053*ii, -.277596+.852672*ii, .808946-.141874*ii, -.783887-.183289*ii, -.387526-.17603*ii, .265585+.0661639*ii, -.101987-.940641*ii, -.591604-.221502*ii, -.43192+.491158*ii
.301497+.380076*ii, .147033-.184022*ii, -.764881+.378342*ii, .531855+.600425*ii, -.701284-.213531*ii, -.395492-.218547*ii, -.0678542+.383171*ii, .180842-.89718*ii, -.287089-.57596*ii, -.606386-.387196*ii
1.86168+1.83306*ii, -.0808903+.0691682*ii, .404089+2.62796*ii, .256077-.0398939*ii, -.00259812-.00026016*ii, -1.80945-1.63406*ii, .549859+.395134*ii, -1.40067-2.27533*ii, .0561203+.0898464*ii, -.777745+.903308*ii
.586354-.164477*ii, -.082258+.52476*ii, .0946205-.188219*ii, 2.57109+1.06532*ii, -.943622-1.10673*ii, -.374324+1.14293*ii, 1.68279+.201768*ii, -.08104-.843127*ii, -.773627-1.05812*ii, -.699196-.290194*ii
-6.2897-1.72815*ii, -1.65568-6.58299*ii, -1.50552+2.32385*ii, .511243-.906868*ii, -.00236132+.000171562*ii, 5.02858+.027646*ii, -4.78276+4.82042*ii, .131213-.0195976*ii, -4.8743+1.13181*ii, -.970417+.988283*ii
.632018-.122208*ii, -.569833-.128285*ii, -.0979097-.356498*ii, -1.57059+1.96519*ii, -.275255-.254463*ii, -1.69201-.166454*ii, -.752478+1.43397*ii, .521542+.54304*ii, .909894-.662187*ii, .353473-.780439*ii
.44679+.203767*ii, -.055012-.59986*ii, -.067127-1.15706*ii, .351189+.802077*ii, -.860457-.821852*ii, -.269631+.168521*ii, -.0065287+.429921*ii, -.291007+.2384*ii, .048124-.537055*ii, -.113485-1.2518*ii
.380711-.0294606*ii, .186652+.516795*ii, .126344-.30449*ii, -.991772+1.28547*ii, -.427639-.172756*ii, -1.30163+.078263*ii, -.339707+.518609*ii, .489744-.073442*ii, .695384-.52204*ii, .760101-.562056*ii
1.17821+.150571*ii, -.990674+4.79362*ii, 1.24201-.986884*ii, 3.95056-3.56845*ii, -3.00015-1.00246*ii, .0787676+.403398*ii, 5.19191-3.60956*ii, -.0862897-.155155*ii, -.653341+1.10732*ii, .380276+2.28902*ii
.889861+.037159*ii, -1.90242+1.28527*ii, .27728-.353066*ii, 3.98712-.052564*ii, -1.76566-1.60879*ii, -.058779+.767237*ii, 3.54994+.101382*ii, -.232759-.162138*ii, -1.23038-.353508*ii, -1.44294+.673971*ii
-.00207421+.00491609*ii, .023634-.0314962*ii, .185696-.892923*ii, .122008+.0355118*ii, -.968964-.549828*ii, -.0757264+.119078*ii, -.00042765+.000526145*ii, -.106116+.202392*ii, -.0671233-.0821521*ii, .446728-.570404*ii
.592945-.096631*ii, .180804-.164765*ii, 1.0219-.40668*ii, -.343713-1.24694*ii, -.921264-.411286*ii, -.348033-.253941*ii, -.324296-.706155*ii, -1.20299+.322128*ii, -.0866285+.484377*ii, .793937+.26964*ii
.693087-.040041*ii, .211775-.0794354*ii, 1.5242-.966177*ii, 1.10262-1.59225*ii, -1.22611-1.01485*ii, .170091+.280072*ii, .700459-1.14772*ii, -1.75113+.269251*ii, -.532334+.467403*ii, .661003+.120859*ii
1.36108+.349814*ii, 2.08759+4.42177*ii, .506035-2.6716*ii, .378185-4.36066*ii, -2.92955+.196605*ii, -.0049746-.295425*ii, 2.04016-5.8029*ii, .0305645+.172599*ii, 1.10012+1.07817*ii, 2.08563+.373477*ii
.673182+.18183*ii, .19009-.226232*ii, -.576059+1.42487*ii, -.14248+2.0744*ii, .0817215-.0297226*ii, -1.57375-.026136*ii, -.473103+1.37054*ii, .352214-1.3635*ii, .048481-1.15042*ii, -.570249-.194269*ii
.962428+.174695*ii, .101046+3.10151*ii, -.0627348-.412992*ii, 1.44399-4.10166*ii, -2.60627+.143201*ii, .214146-.767582*ii, 2.10628-3.6953*ii, -.108863-.202242*ii, -.320196+1.19714*ii, .27556+1.86157*ii
1.20293+.186428*ii, -1.58563+5.03402*ii, 1.24006-1.18765*ii, 4.207-3.46218*ii, -3.16942-1.18096*ii, .0542111+.382688*ii, 5.70619-3.38047*ii, .0913613+.141736*ii, -.638527+1.17837*ii, .225543+2.34909*ii
.990084+.048374*ii, -2.67641+1.725*ii, .0946761-.438477*ii, 4.24393+.238733*ii, -1.95315-1.73488*ii, -.256328+.715458*ii, 4.1903+.441662*ii, .180668+.130354*ii, -1.15362-.367795*ii, -1.74432+.82241*ii
.824252+.034215*ii, -.538114-1.01749*ii, -.791842+.451412*ii, -1.50082+2.68136*ii, .0880629-.120111*ii, -1.86148-.373231*ii, -1.3288+2.15876*ii, .477905-.0110157*ii, .687177-1.14173*ii, -.543531-.962348*ii
.546278-.075081*ii, .0238928+.477736*ii, .025620+.640452*ii, -1.64015+2.30421*ii, .124652+.0913168*ii, -2.13224-.028073*ii, -.722975+1.38189*ii, .794209-.428139*ii, .937775-.842393*ii, .661383-.314968*ii
.247315+.405246*ii, .675981-.111135*ii, -.110573-.806328*ii, -.324824+.735357*ii, -.659347-.368738*ii, -.456187-.0096533*ii, -.378335+.0502311*ii, .0301671-.310186*ii, .369732-.466705*ii, .460006-1.18976*ii
.143215+.11894*ii, .0624611+.182264*ii, -.756742-.614672*ii, .149363+.519382*ii, -1.01169-.277197*ii, -.285872-.0492444*ii, -.0403844+.0921483*ii, .551428-.140053*ii, .0522017-.488324*ii, -.161333-.727181*ii
.790938-.052206*ii, -1.28755-.485266*ii, -.138006-.111713*ii, .412584+3.06419*ii, -.21447-1.0074*ii, -1.56638+.488467*ii, .486299+2.40204*ii, .372596+.125584*ii, .19675-1.29319*ii, -.767565-.947867*ii
1.03202+.314545*ii, -1.17841+3.56754*ii, .245724-.559684*ii, 2.24893-3.47753*ii, -2.73518-.38301*ii, .006632-.624966*ii, 3.41477-2.88148*ii, .120659+.15246*ii, -.37454+1.2318*ii, -.024229+2.03135*ii
.00267935+.0072507*ii, -.0294628+.0204295*ii, .066430-.946293*ii, .0723146+.0581592*ii, -1.01353-.520362*ii, -.0879909+.0770087*ii, -.000227939+.00068016*ii, .0045011+.258125*ii, -.020243-.0949882*ii, .400336-.601494*ii
.710797+.12385*ii, -.226638+.0309911*ii, 1.75058-.982945*ii, 1.42854-1.49321*ii, -1.2556-1.23025*ii, .155825+.262599*ii, 1.20034-.884446*ii, -1.81442+.333187*ii, -.58259+.574125*ii, .596748+.198478*ii
.160909+.402037*ii, .117875-.0820894*ii, .570608+1.03234*ii, .664196-.271039*ii, -.47345-.330195*ii, -.351395-.210469*ii, .215843+.223419*ii, -.71361-1.13529*ii, -.621278+.097463*ii, .127552+.553854*ii
1.10885-.420811*ii, -.228112-.156819*ii, -1.00151-2.08309*ii, .262839-.996164*ii, -1.94672-.529557*ii, .0409811-.183036*ii, -.127747-1.2152*ii, -.179945+1.36823*ii, .103839-.284561*ii, -.6963-.898629*ii
.945355-.518344*ii, .007488+.575579*ii, -1.80966-1.29032*ii, .899224-1.26254*ii, -2.13822-.119837*ii, .156407-.165505*ii, .195656-1.65965*ii, .508077+.586688*ii, -.25397-.474111*ii, -1.19518-.291703*ii
1.11106+.052980*ii, -.222499-.0892216*ii, .108255-2.3103*ii, .236207-1.01855*ii, -1.72904-.878537*ii, -.027748-.19065*ii, .316402-1.11915*ii, -.801715+1.33204*ii, .303044+.0942538*ii, .041242-1.03273*ii
-.104824+.137222*ii, -.00317414+.0115*ii, .148576-1.03396*ii, .0000127262-.000446658*ii, -1.00747-.532673*ii, .00228691+.00738516*ii, .000059957+.0000485665*ii, -.0180775+.253813*ii, .0195048+.0107787*ii, .538702-.683287*ii
1.01847-1.15972*ii, 1.1483+.132883*ii, -1.79674+.286242*ii, .447061-1.30235*ii, -1.49725+.487059*ii, -.256531+.103599*ii, -1.05504-1.84487*ii, .173904-.39963*ii, -.628514-.847292*ii, -1.14232+.494697*ii
3.89078-3.41496*ii, -4.17615+6.08058*ii, 3.8496+5.697*ii, .506577+.6776*ii, .000388362+.000131936*ii, -6.79029+1.28906*ii, 4.28496+.906452*ii, .0467972+.086157*ii, .111075-.122045*ii, .542474+7.9323*ii
-.897109-.354494*ii, .253925-.143085*ii, -.307289+.855581*ii, .427447-.411985*ii, -.713497+.049618*ii, .368069+.0995784*ii, -.529513+.218068*ii, .280385-.85233*ii, -.994952+.013664*ii, .15905+.623657*ii
1.5002-.101468*ii, -2.02065-1.56893*ii, -1.0343+2.22849*ii, -.837354+1.74665*ii, .0120797-.0180201*ii, -2.11529-1.14564*ii, -1.07897+2.70529*ii, -.219203-.0714114*ii, -.161473-.757716*ii, -2.02975+.741627*ii
.673103-3.98832*ii, 2.44901+.45951*ii, .00489002-.0113261*ii, .476996-.510281*ii, -.974745+.190037*ii, -.798848+2.90525*ii, -1.7141-2.24589*ii, -.0630725+.224427*ii, -1.06023-1.76659*ii, .536127+1.19286*ii
1.92117+.147288*ii, 4.10221+2.02108*ii, -1.64018-3.20369*ii, -.642544-2.97669*ii, -2.51567+.669592*ii, .0585633-.219829*ii, -.796005-5.81337*ii, .046986-.176922*ii, 1.40097-.540889*ii, .833119-1.90063*ii
-.281579+4.3024*ii, -.0688641+.105011*ii, .237899+2.12147*ii, .22563-.271766*ii, .00207256+.00227752*ii, -.040806-2.92479*ii, 1.10571+1.04727*ii, -.679034-3.32761*ii, .159754+1.31081*ii, .126043-.344385*ii
-1.91729-.759156*ii, -.435447-.537895*ii, .0356031+.0641382*ii, .177244-.502233*ii, -.863982-.217292*ii, 1.08834+.33644*ii, -.721101+.82837*ii, .506625+.13113*ii, -1.22295+.44961*ii, .704727+.504481*ii
1.7288-1.50245*ii, .30888-.199287*ii, -.0244005+.0344833*ii, .018295-.51182*ii, -1.0065-.214957*ii, -1.26399+.527335*ii, -.737356-.912323*ii, -.866861+.534196*ii, -.24984-.769956*ii, -.488667+.635146*ii
