variable ordering: c0, c2, dp, r, Rad, u, L, mu, delP
-3.50247+5.05396*ii, .343137-2.59534*ii, 3.96966e-263+4.44602e-262*ii, 6.80636+.17795*ii, -1.48964-.360256*ii, -2.39563+1.98627*ii, .132322-1.63943*ii, -4.36663e-263+1.74665e-262*ii, -6.19268e-262-1.90544e-262*ii
.472646-.178587*ii, .0272303-.0228916*ii, -1.11254e-308-2.22507e-308*ii, 1.55962+1.76515*ii, .633485-3.71507*ii, -.745548+1.4226*ii, -1.90964+4.77229*ii, -2.22507e-308+2.78134e-308*ii, -8.9003e-308+2.22507e-308*ii
2.03562-.650318*ii, .297324+.162061*ii, 6.52299e-302-8.07086e-302*ii, -1.4588-1.33412*ii, -.987825-2.30976*ii, 1.45024-.719482*ii, -1.13327+.721664*ii, 5.30999e-302-3.59422e-302*ii, 1.54196e-302-1.29819e-301*ii
1.06876+4.8666*ii, -.117508+1.88309*ii, 5.48487e-196*ii, .374781-.32738*ii, -.225558-1.60933*ii, .14635-.14514*ii, 1.53033-2.33839*ii, 1.60533e-196+1.47155e-196*ii, -1.01671e-195-6.42132e-196*ii
-4.86976+1.89937*ii, 2.38313+1.65296*ii, 1.02584e-235-9.33699e-236*ii, 1.10514-1.5911*ii, -1.18505+.630805*ii, -2.14466+.875264*ii, .786131+1.32648*ii, 1.47426e-236-2.33425e-236*ii, -6.87989e-236-8.59986e-236*ii
-.092816+.742533*ii, .129701-3.08316*ii, -3.23698e-102+2.45564e-102*ii, .214156-.518865*ii, .492021+.0202609*ii, 3.00792+.968881*ii, -2.56271+1.9553*ii, -9.76674e-104-2.09287e-103*ii, -2.67888e-102+1.25014e-101*ii
-2.29072+.270188*ii, -.102479+.926448*ii, -3.30855e-72-1.384e-72*ii, -2.63621+2.7347*ii, .978855-1.23145*ii, -.250862+1.22138*ii, .105067-2.11529*ii, 3.71424e-72+1.83059e-72*ii, -6.03565e-73-2.90507e-72*ii
-1.46544-1.35655*ii, -1.09022-1.24124*ii, -5.93637e-197+6.01998e-197*ii, 1.12009-1.82809*ii, .056737+1.09797*ii, -.390365-1.17852*ii, .731323+.796186*ii, -1.25416e-198-8.57012e-198*ii, 6.68887e-197+2.50833e-197*ii
1.60272-2.65475*ii, -.197602+.0109065*ii, 1.04132e-259+1.81017e-260*ii, .595587+1.67433*ii, 3.49965-1.84987*ii, -3.50423+1.48202*ii, .014935-2.62179*ii, 6.42768e-260+5.39874e-261*ii, -9.87017e-260+2.25286e-259*ii
-.416959+.647921*ii, 1.65022+.196676*ii, 6.1175e-56-3.03038e-54*ii, 1.3054+.937271*ii, .577327-.360991*ii, .699862+1.05818*ii, -.644296+.185905*ii, -5.32093e-56-1.61858e-55*ii, 8.58995e-55-1.70525e-54*ii
.366196-1.09338*ii, .471393+.985712*ii, -1.46455e-242+4.92088e-242*ii, 3.80842-.293869*ii, -.952232-.385453*ii, -.995248+.106937*ii, 1.72878+1.07239*ii, 1.23022e-242+9.37311e-243*ii, 3.28059e-242-3.51491e-242*ii
.789542+.139041*ii, .265358-.0767814*ii, -5.57646e-158+4.55221e-158*ii, 1.77031+.008979*ii, -.385035+1.65948*ii, .499086+2.08531*ii, -.990652+.207461*ii, -9.10442e-159+2.2761e-158*ii, -2.04849e-158+9.10442e-158*ii
.279871+1.21378*ii, -1.14021+1.20259*ii, 8.82539e-184-6.47195e-184*ii, .0171111-.466103*ii, .410082+.763859*ii, 1.06327-.053070*ii, -.661514-1.50682*ii, -1.46171e-184-2.9418e-185*ii, 1.00021e-183+5.88359e-184*ii
1.23322-.066989*ii, -1.72283-.663213*ii, 4.49441e-95+2.90264e-95*ii, -.346558-1.47683*ii, .79981-.1712*ii, .810612-3.1633*ii, -.640458+1.04821*ii, -5.8521e-96-1.98971e-96*ii, 2.83241e-95-5.61801e-95*ii
-.464505-.326055*ii, -.716407-1.39074*ii, 5.24834e-141-2.42736e-140*ii, .748145+.24324*ii, -.144073-.584817*ii, -.818756+.551729*ii, -.937203-.564562*ii, 4.14127e-141+1.80412e-141*ii, 1.31209e-140-2.71438e-140*ii
-.243206-3.16979*ii, -2.31883-2.45838*ii, -5.094e-41+9.54228e-41*ii, 1.26446+.769471*ii, .323277-.914446*ii, .895645+1.43299*ii, .0315496-.383906*ii, -1.89904e-41-9.86514e-42*ii, -2.78914e-41-8.25085e-42*ii
.702196-2.51168*ii, 1.40869-.205464*ii, 1.74304e-257+3.12187e-258*ii, .55706+1.59166*ii, -.737985-1.13462*ii, -1.17365-.40845*ii, .268316-.589804*ii, 3.05683e-258+1.04062e-258*ii, -8.32499e-258+1.0016e-257*ii
.527967+.175327*ii, -.345154-.0170611*ii, -2.74889e-131-5.4543e-131*ii, .119558-.424235*ii, -1.25714-.171541*ii, -1.26025+.603089*ii, .990167-.679183*ii, 6.28337e-132-8.3719e-133*ii, 4.50086e-131+5.83128e-131*ii
-.018421+.193621*ii, -1.12793+1.25214*ii, 4.18622e-203+1.3518e-203*ii, -.148842-.0804103*ii, .106607+.32256*ii, 1.72625+.179412*ii, 1.95048+.784558*ii, -5.22811e-204-6.71228e-204*ii, -4.14635e-203-7.90399e-203*ii
1.68277+.180918*ii, -.724271+2.57505*ii, -3.74511e-223-3.05916e-223*ii, -.876894+1.82323*ii, .607424+.513558*ii, .624842-.536434*ii, 1.09045-1.22528*ii, 3.4311e-225+5.12884e-224*ii, 5.01381e-224-3.07678e-224*ii
2.25917-.930734*ii, 3.6791+3.93906*ii, 4.28088e-196+3.4247e-195*ii, 1.00637+.080326*ii, -.383025-.553724*ii, -4.14568-1.58298*ii, -.763753-3.1724*ii, 3.34444e-196+1.60533e-196*ii, -3.4247e-195+2.35448e-195*ii
-2.43822-1.71518*ii, -2.73353-4.63378*ii, 3.91926e-200+1.5677e-199*ii, 2.59763+3.37506*ii, .156916+.727655*ii, 3.44275-.92069*ii, 4.57226+3.2104*ii, -5.22568e-200+4.89908e-200*ii, 4.70311e-199+1.5677e-199*ii
.562922-2.98623*ii, .647192-.131266*ii, -3.81867e-152-4.20054e-151*ii, -1.93256+.103167*ii, -1.19737-1.77989*ii, -1.59147-1.50924*ii, -5.96095+2.40212*ii, -2.864e-151-4.96427e-151*ii, -1.87115e-150-3.05494e-150*ii
1.58206+.228818*ii, -.698963-1.0426*ii, 4.06999e-166-3.12033e-165*ii, -.359188-3.43057*ii, 1.03121-.458391*ii, 1.52443-.11966*ii, -.837934+2.41044*ii, 4.23958e-166+4.23958e-166*ii, -2.57766e-165-1.39058e-165*ii
-2.59894-.106556*ii, .87291+9.28377*ii, -3.31839e-264+6.82286e-265*ii, 2.83833+5.06241*ii, .397755-.347477*ii, -4.2946-1.80338*ii, 2.69952-.283521*ii, 2.47135e-266+1.18237e-265*ii, 2.23294e-264-2.03135e-264*ii
1.24283+.155049*ii, .14139-1.1654*ii, 3.81513e-106+4.36015e-106*ii, -.790961-.453196*ii, .731605-.729137*ii, 1.6062+3.02516*ii, 4.03513-1.19322*ii, 9.87847e-107*ii, -2.39808e-105
.373817+1.12917*ii, .159367+.0043931*ii, 6.31429e-195-5.99323e-195*ii, .167307-.0822571*ii, -1.5687+2.23603*ii, -.466387-.838203*ii, 1.25396+1.49784*ii, -1.2147e-194+7.27749e-195*ii, -1.66954e-194-8.5618e-196*ii
-1.42665+3.63041*ii, -.185932+3.09186*ii, -6.42952e-225+1.60494e-224*ii, 1.32251-.937109*ii, -.175666+1.10836*ii, -.19154-1.58578*ii, 3.16673+1.66338*ii, 1.93276e-225+4.8726e-226*ii, 4.06429e-224-3.43668e-224*ii
3.76848-3.10694*ii, -1.33032-.180304*ii, 4.7381e-176-7.89683e-176*ii, -3.21054+3.42692*ii, 1.7477-.763962*ii, 2.59135+.042316*ii, .327308+4.82448*ii, -4.7381e-176+9.47619e-176*ii, -4.42222e-175+2.36905e-175*ii
-2.25752-1.1762*ii, -1.11873-2.2241*ii, 4.63969e-166-2.09276e-165*ii, -.736669-.560689*ii, .3106+.962287*ii, -.071554-.617865*ii, 1.61136+.80656*ii, 2.0923e-166+1.17019e-166*ii, -2.37681e-165+2.81958e-165*ii
.737223-1.0885*ii, -1.4212-.918964*ii, -4.75484e-132-4.05042e-132*ii, -.0143839-.46541*ii, .629824-.616533*ii, .612343+1.06847*ii, .671172+.418773*ii, 9.79585e-133, -1.57944e-132+4.75484e-132*ii
1.41653+.132175*ii, 1.10861-3.94827*ii, 3.02007e-32-8.59056e-32*ii, -.777688+.15364*ii, .377207-.452361*ii, .698179+.952304*ii, .18198+.351446*ii, 1.34078e-33+1.93949e-33*ii, 6.45489e-33-2.01636e-33*ii
2.17975+.779392*ii, 2.63441+1.06833*ii, -9.91625e-112+2.43642e-111*ii, -.606745+.394781*ii, .018891+.902191*ii, 1.01049+.482988*ii, -.870886-.902055*ii, 7.32958e-113+3.10441e-112*ii, -2.8961e-111-2.436e-114*ii
.761524-.341974*ii, -.13832-.754118*ii, -1.57324e-246+1.81878e-246*ii, -.813079-.746777*ii, -.643926+.821075*ii, .122841+1.32398*ii, -.536364-.1865*ii, -5.04419e-247-5.6315e-247*ii, -1.38553e-246+1.60663e-246*ii
-2.209+5.2868*ii, .050681-.0496636*ii, 5.5569e-163+2.77845e-162*ii, .206152-2.91109*ii, -8.80711+1.78415*ii, -1.31614+2.10633*ii, 1.06039+1.20486*ii, -5.66803e-161+9.78014e-161*ii, 2.3339e-161-3.33414e-162*ii
3.45044-9.47732*ii, 4.4305-5.04742*ii, 1.78306e-98+4.43479e-98*ii, 1.29492+8.06145*ii, -.226167-1.20441*ii, -3.03211+3.03124*ii, -3.44393+4.59796*ii, -1.6359e-99+2.85747e-99*ii, 1.6459e-97+1.20699e-97*ii
.625793+2.69165*ii, -.373411+.0673435*ii, -3.16949e-71-1.13196e-70*ii, .233208+.25172*ii, -1.95539-1.85997*ii, -3.47945+.474557*ii, .042171-.840863*ii, 1.01876e-71+4.52784e-71*ii, 2.7733e-71-1.35835e-71*ii
.551843-2.81296*ii, -.204233-.00058*ii, 0, .579835+1.3862*ii, 2.88952-2.38463*ii, -5.75819+1.00528*ii, -.105201+3.54506*ii, 0, -4.94066e-324*ii
-6.36114+2.24008*ii, .0678352+.178553*ii, -1.04644e-103-6.27862e-104*ii, -1.38682+3.6944*ii, -4.25281+4.14993*ii, -.039175-.775415*ii, -2.54709-1.31981*ii, 1.6743e-103+4.7264e-103*ii, 5.58099e-104-2.09287e-103*ii
-.749251+1.5436*ii, 1.05538-1.00632*ii, 3.06853e-192-1.31509e-192*ii, -1.9103+.539088*ii, 1.06746-.192756*ii, .632406+.061416*ii, -.977012-.456053*ii, 5.47952e-193+3.35621e-193*ii, 4.82198e-192-4.38362e-193*ii
.637523+.12793*ii, -.050144-1.61462*ii, -1.04147e-222-2.80968e-223*ii, .539493+.81463*ii, .496954-.394407*ii, 1.44224+.912954*ii, -.417867+2.87995*ii, 2.97177e-224-1.55174e-223*ii, -1.21032e-222+2.95016e-222*ii
-.918095-.086581*ii, .216708-.0323057*ii, 3.31217e-170+7.45238e-170*ii, 1.75385+1.36393*ii, 2.03654+.247643*ii, -.965635-.730171*ii, 1.67633-.243821*ii, 9.93651e-170, -9.93651e-170-1.78029e-169*ii
.898846+.293406*ii, -1.82618-.398295*ii, -6.13707e-192+1.05207e-191*ii, -.409911+1.18898*ii, -.710341-.035825*ii, -.133785-2.04256*ii, -2.65368-.129727*ii, 5.47952e-193-2.19181e-192*ii, -1.75345e-191+3.15621e-191*ii
1.46979+.157301*ii, .195799+.59086*ii, 7.35776e-197+5.3511e-197*ii, .48387-.318195*ii, .8343+1.29564*ii, -2.42498+.881197*ii, -.312248+.332824*ii, 7.35776e-197+2.05108e-197*ii, -8.36109e-198-2.84277e-197*ii
-.831754-1.41884*ii, -5.47578+1.84057*ii, 4.38907e-98-2.12138e-97*ii, -1.279+.85861*ii, .336508-.414079*ii, -2.1313-4.47851*ii, -3.09001+1.59747*ii, -4.57195e-99+1.50874e-98*ii, -1.75563e-97-5.26689e-97*ii
1.55077+1.65637*ii, .648488+1.43892*ii, -2.30824e-127-1.42823e-127*ii, -.629795+.609033*ii, -.196389-1.18282*ii, 1.1511+.720223*ii, .00287986-.0597059*ii, -3.9673e-128+3.02957e-128*ii, 7.1231e-129-8.65592e-129*ii
-1.06682+1.41607*ii, .142882+.0963865*ii, 1.91922e-274-9.67313e-275*ii, 1.87487-1.60811*ii, -2.32629+2.20795*ii, 1.87545-2.26137*ii, -.294632-3.45523*ii, 1.57598e-275+1.06697e-274*ii, 4.35623e-274+6.85297e-274*ii
-.673118+.456884*ii, -2.95631+.043039*ii, 4.6471e-120+1.27021e-118*ii, 1.93148-1.30088*ii, .150442+.502516*ii, 3.5043-1.68437*ii, -.273144+.623185*ii, 1.06496e-120-1.62649e-119*ii, 2.71081e-119+1.05528e-119*ii
.674304-.508277*ii, -1.43467+.381348*ii, -1.34373e-236+2.94852e-236*ii, .015919-2.05381*ii, .740193-.144702*ii, -1.23179-2.00673*ii, -1.15802+1.14573*ii, 6.68025e-237-7.37131e-237*ii, 3.68565e-237+2.21139e-236*ii
-1.83308-.658437*ii, 2.41058+.95039*ii, 5.22084e-154-7.92449e-154*ii, -1.24255+3.32949*ii, -.866896+.013308*ii, 1.63882-2.74987*ii, 4.91667-3.55805*ii, 1.63151e-155-9.78907e-155*ii, 7.45834e-154+4.475e-153*ii
-.290848+2.56852*ii, 1.56584+1.2198*ii, 0, -1.21682-.640991*ii, .55797-.995481*ii, -.704572-.990667*ii, 2.80307-.240718*ii, 0, 0
.60695-2.92901*ii, -.0369911-.0317939*ii, -2.8919e-180-2.53042e-180*ii, -6.6694+.829332*ii, -3.97619+6.74646*ii, -5.18361+.377595*ii, 7.13707-.82886*ii, 1.06036e-179-1.44595e-179*ii, 7.71174e-180-3.32569e-179*ii
2.63355-1.07268*ii, .174085-1.73687*ii, -1.38639e-273-3.69704e-273*ii, -.455319-1.3674*ii, -.658459+1.09338*ii, -.315423-.465696*ii, .390343+1.42816*ii, 3.52374e-273-1.15532e-274*ii, -1.38639e-273+5.08343e-273*ii
3.87884+1.57444*ii, 3.6145-1.58888*ii, -6.27554e-127+6.34767e-127*ii, .300476-.099712*ii, -.400857+.948453*ii, -1.82825+.883359*ii, .950201+2.39769*ii, -6.13578e-128+3.41728e-128*ii, 2.02837e-126+9.26183e-127*ii
-.220251+.595138*ii, .111599-.971784*ii, -9.88131e-324-4.94066e-324*ii, .329312+.27938*ii, -.799651-.096468*ii, .827817+.45945*ii, -1.36797-.325379*ii, 0, -9.88131e-324-4.94066e-324*ii
-1.26653+.470682*ii, .251136+.167843*ii, 1.76472e-193-9.48616e-194*ii, -1.58258-1.04875*ii, 1.88327-.962529*ii, .048623+.85053*ii, -.659473+1.62581*ii, 2.54545e-193-1.26915e-193*ii, -8.17648e-194-3.73333e-193*ii
-1.09285+.557773*ii, -.28323+.421489*ii, 0, -.146924+.72989*ii, .38999-1.50469*ii, 1.39915+.318561*ii, -1.09065+1.31823*ii, 0, 4.94066e-324*ii
-2.0584+2.18356*ii, -3.91461+.971392*ii, 4.21875e-92-3.06818e-92*ii, 1.54495+3.88253*ii, -.243203-.827562*ii, -.489571-4.39647*ii, 5.05936+2.75323*ii, -2.2532e-92+2.4929e-92*ii, -1.72585e-91+3.83523e-92*ii
.493231-.638911*ii, .550795+1.22686*ii, 4.92032e-142-8.20053e-142*ii, -.34205+1.90479*ii, -.664601-.398112*ii, .090433+.324475*ii, 1.63792-.137299*ii, -6.56043e-142-4.92032e-142*ii, 1.23008e-142+1.14807e-141*ii
-2.29568-4.23677*ii, 1.19762+1.25229*ii, 1.54374e-263-2.97725e-264*ii, .575454+1.23446*ii, -1.65283-.221572*ii, .211518-.647479*ii, -1.16491-1.91075*ii, 1.61268e-264-1.86078e-264*ii, 1.68711e-263+1.78635e-263*ii
.214669+.0203265*ii, .146557+.0388485*ii, 6.40073e-98+1.57275e-97*ii, 1.62592+2.37743*ii, .098101+1.18851*ii, -1.19607+.320044*ii, 2.76649+.676924*ii, 2.06652e-97+7.68088e-98*ii, -7.31512e-98-4.46222e-97*ii
.383146-1.78946*ii, -.589753-1.57721*ii, 1.41571e-238+5.3989e-240*ii, .678923+1.54965*ii, .292481-1.00063*ii, 1.85445+.064554*ii, -1.70847-1.66383*ii, -4.87401e-240+2.06958e-239*ii, 2.59148e-238+2.18656e-238*ii
2.28238-.034023*ii, 2.1786+1.02383*ii, -1.10727e-99+2.28597e-100*ii, .048592+1.61708*ii, -.219262-.948779*ii, -3.30365+.028574*ii, 1.99455+.400412*ii, -9.64396e-101+7.50085e-101*ii, 2.10024e-99+2.8575e-101*ii
-.013582+4.42835*ii, -3.79243+1.61199*ii, -4.10116e-101+5.32631e-101*ii, -.613823+.291407*ii, .570625+.865462*ii, 2.20608-.274883*ii, .0696034+.001661*ii, 3.45828e-102-1.89387e-102*ii, -7.25195e-104+6.69227e-104*ii
-.464681+1.96735*ii, -.411742+.277011*ii, -1.87416e-243+3.13734e-243*ii, -.72126+.102445*ii, .736079+1.87928*ii, -1.59509+.183867*ii, 2.6344+1.47863*ii, 5.85819e-244-1.5189e-243*ii, 1.6427e-242-1.8673e-243*ii
-1.8396+.16823*ii, .0082186+.218182*ii, 6.74701e-80+2.6988e-79*ii, -1.68373+.107134*ii, -2.00098+2.1111*ii, .383497+.787791*ii, 4.05973+.391325*ii, -1.3494e-79+5.22893e-79*ii, -1.3494e-79-1.21446e-78*ii
2.23454-1.56497*ii, -2.22261+1.74168*ii, 1.07022e-195+7.59856e-195*ii, .358693+5.44014*ii, -.982559-.026392*ii, 2.17343-2.69226*ii, -.80964+1.40188*ii, 3.47821e-196-7.75909e-196*ii, 3.4247e-195+7.27749e-195*ii
.467437+.331572*ii, .00467874+.0105703*ii, 1.11736e-247-5.36333e-247*ii, -1.8809+.675638*ii, 1.86832+6.78874*ii, 1.28706-.435344*ii, 7.61646+4.98864*ii, -3.14649e-246-1.21569e-245*ii, -3.93311e-246+7.58018e-246*ii
2.7389+2.35632*ii, 2.0453-3.78696*ii, 9.81931e-191+5.74254e-191*ii, -4.27298+2.99509*ii, .713707-.574523*ii, .447961-2.2423*ii, 6.29981-4.42126*ii, 2.32332e-191+1.5781e-191*ii, -6.45269e-190+1.68331e-190*ii
1.16908+4.4984*ii, -1.53768+2.60179*ii, 1.05254e-201+2.22627e-201*ii, -4.45294+.388158*ii, .476088+1.14509*ii, 1.50464+.990771*ii, -.383772-2.01077*ii, 1.59475e-202-2.17684e-202*ii, -3.24053e-201+2.53884e-201*ii
2.75565-.014900*ii, 1.1178+1.87413*ii, 1.72045e-156+1.04113e-156*ii, -.654183-.785063*ii, -.557596-.97566*ii, -.571119+.334733*ii, -.054071+.813819*ii, 2.02494e-157-1.28015e-157*ii, 9.91279e-157-1.2227e-156*ii
-.0920055+.255332*ii, .829693-2.36377*ii, -1.11392e-213-4.1772e-214*ii, .359883-1.52419*ii, -.329144-.0013634*ii, -.537772+.904627*ii, .679782-.661797*ii, -1.8584e-216-1.3924e-214*ii, 8.35441e-214-3.481e-214*ii
-2.30187-1.14497*ii, 1.87033-4.28744*ii, 2.84138e-87+8.61546e-88*ii, 2.76827+1.26226*ii, -.510893-.537219*ii, 1.16943+2.62311*ii, 3.44058+2.26302*ii, 2.72087e-88+1.31625e-88*ii, -3.24295e-87-7.87235e-87*ii
-.759863+.141009*ii, 1.14746-1.39846*ii, -3.75082e-76-2.39671e-76*ii, .270686+.112281*ii, .613976+.224183*ii, -.978366-.563092*ii, -.956907+.721079*ii, 4.4615e-78-1.22551e-76*ii, -5.56071e-76+5.9863e-77*ii
-3.08438-4.25842*ii, -2.93875+3.26977*ii, 2.45483e-191+5.96172e-191*ii, -1.58395+1.47689*ii, .850725-.687232*ii, 1.5603+6.90592*ii, -2.42546+2.67462*ii, 9.86314e-193-3.01374e-192*ii, 2.31455e-190+9.81931e-191*ii
.003828-.91456*ii, 1.61455-1.29913*ii, 2.97177e-224+1.08065e-224*ii, .704342-.374448*ii, .285678+.599761*ii, -.62517+.800328*ii, -.049247+1.15289*ii, 5.06553e-225+3.88357e-225*ii, 1.14819e-224-2.29637e-224*ii
-.453902+.0234734*ii, 1.17501+.272784*ii, 7.35449e-185+1.39735e-184*ii, 5.64037-1.15133*ii, -.607838+.085590*ii, 2.73808-4.52743*ii, -.698095-4.97348*ii, 2.39021e-185+5.88359e-185*ii, -4.4127e-184+4.33915e-184*ii
-.913453+2.33776*ii, -.347602+1.56771*ii, -1.44265e-129+1.62298e-129*ii, -1.9396-.81687*ii, -.096359+1.24649*ii, -.570706-2.26254*ii, .984707+2.10147*ii, 2.16398e-129+1.35249e-130*ii, 4.68862e-129-2.88531e-129*ii

component_2:
equations:
4*c2*r*mu-dp*r
dp*L+delP
c0+c2*Rad^2
.999931*r^3*delP-1.00122*r*Rad^2*delP+3.99978*r*u*L*mu
points:
-1.83696-.201078*ii, -.283013+.124902*ii, .735209+2.74091*ii, -1.82974+1.63287*ii, .633818-2.36048*ii, -1.28588+1.57492*ii, .316838-.504267*ii, .350773-2.26638*ii, -1.61509-.497681*ii
.585986-1.12593*ii, -1.00416-.433215*ii, -1.01076+.570237*ii, .988659-.200491*ii, .788918-.733643*ii, -.526148-1.1353*ii, .720736+.958429*ii, .160519-.211219*ii, 1.27502+.557753*ii
.0195072-.00898026*ii, -.153171+.314766*ii, .41246-.880186*ii, -.352843-.819816*ii, .233236+.0833553*ii, -.078693-.269969*ii, -.926388-.542819*ii, -.694124+.010181*ii, .859879-.591502*ii
-.102025+.0169646*ii, -.165786+.0918508*ii, .569048+.132462*ii, .0032445+.288795*ii, .125401-.727993*ii, -.0885021+.009016*ii, -.405218-.2779*ii, -.571894-.516596*ii, .193777+.211815*ii
