variable ordering: c0, c2, dp, r, Rad, u, L, mu, delP
-2.14282-.659997*ii, -.253542+1.60331*ii, .296766+1.02248*ii, .589314-1.18982*ii, -1.13874-1.40825*ii, .361398-.348331*ii, -4.20293e-32-7.56729e-32*ii, .0534554-.286205*ii, -8.80848e-33+5.29173e-33*ii
-.876145+2.47285*ii, 1.56171-1.36238*ii, -.070331+1.45691*ii, .150333-1.14919*ii, 1.91035-.783394*ii, .573312-.869635*ii, -2.76357e-76-6.56349e-76*ii, -.842479-1.49528*ii, -1.3127e-75+4.14536e-76*ii
-1.20825-.596564*ii, .162699+.228638*ii, -.263288-.697691*ii, .423598-.26934*ii, -.80485+.848463*ii, .630086+.966399*ii, 1.87288e-196+4.01332e-197*ii, .287725-.950921*ii, -2.67555e-197+6.68887e-197*ii
.028337+.875229*ii, .092692+1.09382*ii, -.556895+1.67377*ii, -.209045-.656055*ii, -.196973-.021551*ii, -.687097-.774364*ii, -2.56853e-195-1.36988e-194*ii, .284746+3.04523*ii, -2.22606e-194-1.71235e-195*ii
-.304887+2.16433*ii, 1.17319+.257661*ii, 2.45768-.782872*ii, -2.70836+2.37255*ii, .299874-1.63941*ii, -.603776+1.04958*ii, 6.50595e-119-1.11531e-118*ii, -1.93815-.228288*ii, -7.12557e-119+2.60238e-118*ii
1.18399+.19019*ii, .524504+1.05216*ii, 1.28383+.005582*ii, .341877+.6537*ii, .784827+.957075*ii, .411091-.564798*ii, 3.65756e-99-9.1439e-100*ii, 1.06126-.976849*ii, -7.31512e-99-9.1439e-100*ii
-.010073+.836084*ii, -.589953+.664993*ii, -.395934-1.57859*ii, .438051+.404877*ii, -.430545+.220372*ii, .955141+.506589*ii, -4.46864e-188-1.43642e-188*ii, .688872-.630929*ii, -5.7457e-188-6.46391e-188*ii
.456935+.226262*ii, .310816+1.45636*ii, 1.51131-.096953*ii, .601088+2.89226*ii, -.198007-.734543*ii, 1.05072-.714683*ii, 9.41793e-195-1.79797e-194*ii, 1.80655-1.49368*ii, -2.05482e-194+3.76717e-194*ii
1.52927+3.50292*ii, -2.24941-.527192*ii, 1.32902+.131004*ii, .799079+1.53129*ii, 1.71954-.91983*ii, .240613+.367562*ii, -1.70394e-119+3.56278e-119*ii, 4.12837-.267919*ii, 6.19615e-120-8.5197e-120*ii
-.165222-.64254*ii, -1.01237+.852677*ii, -1.35328+1.20562*ii, -.806707+1.68417*ii, .104811-.501681*ii, -.51151-.323149*ii, -9.1931e-187-9.19311e-186*ii, -1.32009-1.73816*ii, -5.51587e-186-1.28704e-185*ii
-1.16317-1.07436*ii, .203848+1.45213*ii, -2.7277-.824762*ii, -1.16645+1.24811*ii, -.568804+1.71439*ii, -2.52747-.023243*ii, -8.36109e-199-4.18054e-199*ii, .967476-.649604*ii, -2.09027e-198-3.34444e-198*ii
.447478+1.70366*ii, .925754+.811197*ii, .634779-.811125*ii, 1.30119+.778123*ii, .441217+1.48159*ii, .382966-.214132*ii, 6.43445e-86-3.21722e-86*ii, .896772+.766892*ii, -1.60861e-86+2.44937e-86*ii
.802027-1.78401*ii, -.690895-1.97673*ii, .781134-1.82735*ii, .317826+1.9874*ii, .181429-.29538*ii, 1.98108-.478691*ii, -2.91477e-91+1.07386e-91*ii, .0830317+.42887*ii, -1.53409e-92-5.36932e-91*ii
.075804-2.9837*ii, -1.71037+3.16461*ii, -.036914-.920877*ii, -1.14321+1.23419*ii, -.836658-.29395*ii, -.388011-.160622*ii, 9.81931e-191+7.01379e-191*ii, -2.26368-2.5209*ii, -3.50689e-191+7.71517e-191*ii
1.44058-.637276*ii, 1.27112+.571052*ii, .917685+.64743*ii, .452613-2.70716*ii, .010421+.581879*ii, -.532294-.030821*ii, 5.58099e-104-1.1162e-103*ii, -1.28555-.721714*ii, -5.58099e-104-5.58099e-104*ii
.705324+1.84987*ii, .508914-1.54944*ii, -.0459145-.449862*ii, -.211697+.203177*ii, .713684-.938324*ii, -1.37149+.606836*ii, 3.01381e-116-1.22932e-116*ii, -.268387+.117261*ii, 4.36209e-117+1.5069e-116*ii
-2.06829-.536559*ii, -.391558-1.69276*ii, .841565+1.3255*ii, .201822+.0992763*ii, 1.33904-1.21061*ii, -.164972-.0726972*ii, 8.50803e-62+1.94469e-62*ii, -.328193+1.79281*ii, -1.06958e-61-1.75022e-61*ii
3.30147-3.09982*ii, -.395809-.917233*ii, 6.79481-.739778*ii, -5.77613-2.26094*ii, -6.04965-5.47544*ii, -4.67484+.88459*ii, 2.14044e-195+7.22398e-196*ii, 7.84778+8.47794*ii, -9.84602e-195-4.17386e-195*ii
-1.16789-1.28758*ii, 1.63669-.55961*ii, -.208078+.101157*ii, -.42222-.491253*ii, 1.58673-.867203*ii, -.53309+1.57319*ii, -4.05746e-130+1.35249e-130*ii, -1.16321-.878386*ii, -1.12707e-130+1.12707e-130*ii
1.84029+2.22034*ii, .619688-.4492*ii, -.463504-3.51174*ii, -1.14751+.928351*ii, 1.31446+.454776*ii, -1.66432-1.16251*ii, -1.11303e-194+1.71235e-195*ii, -1.88744-1.41187*ii, -1.36988e-194-2.65414e-194*ii
-.814441-.83555*ii, .141965+1.50666*ii, -.733825+.334744*ii, .009914-.605127*ii, -.960694+.888179*ii, 1.10568-.94319*ii, 9.1439e-100+6.85792e-100*ii, 1.20066+.054397*ii, 6.85792e-100*ii
1.31292-2.08427*ii, 3.69174+1.51582*ii, 2.76377+1.36778*ii, 2.14651+.145542*ii, 1.32396-1.96703*ii, 1.26319+1.07325*ii, -2.63913e-87-1.09135e-88*ii, .12704+1.50574*ii, 5.40393e-87+4.02153e-87*ii
.078720+1.14266*ii, 1.20995-.07568*ii, .626101-1.03943*ii, .52996-.639749*ii, 1.15771+.517428*ii, -.172028+1.55232*ii, 4.34777e-197+1.48409e-197*ii, -.888436-.069224*ii, -1.505e-197+1.67222e-197*ii
-1.33404+2.09036*ii, .050695+1.80296*ii, -.334246-2.32727*ii, -2.45933-2.25005*ii, .689075-.80246*ii, 2.16647-.079124*ii, 2.7905e-104+2.02311e-103*ii, -1.22488-.249471*ii, -4.81361e-103-1.1162e-103*ii
.121781-.20271*ii, 1.05453+.508958*ii, .354404+.282186*ii, .329623+1.46017*ii, 1.00499+.193152*ii, .228608+.437889*ii, 1.18966e-116, -.716468-1.54448*ii, 4.75864e-117+1.58621e-117*ii
5.68722+1.87941*ii, 5.56876+.23058*ii, .817701-2.78083*ii, -5.63339+3.40704*ii, 1.67955-.620963*ii, -.257305-5.74073*ii, -1.69061e-131-2.81768e-132*ii, -1.08619-2.5906*ii, 1.69061e-131-3.38122e-131*ii
.771345-.694871*ii, 1.32536-2.74904*ii, 1.12185-.472944*ii, 1.09153+.411125*ii, -1.70926+2.09386*ii, 2.29631-.53434*ii, 4.82198e-192+8.76724e-193*ii, -.519357-1.23948*ii, -7.01379e-192+8.7672e-193*ii
.41448+.362245*ii, .548654-.431112*ii, .525762+1.1371*ii, -1.45907+.555924*ii, .159846-.104488*ii, .533129+.43027*ii, 3.21066e-195+1.19865e-194*ii, .459954+.567619*ii, 1.54112e-194-8.66878e-195*ii
.326302+.946169*ii, .132965+.893617*ii, .908466-1.71434*ii, 1.16401+.202266*ii, 2.14784-1.0036*ii, -.582978-.969144*ii, 6.90893e-77, -.893047-.216895*ii, 2.76357e-76-1.72723e-77*ii
-.2108-.432142*ii, 1.28898+.335055*ii, -.175417+.746763*ii, -.132118+.255128*ii, .511995-.665377*ii, .609592+.515366*ii, -7.64091e-86-4.82584e-86*ii, 1.77795-1.15353*ii, -6.43445e-86-4.02153e-86*ii
-2.00395+.565772*ii, -.244904+1.12722*ii, .812561+.731671*ii, .878316+.375211*ii, -.072759+1.01666*ii, -.60705+1.41818*ii, -3.02546e-123+6.05092e-123*ii, -1.05239-.968509*ii, 9.07639e-123-7.5637e-124*ii
.427685-1.19856*ii, -.454796-.0847938*ii, -1.36551-1.59656*ii, -.609972+.320657*ii, -.89215+1.04919*ii, -.712042+1.84948*ii, -1.36988e-194+6.8494e-195*ii, .402247-.252198*ii, -5.47952e-194+5.47952e-194*ii
.401695-1.73956*ii, -4.52648-1.66495*ii, -1.78708+1.28306*ii, -4.48358-1.30317*ii, -.0598343-.491076*ii, -4.84085-1.32491*ii, -1.83862e-186+2.57407e-185*ii, -.561491-1.88007*ii, 1.83862e-186+2.84987e-185*ii
7.46828+7.008*ii, 5.06393+8.0163*ii, 3.84638+1.37243*ii, 1.89428-8.81499*ii, -.371319+.826536*ii, -4.0076-1.77257*ii, 5.83547e-189-1.57109e-189*ii, -4.63358+.826897*ii, -1.25687e-188+2.6933e-189*ii
-2.28632-2.78754*ii, -1.47617-5.95998*ii, -1.53713+1.25531*ii, -4.35462-4.16234*ii, 2.81561-2.6606*ii, -1.29105+1.25656*ii, -6.42132e-196+2.99661e-195*ii, 1.54428+1.4224*ii, 4.28088e-195+2.41134e-195*ii
.618311-1.22147*ii, .475664+2.03065*ii, .232434+.175578*ii, -.22942+1.01621*ii, -1.54807+1.15277*ii, -1.63065-.209247*ii, 3.87431e-132+1.54972e-131*ii, -.198147-.551777*ii, 2.11326e-132-5.63536e-132*ii
.406388+1.73012*ii, 2.4536+1.53793*ii, 1.4275+.948522*ii, -.487731+1.90733*ii, .514006-.381138*ii, .842709-.442026*ii, -6.97624e-105+2.44168e-104*ii, -1.56254+.890257*ii, 2.7905e-104-6.97624e-105*ii
1.79787-2.56072*ii, 1.63953-2.73882*ii, .650056+.916894*ii, .770957+.444273*ii, -.844979-1.24622*ii, .647093+2.11316*ii, -3.71769e-119+8.67461e-119*ii, -2.67197-1.05615*ii, 1.73492e-118+1.97096e-119*ii
-.0002775-.118863*ii, .999047+.714914*ii, -.330462+.319242*ii, .483165+.625615*ii, -1.12103-.023249*ii, .54325-1.8942*ii, 1.68925e-112-1.29943e-113*ii, -.573948+.199925*ii, -2.59885e-113-1.10451e-112*ii
.30048+.407507*ii, .517737-1.06951*ii, -.488701-.512635*ii, .467909-.248452*ii, -.033206+.341153*ii, -1.54254+1.00898*ii, -8.76724e-193*ii, .44-1.14882*ii, 4.38362e-193-1.75345e-192*ii
.711352-.302539*ii, -.173678+.473309*ii, 1.44994+1.37089*ii, 1.32876+.460842*ii, 1.12132-.209259*ii, -1.98197+1.43666*ii, -6.8494e-195-1.71235e-195*ii, .813555-1.28366*ii, 1.71235e-195+1.36988e-194*ii
-.835472-.028415*ii, 1.03319+.598382*ii, -1.39751-.600851*ii, -.051393+.77357*ii, -.53131-2.47562*ii, -1.20004+1.44386*ii, -1.54904e-118*ii, .995499+.63125*ii, -2.7263e-118*ii
1.14525-.726603*ii, -2.17758-.959005*ii, 1.32122+.652381*ii, -.482915-.929973*ii, 1.40019-.10371*ii, -1.09807+.437579*ii, 8.59888e-135+3.0956e-135*ii, .655672+.68074*ii, -1.02327e-134-1.23824e-134*ii
2.96622+7.60741*ii, -1.26752+.114228*ii, 1.05405-1.0058*ii, -5.06071+2.87231*ii, 3.18874+2.54348*ii, 4.7409+.21475*ii, 6.8494e-195+1.32707e-194*ii, -5.80865+3.20003*ii, -2.18325e-194+8.5618e-196*ii
-3.00205+11.8788*ii, 5.14945+3.20144*ii, -4.0825+10.1598*ii, -6.71473+10.3342*ii, 5.00492-8.5035*ii, -10.666-22.879*ii, 1.05578e-113-3.53282e-113*ii, 5.56152-.518321*ii, -2.20902e-112-1.55931e-112*ii
-.099413-.609378*ii, .194885-.101429*ii, -1.26056+.231006*ii, -.721291-.59861*ii, -.317202+.24306*ii, .436766-.371396*ii, -4.46479e-103+2.2324e-102*ii, -.43726-.447717*ii, 2.67888e-102*ii
-4.1959-1.25268*ii, 2.38316+4.47905*ii, -2.42299-.071640*ii, -.44522-1.47934*ii, 1.49675+.316683*ii, 1.30229+1.69855*ii, 1.18966e-116+1.11035e-116*ii, 3.31028-2.22448*ii, 3.64829e-116+2.53794e-116*ii
.579322+1.54737*ii, .833456-.633709*ii, .745097-1.3715*ii, .818127-.904143*ii, .300706+.277524*ii, -2.80089-.743298*ii, 0, -1.30629+.304157*ii, -8.56176e-196*ii
-.379198+.985629*ii, -.376873-1.38074*ii, -2.0167+.110556*ii, .385532-2.13831*ii, 2.4873-1.73941*ii, -1.53869+1.2948*ii, 2.67888e-102-1.78592e-102*ii, -1.06274+1.82654*ii, 4.46479e-102-5.80423e-102*ii
3.51005+1.55937*ii, .272786+.318535*ii, -3.36445+2.34786*ii, 1.98219+1.57919*ii, .0996956-.398466*ii, 1.31339-.987435*ii, -1.07386e-91+2.14773e-91*ii, -.157585-2.11237*ii, 9.20455e-92+7.97728e-91*ii
2.78847-1.01588*ii, -1.64376+.486923*ii, 2.00877+1.96857*ii, .691141-2.06932*ii, .654293-1.30601*ii, -.841723+.362071*ii, 5.06856e-193, .465075+1.429*ii, -9.58917e-193-1.04111e-192*ii
.282752-1.22622*ii, 1.09416+1.38554*ii, -.898563+2.37662*ii, -2.49426+.548486*ii, .35245-1.11575*ii, .994943-.48951*ii, -1.79553e-189-1.61598e-188*ii, -.896197+1.62443*ii, -3.68084e-188+3.59106e-189*ii
-4.78258-6.26424*ii, 2.63093+7.38362*ii, -.88043+11.1861*ii, .105793+.662034*ii, -4.40912+7.56752*ii, 6.68889+2.54175*ii, 1.78085e-192-1.0959e-193*ii, 2.81764-3.97938*ii, -1.53427e-192-1.23837e-191*ii
.233108+.513257*ii, -.147795+1.57817*ii, -.54423+.498345*ii, -.776203-1.19496*ii, -.464695-.0034067*ii, .790359-.365553*ii, -3.51032e-194-2.73976e-194*ii, .405274+.636374*ii, -7.87681e-194-1.36988e-194*ii
-.473109-.10756*ii, .672455-.019849*ii, 1.24195+.411134*ii, -.214461+.0486838*ii, .83119+.30414*ii, 1.27758-.227888*ii, 4.20054e-151-1.09787e-151*ii, -.583066-.462062*ii, -5.39387e-151-3.81867e-152*ii
-1.6344-5.7355*ii, .112921-.16867*ii, -1.49434+1.83256*ii, .517172-.316114*ii, .219612-.671044*ii, .467442+2.2623*ii, -6.02747e-102-2.2324e-102*ii, 2.08485+.023452*ii, -8.92959e-102+8.03663e-102*ii
-.956349+.772172*ii, -1.10982+.405808*ii, .193186+.189525*ii, .984921+.420908*ii, .402386+.819107*ii, .86519+.144036*ii, 4.59713e-32+3.75489e-32*ii, -.104851-.140965*ii, -3.03198e-32+1.39198e-32*ii
1.52956-.341957*ii, 1.84514-1.7216*ii, -3.99219+1.69422*ii, -1.21718+.59134*ii, -2.59233-.518538*ii, .864089-.72909*ii, -4.29944e-137-9.91844e-137*ii, 2.79322-1.11677*ii, -6.44916e-137-4.29944e-136*ii
-.21913+.828396*ii, -.865708-1.24754*ii, -.730533-2.25798*ii, -.321727+.0851422*ii, -.246105-1.16706*ii, -.283981-2.87487*ii, -9.82351e-108-3.40637e-108*ii, -2.32763+1.07705*ii, -1.53287e-107*ii
-.45572-1.44039*ii, -.8919-2.10675*ii, .743498+1.05817*ii, 1.10834-.481224*ii, 2.92357+.3756*ii, 2.69684+.760748*ii, 2.63017e-192+2.19181e-192*ii, .214363+1.96959*ii, 2.19181e-193-1.0959e-192*ii
3.88638+.332039*ii, 1.37919+1.43826*ii, 4.68196-.698698*ii, 3.74487-2.21423*ii, 4.12891+1.16348*ii, 7.09976-2.11767*ii, -3.31629e-74-5.52715e-75*ii, -1.25489-1.48968*ii, 1.19386e-73-2.65303e-74*ii
-.576935+1.52404*ii, -1.75751-.00172*ii, -1.16195-1.36075*ii, -1.47848-.449861*ii, .117275+.557197*ii, -.582512-.337869*ii, 1.13343e-188+3.59106e-189*ii, .434485-.0433312*ii, 1.07732e-188+1.97508e-188*ii
-1.37713-1.51087*ii, .231889-1.1192*ii, .75773-.442525*ii, .159169-.713642*ii, -.516351-.34786*ii, .402919+1.02651*ii, 0, -.613326+.301503*ii, 8.41655e-191+5.61103e-191*ii
1.8123-.18352*ii, -1.97484+3.6658*ii, -.016406-2.05391*ii, -.353176+1.0613*ii, .410943-2.4034*ii, .711475+2.58395*ii, -4.2862e-100+2.85747e-100*ii, 1.46206+1.91215*ii, -2.85747e-100-5.14344e-100*ii
-.673212+.71341*ii, 5.66408-.102375*ii, 5.37557+5.06587*ii, -.33601-1.37999*ii, 1.81744+1.32862*ii, 2.23092+.067126*ii, 1.94914e-113+1.42125e-114*ii, -4.83986+1.14265*ii, -7.63413e-113-5.84742e-113*ii
3.29068-6.44822*ii, 1.40647-.156229*ii, 2.25229-2.5862*ii, 3.03531+1.89661*ii, .162618-2.06635*ii, -2.58038-.307451*ii, 5.88934e-187+2.87285e-188*ii, -.126442+.141246*ii, -5.88934e-187+7.46941e-187*ii
-.433564+.83606*ii, -.0546992-.464852*ii, -.006259-2.53636*ii, .0946306-.489395*ii, -.533579-.113025*ii, .019973-.3297*ii, 2.39729e-194+6.8494e-195*ii, .300459+1.55114*ii, -3.25347e-194+5.65076e-194*ii
-.798073+.055943*ii, .897726+.489109*ii, 1.1014+.124216*ii, -.905579-1.14884*ii, -.010022+.972563*ii, -1.11673+.838339*ii, 2.75793e-186-1.37897e-186*ii, -.445192+3.62616*ii, -9.19311e-187+6.90976e-187*ii
-.213937+.279502*ii, -1.49379-.45244*ii, -.189695-.193649*ii, -.913267-.759615*ii, .253849-.0208449*ii, -.257341-.782356*ii, -7.33185e-150+3.91032e-149*ii, -.504646+.371469*ii, 1.46637e-149-7.33185e-150*ii
.081017+.561898*ii, -.992841+.849654*ii, .658568-.122887*ii, .611813+1.77433*ii, .111277-.514923*ii, .500914-.113448*ii, -1.07022e-196-5.3511e-196*ii, .435344+.235523*ii, -1.07022e-196-1.60533e-196*ii
.49167-.338726*ii, .156404-.526795*ii, -.324992+.57962*ii, .339679-2.04776*ii, 1.19884-.739788*ii, -.141919+1.75197*ii, -2.73976e-193, -.083178+1.69415*ii, -5.47952e-194+8.21929e-194*ii
-.243546-1.35951*ii, -.189173+1.02265*ii, .738685-.632051*ii, -.550528+.79597*ii, 1.2551+1.34217*ii, .174844-1.07385*ii, -9.20455e-92+3.06818e-91*ii, -.258571-1.42575*ii, -2.45455e-91-3.06818e-91*ii
.213201-.461802*ii, .481281+.686353*ii, -.707207-.115726*ii, -.773046-.985681*ii, .124993-.0693872*ii, .286718-.716541*ii, -3.78183e-124+1.51273e-123*ii, .806038+.490014*ii, -5.67274e-124+7.56366e-124*ii
.816898+.258771*ii, -1.7924-.680058*ii, -.707932-.659259*ii, -.892119+.745028*ii, .457884-.329047*ii, .182553+.166626*ii, 2.27515e-120+1.54904e-120*ii, .890164+.666049*ii, 1.9363e-121+2.22674e-120*ii
.64777+2.12517*ii, .496928+1.2782*ii, -.263501-.748172*ii, .324808-1.09527*ii, 1.78559+.0905*ii, 1.40795+.226842*ii, -1.28426e-195-3.00483e-195*ii, -.0565656+.0284221*ii, 2.30097e-195-1.28426e-195*ii
-.776799+.62046*ii, -.21562-.30872*ii, -.415566-1.30118*ii, 1.38941+.519196*ii, .982359-.22961*ii, 1.06877+.79133*ii, -8.97765e-190-4.48883e-190*ii, .528893-.242366*ii, -1.34665e-189+1.79553e-189*ii
2.07503+.042824*ii, -1.61307-3.97043*ii, 1.85847+.705183*ii, 2.15028+1.39043*ii, -3.22763-1.41469*ii, 1.68051+1.95449*ii, -1.91783e-193-2.19181e-193*ii, 4.02266-2.70456*ii, 3.56169e-193+6.57543e-193*ii

component_2:
equations:
dp*L+delP
.9978*r^3*delP-1.0012*r*Rad^2*delP+4.0073*r*u*L*mu
points:
.597038+.325043*ii, .434578+.117531*ii, .220102+.746791*ii, -5.67095e-17-3.91489e-17*ii, .140722-.0603032*ii, .345169+.0520473*ii, -.724166-.019376*ii, .264541+.0218016*ii, .14492+.545065*ii
-1.12321-.063179*ii, -.947615-1.46085*ii, 1.35408-.031113*ii, -2.31388e-16+4.92782e-16*ii, .785102-.586484*ii, -.208941+.908675*ii, .719084+.104219*ii, .195598+.314258*ii, -.976938-.118749*ii
-1.06985-.000955*ii, -.20722-1.51351*ii, .799513+.65339*ii, -8.50911e-124-1.89091e-124*ii, 1.17052-1.19015*ii, .724743+.487592*ii, .237568-.323315*ii, -.64249-.900864*ii, -.40119+.10327*ii
-.346953-.617553*ii, -.121548+1.93958*ii, .599926-.610409*ii, 1.94806e-181-5.34613e-181*ii, -.10277+1.03655*ii, 1.8467-1.49146*ii, .103826+.199753*ii, -.048933+3.28023*ii, -.184219-.0564605*ii
7.19833+1.48252*ii, -9.02894-.08292*ii, 1.34321-1.23941*ii, -1.17332e-219+4.79634e-220*ii, -2.32214+4.35502*ii, -4.82762+6.4901*ii, 1.70282-5.38231*ii, -1.17235+2.00256*ii, 4.38361+9.34005*ii
-.850708-.749495*ii, -.847229-1.15489*ii, 1.1435+1.20102*ii, 1.74919e-225+7.19727e-225*ii, -.241048+1.81986*ii, -1.21525-.283765*ii, .605481+.038908*ii, .194317+1.27357*ii, -.645642-.771684*ii
1.36614-.469174*ii, .432993-.633805*ii, 1.04285+.271108*ii, -2.5113e-133-4.5789e-134*ii, -1.06534-6.0536*ii, 3.54044-6.79212*ii, -1.50252+.1771*ii, -1.97674-.418623*ii, 1.61492+.222658*ii
5.28831-1.3908*ii, 8.31648-2.11815*ii, .562773-.108792*ii, 1.32065e-203-5.90058e-203*ii, 1.41877+5.78338*ii, -8.0656+.25958*ii, -5.58912+4.66272*ii, -1.09164-4.81058*ii, 2.63814-3.23211*ii
1.07863+.561996*ii, 2.0852+1.07824*ii, -.694815-4.33432*ii, -2.06619e-108+5.3607e-108*ii, .606239+1.92818*ii, 1.4511+1.01393*ii, -.562826-.313575*ii, .332301-.323467*ii, .968073-2.65734*ii
