variable ordering: c0, c2, dp, r, Rad, u, L, mu, delP
1.68461+.321029*ii, .328568-.693426*ii, -1.23416+.788553*ii, -1.21509+.183355*ii, .914586-1.18256*ii, -1.95632-.258733*ii, -.356905+1.60252*ii, -.404346-.253359*ii, .468117-2.29303*ii
.408553-.490208*ii, .066339+.181647*ii, .405206-.0034381*ii, -.915959+.99858*ii, 1.5742+.906512*ii, -.795615-1.4517*ii, 1.04185-1.83771*ii, .175527-.493578*ii, 1.09035+.967622*ii
1.55216+.719705*ii, -.318093+.718014*ii, -1.05179+.285184*ii, 1.17518+1.76709*ii, -1.03471-1.0526*ii, -1.92007-.576499*ii, 2.37493-.109564*ii, .218628+.26936*ii, 1.03922-2.31493*ii
-6.0251-.264595*ii, -.739257+.839875*ii, -.585672+2.93372*ii, -.35074-1.2551*ii, 1.00243-2.0941*ii, -1.75803-2.16558*ii, 2.73022+1.18816*ii, .57851-.334871*ii, 3.70616-1.71287*ii
-4.77554-1.22478*ii, .670371+1.51977*ii, 2.99331-1.36575*ii, 1.44625-.650427*ii, 1.54967-.752702*ii, .0372517-.200439*ii, -1.31657+.339616*ii, -.0062519-.495153*ii, .479033+1.02624*ii
-1.30654+1.18042*ii, -.382023+2.75625*ii, .072627+.928134*ii, -.14774+.0972028*ii, .272149-.747479*ii, .687753-.14049*ii, 1.11393-.2205*ii, .0817019-.0179116*ii, -.129141+.406453*ii
-.359451-.203425*ii, .0244791+.0768037*ii, -.614165-1.73672*ii, -.779694-.375454*ii, -2.10739+.82619*ii, .37299+2.71565*ii, -.0896509-.187501*ii, -5.71022+.179159*ii, -2.39061-.67821*ii
1.21814+.529481*ii, .222016-.254238*ii, .368436+.435702*ii, 1.5106-1.58673*ii, 1.17108-1.60116*ii, -.568849-.55876*ii, 1.00387-1.07451*ii, -.0635779+.417815*ii, -1.12773+.834138*ii
-.583475-.500981*ii, -.700207-.144278*ii, .548686-.242324*ii, .642834+.574317*ii, -.259747+1.00411*ii, .655111-.000819*ii, -.684042-2.2216*ii, -.170822+.121716*ii, -.764412+.183992*ii
.694606+.54079*ii, .784312+.960218*ii, -.141495+1.94164*ii, .711799+.01173*ii, -.094329-.837331*ii, -.225833+.577957*ii, -.4147+.811602*ii, .285171+.269769*ii, -.109225+.726999*ii
.103269+.0732769*ii, .330209+.0303117*ii, -.783501-.471102*ii, -1.05206-1.02175*ii, .16053-.596738*ii, -1.45765+.794852*ii, -.507941+.609386*ii, -.620696-.299692*ii, -1.05225-1.10974*ii
-.391567-.131634*ii, .124562+.341168*ii, -.290883-.446396*ii, -.877814+.411756*ii, -.961146+.462172*ii, -.016145-1.25148*ii, -.0361202-.17345*ii, -.357303+.0826999*ii, 1.39561+.839206*ii
-.332575+.0680246*ii, 1.28349-.457674*ii, .29926-1.86291*ii, 1.06681+.721214*ii, -.497882-.0351024*ii, .145853+.799428*ii, 1.54018-.774539*ii, .166509-.303487*ii, -.1216+1.24651*ii
-.182498+.34071*ii, -.178429+.10675*ii, .238849-.468555*ii, .247587+.272161*ii, -.363594-1.31404*ii, .137886+.367549*ii, -.522169+1.27941*ii, -.535685+.336013*ii, -.767893+.040642*ii
-.256848+.0178589*ii, -.398724+.815307*ii, 1.34041+.620276*ii, .693293-.942058*ii, .266156-.461352*ii, -.328186+.214603*ii, -.281259+1.10972*ii, -.0087224-.406748*ii, .071897+.664588*ii
1.86355-2.2417*ii, -1.28626-.462498*ii, 1.05592+1.38729*ii, -.386887-1.3431*ii, -1.19598+.83805*ii, .541572+3.11546*ii, -1.06587+.815839*ii, -.267586-.173421*ii, -.85437+1.10869*ii
-1.92651+2.06976*ii, -.924359-.963955*ii, 3.39063-1.74969*ii, .686207+2.20535*ii, 1.05768+.999257*ii, .124647-4.0361*ii, 1.06748+.612215*ii, -.202889+.684797*ii, 1.5646+2.65713*ii
-5.61796+17.6454*ii, 2.27252-5.09444*ii, -12.9154+6.00028*ii, 5.61556-2.26482*ii, -1.81917+.10139*ii, 4.43414+7.22174*ii, 6.92849-20.4278*ii, -.481387-.419064*ii, 3.41323+13.2579*ii
-1.68586+1.37581*ii, -4.21341-1.21546*ii, -1.23471+1.25531*ii, .270253-.224893*ii, .32695+.623952*ii, .170555-3.49359*ii, -.439745+.378642*ii, .0477971-.0882711*ii, -.846341-1.02905*ii
-5.85043+1.19931*ii, .362775+.005385*ii, 3.41157+2.01703*ii, -3.94118+3.11734*ii, -4.03328+.43941*ii, .691227-4.07436*ii, -2.22297+.827476*ii, 2.37113+1.3548*ii, 3.23483+3.23617*ii
.368389-.555358*ii, 1.93828+2.52126*ii, -2.61471-1.17659*ii, -1.52696+.158785*ii, -.372426-.266188*ii, 2.64439-1.89818*ii, -3.95047-1.27998*ii, -.198605+.106584*ii, -4.55608+2.52142*ii
4.19032-7.42476*ii, .0891+.766291*ii, 8.58531-20.936*ii, -.103184+2.968*ii, 3.16101+1.02925*ii, 2.83476-1.16091*ii, -1.68772-.717178*ii, -6.41785-3.54716*ii, 8.53762+1.16868*ii
-1.4175-1.51203*ii, 2.13426-.529382*ii, -2.25267+.063769*ii, 1.04418+.751916*ii, -.837457-.491123*ii, -1.44158-2.38299*ii, -.324876+.310382*ii, -.250323-.0546204*ii, .916008-1.44562*ii
.29004-.124641*ii, 1.05643-.019285*ii, .090916+.714741*ii, -.098420+.522097*ii, .105276+.536368*ii, .0215907-.138517*ii, -.699937-.911596*ii, .0184211+.169477*ii, -.397022+.316818*ii
3.94756-4.18764*ii, .106486-.259571*ii, 4.76247+4.17473*ii, 2.58332-1.39957*ii, .825513-4.45315*ii, 1.20399-1.21057*ii, -.059647-1.89356*ii, -1.83094+5.33798*ii, -2.6901+1.45099*ii
-.126569+.124292*ii, .0328131-.127799*ii, .161307+.696247*ii, -.192219+.000684*ii, 1.11701+.311036*ii, -.237713-.0586797*ii, .050354+1.10158*ii, -1.20175+.624103*ii, .828659+.742022*ii
-1.60524-1.26993*ii, -.259505-.127222*ii, -1.37542-2.89703*ii, -.556817-.639775*ii, -.283523+2.64609*ii, .227342-.680928*ii, -1.51805+1.20899*ii, 2.1714+1.7264*ii, .016932-2.15266*ii
-.517571+.063099*ii, -.0874185-.162289*ii, -5.64677-1.4814*ii, -2.85063-2.53856*ii, -.948256-1.38902*ii, 4.74889-.926899*ii, -.731761+.45181*ii, 5.40063-5.78954*ii, -10.5671-2.47558*ii
.210452-1.4183*ii, 1.3388+1.46229*ii, .913251-.884248*ii, -1.56912-.673083*ii, .767845+.365551*ii, -.645834+2.20524*ii, -2.158-.871571*ii, -.0044755-.160232*ii, 1.54679-.224008*ii
.63541+1.35627*ii, -2.01298+3.49811*ii, .873703-1.44265*ii, .409105+.739505*ii, -.281387-.540296*ii, -.274909+3.20565*ii, .058686-.878835*ii, -.104447-.0023373*ii, -1.12056-3.259*ii
-.786437+.000397*ii, .43087-.607357*ii, .518745-1.24771*ii, .651047+.486849*ii, -.913123-.471484*ii, -.0802424-.0763193*ii, -1.00029+.271723*ii, .442409-.100327*ii, .421006-.0942699*ii
1.4513-1.8651*ii, -.954362+4.39964*ii, .538377-.183518*ii, -.603096-.974075*ii, -.706451-.160818*ii, 6.69505+4.71891*ii, -4.52205-.98933*ii, -.0162972-.027057*ii, -2.86778+1.77288*ii
.351912+.475536*ii, -.0649017-.220142*ii, -1.33029+.572494*ii, .105397-1.36428*ii, -1.58092+.279843*ii, .241194-.316782*ii, .690304-1.08595*ii, -.188383-1.56625*ii, -.707579+.245865*ii
1.1067-.028477*ii, 1.1985-.750103*ii, -.673748-.906283*ii, .236487-.541439*ii, .233249-.853577*ii, -.369746-.161105*ii, .258289-1.32266*ii, -.0159676-.199039*ii, -.922322-.195441*ii
-6.13512-4.74758*ii, -.895029-1.72173*ii, 1.39043-4.67849*ii, -3.60426-2.86313*ii, -.429327-1.9528*ii, -.321697+3.80503*ii, -4.91169+.247404*ii, .452181+.436958*ii, .781202+2.13837*ii
-.118888-.52703*ii, 1.71907+1.73897*ii, -2.36088-1.58973*ii, -.570541-2.75038*ii, -.45189-.129399*ii, 1.00559+4.27968*ii, 1.20862-5.54853*ii, -.285281+.0573925*ii, -3.57111-.618634*ii
-.603445-.206965*ii, -1.16291+.437962*ii, 1.61942-3.0928*ii, -.989423+1.08*ii, -.242516+.674216*ii, -1.00368+.601692*ii, .313538-.0510025*ii, -.524193+.467469*ii, -.573081-.015113*ii
-2.45455-6.7158*ii, -3.48524+1.87426*ii, -1.96447-.637405*ii, 1.06224-.48615*ii, -1.01597+.880165*ii, -.763766+1.6921*ii, -3.11789+3.76173*ii, .0902308+.0942452*ii, 2.38695+4.15325*ii
-.260387+.480568*ii, -.0111467-.130196*ii, -.118829+.136202*ii, -.0075152-.22183*ii, 1.95922+.586745*ii, -.47927-.634943*ii, 1.65969+.616676*ii, -.240237-.248741*ii, .0289914+.459958*ii
2.12061+6.72699*ii, -.00524692+.0460457*ii, .572058-1.61883*ii, -4.76797-11.6732*ii, -2.56472-12.0672*ii, 1.69445-2.64993*ii, -6.6606+1.25062*ii, -9.02596-2.07742*ii, 6.57142+12.585*ii
10.8514+8.8295*ii, -.101095-.0045648*ii, -5.27233+3.96698*ii, 2.06023+4.87026*ii, -11.1646-3.68682*ii, -.046377+.607538*ii, 3.44967-5.80225*ii, 12.5694-10.3775*ii, 1.60465-.924856*ii
1.16614-.113556*ii, 1.20755+.715476*ii, -.742277+.384845*ii, -.32574-.854979*ii, -.283914-.868417*ii, .483286+.461824*ii, .455916+.0036812*ii, -.0788025+.126365*ii, .925183-2.06186*ii
17.6842-4.64316*ii, 13.9459-8.61*ii, 2.94484-19.7294*ii, 6.0285-3.456*ii, -.155926+1.04463*ii, -36.3273+15.6101*ii, 32.5618-21.8406*ii, .196316-.232474*ii, 25.7188-29.1294*ii
1.03103+.632723*ii, -.180713+.440161*ii, .023761-1.04056*ii, 2.38212-2.64181*ii, 1.03325+1.2144*ii, -3.10403-.849363*ii, -3.04593-.204437*ii, -.510502+.196096*ii, -.037936+1.42031*ii
-2.27511+10.2513*ii, 1.96733+2.16384*ii, -.456637-1.52952*ii, 2.32275-1.42657*ii, -.871882+1.6824*ii, 4.8735-2.05208*ii, -1.73871-8.56373*ii, -.123003-.0590753*ii, 1.65475-3.4656*ii
-11.0518-.52908*ii, 7.04192+18.1345*ii, -14.9304+35.3865*ii, 1.19917-11.8359*ii, -.632357+.41095*ii, -9.57406-30.8758*ii, 28.7209+11.8298*ii, .354458+.34347*ii, 8.59913-11.0418*ii
.0157716+.391881*ii, -1.15815+.107816*ii, .0894989+.13168*ii, .88981-1.90463*ii, .399659+.421255*ii, -2.09324-2.10497*ii, 2.68408-.094197*ii, -.0165299-.0299634*ii, .145848+.182455*ii
1.90448-.770608*ii, .231937+.257555*ii, .034099+4.16306*ii, -.66764-1.37261*ii, -1.39691-1.99405*ii, -.386603+.0587571*ii, -4.6879-.554179*ii, 2.24784+1.99116*ii, 2.98535-5.02887*ii
-2.13484+10.1548*ii, 1.66419-7.49664*ii, -5.24801+3.32628*ii, -2.5906+2.12142*ii, -1.16244+.006532*ii, -13.6914-7.14354*ii, 5.13142+4.62078*ii, -.142743-.143324*ii, 7.35481+2.70662*ii
-9.18606+12.8499*ii, 2.60938+.993042*ii, -1.38745+1.47607*ii, -8.6757-11.2841*ii, -1.88356+1.45251*ii, -3.17803-15.9529*ii, 15.6081-5.4962*ii, -.0691011+.167718*ii, .368829+.862207*ii
-3.30139+.378351*ii, -.12288-.0555219*ii, -2.51739+.244779*ii, .53312-.08233*ii, 1.32051+4.78541*ii, 2.8834+.276687*ii, 2.50818+.013107*ii, 4.06644-2.33538*ii, -5.42396-.628639*ii
-24.3953-114.663*ii, -.1273-.0251735*ii, 37.577+27.9911*ii, -66.0861+6.4883*ii, 16.5463-25.0923*ii, -14.1744-4.15352*ii, -52.6161+32.7192*ii, -81.4805-38.858*ii, 69.4547+12.5886*ii
.932403-1.41746*ii, .0913293-.275857*ii, -1.53718+2.66362*ii, 5.44469-2.82679*ii, -.315781+2.39563*ii, 1.53549-4.50417*ii, -2.31839+.624384*ii, -2.59115-.535229*ii, -2.67783+1.39914*ii
2.1257+1.92144*ii, .239601+.37765*ii, 1.95038+2.71986*ii, .450888-3.14403*ii, -.341243-2.50805*ii, -3.30188+4.02881*ii, .29094+.820227*ii, 1.86782-.106087*ii, -4.78968+3.46353*ii
.0198977-.00121968*ii, .0139594-.00613079*ii, -.146357+.121945*ii, .122073-.82698*ii, -.200555+1.12575*ii, -.0641025+.0575538*ii, -1.22796+.268091*ii, -3.00135+.86577*ii, -.16986-2.20034*ii
.688059-.085352*ii, -.742574-.939564*ii, -2.81131+.198623*ii, -2.95503-.959897*ii, -.663054+.373235*ii, -1.83069+.382702*ii, -1.29333-.7376*ii, .331369-.486144*ii, -.149036+.657613*ii
2.59699-2.18724*ii, -1.91241-.634225*ii, 1.48955-.016366*ii, 1.11748-.680297*ii, 1.13289-.633829*ii, .207011+1.72579*ii, .285107+.0026491*ii, -.174789+.0601058*ii, -2.62465-1.18534*ii
5.51357+19.6498*ii, -2.25155-6.26621*ii, -14.5843+15.5544*ii, -.807056-6.60383*ii, -1.74962-.062483*ii, 8.55505+5.84326*ii, 16.7067+1.86611*ii, -.364442-.712815*ii, 5.25684-10.5852*ii
-56.9865+259.008*ii, -.268863+.357794*ii, 275.829+197.378*ii, 159.189+74.9772*ii, 5.16797+23.7877*ii, -119.579-217.937*ii, 17.4867-4.94293*ii, -4.418-189.409*ii, -10.0816-109.538*ii
.437192-1.87502*ii, .699403-.43187*ii, .892868-.240184*ii, 1.01159+1.19227*ii, -.587899-1.41302*ii, -.521231-1.20261*ii, -1.39273+.859068*ii, .269435+.0805184*ii, -1.54426-.58415*ii
.0340456+.0222898*ii, .0990631+.0349498*ii, .577534-.198329*ii, -.758648-.94025*ii, .074665-.617903*ii, -.0667288+.256278*ii, .039559-.0287417*ii, 1.13912-.902397*ii, -.0268016+.0416222*ii
.555362-.509983*ii, .535959-.500416*ii, -.290118+.119756*ii, .670916+.209581*ii, -.004202+1.01403*ii, 2.67401-.491705*ii, -2.21599+1.71901*ii, -.100164-.0376605*ii, -1.73115+1.40311*ii
-.907802+.666351*ii, .22212+.18883*ii, -.353229-2.25925*ii, .584303-.663322*ii, -1.54186+1.21875*ii, -1.8319-2.216*ii, -.0963745+.0706051*ii, -1.48562-1.27987*ii, .509982-.687263*ii
-2.4333-5.02535*ii, .779636+.635376*ii, 10.5424+.80449*ii, .590173-1.81207*ii, 2.30039+.509661*ii, 2.31271+1.52318*ii, -.947362+4.17095*ii, 2.1577-1.50048*ii, 4.20886+12.9422*ii
.840284+.925307*ii, -1.46103+.862476*ii, 1.0591+2.50954*ii, -1.13025+.669359*ii, .66557+.541968*ii, -2.68893-1.64069*ii, 1.48345+.235792*ii, .0535917-.397778*ii, 2.78157+1.68298*ii
.684701+.401526*ii, .124701-.184259*ii, -.560323-2.36863*ii, .426888-1.17625*ii, 1.29177-1.37801*ii, -.0212395-.264559*ii, -1.03199+2.41149*ii, 1.8513-2.01314*ii, 2.11759+1.80324*ii
-.587303-.889353*ii, -.201262+.331979*ii, .648426-4.13473*ii, 4.66214+2.43428*ii, 1.39999-.886166*ii, .391317-.809644*ii, -.640841-1.00777*ii, -2.49334+1.02328*ii, -.0082606+.397435*ii
.872037+2.02061*ii, 1.32787+3.88696*ii, 3.21467+2.02101*ii, -1.52789+1.4318*ii, .028624+.731415*ii, 2.95879-.515788*ii, .085975+3.69307*ii, .179653-.145386*ii, 1.1169-1.99119*ii
-.544144-.335864*ii, -.241705+1.34693*ii, .0958618-.41996*ii, -.460933+.661385*ii, -.565077+.384668*ii, .138381-1.4462*ii, -.468462+1.11405*ii, -.0786089-.0036863*ii, -1.26575-.160241*ii
.643689+2.63306*ii, -.055067+.517197*ii, .527451+1.32117*ii, -.15608-1.22588*ii, .392783+2.24882*ii, .875311+1.94747*ii, .488181+1.49197*ii, .60462-.319332*ii, 1.65262-1.84578*ii
1.67511-1.49274*ii, -.827438-.667022*ii, .739685-1.94434*ii, 4.7161-.376179*ii, -1.10831+.939554*ii, 3.03638-5.00432*ii, -4.30427+.114873*ii, .151578+.465266*ii, 2.18014+.605455*ii
-.0901353+.0886005*ii, -.398998-.665385*ii, .189246-1.78328*ii, -1.69643-.41032*ii, .317095+.249713*ii, .930399+1.43562*ii, -.592556+1.26345*ii, .461451+.347813*ii, 1.86991+.143862*ii
-.747095+.42699*ii, -.008346+1.3252*ii, -.0912044-.0887127*ii, -.463098+.686705*ii, .402233-.698239*ii, .175899-1.80432*ii, -.658227-.197396*ii, -.0166267+.0173105*ii, -.461673+1.09153*ii
-54.5916+30.2373*ii, .0777788-.120405*ii, -21.593+27.9983*ii, -37.2311-73.3888*ii, 20.2387+5.07558*ii, -25.5988+17.8358*ii, -5.70058-30.1646*ii, -61.4521-5.13757*ii, 5.63272-34.0436*ii

component_2:
equations:
4*c2*r*mu-dp*r
c0+c2*Rad^2
.999931*r^3*delP-1.00122*r*Rad^2*delP+3.99978*r*u*L*mu
points:
-.0574299-.0381587*ii, -.976779-.131301*ii, .335552-.429265*ii, 4.6833e-18-1.52516e-16*ii, .0593779-.257751*ii, -.66969-.615088*ii, -.271906-.295372*ii, .807564+.460649*ii, .478422+.348931*ii
.798418+1.83384*ii, -1.48715-1.2516*ii, -.149203+.0781268*ii, 1.42408e-16-1.25781e-16*ii, -.98762-.231538*ii, .052159-2.08157*ii, .728389-1.04005*ii, 1.18674-.38972*ii, .266556+.445778*ii
-1.52338-2.31094*ii, -.101837+1.22919*ii, .87019-1.18047*ii, -4.04927e-16+2.73955e-17*ii, 1.41587-.489308*ii, -1.33173+1.42796*ii, -1.43216+.861619*ii, .474902+1.63792*ii, .73565+.183038*ii
-4.47965+1.01822*ii, -3.38163+1.61065*ii, 4.5317+1.2029*ii, -1.08886e-19-1.41613e-19*ii, -.122127+1.10071*ii, 2.12265-4.06666*ii, 4.24351+.463179*ii, 3.65872+2.49023*ii, -3.32445-.637237*ii
.00548625+.0161649*ii, -.00421267+.0112789*ii, 1.40474-2.21919*ii, 1.04243e-20+8.29987e-21*ii, -.3997-1.12163*ii, -2.68969-2.07302*ii, .531043-1.23187*ii, 2.21221+.394121*ii, 1.00057+.900851*ii
-.577229+1.82266*ii, 1.684+2.20943*ii, -.623548-.297121*ii, -3.01744e-18+4.72573e-18*ii, .382334-.736231*ii, -.598007+.434848*ii, .161361+.672196*ii, -1.23995+.703863*ii, 1.80134-.546098*ii
-2.37978+.793199*ii, .20453+1.12115*ii, 1.17213+.924645*ii, -1.16101e-18-5.7209e-20*ii, .972407-1.1205*ii, -.131037-1.07036*ii, -1.39702-1.22009*ii, 1.66957+1.37683*ii, -1.36632+1.62028*ii
-3.07239+.349862*ii, .083325-1.16556*ii, -2.53793+3.70717*ii, -8.05813e-19+3.86069e-18*ii, 1.25148+1.03926*ii, 3.31724+3.13905*ii, .884721+.540163*ii, 2.48679-.861914*ii, -.335974+.778889*ii
1.23302-1.55813*ii, -1.28305+.965195*ii, -.376654+.290361*ii, 5.47322e-19-2.17854e-18*ii, 1.10333-.142229*ii, -2.52162+.471159*ii, 1.07966+1.39282*ii, -2.80478-.018709*ii, 2.32369-.504432*ii
1.12051-2.21186*ii, 1.00975+1.65458*ii, .336136+.760375*ii, 4.8032e-19+1.25217e-19*ii, -.987945-.550572*ii, -3.67178-.880841*ii, .04155-2.314*ii, -4.8448+1.50062*ii, -.083642-1.64137*ii
2.8247-1.24706*ii, 4.54327+.135257*ii, .852609+.016329*ii, -2.2228e-18+6.94692e-19*ii, -.182084-.803848*ii, 2.99756+.783829*ii, .802476-2.7223*ii, -.917705-2.77206*ii, -.426368-.280386*ii
1.36483+2.61145*ii, 1.59606+.649014*ii, -1.26983-1.74433*ii, -1.51901e-18+5.80879e-19*ii, -.450259+1.22778*ii, -2.81764-2.24702*ii, 2.28475+.898415*ii, 2.22777+1.3534*ii, .099367+1.27279*ii
.39775+8.98525*ii, -3.86884+2.75893*ii, 3.89121+2.08828*ii, 1.10218e-19-2.14808e-19*ii, -.656902-1.20882*ii, -3.98786-4.94691*ii, 7.55877+5.09357*ii, 1.24493+6.27702*ii, -8.20053-4.87046*ii
.941739+1.26747*ii, .42278+1.14413*ii, -.929125-1.24045*ii, 4.28759e-18+1.12432e-17*ii, -.161615-1.12625*ii, -.551692+.371479*ii, .694978-.586318*ii, .419131-.653657*ii, 1.3537+1.41095*ii
-.70948+.524879*ii, 1.00664-2.03912*ii, 1.16909-.07266*ii, 8.28038e-19-1.26668e-18*ii, .605458+.146653*ii, 1.11713-1.04171*ii, .890241+.160801*ii, -1.11296-.114566*ii, -.442469-.273694*ii
-.984892+2.66616*ii, -.722694+.272435*ii, -.11631+.0879431*ii, 1.29496e-18-5.85118e-18*ii, -.7966-1.74513*ii, 1.33463+.017933*ii, 2.85503+4.15136*ii, .674253-1.35928*ii, -.350625-1.33774*ii
-2.9238+.575479*ii, -1.32396-.803718*ii, -.399419+2.25948*ii, -1.1971e-17+3.42649e-18*ii, -.501544-1.29322*ii, .335067-.135658*ii, -1.11766-.046161*ii, -2.38405+.644259*ii, .16654+.623504*ii
-.178172-.413374*ii, -.776039-.717731*ii, .228235-1.16837*ii, 9.7283e-17+6.8054e-18*ii, .135221-.6384*ii, .310934+.458057*ii, .474966+1.48237*ii, .069046+1.19233*ii, .410861-.196369*ii
-.062032+1.46566*ii, -.404362+.410712*ii, .403676-.878084*ii, -1.31472e-18-4.4616e-18*ii, .573423+1.48876*ii, -2.29658+1.21697*ii, -.057183-1.32303*ii, -.281605-2.33702*ii, .814841-.094905*ii
