variable ordering: ad, T, omega, theta, sintheta, d, g, L, j, Pii, Tj
.139142+1.03944*ii, -1.64601+2.04569*ii, -.584317+.584592*ii, 2.58463+.322382*ii, .354611+.745962*ii, .689773+1.03238*ii, 1.20891+.388156*ii, .311845+.360533*ii, .317868-.295095*ii, .844376-1.97479*ii, .08046+1.13599*ii
.290917-5.23403*ii, 1.09508+12.3356*ii, 3.33633+.169081*ii, 1.68209+1.58456*ii, 1.92117+.387709*ii, 3.65875+.729728*ii, -.382789-2.64714*ii, 1.36897-.85577*ii, .253206+.275214*ii, -4.93853-6.2798*ii, -3.11764+3.42483*ii
4.10394+1.18407*ii, -2.40117-.010402*ii, 4.76552+2.47951*ii, 1.59644-.786234*ii, 3.4371-3.39809*ii, .831677-4.82409*ii, .431584+.771182*ii, 1.61696-2.22544*ii, -.053752-.131446*ii, -.365187-.57613*ii, .1277+.316182*ii
260.937-313.683*ii, 3.45974+7.49047*ii, -66.7378-1.8090*ii, -354.213+217.775*ii, .4470-69.8892*ii, 106.824-171.245*ii, 4.51199+3.70472*ii, -.434553+.216282*ii, -21.7211+50.5802*ii, -14.1971-2.02887*ii, -454.019+12.293*ii
-1.43238+2.04753*ii, -.968747-.025234*ii, .927995-.118859*ii, -2.34083+2.46075*ii, .2329-1.07735*ii, .068917-4.07462*ii, -2.09025-.877667*ii, -.883239+.812188*ii, -.723696+1.72374*ii, .552292+.375064*ii, .744574-1.65161*ii
.382949+.377733*ii, .095135+.55151*ii, .066366+.518895*ii, -2.16773-1.85893*ii, -.301291-.507705*ii, -.221812-.0895462*ii, -.881264+.2313*ii, .0793763-.0267602*ii, -.122966+.310812*ii, .916467-.125949*ii, -.183115-.0382481*ii
-1.14023+.388475*ii, -.976596-.526827*ii, -1.79393+1.12749*ii, -1.10904+.280056*ii, .227473-1.48886*ii, .852606+1.4033*ii, -.369308-.709417*ii, -.422325-1.37197*ii, 1.04867-1.77043*ii, .381695+.163195*ii, -1.95684+1.17653*ii
-1.26444+1.6298*ii, -.081404-.529799*ii, .651332+.288769*ii, -.530671-.105805*ii, -.796477+.821494*ii, -.547046-.498135*ii, 1.79188-.198107*ii, 1.17144+.705128*ii, .619443-.372916*ii, -.142021-.273843*ii, -.247996-.297823*ii
.309484+1.44041*ii, 1.58259+1.79007*ii, .239367+2.64557*ii, 3.58809+1.96783*ii, .157626-.530944*ii, -3.16274+3.86667*ii, -2.33416+1.27585*ii, -.223281+1.2001*ii, -2.254-.469074*ii, .489636+1.69862*ii, -2.72747-4.77718*ii
17.5114+5.02842*ii, 2.6705+1.53073*ii, 12.0967-6.98843*ii, 1.36453+6.75076*ii, -.552633-.76567*ii, -4.42376+19.6248*ii, -15.1712+11.9206*ii, 2.66569+1.19411*ii, -2.19881-4.43625*ii, .091533+3.96393*ii, .91881-15.2128*ii
2.34102+.927182*ii, -.888787+.372391*ii, .888214-5.10205*ii, .0357079-.262367*ii, .306312+.254112*ii, -.587784-1.00221*ii, 6.01447-1.9626*ii, 3.45104-2.71*ii, 4.91765+1.26811*ii, -.565751+.127482*ii, -4.84298+.704209*ii
-.938514-.786289*ii, -.150445-.0482567*ii, -1.31502+.355013*ii, 1.34157+1.06337*ii, .243052+1.2533*ii, .56696-.691728*ii, -.744592+.604435*ii, .00855-.522388*ii, -.826908-.674778*ii, -.0728683+.0787427*ii, .0918412+.14142*ii
-3.3748+.909275*ii, 1.1819+.16095*ii, 1.04652-1.29091*ii, -.940802-1.8397*ii, 1.18572+.733315*ii, 2.38957+1.46366*ii, -1.7157+1.82794*ii, -1.15721+.707109*ii, -.210049+2.19102*ii, .812832+.000867*ii, -.600902+2.55577*ii
.989848+1.20953*ii, -.223078+1.1217*ii, -1.55984+.0971*ii, -.870105-.23849*ii, 2.2719+1.12598*ii, .478653-1.31205*ii, .561601+.25405*ii, -.127238+1.5428*ii, .442504+.172821*ii, -.146764-.330582*ii, -.292567+.457804*ii
12.2648-.17604*ii, 3.53605+6.66972*ii, 2.57606-3.01135*ii, 7.06344-3.88959*ii, .640971-.21617*ii, -8.94138-6.13613*ii, 17.2638+5.54762*ii, -.604264-1.20146*ii, .667972+.044221*ii, 8.80455-10.7471*ii, 2.06704+4.61156*ii
-.879987-1.14127*ii, .263936+.26856*ii, .040512+.756035*ii, 1.24489+.908625*ii, 4.48517+1.31248*ii, .68062-1.47527*ii, -.249311-.181499*ii, -.207616-1.03352*ii, 2.57418-.839752*ii, -.0931003-.041849*ii, .904943+.46968*ii
3.66785-4.16449*ii, -2.77476+7.36532*ii, -3.14939-8.08208*ii, 2.02142+.912569*ii, -1.1923+7.70522*ii, 4.12721-4.11944*ii, -.599775-.383213*ii, .931821-2.45856*ii, .662517-.310752*ii, .649467+1.94695*ii, .450467+5.74191*ii
.34844+8.29138*ii, -.462079+3.64734*ii, 9.40479+2.28543*ii, 4.99006-5.16141*ii, 1.4477-.367747*ii, 12.6464-3.44841*ii, -1.14057+5.43756*ii, 1.56973+.932572*ii, 1.58313-.00282*ii, 2.18336-2.35894*ii, -.721248+5.77553*ii
1.47362+.242068*ii, .511109+.637485*ii, 1.16745-.390145*ii, .747509+.043696*ii, .394345-.0770617*ii, 2.15596+1.70067*ii, 3.48387+1.29466*ii, 3.00691+2.09935*ii, 6.07275-2.17586*ii, .296504+.286439*ii, 4.49091+2.75919*ii
1.18588-1.26741*ii, -.682912-.203387*ii, 2.81166-.232812*ii, 1.48371+.31222*ii, -1.18358+1.55545*ii, -.186417+.669708*ii, -.883435-.090175*ii, -.029359+.457551*ii, -.188493+1.1996*ii, .228241+.441511*ii, .372706-.780882*ii
-2.48874+2.59811*ii, 2.28635-.306075*ii, -.74987-8.46333*ii, -.823214-.396068*ii, -.825172-.377216*ii, 3.60042-2.52467*ii, 1.30416-3.74475*ii, -2.35333+4.19909*ii, .901935-1.724*ii, .229945+1.02383*ii, 1.53446-4.21773*ii
.235531+1.59425*ii, -.281478-.464438*ii, -.297114-.870872*ii, -.695422+.467865*ii, 2.11928+2.05768*ii, .549101-.495444*ii, .433173+.331677*ii, -.873523+.124749*ii, 1.46035-1.18972*ii, .21171-.0313919*ii, -.96361-.343362*ii
-9.32536+.89766*ii, -6.98305+5.27161*ii, -5.13958+5.98264*ii, .4329-.743145*ii, 14.2836+5.19128*ii, 7.14535+2.37738*ii, -.556518+.265108*ii, 1.79335+8.57033*ii, .468964+.153983*ii, -1.16331-.022821*ii, -4.08654+1.39692*ii
1.0329+.077614*ii, -4.11557-.617049*ii, -7.17668+2.64668*ii, 2.4104-7.37877*ii, -1.37796-.149895*ii, 1.93659+1.64986*ii, -.746875+.02492*ii, -.124568+.303146*ii, 1.60686-.095940*ii, -2.3624-2.08289*ii, -6.67233-.59666*ii
1.4079-.329564*ii, .594057+1.44508*ii, -.905634-1.94923*ii, 1.07697+1.24416*ii, -.333139+1.10586*ii, -2.65035-.365024*ii, -.624843-1.0849*ii, -1.22184+1.07259*ii, -.0622176-.120534*ii, .326013-.60491*ii, .13722-.161513*ii
-2.64043+3.83665*ii, .003774+.519705*ii, 2.60821+1.45357*ii, .525781+.002798*ii, 2.08386+1.72634*ii, -.424309+.40811*ii, .153095+1.7143*ii, -.802854+.780471*ii, -3.13902-1.32408*ii, -.140925-.290577*ii, .676284-1.63636*ii
.572669+.486703*ii, -.50396-.97197*ii, -.205886-.714568*ii, -.325535-.0269967*ii, 2.17119-.168213*ii, .150696-.239922*ii, .244921+.243139*ii, -.399053+.770102*ii, .436463-2.43249*ii, .310324+.153323*ii, -2.58427+.80165*ii
.617202+2.25784*ii, .468106+1.30999*ii, .075686-2.61991*ii, -.380687+.591374*ii, .711423+1.74385*ii, .398283-1.24978*ii, 1.23379+.149409*ii, -1.8007+.485683*ii, -2.53986-.118649*ii, .562652-.085736*ii, -1.0335-3.38272*ii
1.88388-3.53125*ii, 1.50087-.1182*ii, .485829+2.73951*ii, 2.92895+1.46895*ii, .298591+.358697*ii, -2.61371+.74142*ii, -3.23266-7.94298*ii, -.611585+.559861*ii, 2.77606+2.74049*ii, 1.5383+1.87678*ii, 4.49042+3.78498*ii
-7.43322-6.11094*ii, .975834-.344854*ii, 6.42376+.54771*ii, 1.29779-.766644*ii, -.687852-6.38398*ii, -6.33677+3.51576*ii, 1.07026-1.04904*ii, -4.80596-.129991*ii, 2.54213-6.01415*ii, -.195476-.213692*ii, .406697-6.74548*ii
-6.40904-1.12866*ii, -1.01394-.710548*ii, .298662+3.87947*ii, 5.83184+2.16371*ii, -.127041+.411993*ii, 4.30753+3.58525*ii, 1.87872+14.9769*ii, .849744+.299503*ii, 6.82578+3.51334*ii, 1.00305+2.33346*ii, -4.42452-8.41236*ii
-.603414+.991284*ii, .0121592+.238913*ii, .0696665+.424369*ii, .619409+1.24647*ii, 1.17104-.223078*ii, 2.33341+.618912*ii, -.652842+.722133*ii, 1.14423-1.3034*ii, -.527196+2.1269*ii, -.0897401+.0039111*ii, -.514554-.100092*ii
-2.13763-.162553*ii, -1.78815+3.11567*ii, -1.2097-3.15302*ii, 2.1744-.04523*ii, -3.21708-1.93015*ii, 3.88077-.423362*ii, .510881-.255986*ii, 1.78803-.15751*ii, -.859862+1.59539*ii, .331784-.960159*ii, -3.43315-5.53185*ii
-1.19033+1.46622*ii, 4.01157+1.0851*ii, .109055-.41067*ii, -.467442+1.21672*ii, .776792+3.04861*ii, .363888-.98908*ii, .358203+.481719*ii, -.80848+.011530*ii, -.924638+.531317*ii, -1.20615+1.32892*ii, -4.28578+1.12809*ii
-1.6403-.71958*ii, -.26368+1.16938*ii, -1.87155-1.53625*ii, -1.32072+.011525*ii, -.093895-.703945*ii, .722542+.140248*ii, 1.30971-2.15546*ii, -.546116-.110956*ii, -1.96932+.620934*ii, -1.18177+.48693*ii, -.206834-2.46661*ii
-.300695+.515192*ii, .209971+.396698*ii, .882735-1.33096*ii, -1.42945-1.09939*ii, 1.8691-.082135*ii, -2.12455-1.16129*ii, -.172656+.268049*ii, 1.32647-.207784*ii, -.736855-1.13697*ii, -.0674194+.0864408*ii, .296317-.531041*ii
-2.44009+.973821*ii, -11.09+10.855*ii, -6.2213-3.12581*ii, .742932-.031144*ii, .134577+.0691445*ii, -3.73453-.653253*ii, -11.4034+13.0951*ii, -4.98113-1.0881*ii, .21586+.241195*ii, -3.7094+13.8658*ii, -5.01205-.331682*ii
1.1387+.298576*ii, .207814-.0533576*ii, .228495-.033633*ii, -.192788+1.14808*ii, .485086+.53183*ii, 2.67267+.284616*ii, 1.3725-.889242*ii, -.139086-2.30459*ii, .936215+2.20941*ii, -.087059-.0247292*ii, .312448+.409192*ii
.250302-.136529*ii, -1.67761+.126248*ii, -.386101+1.04987*ii, .088453+1.05566*ii, -.0639145-.235031*ii, 1.09169+.48081*ii, .27123+1.13873*ii, .538328-.989023*ii, -.273556-.406996*ii, -.36716-.777359*ii, .510303+.648245*ii
.882154+2.7525*ii, .083048-3.70761*ii, -.653333+.209397*ii, -1.3082+2.54175*ii, .659357-2.67646*ii, -.103648-.568196*ii, -.893017+.549595*ii, -.160136+.123198*ii, .71933+.012636*ii, -.314869+4.22265*ii, .106588-2.66594*ii
3.298+5.65138*ii, .363679+2.26357*ii, 1.03862-1.09963*ii, .375565-.362152*ii, .524034-.645692*ii, 3.29712-1.00048*ii, -2.77759+7.36195*ii, 5.8802+3.00626*ii, .19462-.723112*ii, -.677004+1.05581*ii, 1.70759+.177555*ii
-.342513+.164919*ii, -.311873+.388995*ii, .710189+.48784*ii, -.198112-.267579*ii, .45332+1.44145*ii, -.0675157-.161463*ii, .0361121+.248974*ii, .510432+.125597*ii, 1.38773+2.04556*ii, -.165036+.051459*ii, -1.22851-.098136*ii
2.12653+.767205*ii, -2.0053-.191132*ii, 1.39293-2.77739*ii, -2.53113+.005260*ii, .326088+.448677*ii, -3.86106+.355268*ii, 3.37293-2.28819*ii, 1.52572-.137188*ii, -1.40084-.76955*ii, -1.62627+.259403*ii, 2.66202+1.81093*ii
-1.02693-5.29604*ii, 1.79944+.648084*ii, 2.47067-3.25886*ii, 2.76149-3.45498*ii, -8.40828-4.06967*ii, -.0192172+.00196745*ii, .345948+.462419*ii, -.00306019-.00311623*ii, -1.59837-2.83089*ii, -4.42109+10.0971*ii, -1.0415-6.12989*ii
-1.35739-2.06266*ii, 2.52464-.612857*ii, .021134+1.04177*ii, -.362651+1.40566*ii, 1.32668+1.07131*ii, -.155153+1.22987*ii, -1.37925-.440988*ii, .847043-.108154*ii, -.127752-.0780975*ii, .033768+1.69525*ii, -.370389-.118875*ii
88.6473+36.6016*ii, -3.97825-35.8035*ii, 151.676-79.8127*ii, 79.566-14.3876*ii, -.764644+.102994*ii, 158.662-99.96*ii, -107.534-62.3518*ii, 2.15094-.867371*ii, 1.93209-2.99632*ii, 124.448+44.5439*ii, -114.965-57.2555*ii
.302234-.782266*ii, 1.53167-1.03515*ii, -.842315+2.67814*ii, .265144+.498322*ii, -.050909-.566496*ii, 1.66704-.048457*ii, 1.32226+.65234*ii, 1.31143-2.64752*ii, .168346-.197457*ii, -.642718-.123793*ii, .0534533-.476702*ii
1.51936+5.38611*ii, 1.04524-.150118*ii, 2.44611-.294328*ii, -2.50896-5.62778*ii, 1.04862+.623343*ii, -2.0867-2.78766*ii, 3.32668+3.15886*ii, .551108-.125093*ii, 1.02902-3.83607*ii, 1.41714+.515241*ii, .499708-4.16409*ii
.602815+.561227*ii, -1.52554+.098857*ii, 1.10148+.205505*ii, 2.28193-1.07863*ii, .534097-.621331*ii, .437121+.890976*ii, -.039842+1.00445*ii, .0057204+.393153*ii, -.149462+.954604*ii, -1.22423+.046070*ii, .133641-1.47106*ii
.156438-.0098377*ii, -.0434634+.055078*ii, -2.46664-.320023*ii, -.657571+1.67095*ii, -.0497315-.0104028*ii, -.983329-.005726*ii, -2.97414+.819946*ii, .197564+.510736*ii, -1.25627-1.70553*ii, -.0832757+.0056114*ii, .148539+.0049353*ii
1.04002-1.2614*ii, -1.67853-.876785*ii, 2.43948+.201169*ii, .299971+.545505*ii, .922983+.920199*ii, .653886-.555237*ii, -.118219-1.24879*ii, -.27541-1.35013*ii, .61612-.367886*ii, -.779134-.461536*ii, -1.35673+.077303*ii
9.62105+11.3943*ii, 1.73778-.785331*ii, -1.07893+6.75627*ii, 1.58718-.020336*ii, 3.43925+1.42606*ii, -1.80851+10.1131*ii, 3.55922+1.83722*ii, -1.22088+6.35607*ii, 1.7673-1.53355*ii, .363322-.658277*ii, 1.86683-4.05288*ii
.11781-.854525*ii, .465556+1.61292*ii, .374559-.242042*ii, -1.04254+.651991*ii, 2.4253+2.04298*ii, .3763-.220988*ii, -.145195-.230032*ii, -.35476-.0098913*ii, 1.47305-.98218*ii, -.152791+.720607*ii, 2.26997+1.91865*ii
1.27452+1.81021*ii, .07374+.863794*ii, 1.84576-3.96575*ii, -3.13281+1.40464*ii, -.192299-.398243*ii, -7.34559-1.20424*ii, -4.93921+.815373*ii, 1.80876+1.19538*ii, 1.94495-1.39636*ii, -.591918+.292497*ii, 1.34959+1.57707*ii
2.71949+.327228*ii, .530401-.001512*ii, -1.8716-.733533*ii, -1.39823+.074754*ii, -1.6487+.205937*ii, -.74808+1.47668*ii, -1.59972-.398295*ii, .589795-1.02457*ii, -.484366+.570268*ii, .188325-.251156*ii, -.256046+.303203*ii
-1.06834+.674207*ii, .581867+.191394*ii, -1.24692-1.15777*ii, .70501-.37233*ii, -.791107-1.14393*ii, 2.57487+.337153*ii, .038216-.907492*ii, 2.65827+1.88211*ii, 1.09514+1.10817*ii, .11811-.111054*ii, .425128+.854409*ii
.197625+.873717*ii, 3.06276-.900614*ii, 5.0542+5.87281*ii, -3.66008-4.81429*ii, -3.77375+4.46231*ii, -.158501-1.63429*ii, .0923191-.122361*ii, .230988+.142686*ii, -.932136+.962309*ii, .624188-1.02748*ii, -1.98824+3.78681*ii
-4.07583+4.63243*ii, -2.20722-.998621*ii, -.162063-1.79977*ii, .277319+4.17651*ii, .245465+.224742*ii, 11.2488-6.72973*ii, .36682+18.5362*ii, -1.4262-2.78806*ii, .551217-2.65154*ii, 1.79121-2.34938*ii, -3.86454+5.30208*ii
-.292194-1.47664*ii, -.156603-3.84518*ii, -.98741-.161062*ii, -.168398-.125204*ii, -.255267-.541196*ii, .0346677+.345031*ii, 2.44023+.611087*ii, -1.11362-1.22093*ii, -.215448-.0768361*ii, 2.24848-.779421*ii, -.261709+.840469*ii
-7.93722+5.94409*ii, .36496-4.79315*ii, 5.52358-1.95579*ii, 4.50327-3.3447*ii, 2.04974+4.91687*ii, 2.64312-3.47971*ii, .456604+1.80463*ii, .74814-.217045*ii, -1.28597-.822555*ii, 2.86732-2.37679*ii, -4.41196+5.86366*ii
.117911-2.34865*ii, 7.50275+2.07747*ii, -4.0527+5.87086*ii, .777533+.881431*ii, .178257+.100489*ii, -4.74809-1.85777*ii, -5.13439-10.2812*ii, -3.85768+1.98385*ii, 1.23541-.174677*ii, -3.09675-5.54459*ii, 9.63188+1.25597*ii
.665933+.323871*ii, -.424547+.824144*ii, .189572-.628002*ii, .923461+1.31746*ii, -.617724-.13906*ii, -.848919-.223694*ii, -1.13838-.26803*ii, -.416711+.35227*ii, -.14305+.362073*ii, .55021-.399986*ii, -.237669-.271611*ii
-1.85321+3.14454*ii, 2.42193-3.7977*ii, .382536-.151441*ii, -.343016-.905775*ii, -1.44694+4.31479*ii, -1.53069+.675536*ii, .784581+.166396*ii, -.092562-1.72498*ii, -.0853943+.20884*ii, 1.53249-.132733*ii, .586296+.830098*ii
.381642+.886912*ii, -.557789+.804639*ii, -.864738+1.40198*ii, .0045593+.284536*ii, -.530366-.478118*ii, .461873+.537801*ii, -1.22863-.564673*ii, 1.91561-1.59255*ii, -.882446+.981771*ii, .141599+.332639*ii, -.297753-1.25767*ii
-.077437+1.61382*ii, .197527+1.31276*ii, .563318-1.62018*ii, 2.53323+.332135*ii, .085333+2.09287*ii, -3.24758+.395135*ii, .76832+.068327*ii, -1.24022+.318587*ii, .583135+.821854*ii, .516296+.010701*ii, -.963712+.927855*ii
1.51109+2.01731*ii, -.164594-.0263749*ii, 3.3014+1.36748*ii, .900676+.277412*ii, .708019+.814316*ii, 1.21981-1.2517*ii, 2.32962+.169864*ii, .846029-1.65031*ii, -.282451-3.42573*ii, .0689978+.0634869*ii, -.043864+.571303*ii
1.89994-.831604*ii, -1.13867+1.41007*ii, -1.57844-.214868*ii, -.332905-.157012*ii, -.49391+.992308*ii, .22186-.842677*ii, -1.43543-1.20019*ii, .431446+2.32779*ii, -.0539486-.387339*ii, .763+.264538*ii, .607607+.364981*ii
.283435-.182364*ii, -.28329+.240928*ii, .105315+.007282*ii, -.968404+.160797*ii, .321463-.232489*ii, -.00387998-.00575756*ii, .848286+.046203*ii, .00293836+.0064333*ii, 1.6471+.904375*ii, .646588-1.93775*ii, -.684496+.140633*ii
-.890805+2.03709*ii, .3358-.267625*ii, 1.21349+2.66573*ii, -.343303+.258026*ii, -.201027-.261886*ii, -1.63263-2.53825*ii, -3.25158-5.89746*ii, -.512088+7.00873*ii, -2.19087-6.13219*ii, -.172744-.120604*ii, -2.37682-1.47286*ii
.483511+1.00701*ii, -.678448+.281328*ii, 1.14314-.034969*ii, .834153+.706246*ii, -.387528-.508993*ii, -.546215-.299222*ii, -1.71028-.352206*ii, -.558308+.113984*ii, -.370431+.666743*ii, -.632691+.12223*ii, .063745-.556563*ii
-1.11439-3.50456*ii, -2.09072-2.01897*ii, -.304519+4.74427*ii, -3.37928+3.21833*ii, .367014+2.4272*ii, -2.746+.830263*ii, -1.47947+.235418*ii, .54881+.27698*ii, .319406+1.18606*ii, 1.00003-2.04229*ii, 1.72684-3.1246*ii
-3.13803-1.73515*ii, .071313-.513601*ii, -1.62673+2.29677*ii, -.415405-.402827*ii, 2.04183+1.10807*ii, -1.23484-.337594*ii, -1.54348-.012177*ii, 1.93814-1.06677*ii, -1.42864-.133097*ii, .200486+.0832297*ii, -.170239+.72426*ii
-.11142+.387199*ii, .500489-.483178*ii, 3.19553+1.81063*ii, .226252+.0801348*ii, -.579401+.167782*ii, -.430391+.139194*ii, .35597-.565193*ii, -1.49662+1.14529*ii, -1.16684-.211167*ii, .168308+.121488*ii, -.686021+.458105*ii
-.510432-.562304*ii, -.400508-.789104*ii, -.262886+.0646337*ii, -1.31945+.563101*ii, .360449+1.04266*ii, .490529-.518822*ii, -.632896+.270754*ii, -.456446+.198414*ii, .669503-.897285*ii, .23472+.465807*ii, -.976192-.168938*ii
1.74641-.335231*ii, 1.00817-2.99452*ii, -2.42506+3.68647*ii, 1.98935+1.01742*ii, .260625+1.54973*ii, 7.08175+4.98716*ii, -.026062-1.13129*ii, 3.83805+.54402*ii, -.165819+.42401*ii, .441784+.732738*ii, 1.10253+.924022*ii
-1.67999+2.74828*ii, -.509542-1.7277*ii, -.242655+1.27059*ii, 1.17234+3.97814*ii, 3.79935-.118097*ii, -1.8543-.644161*ii, -.464213+.708925*ii, -.275374+.38497*ii, .73599-2.87565*ii, .365485+1.15133*ii, -5.34328+.193696*ii
-5.46598-.411857*ii, .489298-.197892*ii, .042653-2.27618*ii, 3.81463-1.76347*ii, -1.27705+1.26871*ii, -.669367-.245635*ii, 1.99286+2.30234*ii, -.120049-.119891*ii, -2.01831+3.74672*ii, -.382205-1.05348*ii, -.246113+2.23267*ii
.861237-.516279*ii, -.596972-.634866*ii, -.49561+.0306187*ii, .177195-.518235*ii, -.556426-.882324*ii, .067457-1.32774*ii, -.021772+.962371*ii, 2.33371-.667779*ii, .955798-2.78964*ii, -.0496236+.270535*ii, -2.34163+1.05853*ii
