variable ordering: S, ap, sintheta, dA, dtheta, r, P, qc, x0, w
-2.3548+1.37579*ii, -.087147-.596352*ii, .023243-3.62534*ii, .151534-.017981*ii, -.00053813-.0279759*ii, .0257526+.488742*ii, -.332094+.25082*ii, -.364049+.0656165*ii, -.114176+.26388*ii, -.470404-1.65623*ii
.415872+.28372*ii, .624447-.184775*ii, -.958057+1.37819*ii, .911252-1.49919*ii, .273086-.070198*ii, .072992-.764825*ii, .804314-.36493*ii, -.497346-.0372325*ii, -.0377766+.450601*ii, .805499-1.17807*ii
.107934+.18473*ii, .134384+.0682964*ii, -.000936+.970162*ii, 1.005-1.90643*ii, .004228+1.46017*ii, .253837+.421681*ii, .460648-.0201147*ii, -1.37207+.735407*ii, -.0355805+.0402256*ii, 1.21905-1.57593*ii
-.119114-.324636*ii, -.367561-.20458*ii, -.54271-1.39369*ii, 1.22236+.242862*ii, .357677-.175778*ii, -.155725-.555591*ii, -.0667584-.425749*ii, -.10701+.52859*ii, -.574166-.363947*ii, .935096-.026689*ii
.221051-.28078*ii, -.317463+.726142*ii, -.891803+.834213*ii, 1.2044-1.58534*ii, .46343-.566866*ii, .20876-.557665*ii, -.178896-.68861*ii, .35673+.0896303*ii, -.307463-.0814441*ii, 1.42503-1.22187*ii
1.26594-.730173*ii, .0053169-.158416*ii, -.704148-.21757*ii, -1.44341+.297379*ii, -2.07296+2.60708*ii, .0608464-.303143*ii, -1.61013+1.4304*ii, -2.95118+1.23638*ii, .131478+.0719752*ii, -.641009+1.04145*ii
4.86702+2.94659*ii, -4.00736+1.84548*ii, .57841+6.14692*ii, -.143693-.310453*ii, -.00157361+.00544238*ii, 1.10988+.570547*ii, .215419-1.93438*ii, -.104452+.0321248*ii, 4.48256-4.36953*ii, -.169425+.983877*ii
.526213-.691287*ii, -.372236+.0490496*ii, -3.27238-.097875*ii, -1.3054-1.49997*ii, -.0378458+.00340396*ii, .704295-1.43151*ii, -1.72382+.113104*ii, -.118679+1.20396*ii, -.127874+1.77846*ii, -.422945-.344828*ii
-2.43889+1.48589*ii, .510571-.054922*ii, .628689-2.97069*ii, .130249-.176686*ii, -.0278903-.0386029*ii, .126021+.475211*ii, -.055127+.624453*ii, -.315731-.429221*ii, -.151997-.0378426*ii, -.376128-2.12011*ii
1.16077-1.71394*ii, .0498176-.136064*ii, .595782-.534051*ii, -.538-.503811*ii, -1.51601+2.11615*ii, -.0824051-.222622*ii, -1.488+.33729*ii, -2.63662+1.31429*ii, -.77417-.220684*ii, .343448+.369586*ii
1.58786-1.28447*ii, -.0151702+.168418*ii, .491993-.576369*ii, -.912475-.592135*ii, -2.61374+1.59875*ii, -.148859-.229002*ii, -2.20947+.23182*ii, -3.01541+.431402*ii, -.698283-.473904*ii, -.270112+.458711*ii
3.9748-.597954*ii, -5.50538+1.21516*ii, -.681066+.199401*ii, -1.13095-1.23523*ii, -2.44972-2.81377*ii, .0411118-.314703*ii, -5.23393-4.23352*ii, .0841154-.134975*ii, 1.47842-2.44124*ii, -.657828+1.53653*ii
4.15226-.429536*ii, -6.28948+.364664*ii, .52692+.479761*ii, -1.0278-1.40792*ii, -2.21501-2.94438*ii, -.304057+.115179*ii, -4.87243-5.40456*ii, -.0678681+.13149*ii, 2.18052-2.80887*ii, -.654654+1.44118*ii
2.82221-.268731*ii, .244215-.156759*ii, 2.98117-.285378*ii, .18393-.729859*ii, .0476198+.0140191*ii, .652428-.616881*ii, .322954-2.10924*ii, -1.72285+.24064*ii, -.765128-2.35407*ii, -.32237-.248749*ii
.905508-.794132*ii, .0327209-.216238*ii, .48288-.716696*ii, -.848837-1.40685*ii, -2.02141+.426397*ii, -.171303-.342351*ii, -1.88585-.599822*ii, -2.22291-.008433*ii, -.571863+.070571*ii, -.442756-.583728*ii
1.44323+.832813*ii, -.0667347-.0312615*ii, .269411+.907388*ii, .0929458+.0452459*ii, -1.19751+1.01881*ii, -.0065272-.104968*ii, .0964607+.142707*ii, -1.94383-.097499*ii, .696479-1.12457*ii, -.186596+.209691*ii
4.26299-.349497*ii, -5.35032+1.41333*ii, .54874+.496739*ii, -.984295-1.11377*ii, -1.9538-2.64451*ii, .285812-.12476*ii, -4.5853-4.40399*ii, .0941469-.126219*ii, 1.58496-3.28408*ii, -.612629+1.33073*ii
1.04899-1.40361*ii, -.0236858+.139976*ii, .063363+.708489*ii, -1.13086+.155142*ii, -.979537+3.57283*ii, .259384-.0411583*ii, -.968509+1.75003*ii, -2.63251+2.21864*ii, .23852-.154905*ii, .337676+.769351*ii
.37658-.326667*ii, .077832+1.4005*ii, 1.2255+1.04955*ii, -1.3458-2.92547*ii, -.166948-.269963*ii, .958027-.288775*ii, -1.46246-.662043*ii, -.301019-.0826819*ii, .0161095-.287666*ii, -.146154-2.61983*ii
-1.6464+.376967*ii, .216875-.595818*ii, -.552165-2.11685*ii, .167316-.127101*ii, .088236-.0918242*ii, -.189912-.289879*ii, -.227555+.272332*ii, -.229349+.229834*ii, -.207939+.679152*ii, .029197-1.12322*ii
-.952423-.515777*ii, .0399936-.171114*ii, .832174-.459183*ii, -.08985-.569958*ii, .090257+1.55028*ii, -.0503026+.244375*ii, -.208396+.589184*ii, -1.03188+1.16288*ii, .111679+.0872822*ii, .712873-1.11585*ii
.620706+.804617*ii, -.152537+.0286209*ii, .382366+1.14233*ii, .154279-.184263*ii, -.628746+.431805*ii, -.140576-.147943*ii, .244023+.0097628*ii, -1.07727-.224514*ii, .949171-.845724*ii, .1113-.400324*ii
.353126-1.85248*ii, -.0433992+.168903*ii, .12309+.754025*ii, -.786795-.650734*ii, -1.39508+2.64442*ii, -.262299-.0487334*ii, -1.48331+1.22773*ii, -2.27387+1.54634*ii, -.047968+.35115*ii, .832792+.048249*ii
-1.78177-1.12046*ii, .822483+2.59214*ii, .121153+.927005*ii, -.068143-1.35478*ii, -.620186+1.50932*ii, .303981+.221783*ii, -1.39657+2.49027*ii, -.209427+.0474031*ii, -.492484+.0560762*ii, 1.76978-2.15105*ii
1.62316-1.08948*ii, .0086794+.135539*ii, -.606053-.177995*ii, -1.66162+.257915*ii, -3.46387+3.99907*ii, -.0586378+.276919*ii, -2.41609+2.22894*ii, -4.39541+1.40127*ii, -.0587372-.053986*ii, -.578109+1.43992*ii
-1.36517-1.68537*ii, -1.02474+2.35943*ii, -.963695-.03101*ii, .521311-1.37048*ii, -1.48054+.143317*ii, -.339367+.218237*ii, -3.02144+.992335*ii, .201911-.128964*ii, -.596834+.056431*ii, 2.12117-1.25253*ii
.230418-.433865*ii, -.27417+3.17249*ii, 1.0448+2.15609*ii, -1.805-4.90152*ii, -.0946709+.0208806*ii, 1.86882+.297255*ii, -2.5425-.34627*ii, .173817-.0032207*ii, -.0151824-.259216*ii, .30106-4.1536*ii
.712294+.180911*ii, -.406385+.149851*ii, -2.05137-2.67986*ii, -1.76934+1.55368*ii, .032093+.013162*ii, .946352-1.51899*ii, -1.54137+.786584*ii, -.122875+1.04237*ii, -.0824891-.105733*ii, -1.72595+1.26045*ii
1.27102+.40909*ii, .122475+.0909332*ii, .162065+.938593*ii, .359677+.271565*ii, -.757228+1.34443*ii, .0335403-.218415*ii, .346063+.492306*ii, -1.73511+.279322*ii, .447576-1.06003*ii, .267464+.340508*ii
.932746-1.0015*ii, -.0041273-.152056*ii, .168176+.684343*ii, -1.65158-.234161*ii, -2.52056+2.85699*ii, -.309971+.0533846*ii, -1.77501+1.43564*ii, -3.26605+1.05669*ii, .513051+.150642*ii, -.373186+.512876*ii
.644026+.787081*ii, -2.93001+1.21198*ii, .460465+.920602*ii, -.970212+1.63754*ii, -1.20292+.218182*ii, -.272651+.408055*ii, -1.91372+.29098*ii, -.0472347+.144095*ii, 2.66872-2.34936*ii, -.184255+1.10781*ii
-1.22765-.279843*ii, -.1282+.683279*ii, -.067192-1.33177*ii, .572439-.253392*ii, .084718-.555915*ii, -.0933013-.352467*ii, -.773668+.150885*ii, .423939-.122719*ii, -.452528-.22793*ii, .837273-1.11326*ii
-.283238+2.0386*ii, -.37781+.375138*ii, -1.65021+.372538*ii, .255731-.135022*ii, -.21652-.170165*ii, .281022-.140959*ii, .202822+.559576*ii, -.088378-.492907*ii, 1.18007-.208781*ii, -.236795-.756458*ii
-2.23717-1.14614*ii, .860332+2.89975*ii, .099187+.963305*ii, -.00705-1.24211*ii, -.444815+1.39917*ii, .290031+.234516*ii, -1.40786+2.78689*ii, .194943-.0525048*ii, -.452905+.0565845*ii, 1.97997-2.33486*ii
4.73081+3.33568*ii, -4.26712+1.91329*ii, .046421+6.65183*ii, -.131456-.27377*ii, -.00009483+.00452886*ii, 1.07696+.667112*ii, .291317-1.73365*ii, .0941486-.0271392*ii, 4.9714-4.2463*ii, -.143029+.99553*ii
.519947-1.70859*ii, -1.68223+1.19161*ii, .16082-.878979*ii, .582988-1.86323*ii, -.96541-1.60007*ii, -.188769-.387988*ii, -2.88037-1.96487*ii, .248213-.190722*ii, -.979767-.68288*ii, 1.2784-.898268*ii
-1.36432+.24671*ii, .60218+.112146*ii, .241383-1.67448*ii, .238377-.22971*ii, -.114665-.250349*ii, -.0800498-.326724*ii, -.26855+.372207*ii, -.233447-.302655*ii, -.46524+.039041*ii, .181875-1.34994*ii
.103396+.0493454*ii, .365261+.70746*ii, -1.08233+1.02552*ii, 1.08827-1.47471*ii, .260539-.306465*ii, .235794-.656512*ii, .185292-.0987782*ii, .0456763-.193581*ii, -.33541+.131544*ii, 1.18415-1.31266*ii
.660472-.481744*ii, -1.02119+1.29395*ii, .792304+.918387*ii, -1.52719-2.68839*ii, -.631206-.399869*ii, .724506-.135385*ii, -2.30378-1.03989*ii, -.29924+.146816*ii, .451742-.378756*ii, -.203401-1.97813*ii
.803996-.942524*ii, -.028393+.210566*ii, -.757719-.178859*ii, -1.8496-.938317*ii, -2.16936+1.8103*ii, .174285-.346059*ii, -2.37146+.988888*ii, -2.46517+.848707*ii, -.057405+.613782*ii, -.698015-.014234*ii
.369333-.923298*ii, .0350795-.148236*ii, .571802-.518423*ii, -1.1686-1.36264*ii, -1.72859+2.32832*ii, .107494+.340819*ii, -1.68972+.575699*ii, -2.79589+1.17076*ii, -.26008+.317839*ii, -.162792-.705728*ii
-2.02341-.598211*ii, 1.25081+1.07998*ii, 1.19327-.290434*ii, -.145251-.63361*ii, .54295+.472617*ii, .14388-.310463*ii, -.085131+1.36894*ii, .243587+.0254772*ii, -.417606+.0400394*ii, .927621-2.17032*ii
.801048+1.13182*ii, -2.79321+1.67753*ii, -1.00358-.077117*ii, -.498608+1.55048*ii, -1.27305+.298173*ii, .233215+.377718*ii, -2.15427+.677668*ii, -.0603721+.147518*ii, 1.89874-2.17339*ii, -.196257+1.24825*ii
-.260144+.419173*ii, .0413866+.228412*ii, -.919466-.55944*ii, .819034-.69653*ii, .073746+1.06689*ii, .378417+.0744389*ii, .078901+.524515*ii, -.842539+.682449*ii, -.258352+.0062681*ii, .732875-.856273*ii
-.718707-1.30389*ii, -.125334+.0997015*ii, .909518-.340578*ii, -.124838-.345314*ii, .692583+1.28019*ii, .0510351-.196869*ii, -.360528+.410954*ii, -.38954+1.54719*ii, -.106434-.0764878*ii, 1.04844-.792987*ii
.875638-.824815*ii, .01227-.140492*ii, .532995-.453818*ii, -1.9196-.048015*ii, -2.01571+3.32333*ii, .214115+.257936*ii, -1.72048+1.54127*ii, -3.34973+1.62791*ii, .238647-.108381*ii, -.753212+.439996*ii
-.782535+1.49143*ii, -.405122-.0479769*ii, -1.2569-.009971*ii, .308724-.0957304*ii, -.671238+.015977*ii, -.244455+.0350496*ii, -.098813+.535352*ii, -.453571-.430047*ii, 1.04194+.10048*ii, .008069-.742354*ii
.673761+1.06411*ii, -.167108-.0737577*ii, .117596+.989802*ii, .442974-.265551*ii, -.467681+1.26252*ii, .0937201+.229126*ii, .581035+.292457*ii, -1.50057+.276941*ii, .890687-.811779*ii, .252708-.387935*ii
.052822-.560573*ii, -1.80627+.274766*ii, -1.20928+.31122*ii, 2.62182-1.82345*ii, -.498419-.469641*ii, -.655106+.406841*ii, -.883688-1.56604*ii, -.159387+.197307*ii, -.319896-.167194*ii, 2.54281-.832179*ii
.759695-1.67662*ii, .0178331-.141718*ii, -.636856-.20452*ii, -1.34542-.761951*ii, -2.65562+3.57732*ii, -.154717+.242241*ii, -2.29961+1.67691*ii, -3.69259+1.73934*ii, -.362157+.789733*ii, .0731983+.476596*ii
4.17349-.503873*ii, -6.43709+.768349*ii, .508141+.468322*ii, -1.10133-1.41825*ii, -2.48728-3.1842*ii, -.29825+.115986*ii, -5.311-5.36412*ii, .0720089-.127538*ii, 2.13842-2.99132*ii, -.637625+1.44456*ii
.915959+.255113*ii, -1.03826+2.32525*ii, .35047+1.08821*ii, -.829003+2.01917*ii, -.717791+.530068*ii, .36184-.458021*ii, -1.27445+1.63799*ii, .125357-.150026*ii, 1.38274-2.55072*ii, .042774+1.11329*ii
-.435355-.137156*ii, -.348022-.114583*ii, 1.6021-.262645*ii, .0240969+.438915*ii, .275301+.145951*ii, -.307952-.208645*ii, .0497089-.194389*ii, -.235937+.350471*ii, .604076-.998431*ii, .415041-.521323*ii
.307023-1.22797*ii, .0166754-.163521*ii, -.689264-.177821*ii, -1.25091-1.62753*ii, -2.68594+2.53983*ii, -.229798+.267229*ii, -2.38261+1.03639*ii, -3.23083+1.02344*ii, -.31361+1.12566*ii, -.0378845-.444401*ii
3.81789-.67029*ii, -6.68543+1.86266*ii, -.664308+.155754*ii, -1.48109-1.35413*ii, -3.23473-2.67466*ii, -.0466204+.330768*ii, -6.56231-4.17717*ii, .0732025-.118027*ii, 1.97331-2.79831*ii, -.568496+1.59473*ii
.462168-1.79261*ii, -.0446372+.135964*ii, .033542+.713368*ii, -1.04491-.271271*ii, -.514271+3.62436*ii, .255607+.0204971*ii, -.969208+1.74774*ii, -2.25456+2.56359*ii, .126564+.279299*ii, .757028+.294793*ii
.185223-.967791*ii, .0731453-.166377*ii, -.800913-.321842*ii, -.986858-1.19102*ii, -.853953+1.88929*ii, .271628-.252676*ii, -1.33545+.734467*ii, -1.84637+1.44966*ii, -.261229+.923578*ii, .035822-.516242*ii
1.45319-1.40903*ii, .0011593+.142744*ii, .157462+.669562*ii, -1.14815-.105502*ii, -2.61732+3.1524*ii, -.250874+.0469898*ii, -1.81714+1.46447*ii, -3.49761+1.20212*ii, .0359228-.233632*ii, .074168+.921166*ii
.298003-1.66249*ii, -.0806878+.161007*ii, -.736871-.313936*ii, -.812674-.830862*ii, -.920264+2.42616*ii, .214267-.20769*ii, -1.62348+1.10346*ii, -1.94311+1.85812*ii, -.504615+.68932*ii, .544107-.045635*ii
.511778-.197389*ii, 1.91495-.777571*ii, -3.59367-2.34898*ii, -1.37578+6.43119*ii, .00278413+.0166174*ii, -.383991-3.78547*ii, .565355+3.5629*ii, .146195+.281937*ii, -.0470658+.107716*ii, -1.87997+4.61852*ii
.9511+.204782*ii, -1.06945+2.00333*ii, .237601+1.05122*ii, -.856176+1.82134*ii, -.65881+.836935*ii, .372648-.374573*ii, -1.18729+1.55695*ii, -.123865+.17321*ii, 1.38485-2.288*ii, .029549+1.09542*ii
-1.49495-.128241*ii, -.978386+.142958*ii, 1.28055-2.03824*ii, .590345+.132097*ii, -.0949984+.010687*ii, -.40229+.506729*ii, -.865597-.273185*ii, -.09775+.318316*ii, .050768-.844498*ii, .811221-.997376*ii
-1.48524-1.89065*ii, .457229+1.98358*ii, .252639+.94671*ii, -.134908-1.06032*ii, -.999148+1.00526*ii, -.313483-.155838*ii, -1.80434+1.8299*ii, -.26825+.0459546*ii, -.466157+.214449*ii, 1.83716-1.49505*ii
2.13359+2.81612*ii, .427919-.320927*ii, -3.42319+3.78325*ii, .435544-.385983*ii, .00807849-.00596012*ii, .490039-1.25263*ii, 2.01625+.403016*ii, -.682818-.626139*ii, 1.9527+.21176*ii, -.57729+.227739*ii
.477749-.271067*ii, 2.91851-2.27469*ii, -4.34066-2.0038*ii, .5584+9.30752*ii, -.00329377+.0117488*ii, -1.88475-4.67975*ii, 2.78974+4.29529*ii, -.084514-.193733*ii, -.0640489+.0893394*ii, -.985853+6.82879*ii
.310668-.388099*ii, .0593907-.207966*ii, .443852+.948975*ii, .124479-1.6372*ii, -1.12109+.296228*ii, -.429811-.174595*ii, -.596725-.556937*ii, -1.43679-.140224*ii, .107155+.149551*ii, .560778-1.16105*ii
.672097+.858513*ii, -2.942+1.57168*ii, .4877+.861075*ii, -.909619+1.7348*ii, -1.37541+.034103*ii, -.234296+.41737*ii, -2.1007+.385038*ii, .058965-.139461*ii, 2.59177-2.60936*ii, -.168195+1.11996*ii
-.803223+.299622*ii, .274557+1.22666*ii, -1.13613-.585974*ii, .894087-.933475*ii, -.090494+.63181*ii, .500932+.036484*ii, -.438461+1.01768*ii, -.270673+.102438*ii, -.606244-.032265*ii, 1.03383-1.36357*ii
2.29923+2.16644*ii, -1.62193+.481321*ii, -3.62693+4.50535*ii, .189394-.103821*ii, .00616683-.00307536*ii, .384772-.845482*ii, .660383+.171604*ii, .154366+.0681217*ii, 2.92057-.40508*ii, .067794+.898259*ii
.338496-1.12544*ii, -.347763-.0158755*ii, -4.63327+1.49846*ii, -1.00684-.950103*ii, -.00682533-.00931391*ii, .12942-1.97576*ii, -1.4101+.811534*ii, .382325+1.20712*ii, .415489+2.45891*ii, .279004+.345802*ii
-.576569+.738321*ii, -.0407208-.239*ii, -.915669-.621831*ii, .299876-.503785*ii, .213508+.9598*ii, .291955+.023295*ii, .199056+.511872*ii, -.734402+.759322*ii, .255545+.303449*ii, .244002-.897066*ii
1.17902+.830684*ii, .114954+.0846998*ii, .162086+.829483*ii, .542607+.294372*ii, -1.20834+1.84866*ii, -.0127445+.229128*ii, .395213+.797805*ii, -2.27647+.181544*ii, .542739-1.16846*ii, .250571+.306514*ii
-.980433-.935635*ii, .0892867-.142606*ii, .915801-.316259*ii, -.244868-.288899*ii, .795127+1.23166*ii, .020845-.204992*ii, -.030228+.512353*ii, -.371844+1.42374*ii, .108842+.10018*ii, .810335-.975637*ii
3.93451-.51233*ii, -5.30727+.805985*ii, -.707474+.208413*ii, -1.0522-1.20608*ii, -2.16975-2.51749*ii, .0450706-.319288*ii, -4.7578-4.20626*ii, -.0795788+.141375*ii, 1.50667-2.22762*ii, -.673883+1.53909*ii
2.61114+1.76125*ii, -.353877+.739192*ii, -2.48804+5.02132*ii, .411959-.139435*ii, .00743906+.00143594*ii, .37359-1.2213*ii, 1.32126+.361478*ii, -.151952-.469566*ii, 2.25296-.794974*ii, .26644+.643527*ii
.566795+.118607*ii, .44896-.296755*ii, 1.32212+.344817*ii, -.593496-2.57597*ii, .376936-.36213*ii, .61417-.460625*ii, -.030862-1.53044*ii, -.7768+.166724*ii, -.136199+.0401823*ii, -.342725-2.28959*ii
1.86705+.341021*ii, .414709-.257545*ii, .143173+3.58987*ii, .720641-.406497*ii, -.00343008+.0285465*ii, -.330135-1.08002*ii, 1.4841-.513196*ii, -.820742-.336674*ii, 1.10435-.77201*ii, .715533+.019453*ii
-1.459+.734793*ii, -.379666-.234658*ii, -.432513-1.32866*ii, .120874-.0286682*ii, .395875-.286627*ii, -.0711257-.15462*ii, -.155291+.130645*ii, .273943+.215916*ii, .485028+.187957*ii, .101145-1.09692*ii
2.34066+1.92283*ii, -1.07168-.221196*ii, -3.10499+4.07043*ii, .217143-.265403*ii, .00921268-.00372421*ii, .215073-1.01346*ii, 1.01858-.203689*ii, -.307286+.0958052*ii, 2.49651-.12544*ii, -.09956+.780503*ii
-.320755-1.69906*ii, -.623767+2.54942*ii, -1.04866+.050095*ii, -.019720-1.77832*ii, -1.14046-.164443*ii, .32342-.359859*ii, -3.01515+.603911*ii, .217771-.0767382*ii, -.987664-.062917*ii, 1.48467-1.2435*ii
.428907+.793098*ii, -1.87243+.716438*ii, -1.05493+.108619*ii, -.327279+1.57723*ii, -1.06536-.338688*ii, -.329005-.328806*ii, -1.39127+.416918*ii, .0453076-.202741*ii, 1.64667-1.31757*ii, -.178652+1.14564*ii
.772858+1.1797*ii, -.10206-.107507*ii, -.905954-.127243*ii, .210865+.38502*ii, -1.59102+.707868*ii, -.163612-.130801*ii, -.291241+.546324*ii, -1.79059-.398337*ii, .524118-.590231*ii, -.379602+.348547*ii
.296289+1.71891*ii, .141176+.043951*ii, -.929649-.049369*ii, .328311+.119475*ii, -1.63163+.261915*ii, -.185261-.0429012*ii, -.108092+.599736*ii, -1.5334-.988812*ii, .626186-.493285*ii, -.453216-.238561*ii
.113358+.830846*ii, -2.45712+.558192*ii, .380862-.962059*ii, -.427022+1.974*ii, -1.08901-.512607*ii, -.48518+.151109*ii, -1.6885-.13102*ii, .0462481-.172391*ii, 1.77864-2.06174*ii, -.357465+1.08669*ii
.0185958+.231437*ii, -.12186-.124253*ii, -1.06527-.246471*ii, 1.40604-.005804*ii, -.791758+.643031*ii, -.436733-.100098*ii, .0274898+.325303*ii, -1.13305+.058833*ii, -.156406-.169612*ii, 1.03273-.015884*ii
.55181+.669312*ii, .157197+.125525*ii, -.902629-.19312*ii, .809746+.747315*ii, -1.36754+1.00197*ii, -.279456-.184467*ii, -.053361+.954348*ii, -1.66325-.233525*ii, .086228-.692449*ii, .311944+.557126*ii
.043283+.758788*ii, -2.49954+.109258*ii, .428511-1.04784*ii, -.509437+1.93335*ii, -.844218-.363126*ii, -.53338+.146688*ii, -1.48906-.302873*ii, -.0244368+.168508*ii, 1.86986-1.81119*ii, -.413845+1.08991*ii
.385068+.691606*ii, -1.88168+.26929*ii, -1.19067+.08019*ii, -.41121+1.47424*ii, -.76863-.157202*ii, -.335128-.384703*ii, -1.17793+.283287*ii, -.0048303+.200054*ii, 1.70575-.959509*ii, -.21573+1.15197*ii
