variable ordering: c0, c2, dp, r, Rad, u, L, mu, delP
-.533357+1.14468*ii, .0172493+.0870871*ii, 1.44662+.06432*ii, .317381+.390328*ii, 1.17131-3.58504*ii, -2.74396-.540893*ii, -2.03161e-222+1.01581e-222*ii, .688072-.664883*ii, 2.68e-222-1.18128e-222*ii
-.293666+.0148609*ii, .151538-.116815*ii, .327188-1.12389*ii, 1.48567-.001787*ii, 1.18317+.369994*ii, -.389044+.70312*ii, 1.35527e-212+2.27426e-212*ii, -2.5679-.52665*ii, -1.03502e-212+2.23248e-212*ii
-5.02983-11.9538*ii, 6.89431+2.35624*ii, -2.70332-1.86096*ii, 5.07734-4.04516*ii, 1.21735+.545968*ii, -2.76172-3.77944*ii, 1.46565e-173+3.53778e-174*ii, 5.99457-1.75731*ii, 1.92051e-173+1.51619e-173*ii
-.084164+.916415*ii, -.00314822-.0238972*ii, .743722+2.9368*ii, 2.27714+1.2603*ii, -6.14075-.686208*ii, 1.21962-6.49327*ii, -1.11048e-216-5.89232e-217*ii, -1.12825+4.66466*ii, -7.70534e-217+2.17563e-216*ii
2.20998-1.76506*ii, -.108555-.0660997*ii, 1.80587-.505296*ii, -2.15921-.329896*ii, -3.86539+2.70413*ii, .178436+1.43815*ii, -1.06001e-268-3.02861e-268*ii, 1.33394-1.55463*ii, -6.05723e-269+1.81717e-268*ii
-1.52887+3.89071*ii, .631628+.072612*ii, -.502817-.829799*ii, -2.09049+.679668*ii, -2.03287+1.56285*ii, 1.69597-3.62567*ii, 0, 2.43684+1.03508*ii, 0
-.856454+.389435*ii, -.447839-.385104*ii, -1.24312-.33081*ii, .221577+.195444*ii, -.679464-1.06359*ii, 1.25841-1.77109*ii, -5.61103e-191+5.7535e-191*ii, .27709-1.69603*ii, -8.41655e-191+7.01379e-191*ii
-1.5634-.616892*ii, .754789-.013952*ii, -3.13534+.440862*ii, .517207+.684087*ii, -1.46319-.292272*ii, .022204+.642325*ii, 4.34325e-176+1.49299e-176*ii, -.819878+.313478*ii, 1.26349e-175+2.71453e-176*ii
-.932741-3.20738*ii, 1.98387-2.19381*ii, .365041-.669656*ii, -5.50571+.680875*ii, .517942+.927924*ii, .20058-7.84044*ii, -1.664e-122-1.51273e-123*ii, -3.88716+4.48388*ii, 1.16764e-122-1.07782e-122*ii
.620258+3.3858*ii, -.896862-3.76606*ii, 3.38624-.624236*ii, .310483-2.99932*ii, -.942609-.024798*ii, .63794-.579445*ii, 2.76767e-108-5.96114e-108*ii, -3.50758-3.56057*ii, -5.96114e-108+2.04382e-107*ii
.229174+.0586939*ii, .523105-1.04125*ii, -.106893+.950164*ii, -.883241-.603136*ii, .282612-.350926*ii, -1.35094+1.65842*ii, -8.8053e-134-1.45287e-132*ii, .76912-.749495*ii, -6.85159e-133+1.05663e-132*ii
.952698-.983199*ii, 2.00293-1.46655*ii, 1.46379-1.50635*ii, 1.15673+1.38858*ii, -.062729-.739974*ii, .270572-.293445*ii, -1.68675e-79-2.53013e-80*ii, .099494-1.2829*ii, 1.8976e-79
1.28433-.168573*ii, -.549259+.573305*ii, -.510775+.743383*ii, -.315665-.177627*ii, -1.20497-.423743*ii, -1.08392-.451188*ii, 1.00151e-80-4.21688e-81*ii, 1.74432+.710935*ii, -1.15964e-80*ii
1.47312-.598382*ii, -.581154-.024377*ii, 1.30515-1.28524*ii, -1.29166+2.78409*ii, -1.61568+.350929*ii, -.210739+1.14786*ii, 9.50274e-158+2.04849e-158*ii, -3.60877-1.99534*ii, -1.21772e-157+5.00743e-158*ii
.438808-.511016*ii, 2.32919+.199103*ii, 3.2585-1.11421*ii, -.901479-.165973*ii, .244666+.477778*ii, .463643+2.7795*ii, -8.89205e-261-6.60552e-261*ii, -.430405-3.6083*ii, 2.74383e-260+9.90828e-261*ii
-3.2013-2.56026*ii, .356506-5.01708*ii, -2.18672+3.65733*ii, -5.57709+1.36504*ii, -.419736-.799256*ii, 1.53693+2.23065*ii, 0, 1.37171-.612204*ii, 0
.423303+2.84993*ii, -1.27505+1.68932*ii, -.483662-.283726*ii, -.489388-.442328*ii, -.451128-1.07601*ii, -1.83737+.256789*ii, -2.65579e-220+2.46768e-219*ii, .743095-1.60177*ii, -1.61561e-219-5.31159e-220*ii
1.14148-.303941*ii, -.434002+2.01942*ii, -.231979-.18119*ii, -.388031-.814007*ii, -.64493-.39491*ii, 1.49072+1.01409*ii, -3.77129e-229-7.52326e-229*ii, .323624-1.342*ii, -3.69561e-230-3.913e-229*ii
.177832-.446552*ii, -.307552-1.12967*ii, 1.15828-.043073*ii, -.614668-1.09459*ii, -.20301+.607725*ii, -.353254+.528907*ii, 1.69844e-240-1.63444e-240*ii, -.348097-.157177*ii, -2.28118e-240+1.61335e-240*ii
-.138529+.806214*ii, -.153161+.149282*ii, .156376-.362008*ii, .728003+.656845*ii, .604104+1.86006*ii, -.194185-.46601*ii, 3.99184e-110-1.33061e-110*ii, -.055233+1.18881*ii, -3.65918e-110-6.98572e-110*ii
3.99803-1.07963*ii, -5.63476+1.82667*ii, -.739061+4.99948*ii, 3.45647-.346585*ii, .835879+.020793*ii, 6.44247+3.0243*ii, -3.65761e-291-7.41542e-291*ii, -1.05608-2.40067*ii, -2.44509e-290+9.41959e-291*ii
-.447546+1.16987*ii, -1.0006-.008888*ii, 2.24155+1.56429*ii, -4.54146-2.7231*ii, .638315+.91886*ii, .324269-2.22848*ii, 0, 2.25869-.298031*ii, 0
.51282+.272806*ii, -.218724+.0223016*ii, .207148-1.03684*ii, .358697+.919016*ii, -1.55509-.472971*ii, -1.45908-.161569*ii, -9.7336e-209-9.73359e-208*ii, .518819+1.04581*ii, 2.19006e-208+9.73359e-209*ii
-.453761-.755867*ii, -.561728-.745098*ii, .112534+.40044*ii, .203097-.94357*ii, -.051171+.97066*ii, -.019931-2.19473*ii, -1.21821e-114+1.09449e-115*ii, 2.1388+.76373*ii, -1.01518e-115+2.79174e-115*ii
-1.37648+.56454*ii, -.932972-1.05684*ii, -1.70137-.451007*ii, -.404717-1.75346*ii, .59555+.837055*ii, 2.38722-.764*ii, -3.24935e-275+1.46221e-274*ii, -.498771-.0700927*ii, -1.33584e-274+7.22078e-275*ii
.887556+.403535*ii, -.523029-1.47403*ii, -1.12727-.256884*ii, .567821+.748298*ii, .72673-.308587*ii, -1.31949-1.14132*ii, -2.24262e-205+9.96719e-206*ii, -.155925-.708929*ii, -2.24262e-205+1.1836e-205*ii
-.272017+.346061*ii, -.129014-.0659473*ii, 3.13605+.335648*ii, .709896+.362687*ii, -1.10756-1.34583*ii, -.1407-.737978*ii, 3.21722e-86+3.21722e-86*ii, -.276102-1.32791*ii, -1.44775e-85-2.33249e-85*ii
2.32757-1.79034*ii, .0291422+.165364*ii, -.822489+.341565*ii, .668635+2.12598*ii, -3.57651-2.16719*ii, -2.29048-.974996*ii, 1.17256e-259-2.1776e-259*ii, -2.15962-1.58937*ii, 9.59785e-260-2.39037e-259*ii
-.310042+.12237*ii, 1.00562+1.45104*ii, -.281841-.314764*ii, 1.4576+.703153*ii, .340488-.269942*ii, .183238-.380024*ii, 3.45846e-323, 1.12183-.337627*ii, 1.4822e-323+1.4822e-323*ii
-.514772+.677082*ii, .759621-.32871*ii, -.167876+.52005*ii, .786066+1.28681*ii, .980631-.256856*ii, -.658036+.570201*ii, -5.06856e-193+2.46579e-193*ii, -.413265+.278495*ii, -1.18152e-193+2.67127e-193*ii
-3.12919+5.53943*ii, -2.5702-1.26553*ii, -3.89-1.69331*ii, .930268+2.36934*ii, 1.02347+1.08317*ii, -3.43274-2.23497*ii, 1.05989e-168+1.85481e-167*ii, 2.91451-.038029*ii, -5.29947e-167+6.9953e-167*ii
.509561-.399386*ii, -.509189-.699696*ii, .198799-1.27617*ii, .405956+.210673*ii, .600612-.622434*ii, 1.32787-.166881*ii, 1.17042e-97-1.74648e-97*ii, -.956054-.885568*ii, 2.43228e-97+1.46302e-97*ii
.43612+.300591*ii, -.541472+.849019*ii, 2.23834+.521292*ii, -1.30956-.303988*ii, -.503588-.521918*ii, 1.3885+.690713*ii, 4.71386e-216-1.81302e-217*ii, -.773236-2.06441*ii, -7.25209e-216-1.63172e-216*ii
2.15934-1.71459*ii, .459948+.329587*ii, .83348-1.2957*ii, -.620804-.758368*ii, -1.32963-1.76208*ii, -.868039-2.09596*ii, -2.92397e-281+5.4337e-282*ii, -.813177-.093273*ii, 1.08136e-281-2.8648e-281*ii
3.30144+6.91686*ii, 2.79488-2.62672*ii, -4.87058-2.23622*ii, -7.48312-6.55195*ii, -1.14151+.833806*ii, -4.46173-2.17862*ii, 2.39568e-270+6.62509e-270*ii, .881855-3.24042*ii, -7.0983e-271+3.12326e-269*ii
-6.19833+5.75462*ii, .508986-.051765*ii, -2.12008-6.20262*ii, 1.87396-.933124*ii, -3.85506+1.29239*ii, 6.4352+1.40088*ii, -1.55794e-208-2.55578e-208*ii, -2.06892+1.57724*ii, 4.83067e-208-1.27349e-207*ii
-1.15091+.282658*ii, -.0513994+.0264571*ii, -.576879+.854573*ii, 1.81799+.796854*ii, -.529748+4.49665*ii, 2.05377-2.11215*ii, -1.50807e-86-1.71229e-87*ii, -4.18773-5.96961*ii, -2.51346e-88+7.85455e-88*ii
-.498838+.809052*ii, -.567917-.308181*ii, -2.05398+.636946*ii, 1.04556-1.75247*ii, .833559+.881005*ii, -.613407-.483905*ii, -2.22705e-205-1.30158e-204*ii, 1.55946+1.31569*ii, -1.52078e-204-1.35706e-204*ii
.18675+.607307*ii, -.837735+1.52986*ii, -1.07169+2.66719*ii, 4.02955-3.04297*ii, .234845+.555988*ii, -.040515-.649849*ii, 5.9619e-169-4.51283e-169*ii, -1.0087+.623449*ii, -9.7709e-169*ii
.36938+.420126*ii, -.0479927-.311475*ii, -1.95453-.395975*ii, -2.39393+1.12491*ii, -1.27889+.373524*ii, 2.23598-.868315*ii, 1.20663e-173-7.58095e-174*ii, -.725166-1.37955*ii, 4.24533e-173-1.21295e-173*ii
-1.66992-.200548*ii, -1.1599-.252291*ii, .247184+.0498963*ii, .511589+.931686*ii, .056314+1.18901*ii, 1.11427-.048307*ii, 7.38638e-127-5.53979e-127*ii, .0317947-.161756*ii, 3.23154e-127+6.23226e-127*ii
.977875-1.07992*ii, -1.0009-.051024*ii, .31901-2.55328*ii, -1.31324-.741035*ii, 1.08933-.516754*ii, .448853-1.73208*ii, 2.00042e-183+1.41206e-183*ii, .866018-1.65762*ii, -2.11809e-183+4.94222e-183*ii
1.9076-.608555*ii, -.609213-1.21117*ii, .770714-.030254*ii, -1.38863-1.01452*ii, .924165-.78919*ii, .572174-.043056*ii, 0, -2.90045+1.20657*ii, 0
-.806475-1.46921*ii, 2.17411-.11027*ii, .998884-.559346*ii, -3.47858+1.40175*ii, -.743541-.465884*ii, 2.02882+.864667*ii, -8.16513e-201+2.85779e-201*ii, .930218+.523287*ii, 4.08256e-201-6.5321e-201*ii
2.30069-1.58954*ii, -2.54844+1.64946*ii, 2.52207+1.08184*ii, -1.54575+.693034*ii, -.959671+.014471*ii, 1.51168-.605259*ii, -3.42186e-231-2.57646e-231*ii, 3.95421-.672408*ii, 6.92423e-231+5.15292e-231*ii
-.435325+1.15598*ii, .218709+1.72988*ii, 1.367+1.68379*ii, 1.15972+.758731*ii, .202489-.816956*ii, -.021716+.890215*ii, 1.76371e-213+3.52742e-213*ii, -.099987+.879304*ii, 2.97046e-213-5.16929e-213*ii
-.786683+3.90635*ii, -3.91565-.659097*ii, 6.46974-2.63337*ii, 4.6474+8.0117*ii, -.696944-.719587*ii, -3.32315-.802684*ii, 1.3312e-121-3.87259e-121*ii, 1.45052-1.56567*ii, -4.8407e-122+3.48533e-120*ii
.361466+3.98054*ii, 5.36583-.577912*ii, -2.74523+3.76116*ii, -.391765-.0230546*ii, .613592-.603412*ii, 2.06478+1.14971*ii, 2.73247e-278+3.68002e-278*ii, 1.8636+4.19326*ii, 1.81577e-277+1.05773e-278*ii
4.87123+.16113*ii, .0292877-.147743*ii, 1.20607+2.02967*ii, .23351-5.08084*ii, -3.68238+4.33583*ii, -1.84309-.502375*ii, 3.39563e-175+1.18452e-175*ii, -.625605+.308291*ii, 1.02659e-175-4.89603e-175*ii
3.61567+1.62338*ii, 1.25332-.714531*ii, -.710368+5.74205*ii, -1.15615+4.07125*ii, .750765-1.47769*ii, 3.05993-1.68042*ii, -6.46908e-172-2.7817e-171*ii, .501629+1.39748*ii, -1.63021e-170+7.7629e-171*ii
.817579+.89486*ii, .0768702-.0816253*ii, -1.32593+.1574*ii, 2.12098-.722465*ii, 2.41055-2.23601*ii, .976324+.347361*ii, 1.51273e-123-2.93092e-123*ii, -1.06402-.395393*ii, 1.89091e-123-2.08001e-123*ii
8.57611+.74009*ii, .0312497+.259052*ii, -.449248-.774789*ii, -2.07289-2.92836*ii, 3.62197+4.45768*ii, 4.34492+1.76694*ii, 1.73118e-128+6.49194e-128*ii, 4.21819+1.64475*ii, -2.88531e-128+6.34767e-128*ii
-.477279+.896667*ii, -.165823-.18113*ii, .3151+1.03579*ii, -2.03295-2.388*ii, -1.6609-1.1738*ii, -1.1454-1.62901*ii, -1.89353e-315+4.2109e-316*ii, -.455628-.0859273*ii, 1.35733e-315+1.68112e-315*ii
-1.63004-2.76175*ii, 1.75323-.283187*ii, .139156-2.45857*ii, .366166-3.55228*ii, 1.10993+.757501*ii, -4.53656-1.07625*ii, 3.49693e-283-2.55545e-283*ii, 2.93559-.725535*ii, 1.34497e-283+5.91789e-283*ii
2.9435-6.53006*ii, 10.1413-7.82246*ii, -5.95894-1.82814*ii, -9.9363-1.26109*ii, -.181496-.725479*ii, 2.1475+1.42689*ii, 5.84724e-135+1.23824e-134*ii, -7.3143+.958589*ii, -1.65099e-134+6.32878e-134*ii
-.546403+.69277*ii, .899522+.718802*ii, .132414-1.12641*ii, .363232+.0670086*ii, .617008-.620946*ii, -.250179-.476384*ii, 3.47893e-80+1.05422e-80*ii, .862138-.403517*ii, -1.68675e-80+2.95182e-80*ii
1.62511+3.40399*ii, -.501743-2.996*ii, 2.13667-.215465*ii, .451377-.582259*ii, 1.10347-.155212*ii, -2.1141-.6573*ii, -1.50036e-126+2.8853e-128*ii, .117024-2.42553*ii, 2.83914e-126-4.03943e-127*ii
-.175501-.104564*ii, -.525374+.50208*ii, -1.09576+.188532*ii, 1.09042-1.40592*ii, -.320885+.422078*ii, .122714-.162337*ii, 3.90719e-163+6.94612e-164*ii, -.80677+.671189*ii, 2.6048e-163-3.47306e-164*ii
.48223+.497762*ii, .408461+.521848*ii, .903408-.08927*ii, .4429+.216833*ii, .053886+1.02122*ii, -.947105+.811231*ii, 5.22799e-86+2.61399e-86*ii, .278339+.0326501*ii, -4.82584e-86-1.60861e-86*ii
-1.84519+.241694*ii, -.261527+.690541*ii, .882982-2.0107*ii, -1.26954-.527253*ii, -.815193+1.36224*ii, -.89068+1.83236*ii, 9.06511e-217-9.06511e-217*ii, .414516-.169935*ii, -3.62604e-217+1.99432e-216*ii
-.416482-1.08473*ii, .682113+3.03669*ii, -.815075-.791866*ii, -.170517-1.50808*ii, .609388-.044454*ii, 1.79847+1.83331*ii, 2.62773e-146-6.25651e-147*ii, .548005-.946181*ii, 8.75911e-147+1.37643e-146*ii
.249873+.36997*ii, .597197-.699781*ii, .126647+.341948*ii, .106023-.465993*ii, -.55447+.421721*ii, .127874-.412812*ii, -7.46014e-316-6.63124e-316*ii, -.202861+1.90264*ii, 1.65781e-316+1.16047e-315*ii
-.279908-1.10436*ii, .331299-1.56386*ii, .735406+2.13747*ii, 2.35475+.557202*ii, -.191224-.822267*ii, -1.57771-.177682*ii, -2.54956e-218-1.23937e-217*ii, -.21725-1.5553*ii, -2.3371e-217+1.69971e-217*ii
-1.64334+.724978*ii, -.311523-.407687*ii, .791345+2.65354*ii, -1.17004-1.30348*ii, -1.15732-1.47014*ii, 1.01829+.106152*ii, 6.55647e-273-2.25234e-272*ii, -.472118-1.72431*ii, -4.87258e-272+1.01669e-272*ii
2.10805-.681155*ii, -.43673+.132252*ii, -1.97652-.671624*ii, .771121-1.11503*ii, -2.20329+.020365*ii, -1.10567-.523843*ii, -4.54044e-179+2.34515e-179*ii, .256246-.722163*ii, -8.84121e-179-1.46854e-179*ii
-.489855+3.76289*ii, 1.70711+1.33187*ii, .407153-2.03046*ii, 3.67149+.182884*ii, -.656471+1.14961*ii, -.983509-.283748*ii, -4.69238e-148-4.69238e-148*ii, .595108+2.14146*ii, 1.56413e-147-3.91032e-148*ii
1.04806+.070651*ii, 1.64535+.641738*ii, .675214+.005530*ii, .220135+1.41737*ii, .116994+.762301*ii, .403772-1.23406*ii, -8.85265e-219-5.3116e-220*ii, -.99476-.956656*ii, 8.49854e-219-3.54106e-219*ii
-.482517+.0382862*ii, -2.47699+1.74137*ii, -1.545+1.51618*ii, 2.98021-1.98627*ii, .105406-.385681*ii, 3.62996+1.00032*ii, -3.32807e-166+3.41286e-166*ii, -3.04347-.798029*ii, -4.40916e-166+7.88561e-166*ii
4.44551-7.99526*ii, -.857853-5.22064*ii, -3.54257-7.31821*ii, -.187615-7.39351*ii, .432512-1.24179*ii, 9.58102-4.03483*ii, 2.25108e-254-5.38127e-254*ii, -3.69129-3.94787*ii, 3.60172e-253-4.2624e-255*ii
-2.69769-1.65393*ii, -1.61891-.268839*ii, -4.30616-1.59518*ii, -3.22323-.975973*ii, .265951-1.36289*ii, -4.41122-1.77864*ii, -8.16875e-213+8.91137e-213*ii, -1.2127-2.64331*ii, -3.56455e-212+1.78227e-212*ii
-3.51718-2.40404*ii, 2.6917-1.43479*ii, -1.51932+1.21091*ii, .171057-2.12418*ii, 1.01082+.612328*ii, 1.29382+.551558*ii, -3.0431e-221+6.9161e-223*ii, -2.06067-.748859*ii, -4.01136e-221-8.29936e-222*ii
2.21415-.262969*ii, .076583-2.24007*ii, 5.77129+.601373*ii, .444596-.563061*ii, .649532-.756901*ii, 1.34009+.509792*ii, -3.3967e-233+6.7934e-233*ii, 2.53779-.82597*ii, 1.71093e-232-2.16382e-232*ii
.892359+.605217*ii, -.194608-.250317*ii, -.334796-.46553*ii, -1.29631-1.73802*ii, -1.82141+.288335*ii, .981352+1.12031*ii, -3.61938e-85-5.78095e-86*ii, .122017-.67018*ii, -1.40754e-85-1.36732e-85*ii
-.345579+.0403982*ii, -.113534+.13696*ii, -.767014+1.41137*ii, .724424+.226152*ii, -.520206+1.29814*ii, .143329+.862195*ii, 1.94861e-265-2.31023e-265*ii, .217002+.788177*ii, -1.80384e-265-3.88813e-265*ii
-3.27617-4.66654*ii, .708383+.920515*ii, -1.98691+2.87832*ii, -2.06052+3.23343*ii, -2.21505-.04851*ii, 2.01886+2.27178*ii, -3.35455e-228+3.75133e-228*ii, .138957-3.88164*ii, 3.75133e-228+1.6957e-227*ii
.66233+.088455*ii, .0697326-.0526872*ii, 1.09641+.079119*ii, 1.98953-.238206*ii, 1.05101-2.55752*ii, -1.58079+3.81028*ii, -4.40458e-145+9.81021e-145*ii, 1.13992+.768466*ii, -1.20125e-144-2.00208e-145*ii
.971705+5.06431*ii, .241692+.491293*ii, 6.42433+.389899*ii, -.102893-1.92056*ii, .409424-3.04147*ii, -2.92101+3.18531*ii, 2.66761e-261-1.15914e-260*ii, -.433706-1.94563*ii, -1.88003e-260+7.26687e-260*ii

component_2:
equations:
dp*L+delP
c0+c2*Rad^2
.999931*r^3*delP-1.00122*r*Rad^2*delP+3.99978*r*u*L*mu
points:
.456221-.150312*ii, .774664+.306572*ii, -.998783+.381856*ii, -.566425-.224364*ii, -.258622-.713915*ii, -1.13644-.751973*ii, .290944-.170022*ii, .0630502-.127078*ii, .225666-.280913*ii
-.77571+.683217*ii, .298672-1.82935*ii, .081035+2.02482*ii, .429194-.258281*ii, -.703166-.251458*ii, -1.35177+1.97899*ii, .670947+.380782*ii, -.125928-.0580457*ii, .716644-1.3894*ii
.8451+1.3934*ii, .162062+1.08658*ii, -.172661+.535767*ii, -.339483-.231642*ii, -.240254-1.19401*ii, .316358-.703931*ii, 1.37536-.527745*ii, -.250994+.104416*ii, -.045277-.827994*ii
.229455-.252055*ii, .0085633+.459493*ii, .4245+.347845*ii, -.463846-.356594*ii, -.800229-.318291*ii, .0486298-.107873*ii, .403703-.0270453*ii, .336858-.451781*ii, -.180779-.128946*ii
1.58451+.787508*ii, .168409-1.11109*ii, -2.12561+.161855*ii, -.464883-1.18061*ii, 1.01392-.739244*ii, -1.71112-.564141*ii, .041827-.693411*ii, -.157865+.898332*ii, -.023324-1.48069*ii
-10.9283-8.86783*ii, -.502059+5.36445*ii, -.854689+.481318*ii, -4.42991+4.05153*ii, -1.4251+.76235*ii, -.861092+.707643*ii, -1.28406+8.16266*ii, 1.67258-7.23836*ii, 2.83136+7.59458*ii
-.210162-.558333*ii, -.584597-.69826*ii, .305149-.556831*ii, -.453535-1.02248*ii, -.135745+.797916*ii, -.0486095+.28693*ii, -.216277+.301662*ii, .3181-.550399*ii, -.101978-.212482*ii
-1.16655+1.88086*ii, -2.41651-2.32162*ii, .907317+1.15839*ii, .251849-1.32735*ii, .631779+.511198*ii, .766313+3.14511*ii, 1.04264+.944181*ii, -.251769-.0500139*ii, .14772-2.06446*ii
-.217178-1.08453*ii, -1.66863+1.24407*ii, -.64638-.535581*ii, -1.73185-.685187*ii, .616123-.389624*ii, .574493-.436815*ii, -.096674+.964698*ii, .656481-.840064*ii, -.579162+.571785*ii
-1.93888-3.48789*ii, 7.84406+12.2886*ii, -5.27365-9.02722*ii, -3.82681+3.46822*ii, .522947+.015894*ii, -.58403-14.8458*ii, .784924+.100757*ii, -1.83285-4.3178*ii, 3.22987+7.61704*ii
