variable ordering: ad, T, omega, theta, sintheta, d, g, L, j, Pii, Tj
1.87012+.665109*ii, -.0454474+.076719*ii, -.196484+.536744*ii, .988216+1.77873*ii, 1.14123-.551756*ii, 1.48688+.949255*ii, 1.09984+1.11454*ii, .762677-.412197*ii, 1.20151+1.1155*ii, -.0553677+.0229035*ii, -.140186+.0414822*ii
-1.1871-.925614*ii, -.918911+.350137*ii, .241571-.507359*ii, -.725332+.768472*ii, -1.58508+.986244*ii, -.108796-.0169006*ii, .27797+.756908*ii, .0590386+.0858504*ii, -.734758-.193822*ii, 1.32895-.323553*ii, .743042-.079161*ii
.127061+.126077*ii, -1.39606-1.04735*ii, -2.12871+.010259*ii, .044968+.631432*ii, 1.67311+1.84785*ii, -.409683+.191447*ii, .071704-.0038378*ii, .255692+.667025*ii, .3849+.706597*ii, .276629+.0040205*ii, .202709-1.38958*ii
-24.0995+24.251*ii, 2.06475+8.11389*ii, -29.2388+.84756*ii, 1.96133-27.6249*ii, -6.37735-11.3635*ii, 28.5815-10.4358*ii, -.717818-2.52362*ii, .448961+1.00275*ii, 3.04649-3.00158*ii, 6.36764-1.14071*ii, 30.6447+18.5213*ii
3.92404-2.63805*ii, 1.52551+.733729*ii, -.21561+2.21337*ii, -.865145+1.49012*ii, -1.43434+.388014*ii, 1.94659+.50633*ii, -3.01285+1.02418*ii, -.313107-1.12455*ii, -1.5234+2.29659*ii, 1.30529-.499011*ii, -4.00904+2.38572*ii
-.001891+.913992*ii, -3.08121-.33456*ii, -2.33061-1.75909*ii, -2.46221-.999224*ii, 1.68237-1.51576*ii, 3.13851+2.13975*ii, -.270788+.299306*ii, -1.39723-.302005*ii, .828832+.621606*ii, -.7532+.332723*ii, -2.34584-2.19259*ii
-1.04392+.54248*ii, .462372+1.2344*ii, .351395-.379287*ii, -.482306-.354154*ii, .847642-.358915*ii, -.0251476+.209432*ii, -1.27411+.100492*ii, -.173281-.30699*ii, -1.56216+.841052*ii, -1.00311-.754024*ii, -1.76049-1.53944*ii
-2.4504+.482397*ii, -.213316+.155904*ii, 4.1299-.069155*ii, .439628-1.31525*ii, .637589+2.23049*ii, -1.89046+2.49982*ii, -.090376+1.07276*ii, -2.14178-.721436*ii, .33686-2.66132*ii, -.0030842+.0911236*ii, .343052+.62022*ii
-.248773+1.57251*ii, .641192-.091529*ii, 4.86914-1.83191*ii, -.310761-.0481905*ii, -2.15543+3.56152*ii, .168212+1.43847*ii, .354104-.144453*ii, -1.22954-4.4382*ii, -4.16466+3.44314*ii, -.0777983-.0515366*ii, -2.3552+2.5889*ii
-.855912+.021366*ii, 1.03963+.205299*ii, -.686343-1.06487*ii, .39093+2.21522*ii, -.510965-.361911*ii, -.382954+.182688*ii, 1.09576-.81793*ii, .0503924+.181767*ii, -.053372-.530411*ii, -1.01834+.999027*ii, .053405-.562389*ii
.108613-.253463*ii, -5.40382-.57564*ii, 1.79324-8.07557*ii, -1.24246+2.74966*ii, -2.3246+.956209*ii, 3.82746-4.70293*ii, -.0783217+.076818*ii, -1.94269-.514156*ii, -.546113+.348729*ii, -.581957+.253693*ii, 3.15184-1.5701*ii
-4.66848-8.53927*ii, -3.28957-1.05293*ii, -4.09994-7.50163*ii, .581111-.67737*ii, 2.36516+2.38074*ii, -2.45005+6.18555*ii, -2.78563-.806464*ii, -7.04773+2.42919*ii, -.650741-2.7865*ii, .878743+.622899*ii, -.79334+9.85156*ii
2.08562-3.1606*ii, -.181201+.463034*ii, -2.1553-2.54519*ii, -.35789-1.58032*ii, 2.21722-4.29755*ii, 4.45334+1.02137*ii, .778581+.083615*ii, -1.22183+2.5413*ii, 1.64101+4.7068*ii, -.072122-.109371*ii, -2.47676-.093035*ii
1.00169+.765061*ii, -1.00715-.040617*ii, -.165628-.763763*ii, 1.27918+.151997*ii, -.743007+.997658*ii, .190027-2.11116*ii, .012283-1.01319*ii, -.046892-1.64483*ii, .673713+.47394*ii, -.394749-.0239582*ii, -.659283-.504695*ii
.037225-.746777*ii, -.599913+.720617*ii, .947786+1.52281*ii, -.186657+.372125*ii, 1.12906+.196872*ii, -.202981-.707402*ii, -.07993-.647476*ii, -1.30024+1.19766*ii, -2.29416+.828306*ii, .27796+.0620441*ii, .779405-2.15012*ii
1.0879-.237051*ii, -.864073+1.16051*ii, -.869556-.977936*ii, -1.80582-.873379*ii, -.106954-1.87392*ii, .695422+.505662*ii, .093063+.585858*ii, -.421853-.0759901*ii, -.059218-.68254*ii, -.262254-.809603*ii, .843263+.521041*ii
-.292231+2.19896*ii, .294588+.241557*ii, .0430063+.210825*ii, -.370975-.0517928*ii, 2.63241+.292761*ii, .016822+.998977*ii, -.01789+.837331*ii, -.413245-2.63515*ii, 2.34672+1.83439*ii, -.0747029+.0762324*ii, .248206+1.10726*ii
-5.0401-16.0728*ii, 5.96746-.771537*ii, -4.96718+5.69604*ii, 2.02129+.850437*ii, -.487452+.529792*ii, -4.34534+4.54989*ii, -11.6893+20.2685*ii, -1.02182+2.6809*ii, -3.1495-2.39657*ii, -8.58109+.42157*ii, -20.6436-11.8714*ii
1.31923+.659291*ii, -.944895-2.37852*ii, 4.68014+4.05078*ii, 1.83676+1.62799*ii, 3.39294+1.68304*ii, -3.83906+1.15235*ii, .389391+.0011587*ii, -.859132+1.38886*ii, .140604+.286655*ii, -.619428-.082088*ii, .548957-.605287*ii
2.59313+.518441*ii, -.0462675+.0966377*ii, 1.52054+1.76084*ii, .101523+.563316*ii, .927049+.607944*ii, .0212048-.0283622*ii, 2.21246-.891654*ii, -.0421941-.0452472*ii, -5.42063-1.18302*ii, .328636-.0514112*ii, .365123-.469102*ii
-6.91871+.547264*ii, -.780066-1.09303*ii, 6.5233-3.78169*ii, -2.64599-6.23391*ii, -1.84101+1.11805*ii, .282687-5.6492*ii, 2.8774+1.45019*ii, .751558+.364346*ii, -3.60591-.54681*ii, .757759+1.07929*ii, 2.21516+4.36791*ii
1.11228-1.66583*ii, 1.94618-.462799*ii, .139106+.437178*ii, .350946+.0215516*ii, -.12015-1.08945*ii, -.639267+.587688*ii, 1.39943+1.17528*ii, -1.71226+1.77973*ii, -.525577+.148548*ii, -.426147+.747439*ii, -.95412+.532337*ii
2.39802-1.26756*ii, .291042+1.69943*ii, -.124811+2.19548*ii, -1.12528-.461935*ii, -.30375-2.0696*ii, 1.02557-1.79876*ii, .433082+1.22225*ii, -.218397+1.68815*ii, -.553996-.890935*ii, -.295913-.691776*ii, 1.35285-1.20078*ii
-.697667+.947471*ii, .669215-1.02757*ii, -1.31919-.767105*ii, .082722+.513763*ii, -.820361+.766119*ii, .191139+1.55694*ii, 1.03039-.192687*ii, 3.01227+.112976*ii, -.791412+1.33078*ii, .162481-.322993*ii, .83784+1.70381*ii
-1.41423-3.45788*ii, .215234-.379858*ii, 1.15635+.778758*ii, -3.38198+.557537*ii, .773841-3.32586*ii, -1.76725-3.68144*ii, .892444-.63287*ii, .33402+1.14361*ii, 1.32178-1.59358*ii, -.0883848-.189598*ii, -.320843-.845081*ii
-.658251+.146494*ii, -.2384-.464298*ii, 1.90347+1.02705*ii, .492197-.371062*ii, .416334+.0506358*ii, -.963796+.482718*ii, -1.51585+.536227*ii, -1.71997-.31593*ii, -1.39233-.133798*ii, -.167835-.185593*ii, .26981+.678354*ii
-1.3997-.323433*ii, -.781701-.102753*ii, .143853-1.90133*ii, .378153+.96985*ii, .657295-1.19712*ii, .911012+.754565*ii, -.285675-1.01236*ii, .993271-.552048*ii, 1.33641+1.62454*ii, .325578-.194532*ii, -.877748-1.40723*ii
.657116+1.59279*ii, .0986822+.142008*ii, .857853+.115824*ii, 1.42991-1.03026*ii, -.486839+1.61589*ii, .89521-.461695*ii, .791356-.645081*ii, .565256+.084388*ii, -1.26629-.454063*ii, .0986741+.0601509*ii, -.0604789-.224631*ii
9.98118-.83312*ii, -.976537+.229733*ii, -12.7751-11.2887*ii, .669322-.64963*ii, .040122-.375591*ii, -7.17679-6.64042*ii, 4.9999+26.0405*ii, -.56295-10.4675*ii, -7.91504-1.42686*ii, .235014+.762342*ii, 8.05712-.42496*ii
-.918709+.446117*ii, .133168+.195493*ii, 2.48103+1.02781*ii, -1.69303+3.61929*ii, .683024+1.05608*ii, 1.96687-.153271*ii, -.098852+.805993*ii, -.243316-.429622*ii, .543384+1.22924*ii, -.145792+.0418159*ii, -.167946+.269923*ii
-3.00805-.004813*ii, 2.21836+3.89623*ii, -.431422-2.77017*ii, .927194+.319934*ii, 1.78242-3.14224*ii, -3.23462-2.3439*ii, -.409671-.72491*ii, -3.89692-1.18329*ii, .179243+.0252593*ii, -.138212-1.00415*ii, .299209+.754405*ii
.276899-.770924*ii, -.552824-1.91861*ii, -3.09817+.070174*ii, -2.68633-.332933*ii, -1.60233+.796902*ii, .166414+.0235959*ii, -.330377+.316818*ii, -.0620833-.00108933*ii, -.415017+1.15013*ii, 1.68645+2.12197*ii, 2.43608+.160439*ii
2.50331-.666164*ii, -.044217+3.02299*ii, -.141727+2.12375*ii, -2.54727+1.76067*ii, 1.25986-.521091*ii, 1.69341+1.41599*ii, 1.88346+.250257*ii, -.189859-.687118*ii, .317353-1.13677*ii, 2.07777-1.33158*ii, 3.42243+1.00962*ii
3.57088+5.89936*ii, -4.85663-21.2839*ii, -12.6311+20.9588*ii, -6.23785+.807852*ii, .408651+.975999*ii, 10.5035-2.80231*ii, 6.44624-.959648*ii, -1.71329+.227359*ii, .40893+.0144299*ii, -20.6269+4.87901*ii, -1.6789-8.77371*ii
3.46784-1.7981*ii, 1.90255-1.4689*ii, -3.14588-.571221*ii, 1.41739-6.24272*ii, 2.41716+.44463*ii, -1.94597-7.24886*ii, 1.25536-.974806*ii, 1.03694-.547152*ii, -6.3241-1.14149*ii, 1.02872-.948481*ii, -13.7087+7.11771*ii
.811465-1.93913*ii, .0254935+.0415405*ii, .444687+1.67649*ii, -2.17419-.722097*ii, .472-.829501*ii, .138418+4.26279*ii, 2.18643-.26586*ii, -.64382-1.74681*ii, -2.39138-3.46255*ii, -.00911443+.0248899*ii, .0828716-.187612*ii
-13.1439-18.2381*ii, 3.97053-9.08938*ii, 15.3867+14.6108*ii, -4.82286-2.41758*ii, -.867138-2.39845*ii, -17.8503-3.00404*ii, 8.47734-2.41527*ii, 3.20745-.984942*ii, .562459-.326771*ii, 3.29261-7.33283*ii, -.736889-6.40986*ii
4.3667-1.92758*ii, -.60244-.838945*ii, -4.5039-4.276*ii, -5.26935+12.4879*ii, -.260712-.0980045*ii, 4.99461+2.46611*ii, -12.2402+11.9948*ii, .0243765-.41024*ii, -10.9505+4.46092*ii, -3.2272+.84014*ii, 10.3395+6.49948*ii
-.99154+.057128*ii, -.621307+.49859*ii, -1.01012-.334961*ii, -.282068+.513346*ii, -.768007-.227207*ii, .485558+.608047*ii, 1.16692-.419606*ii, .510593-1.22642*ii, .811182+.817214*ii, .37182-.0991911*ii, -.911448-.103294*ii
-.013172+.739429*ii, .040495+1.29418*ii, -.872146-.660383*ii, .968166+.505557*ii, .245751-.535668*ii, .123149-.10656*ii, -1.14969+.502858*ii, .0547864-.138672*ii, .86723-.398217*ii, -1.75781-.661311*ii, .550481+1.10622*ii
2.83324+3.45405*ii, 1.48466-.600871*ii, .951527-3.77879*ii, 1.10841+4.40684*ii, -.455263+1.51859*ii, -5.66032+.143718*ii, 1.57374-2.33749*ii, -.273167+1.21573*ii, 3.0221-.945089*ii, -.237837-1.18054*ii, 3.9189-3.21902*ii
.337373-2.11297*ii, -.392835+.248432*ii, -.51355+1.18182*ii, -1.53067-1.56138*ii, 2.01686+.102415*ii, .00664679+.0312249*ii, .113784-1.05343*ii, -.0123258-.00782639*ii, .268653-1.71357*ii, -1.97964+.014998*ii, .320169+.739893*ii
-.562217+.540911*ii, .211974-.752511*ii, .668426+.736053*ii, .602242-.347154*ii, .52278+.077328*ii, .279349-.32073*ii, -.90264+1.1682*ii, .578585-.199043*ii, -.81243+.007957*ii, .607091-.009852*ii, -.166226+.613049*ii
3.45984+2.49978*ii, -1.68115-.276535*ii, -.773335+4.89459*ii, -2.78665-2.30225*ii, .955841+1.36334*ii, -2.46808+2.52483*ii, 2.4222-.839564*ii, .081502-.973382*ii, -1.26932+.178752*ii, -1.01926-.930363*ii, 2.18335+.050501*ii
1.60875-1.32115*ii, -2.05154+2.42506*ii, 2.64698-.944742*ii, -3.36969-2.33087*ii, .0080547+.336835*ii, 2.88839+4.0429*ii, -3.80587-4.86709*ii, -1.1411-.410471*ii, .224664+.566218*ii, -2.9833+1.98765*ii, -1.83402-.616796*ii
-.404435-.645707*ii, .164059-.43802*ii, -.930529+2.03582*ii, 1.80349-.066643*ii, -.708304+1.18784*ii, 1.09663+.898411*ii, -.251239+.49029*ii, .588847+.51991*ii, 1.37751-.298301*ii, .166771-.102686*ii, .095331-.652316*ii
.782587-.777046*ii, 1.26558-.064442*ii, .257919+3.95731*ii, 1.33258-.708496*ii, -1.94323+1.66632*ii, -1.09957-1.36407*ii, -.429674+.0314271*ii, -.219002-1.14007*ii, .212609+1.09342*ii, -.274969+.270869*ii, .339538+1.37011*ii
.484628-.142525*ii, 1.13096-.662036*ii, 2.10394+2.74483*ii, -.557248+.428583*ii, -.937779-.300568*ii, .439385+1.20233*ii, -.424467+.288027*ii, .54724-1.73673*ii, -.640609+.349646*ii, .0673579+.341182*ii, -.493026+.819542*ii
5.66812-5.88074*ii, 1.95256+3.16379*ii, .213102-3.28932*ii, -16.2012+.37163*ii, 14.3486+3.25311*ii, 4.64256-3.06877*ii, .287339-.474993*ii, -.290748+.182746*ii, 2.67816+1.04764*ii, -1.6706+1.67177*ii, 1.91476+10.5187*ii
1.17149+.164293*ii, -.840817+.210599*ii, .0689948+.373475*ii, -.643285-.364586*ii, .855803+.716945*ii, 1.3844-.674505*ii, .898865-.561046*ii, -1.17908+1.71678*ii, -1.77364+.893912*ii, .0123392+.308876*ii, 1.30305-1.12514*ii
.224446+4.49815*ii, -.557308-1.26711*ii, -9.86215+3.64915*ii, -.713814-.761714*ii, 2.91715+.976094*ii, -2.15725+1.33285*ii, .533193+1.36356*ii, .481428-2.38095*ii, -4.04397+.537508*ii, .410795-.346353*ii, 2.93482+4.8246*ii
-1.82949-.558686*ii, -1.31912+.988588*ii, 2.34974+1.18736*ii, -.192131-.151441*ii, -1.9414+1.50804*ii, -.812963+.408498*ii, .448311+.636013*ii, 1.57618-3.36851*ii, -.602252-1.01704*ii, .346974+.147451*ii, 1.79988+.746219*ii
-25.0643+39.0805*ii, -37.7179+28.4119*ii, -70.8712-16.4749*ii, -34.0393+72.2371*ii, 1.17751-.499773*ii, -133.353+15.5245*ii, -29.9728+20.4677*ii, .887693+1.42776*ii, -.119171-.491849*ii, -108.933-12.954*ii, 18.4692+15.1656*ii
-1.69881+2.1012*ii, .466465-.272876*ii, -.395418+.504716*ii, -.523352+1.75202*ii, -3.0307+.401724*ii, .772886+.125678*ii, .641169-.608319*ii, -.0551233-.424675*ii, -1.96374+1.83651*ii, .387503-.0228607*ii, -.414875+1.39253*ii
-1.76468-.750041*ii, -.555212+3.49435*ii, .827+2.32337*ii, -3.46123+.061118*ii, 1.78473+3.74157*ii, -1.72632-2.00169*ii, -.346578+.306323*ii, .488395+.586942*ii, -.348257-.226125*ii, 1.10213-.825276*ii, .983515-1.09138*ii
-1.52991+.630695*ii, -1.16249-1.04454*ii, -.253104+.405318*ii, -2.43079+.453593*ii, -.209735+.414435*ii, .259055+1.74822*ii, 2.69883+2.32575*ii, .026702-.714215*ii, -.617415-.10535*ii, .488106-1.67492*ii, .607697+.767386*ii
15.3005-.63984*ii, -2.91785-.123195*ii, 5.57364+2.40981*ii, -3.30859+6.56318*ii, -.324086+.634181*ii, -13.761-9.01094*ii, -10.5763-18.7217*ii, -.251952+2.22371*ii, -4.72925-4.36347*ii, 1.21306+4.36057*ii, 13.2617+13.3146*ii
-.447422+.370882*ii, .540121+.184625*ii, -.862809-2.25628*ii, 1.94788+2.82335*ii, .353803-.107467*ii, .0522728-.0219052*ii, -1.4493+.608052*ii, .00339762-.0161703*ii, -4.24402+.889166*ii, 2.02097-1.91392*ii, -2.45645-.303296*ii
.305712+1.23768*ii, .936623+1.03765*ii, -.433908-1.84678*ii, 1.6111+2.79831*ii, -2.19723+.992089*ii, 2.2716-2.63465*ii, .095692-.520084*ii, -.356102-1.0168*ii, .781286+.417852*ii, .223876+.435478*ii, .298188+1.20207*ii
-3.42566-3.725*ii, -.001544-2.18983*ii, 4.6123+6.35359*ii, -.393443+.662392*ii, 8.50075+2.84607*ii, 1.27264-2.55143*ii, -.494287-.272709*ii, -3.69087+.271004*ii, -1.38516+.037947*ii, -.12147+.410009*ii, .085237+3.0332*ii
-.622494-1.06331*ii, -.092167+.365403*ii, 1.16471+2.66373*ii, -2.70482+2.96051*ii, .071599+.223673*ii, .209672+.664808*ii, -5.12006+1.14409*ii, .0871262-.150424*ii, -2.28997-.635317*ii, .817684+.634692*ii, .443207-.778208*ii
.684212-1.50099*ii, -.078303-1.9575*ii, -.436493-.312426*ii, .607802-.549478*ii, -.935142-.106872*ii, .412007-.473163*ii, -.541162+1.66694*ii, .760278-.091161*ii, -.500148+.091318*ii, -1.21567+.847404*ii, .217918+.971887*ii
2.4077+2.84241*ii, -.655919+.025632*ii, -1.81907-2.03175*ii, .0807608+.442493*ii, 1.34292+1.61737*ii, -1.22865-1.90462*ii, 1.77189-.017424*ii, -4.65597+1.92689*ii, -.215078-1.81192*ii, .0295116-.192375*ii, .187518+1.18296*ii
-2.89352-.391682*ii, -1.0535-.956625*ii, 1.91414-1.27902*ii, -4.75232+.72347*ii, .544483-1.90808*ii, -2.82004+3.74102*ii, -.210328-1.45644*ii, .697087-.681077*ii, .842946+.067059*ii, -.843292-.23069*ii, -.823889-.877029*ii
2.43002-2.7149*ii, .497061+.992519*ii, -28.2212+10.2336*ii, -2.79255+.058191*ii, -2.19881-6.18981*ii, 35.6274+11.9925*ii, .265631+.486944*ii, -12.663-4.55833*ii, -9.29441-19.3202*ii, -.112094+.0114003*ii, 14.5558-18.8282*ii
-.423206-.597374*ii, .0277579+.435977*ii, -2.70649+1.1224*ii, -.400384+1.11629*ii, .308309+.0083982*ii, -.573149-1.05295*ii, -1.42439-1.89878*ii, -.672577+.754675*ii, -.383991-.412504*ii, -.245045+.227988*ii, .169183-.178862*ii
5.88784-.513344*ii, -.765831+1.76269*ii, -.664149-2.39349*ii, -3.65235-2.64955*ii, .472903-1.12541*ii, 2.60299+.104029*ii, 2.25617+4.28369*ii, -.48049+.320083*ii, -3.16343+1.78524*ii, -.886134-2.63777*ii, -.724164-6.94333*ii
3.76867-.154484*ii, -.968834+.501845*ii, 2.32034+4.63328*ii, .0593834-.165608*ii, -1.37534-1.1721*ii, .175675-.774579*ii, -1.53187+1.41782*ii, 4.48136-.546131*ii, -1.27408-1.5088*ii, .263678+.260909*ii, 1.99155+.822385*ii
3.05615+2.7572*ii, -.939349-.666538*ii, -7.89502-10.043*ii, -1.23575+1.30835*ii, .70156+.952071*ii, -4.57757-4.25681*ii, 3.40987-.69735*ii, .026958+3.47326*ii, 5.02176+7.6046*ii, -.556311+.151127*ii, .35158-10.4906*ii
.467881+.139033*ii, .851449-.531621*ii, -2.04704+.558574*ii, .0445885-.38277*ii, 1.33545+.588226*ii, .63967-.876441*ii, .331832-.0420524*ii, 2.45115+1.38563*ii, 3.49988-.837554*ii, .110423-.13315*ii, 2.53471-2.57374*ii
.853311-1.88097*ii, -.390954+.367179*ii, -1.21571-.650262*ii, .323567-4.90003*ii, 1.00202-.444675*ii, -.0501747-.0188159*ii, 1.40746-1.25257*ii, .00315006-.0104477*ii, -.093688+5.86181*ii, 3.12763-1.62307*ii, -2.1157-2.3261*ii
-5.08607+6.48145*ii, 1.75396-.350982*ii, 7.02989-1.23182*ii, -5.55217-15.3091*ii, -.861405+.820807*ii, 8.51632-7.74654*ii, 6.85236-.994863*ii, .268891+.65381*ii, -4.48257-3.70357*ii, 1.82636-2.12098*ii, -9.16212-4.92259*ii
-.959325-1.4081*ii, -1.81851+1.24344*ii, -2.10812+.446465*ii, 1.25211+.925947*ii, -1.47313+1.07319*ii, 1.59113-.256292*ii, -.029487+.934375*ii, .723645-.739828*ii, .832963+.452588*ii, -.864219-.590803*ii, -2.07752+.212702*ii
.421852+5.11882*ii, 3.08252+3.69236*ii, 3.17037+.505909*ii, -1.03849+.843805*ii, 1.78291+4.26768*ii, -3.26766-3.06138*ii, 1.05636+.342469*ii, .452517+3.31561*ii, -.036945+.676844*ii, -1.31749-.428353*ii, -2.61303+1.94997*ii
.63898-1.22433*ii, -.493746+.123234*ii, -2.24402-3.56723*ii, -2.96919+2.98894*ii, -.452794+.565764*ii, -1.2838-3.52983*ii, -1.8701+.36727*ii, -.379643+.806651*ii, -2.9869+.794298*ii, .362728+.0826005*ii, 1.37689-.760268*ii
-.079463-.771307*ii, .0432826-.0468204*ii, 4.4361+4.84538*ii, -1.17571+.107774*ii, -1.08626-5.68399*ii, 1.11865-1.68691*ii, .133494+.0115317*ii, -1.07396+1.33635*ii, -8.07454+3.54708*ii, .00292711+.00841807*ii, -.183412+.53158*ii
.040676-.155325*ii, .564965+.737207*ii, -2.77109-1.33469*ii, -.609763+.350159*ii, .0054391-.0466503*ii, .850591-1.34944*ii, 3.3852+.477243*ii, -2.00472+1.06183*ii, 3.38887+2.08828*ii, .537381-.190279*ii, .3751+3.6781*ii
1.21466-.441977*ii, 1.23023+.27091*ii, -1.37894-1.93076*ii, .183438-.339639*ii, -.006292+.899461*ii, 1.1831+.025423*ii, -.500802-1.34692*ii, 1.39855+2.72804*ii, -3.316+.152855*ii, -.117356+.414942*ii, -4.12086-.710292*ii
