variable ordering: ad, T, omega, theta, sintheta, d, g, L, j, Pii, Tj
2.19939+6.59805*ii, 1.96924-2.8682*ii, -.712013-.551832*ii, -.915921-.054284*ii, -.351077-1.115*ii, 8.54994-.59619*ii, -5.94883+.099456*ii, -5.07372+.118788*ii, .350935+.0948937*ii, -1.49245+.477753*ii, 1.04853-.051487*ii
-.5774-1.79339*ii, .218236+.149636*ii, 1.51718-.504835*ii, 1.53929+.830451*ii, -2.71597+1.96917*ii, .239463-.696917*ii, -.174451+.533831*ii, .359869+.550068*ii, -.527959-2.09093*ii, .203322+.0584259*ii, .397153+.901145*ii
.0876208-.102417*ii, .397062-.225849*ii, -.106917+.482237*ii, .466522+.324794*ii, -.158659+.158938*ii, -.148062+.532216*ii, -.598402+.046061*ii, .604174+.209477*ii, -.046326-1.1048*ii, .0332301+.107813*ii, -.0347333-.254564*ii
.694325-.262871*ii, -.410043-.439518*ii, -.352046+.80678*ii, .408153+.898226*ii, -.084445-1.02629*ii, -.36071+.887685*ii, .199122+.692921*ii, .769018-.064072*ii, .001845-1.25961*ii, .249474-.088042*ii, -.587878-.357162*ii
-.062721+2.75472*ii, .0234809+.228882*ii, -.78565-.28129*ii, .74459+.963377*ii, .117235-3.06611*ii, 2.44119+3.11405*ii, -.89791+.013876*ii, -2.00957-2.23955*ii, -.16323-1.49995*ii, .0229672-.0932131*ii, -.448029-.281295*ii
.352233+2.64486*ii, .15017-.1958*ii, -.869988-.361808*ii, .590474+.716457*ii, .193796-2.06624*ii, 2.39231+1.81926*ii, -1.25302+.287993*ii, -1.86273-1.28535*ii, -.153235-1.25219*ii, -.100744+.0580056*ii, -.0882094-.378061*ii
-1.65867-2.16886*ii, .379366-1.64353*ii, -.6293-.155679*ii, -.517084-1.35437*ii, 4.55984+6.28518*ii, -5.89776-2.72543*ii, -.351517+.0088787*ii, 5.60426+2.60557*ii, -.0697729+.499748*ii, -.247299+.487608*ii, 1.7158-1.5432*ii
-1.49759+.281457*ii, .245938+.138005*ii, .570265+.401386*ii, .243831+.720036*ii, .906183-1.07247*ii, -.494257+3.09417*ii, -.841526-.685348*ii, 1.07923-2.1302*ii, .375403-1.37803*ii, .0424282+.0887076*ii, -.365176-.198535*ii
-1.26627-1.27188*ii, -2.82587+1.1519*ii, .454067+.820179*ii, 1.54795+1.2701*ii, -.019864-.546011*ii, -.461669+1.98924*ii, 2.41058-2.23144*ii, 1.56559-2.24657*ii, -.0984207-.369416*ii, -1.11395-.89734*ii, -.303966+.94869*ii
-8.63929+2.09963*ii, 23.407+5.80867*ii, .687406+.28845*ii, -2.141-7.55013*ii, .573658-.219081*ii, -8.19477+13.7402*ii, -14.363-1.82517*ii, -.00146828+.025388*ii, .758328-7.52209*ii, 7.2073+5.37233*ii, -.446708-5.66529*ii
.218924-.765636*ii, -.682808+.204357*ii, .817928-.228777*ii, 1.30739+1.03664*ii, -1.76508+.653207*ii, .810126-.749916*ii, -.25028+.341147*ii, -.164787+.141679*ii, -.091445-1.57171*ii, -.255868+.16168*ii, .331328+.595406*ii
.250853+5.95767*ii, 2.39125-1.49552*ii, -.711275-.525343*ii, -.19552-.449418*ii, -.434155-1.18311*ii, 7.37696+1.93398*ii, -4.50655-1.4417*ii, -4.47116-1.17785*ii, -.302313-.0721351*ii, -1.24325-.096250*ii, .733468+.215266*ii
-.0293283-.369194*ii, .401751-.235999*ii, -.545093-.12943*ii, .859708-.237265*ii, -.038945+2.09651*ii, -.612233-1.00867*ii, -.175779+.0172544*ii, .762747+1.36001*ii, -.586729-.738119*ii, -.124769+.0383214*ii, .674571-.277963*ii
.0366879+.0115124*ii, .0006746+.245216*ii, -.235045+.100168*ii, 1.00458+.471331*ii, -.650263-.005601*ii, .262036+.527535*ii, -.0565683-.0172169*ii, -.0222737-.00727182*ii, -.331306-1.24857*ii, -.0123607-.0287846*ii, .0403094-.0309576*ii
.07385+2.66161*ii, -.26434+.0637335*ii, -2.35183-2.10574*ii, 1.34676+.195333*ii, 1.68702-.121335*ii, .266282+.0220358*ii, -.069338+1.57271*ii, -1.61754-.078821*ii, -1.0719-1.3541*ii, .377945+.20337*ii, .861469-1.22793*ii
-.00119194+.00354016*ii, -.47238-.544386*ii, .0843297+.0228505*ii, .588128+.860821*ii, .00633327-.00048347*ii, .0993526+.479146*ii, -.229536+.541456*ii, .548949-.326443*ii, -.094783-1.24182*ii, -.0136981-.028351*ii, -.0169645-.0797533*ii
1.46016-.107807*ii, -6.14683-3.17354*ii, .674952+.153043*ii, .502869+3.21625*ii, .474593-.248251*ii, 2.65324-1.51792*ii, 2.50898+1.08525*ii, 1.24616-1.46057*ii, -.0259043+.363661*ii, -1.83156-1.54136*ii, -.195454+1.44619*ii
-.0896572-.21524*ii, 1.50738+.49876*ii, -.638031-.292294*ii, -.345347+1.01258*ii, 1.78226-.051564*ii, -.449837-.147545*ii, -.0467721-.122121*ii, 1.02742+1.12057*ii, .286102-.366084*ii, -.407984-.37941*ii, -.597966-1.65638*ii
5.45778-5.48708*ii, .041887-.0405021*ii, 8.39861-7.49162*ii, 4.53929+1.68657*ii, -.647169+.037982*ii, .0479426+.0378804*ii, -8.90026+7.95625*ii, -3.23629+1.80425*ii, -10.8705-.21255*ii, .0241831-.326981*ii, .802023-3.88056*ii
1.52314+.389965*ii, 2.59724+1.50204*ii, -.484829-.65387*ii, .432961-1.38524*ii, .257492+1.54977*ii, -.104625-2.37055*ii, .403773-.915726*ii, -.714562-.051784*ii, -.653777+.40731*ii, -.13854-1.21324*ii, 1.58531-.090363*ii
3.38168+.17971*ii, 2.10901-1.61631*ii, -1.13605-1.54801*ii, .45572+1.63999*ii, -2.07402+.88846*ii, -.228576-.889606*ii, -1.34632-.663381*ii, -.0121523-.0003314*ii, -2.82009-.411972*ii, -2.449-.714281*ii, 1.27589+.276713*ii
1.81139-.204032*ii, 2.43324+2.4616*ii, .242714+.85304*ii, -2.77125-2.34656*ii, -2.34957+.847046*ii, -2.09447-.991771*ii, -.709978-.169117*ii, -2.33154+1.33732*ii, .260908-.007721*ii, -.754631+1.33656*ii, .163982-1.52524*ii
-.754227+.216788*ii, .161132+.0693769*ii, -.38395-2.19101*ii, -1.13281-.059787*ii, .798684-.156598*ii, .158248+.0106295*ii, -.960627+.083082*ii, 2.47858+.030281*ii, -1.78745-1.30707*ii, .0450693-.18984*ii, .844235+1.0944*ii
.243074+.230681*ii, .569392+.604646*ii, .846202+.54422*ii, -1.03792+1.74045*ii, -.952319+.169656*ii, .306972-.12397*ii, -.205567-.278852*ii, -3.12944+1.4664*ii, .482096+.100203*ii, .0763802+.410764*ii, .800799+1.01958*ii
-1.5857-.207219*ii, -.0890576+.0054598*ii, 3.52333-3.74858*ii, -1.18286-.5638*ii, .304555-.0273367*ii, .0115229-.0593159*ii, -5.10443-1.13857*ii, -.682718-.370393*ii, -3.34004+1.53678*ii, -.146656+.176538*ii, -.253135+.597407*ii
.846285-.938366*ii, 1.62261-4.45312*ii, .041024-.538546*ii, .642788-.866308*ii, -.696902+2.14012*ii, -2.38036+3.61904*ii, -.512852-.228435*ii, -.0050768+.00443293*ii, .008031+.741574*ii, -1.16582-.528265*ii, -.031788-.205058*ii
.0958762+.0298419*ii, 1.1442-.160535*ii, .78497+.862115*ii, .210515-.156767*ii, -.0839046-.230859*ii, .0152637-.0722704*ii, -.24751+.325346*ii, .291981+.878426*ii, 1.02272+.157821*ii, .518279+.430206*ii, -1.9584-.737789*ii
-.303864-.902836*ii, -.456557+.718997*ii, -.372498-.796116*ii, .629506+.919899*ii, .521653-.055994*ii, -.645142+1.05081*ii, -.392209-1.77282*ii, 1.18664+1.98834*ii, -4.09966+2.40366*ii, .371236+.0478237*ii, 2.13694+3.39082*ii
-1.83362+1.04414*ii, 1.14912+1.70535*ii, .908288-2.84075*ii, 1.3291-1.60334*ii, -2.28948+1.14013*ii, .0998018-.215208*ii, .823726-.045853*ii, -1.55908+3.22328*ii, -.174736-.0605815*ii, 2.94411-.857704*ii, 1.0929+2.08864*ii
.845019+2.4768*ii, .738801-.365752*ii, -.751742-.503752*ii, 1.31546-.821331*ii, 2.14876-.764366*ii, 3.18981+.195575*ii, -.014888+1.14737*ii, -2.05456+.289926*ii, -.896681-1.11278*ii, -.369818-.0486108*ii, -.229611+1.41164*ii
3.46336+2.42947*ii, 1.25927-1.79849*ii, 5.06777-3.39517*ii, 5.00014+2.64525*ii, -1.79098+.090172*ii, -.0249745+.110917*ii, -1.86076-1.45019*ii, 1.1863+4.62594*ii, -.273173-.253073*ii, .137752-6.69489*ii, 3.23195+6.29792*ii
.769813-2.12582*ii, 6.01408+.463183*ii, -.46093+.270548*ii, -7.23902+1.0974*ii, .312928-.185076*ii, 7.81151-1.2751*ii, 4.79912-3.95495*ii, -5.58969+.150433*ii, -3.64512+1.85755*ii, -1.44869+.706801*ii, 6.9833+10.3394*ii
2.74929-2.05275*ii, 2.88987+.537234*ii, -1.48887+7.8401*ii, -1.70341-.300221*ii, -.584664-.074369*ii, -.028349+.0458154*ii, -4.18799+4.04371*ii, -3.00851-.201242*ii, .178231+.0523928*ii, -4.25731+10.9285*ii, -2.75149+1.48919*ii
-5.44191-.974641*ii, 1.09486+.974095*ii, -.595625+.634749*ii, -4.75312+6.83329*ii, -.935856-.684298*ii, 1.74007-7.08614*ii, 4.28527-2.09195*ii, .82314-.718512*ii, -5.84478+1.81241*ii, -.635217+.057384*ii, 3.23014-1.86031*ii
.616332-.112306*ii, -1.13471-.323675*ii, -.134893-.444141*ii, -.991959-.684494*ii, -.0430896+.142428*ii, -2.66729-1.15766*ii, -1.92179-3.74592*ii, 2.70267+1.1489*ii, -2.2107+3.02302*ii, .0046536+.273816*ii, -.450946+1.64852*ii
1.03502+1.07695*ii, .013192+.519939*ii, .288487+1.20987*ii, 1.45258+1.92744*ii, -.83089+.756849*ii, -.282934-.923144*ii, -.035546-1.32852*ii, 1.43893+1.61295*ii, -1.53324+.088764*ii, -.312627+.082978*ii, .783075+.992252*ii
2.42118+2.38949*ii, -.173429+1.34649*ii, 1.0232-.096079*ii, -.192298-.433638*ii, 1.18845-1.14562*ii, 1.83119+2.64963*ii, .051373+2.06012*ii, .794897+.126208*ii, .70488-.742725*ii, -.024042+.697196*ii, -.886297-.088504*ii
-.274583+.548921*ii, 5.55342+7.47638*ii, -.021343-.639229*ii, 1.19577-1.58782*ii, .0245928-.0464135*ii, .759252-1.29412*ii, -11.6817+.27370*ii, .172981-.737448*ii, 5.67711+2.63122*ii, 2.3303-1.85474*ii, 7.39648+5.90901*ii
.250323+.70382*ii, .370011-.468851*ii, .441334-.0186951*ii, 1.45761-.601374*ii, 1.99641+1.01024*ii, .973249+3.70259*ii, .241853+.230159*ii, -3.424-.533238*ii, .023503+.824207*ii, .0772667-.106919*ii, .202745-.669134*ii
.0368284-.326843*ii, -1.58556-.617742*ii, .307328-.557342*ii, -1.42679-1.09618*ii, .0547171+.280695*ii, .633834+.507485*ii, -1.09714-.345074*ii, -.631323-1.88668*ii, .116332+.633645*ii, -.41579+.346925*ii, .361004+.841296*ii
.123172+.0593276*ii, .927423-1.87849*ii, -.216374-.175956*ii, -.463694-.0923035*ii, -.00908393-.0571246*ii, 1.06962-1.39486*ii, -1.34737+1.94194*ii, .412387-1.21219*ii, .908675+.619859*ii, -.265601+.121635*ii, -.0140915+.471673*ii
-.326975+1.58584*ii, .221824-.544301*ii, .007679+2.15568*ii, 1.8302+.426847*ii, 2.20402-1.57441*ii, .0727918-.340749*ii, -.438552+.406249*ii, 1.09029+.428567*ii, .166866-1.16994*ii, .587521+.237001*ii, .974626+1.85013*ii
.114504-2.16674*ii, -.562771-.339816*ii, 4.54027+4.93173*ii, 3.29197+4.19756*ii, 1.78934-2.58814*ii, -.0482641+.00143934*ii, .587129-.361676*ii, -4.62804-.834664*ii, -.187373+.0664733*ii, -.439624-2.15914*ii, 2.2471-.400804*ii
.438322-.0442601*ii, -1.38851+1.27087*ii, .561348+.137409*ii, -.355855-1.45684*ii, -1.32212+.83775*ii, 1.10278-.723708*ii, -.251689-.126004*ii, -.149654+.453511*ii, .742474-1.09022*ii, -.477033+.261304*ii, -1.28637-1.34977*ii
-.064213+.759437*ii, 2.60837-1.11669*ii, .682752+1.5054*ii, .182799-.929756*ii, 1.64023+1.75555*ii, .224583-.165426*ii, .212724+.235327*ii, .00743608+.0221002*ii, .469614-1.90812*ii, 1.73096+1.58211*ii, 2.31145-.93334*ii
-1.05653-.69002*ii, -2.66431+.392866*ii, 1.34083-2.33873*ii, 1.68412-.266736*ii, -1.66909+.23424*ii, .155388-.077488*ii, .563878+.492546*ii, 1.45022-2.15748*ii, .371268+.267278*ii, -1.32679+3.37893*ii, .92048-6.10504*ii
-1.29264+1.11737*ii, -.765187-1.45646*ii, -1.7809+.895408*ii, -1.01778+.086364*ii, 5.4047-.407696*ii, -.419759-.0934021*ii, -.253324+.187632*ii, 1.05269-1.66858*ii, .284253+.118314*ii, 1.33342+.954322*ii, -1.8602+1.69999*ii
-1.55827+1.52766*ii, -1.14825-.148336*ii, -.53924+2.37406*ii, -1.08909+.071624*ii, .95852-1.18315*ii, .125771-.346032*ii, -1.42374-.163625*ii, -1.22033-2.49541*ii, .078917+.615495*ii, .485671-1.32302*ii, 1.81825+1.61111*ii
9.06355+1.44653*ii, -.208175+.0780249*ii, 3.62728-1.73742*ii, -7.7257+1.03221*ii, 1.83322+.413315*ii, .281509+.49265*ii, 4.8742-.309868*ii, 6.92891+3.2392*ii, 2.71796-3.39175*ii, -.309773+.322353*ii, .583999-4.81652*ii
1.85155+.82736*ii, .192584-1.86802*ii, -.723641+.564688*ii, -1.51963-.106518*ii, .210131+.840535*ii, -.4184+2.37039*ii, 1.44473-1.84164*ii, .590055+2.07896*ii, .675858-.529466*ii, .457742+.730261*ii, -.176193-1.40762*ii
-1.02457+1.08298*ii, 3.08187+1.37379*ii, .87196+1.70855*ii, 1.60821+.577497*ii, 3.14119-.007381*ii, .401725+.052799*ii, -.32698+.344*ii, -1.86707+2.83135*ii, .0611395-.100192*ii, .170037+3.2317*ii, 1.86059+.801616*ii
13.0471-10.0362*ii, 7.66054-2.99078*ii, .88724+.487596*ii, -.878558-2.86264*ii, -11.2377-16.0704*ii, -1.44215-15.9951*ii, .038142+.838542*ii, -7.48373-3.70233*ii, -.757144-.041194*ii, 4.12751+.540854*ii, -6.7795-18.6701*ii
.0058131+.0411205*ii, -1.61106+.561975*ii, -.162588-.0938816*ii, -.723679-.896634*ii, .199854-.0242595*ii, 1.0928+.440354*ii, .0040516+.206244*ii, -.617289-.475777*ii, 1.32266+.397173*ii, .157349+.0299392*ii, .027866-.857403*ii
.452257-.152032*ii, .616962+.349049*ii, .281677-.624226*ii, .971616+1.41097*ii, -.291497-.132849*ii, -.394974+.937523*ii, -1.08785+1.01734*ii, -.854582-1.61503*ii, 1.02816-.684526*ii, .195835-.143402*ii, .632684-.196702*ii
2.97265-1.92624*ii, -3.0738+2.81039*ii, .657455-.860267*ii, 2.01396-.793519*ii, .123097-.782413*ii, .919664+2.87819*ii, 2.98577+3.32959*ii, -3.13387-5.21062*ii, -.631761+.477309*ii, .198402+2.246*ii, -3.33057+2.48165*ii
3.18736-.724782*ii, .0356486-.143963*ii, .051903+.854376*ii, 3.55365+1.90133*ii, -5.47811-.488953*ii, -4.4382+.455354*ii, -.565521+.182781*ii, 3.09786-2.46947*ii, -1.33324+3.09707*ii, .0624242+.0114926*ii, 1.01184+.437829*ii
-.0741641-.0521027*ii, .627914+.023974*ii, -.0726692+.48842*ii, -2.51631+2.09564*ii, .278302-.828338*ii, .353189+.115877*ii, .0294902-.0994417*ii, .998049-.986292*ii, -1.14665+.804737*ii, -.0286698+.152472*ii, -.27701-1.57069*ii
-2.10786+.297249*ii, -.052446-1.29263*ii, 1.38878+.379273*ii, -2.75687+2.24582*ii, .587036-.576347*ii, -.802962+.640462*ii, -2.08146-1.53721*ii, -.0283145+.076129*ii, .020809-2.09276*ii, .208713-.907534*ii, -.531599+.438237*ii
.366736-1.01952*ii, 1.02339+.563436*ii, -.804194-1.19626*ii, 1.49445-1.38082*ii, -.449653+.54539*ii, -.521007+.021775*ii, -1.44293+.51721*ii, -.277723-.398951*ii, .0207482+.0753189*ii, -.074494-.838677*ii, .0706943+.0215611*ii
-.543937+.914822*ii, -.505062+2.63841*ii, .316807+.425052*ii, .517019+.180269*ii, .479939-.108012*ii, 3.6725+.924645*ii, -1.48701+1.57147*ii, 1.13108-2.76844*ii, .949297-.647769*ii, -.640734+.310594*ii, 1.81249+.632324*ii
.723199+.481391*ii, .246619-.327637*ii, .273565-.502447*ii, -.806943-.397551*ii, .470266+.864298*ii, -2.43455+1.05778*ii, .781028-.411788*ii, -.550842+1.1255*ii, -.195887-.70612*ii, -.0485768-.106772*ii, -.173325-.108182*ii
-2.54252-.344085*ii, .297831-.395478*ii, -.315491+1.05165*ii, .637147+1.72757*ii, -1.28215+.696158*ii, 1.91794-.922674*ii, 1.41898+1.03882*ii, .411405+.144666*ii, -3.94441-.448612*ii, .16097+.218991*ii, -.663629-.841927*ii
-1.0778+3.60904*ii, .400346+3.0884*ii, .679847+3.34369*ii, 1.20143+.55894*ii, 1.348+.513626*ii, .206276-.249227*ii, .192621+2.60394*ii, -.600891-5.52434*ii, .423043-.0461344*ii, -5.02723+1.71913*ii, -2.89437-5.91045*ii
-2.57961+2.24501*ii, -.524927-.393809*ii, .331325+1.36898*ii, 1.53635-2.17434*ii, -.723047+.345452*ii, 1.67384-.41182*ii, 4.11241-1.14013*ii, 2.92705-1.45872*ii, -4.69946+.700698*ii, .182597-.424546*ii, .619484-3.78503*ii
-2.09579-1.28724*ii, .699868-.473007*ii, -.295511-1.08889*ii, -.431153-.0750256*ii, -.914462+1.47281*ii, .909271+1.70475*ii, .006876+1.41872*ii, 1.99726-1.82757*ii, .444236+.705786*ii, -.360934-.311149*ii, -.923939-.588281*ii
.608559+.423136*ii, .614758+.754842*ii, .917035-.647668*ii, .877654-.462647*ii, -.555651+1.1983*ii, -.154931+.567285*ii, .096808-.552741*ii, -.954925+.83535*ii, -.705283-.424322*ii, .526321+.147028*ii, -1.23357+.547059*ii
-.162739-.145135*ii, .24133-1.47584*ii, -1.42908-1.92534*ii, .392564+.8857*ii, .0443599-.279288*ii, -.015967+.0344032*ii, .416601-.64886*ii, -.589069-.217251*ii, .262359-.168628*ii, -1.59319+.822226*ii, -.364983-.938201*ii
-.666439+.200214*ii, -1.30803-.562987*ii, .317888-.451853*ii, 1.82978+1.36367*ii, -.313913-.0270606*ii, .120272-2.27667*ii, 2.05277-.814759*ii, -.976439-.824519*ii, 2.37595-.232644*ii, -.335097+.206034*ii, .155524+1.41682*ii
-.938158+.696579*ii, -.276743+.0422954*ii, -2.9597-.975379*ii, .503724-1.11318*ii, 1.06544-.732718*ii, -.035032+.115111*ii, -.90306+.032748*ii, -1.11461-.300079*ii, .130987+1.0409*ii, .430166+.0723738*ii, -.196034+1.01319*ii
.0023196-.00228371*ii, -2.66142-4.1541*ii, -.04451+.00116436*ii, .80631+.632561*ii, -.000003864+.00155373*ii, 1.22867-1.08919*ii, -1.47352-1.48925*ii, 2.84796-1.08962*ii, 1.70519+4.91271*ii, .0616484+.0909*ii, -1.37214-.086152*ii
.751484+2.36708*ii, -.709141+.018295*ii, -1.12122-.493603*ii, -1.18107-1.22874*ii, 2.04455+2.48006*ii, 1.50142+.695821*ii, .716973+.288057*ii, 1.40062+1.72217*ii, -1.01192-2.51169*ii, .402066+.164761*ii, -1.01876+3.84649*ii
1.81766+1.04195*ii, .17276+1.85148*ii, .237985-1.81646*ii, 2.54701-3.20491*ii, .502796-.350628*ii, -.603287-.160463*ii, 1.45997+3.09044*ii, -.523192-3.9445*ii, -.634081-.256274*ii, 1.70212+.063407*ii, 1.36606-2.10308*ii
-.124573-1.53876*ii, 1.34592+1.87622*ii, -1.26803-1.51503*ii, -1.17213+1.89763*ii, 2.27417+2.73061*ii, -.382446+.100846*ii, -.355166-.250177*ii, -.00256208+.000880804*ii, -1.84306+1.07877*ii, .567932-2.20911*ii, .523341+.561415*ii
-1.09873+.232409*ii, -1.48415-.436992*ii, -.336695-1.0962*ii, .714843-1.43666*ii, .336446-.575318*ii, .790682+.322752*ii, -1.13325-1.24706*ii, .107991-.178868*ii, -.586198-.872612*ii, .010338+.887026*ii, -.654724-.024375*ii
2.22855-.232407*ii, -.629638+.045172*ii, -6.70196-.580166*ii, -1.97666+1.54123*ii, 2.34737+2.91332*ii, .0476316-.0135222*ii, .325354-.502804*ii, -.125775-1.89847*ii, -.0442934-.0715846*ii, 2.12301+.031276*ii, .481544+.414902*ii
4.64691-2.31924*ii, -.0435895-.376701*ii, .317226+.890805*ii, -1.70524-2.61055*ii, -.546508+1.35805*ii, -5.66658-1.27487*ii, -2.65482-2.35339*ii, -3.40156-4.88573*ii, 4.14154-1.50362*ii, .16087-.0791646*ii, -1.57872+1.29478*ii
.775697-.856862*ii, -.359662+1.18224*ii, .648506+.186775*ii, -.694012+1.7602*ii, 2.70757-2.6026*ii, .441561-2.49907*ii, .307018-.0213537*ii, .240987-1.0265*ii, -.835374-1.12379*ii, -.227028+.349757*ii, -1.65082+1.38729*ii
4.5155+.787656*ii, 4.10479+3.32454*ii, 1.2596-1.30737*ii, -.535489+4.87546*ii, -3.45227-1.69352*ii, -.289789+1.36024*ii, -1.14449+.333278*ii, -4.00678-.511356*ii, -.0965691-.149373*ii, 4.7584-.589428*ii, 1.4797+2.76085*ii
-8.05166-2.46631*ii, 2.33943+6.01456*ii, -1.1331-.637383*ii, -.746498-6.94329*ii, 10.4202-8.18402*ii, -3.72076+3.31346*ii, -.36293-.52173*ii, 7.72223+5.15142*ii, .114805-.159255*ii, .59138-4.15311*ii, -3.43473+5.25747*ii

component_2:
