variable ordering: c0, c2, dp, r, Rad, u, L, mu, delP
2.94857-.552222*ii, .0133808+.150984*ii, .51854+2.16594*ii, .194007+5.92638*ii, 3.94305+.693389*ii, 2.13192-5.81864*ii, -1.56451e-308+2.92041e-308*ii, 3.63391-.536549*ii, 4.69352e-308+3.16378e-308*ii
.332247+.794861*ii, .0598564-.425261*ii, .433912+.634602*ii, .253617+.848317*ii, -.357939+.861457*ii, .47601+1.0993*ii, 1.06449e-109+1.06449e-109*ii, -.330612+.301619*ii, 2.66122e-110-3.99184e-110*ii
-.101324-2.64722*ii, -1.42552+1.20991*ii, -1.23476-.958535*ii, -.903344+.467759*ii, .448389-.975144*ii, .069797-.719926*ii, 0, .0429377+.204546*ii, 0
.779557-.187942*ii, .460163+1.03772*ii, -.870811-1.82868*ii, 1.30009+.095044*ii, .450529-.99379*ii, 1.29673+1.67038*ii, 5.82749e-257-7.90874e-257*ii, -.445901+.0120609*ii, 1.332e-256+1.4985e-256*ii
19.1736+63.9514*ii, .166808-.0826588*ii, -46.6496-26.9538*ii, -22.4687+26.5133*ii, -56.4315+8.84138*ii, -112.356-118.414*ii, 3.69361e-226-1.28617e-227*ii, -40.0605-60.2478*ii, 1.19251e-224+6.28442e-225*ii
6.76952+2.77063*ii, .343025+.424837*ii, 2.45567+1.32486*ii, -.6377+3.19092*ii, -1.31168-.855138*ii, 5.1453-2.77831*ii, 2.666e-225+1.13546e-225*ii, 1.17826-.493704*ii, -4.2991e-225-5.55229e-225*ii
2.65327-2.73393*ii, -1.40148+1.32407*ii, 4.38138-1.57173*ii, .940026-.408218*ii, -1.347+.774407*ii, 2.66459-.708963*ii, -6.10987e-150-1.81769e-149*ii, -.552919-.24201*ii, 4.8879e-149+7.33185e-149*ii
-1.6734-3.09587*ii, -.432476+2.30492*ii, .147278-1.10925*ii, .298457+.930401*ii, -1.08647-.410018*ii, -2.61763-5.12598*ii, -1.64374e-296+6.88077e-297*ii, -.119117+.0063758*ii, -7.6453e-297-2.64718e-296*ii
-2.78836-2.02152*ii, -1.51681+3.68221*ii, -1.53511+1.51739*ii, .537219-.592984*ii, 2.16837-.654059*ii, -.34674-1.2872*ii, -1.05434e-181-2.78647e-181*ii, .124781+.0528236*ii, -2.40992e-181-2.10868e-181*ii
-3.75007-1.20638*ii, -.107777+.357933*ii, -1.9446-3.25824*ii, -3.23932-.088108*ii, 1.97571+2.84252*ii, -5.08448+2.48519*ii, 0, -1.71158+1.87359*ii, 0
3.82381-.122041*ii, .24739+.0539192*ii, -1.89915-1.13064*ii, -.155578-2.64326*ii, -4.24849-.092482*ii, 2.05698-.29399*ii, 2.87745e-109+5.00643e-109*ii, -2.06989-.691435*ii, 3.04378e-109+1.16054e-108*ii
.22445-.497025*ii, .431667+.112475*ii, -1.46334-1.61105*ii, .130227-1.83447*ii, -.352993-.140089*ii, -1.16718-1.07988*ii, -6.73566e-149-2.71794e-149*ii, -1.02127-.666939*ii, -4.40746e-149-1.49253e-148*ii
-2.06977+1.64986*ii, .493596-.303145*ii, -.443111+1.26924*ii, -1.94411-.647356*ii, -.932591+1.74422*ii, .35199+1.87355*ii, -6.60469e-234+5.03215e-234*ii, -.449643+.366703*ii, -3.14509e-234+4.63901e-234*ii
-.915614+.258452*ii, -.854361-.296925*ii, -1.60175+.802243*ii, -.688232+1.05692*ii, -.80419-.94687*ii, -.797878+1.69243*ii, -9.56057e-241+1.4997e-240*ii, .345395-.354788*ii, -6.84237e-241+3.07438e-240*ii
-.569915-.756948*ii, 1.19256-1.15888*ii, -.88991-1.09574*ii, -.698935-.771338*ii, .930539+1.17871*ii, .552673+.652267*ii, 3.05385e-163+1.4652e-164*ii, .0188561-.21138*ii, 1.55745e-163+2.81915e-163*ii
-1.47069+.050672*ii, -.0585944+.179275*ii, .582693-1.3942*ii, -.52661-3.48385*ii, -2.06056-4.3514*ii, -1.43357-2.29052*ii, -1.78139e-119+3.25298e-119*ii, -1.99652-.160024*ii, -3.95004e-119-2.16865e-119*ii
-1.23266-.383967*ii, 1.25545+.306715*ii, .466543+.293611*ii, -.730205-.344465*ii, .80327-.205246*ii, -.866521+.374745*ii, -4.99259e-33-2.47327e-32*ii, .101151+.0337556*ii, -7.81726e-33+3.91526e-33*ii
.952228-1.52588*ii, -.592232-.298673*ii, .645912+.104661*ii, -1.42273+.556517*ii, -.547688-1.72721*ii, -.536095-1.10011*ii, 1.40311e-44-4.39958e-45*ii, -.235137+.074403*ii, -1.11247e-44-5.0907e-46*ii
-.142744+2.34247*ii, 2.88473+1.04282*ii, .720244+5.04956*ii, -.16346+.519316*ii, -.706217+1.47231*ii, -.666602+1.59934*ii, 7.78065e-223-1.08065e-222*ii, .195116+.367078*ii, 6.91613e-223-7.78065e-223*ii
1.36099-1.29228*ii, -2.43712-1.06278*ii, -.036148+.736291*ii, 1.45992+.736628*ii, 2.43677+3.11073*ii, -.22515-8.22265*ii, -1.53056e-248-7.52036e-249*ii, -.0245582-.0648194*ii, 1.60171e-249+1.14755e-248*ii
2.17432+2.92667*ii, .0494694-.0230974*ii, 1.00781-1.76203*ii, -7.61907+4.64074*ii, 6.08571+.588624*ii, 2.34727-1.415*ii, 4.9621e-265+3.77118e-263*ii, 7.595-5.3585*ii, -5.38386e-263-1.78635e-263*ii
3.05673-2.32846*ii, -.173211-.7345*ii, 2.21683-1.23592*ii, 2.09115-1.64842*ii, -.933172+3.93588*ii, -2.29383-2.35037*ii, -3.3966e-255-4.66199e-255*ii, .229944+.808764*ii, 9.98999e-255+6.52679e-255*ii
.171536-1.26232*ii, -.51819+.644658*ii, 1.20995+.666169*ii, .704326-1.42821*ii, .044995-.669231*ii, 2.26843-1.21496*ii, -8.65407e-206+1.81288e-207*ii, -.0721872-.411197*ii, 1.12796e-205+5.7854e-206*ii
-.375881+.167146*ii, -.274847+.0084910*ii, -1.19941+2.50601*ii, -.769619-1.42654*ii, 3.16231-1.11162*ii, .0019949-.448607*ii, 0, 1.16029-2.24361*ii, 0
-.313387+.735745*ii, -.133132-1.06892*ii, .753807-.613734*ii, -.270169-.36424*ii, -.934784-.622746*ii, -.095065+.773335*ii, -8.12987e-260-3.57714e-259*ii, .119726+.191213*ii, 2.92675e-259+1.86987e-259*ii
-.276585+3.15564*ii, -.260865-.576657*ii, -1.68853-.840889*ii, 1.66521+.138108*ii, -1.06291-.635965*ii, -.729732+1.44762*ii, 3.65844e-260+4.06494e-261*ii, .577522-.470779*ii, 3.25195e-260-2.10869e-260*ii
.162024-.221603*ii, -1.89894+2.06974*ii, -1.04132-.72654*ii, 1.12258+.138963*ii, 2.48302-1.22386*ii, -2.84006+1.75422*ii, -4.95912e-129-7.21326e-130*ii, .0150084+.112009*ii, -4.14763e-129-1.87517e-129*ii
-.280676+1.02252*ii, -.1339-.0778035*ii, .764556+.365305*ii, 2.06505+.397928*ii, .276735+.398611*ii, -.702611+.482994*ii, -2.84286e-175+1.89524e-175*ii, -1.36345+.110193*ii, 3.4746e-175-6.31746e-176*ii
-5.13874+.430341*ii, .083913-1.34065*ii, -.8278-2.23231*ii, 1.27575+1.51678*ii, -.509762+1.1224*ii, -.006792+1.65745*ii, 2.98473e-88+1.88509e-88*ii, .405024-.179716*ii, -1.88509e-88+7.46673e-88*ii
.322163+1.38773*ii, 1.16199-1.35588*ii, -1.69488-.243275*ii, -.549429+.968568*ii, -1.58414+1.05295*ii, -1.86025+1.01369*ii, -1.54904e-119+1.39413e-119*ii, -.128548-.202339*ii, -3.09807e-119+1.39413e-119*ii
-.976969+2.22191*ii, .078842+.911682*ii, -1.21134+.447631*ii, .609385-1.74741*ii, -1.01987-.624869*ii, .753172-.391224*ii, -7.99064e-314-6.00541e-314*ii, .093325+.340241*ii, -1.21849e-313-1.17704e-314*ii
-45.5149-97.7*ii, -.0179708-.0900315*ii, -32.2793+24.3327*ii, -11.7358+44.5536*ii, -60.9316-115.997*ii, -106.467+87.4078*ii, 0, -47.7725-99.1688*ii, 0
-.036341+1.83249*ii, -2.56081+1.49646*ii, .341738-1.24953*ii, .731676+1.33391*ii, -1.27136+1.51506*ii, .228145-5.02766*ii, -2.54691e-72+3.25438e-72*ii, -.0780081+.0764*ii, -2.26392e-72-1.69794e-72*ii
-.691462-3.73579*ii, -.886511-1.02039*ii, -1.32008-1.14399*ii, .410016-1.37046*ii, 1.04127-.195413*ii, -.322222-.99461*ii, 1.5236e-168+1.58984e-168*ii, .31985-.0455409*ii, -1.85481e-168+3.03063e-168*ii
4.85433+2.00076*ii, -2.18714+1.55413*ii, 1.30341-1.71854*ii, -1.73724-1.05784*ii, 1.47597+.353279*ii, -5.01116-3.08669*ii, -9.00937e-146-3.25339e-145*ii, -.19175+.0601836*ii, 5.40562e-145+2.47758e-145*ii
-.294497-.0915724*ii, -.101636-.203594*ii, -1.49283-.236019*ii, .78742+1.94348*ii, 1.66457-1.40334*ii, .649514+.240118*ii, 7.28677e-169+1.9873e-168*ii, .96454-1.35158*ii, 7.61799e-169+2.64973e-168*ii
-3.15572-.479407*ii, -.216824-.315143*ii, 3.41253-14.5094*ii, -.7938+1.22794*ii, .608062-.535601*ii, -3.57978+.219891*ii, -1.26638e-225+3.41923e-225*ii, 6.54802+7.21227*ii, -4.11996e-224-2.63407e-224*ii
7.92477+3.9989*ii, 2.98141+3.86588*ii, -1.40998-.030593*ii, -.321943-1.23709*ii, 1.51904+.092428*ii, .591739+.85813*ii, 9.19311e-186+1.83862e-186*ii, -.0453348+.0562186*ii, 9.65277e-186+2.75793e-186*ii
1.91702+1.72755*ii, .491051+1.70433*ii, .774413-1.74655*ii, .0587277+.4977*ii, -.390148+1.72883*ii, 1.69744+1.33996*ii, 2.7196e-169-4.67016e-168*ii, -.206336-.173044*ii, 7.31989e-168+4.42175e-168*ii
.915674+1.8229*ii, .766269-1.51646*ii, 1.13792-2.32358*ii, -1.11533+.162948*ii, .150902+1.34949*ii, 1.29733-.301771*ii, 1.03954e-112*ii, .380658-.0047518*ii, -3.11862e-112+2.07908e-112*ii
-3.80134+.414797*ii, .896762-2.57945*ii, 2.74695+3.57833*ii, -1.17009-.039693*ii, -1.84229+.379782*ii, -2.33539-3.0294*ii, 5.69026e-159+1.93469e-158*ii, -.226837+.345095*ii, 7.28354e-158-6.37309e-158*ii
-2.73794-2.381*ii, 2.20545+7.25005*ii, 2.11389+.542102*ii, -.762461+.434979*ii, 4.76222-9.89328*ii, 2.93592-1.00085*ii, -1.20614e-183+1.88275e-183*ii, .0374054-.0615137*ii, 3.7655e-183-1.64741e-183*ii
1.38546+2.24114*ii, 2.05968-1.93393*ii, -2.77564-.103215*ii, -.636165+.850591*ii, -1.95934-2.78815*ii, -1.36413+.628625*ii, -3.88145e-172+2.84639e-171*ii, -.172797-.174776*ii, -3.10516e-171+3.10516e-171*ii
-.510339+.273916*ii, .612806-1.31629*ii, -.875071+2.25036*ii, -.578436-.421312*ii, .351371+1.94441*ii, .22749+.365831*ii, 2.52962e-320-2.02369e-320*ii, -.414862+.0269411*ii, 3.03554e-320-1.01185e-319*ii
2.45503+1.73042*ii, .170041+.140066*ii, -1.6298+.486475*ii, .737309+4.08425*ii, -1.55249+1.31791*ii, -1.13258+.494219*ii, 0, -1.07657+1.60202*ii, 0
4.20389+6.23363*ii, -1.35079-9.84037*ii, -3.96072-13.2041*ii, -.871045-.117883*ii, -14.4121+2.90288*ii, 5.21862-1.3731*ii, -1.97405e-167-1.51035e-167*ii, .342811-.0535664*ii, 4.45155e-167-2.17278e-166*ii
.155809+.765738*ii, -3.26107+.13379*ii, -.635399+.262156*ii, -1.04956-.664657*ii, 1.51137+.230463*ii, -2.18255-3.69583*ii, 1.23924e-284-1.35189e-284*ii, .0494522-.0180685*ii, 2.19387e-285-1.08393e-284*ii
-.112475+.577348*ii, 1.01331+.924278*ii, -.913952-.149587*ii, -.34165+.390524*ii, -.131902-1.65917*ii, .0979036+.273877*ii, 7.17638e-204+1.19606e-204*ii, -.141458+.0921235*ii, 5.18294e-204+3.98688e-205*ii
-1.83854-1.00157*ii, 2.36546+.968493*ii, .701045-2.18339*ii, .023871-.621259*ii, 2.30281-1.40928*ii, -2.72145-1.44498*ii, -1.86459e-155-1.29064e-154*ii, -.0174607-.223609*ii, 1.49167e-154+1.11875e-154*ii
1.09203-.989086*ii, .0227728-.139687*ii, -.592417-.679286*ii, 1.81555+2.25928*ii, .68604-2.0597*ii, 2.1968-.549694*ii, 1.65155e-216-8.72517e-217*ii, 1.01588-1.22588*ii, 1.68838e-216+3.73936e-217*ii
1.63423+9.8652*ii, -.769658-1.69379*ii, 1.82984+8.52871*ii, 2.408+1.02107*ii, 7.25062-3.90846*ii, 6.303-1.97505*ii, 7.47173e-230+3.47822e-230*ii, -1.1451-.250253*ii, 9.79055e-230-4.32845e-229*ii
-2.34688+.000061*ii, .394362+.789067*ii, -5.13388-.520896*ii, 2.16008-.867677*ii, -.429319+.312811*ii, 2.15412+1.60948*ii, -7.81439e-163+4.3359e-163*ii, -.782508+1.23548*ii, -3.61198e-162+1.45869e-162*ii
6.34464+4.84791*ii, -2.12071+.35767*ii, 4.15139+1.59389*ii, -2.73718-.237414*ii, -6.3068-3.12235*ii, -9.88942+4.7512*ii, -7.9773e-216+2.63795e-215*ii, -.445038-.262954*ii, 6.2368e-215-3.84361e-215*ii
-.248954+.527243*ii, -.402385+.460431*ii, 1.96373-1.91717*ii, 1.86151-2.78925*ii, -2.51445-.452371*ii, 6.26851+2.71915*ii, -1.41482e-290-2.97024e-291*ii, -1.11852-.088738*ii, 3.01314e-290-2.31481e-290*ii
-.659689-2.71193*ii, -.869697-1.70571*ii, -.202267-2.44078*ii, 1.70392+.875203*ii, 2.70224-1.41154*ii, 2.56882-8.95158*ii, 7.77461e-252+4.36469e-252*ii, .295921+.121237*ii, 1.63676e-252+1.85499e-251*ii
-1.08563-.0094*ii, -.0263838-.0308897*ii, .486358-.0561749*ii, -.037294+.771696*ii, .954119+.285724*ii, -1.07173+.010471*ii, 6.59867e-240-1.79964e-240*ii, -1.68104+2.50042*ii, -1.19976e-240+3.59927e-240*ii
-1.60946-1.413*ii, -2.96062+.932724*ii, -6.47808+1.21807*ii, -.617074+1.38186*ii, -2.60403-2.8684*ii, 4.50729+2.2102*ii, 0, .527107+.063205*ii, 0
1.15493+8.54398*ii, -.0498868-.0602998*ii, -4.4173-.16672*ii, -6.64059-2.12823*ii, -.03829+17.2336*ii, .8854+4.74797*ii, -1.00104e-144+1.922e-144*ii, 9.4052-10.5329*ii, -6.60687e-145+4.96517e-144*ii
1.94309+.052475*ii, .035735+.675509*ii, 2.26281-.293855*ii, .496215+1.44852*ii, -.015983+1.40006*ii, .905825-1.14719*ii, -1.49831e-195-2.14044e-195*ii, -.064272-.840847*ii, 1.71235e-195+5.56514e-195*ii
-.344748-1.42688*ii, -.281991-.0913992*ii, -1.97471-3.03999*ii, -1.5151+1.91905*ii, 3.45697+2.89164*ii, -.485061+.339724*ii, 7.25209e-217-1.72237e-216*ii, 2.37475+1.92541*ii, 3.08214e-216+7.25209e-217*ii
-.686504-.038993*ii, .255693-.680143*ii, -.314956-1.0031*ii, -1.44333-.641686*ii, -.315775-.414496*ii, 1.00072-.702186*ii, -1.1707e-258*ii, .284921-.222881*ii, 1.1707e-258
1.22107+5.30863*ii, .314753+.196994*ii, 2.03064-6.87624*ii, 1.4601-4.40885*ii, -1.82989-2.61255*ii, -1.68981-2.15291*ii, 5.08749e-166-3.73083e-166*ii, -1.29723-4.64972*ii, 1.89933e-165+2.71333e-165*ii
3.12821+3.75362*ii, 1.65411+2.02656*ii, -4.17048-1.46484*ii, -.20434-1.12871*ii, .108459-2.89338*ii, .155146+2.01943*ii, 5.62329e-313+1.6976e-313*ii, -.360477+.220252*ii, 4.24399e-313+4.24399e-314*ii
1.06011+1.43971*ii, .635173+.398011*ii, -2.44941-1.1197*ii, 1.19086-1.54274*ii, 3.02106-2.2349*ii, 1.91158-1.27699*ii, 3.01929e-233-4.65474e-233*ii, -.890552+.117329*ii, 6.03858e-233-1.50964e-232*ii
-1.66968+1.27349*ii, -7.226+1.11684*ii, .292616-4.03941*ii, .008059-.674381*ii, 1.78061+1.69307*ii, 1.6283+.844174*ii, 2.99149e-216-2.71953e-217*ii, -.0309835+.134964*ii, 1.8130e-217+9.97162e-216*ii
-3.12438+1.80695*ii, 1.54638-1.18822*ii, -2.0853+2.18646*ii, -.64109-.302384*ii, -.497042-.418704*ii, -2.16954+2.02679*ii, 3.13541e-199-3.78862e-199*ii, -.382752+.0593788*ii, 4.18054e-199-2.82187e-198*ii
.866845-.403798*ii, -.154837+.209593*ii, -3.26662-.387135*ii, -.205798+1.74857*ii, -.561479+.830182*ii, 1.48455-.924317*ii, 1.74588e-251-4.36469e-251*ii, 1.56344+2.74139*ii, -1.26576e-250*ii
-1.19338+2.48371*ii, -.0317249-.0459038*ii, .942997-1.39523*ii, 6.82183+1.30143*ii, .37687-1.27381*ii, -1.80096-.138099*ii, 1.66707e-162+9.37726e-163*ii, 2.74034+7.02963*ii, -4.44552e-162-1.16695e-161*ii
1.38914-.430004*ii, -1.46023-1.26971*ii, .638405+.116793*ii, -.801253+.484348*ii, -.48111+1.76024*ii, -.19129+.186089*ii, 3.6463e-63+7.21663e-63*ii, -.0721413+.042733*ii, -6.07716e-64-2.39288e-63*ii
-1.22234+2.78803*ii, 1.00496+3.16692*ii, .061778+1.34253*ii, -.001077-.640373*ii, 1.36092+.999273*ii, -1.63881+1.49074*ii, 2.14044e-196-3.74577e-196*ii, .0976908+.0261233*ii, -2.14044e-196-2.9431e-196*ii
-.280694+1.47036*ii, .647877+.28735*ii, -2.23761+.397722*ii, -.923275+1.19522*ii, -.668672+.699162*ii, -.0197564-.12508*ii, -8.18542e-87+1.7564e-86*ii, -.664629+.448252*ii, -1.45849e-86+4.00179e-86*ii
-.997793+.417923*ii, -2.37552-.960318*ii, 1.63387+1.22037*ii, .647442+.815615*ii, .805458-2.57167*ii, .600911-1.85464*ii, -7.14367e-102-1.42873e-101*ii, -.192422-.0506443*ii, 2.85747e-101+2.50028e-101*ii
1.82558+.146029*ii, -.441252+.0570074*ii, -.588171-1.96426*ii, 1.97493-1.53564*ii, -.207222-1.32161*ii, 1.49088+2.91039*ii, 0, .18635+1.13696*ii, 0
-.639732+3.82933*ii, -1.08555+3.5008*ii, 2.07045+2.45626*ii, .08096-.837703*ii, -.158698+1.03977*ii, .589784+1.54285*ii, -1.84091e-91+1.22727e-90*ii, .118194-.184506*ii, 3.43637e-90-2.45455e-90*ii
-51.6436-44.1644*ii, .0535148-.0604072*ii, 25.9791-51.9747*ii, 26.2007+52.5121*ii, 143.096+73.0116*ii, 3.7476+228.199*ii, 1.91961e-239-1.58968e-239*ii, 173.883-46.5269*ii, 2.63947e-238+9.59806e-238*ii
-3.49876-2.99959*ii, .686919-.23531*ii, -.598907-4.75392*ii, 1.35482-2.202*ii, 4.38019+1.66651*ii, -6.97263-6.38912*ii, 0, .33536-1.61528*ii, 0
321.268-97.7372*ii, .0689298+.0245392*ii, 92.1182+15.1294*ii, -37.5424-43.3732*ii, -103.827+38.0672*ii, 208.831+115.167*ii, -8.12337e-276+4.02784e-275*ii, 313.858-56.8622*ii, 7.29299e-274-2.30343e-273*ii

component_2:
equations:
4*c2*r*mu-dp*r
dp*L+delP
-c0-c2*r^2+u
.999931*r^3*delP-1.00122*r*Rad^2*delP+3.99978*r*u*L*mu
points:
.074479+.601876*ii, -1.08987+.474837*ii, 4.1816e-62+1.04598e-62*ii, -.506218-.726419*ii, -1.63014-.069901*ii, .0210806-.328558*ii, -.384907-.80389*ii, 2.72585e-17+1.50851e-18*ii, -1.5535e-16+1.71364e-17*ii
-.0425577+.208879*ii, -.711474-1.00193*ii, -3.0812e-59+4.49577e-59*ii, .355211+.00172*ii, -.439108-.331214*ii, -.131101+.0815941*ii, 1.01768-1.14876*ii, 3.72006e-17+8.06363e-18*ii, 1.01566e-17+1.71407e-17*ii
.358546+.091059*ii, .79264-.610533*ii, 5.00095e-65-1.63881e-64*ii, -.390404+.877165*ii, -.177239+.884032*ii, -.548669-.075117*ii, 1.36393+.282489*ii, 1.59767e-17-4.82283e-17*ii, 1.41287e-17+3.81311e-17*ii
2.1103-.279649*ii, 2.39812-5.89635*ii, -5.38999e-162+1.59652e-162*ii, -.432712+.71795*ii, .693844+1.33566*ii, -2.34038+.165581*ii, 2.5409-1.62813*ii, -5.8981e-164-2.13191e-163*ii, 7.47359e-162-1.2414e-161*ii
-1.20886-2.40616*ii, 2.13015-1.65158*ii, -2.01746e-284-3.36244e-285*ii, -.740713-.450744*ii, 2.01193-.644285*ii, .629906-1.55436*ii, 1.38844-1.41226*ii, -1.00873e-284-1.34497e-284*ii, 2.68995e-284-7.39736e-284*ii
1.39929+1.28697*ii, .23387-.834512*ii, -3.24857e-113-5.1977e-113*ii, -1.36325+.335355*ii, -.177711-.422953*ii, 1.04459-.383914*ii, .930779-.470609*ii, 4.87285e-114-6.49713e-114*ii, 1.29943e-113-1.62428e-113*ii
-1.4178+.922667*ii, -.615249+.804656*ii, 3.52273e-192+6.17089e-192*ii, 1.39014-1.60492*ii, 3.66722-1.84861*ii, 2.56846+3.15037*ii, -.000675+2.73997*ii, 2.01565e-192-4.81288e-192*ii, 1.27868e-191-6.63879e-192*ii
1.55301-.228837*ii, -.059061-3.80475*ii, -7.02278e-144+4.29337e-144*ii, -.447478+.669214*ii, 2.27184-4.28716*ii, -.7111+.74863*ii, 1.64129+1.04668*ii, -1.28653e-143-2.02495e-143*ii, 1.68067e-143+5.39906e-144*ii
