variable ordering: S, ap, sintheta, dA, dtheta, r, P, qc, x0, w
5.17259-1.05111*ii, 3.64576+3.12084*ii, .711598-.066819*ii, -.934692-.532573*ii, 3.50877+1.01229*ii, -.0421617+.252691*ii, -5.3892-1.77055*ii, .0895816+.146353*ii, .720609+5.01315*ii, -.407824-1.08339*ii
-.42184-2.18288*ii, -.281263+.118833*ii, 1.23823-.46609*ii, -.0540352-.210389*ii, .271336+.507768*ii, -.0629104+.203598*ii, -.436025+.206497*ii, .139731-.77402*ii, .043305+.099321*ii, -1.41964+1.40353*ii
-2.04633-.79638*ii, -5.53312+.453659*ii, -.337847+.823701*ii, -1.1054+1.07116*ii, 1.73802+.741181*ii, .381711+.0016795*ii, 3.11197-1.31031*ii, -.113652+.0134108*ii, -.0765565+.278406*ii, -2.98861+4.27314*ii
.249106-.27393*ii, -.74261-.703217*ii, -3.28078+1.05156*ii, -2.35601-.688853*ii, -.0194794-.026148*ii, -.311811-1.8391*ii, -.774821+.473313*ii, .276553+.165192*ii, .319208+.128144*ii, -2.01438-.383657*ii
-1.45412+2.41756*ii, -.1269+.198405*ii, -.011575-1.65713*ii, -.559451+.003566*ii, .0061390-.292917*ii, -.428332+.0043573*ii, .804086-1.35634*ii, -1.63176-.857691*ii, .0704687-.114483*ii, 1.57398+.013588*ii
.178372-.232145*ii, -.860576-.914402*ii, -3.07252+.53034*ii, -2.68535-.687579*ii, -.0383302-.02158*ii, -.081763-1.79211*ii, -.637975+.500249*ii, -.226117-.101681*ii, .348928+.152983*ii, -2.11535-.431577*ii
.0908175-.427483*ii, -.016084-.23012*ii, -.918755-1.92021*ii, 2.68426-2.46362*ii, .134527-.0317797*ii, 1.02431+.960462*ii, -.808573-1.36985*ii, 1.57229+1.04947*ii, -.192178-.617036*ii, .082285-.705707*ii
4.82926+1.5549*ii, .424599-.203414*ii, -1.13735-.000361*ii, -.545665-.238255*ii, -.906266+.000863*ii, -.0620833+.296865*ii, -2.26244-1.99706*ii, -.922557+.881144*ii, .0427968+.0128278*ii, -1.39235-3.60057*ii
-2.33305+3.30289*ii, .0819384-.0280655*ii, -4.1175-8.35927*ii, -.478851+.254785*ii, .00161576-.000323742*ii, 1.81063-1.53181*ii, .27538-2.17385*ii, -5.46014+2.25974*ii, -.0149543-.00294231*ii, 2.73806-.734643*ii
5.99164+2.01942*ii, -.439917+3.95488*ii, .455468+1.2736*ii, -.744183-.542552*ii, -.462016+.277229*ii, .448398-.0127683*ii, -3.35989-4.74887*ii, -.195631-.0751461*ii, -1.12498+.898609*ii, -.757133-1.82627*ii
.085246-.655894*ii, .151548-.0945941*ii, .623839+.478137*ii, .507754-1.25706*ii, -1.04655-2.53859*ii, .315692+.0191178*ii, -.780437-.439753*ii, 1.33251-1.25694*ii, 1.66552-2.03471*ii, .0504293-.305843*ii
2.33191+2.12644*ii, -.494988+4.5364*ii, -.197924+.663287*ii, -1.31726-.533533*ii, 3.07279+2.59257*ii, -.252627-.132294*ii, -1.93528-4.0412*ii, -.144178-.0702526*ii, -1.9675+4.37955*ii, .181013+1.14516*ii
3.77894+2.82997*ii, -.510776+.187672*ii, -1.30468+.140151*ii, -.550086-.314409*ii, -.559992-.186219*ii, -.0548723+.356759*ii, -1.18779-2.74213*ii, -.882534+.653891*ii, -.0831189-.0055622*ii, -.632003-2.97296*ii
.289738-.106188*ii, -.193076-1.3909*ii, -.680472+.363313*ii, -.168878+.449336*ii, -.288754-2.89045*ii, -.164269-.0844257*ii, -.0012153+.147975*ii, .0757816-.0568195*ii, 2.88917-1.6033*ii, -.438414-.639383*ii
-1.88453+.440948*ii, .397628-5.19527*ii, -2.31538-.906314*ii, -.450293-1.43949*ii, -.0378448+.0780456*ii, -.89191+.564021*ii, 1.48186+2.51171*ii, .0485235-.102405*ii, .912471-.603947*ii, -1.14009-2.33116*ii
-.926748-.352884*ii, 1.81726+4.54092*ii, 2.45048-.38777*ii, 2.21829+1.47373*ii, .0778118+.0396064*ii, -1.38622-.190063*ii, -1.53421-2.14644*ii, .0752814+.0867022*ii, -.386746+.133746*ii, 2.97568+2.83694*ii
-.007731-.789511*ii, .076038-1.09151*ii, -.749221-.74086*ii, -.488429-.482648*ii, .792288+.819421*ii, -.277765+.117859*ii, -.376904+.388964*ii, -.20733+.105349*ii, .139987+.822202*ii, -1.35244-.161836*ii
.056206-.572992*ii, -.0460034+.1597*ii, -.62194+.755783*ii, .977915-1.2132*ii, 1.25134-.675294*ii, -.101338+.409897*ii, -.639554-.6279*ii, 1.95817+.211582*ii, .971301+.378664*ii, -.320082+.350712*ii
4.45276-.575832*ii, 2.8402+2.55085*ii, .787051-.069839*ii, -.92641-.512137*ii, 2.60813+.70923*ii, -.0458674+.277169*ii, -4.41559-1.74523*ii, -.10207-.168905*ii, .574713+3.87609*ii, -.397977-1.10426*ii
.06894-.689013*ii, -.620995+.506861*ii, .364118-.633743*ii, 1.45199-1.0014*ii, -3.41475-.021526*ii, .0730811-.327399*ii, -.58929-1.06841*ii, .447099-.16466*ii, -1.42032-3.31516*ii, -.447834-.337285*ii
-.183855-.392682*ii, .0146505-.172752*ii, -.70781+.509374*ii, 1.22311-.159276*ii, .595284-1.92046*ii, -.258441+.212667*ii, -.287133-.450559*ii, 1.33273+.590536*ii, 2.0161-.746707*ii, .181023+.285085*ii
3.4251+.801344*ii, 1.50658+5.02319*ii, .609343-.114188*ii, -1.27082-.763941*ii, 4.75377+2.95223*ii, -.0222477+.259931*ii, -3.73678-3.63132*ii, -.117312-.0942714*ii, -1.36663+6.44425*ii, .262694+1.02802*ii
-.0855047-.327969*ii, -.0332844-.160521*ii, -1.04226+.091376*ii, 2.11216-.648015*ii, -1.12436-.301929*ii, -.522492+.12581*ii, -.392737-.636679*ii, 1.37922+1.19388*ii, -.084748-1.70243*ii, -.0285012-.367697*ii
.014697-.635306*ii, -.185088+.116582*ii, .541329+.648861*ii, .73543-.842173*ii, -1.92301-1.08853*ii, -.278175-.134039*ii, -.523707-.479123*ii, 1.06956-.793368*ii, .163605-2.31843*ii, -.325414-.164941*ii
.669507-.535584*ii, -.048153-.721997*ii, -.683707-1.36354*ii, -.538375-.914651*ii, .369857-.0659453*ii, .542249+.029643*ii, -.849472-.323699*ii, -.441569-.112108*ii, .516946+.281612*ii, -1.15536-.635221*ii
-2.28807-1.00932*ii, -5.35349+.38825*ii, -.334515+.820222*ii, -.944726+.903873*ii, 1.76001+.763011*ii, .350028+.0019568*ii, 3.07084-1.11349*ii, .115821-.0118001*ii, -.0865947+.263236*ii, -2.91316+4.34812*ii
5.19198-1.41017*ii, 3.54561+3.27567*ii, .9004-.134681*ii, -.926138-.577601*ii, 1.59451+.76128*ii, .0427222-.325913*ii, -5.6174-1.6912*ii, -.0979046-.14322*ii, .176874+3.34773*ii, -.537356-1.32196*ii
-.923984-.392457*ii, .0653383-.13394*ii, .737752-1.46826*ii, .0163752+.240045*ii, -.295991-.0520088*ii, -.261285+.0965131*ii, .0789982-.227997*ii, -1.00107-.544698*ii, .248979-.491172*ii, .004734+.618629*ii
5.68547-1.65825*ii, 4.10739+3.71009*ii, .783548-.094307*ii, -.934162-.58287*ii, 2.53926+.95389*ii, .0453518-.282571*ii, -6.27145-1.76306*ii, .0897097+.131808*ii, .398991+4.39512*ii, -.4851-1.2403*ii
-1.21288-.788161*ii, -3.41481-.221392*ii, -.292324+.923552*ii, -.98333+.992972*ii, 1.16662+.889013*ii, -.394194+.0350148*ii, 1.97332-.428907*ii, -.141469+.0245397*ii, -.0411819+.358828*ii, -2.52344+2.65161*ii
-.116049-.586098*ii, -.0533679+.199935*ii, -.733222+.319681*ii, 1.46614-1.00038*ii, -.862348-2.45847*ii, .279154-.240197*ii, -.75571-.742468*ii, 1.7058+.218564*ii, 1.62857-2.14552*ii, .323419-.0636143*ii
-.235668-.609213*ii, -.095246+.70043*ii, .252909-.708696*ii, 1.88333-.327227*ii, -2.68019-1.61557*ii, .0913026-.347742*ii, -.642552-1.06917*ii, .507389+.202466*ii, .276713-3.34948*ii, .545194+.014377*ii
-.11317-.34442*ii, .0260971+.150122*ii, -1.00015+.276716*ii, 2.51766-.368681*ii, -.822867-.863976*ii, -.538803+.192187*ii, -.411495-.824588*ii, 1.6289+1.44628*ii, .472199-1.7421*ii, .337316-.074866*ii
-.100249-.458679*ii, .0733469+.361767*ii, .349804-.864182*ii, 2.50571-.352468*ii, -1.50447-.666331*ii, -.158658+.487326*ii, -.412454-1.11287*ii, .705091+.737662*ii, .020822-2.14603*ii, .490485-.0516258*ii
.097648-.533351*ii, -.239953+.386831*ii, .532287-.652747*ii, 1.77774-1.39229*ii, -1.97778+1.0334*ii, -.150757+.410585*ii, -.568421-1.08303*ii, .839971-.009642*ii, -1.77926-1.7268*ii, -.39692-.319524*ii
-1.75514+3.09959*ii, .152901-.149852*ii, -.428567-2.22898*ii, -.472501-.0575585*ii, .0615135-.0959999*ii, -.536659+.069803*ii, 1.00671-1.36218*ii, -2.00285-.637498*ii, -.0636937+.0250699*ii, 2.06115-.418192*ii
-.141287-.49104*ii, -.300694-.555908*ii, .241848-.724222*ii, .781225-.132848*ii, -2.46556-1.70095*ii, .0553953-.228264*ii, -.175436-.36448*ii, -.171025-.302999*ii, .756666-3.09933*ii, -.190241-.493932*ii
-1.49015-.989727*ii, -3.33333-.185289*ii, -.297657+.914165*ii, -.805556+.755425*ii, 1.21553+.879683*ii, -.34848+.0215874*ii, 1.94612-.328088*ii, .144091-.020164*ii, -.0678769+.335122*ii, -2.43128+2.81013*ii
-.252989-.418465*ii, -.600575-.072001*ii, .131579-.701944*ii, 1.25867+.989599*ii, -1.93163-3.10928*ii, .15475-.271256*ii, .095588-.776292*ii, -.336119+.377604*ii, 2.19985-3.38365*ii, .390839+.243308*ii
-1.74516+3.06985*ii, -.0874536+.0271675*ii, -4.48811-7.41222*ii, -.528927+.28939*ii, .00204534+.000128145*ii, 1.62866-1.65948*ii, .034645-2.12664*ii, -4.89406+2.5234*ii, .0210301+.00953741*ii, 2.21348-.841979*ii
-.1415-.0174185*ii, .007294-.58421*ii, -.584777+.427015*ii, -.039865+1.01166*ii, 1.10932-3.33225*ii, -.247967-.0436817*ii, .0232394-.142313*ii, .147662+.169398*ii, 3.70954-.615583*ii, .300881+.359451*ii
-.0009923-.44497*ii, .0688721+.194603*ii, -.430436-1.88007*ii, 3.50729-1.14013*ii, .116159-.145062*ii, .477414+1.18764*ii, -.510296-1.55796*ii, 1.2171+1.7657*ii, .081764-.850288*ii, .570768-.126443*ii
-.138337-.375584*ii, -.248757-.206514*ii, .086360-.880996*ii, 1.68791+.897385*ii, -.555424-1.84015*ii, -.141866+.398463*ii, .10344-.757339*ii, -.149323+.922981*ii, 1.73815-1.79922*ii, .313456+.290712*ii
-.0840189-.386537*ii, .321536-.494854*ii, .314128-.886645*ii, 1.46067-.837028*ii, -1.3663-.83642*ii, -.0338356+.420418*ii, -.445822-.493784*ii, .471917-.0751928*ii, .332909-1.85921*ii, .131743-.651543*ii
2.4755+2.75066*ii, -1.67008+4.61453*ii, -.224309+.669075*ii, -1.21158-.618676*ii, 3.13075+2.14354*ii, .241062+.150978*ii, -1.29621-4.85933*ii, -.150576-.0478699*ii, -1.7996+4.03013*ii, .045583+1.25314*ii
-.180736-.969651*ii, .149747-.106752*ii, .666456+.414772*ii, .280032-.567254*ii, -.273238-2.74291*ii, .215764+.000125*ii, -.600053-.168842*ii, 1.01881-1.07954*ii, 2.32032-1.5041*ii, .0067757+.306609*ii
1.06759+15.6099*ii, -16.1645+6.25957*ii, -2.85081+5.22645*ii, -.900871-.639213*ii, .00630224+.000459272*ii, 1.4942+1.56301*ii, 9.00734-14.7303*ii, .0820532-.011691*ii, -4.67424-2.00504*ii, .82926+2.03277*ii
-.340854-.60582*ii, .495951-.155192*ii, .262189-.771581*ii, .86013-.737537*ii, -2.04988-1.36688*ii, -.0080454-.299659*ii, -.739257-.269423*ii, .271489-.524024*ii, .488972-2.45235*ii, .276563-.466268*ii
1.6336-1.81463*ii, -.147202+.303374*ii, .453429+1.51555*ii, -.358149-.468984*ii, -.257889+.216633*ii, -.413999-.0704667*ii, -1.43467-.116111*ii, 1.12754-.491904*ii, .0544418-.0917206*ii, -2.1126+.088698*ii
.649435+2.01679*ii, -.251674+.303095*ii, -.711246-.863843*ii, -.778378-.164732*ii, .837135+.452621*ii, -.287654+.190334*ii, -.173105-1.67513*ii, -1.13796-.046612*ii, -.107038+1.08545*ii, .209394-.683349*ii
-.059411-.817373*ii, .75856-.913426*ii, -.680744-.669614*ii, -.57374-1.08609*ii, 1.05577+1.10932*ii, -.354243+.0909222*ii, -.852805+.532955*ii, .164522-.241267*ii, -.111093+1.34341*ii, -1.06449-.335437*ii
.273198-.478817*ii, .132084-.231247*ii, -1.84067+.996073*ii, -1.52611-1.98517*ii, -.0120194-.144946*ii, -.043848-1.14366*ii, -1.3661+.188197*ii, 1.26906-.844954*ii, .0675793+.182704*ii, -1.26001-.58799*ii
-.157264-.529458*ii, .159754-.111062*ii, .566344+.564771*ii, .797083-.744019*ii, -1.83496-1.85034*ii, -.264872-.114655*ii, -.518762-.304711*ii, 1.05623-.885594*ii, .894832-2.51317*ii, .0981615-.305791*ii
-2.01459+.856148*ii, -.026509-5.27164*ii, -2.56561-.892599*ii, -.382726-1.29864*ii, -.0356911+.0561315*ii, -.905262+.611232*ii, 1.88099+2.28628*ii, -.0487001+.101802*ii, .88602-.727565*ii, -1.09576-2.30265*ii
.52979+.347263*ii, .402367-.0278245*ii, -.460102+.499472*ii, -1.41077-.058404*ii, 3.35714-2.61833*ii, .201153+.19314*ii, -.726406-.520331*ii, .300447-.752581*ii, 3.68419+2.06849*ii, .105177+.352047*ii
-1.25379-1.37523*ii, 2.42099+4.21612*ii, .783799-2.49224*ii, 1.67907-.517051*ii, -.0592193-.045647*ii, .185153-1.18231*ii, -2.81347-1.65918*ii, .0906768+.0910889*ii, -.525863+.185425*ii, 2.69867+2.24676*ii
-.003835+.769984*ii, .0934325-.0301621*ii, -4.80099-2.15507*ii, -.648878+1.19107*ii, -.00274759+.00872647*ii, -.24106-2.10425*ii, -.913708-.503692*ii, -1.92343+3.0397*ii, .560816+.019766*ii, -.0859905-.489933*ii
-.0101471+.337964*ii, -.0775608+.0272121*ii, -4.28-1.12147*ii, -.540242+1.91765*ii, -.0110644+.010703*ii, -.824175-1.99463*ii, -.641975-.20184*ii, -1.62321+3.04511*ii, .720895-.101148*ii, -.397647+.0395025*ii
-.169986-.922167*ii, .117189+.40005*ii, -.451055-.896821*ii, .859431-.679291*ii, 1.29838-.226602*ii, .260581+.252861*ii, -.771742-.676394*ii, .671526+.504996*ii, .770021+.646351*ii, -.221734+.732963*ii
-.410763+.549873*ii, .152735-.252717*ii, -.283618-.849961*ii, -.591872+.404936*ii, 1.52485-1.05353*ii, -.213103+.152805*ii, .020436-.491298*ii, -.792938-.21311*ii, 1.77049+.832931*ii, .309267+.343192*ii
-.00565861+.0566107*ii, .169418-.612946*ii, -.553426+.435041*ii, -.549399+1.23262*ii, 1.58575-3.47779*ii, -.267462-.0912663*ii, -.0666045-.0380389*ii, -.15057+.0015377*ii, 4.09522-.117733*ii, .278369+.376865*ii
2.78187-1.4709*ii, 3.53847+.686101*ii, -.377033-.605803*ii, -1.12463-.520975*ii, 3.65194+.363905*ii, -.258831+.0914997*ii, -3.89099+.20473*ii, .0409163+.184878*ii, 1.77835+4.34979*ii, -.495281-.916191*ii
.29143-1.09054*ii, -.462243-.287385*ii, -.77237-.940924*ii, .187083-.606831*ii, .651728+.348633*ii, .325014+.0821555*ii, -.60665-.380491*ii, .146563+.517183*ii, .247028+.348706*ii, -1.3156+.265459*ii
.995017-.134291*ii, 2.20509+9.36862*ii, -10.3444+.07541*ii, -8.40627-3.59047*ii, -.00120416-.000026340*ii, 2.08945-10.6046*ii, -8.83774-2.44126*ii, -.101576-.0389212*ii, -2.02279+3.25558*ii, .722654+1.74041*ii
-.866706-.920762*ii, .449881+.417797*ii, -.556546-.934067*ii, .46635-.263196*ii, 1.03638+.042773*ii, -.196144-.192701*ii, -.645885-.201084*ii, .260585+.382923*ii, .548122+.610173*ii, .046530+1.02783*ii
-.0014844-.372192*ii, -.862277-.993291*ii, .521908+.331676*ii, 1.07414+2.0268*ii, -.717306-5.59273*ii, .144542+.289592*ii, .752015-.402393*ii, -.10978+.216519*ii, 5.08671-3.46341*ii, .410857+.365345*ii
.375258+.339883*ii, .446153+.206591*ii, -.500602+.557445*ii, -1.55504+.376732*ii, 2.57209-1.85329*ii, -.267904-.188395*ii, -.710877-.386774*ii, -.116065-.621892*ii, 2.81477+1.76116*ii, .0286824+.456715*ii
-2.86689-1.63812*ii, -3.0442-.607216*ii, -.639971-.6793*ii, -.589758+.241879*ii, 1.25874+1.05162*ii, .149742-.209486*ii, 2.08492+.272384*ii, -.160108+.0212461*ii, -.166661+.241837*ii, -2.12564+3.22934*ii
.356336+.470337*ii, .0708682+.270754*ii, -.276134-.755344*ii, -1.73714+.039611*ii, 2.22526-1.27218*ii, .342632-.129704*ii, -.637002-.802128*ii, -.95158-.811018*ii, 2.08902+1.71115*ii, -.118341+.3641*ii
.295322-.168325*ii, -.215907-1.55247*ii, -.659868+.343865*ii, -.079945+.793977*ii, -.418313-3.20927*ii, -.21537-.0798828*ii, .109927+.247689*ii, -.0752622+.0867277*ii, 3.21752-1.88274*ii, -.428873-.640844*ii
-.612351-1.7162*ii, .428258+.0085906*ii, .674745-1.03727*ii, -.0101549-.473449*ii, -.694781+.111688*ii, -.0640452-.287222*ii, -.805513+.307039*ii, -.150465-.734186*ii, -.027783-.68124*ii, -.686469+.64594*ii
1.80263+.106064*ii, 2.37341+2.67247*ii, -.358183-.491713*ii, -1.76333-.687596*ii, 5.62573+1.85109*ii, -.261222+.124147*ii, -3.1026-1.42509*ii, -.105206-.144502*ii, .506147+6.56691*ii, .279428+.830284*ii
.781706-.491076*ii, 3.7716+.999005*ii, -6.83086+2.66106*ii, -5.84939-.456828*ii, -.00149141-.00303795*ii, -2.00305-5.80041*ii, -4.79207+2.51289*ii, .0989016+.180861*ii, .592599+2.10092*ii, -.787872-1.38094*ii
.480504-4.79047*ii, .6092-1.12103*ii, .817769-.558045*ii, -.468117-.30192*ii, -.307423+1.33919*ii, -.0784813-.242993*ii, -1.66961+2.09534*ii, .259177-.359976*ii, -.11973+.0822831*ii, -3.42696+.822128*ii
-.06316-.580119*ii, .0699386-.199127*ii, -.79017+.33381*ii, .813133-1.31549*ii, -.767191-1.96829*ii, .22675-.290658*ii, -.813684-.388241*ii, 1.54521-.178753*ii, 1.31651-1.7228*ii, -.058147-.366437*ii
4.03601+1.56337*ii, .561886+2.37452*ii, -.59385+1.47671*ii, -.820736-.369745*ii, .30143+.135963*ii, -.43248-.292075*ii, -2.73173-2.77265*ii, .226088+.164419*ii, -.27398+1.26521*ii, -.360772-1.59233*ii
.124905-.371232*ii, .0645699-.120404*ii, -.561835+.901778*ii, .778401-2.41082*ii, 1.10604-.11181*ii, .042077+.582897*ii, -.796952-.589503*ii, 2.48166-.435729*ii, .233182+.573346*ii, -.505681-.237607*ii
-.0628279-.378673*ii, -.146977-.115204*ii, .150099-1.87074*ii, 2.76052+.999779*ii, -.0479833-.195915*ii, -.279033+1.07571*ii, .204948-1.10705*ii, -.413607+1.92049*ii, .609853-.954628*ii, .324591+.357462*ii
-.0202963-.191316*ii, -.287674-1.15646*ii, -.508617+.350995*ii, -.078798+1.61156*ii, 1.35037-5.48606*ii, .265547+.0554283*ii, .309608-.0176158*ii, -.0345314+.157835*ii, 5.81195-1.36599*ii, .378116+.373245*ii
.114214-.323882*ii, -.0531162+.0969411*ii, -.547013+1.21993*ii, 1.93679-3.2721*ii, .531985+.168202*ii, .086941+.896729*ii, -.837728-1.00002*ii, 3.56513-.230297*ii, -.517874-.042784*ii, -.29874-.45999*ii
-.123724+.0827689*ii, .0596753+.00462338*ii, -3.40047-.41732*ii, .874403+2.20579*ii, -.0309575+.0118771*ii, -1.37254-1.20091*ii, -.290466-.200336*ii, -.764129+3.34522*ii, .756985-.45644*ii, -.0943891+.294704*ii
.231523-.215901*ii, .0988315-.0195876*ii, .963398+.726143*ii, -2.49078-3.39215*ii, -.272376-.708847*ii, .767807-.376777*ii, -1.30774-.247351*ii, 1.12875-3.79465*ii, -.0149008+.0944597*ii, -1.00098-.69862*ii
3.8698-3.97179*ii, -.309952-.439087*ii, .182204+1.08071*ii, -.385824-.283231*ii, -.486543+.888341*ii, .2591+.0390524*ii, -2.61539+.435928*ii, .902694+.531448*ii, .0280506+.0228516*ii, -4.54099-.622581*ii
2.36979-1.23576*ii, 2.70726+.31444*ii, -.285093-.713678*ii, -1.08457-.555885*ii, 2.66932-1.2263*ii, .290193-.0418526*ii, -3.25391+.022915*ii, -.027202-.227219*ii, 2.62864+2.685*ii, -.337937-.954766*ii
.736911-.474496*ii, 3.80239+1.13665*ii, -6.75957+2.44288*ii, -6.27046-.666272*ii, -.00181668-.00309756*ii, -1.80662-5.96989*ii, -4.932+2.48185*ii, -.102353-.177287*ii, .523984+2.22578*ii, -.784642-1.35604*ii
3.79682-.809815*ii, .553358-.174902*ii, -1.15888-.182685*ii, -.618807-.326014*ii, -.736531+.373258*ii, .131666-.312466*ii, -2.61091-.735963*ii, -.421071+.886316*ii, .0227702+.0795392*ii, -2.25732-2.19648*ii
1.18488+.212892*ii, .517892-.281408*ii, -.535149+.520851*ii, -.937063-.275236*ii, 2.17011-2.35396*ii, .150053+.206227*ii, -1.05066-.52509*ii, .423715-.473971*ii, 3.07623+1.17773*ii, -.210475-.456895*ii
