variable ordering: ad, T, omega, theta, sintheta, d, g, L, j, Pii, Tj
1.12487e-31-8.57667e-32*ii, 1.42017-.584386*ii, -.052288-1.67023*ii, -1.19399+.057177*ii, -.985074+.039626*ii, -4.21255e-32+2.81345e-32*ii, -1.17503e-31+8.23395e-32*ii, -6.03594e-33-1.51239e-33*ii, 1.69209-.909817*ii, -1.25645-.164049*ii, .803566+.095072*ii
-3.01119e-31-2.56524e-31*ii, 1.24119-1.62311*ii, 8.29384+2.05485*ii, 5.70035-4.65299*ii, -6.38602+4.1235*ii, -5.28761e-33-1.18167e-33*ii, 1.49724e-32+4.98375e-32*ii, -3.09207e-36+5.53779e-37*ii, -3.95288+.675747*ii, 5.61869+5.50935*ii, -1.26398-.21444*ii
-1.15993e-31+1.61227e-32*ii, -.057277+1.28456*ii, .144717-.404006*ii, 2.65491-2.90919*ii, -.435726+1.20668*ii, -1.4904e-32-3.44898e-33*ii, 4.25268e-32+8.07695e-32*ii, -8.64074e-35+5.38735e-34*ii, .938586-2.9287*ii, -2.50936-2.27475*ii, 1.57775-.323809*ii
-5.16495e-32+1.57505e-32*ii, .458243+.321368*ii, -.00572401-.0196194*ii, -.095262-.984659*ii, .06509-1.06572*ii, -2.38137e-33-2.01869e-33*ii, -1.76732e-32-4.73849e-32*ii, 2.26294e-33-2.19954e-33*ii, 1.34244+.983048*ii, 2.02133-.662498*ii, .63191+.430095*ii
-4.33482e-32-1.35455e-31*ii, -1.55657-.098115*ii, .785728+3.37067*ii, 1.12522-1.25032*ii, .643264-1.93615*ii, -1.75448e-33+1.17425e-32*ii, 5.63073e-32-4.10963e-32*ii, 3.04152e-32-4.06296e-33*ii, -1.06363+.539023*ii, -1.43981+.846097*ii, 1.93071-1.80404*ii
1.13325e-31-6.4041e-33*ii, 2.31384-4.23349*ii, 1.40814-4.90593*ii, 6.86735-3.35013*ii, -4.9288+1.84379*ii, -3.55754e-33+2.51554e-33*ii, -2.05963e-32-6.40542e-33*ii, 1.00026e-32-3.73574e-33*ii, .619695-4.23799*ii, 1.12442-.746041*ii, -5.83816+5.66202*ii
-1.91159e-31-2.40236e-31*ii, .60384+.360772*ii, 1.90227-1.21194*ii, .133867+3.02061*ii, -.573528+.505543*ii, 2.692e-32-5.40098e-32*ii, -2.02133e-32+4.01058e-31*ii, 1.86629e-33-1.21153e-32*ii, .87359-1.15468*ii, 2.70182-1.9845*ii, -1.69247-.110883*ii
1.11608e-31+1.57926e-32*ii, -1.58623-.261647*ii, .297916-.0286233*ii, -.837686+.750951*ii, -.492681+.893814*ii, -4.49344e-32+1.40719e-31*ii, -3.92378e-32-1.03239e-31*ii, 1.13234e-31-6.64761e-32*ii, -.204531-.520448*ii, -2.12395+.799899*ii, .091473+2.76612*ii
1.60643e-31-2.17383e-31*ii, -1.98586-5.97362*ii, 5.20309+1.05001*ii, .817111-5.214*ii, -1.99856+.952363*ii, 2.26324e-33-9.32289e-33*ii, -1.07745e-31+5.74266e-32*ii, -1.2627e-32-8.21463e-33*ii, -2.88485+1.58557*ii, 2.82108-2.61422*ii, -6.70631+5.84263*ii
8.14934e-30+1.10437e-30*ii, 2.7138-1.43312*ii, -.8881-4.10584*ii, .274447+2.0123*ii, 1.83136+5.31357*ii, -3.94662e-31-2.47838e-31*ii, 6.58243e-31-1.30682e-30*ii, 2.11474e-33-6.51828e-33*ii, -2.89718+5.35975*ii, -5.03329+.697103*ii, -1.17707+4.07054*ii
3.53089e-34-7.89989e-34*ii, -1.47547-.238039*ii, .60887+.373138*ii, -2.23904-.946317*ii, -2.32479+.709633*ii, 1.22332e-31+1.00264e-31*ii, -2.33819e-34+2.68438e-34*ii, -5.11844e-32-2.24978e-32*ii, -1.06337+1.69371*ii, -.0033543-.0588077*ii, 1.23879+2.68009*ii
-1.88403e-32+7.47257e-32*ii, -.498504+.16394*ii, 1.04224-.472087*ii, .0839523-.257365*ii, 1.64625+2.4821*ii, -5.23976e-32+2.68278e-32*ii, 1.7412e-32+1.91389e-32*ii, -1.29598e-32+4.6205e-33*ii, .429963+1.87788*ii, .854689-.33436*ii, .589925-1.3879*ii
5.6601e-32-1.03771e-31*ii, .404667-.28338*ii, -.735024+.637657*ii, -.566703-1.96055*ii, .267966-.945073*ii, 1.10986e-31+2.32695e-32*ii, 1.17349e-31+2.66175e-32*ii, -1.05209e-32+4.88462e-32*ii, -.739023+.19485*ii, -.0980293-.461911*ii, -.0017129-.234183*ii
3.39392e-32-6.32571e-32*ii, -.280916-.140202*ii, .360784+.465134*ii, -1.51982+.007353*ii, -3.23936-1.82798*ii, -4.0475e-31-9.84455e-32*ii, 4.1137e-34+1.92955e-32*ii, 3.19155e-34-8.51978e-34*ii, -2.05608-.260252*ii, 1.06955+2.31409*ii, 1.60194-.219403*ii
2.04141e-30+1.74224e-30*ii, -.785404+6.1645*ii, 2.01686-.03259*ii, 1.06315-.437299*ii, .821478-2.12512*ii, 4.87628e-31+4.44182e-31*ii, -3.90195e-31+1.11144e-30*ii, -6.12904e-33+5.04939e-33*ii, -2.53445-4.23065*ii, -3.08265+4.6052*ii, -4.25707-1.42103*ii
-1.42205e-32-5.53007e-33*ii, -.350029-.0677989*ii, .692529+1.20739*ii, .87761-.073472*ii, -.48036-.128043*ii, 1.24219e-33+7.77692e-33*ii, 3.05051e-32+3.381e-33*ii, 3.05831e-34+8.04339e-34*ii, 1.60417+.312165*ii, 1.02324+.475573*ii, -.435096-.35927*ii
8.632e-32-1.3081e-31*ii, -2.13368+1.71647*ii, .344198+4.43049*ii, -.802898-2.26568*ii, -.264045+.539723*ii, -5.34174e-33+5.86948e-33*ii, -2.58693e-31-3.33754e-32*ii, -1.86442e-33+2.67536e-32*ii, .225256-.89677*ii, -2.76144-1.13676*ii, .313806+1.74272*ii
1.93088e-31+3.35613e-32*ii, 1.56896+.222745*ii, -1.39841+.89691*ii, .338792+.104981*ii, -2.01566-.262984*ii, 1.81257e-32+6.86562e-32*ii, -9.63265e-32-4.08256e-33*ii, -7.68346e-34+9.26154e-34*ii, -.663052+.060625*ii, -.390874-1.97315*ii, -.167648-.219235*ii
1.15471e-31-1.83357e-31*ii, -.250594+.307194*ii, -2.20256-.465434*ii, .471364+.157284*ii, -2.00506-.705797*ii, 6.19973e-33-4.23049e-32*ii, -2.25994e-32+9.94019e-32*ii, -1.07597e-32-9.3941e-34*ii, 1.87251-.924863*ii, -1.22016-.027609*ii, 1.59427+.460198*ii
-1.26058e-30-1.17542e-30*ii, -3.1653-5.81975*ii, -5.42969-3.57862*ii, 13.7716-6.01421*ii, -.8288-1.42093*ii, -3.72977e-32+1.64336e-32*ii, 1.00333e-30-3.01928e-31*ii, -4.71966e-34-6.00083e-35*ii, 6.20209-6.12149*ii, -.87079-15.3419*ii, 4.62419-3.34451*ii
-8.78822e-32-1.31344e-31*ii, 1.28558+.010447*ii, .745334-1.20682*ii, -.229753-1.09787*ii, 1.12714-3.46953*ii, 7.79308e-32-9.82465e-33*ii, 2.67993e-32-3.4036e-32*ii, 1.83571e-33-1.66497e-33*ii, -.947922-.81077*ii, .310743-1.84261*ii, -1.27761+.228477*ii
4.32165e-31-7.66371e-31*ii, -.168691-.153806*ii, .774368+1.49293*ii, -.173483+.211977*ii, -1.86862-.630822*ii, -3.09493e-31+3.11652e-32*ii, -8.33254e-32+4.38257e-31*ii, 1.36596e-33-5.02995e-34*ii, -1.01735-2.45134*ii, 1.03994-3.24425*ii, .570788-.882998*ii
-4.1746e-32+2.20101e-32*ii, .33914-.988331*ii, -.559965+1.54198*ii, -.29987+.464042*ii, .547764+.259595*ii, 6.64928e-33-1.62259e-32*ii, -4.66838e-32+6.2306e-32*ii, -2.02487e-32+1.26805e-32*ii, -.862826+.396873*ii, 1.5663-1.05211*ii, -1.32743+1.47637*ii
-1.85595e-32-6.83055e-32*ii, -.601892-1.62174*ii, .687811+1.83523*ii, -1.49713+.644454*ii, .220138-1.77804*ii, -8.04595e-33+1.65779e-32*ii, 3.65633e-32-1.4965e-32*ii, 1.17651e-33-6.6756e-35*ii, -1.47965+.991198*ii, .290919+2.73394*ii, .855511+1.459*ii
4.29392e-31-8.01619e-31*ii, -1.81315-7.50036*ii, -3.72987-.511306*ii, -.086070+1.53931*ii, 2.39754+2.71013*ii, 1.39576e-32-6.26245e-32*ii, -8.72989e-32-2.3567e-31*ii, -2.60988e-32+1.99763e-32*ii, -2.20785-1.69443*ii, -.65808-2.68515*ii, 2.76716+4.82815*ii
2.18953e-47-8.21073e-48*ii, -2.05337-2.42775*ii, .0158131-.115327*ii, 2.09613-1.72953*ii, -1.4221-.333543*ii, -3.83168e-47-5.8249e-47*ii, -4.37906e-47-4.37906e-47*ii, 8.89496e-48-1.5053e-47*ii, -.999198+.112038*ii, 1.02095-2.70979*ii, 1.9916-1.08257*ii
-4.10595e-31+1.23476e-31*ii, 1.06007-3.0246*ii, 2.56396-2.83545*ii, -3.65952+.603356*ii, .777291-3.85141*ii, -5.58827e-33-2.88025e-32*ii, -5.14789e-32-9.62195e-32*ii, -3.9832e-34+6.39997e-33*ii, -.27679+2.6931*ii, 3.36034+.328736*ii, 3.93766+2.03324*ii
-1.12392e-32+6.83866e-32*ii, .087596+1.22883*ii, .857778+1.8593*ii, -.347851+.663582*ii, -.626916-1.55578*ii, 1.41484e-32-8.54661e-33*ii, -3.53116e-32-2.14533e-32*ii, 2.38202e-34-2.98297e-35*ii, -1.13298+1.08369*ii, -.114632+1.01568*ii, .082515-.166884*ii
-1.56111e-30-2.21777e-30*ii, 9.03663-5.74447*ii, -4.65493+3.05634*ii, -2.81584-4.99216*ii, -11.1452+4.40475*ii, 4.56123e-32-7.46248e-32*ii, 5.31285e-32+2.19985e-31*ii, -2.28151e-33+4.44245e-33*ii, -3.06996-1.08362*ii, 3.6206-3.58381*ii, -4.90958+.419616*ii
1.4677e-32+1.56073e-30*ii, -4.48302-4.39483*ii, 3.85069+1.12598*ii, 1.91589+.640728*ii, 1.57462-2.90067*ii, 5.30091e-32+8.11993e-32*ii, -4.1347e-31+2.29511e-31*ii, 2.4642e-32+1.46121e-32*ii, 2.06099-1.04325*ii, -.360379-2.17597*ii, 2.49242-.279633*ii
-9.33452e-60+1.40018e-60*ii, -1.65633-5.09999*ii, -.591526+.707249*ii, -.98454-7.2128*ii, 6.08282+1.00667*ii, 1.78912e-60-2.56699e-60*ii, -1.51686e-60+1.55575e-61*ii, 4.66726e-61+3.79215e-61*ii, -.217673-2.25274*ii, -4.5082+2.75171*ii, -2.35381-1.15298*ii
5.44514e-61+7.77877e-62*ii, 1.88124-.650595*ii, -1.46173+1.57102*ii, -1.06687-.536747*ii, -1.26506+1.47642*ii, 1.01124e-60+3.8894e-62*ii, -3.16012e-61-3.50045e-61*ii, -7.38983e-61+3.84451e-61*ii, -.767608-.059609*ii, .04826+.820762*ii, 2.49746+.750387*ii
4.66726e-61, -.355742+.659038*ii, 1.58324-.910477*ii, -.240066+1.14482*ii, -.077619-1.60861*ii, 1.65299e-61, -3.40321e-62+2.72257e-61*ii, -3.88938e-62-1.16682e-61*ii, .764397-.585117*ii, -.071217+.641202*ii, -.257673+1.41126*ii
-1.14176e-31-6.86936e-32*ii, .949543-1.35254*ii, .87481+1.45993*ii, -1.19601-.311398*ii, .418226+.837458*ii, -2.32283e-33+4.59413e-32*ii, -1.20148e-31+7.63342e-32*ii, -1.52156e-32-1.2985e-33*ii, 1.72767+3.14541*ii, .16397+.454995*ii, .625062-.076731*ii
9.72346e-63-1.94469e-62*ii, .926026-.306546*ii, .477805+1.12847*ii, -.207802+1.49642*ii, .740639+.211911*ii, -4.86173e-63+3.0246e-62*ii, -1.82315e-63-1.21543e-62*ii, 1.72038e-62+2.43087e-63*ii, .477847+.131967*ii, .518141+.013964*ii, 1.46065-.705496*ii
-8.68847e-32+8.14884e-32*ii, .756065+.695641*ii, .609553-1.76911*ii, .223668+.795311*ii, -.259096-.830035*ii, 5.21211e-33-3.36198e-32*ii, -5.96844e-32-1.23307e-31*ii, -7.17546e-33-1.65374e-32*ii, .924474+2.12102*ii, -.646993+.86724*ii, 1.75953+.450465*ii
-8.93882e-31-4.58722e-30*ii, 1.58524+5.77912*ii, -2.73599-2.69055*ii, -7.73194+4.40962*ii, 2.91366+9.31248*ii, -3.12505e-31+5.54813e-32*ii, -4.76022e-31-5.29487e-32*ii, 2.60418e-35+4.6226e-35*ii, 5.56046-8.62048*ii, 1.69326-6.37097*ii, 1.31198-.407753*ii
2.1265e-31-2.19298e-31*ii, -.808823-.282076*ii, -1.28081+.093856*ii, -.218583-.820486*ii, -.321023+1.02072*ii, 1.46941e-31-1.1275e-31*ii, -2.55131e-31-1.28092e-31*ii, -7.40583e-33-1.90848e-33*ii, .615839-1.09292*ii, 2.67078+.34589*ii, .603994-1.11255*ii
5.75339e-32+6.38262e-32*ii, 1.06095+.663468*ii, 1.22803+.705512*ii, 1.38467+.71933*ii, .245694-1.01656*ii, 4.19373e-32-8.75152e-33*ii, -4.63972e-32+6.78105e-32*ii, 1.60743e-33-7.49489e-34*ii, -1.41351+.96585*ii, -.299821-1.40568*ii, -.61289+.328277*ii
6.25867e-32+8.01966e-32*ii, -1.49747+.130309*ii, -2.32798-.53971*ii, .474032-.0116556*ii, 2.57417+.581954*ii, 1.60207e-32+7.78809e-33*ii, 2.98319e-32+2.44102e-32*ii, -2.22835e-33-2.48652e-33*ii, -2.75029+.384237*ii, .584126-.012437*ii, 1.07353+.161961*ii
1.02671e-31+3.67568e-31*ii, 2.08577+1.31051*ii, .973026+1.01863*ii, -1.84299-1.55807*ii, -2.11598-2.53815*ii, 1.82668e-31-6.01633e-32*ii, -1.05333e-31-4.73619e-32*ii, -9.60438e-33-1.66682e-33*ii, -3.90258-.638824*ii, -1.16558-.58275*ii, 2.62703+1.4369*ii
-2.57854e-31-7.25509e-32*ii, -1.4454-.43869*ii, -.32825-.162965*ii, 1.41489+.368491*ii, -1.27309-.523198*ii, 1.11392e-31-7.6069e-33*ii, 1.93312e-31-2.24568e-32*ii, 7.24165e-32-2.42364e-32*ii, .285391-3.13587*ii, .480399+.760662*ii, -2.97607+1.93369*ii
-1.32315e-30-5.24812e-31*ii, -1.24219-1.13099*ii, -1.49344+.797225*ii, -1.45423-.961606*ii, 3.22896+.450656*ii, -1.0476e-31-4.85498e-31*ii, -4.24196e-31-1.03329e-31*ii, -2.93557e-32+4.06444e-32*ii, .923408-.750456*ii, 2.13488-1.41496*ii, -.588774-1.97981*ii
-3.8844e-32-2.23747e-32*ii, -.286873+1.2575*ii, .0389538+.301848*ii, -.981211+1.46637*ii, -.730954-.543803*ii, -1.37442e-32+2.42839e-32*ii, 4.88673e-32-5.74521e-33*ii, 1.5771e-32-1.18008e-33*ii, -.384383+1.35294*ii, 1.05757+1.05295*ii, -2.1004+1.11925*ii
6.38987e-32+6.0275e-31*ii, -7.43385-1.79642*ii, 3.2917+1.0252*ii, -4.97656-.149278*ii, 3.95998+.34091*ii, 3.32189e-32+3.86887e-32*ii, 2.90251e-32+1.49705e-31*ii, 5.05404e-34+1.23086e-33*ii, 4.79192-2.55037*ii, -2.09177+3.37059*ii, -.131771-4.02046*ii
-6.13637e-91-4.90909e-91*ii, .228819-1.06131*ii, -1.68757+.791554*ii, -1.18217-.095417*ii, -.250164-2.12795*ii, 1.53409e-92-1.76421e-91*ii, 4.29546e-91-3.06818e-91*ii, -3.06818e-92+6.90341e-92*ii, .473435-.286277*ii, -.650522-1.81049*ii, -1.54502+.172422*ii
-4.16695e-32-2.28493e-32*ii, -1.08027+1.27628*ii, -3.17631-1.03999*ii, 1.47123+2.02492*ii, -.0762807+.461929*ii, -4.21772e-33+5.5685e-34*ii, -3.36509e-32+9.57647e-32*ii, -1.23729e-32-8.6835e-33*ii, .665208+1.43291*ii, -.787594+1.85242*ii, 1.54513+1.90684*ii
-1.97058e-45+3.50325e-46*ii, -.397552+2.17599*ii, -.41354+5.16951*ii, 7.56212-.067628*ii, .402588-.901532*ii, 7.93704e-47-7.52651e-47*ii, -1.09476e-45+6.13068e-46*ii, 5.81594e-47-2.18953e-47*ii, .067334+1.26177*ii, -4.60632+.496316*ii, -5.60193-2.56708*ii
6.61413e-43+1.68156e-43*ii, 3.55878+.524791*ii, -6.63132-2.35711*ii, -5.55194-1.77951*ii, -1.81979+.181562*ii, 5.43003e-44-1.47136e-44*ii, -3.89561e-43+3.36312e-44*ii, -2.17201e-44-7.0065e-46*ii, -4.04237+.134663*ii, .990478+.396545*ii, -4.31888-11.5323*ii
3.33858e-30+2.68089e-30*ii, -2.48599+8.6964*ii, 1.89072+.171138*ii, 1.10527-.465341*ii, -4.31219+4.13897*ii, 1.04483e-30+5.65423e-31*ii, -9.2383e-32-7.10372e-31*ii, -2.72037e-34+1.2299e-33*ii, 1.8314+2.60873*ii, -4.03389+2.91047*ii, -.455193+1.54987*ii
-1.2067e-31+1.28337e-31*ii, 1.46518+1.62169*ii, -4.41831-1.55098*ii, 3.64573-1.52239*ii, 3.01852-.498337*ii, -6.3743e-34+8.00854e-33*ii, -4.57489e-32+3.49638e-32*ii, 7.15066e-36-8.014e-36*ii, 1.46961-4.38396*ii, 1.37422+1.47482*ii, .202925+.0644234*ii
-4.61246e-31+6.46473e-31*ii, 1.00144+2.49821*ii, -1.20693-1.35035*ii, .035913-2.98288*ii, .806746-.828784*ii, 2.11574e-31+1.17699e-31*ii, -6.78687e-31+1.04107e-31*ii, 2.0663e-33+2.18675e-32*ii, -3.05481-2.26083*ii, -.720213+.215475*ii, -.93729+.407351*ii
6.98817e-33+9.77787e-33*ii, -.32952+.101874*ii, .248579+.401227*ii, -.568864+.836318*ii, -.670332-1.52945*ii, 2.53334e-32-4.76305e-32*ii, -7.04276e-33+1.48235e-33*ii, -5.30241e-32+5.77551e-33*ii, -.246801-.116276*ii, -1.01379+.119316*ii, -.941759+.411675*ii
-2.01253e-30-5.65079e-31*ii, 2.64684-.629011*ii, -3.74618-.08058*ii, -2.92126+2.20676*ii, -3.75207+1.75924*ii, -1.44937e-31-3.40461e-32*ii, 3.81824e-31+3.29631e-31*ii, -7.48768e-32+2.64732e-32*ii, 5.70178-.250768*ii, .213651-.642303*ii, -2.97142+.755048*ii
-3.58624e-32+3.77791e-33*ii, .716314-1.45018*ii, .513597-.390936*ii, .0768445-.412796*ii, .50443-.358316*ii, -8.20161e-33-9.28287e-32*ii, -5.07882e-32-2.85873e-32*ii, -2.98158e-33+9.8512e-33*ii, -1.46593+.120886*ii, .814639-.030637*ii, -.532044+.855942*ii
-1.02366e-31+4.96638e-32*ii, .405929+.861461*ii, 1.41787-.280622*ii, .029107+1.17181*ii, -.976781+.750792*ii, -5.43611e-32+3.31578e-33*ii, 9.04447e-32+1.8675e-32*ii, -9.16351e-32+5.21947e-32*ii, .085932-.506697*ii, .610142+1.19339*ii, -.908782-1.15819*ii
-1.78915e-32-2.49617e-32*ii, .653646+.893866*ii, -1.05054-.109796*ii, -1.35319+2.80437*ii, -1.14427+.751379*ii, -2.03159e-32-1.85741e-32*ii, 9.1624e-34+2.24162e-32*ii, -8.3357e-33+1.99919e-33*ii, -1.18968-1.52021*ii, .016546+.771747*ii, 1.84216+.004918*ii
2.86647e-32+3.27934e-32*ii, -.614281+.300427*ii, .732487-.254601*ii, .596173-.471937*ii, .168821-.168762*ii, 3.39686e-32+9.0723e-33*ii, -1.21982e-32+1.82055e-31*ii, 2.7622e-32+3.70834e-32*ii, .0791431+.347865*ii, -.346546+1.38325*ii, .63085-.123192*ii
2.01621e-31+5.50756e-32*ii, -.337875-.388618*ii, -.538716+4.49877*ii, -1.38579-.410643*ii, -1.4057+5.79004*ii, -1.0177e-32-2.8807e-34*ii, 9.9919e-34-3.50647e-32*ii, -6.00538e-34+1.02687e-33*ii, -2.07853+4.00678*ii, -2.39278-.2239*ii, -2.71926-2.92707*ii
-5.83408e-62-3.28167e-62*ii, .553661+.367623*ii, .478106-.709753*ii, 1.01379+.272111*ii, -1.15096-.068495*ii, 5.3479e-62-4.37556e-62*ii, 3.88938e-62+1.94469e-62*ii, 3.88938e-62-4.86173e-62*ii, .622551+.232588*ii, -1.84519+2.98202*ii, 1.34111+1.41113*ii
1.22044e-31+2.51697e-31*ii, -2.37542-.467372*ii, -.0582+1.90328*ii, 1.25254+2.30633*ii, -2.20203-.74013*ii, -3.78378e-32-6.72308e-32*ii, -8.43161e-32-8.59622e-32*ii, 7.02744e-32-6.5354e-32*ii, -.319622-1.32871*ii, -.293189+.577402*ii, .810125+1.35666*ii
-2.7788e-31-3.72124e-32*ii, -.4308+2.92438*ii, 2.21115+1.26067*ii, -2.71028+2.84519*ii, -.43889+4.91466*ii, -2.6791e-32+3.39858e-32*ii, -2.50252e-33+5.67645e-32*ii, 2.295e-33-2.93509e-33*ii, -2.22587-.133654*ii, -1.02019-2.60531*ii, -3.19526+.011097*ii
-2.16083e-30-1.1295e-30*ii, -3.91022+3.46306*ii, -8.11628-11.8487*ii, 10.6632-8.97884*ii, -2.53233-8.45626*ii, -1.32141e-33+1.17467e-32*ii, 1.92801e-31-1.97794e-31*ii, -7.53809e-35-9.82099e-35*ii, 2.85392-4.80625*ii, 7.56322-7.19779*ii, 1.8025+1.13559*ii
1.01806e-32+1.93726e-33*ii, -1.19332+2.0093*ii, 1.57662+.259081*ii, 2.35764+1.8813*ii, -.861859-1.82465*ii, 4.02106e-33-5.57233e-34*ii, -3.02274e-33+4.15172e-33*ii, -3.71693e-33-8.07435e-33*ii, .821322-.427258*ii, 1.2525+.282391*ii, -.323589+.828593*ii
-8.76588e-32+1.19257e-33*ii, .841626+2.66216*ii, .429398+2.81508*ii, 3.03944-2.32654*ii, -2.144-1.98808*ii, 1.03622e-32+3.08244e-33*ii, 2.17061e-32-2.06838e-32*ii, -1.75816e-33-8.41683e-34*ii, -1.7793+1.59309*ii, .723487-1.32178*ii, -1.70799-.671253*ii
