variable ordering: Eki, Ekf, Ugi, Ugf, G, M, m, ve, r
-1.48708e-117+1.9332e-117*ii, 0, -5.21893+3.72328*ii, 6.7735+2.62216*ii, -3.7024+2.94368*ii, .284474-4.70486*ii, -1.33217e-118+6.1962e-120*ii, -9.39372+4.42829*ii, -7.72091+7.01216*ii
1.84916e-119+1.08433e-119*ii, 0, -1.10065+.103242*ii, -3.163+3.72397*ii, .278638-3.15458*ii, -1.91192+.102164*ii, 1.23923e-119-4.64711e-119*ii, -1.03886-.144637*ii, .713836-2.30888*ii
0, 0, .625015-1.80037*ii, .686371-.342688*ii, -1.65323-.49115*ii, .333509-.929778*ii, -3.79048e-175+2.1642e-177*ii, -.0541487-.340893*ii, 1.29115+.968859*ii
-1.0504e-111*ii, 0, 4.46712+1.69915*ii, .018700+2.32795*ii, -.332061-1.42549*ii, -3.59929-4.36599*ii, 1.76722e-111+3.11862e-112*ii, -3.47762+1.5319*ii, 2.29365+.844762*ii
6.77814e-151+1.6468e-151*ii, 0, -10.3298-24.1795*ii, -.827646+.931296*ii, 10.4618-3.08909*ii, -28.0982+5.93527*ii, 1.07796e-152+2.04359e-152*ii, -12.9633+4.15264*ii, -.667991-5.4636*ii
-6.81274e-108+6.81274e-108*ii, 0, .125606+2.25504*ii, 1.93054-.316644*ii, -.035612+.579124*ii, -1.36662-.169051*ii, -1.91608e-108+1.70318e-108*ii, 2.12616-.365315*ii, -.640542-1.14384*ii
0, 0, -.808456+2.67372*ii, -1.88951+.617351*ii, -1.01408-.385372*ii, -1.67386+.874394*ii, 5.68554e-197+6.01998e-197*ii, 1.18765-.171029*ii, 1.32826-1.72165*ii
3.07746e-171-1.41947e-171*ii, 0, .484965+2.79519*ii, .996051-.330727*ii, -2.00032-.146901*ii, 2.15953-3.96604*ii, -4.65774e-171*ii, 1.90132+.59162*ii, 1.06696-.556561*ii
-2.73976e-193-1.04111e-192*ii, 0, .195612-2.57592*ii, 2.02244+2.31367*ii, 1.11324-.48808*ii, -.523299-.991593*ii, 1.0959e-193-1.89044e-192*ii, -.863376+.182594*ii, -.858149-1.32066*ii
-4.38362e-192-7.01379e-192*ii, 0, 1.41112-.243028*ii, 1.37456-.461105*ii, -.784284-.898504*ii, 1.46592-.758142*ii, 1.75345e-192-5.26034e-192*ii, 1.14066+.515704*ii, -3.48456-2.62273*ii
-1.5373e-193-6.8494e-194*ii, 0, 1.57611+.741732*ii, -1.2436+.334427*ii, -1.7404-1.98395*ii, -1.31456-.334244*ii, 5.47952e-194, -.715705-.006189*ii, 1.31883-1.3472*ii
0, 0, -.584321+3.4757*ii, .481542+1.1941*ii, -1.16524-1.39566*ii, 2.19663+1.86592*ii, 1.87267e-95, 1.77821+1.29346*ii, .691966-1.53677*ii
-1.50807e-86+1.20646e-86*ii, 0, -4.77805-2.48007*ii, -3.10233-.822242*ii, 1.30781+.538121*ii, -2.83351+1.54728*ii, -2.16157e-86-6.03229e-87*ii, -2.0244+.576872*ii, -2.95521-3.4592*ii
0, 0, .98917+1.51454*ii, -.892185+2.1183*ii, -.130761+.246922*ii, -1.35492-.263101*ii, 4.44552e-162-2.22276e-162*ii, 3.48764+.113002*ii, 1.5906+1.5593*ii
-5.01488e-85-9.98246e-85*ii, 0, .736709-.013907*ii, 2.41557+.400791*ii, .996993-2.05757*ii, .726311-1.5745*ii, -1.28689e-84-1.28689e-85*ii, 1.56019-.139266*ii, .634252+.338541*ii
-5.92981e-104+3.48812e-104*ii, 0, 2.16852-5.06941*ii, -.071734+3.63559*ii, -6.79589+8.28422*ii, -4.27524-5.3863*ii, 5.23218e-105+5.8862e-105*ii, 4.06683+4.69142*ii, -1.89845-5.01224*ii
-5.20476e-118-2.97415e-118*ii, 0, .607561-.485456*ii, 1.04072+1.55525*ii, -1.06689-.313876*ii, 2.12937+.132142*ii, 4.95692e-119+3.29945e-118*ii, .777829+1.74335*ii, .116031+2.17304*ii
0, 0, -2.0449-1.36415*ii, 2.35288-1.60512*ii, -.030106+.619506*ii, -.631564+1.90632*ii, -2.53794e-116+5.71037e-116*ii, -1.28309-.725136*ii, 1.43792-2.11797*ii
0, 0, -1.3121+4.38191*ii, 4.26419+2.56796*ii, 2.22449-3.25338*ii, -6.83149+.291274*ii, 1.02741e-193-1.02741e-194*ii, 2.98234-4.97401*ii, -1.839+3.24117*ii
-2.57451e-121*ii, 0, -1.28598+.063827*ii, -.513188+1.23141*ii, -.584897-1.5095*ii, 1.34138+2.09024*ii, 9.68148e-122-4.5987e-121*ii, -.113641+.574512*ii, -1.49323+.292379*ii
1.19234e-190-1.22741e-190*ii, 0, -.0619027-.130884*ii, -.327327-.827219*ii, 1.10535+.595369*ii, 1.36458+2.10993*ii, 1.64824e-190-2.80552e-191*ii, -2.08022+.953306*ii, -.985785+2.09921*ii
5.78184e-124-2.37776e-123*ii, 0, -.212277-.050542*ii, -2.06596-.562908*ii, -1.99456+.448722*ii, -2.20283-.952173*ii, 1.89091e-124+8.98184e-124*ii, .190522+1.63849*ii, -1.16239-.309433*ii
1.94314e-77-2.59771e-77*ii, 0, -7.1688+2.5773*ii, -.0776921+.0760046*ii, -4.24343-.1698*ii, 4.92506-4.56713*ii, 3.97264e-76-1.03634e-76*ii, -.0687577+.0104415*ii, -1.55505+2.12088*ii
-1.3446e-184*ii, 0, -1.15104-2.22291*ii, 3.13424-4.04809*ii, 3.49112+3.16804*ii, .688467-.781733*ii, 5.8836e-185-1.35323e-183*ii, -.568179+.916527*ii, -.205725-1.48459*ii
8.06145e-138+4.56816e-137*ii, -2.7716e-31+1.0286e-31*ii, 1.66315-2.36997*ii, -.797766+2.69274*ii, .118323-.02429*ii, -.948773+.923795*ii, 1.07486e-137+6.98659e-137*ii, -1.38545+.516441*ii, 2.22838+.194762*ii
-2.24307e-55-6.62726e-55*ii, 0, -1.40259+2.07834*ii, 3.02238+1.11155*ii, 1.69178+1.45564*ii, .508863-1.24411*ii, -3.10972e-55+1.29996e-55*ii, 2.62124+3.15702*ii, 1.30096-6.58376*ii
3.20943e-177+1.00796e-178*ii, 0, 23.2744+15.3883*ii, -10.867+12.8994*ii, -10.093-26.1339*ii, -4.57478-7.45145*ii, -7.71174e-179-8.48292e-179*ii, 7.90067+11.2263*ii, -2.92704-6.51494*ii
4.31808e-78-8.63617e-78*ii, 0, -.583681-.209016*ii, -.982298+.800793*ii, 1.62586-.458858*ii, -.735691+.46511*ii, -2.15904e-77-1.72723e-77*ii, -.717331+.011723*ii, -.211855-.967688*ii
1.22084e-104-3.8151e-106*ii, 0, 2.9807-.480357*ii, 5.97943-4.87148*ii, 1.47534-3.45916*ii, 1.55306-3.59067*ii, -1.19904e-105-9.81034e-106*ii, .417454+6.0768*ii, -2.31271+2.79955*ii
0, 0, -.11215-.12687*ii, -.0278866-.450006*ii, -.600742+.933103*ii, -1.56673+1.47532*ii, -5.3743e-138+8.59888e-137*ii, .36948+3.3405*ii, .199467+2.62981*ii
9.04282e-61+7.7788e-62*ii, 0, .495042+.561548*ii, .61507-1.25277*ii, -.292698-.699963*ii, .493676-.453538*ii, -8.26494e-61+2.5281e-61*ii, -.132922+2.30495*ii, -.293759-.833146*ii
4.16682e-93+2.39702e-93*ii, 0, -.049853-2.49053*ii, -.117551-1.6373*ii, -.800627+.973612*ii, 1.47342-.396221*ii, 7.67046e-93-4.60228e-92*ii, .124983-.0303349*ii, -.224669+.268157*ii
4.35082e-192, 0, -.092451+5.19777*ii, .027409+.861958*ii, -2.98788-.174819*ii, -3.61131+2.06629*ii, 3.28771e-192+2.84935e-192*ii, -1.0354-3.65035*ii, .433414+.383982*ii
-3.61813e-191*ii, 0, -2.54677-2.47921*ii, 3.71808-.154333*ii, 1.06739+3.08055*ii, -1.61635-.112599*ii, -1.26248e-190-6.31241e-191*ii, .136531+1.55647*ii, -2.60006+.00401*ii
6.37123e-180, 0, 1.12107+1.0758*ii, .862629+.438721*ii, .938142-1.13388*ii, -.679498-1.3888*ii, -9.6397e-181+3.0847e-179*ii, .313069+1.23192*ii, 1.32743-.862838*ii
-2.05926e-183+2.97121e-183*ii, 0, -4.32309+37.324*ii, -22.4754-64.5193*ii, -24.4816+8.48466*ii, -17.5711+43.4032*ii, -1.15833e-184+1.6088e-184*ii, 11.9834-.08694*ii, -19.5324+13.6778*ii
5.39761e-79-8.77111e-79*ii, 0, .10823-1.85985*ii, 2.62165-.019291*ii, .169374+2.09783*ii, 1.52226-.682435*ii, 5.39761e-79+1.93413e-78*ii, .235543+.798093*ii, .210835-.382102*ii
0, 0, .228323+.885417*ii, 1.99295+9.23406*ii, 15.3979-1.83305*ii, -.92346-9.06031*ii, 1.13106e-87+8.64e-88*ii, -1.51444-2.93937*ii, -.00762+10.8448*ii
-3.88938e-62+1.94469e-62*ii, 0, -1.26294+1.34833*ii, -1.85887-.938024*ii, -.337319-3.45229*ii, .3028+.0972183*ii, 4.86173e-63, 1.83603+1.39787*ii, .756013-.499563*ii
1.98977e-74+9.39615e-75*ii, 0, -2.25017-1.71696*ii, -.100601+2.37068*ii, -1.88965+1.28742*ii, -1.09839+1.41347*ii, -1.32652e-74-8.01436e-75*ii, -.091629+2.81668*ii, -4.66222-.678346*ii
-6.58972e-189*ii, 0, .431217-1.32345*ii, -.952767+1.85202*ii, -2.40399+4.35294*ii, .430483-1.01342*ii, 2.6933e-189+2.6933e-189*ii, .141617+1.1894*ii, -.207572-1.62144*ii
-4.34673e-70*ii, 0, 1.65152-1.67332*ii, -2.39572+1.33943*ii, 1.54907-2.24366*ii, -1.1347-.390718*ii, -2.44503e-70-1.08668e-70*ii, 2.13494+1.37115*ii, 3.78575+1.6996*ii
-3.92727e-90-3.92727e-90*ii, 0, -1.45967-3.16007*ii, .453623+.732411*ii, -.664722-.30806*ii, 1.8099+1.2558*ii, -3.92727e-90+1.96364e-89*ii, -.425675-2.69139*ii, 1.81398+1.48464*ii
1.70161e-62-8.50803e-63*ii, 0, 1.08694-.440822*ii, -.283433-.760793*ii, -.558494+.765431*ii, -1.59039+.701723*ii, 4.86173e-63-1.09389e-62*ii, .910142+.791517*ii, .211655-.207728*ii
5.37669e-149+8.06503e-149*ii, 0, .977914+.505072*ii, -2.44989+.479631*ii, -6.77424-3.73238*ii, -1.36826-1.35793*ii, -4.39911e-149-3.17713e-149*ii, -1.33785-4.76067*ii, -.595564+3.68514*ii
-6.91918e-108-3.40637e-108*ii, 0, 1.28899+.288601*ii, -1.73669-.964244*ii, .596309+.269511*ii, -.995743-.845756*ii, -2.55478e-107+1.02191e-107*ii, -.481721-1.83475*ii, -.291569-1.90982*ii
-7.92372e-72+4.45709e-72*ii, 0, .9556+.589672*ii, -3.46476-.74582*ii, -2.41003+6.77784*ii, -.577069+1.00775*ii, 2.47616e-73-1.09659e-72*ii, 2.44093-6.00941*ii, -1.43839-4.88628*ii
5.79563e-70+7.06343e-70*ii, 0, -2.22403+.732561*ii, 1.3995-2.30955*ii, 2.34485-.609292*ii, 1.86509-5.70516*ii, -3.9845e-70-1.35835e-71*ii, -.616616-3.58213*ii, 3.51564+.149364*ii
1.96364e-90-1.57091e-89*ii, 0, 1.22869+.307841*ii, .140205-.742282*ii, -2.4769+.320985*ii, -2.40514+1.40616*ii, -3.14182e-89+2.64952e-89*ii, -.830495-.518883*ii, -4.87881-.262459*ii
5.35644e-32+4.50924e-31*ii, 0, -.987427-2.02334*ii, -.156554+.452962*ii, -1.55497+.916723*ii, .989899+.397409*ii, 7.56366e-123+5.15984e-123*ii, -1.35117+.686423*ii, -1.87398-.100873*ii
-5.1817e-77+3.23856e-77*ii, 0, -1.78585+.514514*ii, -1.92034-.279311*ii, -.330776+.484059*ii, .041052+2.2159*ii, 2.59085e-77-1.89996e-76*ii, -1.14045+1.08133*ii, .893993+.889944*ii
-4.83109e-118, 0, -6.86302+5.08384*ii, .777344+3.26912*ii, -19.5353+.8854*ii, -.799249-2.52536*ii, 2.71081e-120+1.68458e-119*ii, -2.02772-20.1278*ii, -10.2371-7.22017*ii
-1.17531e-79*ii, 0, .46869-.476723*ii, .62929+.055651*ii, -.267823+1.02085*ii, -.044210+2.02656*ii, -2.6988e-79-2.6988e-79*ii, -1.23801-.849793*ii, .248035-.33549*ii
5.08278e-121+6.89805e-121*ii, 0, -1.73948+.377829*ii, .18487+.0969829*ii, .292571-3.43441*ii, .781714+2.9079*ii, -5.08278e-121-2.42037e-122*ii, -1.21574+2.44499*ii, -2.72009+1.09885*ii
-4.86173e-61-1.44029e-61*ii, 0, 1.4461+2.25903*ii, 1.22364+1.86405*ii, -.142825-.748872*ii, 1.22055+2.4726*ii, 4.08385e-61-1.26405e-61*ii, -.335459+1.6055*ii, -1.06496+2.6723*ii
5.7457e-187+4.49363e-187*ii, 0, 1.32959-.898235*ii, 5.36875-1.8776*ii, 1.97929-1.46012*ii, -.318328-2.60077*ii, -3.62697e-187-2.87285e-187*ii, .132938+2.536*ii, -2.8974+.738164*ii
0, 0, .873419-.003714*ii, -1.85013+.33833*ii, 1.05574+1.09891*ii, 1.08068+.366219*ii, -4.83687e-137+2.68715e-137*ii, 2.42627-.532283*ii, 1.65832+.193991*ii
-2.67555e-197-7.02331e-197*ii, 0, -3.0803+3.2754*ii, .279117+.410022*ii, .369385+2.5134*ii, -1.02581+.269116*ii, -5.01665e-197+1.505e-197*ii, -1.44607-.684215*ii, -.932838-.122923*ii
4.74989e-77-1.51133e-77*ii, 0, -2.82898-.670413*ii, -.715266+.525165*ii, .593345+.441394*ii, -1.29404+.308793*ii, 4.31808e-77+6.04532e-77*ii, 1.37847-1.72022*ii, .130187-2.44751*ii
5.52715e-76-3.4545e-77*ii, 0, .490038-.690628*ii, -.843243-1.09292*ii, 1.05451+.654778*ii, .084935+.897626*ii, 5.52715e-76+2.07268e-76*ii, .191742-.579489*ii, -.823497-.391205*ii
-4.82198e-191+6.48776e-191*ii, 0, -1.07358+2.24023*ii, .292709+1.83107*ii, 2.40208+4.25572*ii, 2.37138-7.09747*ii, -6.02748e-193+5.36993e-192*ii, 9.16815+2.32218*ii, -3.32736-1.20877*ii
-6.75289e-191+1.40357e-190*ii, 0, -.166675-.0425834*ii, -.0394383-.198672*ii, .428702-.439532*ii, -.959372+.317508*ii, 5.61103e-191-5.61103e-191*ii, -.995142-2.36296*ii, .871817+.546916*ii
-5.68982e-102-1.07155e-101*ii, 0, -3.58827-.524436*ii, 2.18339-.659687*ii, -2.57886+4.67034*ii, 3.76658-.797454*ii, -2.2324e-103+1.33944e-102*ii, -6.40101-5.5757*ii, -4.34919+5.62089*ii
2.65091e-89-1.27636e-89*ii, 0, 1.13361+3.38892*ii, 3.29457-.781055*ii, .268871+6.41122*ii, -.368392-.336425*ii, -4.54091e-90, -1.26937-5.44092*ii, -.947057+3.61239*ii
3.91032e-149, 0, .0939561+.014264*ii, -.392385+1.721*ii, -1.73778-.134813*ii, 2.67555+1.34824*ii, -5.08341e-148-2.73722e-148*ii, -.677018-.613425*ii, .968304+.514282*ii
-2.30114e-91*ii, 0, 1.93347-.331711*ii, .502228-1.04769*ii, -.929117-.080297*ii, 1.16225+1.33739*ii, -2.30114e-91-1.53409e-92*ii, -.607536-.776219*ii, -.27131+.919975*ii
-1.94469e-62-1.4099e-61*ii, 0, 1.89936+3.87836*ii, 2.53335+3.84383*ii, -1.35469+.237901*ii, -1.56943+.731247*ii, -1.21543e-62-5.10482e-62*ii, 3.34628+.158001*ii, .469726-4.41222*ii
9.63905e-33-1.17415e-32*ii, 0, -.714409+.906921*ii, 2.38465+.379417*ii, .007012-.963635*ii, -.441486+1.00547*ii, 4.36226e-33+1.20442e-33*ii, 2.17243-1.41217*ii, .125729+.723332*ii
2.48648e-31+2.06199e-31*ii, 0, -.121447-4.11199*ii, -1.39786-.09999*ii, .859606-.258722*ii, .668736-.737203*ii, -1.06449e-109-2.06245e-109*ii, -1.794-.038518*ii, 2.4845+.738124*ii
-5.88308e-191, 0, -.446704-1.1031*ii, .899078+1.63615*ii, 1.09523-1.85462*ii, 1.67228+1.79291*ii, 5.43569e-191, 2.34072+3.44777*ii, 3.40107+2.31789*ii
-3.39609e-196, 0, .548717+.655946*ii, -1.4755+.694381*ii, .272742-.167966*ii, .170908+.229545*ii, -1.07022e-196+4.1471e-196*ii, -1.76392+.549512*ii, 1.09814-.526616*ii
1.20906e-76+4.31808e-76*ii, 0, 1.20991-2.52166*ii, 1.61173+3.32189*ii, 1.23207-.794337*ii, -.375046-3.12293*ii, -6.90893e-76+1.38179e-76*ii, 1.45676+1.35965*ii, 3.79234+2.13095*ii
-2.31455e-190+6.73324e-190*ii, 0, 1.41518+.854633*ii, -1.29006+.937083*ii, 1.8997+.156503*ii, .916477+.485857*ii, -1.57109e-189-1.79553e-189*ii, .0802403+.325074*ii, 2.28173+.859549*ii
9.73739e-32-8.7415e-32*ii, 0, .87983+.886152*ii, 2.60224-.025702*ii, -.340565-.892173*ii, .894992+.052394*ii, 9.06728e-32-3.20206e-32*ii, 1.14769-1.03009*ii, .36042-.267764*ii

component_2:
equations:
Eki-.5*m*ve^2
Ekf
2.00002*G*M*m-1.00082*m*ve^2*r
points:
.0151392+.0738115*ii, -5.0983e-17-6.29721e-17*ii, -.983077-1.16392*ii, -.928887-.728402*ii, .10727-.20918*ii, -.514141+.692014*ii, -.147501+.075714*ii, -.759291+.576531*ii, -.33207+.297121*ii
.0579326+.0953755*ii, 2.07172e-17+1.52576e-18*ii, .526098+.396515*ii, -.354435-.453826*ii, -.108509-.428958*ii, .239612-.0051217*ii, -.366689-.144205*ii, .240406-.713178*ii, .297527+.226841*ii
.236244+.0220524*ii, 3.45308e-18+4.87772e-17*ii, .981925-.106513*ii, -.369468-.601239*ii, -.173549-.365775*ii, -.0145992-.279637*ii, -.420766-.18575*ii, -.163155-1.00256*ii, .216322-.0376958*ii
-90.5234+49.8588*ii, 6.75512e-16-4.48253e-15*ii, 1.41292+16.3436*ii, 47.6329-25.4397*ii, 1.0685+2.06614*ii, 24.651+27.7297*ii, 4.62084+62.4381*ii, 1.52909+.981422*ii, 36.5318+37.3451*ii
-69.5488+65.6723*ii, -3.71622e-15-2.89838e-15*ii, 7.60467+10.3973*ii, 37.1436-35.4023*ii, 1.16612+2.11702*ii, 26.6686+17.9206*ii, 18.3013+55.3905*ii, -1.52795-.972025*ii, 40.9292+23.7512*ii
-.476542+.614896*ii, -1.73909e-17+6.1659e-18*ii, .407835-1.90097*ii, -.370063-1.39031*ii, -.068485-.0730177*ii, -.661913+.181632*ii, -.151267+.625896*ii, -1.51993-.32569*ii, .0563682+.00722235*ii
2.67182+.333356*ii, -1.07691e-16+1.93335e-16*ii, -1.81546+1.17225*ii, -2.32766-.015439*ii, .261139-.662961*ii, .610057+.267912*ii, .766281-1.73574*ii, 1.3517+1.00554*ii, -.157364-.294923*ii
-.19955-.0593257*ii, 0, -.0447082+.274114*ii, 1.11529+.305116*ii, .29373+.0198268*ii, .19014-.700956*ii, -.348312+.67875*ii, -.568433-.471853*ii, -.680434-.387274*ii
-.675652+.753106*ii, 0, -.143888-.0027692*ii, .758503-.27651*ii, -1.01456-.758778*ii, .9969+.962379*ii, -.255517+1.5168*ii, 1.10161+.319369*ii, -1.7688-1.99562*ii
-.788424-1.3541*ii, 0, .865397-.178672*ii, .316345+1.42518*ii, .356234+.213113*ii, 1.20403+1.00419*ii, 1.48615-.543738*ii, -.903475+1.0789*ii, -.648384+.104637*ii
52.0409-26.7374*ii, 0, -124.888-73.267*ii, 76.5015+50.3835*ii, -55.2076-24.6534*ii, -4.87113-4.41875*ii, -7.87202-11.2459*ii, 1.91932+2.20011*ii, 79.4646-48.7397*ii
8.88351-12.1181*ii, 0, 2.67855-4.92715*ii, 5.12605+13.3836*ii, -2.39712+4.35572*ii, 3.87871-3.50869*ii, 1.77404-8.22614*ii, -1.84816-.394093*ii, 8.83474+11.5632*ii
-5.27777+16.7632*ii, 0, 4.47886-10.5781*ii, 11.2741+2.75109*ii, -.067689-1.86616*ii, 5.53147+5.3721*ii, 3.86694-7.35192*ii, -.184055-2.04876*ii, -5.38452+4.15378*ii
-.587075-2.77412*ii, 0, 1.12254+1.37355*ii, -.654854+.984661*ii, 2.12227-1.95366*ii, .008169-.540006*ii, -2.38803-.979402*ii, 1.3103+.693051*ii, -1.40473+.185321*ii
-.285585+1.32313*ii, 0, -2.95692+.994191*ii, -.351232-.380027*ii, -.474284-.899702*ii, .373579+.201463*ii, .592157-.928216*ii, -.277088-1.54339*ii, -.125141+.327766*ii
-.337576-.324166*ii, 0, .723072+.190784*ii, -.996122+.434411*ii, .260137+.608406*ii, .506913+.158976*ii, 1.167-.195997*ii, .39943-.794646*ii, -.762123-.455927*ii
-.720809+.63892*ii, 0, 1.34536-.670629*ii, 1.82182+1.9657*ii, -.954366-1.56224*ii, -.61401+.090818*ii, 1.65734+.008878*ii, .385139+1.00698*ii, .069074-1.95236*ii
-3.4618-4.31492*ii, 0, 1.46054-2.54282*ii, -.88563-5.52938*ii, -3.86397+7.01431*ii, -.419838+5.39893*ii, .110086+.051454*ii, 2.16344-9.29341*ii, .94456+.117422*ii
-.004073-2.78343*ii, 0, 4.3026+4.17608*ii, 1.10503-3.3405*ii, 2.77497+.983262*ii, -1.17101+4.87796*ii, .448968-.469666*ii, -2.71593+1.09161*ii, -3.35374+.786424*ii
-2.19128+1.10242*ii, 0, 1.84523-2.37481*ii, -.418262-1.69888*ii, -1.73262+.3703*ii, .420354+.303161*ii, -2.98458-1.42218*ii, 1.09401-.535769*ii, -.300833-1.19946*ii
-3.46116-.704454*ii, 0, 1.32455+1.84119*ii, -1.21343+1.1683*ii, -.408575+1.8995*ii, .925498+1.55277*ii, -.091962-1.87629*ii, 1.53133-1.18975*ii, -1.01564-1.5659*ii
